,0,1,2,3,4,5,6,7,8,9,10,11,12
t15,-8.453298,8.210884,-4.7175345,15.296143,-3.0273654,23.767206,22.911451,15.2533045,42.92814,30.654099,21.205553,4.0253882,34.96854
t16,-9.874092,9.256296,-5.511093,17.82204,-3.4614131,27.07427,27.01792,17.628853,50.89773,36.245434,25.091347,5.2749767,41.031265
t6,-8.047828,8.032408,-4.4574623,14.24539,-3.0755477,22.777761,22.252449,13.787722,41.173084,28.990444,19.658533,3.851608,33.339046
t22,-9.459089,15.325896,-5.55969,22.873388,-3.8532364,31.377594,27.84435,16.99745,49.336338,34.330547,26.625738,6.2239723,43.812473
t33,-9.268275,16.5845,-5.301619,23.03056,-3.8848283,31.678255,27.03609,17.113699,49.365532,33.675434,26.582237,5.3531137,44.000027
t46,-9.249147,16.736166,-5.467632,23.405453,-3.9261513,31.853903,26.918633,17.31754,49.192276,33.38296,26.85147,5.53666,44.319096
t138,-9.124188,17.124931,-5.4172277,23.186361,-3.970369,31.595783,27.024706,17.16869,48.901634,33.113644,26.771738,5.652671,44.269054
t139,-9.124509,17.125154,-5.4174266,23.186943,-3.970659,31.597078,27.024708,17.169094,48.902634,33.11348,26.772144,5.653015,44.26974
t95,-9.27687,16.626333,-5.399701,23.186707,-3.8860188,31.873226,27.06803,17.384008,49.256332,33.757866,26.896729,5.6746573,44.23132
t96,-9.284304,16.626245,-5.419426,23.25593,-3.8699226,31.826082,27.078842,17.440218,49.29585,33.776043,26.917679,5.6759624,44.268192
t9,-6.5497766,1.2115903,-3.087804,4.3533335,-0.87563974,9.890245,16.202272,1.9669868,31.258371,27.127003,16.795845,1.3483864,19.976822
t13,-6.5224657,1.2822237,-3.0065277,3.9111438,-0.6144919,9.559946,15.250163,0.9341999,30.290636,27.553652,17.195183,0.35070527,18.875778
t75,-8.553603,2.2566156,-3.7771385,5.590571,-0.41116068,13.532089,17.891922,-0.036404397,37.44377,36.389423,22.491909,-0.12736662,23.090918
t78,-8.791861,2.3324475,-3.8810947,5.9446907,-0.4371216,14.021599,18.466845,-0.010873864,38.54049,37.334267,23.014874,-0.10660942,23.765427
t136,-8.767791,2.5368466,-3.8506324,5.8328056,-0.4238495,13.91116,18.427073,-0.02758205,38.47446,37.3737,22.944254,-0.10170963,23.716263
t137,-8.767783,2.5335321,-3.8508415,5.8340197,-0.42257807,13.909504,18.425419,-0.026996875,38.472687,37.378067,22.945793,-0.101750255,23.713654
t90,-8.739371,2.4775848,-4.047521,5.9599442,-0.49690095,13.795464,18.318377,0.035069115,38.46689,37.042107,23.161371,0.14392626,23.971771
t134,-8.74916,2.420905,-4.051005,5.8977504,-0.46937028,13.670115,18.185532,-0.0130695095,38.42583,37.177406,23.241253,-0.006986116,23.79779
t135,-8.747965,2.4238563,-4.049433,5.89825,-0.46769485,13.670108,18.188131,-0.013242125,38.419014,37.176,23.237892,-0.0073917136,23.793285
t64,-8.607264,2.4379506,-3.9862587,5.8626003,-0.48223457,13.399885,17.891674,0.005630143,37.896378,36.509296,22.68383,0.15081942,23.511255
t19,-6.565924,0.92842627,-2.798897,5.2256284,-0.7966229,12.003187,18.040224,5.1324797,35.637802,29.322744,18.633827,2.3812149,24.23576
t84,-7.4604645,1.5396476,-3.1930826,6.6391144,-0.9014942,14.976229,20.766329,6.678315,41.41719,34.210823,21.882584,2.9082716,29.38528
t85,-7.5254335,1.6032443,-3.2084396,6.755552,-0.8989536,15.207516,21.033985,6.7372985,41.86944,34.651684,22.126028,2.9469993,29.759495
t57,-7.2719355,1.408628,-3.0157592,5.872731,-0.8818779,14.47385,20.57773,6.224557,40.632782,33.630775,21.36704,3.0076392,28.866058
t108,-7.468267,1.6730056,-3.1174114,6.1735573,-0.9228485,14.96422,21.23841,6.5604877,41.75589,34.57886,21.845303,3.2775834,29.76338
t109,-7.358398,1.60885,-3.0588043,5.991478,-0.8892662,14.6837845,20.892675,6.4403415,41.204887,34.17047,21.581875,3.202185,29.356844
t4,-5.3040514,0.99819374,-2.8309848,3.2914996,-2.0372703,3.214531,17.269312,1.3112284,27.990519,17.588758,11.982286,3.7565367,15.462213
t5,-5.2648716,1.1214213,-2.8101509,3.2468033,-1.9930794,2.934319,17.391422,1.1963345,27.845247,17.647482,11.99616,3.758221,15.285038
t82,-7.922063,3.3296323,-4.4055824,8.012806,-3.802429,8.538605,24.954977,1.3383843,43.538715,24.062872,19.643227,9.063863,25.666359
t83,-7.9266505,3.3786025,-4.4337034,8.004875,-3.8220375,8.539537,24.926702,1.3084394,43.529133,24.056105,19.61787,9.047673,25.743444
t65,-7.942643,3.2600474,-4.4403296,7.908458,-3.8256855,8.4029875,24.794256,1.4751431,43.686794,24.121202,19.467396,9.189904,25.680471
t102,-7.9198337,3.1879163,-4.3772254,7.917361,-3.8077607,8.561668,24.812975,1.3029248,43.521393,24.029215,19.456228,9.041419,25.555206
t103,-7.919893,3.1685205,-4.3879337,7.9981995,-3.784887,8.599987,24.829304,1.32578,43.55503,24.106302,19.496094,9.100627,25.621185
t11,-7.1914687,2.3793302,-4.593559,5.5991087,-3.2977536,5.185802,21.300491,3.5819135,37.46173,21.983442,17.05502,6.8453555,22.933407
t114,-8.871215,3.2216277,-6.3288856,7.2252374,-4.527679,5.937236,23.360737,5.319197,45.035862,23.944977,21.20805,8.900985,29.110823
t115,-8.864382,3.1935449,-6.3195014,7.1588545,-4.5243716,5.881503,23.353855,5.271743,45.018166,23.924026,21.206726,8.880334,29.067219
t39,-8.623544,2.6259007,-6.434012,6.835651,-4.7456675,4.493583,22.206142,4.5798044,43.822136,21.93269,20.603014,9.60424,28.311611
t40,-8.892288,2.9241261,-6.571846,7.3093276,-4.860296,5.0504775,23.021666,5.004803,45.28434,22.889296,21.375763,9.833539,29.385597
t38,-8.925067,2.8339047,-6.6103053,7.2903843,-4.80617,4.897922,23.048616,4.817578,45.310772,23.094248,21.389332,9.79016,29.307499
t24,-8.428696,2.7010398,-6.2626567,6.539432,-4.544698,4.1114225,22.181568,4.6042314,43.01944,21.98863,20.249393,9.383178,27.709093
t68,-9.070831,2.8598342,-6.8855605,8.134016,-4.9167995,5.285642,22.771393,6.0669065,45.892548,22.822584,21.868114,10.864202,29.944529
t80,-8.7338505,2.6662507,-6.688067,7.5075545,-4.820955,4.558786,21.969713,5.5195546,44.30082,21.669552,21.061165,10.616946,28.825954
t81,-9.071152,2.935287,-6.8715568,8.16161,-4.911771,5.2688527,22.892895,5.9502473,46.031815,22.886732,21.848324,10.968491,30.051544
