"","t21","t117","t118","t33","t37","t38","t19","t20","t10","t5","t74","t77","t78","t63","t34","t57","t58","t44","t103","t104","t59","t65","t79","t80","t88","t89","t92","t93","t81","t99","t100","t113","t114","t32","t28","t29","t122","t123","t95","t96","t83","t46","t61","t62","t43","t84","t85","t54","t55","t35","t56","t101","t102","t72","t73","t4","t30","t31","t108","t109","t110","t86","t87","t82","t16","t47","t75","t76","t67","t64","t126","t127","t11","t12","t49","t50","t8","t6","t39","t115","t116","t97","t98","t94","t106","t107","t24","t27","t52","t53","t111","t112","t36","t26","t119","t120","t60","t25","t66","t68","t69","t90","t91","t13","t41","t42","t9","t14","t15","t51","t70","t71","t48","t45","t40","t105","t124","t125","t121","t7","t1","t17","t18","t22","t23","t2","t3"
"t21",0,1.89373549331,1.89373549331,1.8937354935,1.8937354934,1.8937354934,1.9057973213,0.91350669254,2.5743859468,1.8409966604,5.1448677818,5.14486778179,5.14486778179,5.1448677818,5.9338545085,5.9338545085,5.9338545085,5.9338545085,5.9338545085,5.9338545085,5.93385450846,5.93385450855,5.93385450845,5.93385450845,5.93385450856,5.93385450856,5.9338545086,5.9338545086,5.93385450856,5.93385450866,5.93385450866,5.93385450866,5.93385450866,5.93385450906,5.7189842372,5.9338545088,5.9338545086,5.9338545086,5.93385450866,5.93385450866,5.93385450863,5.93385450863,5.4774904201,5.93385450858,5.93385450858,5.93385450858,5.93385450858,5.9338545086,5.9338545086,5.93385450853,5.9338545085,5.9338545085,5.9338545085,5.9338545092,5.9338545092,5.1464451952,6.4565472752,6.4565472752,6.4565472748,6.456547274821,6.456547274821,6.45654727482,6.45654727482,6.45654727487,6.4565472753,6.173172407,6.45654727505,6.45654727505,6.456547275,6.45654727522,6.45654727524,6.45654727524,6.45654727585,6.45654727585,6.45654727552,5.91444002014,4.35650432983,4.1354261614,6.45654727532,6.45654727529,6.45654727529,6.45654727536,6.45654727536,6.4565472753,6.4565472748,6.4565472748,6.4565472755,6.4565472754,6.1546172958,6.4565472752,6.45654727512,6.45654727512,6.45654727512,6.0375293404,6.45654727509,6.45654727509,6.4565472751,5.3518319877,6.45654727507,6.45654727507,6.32690246977,6.45654727503,6.45654727503,6.45654727522,6.45654727492,6.45654727492,6.45654727522,5.8175047933,5.3683587677,6.19196837277,6.45654727507,6.45654727507,5.86765570772,6.2280838458,6.4565472752,6.4565472752,6.45654727517,6.45654727517,6.45654727518,4.3985360817,2.83114646266,7.88208806504,9.22659084294,8.86448500114,9.27837021234,6.22638130074,6.40563034164
"t117",1.89373549331,0,0.16995241522,2.34479203741,2.34479203731,2.34479203731,2.95238357281,1.96009294405,3.62097219831,2.88758291191,6.19145403331,6.1914540333,6.1914540333,6.19145403331,6.98044076001,6.98044076001,6.98044076001,6.98044076001,6.98044076001,6.98044076001,6.98044075997,6.98044076006,6.98044075996,6.98044075996,6.98044076007,6.98044076007,6.98044076011,6.98044076011,6.98044076007,6.98044076017,6.98044076017,6.98044076017,6.98044076017,6.98044076057,6.76557048871,6.98044076031,6.98044076011,6.98044076011,6.98044076017,6.98044076017,6.98044076014,6.98044076014,6.52407667161,6.98044076009,6.98044076009,6.98044076009,6.98044076009,6.98044076011,6.98044076011,6.98044076004,6.98044076001,6.98044076001,6.98044076001,6.98044076071,6.98044076071,6.19303144671,7.50313352671,7.50313352671,7.50313352631,7.503133526331,7.503133526331,7.50313352633,7.50313352633,7.50313352638,7.50313352681,7.21975865851,7.50313352656,7.50313352656,7.50313352651,7.50313352673,7.50313352675,7.50313352675,7.50313352736,7.50313352736,7.50313352703,6.96102627165,5.40309058134,5.18201241291,7.50313352683,7.5031335268,7.5031335268,7.50313352687,7.50313352687,7.50313352681,7.50313352631,7.50313352631,7.50313352701,7.50313352691,7.20120354731,7.50313352671,7.50313352663,7.50313352663,7.50313352663,7.08411559191,7.5031335266,7.5031335266,7.50313352661,6.39841823921,7.50313352658,7.50313352658,7.37348872128,7.50313352654,7.50313352654,7.50313352673,7.50313352643,7.50313352643,7.50313352673,6.86409104481,6.41494501921,7.23855462428,7.50313352658,7.50313352658,6.91424195923,7.27467009731,7.50313352671,7.50313352671,7.50313352668,7.50313352668,7.50313352669,5.44512233321,3.87773271417,8.92867431655,10.27317709445,9.91107125265,10.32495646385,7.27296755225,7.45221659315
"t118",1.89373549331,0.16995241522,0,2.34479203741,2.34479203731,2.34479203731,2.95238357281,1.96009294405,3.62097219831,2.88758291191,6.19145403331,6.1914540333,6.1914540333,6.19145403331,6.98044076001,6.98044076001,6.98044076001,6.98044076001,6.98044076001,6.98044076001,6.98044075997,6.98044076006,6.98044075996,6.98044075996,6.98044076007,6.98044076007,6.98044076011,6.98044076011,6.98044076007,6.98044076017,6.98044076017,6.98044076017,6.98044076017,6.98044076057,6.76557048871,6.98044076031,6.98044076011,6.98044076011,6.98044076017,6.98044076017,6.98044076014,6.98044076014,6.52407667161,6.98044076009,6.98044076009,6.98044076009,6.98044076009,6.98044076011,6.98044076011,6.98044076004,6.98044076001,6.98044076001,6.98044076001,6.98044076071,6.98044076071,6.19303144671,7.50313352671,7.50313352671,7.50313352631,7.503133526331,7.503133526331,7.50313352633,7.50313352633,7.50313352638,7.50313352681,7.21975865851,7.50313352656,7.50313352656,7.50313352651,7.50313352673,7.50313352675,7.50313352675,7.50313352736,7.50313352736,7.50313352703,6.96102627165,5.40309058134,5.18201241291,7.50313352683,7.5031335268,7.5031335268,7.50313352687,7.50313352687,7.50313352681,7.50313352631,7.50313352631,7.50313352701,7.50313352691,7.20120354731,7.50313352671,7.50313352663,7.50313352663,7.50313352663,7.08411559191,7.5031335266,7.5031335266,7.50313352661,6.39841823921,7.50313352658,7.50313352658,7.37348872128,7.50313352654,7.50313352654,7.50313352673,7.50313352643,7.50313352643,7.50313352673,6.86409104481,6.41494501921,7.23855462428,7.50313352658,7.50313352658,6.91424195923,7.27467009731,7.50313352671,7.50313352671,7.50313352668,7.50313352668,7.50313352669,5.44512233321,3.87773271417,8.92867431655,10.27317709445,9.91107125265,10.32495646385,7.27296755225,7.45221659315
"t33",1.8937354935,2.34479203741,2.34479203741,0,2.0197839959,2.0197839959,2.952383573,1.96009294424,3.6209721985,2.8875829121,6.1914540335,6.19145403349,6.19145403349,6.1914540335,6.9804407602,6.9804407602,6.9804407602,6.9804407602,6.9804407602,6.9804407602,6.98044076016,6.98044076025,6.98044076015,6.98044076015,6.98044076026,6.98044076026,6.9804407603,6.9804407603,6.98044076026,6.98044076036,6.98044076036,6.98044076036,6.98044076036,6.98044076076,6.7655704889,6.9804407605,6.9804407603,6.9804407603,6.98044076036,6.98044076036,6.98044076033,6.98044076033,6.5240766718,6.98044076028,6.98044076028,6.98044076028,6.98044076028,6.9804407603,6.9804407603,6.98044076023,6.9804407602,6.9804407602,6.9804407602,6.9804407609,6.9804407609,6.1930314469,7.5031335269,7.5031335269,7.5031335265,7.503133526521,7.503133526521,7.50313352652,7.50313352652,7.50313352657,7.503133527,7.2197586587,7.50313352675,7.50313352675,7.5031335267,7.50313352692,7.50313352694,7.50313352694,7.50313352755,7.50313352755,7.50313352722,6.96102627184,5.40309058153,5.1820124131,7.50313352702,7.50313352699,7.50313352699,7.50313352706,7.50313352706,7.503133527,7.5031335265,7.5031335265,7.5031335272,7.5031335271,7.2012035475,7.5031335269,7.50313352682,7.50313352682,7.50313352682,7.0841155921,7.50313352679,7.50313352679,7.5031335268,6.3984182394,7.50313352677,7.50313352677,7.37348872147,7.50313352673,7.50313352673,7.50313352692,7.50313352662,7.50313352662,7.50313352692,6.864091045,6.4149450194,7.23855462447,7.50313352677,7.50313352677,6.91424195942,7.2746700975,7.5031335269,7.5031335269,7.50313352687,7.50313352687,7.50313352688,5.4451223334,3.87773271436,8.92867431674,10.27317709464,9.91107125284,10.32495646404,7.27296755244,7.45221659334
"t37",1.8937354934,2.34479203731,2.34479203731,2.0197839959,0,1.7229389082,2.9523835729,1.96009294414,3.6209721984,2.887582912,6.1914540334,6.19145403339,6.19145403339,6.1914540334,6.9804407601,6.9804407601,6.9804407601,6.9804407601,6.9804407601,6.9804407601,6.98044076006,6.98044076015,6.98044076005,6.98044076005,6.98044076016,6.98044076016,6.9804407602,6.9804407602,6.98044076016,6.98044076026,6.98044076026,6.98044076026,6.98044076026,6.98044076066,6.7655704888,6.9804407604,6.9804407602,6.9804407602,6.98044076026,6.98044076026,6.98044076023,6.98044076023,6.5240766717,6.98044076018,6.98044076018,6.98044076018,6.98044076018,6.9804407602,6.9804407602,6.98044076013,6.9804407601,6.9804407601,6.9804407601,6.9804407608,6.9804407608,6.1930314468,7.5031335268,7.5031335268,7.5031335264,7.503133526421,7.503133526421,7.50313352642,7.50313352642,7.50313352647,7.5031335269,7.2197586586,7.50313352665,7.50313352665,7.5031335266,7.50313352682,7.50313352684,7.50313352684,7.50313352745,7.50313352745,7.50313352712,6.96102627174,5.40309058143,5.182012413,7.50313352692,7.50313352689,7.50313352689,7.50313352696,7.50313352696,7.5031335269,7.5031335264,7.5031335264,7.5031335271,7.503133527,7.2012035474,7.5031335268,7.50313352672,7.50313352672,7.50313352672,7.084115592,7.50313352669,7.50313352669,7.5031335267,6.3984182393,7.50313352667,7.50313352667,7.37348872137,7.50313352663,7.50313352663,7.50313352682,7.50313352652,7.50313352652,7.50313352682,6.8640910449,6.4149450193,7.23855462437,7.50313352667,7.50313352667,6.91424195932,7.2746700974,7.5031335268,7.5031335268,7.50313352677,7.50313352677,7.50313352678,5.4451223333,3.87773271426,8.92867431664,10.27317709454,9.91107125274,10.32495646394,7.27296755234,7.45221659324
"t38",1.8937354934,2.34479203731,2.34479203731,2.0197839959,1.7229389082,0,2.9523835729,1.96009294414,3.6209721984,2.887582912,6.1914540334,6.19145403339,6.19145403339,6.1914540334,6.9804407601,6.9804407601,6.9804407601,6.9804407601,6.9804407601,6.9804407601,6.98044076006,6.98044076015,6.98044076005,6.98044076005,6.98044076016,6.98044076016,6.9804407602,6.9804407602,6.98044076016,6.98044076026,6.98044076026,6.98044076026,6.98044076026,6.98044076066,6.7655704888,6.9804407604,6.9804407602,6.9804407602,6.98044076026,6.98044076026,6.98044076023,6.98044076023,6.5240766717,6.98044076018,6.98044076018,6.98044076018,6.98044076018,6.9804407602,6.9804407602,6.98044076013,6.9804407601,6.9804407601,6.9804407601,6.9804407608,6.9804407608,6.1930314468,7.5031335268,7.5031335268,7.5031335264,7.503133526421,7.503133526421,7.50313352642,7.50313352642,7.50313352647,7.5031335269,7.2197586586,7.50313352665,7.50313352665,7.5031335266,7.50313352682,7.50313352684,7.50313352684,7.50313352745,7.50313352745,7.50313352712,6.96102627174,5.40309058143,5.182012413,7.50313352692,7.50313352689,7.50313352689,7.50313352696,7.50313352696,7.5031335269,7.5031335264,7.5031335264,7.5031335271,7.503133527,7.2012035474,7.5031335268,7.50313352672,7.50313352672,7.50313352672,7.084115592,7.50313352669,7.50313352669,7.5031335267,6.3984182393,7.50313352667,7.50313352667,7.37348872137,7.50313352663,7.50313352663,7.50313352682,7.50313352652,7.50313352652,7.50313352682,6.8640910449,6.4149450193,7.23855462437,7.50313352667,7.50313352667,6.91424195932,7.2746700974,7.5031335268,7.5031335268,7.50313352677,7.50313352677,7.50313352678,5.4451223333,3.87773271426,8.92867431664,10.27317709454,9.91107125274,10.32495646394,7.27296755234,7.45221659324
"t19",1.9057973213,2.95238357281,2.95238357281,2.952383573,2.9523835729,2.9523835729,0,1.02853974124,3.1585875113,2.4251982249,5.7290693463,5.72906934629,5.72906934629,5.7290693463,6.518056073,6.518056073,6.518056073,6.518056073,6.518056073,6.518056073,6.51805607296,6.51805607305,6.51805607295,6.51805607295,6.51805607306,6.51805607306,6.5180560731,6.5180560731,6.51805607306,6.51805607316,6.51805607316,6.51805607316,6.51805607316,6.51805607356,6.3031858017,6.5180560733,6.5180560731,6.5180560731,6.51805607316,6.51805607316,6.51805607313,6.51805607313,6.0616919846,6.51805607308,6.51805607308,6.51805607308,6.51805607308,6.5180560731,6.5180560731,6.51805607303,6.518056073,6.518056073,6.518056073,6.5180560737,6.5180560737,5.7306467597,7.0407488397,7.0407488397,7.0407488393,7.040748839321,7.040748839321,7.04074883932,7.04074883932,7.04074883937,7.0407488398,6.7573739715,7.04074883955,7.04074883955,7.0407488395,7.04074883972,7.04074883974,7.04074883974,7.04074884035,7.04074884035,7.04074884002,6.49864158464,4.94070589433,4.7196277259,7.04074883982,7.04074883979,7.04074883979,7.04074883986,7.04074883986,7.0407488398,7.0407488393,7.0407488393,7.04074884,7.0407488399,6.7388188603,7.0407488397,7.04074883962,7.04074883962,7.04074883962,6.6217309049,7.04074883959,7.04074883959,7.0407488396,5.9360335522,7.04074883957,7.04074883957,6.91110403427,7.04074883953,7.04074883953,7.04074883972,7.04074883942,7.04074883942,7.04074883972,6.4017063578,5.9525603322,6.77616993727,7.04074883957,7.04074883957,6.45185727222,6.8122854103,7.0407488397,7.0407488397,7.04074883967,7.04074883967,7.04074883968,4.9827376462,3.41534802716,8.46628962954,9.81079240744,9.44868656564,9.86257177684,6.81058286524,6.98983190614
"t20",0.91350669254,1.96009294405,1.96009294405,1.96009294424,1.96009294414,1.96009294414,1.02853974124,0,2.16629688254,1.43290759614,4.73677871754,4.73677871753,4.73677871753,4.73677871754,5.52576544424,5.52576544424,5.52576544424,5.52576544424,5.52576544424,5.52576544424,5.5257654442,5.52576544429,5.52576544419,5.52576544419,5.5257654443,5.5257654443,5.52576544434,5.52576544434,5.5257654443,5.5257654444,5.5257654444,5.5257654444,5.5257654444,5.5257654448,5.31089517294,5.52576544454,5.52576544434,5.52576544434,5.5257654444,5.5257654444,5.52576544437,5.52576544437,5.06940135584,5.52576544432,5.52576544432,5.52576544432,5.52576544432,5.52576544434,5.52576544434,5.52576544427,5.52576544424,5.52576544424,5.52576544424,5.52576544494,5.52576544494,4.73835613094,6.04845821094,6.04845821094,6.04845821054,6.048458210561,6.048458210561,6.04845821056,6.04845821056,6.04845821061,6.04845821104,5.76508334274,6.04845821079,6.04845821079,6.04845821074,6.04845821096,6.04845821098,6.04845821098,6.04845821159,6.04845821159,6.04845821126,5.50635095588,3.94841526557,3.72733709714,6.04845821106,6.04845821103,6.04845821103,6.0484582111,6.0484582111,6.04845821104,6.04845821054,6.04845821054,6.04845821124,6.04845821114,5.74652823154,6.04845821094,6.04845821086,6.04845821086,6.04845821086,5.62944027614,6.04845821083,6.04845821083,6.04845821084,4.94374292344,6.04845821081,6.04845821081,5.91881340551,6.04845821077,6.04845821077,6.04845821096,6.04845821066,6.04845821066,6.04845821096,5.40941572904,4.96026970344,5.78387930851,6.04845821081,6.04845821081,5.45956664346,5.81999478154,6.04845821094,6.04845821094,6.04845821091,6.04845821091,6.04845821092,3.99044701744,2.4230573984,7.47399900078,8.81850177868,8.45639593688,8.87028114808,5.81829223648,5.99754127738
"t10",2.5743859468,3.62097219831,3.62097219831,3.6209721985,3.6209721984,3.6209721984,3.1585875113,2.16629688254,0,2.8875829116,6.191454033,6.19145403299,6.19145403299,6.191454033,6.9804407597,6.9804407597,6.9804407597,6.9804407597,6.9804407597,6.9804407597,6.98044075966,6.98044075975,6.98044075965,6.98044075965,6.98044075976,6.98044075976,6.9804407598,6.9804407598,6.98044075976,6.98044075986,6.98044075986,6.98044075986,6.98044075986,6.98044076026,6.7655704884,6.98044076,6.9804407598,6.9804407598,6.98044075986,6.98044075986,6.98044075983,6.98044075983,6.5240766713,6.98044075978,6.98044075978,6.98044075978,6.98044075978,6.9804407598,6.9804407598,6.98044075973,6.9804407597,6.9804407597,6.9804407597,6.9804407604,6.9804407604,6.1930314464,7.5031335264,7.5031335264,7.503133526,7.503133526021,7.503133526021,7.50313352602,7.50313352602,7.50313352607,7.5031335265,7.2197586582,7.50313352625,7.50313352625,7.5031335262,7.50313352642,7.50313352644,7.50313352644,7.50313352705,7.50313352705,7.50313352672,6.96102627134,5.40309058103,5.1820124126,7.50313352652,7.50313352649,7.50313352649,7.50313352656,7.50313352656,7.5031335265,7.503133526,7.503133526,7.5031335267,7.5031335266,7.201203547,7.5031335264,7.50313352632,7.50313352632,7.50313352632,7.0841155916,7.50313352629,7.50313352629,7.5031335263,6.3984182389,7.50313352627,7.50313352627,7.37348872097,7.50313352623,7.50313352623,7.50313352642,7.50313352612,7.50313352612,7.50313352642,6.8640910445,6.4149450189,7.23855462397,7.50313352627,7.50313352627,6.91424195892,7.274670097,7.5031335264,7.5031335264,7.50313352637,7.50313352637,7.50313352638,5.4451223329,3.87773271386,8.92867431624,10.27317709414,9.91107125234,10.32495646354,7.27296755194,7.45221659284
"t5",1.8409966604,2.88758291191,2.88758291191,2.8875829121,2.887582912,2.887582912,2.4251982249,1.43290759614,2.8875829116,0,4.0609019466,4.06090194659,4.06090194659,4.0609019466,4.8498886733,4.8498886733,4.8498886733,4.8498886733,4.8498886733,4.8498886733,4.84988867326,4.84988867335,4.84988867325,4.84988867325,4.84988867336,4.84988867336,4.8498886734,4.8498886734,4.84988867336,4.84988867346,4.84988867346,4.84988867346,4.84988867346,4.84988867386,4.635018402,4.8498886736,4.8498886734,4.8498886734,4.84988867346,4.84988867346,4.84988867343,4.84988867343,4.3935245849,4.84988867338,4.84988867338,4.84988867338,4.84988867338,4.8498886734,4.8498886734,4.84988867333,4.8498886733,4.8498886733,4.8498886733,4.849888674,4.849888674,4.06247936,5.37258144,5.37258144,5.3725814396,5.372581439621,5.372581439621,5.37258143962,5.37258143962,5.37258143967,5.3725814401,5.0892065718,5.37258143985,5.37258143985,5.3725814398,5.37258144002,5.37258144004,5.37258144004,5.37258144065,5.37258144065,5.37258144032,4.83047418494,3.27253849463,3.0514603262,5.37258144012,5.37258144009,5.37258144009,5.37258144016,5.37258144016,5.3725814401,5.3725814396,5.3725814396,5.3725814403,5.3725814402,5.0706514606,5.37258144,5.37258143992,5.37258143992,5.37258143992,4.9535635052,5.37258143989,5.37258143989,5.3725814399,4.2678661525,5.37258143987,5.37258143987,5.24293663457,5.37258143983,5.37258143983,5.37258144002,5.37258143972,5.37258143972,5.37258144002,4.7335389581,4.2843929325,5.10800253757,5.37258143987,5.37258143987,4.78368987252,5.1441180106,5.37258144,5.37258144,5.37258143997,5.37258143997,5.37258143998,3.3145702465,1.74718062746,6.79812222984,8.14262500774,7.78051916594,8.19440437714,5.14241546554,5.32166450644
