accepted_species,estimate
t40,0.11870774
t94,1.5460814
t96,-1.0043576
t48,-0.8539773
t25,-0.9656733
t37,-0.85829425
t59,-0.85829425
t66,-0.17958842
t13,-0.7486563
t73,0.7084048
