"","t39","t40","t23","t131","t132","t68","t69","t36","t21","t26","t27","t3","t11","t59","t60","t32","t116","t117","t34","t37","t49","t109","t110","t70","t57","t58","t93","t94","t78","t41","t79","t101","t102","t22","t91","t92","t87","t88","t61","t119","t120","t8","t4","t31","t72","t114","t115","t48","t64","t65","t89","t90","t80","t77","t13","t9","t10","t38","t43","t121","t122","t71","t81","t82","t42","t35","t54","t55","t111","t127","t128","t33","t28","t29","t5","t125","t126","t47","t118","t123","t124","t97","t98","t83","t84","t30","t73","t74","t45","t51","t52","t2","t62","t63","t107","t108","t12","t14","t15","t129","t130","t1","t19","t56","t95","t96","t20","t17","t6","t7","t24","t25","t18","t105","t106","t16","t66","t67","t50","t46","t53","t112","t113","t75","t76","t103","t104","t44","t99","t100","t85","t86"
"t39",0,1.9777678384,3.42614821558,3.4261482154348,3.4261482154348,3.11082821058,3.42614821588,3.42614821548,3.4261482154,4.1245669228,3.7231041388,6.2457835067,6.71273905969,7.65107489464,7.91913087894,7.91913087934,7.91913087906,7.89593012655,7.91913087904,7.91913087859,7.91913087895,7.9191308789,7.9191308789,7.91913087885,7.91913087895,7.91913087895,7.91913087889,7.91913087889,7.91913087889,7.03213043897,7.91913087884,7.91913087884,7.91913087884,6.63564184909,7.91913087899,7.91913087899,7.91913087909,7.91913087909,7.91913087859,7.91913087864,7.91913087864,7.919130879,7.9191308793,6.94601923528,7.91913087908,7.91913087914,7.91913087914,7.91913087908,7.91913087908,7.59103289928,7.91913087902,7.91913087902,7.91913087899,7.72884584868,5.93822792513,5.61177566639,5.65364048869,7.84021536488,7.91913087898,7.91913087904,7.91913087904,7.91913087898,7.91913087898,7.91913087898,7.24297906838,7.91913087878,7.91913087898,7.91913087898,7.91913087935,7.91913087936,7.91913087936,7.91913087858,6.95598312468,6.65556726601,6.47209518568,7.91913087905,7.91913087905,7.29177449709,7.91913087895,7.91913087895,7.91913087895,7.91913087891,7.91913087891,7.91913087891,7.91913087891,7.91913087898,7.78960629408,7.91913087858,7.91913087938,7.91913087938,7.91913087938,7.2719366683,8.2820358048,8.5575685631,8.5575685631,8.5575685631,8.0339148315,7.7203145042,7.1391823625,8.55756856303,8.55756856303,6.7423695375,8.0534821085,9.35028706818,9.35028706818,9.35028706818,8.69113965978,9.3502870681,6.86511769104,6.52652393394,9.3502870676,8.0676655016,9.35028706828,9.35028706798,9.35028706798,9.35028706838,9.35028706778,9.35028706778,9.35028706778,9.35028706858,9.35028706858,9.35028706848,9.35028706848,9.3502870685,9.3502870685,9.3502870686,9.3502870686,9.35028706827,9.35028706823,9.35028706823,9.35028706823,9.35028706823
"t40",1.9777678384,0,3.42614821558,3.4261482154348,3.4261482154348,3.11082821058,3.42614821588,3.42614821548,3.4261482154,4.1245669228,3.7231041388,6.2457835067,6.71273905969,7.65107489464,7.91913087894,7.91913087934,7.91913087906,7.89593012655,7.91913087904,7.91913087859,7.91913087895,7.9191308789,7.9191308789,7.91913087885,7.91913087895,7.91913087895,7.91913087889,7.91913087889,7.91913087889,7.03213043897,7.91913087884,7.91913087884,7.91913087884,6.63564184909,7.91913087899,7.91913087899,7.91913087909,7.91913087909,7.91913087859,7.91913087864,7.91913087864,7.919130879,7.9191308793,6.94601923528,7.91913087908,7.91913087914,7.91913087914,7.91913087908,7.91913087908,7.59103289928,7.91913087902,7.91913087902,7.91913087899,7.72884584868,5.93822792513,5.61177566639,5.65364048869,7.84021536488,7.91913087898,7.91913087904,7.91913087904,7.91913087898,7.91913087898,7.91913087898,7.24297906838,7.91913087878,7.91913087898,7.91913087898,7.91913087935,7.91913087936,7.91913087936,7.91913087858,6.95598312468,6.65556726601,6.47209518568,7.91913087905,7.91913087905,7.29177449709,7.91913087895,7.91913087895,7.91913087895,7.91913087891,7.91913087891,7.91913087891,7.91913087891,7.91913087898,7.78960629408,7.91913087858,7.91913087938,7.91913087938,7.91913087938,7.2719366683,8.2820358048,8.5575685631,8.5575685631,8.5575685631,8.0339148315,7.7203145042,7.1391823625,8.55756856303,8.55756856303,6.7423695375,8.0534821085,9.35028706818,9.35028706818,9.35028706818,8.69113965978,9.3502870681,6.86511769104,6.52652393394,9.3502870676,8.0676655016,9.35028706828,9.35028706798,9.35028706798,9.35028706838,9.35028706778,9.35028706778,9.35028706778,9.35028706858,9.35028706858,9.35028706848,9.35028706848,9.3502870685,9.3502870685,9.3502870686,9.3502870686,9.35028706827,9.35028706823,9.35028706823,9.35028706823,9.35028706823
"t23",3.42614821558,3.42614821558,0,2.7727239138548,2.7727239138548,2.457403909,2.7727239143,2.7727239139,2.97072836418,4.12456692258,3.72310413858,6.24578350648,6.71273905947,7.65107489442,7.91913087872,7.91913087912,7.91913087884,7.89593012633,7.91913087882,7.91913087837,7.91913087873,7.91913087868,7.91913087868,7.91913087863,7.91913087873,7.91913087873,7.91913087867,7.91913087867,7.91913087867,7.03213043875,7.91913087862,7.91913087862,7.91913087862,6.63564184887,7.91913087877,7.91913087877,7.91913087887,7.91913087887,7.91913087837,7.91913087842,7.91913087842,7.91913087878,7.91913087908,6.94601923506,7.91913087886,7.91913087892,7.91913087892,7.91913087886,7.91913087886,7.59103289906,7.9191308788,7.9191308788,7.91913087877,7.72884584846,5.93822792491,5.61177566617,5.65364048847,7.84021536466,7.91913087876,7.91913087882,7.91913087882,7.91913087876,7.91913087876,7.91913087876,7.24297906816,7.91913087856,7.91913087876,7.91913087876,7.91913087913,7.91913087914,7.91913087914,7.91913087836,6.95598312446,6.65556726579,6.47209518546,7.91913087883,7.91913087883,7.29177449687,7.91913087873,7.91913087873,7.91913087873,7.91913087869,7.91913087869,7.91913087869,7.91913087869,7.91913087876,7.78960629386,7.91913087836,7.91913087916,7.91913087916,7.91913087916,7.27193666808,8.28203580458,8.55756856288,8.55756856288,8.55756856288,8.03391483128,7.72031450398,7.13918236228,8.55756856281,8.55756856281,6.74236953728,8.05348210828,9.35028706796,9.35028706796,9.35028706796,8.69113965956,9.35028706788,6.86511769082,6.52652393372,9.35028706738,8.06766550138,9.35028706806,9.35028706776,9.35028706776,9.35028706816,9.35028706756,9.35028706756,9.35028706756,9.35028706836,9.35028706836,9.35028706826,9.35028706826,9.35028706828,9.35028706828,9.35028706838,9.35028706838,9.35028706805,9.35028706801,9.35028706801,9.35028706801,9.35028706801
"t131",3.4261482154348,3.4261482154348,2.7727239138548,0,0.0008750109096,1.7680869720548,2.0834069773548,2.1686947499548,2.9707283640348,4.1245669224348,3.7231041384348,6.2457835063348,6.7127390593248,7.6510748942748,7.9191308785748,7.9191308789748,7.9191308786948,7.8959301261848,7.9191308786748,7.9191308782248,7.9191308785848,7.9191308785348,7.9191308785348,7.9191308784848,7.9191308785848,7.9191308785848,7.9191308785248,7.9191308785248,7.9191308785248,7.0321304386048,7.9191308784748,7.9191308784748,7.9191308784748,6.6356418487248,7.9191308786248,7.9191308786248,7.9191308787248,7.9191308787248,7.9191308782248,7.9191308782748,7.9191308782748,7.9191308786348,7.9191308789348,6.9460192349148,7.9191308787148,7.9191308787748,7.9191308787748,7.9191308787148,7.9191308787148,7.5910328989148,7.9191308786548,7.9191308786548,7.9191308786248,7.7288458483148,5.9382279247648,5.6117756660248,5.6536404883248,7.8402153645148,7.9191308786148,7.9191308786748,7.9191308786748,7.9191308786148,7.9191308786148,7.9191308786148,7.2429790680148,7.9191308784148,7.9191308786148,7.9191308786148,7.9191308789848,7.9191308789948,7.9191308789948,7.9191308782148,6.9559831243148,6.6555672656448,6.4720951853148,7.9191308786848,7.9191308786848,7.2917744967248,7.9191308785848,7.9191308785848,7.9191308785848,7.9191308785448,7.9191308785448,7.9191308785448,7.9191308785448,7.9191308786148,7.7896062937148,7.9191308782148,7.9191308790148,7.9191308790148,7.9191308790148,7.2719366679348,8.2820358044348,8.5575685627348,8.5575685627348,8.5575685627348,8.0339148311348,7.7203145038348,7.1391823621348,8.5575685626648,8.5575685626648,6.7423695371348,8.0534821081348,9.3502870678148,9.3502870678148,9.3502870678148,8.6911396594148,9.3502870677348,6.8651176906748,6.5265239335748,9.3502870672348,8.0676655012348,9.3502870679148,9.3502870676148,9.3502870676148,9.3502870680148,9.3502870674148,9.3502870674148,9.3502870674148,9.3502870682148,9.3502870682148,9.3502870681148,9.3502870681148,9.3502870681348,9.3502870681348,9.3502870682348,9.3502870682348,9.3502870679048,9.3502870678648,9.3502870678648,9.3502870678648,9.3502870678648
"t132",3.4261482154348,3.4261482154348,2.7727239138548,0.0008750109096,0,1.7680869720548,2.0834069773548,2.1686947499548,2.9707283640348,4.1245669224348,3.7231041384348,6.2457835063348,6.7127390593248,7.6510748942748,7.9191308785748,7.9191308789748,7.9191308786948,7.8959301261848,7.9191308786748,7.9191308782248,7.9191308785848,7.9191308785348,7.9191308785348,7.9191308784848,7.9191308785848,7.9191308785848,7.9191308785248,7.9191308785248,7.9191308785248,7.0321304386048,7.9191308784748,7.9191308784748,7.9191308784748,6.6356418487248,7.9191308786248,7.9191308786248,7.9191308787248,7.9191308787248,7.9191308782248,7.9191308782748,7.9191308782748,7.9191308786348,7.9191308789348,6.9460192349148,7.9191308787148,7.9191308787748,7.9191308787748,7.9191308787148,7.9191308787148,7.5910328989148,7.9191308786548,7.9191308786548,7.9191308786248,7.7288458483148,5.9382279247648,5.6117756660248,5.6536404883248,7.8402153645148,7.9191308786148,7.9191308786748,7.9191308786748,7.9191308786148,7.9191308786148,7.9191308786148,7.2429790680148,7.9191308784148,7.9191308786148,7.9191308786148,7.9191308789848,7.9191308789948,7.9191308789948,7.9191308782148,6.9559831243148,6.6555672656448,6.4720951853148,7.9191308786848,7.9191308786848,7.2917744967248,7.9191308785848,7.9191308785848,7.9191308785848,7.9191308785448,7.9191308785448,7.9191308785448,7.9191308785448,7.9191308786148,7.7896062937148,7.9191308782148,7.9191308790148,7.9191308790148,7.9191308790148,7.2719366679348,8.2820358044348,8.5575685627348,8.5575685627348,8.5575685627348,8.0339148311348,7.7203145038348,7.1391823621348,8.5575685626648,8.5575685626648,6.7423695371348,8.0534821081348,9.3502870678148,9.3502870678148,9.3502870678148,8.6911396594148,9.3502870677348,6.8651176906748,6.5265239335748,9.3502870672348,8.0676655012348,9.3502870679148,9.3502870676148,9.3502870676148,9.3502870680148,9.3502870674148,9.3502870674148,9.3502870674148,9.3502870682148,9.3502870682148,9.3502870681148,9.3502870681148,9.3502870681348,9.3502870681348,9.3502870682348,9.3502870682348,9.3502870679048,9.3502870678648,9.3502870678648,9.3502870678648,9.3502870678648
"t68",3.11082821058,3.11082821058,2.457403909,1.7680869720548,1.7680869720548,0,0.5280187281,1.8533747451,2.65540835918,3.80924691758,3.40778413358,5.93046350148,6.39741905447,7.33575488942,7.60381087372,7.60381087412,7.60381087384,7.58061012133,7.60381087382,7.60381087337,7.60381087373,7.60381087368,7.60381087368,7.60381087363,7.60381087373,7.60381087373,7.60381087367,7.60381087367,7.60381087367,6.71681043375,7.60381087362,7.60381087362,7.60381087362,6.32032184387,7.60381087377,7.60381087377,7.60381087387,7.60381087387,7.60381087337,7.60381087342,7.60381087342,7.60381087378,7.60381087408,6.63069923006,7.60381087386,7.60381087392,7.60381087392,7.60381087386,7.60381087386,7.27571289406,7.6038108738,7.6038108738,7.60381087377,7.41352584346,5.62290791991,5.29645566117,5.33832048347,7.52489535966,7.60381087376,7.60381087382,7.60381087382,7.60381087376,7.60381087376,7.60381087376,6.92765906316,7.60381087356,7.60381087376,7.60381087376,7.60381087413,7.60381087414,7.60381087414,7.60381087336,6.64066311946,6.34024726079,6.15677518046,7.60381087383,7.60381087383,6.97645449187,7.60381087373,7.60381087373,7.60381087373,7.60381087369,7.60381087369,7.60381087369,7.60381087369,7.60381087376,7.47428628886,7.60381087336,7.60381087416,7.60381087416,7.60381087416,6.95661666308,7.96671579958,8.24224855788,8.24224855788,8.24224855788,7.71859482628,7.40499449898,6.82386235728,8.24224855781,8.24224855781,6.42704953228,7.73816210328,9.03496706296,9.03496706296,9.03496706296,8.37581965456,9.03496706288,6.54979768582,6.21120392872,9.03496706238,7.75234549638,9.03496706306,9.03496706276,9.03496706276,9.03496706316,9.03496706256,9.03496706256,9.03496706256,9.03496706336,9.03496706336,9.03496706326,9.03496706326,9.03496706328,9.03496706328,9.03496706338,9.03496706338,9.03496706305,9.03496706301,9.03496706301,9.03496706301,9.03496706301
"t69",3.42614821588,3.42614821588,2.7727239143,2.0834069773548,2.0834069773548,0.5280187281,0,2.1686947504,2.97072836448,4.12456692288,3.72310413888,6.24578350678,6.71273905977,7.65107489472,7.91913087902,7.91913087942,7.91913087914,7.89593012663,7.91913087912,7.91913087867,7.91913087903,7.91913087898,7.91913087898,7.91913087893,7.91913087903,7.91913087903,7.91913087897,7.91913087897,7.91913087897,7.03213043905,7.91913087892,7.91913087892,7.91913087892,6.63564184917,7.91913087907,7.91913087907,7.91913087917,7.91913087917,7.91913087867,7.91913087872,7.91913087872,7.91913087908,7.91913087938,6.94601923536,7.91913087916,7.91913087922,7.91913087922,7.91913087916,7.91913087916,7.59103289936,7.9191308791,7.9191308791,7.91913087907,7.72884584876,5.93822792521,5.61177566647,5.65364048877,7.84021536496,7.91913087906,7.91913087912,7.91913087912,7.91913087906,7.91913087906,7.91913087906,7.24297906846,7.91913087886,7.91913087906,7.91913087906,7.91913087943,7.91913087944,7.91913087944,7.91913087866,6.95598312476,6.65556726609,6.47209518576,7.91913087913,7.91913087913,7.29177449717,7.91913087903,7.91913087903,7.91913087903,7.91913087899,7.91913087899,7.91913087899,7.91913087899,7.91913087906,7.78960629416,7.91913087866,7.91913087946,7.91913087946,7.91913087946,7.27193666838,8.28203580488,8.55756856318,8.55756856318,8.55756856318,8.03391483158,7.72031450428,7.13918236258,8.55756856311,8.55756856311,6.74236953758,8.05348210858,9.35028706826,9.35028706826,9.35028706826,8.69113965986,9.35028706818,6.86511769112,6.52652393402,9.35028706768,8.06766550168,9.35028706836,9.35028706806,9.35028706806,9.35028706846,9.35028706786,9.35028706786,9.35028706786,9.35028706866,9.35028706866,9.35028706856,9.35028706856,9.35028706858,9.35028706858,9.35028706868,9.35028706868,9.35028706835,9.35028706831,9.35028706831,9.35028706831,9.35028706831
"t36",3.42614821548,3.42614821548,2.7727239139,2.1686947499548,2.1686947499548,1.8533747451,2.1686947504,0,2.97072836408,4.12456692248,3.72310413848,6.24578350638,6.71273905937,7.65107489432,7.91913087862,7.91913087902,7.91913087874,7.89593012623,7.91913087872,7.91913087827,7.91913087863,7.91913087858,7.91913087858,7.91913087853,7.91913087863,7.91913087863,7.91913087857,7.91913087857,7.91913087857,7.03213043865,7.91913087852,7.91913087852,7.91913087852,6.63564184877,7.91913087867,7.91913087867,7.91913087877,7.91913087877,7.91913087827,7.91913087832,7.91913087832,7.91913087868,7.91913087898,6.94601923496,7.91913087876,7.91913087882,7.91913087882,7.91913087876,7.91913087876,7.59103289896,7.9191308787,7.9191308787,7.91913087867,7.72884584836,5.93822792481,5.61177566607,5.65364048837,7.84021536456,7.91913087866,7.91913087872,7.91913087872,7.91913087866,7.91913087866,7.91913087866,7.24297906806,7.91913087846,7.91913087866,7.91913087866,7.91913087903,7.91913087904,7.91913087904,7.91913087826,6.95598312436,6.65556726569,6.47209518536,7.91913087873,7.91913087873,7.29177449677,7.91913087863,7.91913087863,7.91913087863,7.91913087859,7.91913087859,7.91913087859,7.91913087859,7.91913087866,7.78960629376,7.91913087826,7.91913087906,7.91913087906,7.91913087906,7.27193666798,8.28203580448,8.55756856278,8.55756856278,8.55756856278,8.03391483118,7.72031450388,7.13918236218,8.55756856271,8.55756856271,6.74236953718,8.05348210818,9.35028706786,9.35028706786,9.35028706786,8.69113965946,9.35028706778,6.86511769072,6.52652393362,9.35028706728,8.06766550128,9.35028706796,9.35028706766,9.35028706766,9.35028706806,9.35028706746,9.35028706746,9.35028706746,9.35028706826,9.35028706826,9.35028706816,9.35028706816,9.35028706818,9.35028706818,9.35028706828,9.35028706828,9.35028706795,9.35028706791,9.35028706791,9.35028706791,9.35028706791
"t21",3.4261482154,3.4261482154,2.97072836418,2.9707283640348,2.9707283640348,2.65540835918,2.97072836448,2.97072836408,0,4.1245669224,3.7231041384,6.2457835063,6.71273905929,7.65107489424,7.91913087854,7.91913087894,7.91913087866,7.89593012615,7.91913087864,7.91913087819,7.91913087855,7.9191308785,7.9191308785,7.91913087845,7.91913087855,7.91913087855,7.91913087849,7.91913087849,7.91913087849,7.03213043857,7.91913087844,7.91913087844,7.91913087844,6.63564184869,7.91913087859,7.91913087859,7.91913087869,7.91913087869,7.91913087819,7.91913087824,7.91913087824,7.9191308786,7.9191308789,6.94601923488,7.91913087868,7.91913087874,7.91913087874,7.91913087868,7.91913087868,7.59103289888,7.91913087862,7.91913087862,7.91913087859,7.72884584828,5.93822792473,5.61177566599,5.65364048829,7.84021536448,7.91913087858,7.91913087864,7.91913087864,7.91913087858,7.91913087858,7.91913087858,7.24297906798,7.91913087838,7.91913087858,7.91913087858,7.91913087895,7.91913087896,7.91913087896,7.91913087818,6.95598312428,6.65556726561,6.47209518528,7.91913087865,7.91913087865,7.29177449669,7.91913087855,7.91913087855,7.91913087855,7.91913087851,7.91913087851,7.91913087851,7.91913087851,7.91913087858,7.78960629368,7.91913087818,7.91913087898,7.91913087898,7.91913087898,7.2719366679,8.2820358044,8.5575685627,8.5575685627,8.5575685627,8.0339148311,7.7203145038,7.1391823621,8.55756856263,8.55756856263,6.7423695371,8.0534821081,9.35028706778,9.35028706778,9.35028706778,8.69113965938,9.3502870677,6.86511769064,6.52652393354,9.3502870672,8.0676655012,9.35028706788,9.35028706758,9.35028706758,9.35028706798,9.35028706738,9.35028706738,9.35028706738,9.35028706818,9.35028706818,9.35028706808,9.35028706808,9.3502870681,9.3502870681,9.3502870682,9.3502870682,9.35028706787,9.35028706783,9.35028706783,9.35028706783,9.35028706783
"t26",4.1245669228,4.1245669228,4.12456692258,4.1245669224348,4.1245669224348,3.80924691758,4.12456692288,4.12456692248,4.1245669224,0,2.21951463,6.2457835069,6.71273905989,7.65107489484,7.91913087914,7.91913087954,7.91913087926,7.89593012675,7.91913087924,7.91913087879,7.91913087915,7.9191308791,7.9191308791,7.91913087905,7.91913087915,7.91913087915,7.91913087909,7.91913087909,7.91913087909,7.03213043917,7.91913087904,7.91913087904,7.91913087904,6.63564184929,7.91913087919,7.91913087919,7.91913087929,7.91913087929,7.91913087879,7.91913087884,7.91913087884,7.9191308792,7.9191308795,6.94601923548,7.91913087928,7.91913087934,7.91913087934,7.91913087928,7.91913087928,7.59103289948,7.91913087922,7.91913087922,7.91913087919,7.72884584888,5.93822792533,5.61177566659,5.65364048889,7.84021536508,7.91913087918,7.91913087924,7.91913087924,7.91913087918,7.91913087918,7.91913087918,7.24297906858,7.91913087898,7.91913087918,7.91913087918,7.91913087955,7.91913087956,7.91913087956,7.91913087878,6.95598312488,6.65556726621,6.47209518588,7.91913087925,7.91913087925,7.29177449729,7.91913087915,7.91913087915,7.91913087915,7.91913087911,7.91913087911,7.91913087911,7.91913087911,7.91913087918,7.78960629428,7.91913087878,7.91913087958,7.91913087958,7.91913087958,7.2719366685,8.282035805,8.5575685633,8.5575685633,8.5575685633,8.0339148317,7.7203145044,7.1391823627,8.55756856323,8.55756856323,6.7423695377,8.0534821087,9.35028706838,9.35028706838,9.35028706838,8.69113965998,9.3502870683,6.86511769124,6.52652393414,9.3502870678,8.0676655018,9.35028706848,9.35028706818,9.35028706818,9.35028706858,9.35028706798,9.35028706798,9.35028706798,9.35028706878,9.35028706878,9.35028706868,9.35028706868,9.3502870687,9.3502870687,9.3502870688,9.3502870688,9.35028706847,9.35028706843,9.35028706843,9.35028706843,9.35028706843
