"","t115","t116","t63","t64","t52","t49","t41","t42","t22","t36","t47","t48","t75","t76","t65","t43","t58","t59","t44","t53","t54","t17","t60","t66","t83","t84","t79","t80","t30","t86","t87","t57","t81","t82","t19","t31","t39","t111","t112","t105","t106","t102","t127","t128","t96","t119","t120","t72","t117","t118","t99","t50","t113","t114","t97","t98","t23","t24","t11","t8","t9","t21","t90","t91","t85","t88","t89","t131","t132","t27","t121","t122","t103","t104","t33","t34","t20","t61","t62","t45","t46","t13","t28","t32","t77","t78","t109","t110","t101","t55","t4","t3","t10","t15","t16","t25","t26","t14","t5","t107","t108","t129","t130","t100","t67","t68","t40","t37","t51","t70","t71","t69","t125","t126","t123","t124","t35","t18","t56","t94","t95","t93","t92","t38","t29","t73","t74","t12","t6","t7","t2","t1"
"t115",0,0.19507370416,3.59839558617,3.59839558617,3.39860410697,3.59839558624,3.598395586168,3.598395586168,4.31538193818,4.31538193798,4.14299288988,4.31538193798,6.17106447518,6.17106447518,6.17106447518,6.17106447518,6.17106447518,6.17106447518,6.17106447508,6.17106447518,5.78718352978,5.54223419358,6.17106447522,6.17106447515,6.17106447515,5.99441101035,6.17106447522,6.17106447522,6.1710644754,6.1710644753,6.1710644753,6.1710644753,5.93612637286,6.1710644754,6.17106447568,6.12800112948,6.17106447518,6.17106447518,6.17106447518,6.17106447538,6.17106447538,6.17106447538,8.60351551677,8.60351551677,8.60351551648,8.60351551651,8.60351551651,8.60351551658,8.60351551712,8.60351551712,8.60351551708,8.13249877218,8.60351551698,8.56393698022,8.60351551708,8.60351551708,8.60351551738,8.60351551738,8.60351551668,6.88164856648,7.37534174478,8.95250782068,8.95250782074,8.95250782074,8.95250782078,8.95250782081,8.95250782081,8.95250782078,8.95250782078,8.95250782048,8.9525078211,8.9525078211,8.9525078211,8.9525078211,8.95250782048,8.95250782048,8.11665200349,8.95250782039,8.47055278037,8.42603522859,8.95250782029,7.39986072259,7.87466354133,8.95250782063,8.9525078205,8.9525078205,8.95250782057,8.95250782057,8.95250782053,8.95250782053,6.66359857473,7.36459534943,8.95250782043,7.24758831748,8.07213343333,7.77207560563,7.73499743903,7.26415239153,7.12791941573,8.9525078202411,8.9525078202411,8.9525078203011,8.9525078203011,8.9525078203411,8.9525078202511,8.9525078202511,8.9525078202511,8.0732962805511,8.9525078204411,8.9525078203411,8.9525078203411,8.9525078205411,8.9525078205311,8.9525078205311,8.9525078205611,8.9525078205611,8.9525078206411,8.95250782005,8.95250782055,8.9525078206569,8.9419666585569,8.9525078205769,8.76375576677,8.95250782055,8.95250782023,8.95250782053,8.95250782053,7.17811007383,7.26922876308,7.77716957108,5.67923456241,7.46389834398
"t116",0.19507370416,0,3.59839558617,3.59839558617,3.39860410697,3.59839558624,3.598395586168,3.598395586168,4.31538193818,4.31538193798,4.14299288988,4.31538193798,6.17106447518,6.17106447518,6.17106447518,6.17106447518,6.17106447518,6.17106447518,6.17106447508,6.17106447518,5.78718352978,5.54223419358,6.17106447522,6.17106447515,6.17106447515,5.99441101035,6.17106447522,6.17106447522,6.1710644754,6.1710644753,6.1710644753,6.1710644753,5.93612637286,6.1710644754,6.17106447568,6.12800112948,6.17106447518,6.17106447518,6.17106447518,6.17106447538,6.17106447538,6.17106447538,8.60351551677,8.60351551677,8.60351551648,8.60351551651,8.60351551651,8.60351551658,8.60351551712,8.60351551712,8.60351551708,8.13249877218,8.60351551698,8.56393698022,8.60351551708,8.60351551708,8.60351551738,8.60351551738,8.60351551668,6.88164856648,7.37534174478,8.95250782068,8.95250782074,8.95250782074,8.95250782078,8.95250782081,8.95250782081,8.95250782078,8.95250782078,8.95250782048,8.9525078211,8.9525078211,8.9525078211,8.9525078211,8.95250782048,8.95250782048,8.11665200349,8.95250782039,8.47055278037,8.42603522859,8.95250782029,7.39986072259,7.87466354133,8.95250782063,8.9525078205,8.9525078205,8.95250782057,8.95250782057,8.95250782053,8.95250782053,6.66359857473,7.36459534943,8.95250782043,7.24758831748,8.07213343333,7.77207560563,7.73499743903,7.26415239153,7.12791941573,8.9525078202411,8.9525078202411,8.9525078203011,8.9525078203011,8.9525078203411,8.9525078202511,8.9525078202511,8.9525078202511,8.0732962805511,8.9525078204411,8.9525078203411,8.9525078203411,8.9525078205411,8.9525078205311,8.9525078205311,8.9525078205611,8.9525078205611,8.9525078206411,8.95250782005,8.95250782055,8.9525078206569,8.9419666585569,8.9525078205769,8.76375576677,8.95250782055,8.95250782023,8.95250782053,8.95250782053,7.17811007383,7.26922876308,7.77716957108,5.67923456241,7.46389834398
"t63",3.59839558617,3.59839558617,0,1.042890372,0.9265885252,1.30386263753,1.381501292178,1.381501292178,4.31538193819,4.31538193799,4.14299288989,4.31538193799,6.17106447519,6.17106447519,6.17106447519,6.17106447519,6.17106447519,6.17106447519,6.17106447509,6.17106447519,5.78718352979,5.54223419359,6.17106447523,6.17106447516,6.17106447516,5.99441101036,6.17106447523,6.17106447523,6.17106447541,6.17106447531,6.17106447531,6.17106447531,5.93612637287,6.17106447541,6.17106447569,6.12800112949,6.17106447519,6.17106447519,6.17106447519,6.17106447539,6.17106447539,6.17106447539,8.60351551678,8.60351551678,8.60351551649,8.60351551652,8.60351551652,8.60351551659,8.60351551713,8.60351551713,8.60351551709,8.13249877219,8.60351551699,8.56393698023,8.60351551709,8.60351551709,8.60351551739,8.60351551739,8.60351551669,6.88164856649,7.37534174479,8.95250782069,8.95250782075,8.95250782075,8.95250782079,8.95250782082,8.95250782082,8.95250782079,8.95250782079,8.95250782049,8.95250782111,8.95250782111,8.95250782111,8.95250782111,8.95250782049,8.95250782049,8.1166520035,8.9525078204,8.47055278038,8.4260352286,8.9525078203,7.3998607226,7.87466354134,8.95250782064,8.95250782051,8.95250782051,8.95250782058,8.95250782058,8.95250782054,8.95250782054,6.66359857474,7.36459534944,8.95250782044,7.24758831749,8.07213343334,7.77207560564,7.73499743904,7.26415239154,7.12791941574,8.9525078202511,8.9525078202511,8.9525078203111,8.9525078203111,8.9525078203511,8.9525078202611,8.9525078202611,8.9525078202611,8.0732962805611,8.9525078204511,8.9525078203511,8.9525078203511,8.9525078205511,8.9525078205411,8.9525078205411,8.9525078205711,8.9525078205711,8.9525078206511,8.95250782006,8.95250782056,8.9525078206669,8.9419666585669,8.9525078205869,8.76375576678,8.95250782056,8.95250782024,8.95250782054,8.95250782054,7.17811007384,7.26922876309,7.77716957109,5.67923456242,7.46389834399
"t64",3.59839558617,3.59839558617,1.042890372,0,0.9265885252,1.30386263753,1.381501292178,1.381501292178,4.31538193819,4.31538193799,4.14299288989,4.31538193799,6.17106447519,6.17106447519,6.17106447519,6.17106447519,6.17106447519,6.17106447519,6.17106447509,6.17106447519,5.78718352979,5.54223419359,6.17106447523,6.17106447516,6.17106447516,5.99441101036,6.17106447523,6.17106447523,6.17106447541,6.17106447531,6.17106447531,6.17106447531,5.93612637287,6.17106447541,6.17106447569,6.12800112949,6.17106447519,6.17106447519,6.17106447519,6.17106447539,6.17106447539,6.17106447539,8.60351551678,8.60351551678,8.60351551649,8.60351551652,8.60351551652,8.60351551659,8.60351551713,8.60351551713,8.60351551709,8.13249877219,8.60351551699,8.56393698023,8.60351551709,8.60351551709,8.60351551739,8.60351551739,8.60351551669,6.88164856649,7.37534174479,8.95250782069,8.95250782075,8.95250782075,8.95250782079,8.95250782082,8.95250782082,8.95250782079,8.95250782079,8.95250782049,8.95250782111,8.95250782111,8.95250782111,8.95250782111,8.95250782049,8.95250782049,8.1166520035,8.9525078204,8.47055278038,8.4260352286,8.9525078203,7.3998607226,7.87466354134,8.95250782064,8.95250782051,8.95250782051,8.95250782058,8.95250782058,8.95250782054,8.95250782054,6.66359857474,7.36459534944,8.95250782044,7.24758831749,8.07213343334,7.77207560564,7.73499743904,7.26415239154,7.12791941574,8.9525078202511,8.9525078202511,8.9525078203111,8.9525078203111,8.9525078203511,8.9525078202611,8.9525078202611,8.9525078202611,8.0732962805611,8.9525078204511,8.9525078203511,8.9525078203511,8.9525078205511,8.9525078205411,8.9525078205411,8.9525078205711,8.9525078205711,8.9525078206511,8.95250782006,8.95250782056,8.9525078206669,8.9419666585669,8.9525078205869,8.76375576678,8.95250782056,8.95250782024,8.95250782054,8.95250782054,7.17811007384,7.26922876309,7.77716957109,5.67923456242,7.46389834399
"t52",3.39860410697,3.39860410697,0.9265885252,0.9265885252,0,1.10407115833,1.181709812978,1.181709812978,4.11559045899,4.11559045879,3.94320141069,4.11559045879,5.97127299599,5.97127299599,5.97127299599,5.97127299599,5.97127299599,5.97127299599,5.97127299589,5.97127299599,5.58739205059,5.34244271439,5.97127299603,5.97127299596,5.97127299596,5.79461953116,5.97127299603,5.97127299603,5.97127299621,5.97127299611,5.97127299611,5.97127299611,5.73633489367,5.97127299621,5.97127299649,5.92820965029,5.97127299599,5.97127299599,5.97127299599,5.97127299619,5.97127299619,5.97127299619,8.40372403758,8.40372403758,8.40372403729,8.40372403732,8.40372403732,8.40372403739,8.40372403793,8.40372403793,8.40372403789,7.93270729299,8.40372403779,8.36414550103,8.40372403789,8.40372403789,8.40372403819,8.40372403819,8.40372403749,6.68185708729,7.17555026559,8.75271634149,8.75271634155,8.75271634155,8.75271634159,8.75271634162,8.75271634162,8.75271634159,8.75271634159,8.75271634129,8.75271634191,8.75271634191,8.75271634191,8.75271634191,8.75271634129,8.75271634129,7.9168605243,8.7527163412,8.27076130118,8.2262437494,8.7527163411,7.2000692434,7.67487206214,8.75271634144,8.75271634131,8.75271634131,8.75271634138,8.75271634138,8.75271634134,8.75271634134,6.46380709554,7.16480387024,8.75271634124,7.04779683829,7.87234195414,7.57228412644,7.53520595984,7.06436091234,6.92812793654,8.7527163410511,8.7527163410511,8.7527163411111,8.7527163411111,8.7527163411511,8.7527163410611,8.7527163410611,8.7527163410611,7.8735048013611,8.7527163412511,8.7527163411511,8.7527163411511,8.7527163413511,8.7527163413411,8.7527163413411,8.7527163413711,8.7527163413711,8.7527163414511,8.75271634086,8.75271634136,8.7527163414669,8.7421751793669,8.7527163413869,8.56396428758,8.75271634136,8.75271634104,8.75271634134,8.75271634134,6.97831859464,7.06943728389,7.57737809189,5.47944308322,7.26410686479
"t49",3.59839558624,3.59839558624,1.30386263753,1.30386263753,1.10407115833,0,1.381501292248,1.381501292248,4.31538193826,4.31538193806,4.14299288996,4.31538193806,6.17106447526,6.17106447526,6.17106447526,6.17106447526,6.17106447526,6.17106447526,6.17106447516,6.17106447526,5.78718352986,5.54223419366,6.1710644753,6.17106447523,6.17106447523,5.99441101043,6.1710644753,6.1710644753,6.17106447548,6.17106447538,6.17106447538,6.17106447538,5.93612637294,6.17106447548,6.17106447576,6.12800112956,6.17106447526,6.17106447526,6.17106447526,6.17106447546,6.17106447546,6.17106447546,8.60351551685,8.60351551685,8.60351551656,8.60351551659,8.60351551659,8.60351551666,8.6035155172,8.6035155172,8.60351551716,8.13249877226,8.60351551706,8.5639369803,8.60351551716,8.60351551716,8.60351551746,8.60351551746,8.60351551676,6.88164856656,7.37534174486,8.95250782076,8.95250782082,8.95250782082,8.95250782086,8.95250782089,8.95250782089,8.95250782086,8.95250782086,8.95250782056,8.95250782118,8.95250782118,8.95250782118,8.95250782118,8.95250782056,8.95250782056,8.11665200357,8.95250782047,8.47055278045,8.42603522867,8.95250782037,7.39986072267,7.87466354141,8.95250782071,8.95250782058,8.95250782058,8.95250782065,8.95250782065,8.95250782061,8.95250782061,6.66359857481,7.36459534951,8.95250782051,7.24758831756,8.07213343341,7.77207560571,7.73499743911,7.26415239161,7.12791941581,8.9525078203211,8.9525078203211,8.9525078203811,8.9525078203811,8.9525078204211,8.9525078203311,8.9525078203311,8.9525078203311,8.0732962806311,8.9525078205211,8.9525078204211,8.9525078204211,8.9525078206211,8.9525078206111,8.9525078206111,8.9525078206411,8.9525078206411,8.9525078207211,8.95250782013,8.95250782063,8.9525078207369,8.9419666586369,8.9525078206569,8.76375576685,8.95250782063,8.95250782031,8.95250782061,8.95250782061,7.17811007391,7.26922876316,7.77716957116,5.67923456249,7.46389834406
"t41",3.598395586168,3.598395586168,1.381501292178,1.381501292178,1.181709812978,1.381501292248,0,1.3709262774,4.315381938188,4.315381937988,4.142992889888,4.315381937988,6.171064475188,6.171064475188,6.171064475188,6.171064475188,6.171064475188,6.171064475188,6.171064475088,6.171064475188,5.787183529788,5.542234193588,6.171064475228,6.171064475158,6.171064475158,5.994411010358,6.171064475228,6.171064475228,6.171064475408,6.171064475308,6.171064475308,6.171064475308,5.936126372868,6.171064475408,6.171064475688,6.128001129488,6.171064475188,6.171064475188,6.171064475188,6.171064475388,6.171064475388,6.171064475388,8.603515516778,8.603515516778,8.603515516488,8.603515516518,8.603515516518,8.603515516588,8.603515517128,8.603515517128,8.603515517088,8.132498772188,8.603515516988,8.563936980228,8.603515517088,8.603515517088,8.603515517388,8.603515517388,8.603515516688,6.881648566488,7.375341744788,8.952507820688,8.952507820748,8.952507820748,8.952507820788,8.952507820818,8.952507820818,8.952507820788,8.952507820788,8.952507820488,8.952507821108,8.952507821108,8.952507821108,8.952507821108,8.952507820488,8.952507820488,8.116652003498,8.952507820398,8.470552780378,8.426035228598,8.952507820298,7.399860722598,7.874663541338,8.952507820638,8.952507820508,8.952507820508,8.952507820578,8.952507820578,8.952507820538,8.952507820538,6.663598574738,7.364595349438,8.952507820438,7.247588317488,8.072133433338,7.772075605638,7.734997439038,7.264152391538,7.127919415738,8.9525078202491,8.9525078202491,8.9525078203091,8.9525078203091,8.9525078203491,8.9525078202591,8.9525078202591,8.9525078202591,8.0732962805591,8.9525078204491,8.9525078203491,8.9525078203491,8.9525078205491,8.9525078205391,8.9525078205391,8.9525078205691,8.9525078205691,8.9525078206491,8.952507820058,8.952507820558,8.9525078206649,8.9419666585649,8.9525078205849,8.763755766778,8.952507820558,8.952507820238,8.952507820538,8.952507820538,7.178110073838,7.269228763088,7.777169571088,5.679234562418,7.463898343988
"t42",3.598395586168,3.598395586168,1.381501292178,1.381501292178,1.181709812978,1.381501292248,1.3709262774,0,4.315381938188,4.315381937988,4.142992889888,4.315381937988,6.171064475188,6.171064475188,6.171064475188,6.171064475188,6.171064475188,6.171064475188,6.171064475088,6.171064475188,5.787183529788,5.542234193588,6.171064475228,6.171064475158,6.171064475158,5.994411010358,6.171064475228,6.171064475228,6.171064475408,6.171064475308,6.171064475308,6.171064475308,5.936126372868,6.171064475408,6.171064475688,6.128001129488,6.171064475188,6.171064475188,6.171064475188,6.171064475388,6.171064475388,6.171064475388,8.603515516778,8.603515516778,8.603515516488,8.603515516518,8.603515516518,8.603515516588,8.603515517128,8.603515517128,8.603515517088,8.132498772188,8.603515516988,8.563936980228,8.603515517088,8.603515517088,8.603515517388,8.603515517388,8.603515516688,6.881648566488,7.375341744788,8.952507820688,8.952507820748,8.952507820748,8.952507820788,8.952507820818,8.952507820818,8.952507820788,8.952507820788,8.952507820488,8.952507821108,8.952507821108,8.952507821108,8.952507821108,8.952507820488,8.952507820488,8.116652003498,8.952507820398,8.470552780378,8.426035228598,8.952507820298,7.399860722598,7.874663541338,8.952507820638,8.952507820508,8.952507820508,8.952507820578,8.952507820578,8.952507820538,8.952507820538,6.663598574738,7.364595349438,8.952507820438,7.247588317488,8.072133433338,7.772075605638,7.734997439038,7.264152391538,7.127919415738,8.9525078202491,8.9525078202491,8.9525078203091,8.9525078203091,8.9525078203491,8.9525078202591,8.9525078202591,8.9525078202591,8.0732962805591,8.9525078204491,8.9525078203491,8.9525078203491,8.9525078205491,8.9525078205391,8.9525078205391,8.9525078205691,8.9525078205691,8.9525078206491,8.952507820058,8.952507820558,8.9525078206649,8.9419666585649,8.9525078205849,8.763755766778,8.952507820558,8.952507820238,8.952507820538,8.952507820538,7.178110073838,7.269228763088,7.777169571088,5.679234562418,7.463898343988
"t22",4.31538193818,4.31538193818,4.31538193819,4.31538193819,4.11559045899,4.31538193826,4.315381938188,4.315381938188,0,2.7253426558,2.5529536077,2.7253426558,6.1710644752,6.1710644752,6.1710644752,6.1710644752,6.1710644752,6.1710644752,6.1710644751,6.1710644752,5.7871835298,5.5422341936,6.17106447524,6.17106447517,6.17106447517,5.99441101037,6.17106447524,6.17106447524,6.17106447542,6.17106447532,6.17106447532,6.17106447532,5.93612637288,6.17106447542,6.1710644757,6.1280011295,6.1710644752,6.1710644752,6.1710644752,6.1710644754,6.1710644754,6.1710644754,8.60351551679,8.60351551679,8.6035155165,8.60351551653,8.60351551653,8.6035155166,8.60351551714,8.60351551714,8.6035155171,8.1324987722,8.603515517,8.56393698024,8.6035155171,8.6035155171,8.6035155174,8.6035155174,8.6035155167,6.8816485665,7.3753417448,8.9525078207,8.95250782076,8.95250782076,8.9525078208,8.95250782083,8.95250782083,8.9525078208,8.9525078208,8.9525078205,8.95250782112,8.95250782112,8.95250782112,8.95250782112,8.9525078205,8.9525078205,8.11665200351,8.95250782041,8.47055278039,8.42603522861,8.95250782031,7.39986072261,7.87466354135,8.95250782065,8.95250782052,8.95250782052,8.95250782059,8.95250782059,8.95250782055,8.95250782055,6.66359857475,7.36459534945,8.95250782045,7.2475883175,8.07213343335,7.77207560565,7.73499743905,7.26415239155,7.12791941575,8.9525078202611,8.9525078202611,8.9525078203211,8.9525078203211,8.9525078203611,8.9525078202711,8.9525078202711,8.9525078202711,8.0732962805711,8.9525078204611,8.9525078203611,8.9525078203611,8.9525078205611,8.9525078205511,8.9525078205511,8.9525078205811,8.9525078205811,8.9525078206611,8.95250782007,8.95250782057,8.9525078206769,8.9419666585769,8.9525078205969,8.76375576679,8.95250782057,8.95250782025,8.95250782055,8.95250782055,7.17811007385,7.2692287631,7.7771695711,5.67923456243,7.463898344
"t36",4.31538193798,4.31538193798,4.31538193799,4.31538193799,4.11559045879,4.31538193806,4.315381937988,4.315381937988,2.7253426558,0,1.7434190435,1.9158080916,6.171064475,6.171064475,6.171064475,6.171064475,6.171064475,6.171064475,6.1710644749,6.171064475,5.7871835296,5.5422341934,6.17106447504,6.17106447497,6.17106447497,5.99441101017,6.17106447504,6.17106447504,6.17106447522,6.17106447512,6.17106447512,6.17106447512,5.93612637268,6.17106447522,6.1710644755,6.1280011293,6.171064475,6.171064475,6.171064475,6.1710644752,6.1710644752,6.1710644752,8.60351551659,8.60351551659,8.6035155163,8.60351551633,8.60351551633,8.6035155164,8.60351551694,8.60351551694,8.6035155169,8.132498772,8.6035155168,8.56393698004,8.6035155169,8.6035155169,8.6035155172,8.6035155172,8.6035155165,6.8816485663,7.3753417446,8.9525078205,8.95250782056,8.95250782056,8.9525078206,8.95250782063,8.95250782063,8.9525078206,8.9525078206,8.9525078203,8.95250782092,8.95250782092,8.95250782092,8.95250782092,8.9525078203,8.9525078203,8.11665200331,8.95250782021,8.47055278019,8.42603522841,8.95250782011,7.39986072241,7.87466354115,8.95250782045,8.95250782032,8.95250782032,8.95250782039,8.95250782039,8.95250782035,8.95250782035,6.66359857455,7.36459534925,8.95250782025,7.2475883173,8.07213343315,7.77207560545,7.73499743885,7.26415239135,7.12791941555,8.9525078200611,8.9525078200611,8.9525078201211,8.9525078201211,8.9525078201611,8.9525078200711,8.9525078200711,8.9525078200711,8.0732962803711,8.9525078202611,8.9525078201611,8.9525078201611,8.9525078203611,8.9525078203511,8.9525078203511,8.9525078203811,8.9525078203811,8.9525078204611,8.95250781987,8.95250782037,8.9525078204769,8.9419666583769,8.9525078203969,8.76375576659,8.95250782037,8.95250782005,8.95250782035,8.95250782035,7.17811007365,7.2692287629,7.7771695709,5.67923456223,7.4638983438
