,phylopars_picante,phylopars_phylnn_fill_means,phylopars_linear_eigenvecs,phylopars_linear_umap,phylopars_linear_autoencoded,phylopars_xgb_eigenvecs,phylopars_xgb_umap,phylopars_xgb_autoencoded,picante_phylnn_fill_means,picante_linear_eigenvecs,picante_linear_umap,picante_linear_autoencoded,picante_xgb_eigenvecs,picante_xgb_umap,picante_xgb_autoencoded,phylnn_fill_means_linear_eigenvecs,phylnn_fill_means_linear_umap,phylnn_fill_means_linear_autoencoded,phylnn_fill_means_xgb_eigenvecs,phylnn_fill_means_xgb_umap,phylnn_fill_means_xgb_autoencoded,linear_eigenvecs_linear_umap,linear_eigenvecs_linear_autoencoded,linear_eigenvecs_xgb_eigenvecs,linear_eigenvecs_xgb_umap,linear_eigenvecs_xgb_autoencoded,linear_umap_linear_autoencoded,linear_umap_xgb_eigenvecs,linear_umap_xgb_umap,linear_umap_xgb_autoencoded,linear_autoencoded_xgb_eigenvecs,linear_autoencoded_xgb_umap,linear_autoencoded_xgb_autoencoded,xgb_eigenvecs_xgb_umap,xgb_eigenvecs_xgb_autoencoded,xgb_umap_xgb_autoencoded
stat,-4.2209575103207655,-18.03670479329369,-15.651346942668493,-17.655414937792923,-16.237532638631123,-9.853337131925604,-15.446793130043488,-10.287377574345484,-15.081151175815569,-10.846721987877467,-12.960461289010523,-12.038572510113374,-4.425669875618002,-10.563049842200483,-5.689539778429045,7.388897356305922,4.870030442326996,5.1301872559535635,13.006641406333758,7.362837853705872,12.342019597125415,-4.883071674121541,-4.181065741623466,9.7650672077249,0.499787935619257,7.956971360554414,0.6093997531043922,11.731388274284678,4.401349043577485,10.812307360336172,11.224143027684581,3.4707836633519564,9.858079070961377,-8.720543899471709,-2.0548984115236806,7.386092063421202
p value,3.230604052577426e-05,1.007276709794408e-49,9.555562537527834e-41,2.74488157979297e-48,5.9989314672518445e-43,5.1010825595439327e-20,5.58617773957512e-40,1.8907807971553783e-21,1.3036226040484986e-38,2.4634396225655866e-23,8.647306569514429e-31,1.7523691182798725e-27,1.3488003839148685e-05,2.254504542778332e-22,3.035533466890564e-08,1.4889244893418774e-12,1.8111587042379686e-06,5.215536331122429e-07,5.880242439322531e-31,1.7568925292212584e-12,1.4568894759307039e-28,1.7036383757056653e-06,3.81533396775682e-05,9.88617460671899e-20,0.6175919974338184,3.678708248081535e-14,0.5427222796744986,2.1276647260837242e-26,1.498864261390095e-05,3.2267769726462874e-23,1.2472527589575416e-24,0.0005953909738144623,4.922534863253278e-20,1.9571274128801802e-16,0.040757458291959946,1.5157156800479362e-12
