,0,1,2
0,"['Afrocanthium', 'Aidia', 'Alberta', 'Amaioua', 'Amalocalyx', 'Apteranthes', 'Argostemma', 'Asperula', 'Baroniella', 'Bathysa', 'Benkara', 'Bousigonia', 'Bouvardia', 'Breonadia', 'Buchozia', 'Burchellia', 'Ceriscoides', 'Chassalia', 'Chonemorpha', 'Comastoma', 'Coptosperma', 'Coutoubea', 'Craspidospermum', 'Cruckshanksia', 'Curtia', 'Cyclocotyla', 'Cyrtophyllum', 'Debia', 'Deppea', 'Diplorhynchus', 'Diyaminauclea', 'Dunnia', 'Duroia', 'Dyera', 'Echites', 'Emmenopterys', 'Enicostema', 'Exacum', 'Feretia', 'Forsteronia', 'Funastrum', 'Galianthe', 'Geniostoma', 'Guettardella', 'Hancornia', 'Heinsia', 'Hydnophytum', 'Ichnocarpus', 'Ixanthus', 'Knoxia', 'Ladenbergia', 'Lamprothamnus', 'Leichhardtia', 'Leptactina', 'Leptostigma', 'Lerchea', 'Lisianthius', 'Luculia', 'Macoubea', 'Malouetia', 'Mascarenhasia', 'Melanopsidium', 'Mexotis', 'Microplumeria', 'Notopleura', 'Odontadenia', 'Oncinotis', 'Orphium', 'Orthanthera', 'Oxyceros', 'Pauridiantha', 'Pentagonia', 'Pentalinon', 'Pentanisia', 'Posoqueria', 'Potalia', 'Prestonia', 'Pyrostria', 'Ridsdalea', 'Rondeletia', 'Ruehssia', 'Salzmannia', 'Schultesia', 'Sherardia', 'Singaporandia', 'Sinomarsdenia', 'Skytanthus', 'Spigelia', 'Stapelia', 'Strumpfia', 'Syringantha', 'Thiollierea', 'Timonius', 'Tricalysia', 'Vallaris', 'Veratrilla', 'Xysmalobium', 'Zeltnera']","{'Crucianella', 'Crioceras', 'Pleiocarpa', 'Leptopetalum', 'Exallage', 'Rauvolfia', 'Halenia', 'Plocama', 'Cascabela', 'Psychotria', 'Mitragyna', 'Spermacoce', 'Picralima', 'Rothmannia', 'Mondia', 'Pergularia', 'Beaumontia', 'Holarrhena', 'Gongronemopsis', 'Chiococca', 'Tabernanthe', 'Vallesia', 'Centaurium', 'Callichilia', 'Gentiana', 'Catharanthus', 'Leuconotis', 'Lasianthus', 'Allamanda', 'Hymenodictyon', 'Scleromitrion', 'Periploca', 'Exostema', 'Rosenbergiodendron', 'Blackstonia', 'Himalrandia', 'Helia', 'Leptadenia', 'Himatanthus', 'Hunteria', 'Palicourea', 'Canthium', 'Saprosma', 'Uncaria', 'Catunaregam', 'Streptocaulon', 'Coffea', 'Tamilnadia', 'Coelospermum', 'Trachelospermum', 'Antonia', 'Pavetta', 'Xestaea', 'Calycophyllum', 'Cinchona', 'Guettarda', 'Mostuea', 'Stenostomum', 'Coutarea', 'Carapichea', 'Cruciata', 'Aspidosperma', 'Adina', 'Solenandra', 'Tinadendron', 'Adenium', 'Chione', 'Canscora', 'Hedyotis', 'Breonia', 'Mussaenda', 'Dischidia', 'Swertia', 'Ophiorrhiza', 'Cynanchum', 'Urceola', 'Coussarea', 'Orthosia', 'Thevetia', 'Metagentiana', 'Wendlandia', 'Rennellia', 'Cephalanthus', 'Desmidorchis', 'Mitchella', 'Calotropis', 'Carissa', 'Frasera', 'Isertia', 'Dolichopentas', 'Petchia', 'Strophanthus', 'Pentas', 'Cryptolepis', 'Voacanga', 'Caralluma', 'Dischidanthus', 'Faramea', 'Marsdenia', 'Cordiera', 'Neonauclea', 'Schenkia', 'Asclepias', 'Gomphocarpus', 'Rhodopentas', 'Hemidesmus', 'Rudgea', 'Secamone', 'Paederia', 'Heterophyllaea', 'Fagraea', 'Neolamarckia', 'Tabernaemontana', 'Ciliosemina', 'Hoppea', 'Nernstia', 'Stephanotis', 'Hoffmannia', 'Dioecrescis', 'Kibatalia', 'Vinca', 'Amsonia', 'Gonioma', 'Decalepis', 'Araujia', 'Keetia', 'Cryptostegia', 'Plumeria', 'Gelsemium', 'Parepigynum', 'Fadogia', 'Telosma', 'Morinda', 'Chironia', 'Jasminanthes', 'Utania', 'Wrightia', 'Nauclea', 'Eustoma', 'Oldenlandia', 'Diplospora', 'Mycetia', 'Apocynum', 'Acokanthera', 'Ceropegia', 'Gardneria', 'Gynochthodes', 'Prismatomeris', 'Tocoyena', 'Anthocleista', 'Gymnema', 'Orbea', 'Genipa', 'Gentianella', 'Richardia', 'Oxyanthus', 'Strychnos', 'Tripterospermum', 'Funtumia', 'Hamelia', 'Gentianopsis', 'Hintonia', 'Anodendron', 'Nerium', 'Chimarrhis', 'Lomatogonium', 'Psydrax', 'Pogonopus', 'Rhazya', 'Parahancornia', 'Hoya', 'Rubia', 'Vangueria', 'Aganosma', 'Cerbera', 'Galium', 'Strempeliopsis', 'Corynanthe', 'Dimetia', 'Vincetoxicum', 'Oxystelma', 'Crossopteryx', 'Matelea', 'Melodinus', 'Solenostemma', 'Hoodia', 'Parsonsia', 'Ixora', 'Boucerosia', 'Damnacanthus', 'Schizozygia', 'Haplophyton', 'Mitracarpus', 'Alibertia', 'Alstonia', 'Ochrosia', 'Alyxia', 'Schumanniophyton', 'Coprosma', 'Eumachia', 'Alafia', 'Tarenna', 'Gardenia', 'Mandevilla', 'Sarcolobus', 'Scyphiphora', 'Heterostemma', 'Geissospermum', 'Kopsia', 'Simira'}","['Acokanthera', 'Adenium', 'Adina', 'Afrocanthium', 'Aganosma', 'Aidia', 'Alafia', 'Alberta', 'Alibertia', 'Allamanda', 'Alstonia', 'Alyxia', 'Amaioua', 'Amalocalyx', 'Amsonia', 'Anodendron', 'Anthocleista', 'Antonia', 'Apocynum', 'Apteranthes', 'Araujia', 'Argostemma', 'Asclepias', 'Asperula', 'Aspidosperma', 'Baroniella', 'Bathysa', 'Beaumontia', 'Benkara', 'Blackstonia', 'Boucerosia', 'Bousigonia', 'Bouvardia', 'Breonadia', 'Breonia', 'Buchozia', 'Burchellia', 'Callichilia', 'Calotropis', 'Calycophyllum', 'Canscora', 'Canthium', 'Caralluma', 'Carapichea', 'Carissa', 'Cascabela', 'Catharanthus', 'Catunaregam', 'Centaurium', 'Cephalanthus', 'Cerbera', 'Ceriscoides', 'Ceropegia', 'Chassalia', 'Chimarrhis', 'Chiococca', 'Chione', 'Chironia', 'Chonemorpha', 'Ciliosemina', 'Cinchona', 'Coelospermum', 'Coffea', 'Comastoma', 'Coprosma', 'Coptosperma', 'Cordiera', 'Corynanthe', 'Coussarea', 'Coutarea', 'Coutoubea', 'Craspidospermum', 'Crioceras', 'Crossopteryx', 'Crucianella', 'Cruciata', 'Cruckshanksia', 'Cryptolepis', 'Cryptostegia', 'Curtia', 'Cyclocotyla', 'Cynanchum', 'Cyrtophyllum', 'Damnacanthus', 'Debia', 'Decalepis', 'Deppea', 'Desmidorchis', 'Dimetia', 'Dioecrescis', 'Diplorhynchus', 'Diplospora', 'Dischidanthus', 'Dischidia', 'Diyaminauclea', 'Dolichopentas', 'Dunnia', 'Duroia', 'Dyera', 'Echites', 'Emmenopterys', 'Enicostema', 'Eumachia', 'Eustoma', 'Exacum', 'Exallage', 'Exostema', 'Fadogia', 'Fagraea', 'Faramea', 'Feretia', 'Forsteronia', 'Frasera', 'Funastrum', 'Funtumia', 'Galianthe', 'Galium', 'Gardenia', 'Gardneria', 'Geissospermum', 'Gelsemium', 'Geniostoma', 'Genipa', 'Gentiana', 'Gentianella', 'Gentianopsis', 'Gomphocarpus', 'Gongronemopsis', 'Gonioma', 'Guettarda', 'Guettardella', 'Gymnema', 'Gynochthodes', 'Halenia', 'Hamelia', 'Hancornia', 'Haplophyton', 'Hedyotis', 'Heinsia', 'Helia', 'Hemidesmus', 'Heterophyllaea', 'Heterostemma', 'Himalrandia', 'Himatanthus', 'Hintonia', 'Hoffmannia', 'Holarrhena', 'Hoodia', 'Hoppea', 'Hoya', 'Hunteria', 'Hydnophytum', 'Hymenodictyon', 'Ichnocarpus', 'Isertia', 'Ixanthus', 'Ixora', 'Jasminanthes', 'Keetia', 'Kibatalia', 'Knoxia', 'Kopsia', 'Ladenbergia', 'Lamprothamnus', 'Lasianthus', 'Leichhardtia', 'Leptactina', 'Leptadenia', 'Leptopetalum', 'Leptostigma', 'Lerchea', 'Leuconotis', 'Lisianthius', 'Lomatogonium', 'Luculia', 'Macoubea', 'Malouetia', 'Mandevilla', 'Marsdenia', 'Mascarenhasia', 'Matelea', 'Melanopsidium', 'Melodinus', 'Metagentiana', 'Mexotis', 'Microplumeria', 'Mitchella', 'Mitracarpus', 'Mitragyna', 'Mondia', 'Morinda', 'Mostuea', 'Mussaenda', 'Mycetia', 'Nauclea', 'Neolamarckia', 'Neonauclea', 'Nerium', 'Nernstia', 'Notopleura', 'Ochrosia', 'Odontadenia', 'Oldenlandia', 'Oncinotis', 'Ophiorrhiza', 'Orbea', 'Orphium', 'Orthanthera', 'Orthosia', 'Oxyanthus', 'Oxyceros', 'Oxystelma', 'Paederia', 'Palicourea', 'Parahancornia', 'Parepigynum', 'Parsonsia', 'Pauridiantha', 'Pavetta', 'Pentagonia', 'Pentalinon', 'Pentanisia', 'Pentas', 'Pergularia', 'Periploca', 'Petchia', 'Picralima', 'Pleiocarpa', 'Plocama', 'Plumeria', 'Pogonopus', 'Posoqueria', 'Potalia', 'Prestonia', 'Prismatomeris', 'Psychotria', 'Psydrax', 'Pyrostria', 'Rauvolfia', 'Rennellia', 'Rhazya', 'Rhodopentas', 'Richardia', 'Ridsdalea', 'Rondeletia', 'Rosenbergiodendron', 'Rothmannia', 'Rubia', 'Rudgea', 'Ruehssia', 'Salzmannia', 'Saprosma', 'Sarcolobus', 'Schenkia', 'Schizozygia', 'Schultesia', 'Schumanniophyton', 'Scleromitrion', 'Scyphiphora', 'Secamone', 'Sherardia', 'Simira', 'Singaporandia', 'Sinomarsdenia', 'Skytanthus', 'Solenandra', 'Solenostemma', 'Spermacoce', 'Spigelia', 'Stapelia', 'Stenostomum', 'Stephanotis', 'Strempeliopsis', 'Streptocaulon', 'Strophanthus', 'Strumpfia', 'Strychnos', 'Swertia', 'Syringantha', 'Tabernaemontana', 'Tabernanthe', 'Tamilnadia', 'Tarenna', 'Telosma', 'Thevetia', 'Thiollierea', 'Timonius', 'Tinadendron', 'Tocoyena', 'Trachelospermum', 'Tricalysia', 'Tripterospermum', 'Uncaria', 'Urceola', 'Utania', 'Vallaris', 'Vallesia', 'Vangueria', 'Veratrilla', 'Vinca', 'Vincetoxicum', 'Voacanga', 'Wendlandia', 'Wrightia', 'Xestaea', 'Xysmalobium', 'Zeltnera']"
1,98,210,308
