"accepted_species","trait_BM_trend_scaled"
"t3",0
"t4",0
"t1",0
"t7",0
"t8",0
"t5",0
"t6",0
"t114",0
"t119",0
"t120",0
"t74",0
"t83",0
"t86",0
"t94",0
"t95",0
"t38",0
"t52",0
"t53",0
"t15",0
"t10",1
"t136",1
"t137",1
"t88",1
"t148",1
"t149",1
"t44",1
"t45",1
"t150",0
"t151",0
"t61",0
"t93",0
"t117",0
"t118",0
"t49",0
"t160",0
"t161",0
"t97",1
"t98",1
"t146",1
"t147",1
"t50",0
"t33",1
"t156",1
"t157",1
"t75",1
"t99",1
"t100",1
"t71",1
"t68",1
"t69",1
"t138",1
"t139",1
"t46",1
"t65",1
"t66",0
"t152",1
"t153",1
"t80",1
"t135",0
"t140",0
"t141",0
"t133",0
"t134",0
"t164",0
"t165",0
"t42",0
"t144",0
"t145",0
"t60",0
"t106",1
"t107",0
"t76",0
"t81",0
"t82",0
"t56",1
"t123",0
"t124",0
"t30",0
"t23",0
"t48",1
"t57",0
"t91",0
"t92",0
"t54",0
"t154",0
"t155",0
"t11",0
"t12",1
"t9",0
"t24",0
"t25",1
"t14",1
"t17",0
"t18",1
"t20",1
"t102",1
"t103",1
"t67",1
"t121",1
"t122",1
"t108",1
"t142",1
"t143",1
"t41",1
"t115",1
"t116",1
"t113",1
"t55",1
"t101",1
"t125",1
"t126",1
"t77",1
"t19",0
"t51",1
"t84",1
"t85",1
"t26",1
"t21",1
"t22",1
"t31",1
"t32",1
"t70",1
"t131",1
"t132",1
"t104",1
"t105",1
"t27",1
"t39",1
"t40",1
"t62",1
"t89",1
"t90",1
"t87",1
"t29",1
"t64",1
"t109",1
"t110",1
"t47",0
"t78",1
"t79",1
"t127",0
"t128",0
"t111",1
"t112",1
"t129",1
"t130",1
"t16",1
"t34",1
"t35",1
"t36",1
"t37",1
"t28",1
"t58",1
"t59",1
"t43",1
"t72",1
"t73",1
"t162",1
"t163",1
"t158",0
"t159",0
"t96",0
"t63",0
"t13",0
"t2",0
