"","t3","t4","t1","t7","t8","t5","t6","t114","t119","t120","t74","t83","t86","t94","t95","t38","t52","t53","t15","t10","t136","t137","t88","t148","t149","t44","t45","t150","t151","t61","t93","t117","t118","t49","t160","t161","t97","t98","t146","t147","t50","t33","t156","t157","t75","t99","t100","t71","t68","t69","t138","t139","t46","t65","t66","t152","t153","t80","t135","t140","t141","t133","t134","t164","t165","t42","t144","t145","t60","t106","t107","t76","t81","t82","t56","t123","t124","t30","t23","t48","t57","t91","t92","t54","t154","t155","t11","t12","t9","t24","t25","t14","t17","t18","t20","t102","t103","t67","t121","t122","t108","t142","t143","t41","t115","t116","t113","t55","t101","t125","t126","t77","t19","t51","t84","t85","t26","t21","t22","t31","t32","t70","t131","t132","t104","t105","t27","t39","t40","t62","t89","t90","t87","t29","t64","t109","t110","t47","t78","t79","t127","t128","t111","t112","t129","t130","t16","t34","t35","t36","t37","t28","t58","t59","t43","t72","t73","t162","t163","t158","t159","t96","t63","t13","t2"
"t3",0,0.8253935104,2.33554090403,3.09676253093,3.91001107053,6.25703004263,2.95874871183,7.76746896913,7.76746896909,7.76746896909,7.39978918253,7.76746896917,7.76746896909,7.76746896914,7.51470682864,7.23505430863,6.90760520003,7.46281678853,7.76746896843,3.83707771293,7.76746896855,7.76746896855,7.7674689686,7.7674689686,7.7674689686,6.6832354405241,6.5456156152241,7.7674689682,7.7674689682,7.61238887893,7.76746896873,7.76746896873,7.76746896873,7.17480967193,7.76746896873,7.76746896873,7.76746896833,7.76746896833,7.76746896839,7.76746896839,7.45460566297,7.767468968382,7.767468967952,7.767468967952,7.10374812325,7.37797792562,7.76746896831,7.76746896827,7.74519401952,7.57873027192,7.76746896807,7.76746896807,7.76746896837,7.76746896823,7.76746896829,7.76746896828,7.76746896828,7.76746896829,7.76746896826,7.76746896826,7.76746896826,7.71909239717,7.76746896828,7.767468967985,7.767468967985,6.79954538017,7.76746896836,7.76746896836,7.76746896837,7.767468968587,7.767468968587,7.767468968287,7.408268518577,7.767468968277,7.76746896828,7.76746896828,7.76746896828,6.37827986508,5.93651316567,7.59247350097,7.76746896806,7.76746896806,7.76746896806,7.76746896818,7.76746896797,7.76746896797,5.06706287917,4.37972436976,3.18559669377,6.2594699834,7.0523049402,5.7849955022,5.6940894945836,5.6989284601836,5.2943168852236,7.6152630125836,7.7674689689836,7.2327708770836,7.7674689681406,7.7674689681406,7.7674689681406,7.7674689681206,7.7674689681206,6.6491348398406,7.7674689689236,7.7674689689236,7.7674689689836,7.5493406207836,7.7674689685836,7.7674689684936,7.7674689684936,7.7674689684836,5.6315725833836,7.2900306767,7.7674689681,7.7674689681,6.0299875792,6.5021458702,5.7292569343,7.7674689684,7.7674689684,7.06457953029,7.76746896902,7.76746896902,7.767468969,7.6170096767,7.767468969,6.3954037531,7.1861948618,7.7674689685,7.23801028245,7.76746896851,7.24581486554,6.07117844596,6.96126698866,7.76746896866,7.76746896866,7.76746896816,7.7674689689,7.6993302526,7.76746896852,7.76746896852,7.7674689688,7.7674689688,7.75690743505,7.76746896888,5.9931485603,6.595839103,7.5903438548,6.321997987,7.3910138204,7.1919921553,7.1457333355,7.767468968,7.7674689688,7.7674689683,7.3234734201,7.76746896797,7.76746896797,7.76746896796,7.76746896796,7.7674689679,7.7674689679,7.7674689683,1.98844899052
"t4",0.8253935104,0,2.33932503443,3.10054666133,3.91379520093,6.26081417303,2.96253284223,7.77125309953,7.77125309949,7.77125309949,7.40357331293,7.77125309957,7.77125309949,7.77125309954,7.51849095904,7.23883843903,6.91138933043,7.46660091893,7.77125309883,3.84086184333,7.77125309895,7.77125309895,7.771253099,7.771253099,7.771253099,6.6870195709241,6.5493997456241,7.7712530986,7.7712530986,7.61617300933,7.77125309913,7.77125309913,7.77125309913,7.17859380233,7.77125309913,7.77125309913,7.77125309873,7.77125309873,7.77125309879,7.77125309879,7.45838979337,7.771253098782,7.771253098352,7.771253098352,7.10753225365,7.38176205602,7.77125309871,7.77125309867,7.74897814992,7.58251440232,7.77125309847,7.77125309847,7.77125309877,7.77125309863,7.77125309869,7.77125309868,7.77125309868,7.77125309869,7.77125309866,7.77125309866,7.77125309866,7.72287652757,7.77125309868,7.771253098385,7.771253098385,6.80332951057,7.77125309876,7.77125309876,7.77125309877,7.771253098987,7.771253098987,7.771253098687,7.412052648977,7.771253098677,7.77125309868,7.77125309868,7.77125309868,6.38206399548,5.94029729607,7.59625763137,7.77125309846,7.77125309846,7.77125309846,7.77125309858,7.77125309837,7.77125309837,5.07084700957,4.38350850016,3.18938082417,6.2632541138,7.0560890706,5.7887796326,5.6978736249836,5.7027125905836,5.2981010156236,7.6190471429836,7.7712530993836,7.2365550074836,7.7712530985406,7.7712530985406,7.7712530985406,7.7712530985206,7.7712530985206,6.6529189702406,7.7712530993236,7.7712530993236,7.7712530993836,7.5531247511836,7.7712530989836,7.7712530988936,7.7712530988936,7.7712530988836,5.6353567137836,7.2938148071,7.7712530985,7.7712530985,6.0337717096,6.5059300006,5.7330410647,7.7712530988,7.7712530988,7.06836366069,7.77125309942,7.77125309942,7.7712530994,7.6207938071,7.7712530994,6.3991878835,7.1899789922,7.7712530989,7.24179441285,7.77125309891,7.24959899594,6.07496257636,6.96505111906,7.77125309906,7.77125309906,7.77125309856,7.7712530993,7.703114383,7.77125309892,7.77125309892,7.7712530992,7.7712530992,7.76069156545,7.77125309928,5.9969326907,6.5996232334,7.5941279852,6.3257821174,7.3947979508,7.1957762857,7.1495174659,7.7712530984,7.7712530992,7.7712530987,7.3272575505,7.77125309837,7.77125309837,7.77125309836,7.77125309836,7.7712530983,7.7712530983,7.7712530987,1.99223312092
"t1",2.33554090403,2.33932503443,0,2.3550523005,3.1683008401,5.5153198122,2.2170384814,7.0257587387,7.02575873866,7.02575873866,6.6580789521,7.02575873874,7.02575873866,7.02575873871,6.77299659821,6.4933440782,6.1658949696,6.7211065581,7.025758738,3.27835722416,7.20874847978,7.20874847978,7.20874847983,7.20874847983,7.20874847983,6.1245149517541,5.9868951264541,7.20874847943,7.20874847943,7.05366839016,7.20874847996,7.20874847996,7.20874847996,6.61608918316,7.20874847996,7.20874847996,7.20874847956,7.20874847956,7.20874847962,7.20874847962,6.8958851742,7.208748479612,7.208748479182,7.208748479182,6.54502763448,6.81925743685,7.20874847954,7.2087484795,7.18647353075,7.02000978315,7.2087484793,7.2087484793,7.2087484796,7.20874847946,7.20874847952,7.20874847951,7.20874847951,7.20874847952,7.20874847949,7.20874847949,7.20874847949,7.1603719084,7.20874847951,7.208748479215,7.208748479215,6.2408248914,7.20874847959,7.20874847959,7.2087484796,7.208748479817,7.208748479817,7.208748479517,6.849548029807,7.208748479507,7.20874847951,7.20874847951,7.20874847951,5.81955937631,5.3777926769,7.0337530122,7.20874847929,7.20874847929,7.20874847929,7.20874847941,7.2087484792,7.2087484792,4.5083423904,3.82100388099,2.626876205,5.70074949463,6.49358445143,5.22627501343,5.1353690058136,5.1402079714136,4.7355963964536,7.0565425238136,7.2087484802136,6.6740503883136,7.2087484793706,7.2087484793706,7.2087484793706,7.2087484793506,7.2087484793506,6.0904143510706,7.2087484801536,7.2087484801536,7.2087484802136,6.9906201320136,7.2087484798136,7.2087484797236,7.2087484797236,7.2087484797136,5.0728520946136,6.73131018793,7.20874847933,7.20874847933,5.47126709043,5.94342538143,5.17053644553,7.20874847963,7.20874847963,6.50585904152,7.20874848025,7.20874848025,7.20874848023,7.05828918793,7.20874848023,5.83668326433,6.62747437303,7.20874847973,6.67928979368,7.20874847974,6.68709437677,5.51245795719,6.40254649989,7.20874847989,7.20874847989,7.20874847939,7.20874848013,7.14060976383,7.20874847975,7.20874847975,7.20874848003,7.20874848003,7.19818694628,7.20874848011,5.43442807153,6.03711861423,7.03162336603,5.76327749823,6.83229333163,6.63327166653,6.58701284673,7.20874847923,7.20874848003,7.20874847953,6.76475293133,7.2087484792,7.2087484792,7.20874847919,7.20874847919,7.20874847913,7.20874847913,7.20874847953,1.42972850175
"t7",3.09676253093,3.10054666133,2.3550523005,0,1.6593254844,4.7303863083,1.4321049775,6.2745395812,6.27453958116,6.27453958116,5.9068597946,6.27453958124,6.27453958116,6.27453958121,6.02177744071,5.7421249207,5.4146758121,5.9698874006,6.2745395805,4.03957885106,7.96997010668,7.96997010668,7.96997010673,7.96997010673,7.96997010673,6.8857365786541,6.7481167533541,7.96997010633,7.96997010633,7.81489001706,7.96997010686,7.96997010686,7.96997010686,7.37731081006,7.96997010686,7.96997010686,7.96997010646,7.96997010646,7.96997010652,7.96997010652,7.6571068011,7.969970106512,7.969970106082,7.969970106082,7.30624926138,7.58047906375,7.96997010644,7.9699701064,7.94769515765,7.78123141005,7.9699701062,7.9699701062,7.9699701065,7.96997010636,7.96997010642,7.96997010641,7.96997010641,7.96997010642,7.96997010639,7.96997010639,7.96997010639,7.9215935353,7.96997010641,7.969970106115,7.969970106115,7.0020465183,7.96997010649,7.96997010649,7.9699701065,7.969970106717,7.969970106717,7.969970106417,7.610769656707,7.969970106407,7.96997010641,7.96997010641,7.96997010641,6.58078100321,6.1390143038,7.7949746391,7.96997010619,7.96997010619,7.96997010619,7.96997010631,7.9699701061,7.9699701061,5.2695640173,4.58222550789,3.3880978319,6.46197112153,7.25480607833,5.98749664033,5.8965906327136,5.9014295983136,5.4968180233536,7.8177641507136,7.9699701071136,7.4352720152136,7.9699701062706,7.9699701062706,7.9699701062706,7.9699701062506,7.9699701062506,6.8516359779706,7.9699701070536,7.9699701070536,7.9699701071136,7.7518417589136,7.9699701067136,7.9699701066236,7.9699701066236,7.9699701066136,5.8340737215136,7.49253181483,7.96997010623,7.96997010623,6.23248871733,6.70464700833,5.93175807243,7.96997010653,7.96997010653,7.26708066842,7.96997010715,7.96997010715,7.96997010713,7.81951081483,7.96997010713,6.59790489123,7.38869599993,7.96997010663,7.44051142058,7.96997010664,7.44831600367,6.27367958409,7.16376812679,7.96997010679,7.96997010679,7.96997010629,7.96997010703,7.90183139073,7.96997010665,7.96997010665,7.96997010693,7.96997010693,7.95940857318,7.96997010701,6.19564969843,6.79834024113,7.79284499293,6.52449912513,7.59351495853,7.39449329343,7.34823447363,7.96997010613,7.96997010693,7.96997010643,7.52597455823,7.9699701061,7.9699701061,7.96997010609,7.96997010609,7.96997010603,7.96997010603,7.96997010643,2.19095012865
"t8",3.91001107053,3.91379520093,3.1683008401,1.6593254844,0,5.5436348479,2.2453535171,7.0877881208,7.08778812076,7.08778812076,6.7201083342,7.08778812084,7.08778812076,7.08778812081,6.83502598031,6.5553734603,6.2279243517,6.7831359402,7.0877881201,4.85282739066,8.78321864628,8.78321864628,8.78321864633,8.78321864633,8.78321864633,7.6989851182541,7.5613652929541,8.78321864593,8.78321864593,8.62813855666,8.78321864646,8.78321864646,8.78321864646,8.19055934966,8.78321864646,8.78321864646,8.78321864606,8.78321864606,8.78321864612,8.78321864612,8.4703553407,8.783218646112,8.783218645682,8.783218645682,8.11949780098,8.39372760335,8.78321864604,8.783218646,8.76094369725,8.59447994965,8.7832186458,8.7832186458,8.7832186461,8.78321864596,8.78321864602,8.78321864601,8.78321864601,8.78321864602,8.78321864599,8.78321864599,8.78321864599,8.7348420749,8.78321864601,8.783218645715,8.783218645715,7.8152950579,8.78321864609,8.78321864609,8.7832186461,8.783218646317,8.783218646317,8.783218646017,8.424018196307,8.783218646007,8.78321864601,8.78321864601,8.78321864601,7.39402954281,6.9522628434,8.6082231787,8.78321864579,8.78321864579,8.78321864579,8.78321864591,8.7832186457,8.7832186457,6.0828125569,5.39547404749,4.2013463715,7.27521966113,8.06805461793,6.80074517993,6.7098391723136,6.7146781379136,6.3100665629536,8.6310126903136,8.7832186467136,8.2485205548136,8.7832186458706,8.7832186458706,8.7832186458706,8.7832186458506,8.7832186458506,7.6648845175706,8.7832186466536,8.7832186466536,8.7832186467136,8.5650902985136,8.7832186463136,8.7832186462236,8.7832186462236,8.7832186462136,6.6473222611136,8.30578035443,8.78321864583,8.78321864583,7.04573725693,7.51789554793,6.74500661203,8.78321864613,8.78321864613,8.08032920802,8.78321864675,8.78321864675,8.78321864673,8.63275935443,8.78321864673,7.41115343083,8.20194453953,8.78321864623,8.25375996018,8.78321864624,8.26156454327,7.08692812369,7.97701666639,8.78321864639,8.78321864639,8.78321864589,8.78321864663,8.71507993033,8.78321864625,8.78321864625,8.78321864653,8.78321864653,8.77265711278,8.78321864661,7.00889823803,7.61158878073,8.60609353253,7.33774766473,8.40676349813,8.20774183303,8.16148301323,8.78321864573,8.78321864653,8.78321864603,8.33922309783,8.7832186457,8.7832186457,8.78321864569,8.78321864569,8.78321864563,8.78321864563,8.78321864603,3.00419866825
"t5",6.25703004263,6.26081417303,5.5153198122,4.7303863083,5.5436348479,0,4.3555197952,9.4348070929,9.43480709286,9.43480709286,9.0671273063,9.43480709294,9.43480709286,9.43480709291,9.18204495241,8.9023924324,8.5749433238,9.1301549123,9.4348070922,7.19984636276,11.13023761838,11.13023761838,11.13023761843,11.13023761843,11.13023761843,10.0460040903541,9.9083842650541,11.13023761803,11.13023761803,10.97515752876,11.13023761856,11.13023761856,11.13023761856,10.53757832176,11.13023761856,11.13023761856,11.13023761816,11.13023761816,11.13023761822,11.13023761822,10.8173743128,11.130237618212,11.130237617782,11.130237617782,10.46651677308,10.74074657545,11.13023761814,11.1302376181,11.10796266935,10.94149892175,11.1302376179,11.1302376179,11.1302376182,11.13023761806,11.13023761812,11.13023761811,11.13023761811,11.13023761812,11.13023761809,11.13023761809,11.13023761809,11.081861047,11.13023761811,11.130237617815,11.130237617815,10.16231403,11.13023761819,11.13023761819,11.1302376182,11.130237618417,11.130237618417,11.130237618117,10.771037168407,11.130237618107,11.13023761811,11.13023761811,11.13023761811,9.74104851491,9.2992818155,10.9552421508,11.13023761789,11.13023761789,11.13023761789,11.13023761801,11.1302376178,11.1302376178,8.429831529,7.74249301959,6.5483653436,9.62223863323,10.41507359003,9.14776415203,9.0568581444136,9.0616971100136,8.6570855350536,10.9780316624136,11.1302376188136,10.5955395269136,11.1302376179706,11.1302376179706,11.1302376179706,11.1302376179506,11.1302376179506,10.0119034896706,11.1302376187536,11.1302376187536,11.1302376188136,10.9121092706136,11.1302376184136,11.1302376183236,11.1302376183236,11.1302376183136,8.9943412332136,10.65279932653,11.13023761793,11.13023761793,9.39275622903,9.86491452003,9.09202558413,11.13023761823,11.13023761823,10.42734818012,11.13023761885,11.13023761885,11.13023761883,10.97977832653,11.13023761883,9.75817240293,10.54896351163,11.13023761833,10.60077893228,11.13023761834,10.60858351537,9.43394709579,10.32403563849,11.13023761849,11.13023761849,11.13023761799,11.13023761873,11.06209890243,11.13023761835,11.13023761835,11.13023761863,11.13023761863,11.11967608488,11.13023761871,9.35591721013,9.95860775283,10.95311250463,9.68476663683,10.75378247023,10.55476080513,10.50850198533,11.13023761783,11.13023761863,11.13023761813,10.68624206993,11.1302376178,11.1302376178,11.13023761779,11.13023761779,11.13023761773,11.13023761773,11.13023761813,5.35121764035
"t6",2.95874871183,2.96253284223,2.2170384814,1.4321049775,2.2453535171,4.3555197952,0,6.1365257621,6.13652576206,6.13652576206,5.7688459755,6.13652576214,6.13652576206,6.13652576211,5.88376362161,5.6041111016,5.276661993,5.8318735815,6.1365257614,3.90156503196,7.83195628758,7.83195628758,7.83195628763,7.83195628763,7.83195628763,6.7477227595541,6.6101029342541,7.83195628723,7.83195628723,7.67687619796,7.83195628776,7.83195628776,7.83195628776,7.23929699096,7.83195628776,7.83195628776,7.83195628736,7.83195628736,7.83195628742,7.83195628742,7.519092982,7.831956287412,7.831956286982,7.831956286982,7.16823544228,7.44246524465,7.83195628734,7.8319562873,7.80968133855,7.64321759095,7.8319562871,7.8319562871,7.8319562874,7.83195628726,7.83195628732,7.83195628731,7.83195628731,7.83195628732,7.83195628729,7.83195628729,7.83195628729,7.7835797162,7.83195628731,7.831956287015,7.831956287015,6.8640326992,7.83195628739,7.83195628739,7.8319562874,7.831956287617,7.831956287617,7.831956287317,7.472755837607,7.831956287307,7.83195628731,7.83195628731,7.83195628731,6.44276718411,6.0010004847,7.65696082,7.83195628709,7.83195628709,7.83195628709,7.83195628721,7.831956287,7.831956287,5.1315501982,4.44421168879,3.2500840128,6.32395730243,7.11679225923,5.84948282123,5.7585768136136,5.7634157792136,5.3588042042536,7.6797503316136,7.8319562880136,7.2972581961136,7.8319562871706,7.8319562871706,7.8319562871706,7.8319562871506,7.8319562871506,6.7136221588706,7.8319562879536,7.8319562879536,7.8319562880136,7.6138279398136,7.8319562876136,7.8319562875236,7.8319562875236,7.8319562875136,5.6960599024136,7.35451799573,7.83195628713,7.83195628713,6.09447489823,6.56663318923,5.79374425333,7.83195628743,7.83195628743,7.12906684932,7.83195628805,7.83195628805,7.83195628803,7.68149699573,7.83195628803,6.45989107213,7.25068218083,7.83195628753,7.30249760148,7.83195628754,7.31030218457,6.13566576499,7.02575430769,7.83195628769,7.83195628769,7.83195628719,7.83195628793,7.76381757163,7.83195628755,7.83195628755,7.83195628783,7.83195628783,7.82139475408,7.83195628791,6.05763587933,6.66032642203,7.65483117383,6.38648530603,7.45550113943,7.25647947433,7.21022065453,7.83195628703,7.83195628783,7.83195628733,7.38796073913,7.831956287,7.831956287,7.83195628699,7.83195628699,7.83195628693,7.83195628693,7.83195628733,2.05293630955
"t114",7.76746896913,7.77125309953,7.0257587387,6.2745395812,7.0877881208,9.4348070929,6.1365257621,0,0.45401066416,0.45401066416,1.6207790968,1.98845888344,1.98845888336,1.98845888341,1.73569674291,3.8454410329,3.5179919243,4.0732035128,5.5169211447,8.71028528926,12.64067654488,12.64067654488,12.64067654493,12.64067654493,12.64067654493,11.5564430168541,11.4188231915541,12.64067654453,12.64067654453,12.48559645526,12.64067654506,12.64067654506,12.64067654506,12.04801724826,12.64067654506,12.64067654506,12.64067654466,12.64067654466,12.64067654472,12.64067654472,12.3278132393,12.640676544712,12.640676544282,12.640676544282,11.97695569958,12.25118550195,12.64067654464,12.6406765446,12.61840159585,12.45193784825,12.6406765444,12.6406765444,12.6406765447,12.64067654456,12.64067654462,12.64067654461,12.64067654461,12.64067654462,12.64067654459,12.64067654459,12.64067654459,12.5922999735,12.64067654461,12.640676544315,12.640676544315,11.6727529565,12.64067654469,12.64067654469,12.6406765447,12.640676544917,12.640676544917,12.640676544617,12.281476094907,12.640676544607,12.64067654461,12.64067654461,12.64067654461,11.25148744141,10.809720742,12.4656810773,12.64067654439,12.64067654439,12.64067654439,12.64067654451,12.6406765443,12.6406765443,9.9402704555,9.25293194609,8.0588042701,11.13267755973,11.92551251653,10.65820307853,10.5672970709136,10.5721360365136,10.1675244615536,12.4884705889136,12.6406765453136,12.1059784534136,12.6406765444706,12.6406765444706,12.6406765444706,12.6406765444506,12.6406765444506,11.5223424161706,12.6406765452536,12.6406765452536,12.6406765453136,12.4225481971136,12.6406765449136,12.6406765448236,12.6406765448236,12.6406765448136,10.5047801597136,12.16323825303,12.64067654443,12.64067654443,10.90319515553,11.37535344653,10.60246451063,12.64067654473,12.64067654473,11.93778710662,12.64067654535,12.64067654535,12.64067654533,12.49021725303,12.64067654533,11.26861132943,12.05940243813,12.64067654483,12.11121785878,12.64067654484,12.11902244187,10.94438602229,11.83447456499,12.64067654499,12.64067654499,12.64067654449,12.64067654523,12.57253782893,12.64067654485,12.64067654485,12.64067654513,12.64067654513,12.63011501138,12.64067654521,10.86635613663,11.46904667933,12.46355143113,11.19520556333,12.26422139673,12.06519973163,12.01894091183,12.64067654433,12.64067654513,12.64067654463,12.19668099643,12.6406765443,12.6406765443,12.64067654429,12.64067654429,12.64067654423,12.64067654423,12.64067654463,6.86165656685
"t119",7.76746896909,7.77125309949,7.02575873866,6.27453958116,7.08778812076,9.43480709286,6.13652576206,0.45401066416,0,0.4074626184,1.62077909676,1.9884588834,1.98845888332,1.98845888337,1.73569674287,3.84544103286,3.51799192426,4.07320351276,5.51692114466,8.71028528922,12.64067654484,12.64067654484,12.64067654489,12.64067654489,12.64067654489,11.5564430168141,11.4188231915141,12.64067654449,12.64067654449,12.48559645522,12.64067654502,12.64067654502,12.64067654502,12.04801724822,12.64067654502,12.64067654502,12.64067654462,12.64067654462,12.64067654468,12.64067654468,12.32781323926,12.640676544672,12.640676544242,12.640676544242,11.97695569954,12.25118550191,12.6406765446,12.64067654456,12.61840159581,12.45193784821,12.64067654436,12.64067654436,12.64067654466,12.64067654452,12.64067654458,12.64067654457,12.64067654457,12.64067654458,12.64067654455,12.64067654455,12.64067654455,12.59229997346,12.64067654457,12.640676544275,12.640676544275,11.67275295646,12.64067654465,12.64067654465,12.64067654466,12.640676544877,12.640676544877,12.640676544577,12.281476094867,12.640676544567,12.64067654457,12.64067654457,12.64067654457,11.25148744137,10.80972074196,12.46568107726,12.64067654435,12.64067654435,12.64067654435,12.64067654447,12.64067654426,12.64067654426,9.94027045546,9.25293194605,8.05880427006,11.13267755969,11.92551251649,10.65820307849,10.5672970708736,10.5721360364736,10.1675244615136,12.4884705888736,12.6406765452736,12.1059784533736,12.6406765444306,12.6406765444306,12.6406765444306,12.6406765444106,12.6406765444106,11.5223424161306,12.6406765452136,12.6406765452136,12.6406765452736,12.4225481970736,12.6406765448736,12.6406765447836,12.6406765447836,12.6406765447736,10.5047801596736,12.16323825299,12.64067654439,12.64067654439,10.90319515549,11.37535344649,10.60246451059,12.64067654469,12.64067654469,11.93778710658,12.64067654531,12.64067654531,12.64067654529,12.49021725299,12.64067654529,11.26861132939,12.05940243809,12.64067654479,12.11121785874,12.6406765448,12.11902244183,10.94438602225,11.83447456495,12.64067654495,12.64067654495,12.64067654445,12.64067654519,12.57253782889,12.64067654481,12.64067654481,12.64067654509,12.64067654509,12.63011501134,12.64067654517,10.86635613659,11.46904667929,12.46355143109,11.19520556329,12.26422139669,12.06519973159,12.01894091179,12.64067654429,12.64067654509,12.64067654459,12.19668099639,12.64067654426,12.64067654426,12.64067654425,12.64067654425,12.64067654419,12.64067654419,12.64067654459,6.86165656681
"t120",7.76746896909,7.77125309949,7.02575873866,6.27453958116,7.08778812076,9.43480709286,6.13652576206,0.45401066416,0.4074626184,0,1.62077909676,1.9884588834,1.98845888332,1.98845888337,1.73569674287,3.84544103286,3.51799192426,4.07320351276,5.51692114466,8.71028528922,12.64067654484,12.64067654484,12.64067654489,12.64067654489,12.64067654489,11.5564430168141,11.4188231915141,12.64067654449,12.64067654449,12.48559645522,12.64067654502,12.64067654502,12.64067654502,12.04801724822,12.64067654502,12.64067654502,12.64067654462,12.64067654462,12.64067654468,12.64067654468,12.32781323926,12.640676544672,12.640676544242,12.640676544242,11.97695569954,12.25118550191,12.6406765446,12.64067654456,12.61840159581,12.45193784821,12.64067654436,12.64067654436,12.64067654466,12.64067654452,12.64067654458,12.64067654457,12.64067654457,12.64067654458,12.64067654455,12.64067654455,12.64067654455,12.59229997346,12.64067654457,12.640676544275,12.640676544275,11.67275295646,12.64067654465,12.64067654465,12.64067654466,12.640676544877,12.640676544877,12.640676544577,12.281476094867,12.640676544567,12.64067654457,12.64067654457,12.64067654457,11.25148744137,10.80972074196,12.46568107726,12.64067654435,12.64067654435,12.64067654435,12.64067654447,12.64067654426,12.64067654426,9.94027045546,9.25293194605,8.05880427006,11.13267755969,11.92551251649,10.65820307849,10.5672970708736,10.5721360364736,10.1675244615136,12.4884705888736,12.6406765452736,12.1059784533736,12.6406765444306,12.6406765444306,12.6406765444306,12.6406765444106,12.6406765444106,11.5223424161306,12.6406765452136,12.6406765452136,12.6406765452736,12.4225481970736,12.6406765448736,12.6406765447836,12.6406765447836,12.6406765447736,10.5047801596736,12.16323825299,12.64067654439,12.64067654439,10.90319515549,11.37535344649,10.60246451059,12.64067654469,12.64067654469,11.93778710658,12.64067654531,12.64067654531,12.64067654529,12.49021725299,12.64067654529,11.26861132939,12.05940243809,12.64067654479,12.11121785874,12.6406765448,12.11902244183,10.94438602225,11.83447456495,12.64067654495,12.64067654495,12.64067654445,12.64067654519,12.57253782889,12.64067654481,12.64067654481,12.64067654509,12.64067654509,12.63011501134,12.64067654517,10.86635613659,11.46904667929,12.46355143109,11.19520556329,12.26422139669,12.06519973159,12.01894091179,12.64067654429,12.64067654509,12.64067654459,12.19668099639,12.64067654426,12.64067654426,12.64067654425,12.64067654425,12.64067654419,12.64067654419,12.64067654459,6.86165656681
