"accepted_species","trait_EB_scaled"
"t46",-0.799095864600608
"t47",0.00199249503705931
"t22",0.330758185137808
"t23",-0.199295384129235
"t7",-0.579511965335279
"t10",-0.82008001565112
"t49",-0.527224526564616
"t50",-0.935991503049991
"t14",-0.231729608085095
"t38",1.55229268679209
"t99",1.50608575015455
"t100",1.58144899737247
"t88",1.62248962385773
"t89",1.68826193169704
"t85",1.21699715950932
"t4",-0.968521062064697
"t45",NA
"t62",-0.101254572157775
"t63",-0.37463143936847
"t64",-0.241618917352754
"t65",-0.364074987990724
"t52",1.19347682782451
"t53",0.283954250796116
"t29",1.27431377036139
"t24",0.790786030483385
"t44",0.533931142798731
"t66",0.653204090099804
"t68",NA
"t69",0.562698407031652
"t92",1.55556926649191
"t93",1.49987467774767
"t94",1.41430823188437
"t95",1.56749950846304
"t96",1.62475737574751
"t34",-0.229494740436557
"t35",-0.82065929954382
"t36",-0.77903587446499
"t37",-0.640928529464637
"t70",-0.924809730283977
"t71",-0.686838661627695
"t48",NA
"t21",-0.578056341237864
"t5",1.50998149547779
"t19",0.269624161572669
"t20",-0.391272159194665
"t60",0.293831810402536
"t61",1.05711702564228
"t13",0.491438044737458
"t33",-0.0786540473419887
"t83",-0.631606691046318
"t84",-0.452548504132938
"t67",-0.790941118093526
"t11",NA
"t42",0.466499772058674
"t43",0.197060989073327
"t40",-0.409054325575133
"t41",NA
"t58",NA
"t59",-1.73443103752267
"t12",-1.92625689684267
"t3",-0.897579335018066
"t8",NA
"t31",NA
"t32",0.104274963360177
"t97",-1.40567480346458
"t98",-1.41838787650856
"t54",-1.16855505436657
"t55",-1.46329183321157
"t6",-1.54670018398015
"t17",-2.44570094547593
"t18",-1.56593332335428
"t75",-0.519178128819877
"t76",-0.383032619287925
"t51",-0.918135734694884
"t39",-0.081019054512498
"t26",0.424005315649385
"t90",-1.39341160573125
"t91",-1.51424280571512
"t30",-1.1963946976816
"t27",-1.28138239293115
"t28",NA
"t2",0.496830036348755
"t77",-0.0548377497472814
"t78",0.647869984193606
"t56",1.10182510177114
"t57",1.29351309665621
"t73",1.60629341495163
"t74",1.52419094982768
"t72",1.26720151300539
"t25",2.31638642934304
"t15",0.225536781161302
"t16",0.115617396255916
"t9",-0.058588676157578
"t86",-0.0613652243008559
"t87",-0.271047075897996
"t79",NA
"t80",0.491904837308184
"t1",-1.28432357158324
"t81",0.741355369032691
"t82",0.313207564006843
