"","t54","t55","t56","t18","t52","t130","t131","t20","t69","t97","t98","t92","t26","t27","t25","t24","t37","t38","t61","t100","t114","t115","t22","t32","t33","t62","t63","t95","t111","t112","t96","t47","t13","t14","t15","t116","t117","t58","t68","t80","t81","t19","t23","t132","t133","t10","t11","t12","t84","t85","t66","t103","t104","t105","t106","t93","t94","t76","t86","t87","t42","t43","t64","t65","t107","t108","t90","t34","t40","t41","t4","t7","t36","t44","t45","t28","t124","t125","t99","t91","t128","t129","t120","t121","t57","t48","t49","t39","t74","t136","t137","t17","t5","t6","t3","t122","t123","t109","t110","t79","t53","t9","t59","t60","t101","t118","t119","t8","t73","t75","t142","t143","t113","t138","t139","t89","t88","t126","t127","t102","t140","t141","t50","t51","t31","t72","t82","t83","t77","t78","t67","t35","t16","t70","t71","t46","t134","t135","t21","t29","t30","t1","t2"
"t54",0,1.95628279383,1.95628279383,2.18065028261,7.9560909540673,8.0606376012573,8.0606376012573,6.4943188658673,8.0606376019673,8.0606376019373,8.0606376019373,7.8847544491673,7.0323576057473,6.6687680891073,6.9882747864673,8.0606376010373,8.0606376011973,8.0606376011973,8.0606376014373,8.0606376014373,8.0606376013673,8.0606376013673,8.0606376013673,8.0482611726373,8.0606376016373,7.5412983940373,8.0606376013373,8.0606376013373,8.0349221372273,7.9435258017273,8.0606376013273,8.0606376010373,6.3510110323973,5.8458340747873,6.0592352407873,8.0606376017373,8.0606376017373,8.0606376013373,8.0606376013373,8.0606376014373,8.0606376014373,6.3717936790373,8.0606376013373,8.0606376017473,8.0606376017473,8.0606376016373,5.5953620309373,5.9119473511673,8.0606376016773,8.0606376016773,7.3608736903173,8.0606376018473,8.0606376018473,8.0606376017473,8.0606376017473,8.0606376017673,8.0606376017673,8.0606376012673,7.8681353241673,7.6798025376773,6.9829015291573,7.1634781474673,8.0606376013273,8.0606376013273,8.0606376012673,8.0606376012673,7.9807570861673,8.0606376015573,7.3653704005873,8.0606376015873,5.128298297021,5.559027470621,7.157538981521,7.137100954321,8.060637601021,8.060637601421,8.060637601396,8.060637601396,8.060637601346,8.060637601406,8.060637601411,8.060637601411,8.060637601361,8.060637601361,8.060637601321,8.060637601121,7.060536231241,8.060637601521,7.632265128241,8.060637601071,8.060637601071,6.979938253041,5.469860943221,5.030813321921,4.856910180459,8.060637601379,8.060637601379,8.060637601339,8.060637601339,8.060637601339,8.060637601359,7.065892737859,8.060637601429,7.246850869489,8.060637601329,8.060637601279,8.060637601279,8.060637601629,8.060637601129,8.06063760114,8.060637601152,8.060637601152,8.06063760111,8.0606376011,8.0606376011,7.97724260481,8.060637601129,8.060637601129,8.060637601129,8.060637601129,8.060637601119,8.060637601119,7.106452149119,8.060637601029,6.754208911889,8.060637601399,8.060637601399,8.060637601399,8.060637601299,8.060637601299,8.060637601399,8.060637601499,8.060637600999,8.060637601159,8.060637601159,8.060637600959,8.060637601229,8.060637601229,8.060637601059,7.888335579159,7.890887841159,6.746172454019,5.132343339019
"t55",1.95628279383,0,1.9298719108,2.18065028264,7.9560909540973,8.0606376012873,8.0606376012873,6.4943188658973,8.0606376019973,8.0606376019673,8.0606376019673,7.8847544491973,7.0323576057773,6.6687680891373,6.9882747864973,8.0606376010673,8.0606376012273,8.0606376012273,8.0606376014673,8.0606376014673,8.0606376013973,8.0606376013973,8.0606376013973,8.0482611726673,8.0606376016673,7.5412983940673,8.0606376013673,8.0606376013673,8.0349221372573,7.9435258017573,8.0606376013573,8.0606376010673,6.3510110324273,5.8458340748173,6.0592352408173,8.0606376017673,8.0606376017673,8.0606376013673,8.0606376013673,8.0606376014673,8.0606376014673,6.3717936790673,8.0606376013673,8.0606376017773,8.0606376017773,8.0606376016673,5.5953620309673,5.9119473511973,8.0606376017073,8.0606376017073,7.3608736903473,8.0606376018773,8.0606376018773,8.0606376017773,8.0606376017773,8.0606376017973,8.0606376017973,8.0606376012973,7.8681353241973,7.6798025377073,6.9829015291873,7.1634781474973,8.0606376013573,8.0606376013573,8.0606376012973,8.0606376012973,7.9807570861973,8.0606376015873,7.3653704006173,8.0606376016173,5.128298297051,5.559027470651,7.157538981551,7.137100954351,8.060637601051,8.060637601451,8.060637601426,8.060637601426,8.060637601376,8.060637601436,8.060637601441,8.060637601441,8.060637601391,8.060637601391,8.060637601351,8.060637601151,7.060536231271,8.060637601551,7.632265128271,8.060637601101,8.060637601101,6.979938253071,5.469860943251,5.030813321951,4.856910180489,8.060637601409,8.060637601409,8.060637601369,8.060637601369,8.060637601369,8.060637601389,7.065892737889,8.060637601459,7.246850869519,8.060637601359,8.060637601309,8.060637601309,8.060637601659,8.060637601159,8.06063760117,8.060637601182,8.060637601182,8.06063760114,8.06063760113,8.06063760113,7.97724260484,8.060637601159,8.060637601159,8.060637601159,8.060637601159,8.060637601149,8.060637601149,7.106452149149,8.060637601059,6.754208911919,8.060637601429,8.060637601429,8.060637601429,8.060637601329,8.060637601329,8.060637601429,8.060637601529,8.060637601029,8.060637601189,8.060637601189,8.060637600989,8.060637601259,8.060637601259,8.060637601089,7.888335579189,7.890887841189,6.746172454049,5.132343339049
"t56",1.95628279383,1.9298719108,0,2.18065028264,7.9560909540973,8.0606376012873,8.0606376012873,6.4943188658973,8.0606376019973,8.0606376019673,8.0606376019673,7.8847544491973,7.0323576057773,6.6687680891373,6.9882747864973,8.0606376010673,8.0606376012273,8.0606376012273,8.0606376014673,8.0606376014673,8.0606376013973,8.0606376013973,8.0606376013973,8.0482611726673,8.0606376016673,7.5412983940673,8.0606376013673,8.0606376013673,8.0349221372573,7.9435258017573,8.0606376013573,8.0606376010673,6.3510110324273,5.8458340748173,6.0592352408173,8.0606376017673,8.0606376017673,8.0606376013673,8.0606376013673,8.0606376014673,8.0606376014673,6.3717936790673,8.0606376013673,8.0606376017773,8.0606376017773,8.0606376016673,5.5953620309673,5.9119473511973,8.0606376017073,8.0606376017073,7.3608736903473,8.0606376018773,8.0606376018773,8.0606376017773,8.0606376017773,8.0606376017973,8.0606376017973,8.0606376012973,7.8681353241973,7.6798025377073,6.9829015291873,7.1634781474973,8.0606376013573,8.0606376013573,8.0606376012973,8.0606376012973,7.9807570861973,8.0606376015873,7.3653704006173,8.0606376016173,5.128298297051,5.559027470651,7.157538981551,7.137100954351,8.060637601051,8.060637601451,8.060637601426,8.060637601426,8.060637601376,8.060637601436,8.060637601441,8.060637601441,8.060637601391,8.060637601391,8.060637601351,8.060637601151,7.060536231271,8.060637601551,7.632265128271,8.060637601101,8.060637601101,6.979938253071,5.469860943251,5.030813321951,4.856910180489,8.060637601409,8.060637601409,8.060637601369,8.060637601369,8.060637601369,8.060637601389,7.065892737889,8.060637601459,7.246850869519,8.060637601359,8.060637601309,8.060637601309,8.060637601659,8.060637601159,8.06063760117,8.060637601182,8.060637601182,8.06063760114,8.06063760113,8.06063760113,7.97724260484,8.060637601159,8.060637601159,8.060637601159,8.060637601159,8.060637601149,8.060637601149,7.106452149149,8.060637601059,6.754208911919,8.060637601429,8.060637601429,8.060637601429,8.060637601329,8.060637601329,8.060637601429,8.060637601529,8.060637601029,8.060637601189,8.060637601189,8.060637600989,8.060637601259,8.060637601259,8.060637601089,7.888335579189,7.890887841189,6.746172454049,5.132343339049
"t18",2.18065028261,2.18065028264,2.18065028264,0,5.8361968928773,5.9407435400673,5.9407435400673,4.3744248046773,5.9407435407773,5.9407435407473,5.9407435407473,5.7648603879773,4.9124635445573,4.5488740279173,4.8683807252773,5.9407435398473,5.9407435400073,5.9407435400073,5.9407435402473,5.9407435402473,5.9407435401773,5.9407435401773,5.9407435401773,5.9283671114473,5.9407435404473,5.4214043328473,5.9407435401473,5.9407435401473,5.9150280760373,5.8236317405373,5.9407435401373,5.9407435398473,4.2311169712073,3.7259400135973,3.9393411795973,5.9407435405473,5.9407435405473,5.9407435401473,5.9407435401473,5.9407435402473,5.9407435402473,4.2518996178473,5.9407435401473,5.9407435405573,5.9407435405573,5.9407435404473,3.4754679697473,3.7920532899773,5.9407435404873,5.9407435404873,5.2409796291273,5.9407435406573,5.9407435406573,5.9407435405573,5.9407435405573,5.9407435405773,5.9407435405773,5.9407435400773,5.7482412629773,5.5599084764873,4.8630074679673,5.0435840862773,5.9407435401373,5.9407435401373,5.9407435400773,5.9407435400773,5.8608630249773,5.9407435403673,5.2454763393973,5.9407435403973,3.008404235831,3.439133409431,5.037644920331,5.017206893131,5.940743539831,5.940743540231,5.940743540206,5.940743540206,5.940743540156,5.940743540216,5.940743540221,5.940743540221,5.940743540171,5.940743540171,5.940743540131,5.940743539931,4.940642170051,5.940743540331,5.512371067051,5.940743539881,5.940743539881,4.860044191851,3.349966882031,2.910919260731,2.737016119269,5.940743540189,5.940743540189,5.940743540149,5.940743540149,5.940743540149,5.940743540169,4.945998676669,5.940743540239,5.126956808299,5.940743540139,5.940743540089,5.940743540089,5.940743540439,5.940743539939,5.94074353995,5.940743539962,5.940743539962,5.94074353992,5.94074353991,5.94074353991,5.85734854362,5.940743539939,5.940743539939,5.940743539939,5.940743539939,5.940743539929,5.940743539929,4.986558087929,5.940743539839,4.634314850699,5.940743540209,5.940743540209,5.940743540209,5.940743540109,5.940743540109,5.940743540209,5.940743540309,5.940743539809,5.940743539969,5.940743539969,5.940743539769,5.940743540039,5.940743540039,5.940743539869,5.768441517969,5.770993779969,4.626278392829,3.012449277829
"t52",7.9560909540673,7.9560909540973,7.9560909540973,5.8361968928773,0,1.89755039439,1.89755039439,3.622134347,5.1884530831,5.18845308307,5.18845308307,5.0125699303,4.16017308688,3.79658357024,4.1160902676,6.50158672837,6.50158672853,6.50158672853,6.50158672877,6.50158672877,6.5015867287,6.5015867287,6.5015867287,7.92672929157,7.93910572057,7.41976651297,7.93910572027,7.93910572027,7.91339025616,7.82199392066,7.93910572026,7.93910571997,6.22947915133,5.72430219372,5.93770335972,7.93910572067,7.93910572067,7.93910572027,7.93910572027,7.93910572037,7.93910572037,6.25026179797,7.93910572027,7.93910572068,7.93910572068,7.93910572057,5.47383014987,5.7904154701,7.93910572061,7.93910572061,7.23934180925,7.93910572078,7.93910572078,7.93910572068,7.93910572068,7.9391057207,7.9391057207,7.9391057202,7.7466034431,7.55827065661,6.86136964809,7.0419462664,7.93910572026,7.93910572026,7.9391057202,7.9391057202,7.8592252051,7.93910572049,7.24383851952,7.93910572052,5.0083626298463,5.4390918034463,7.0376033143463,7.0171652871463,7.9407019338463,7.9407019342463,7.9407019342213,7.9407019342213,7.9407019341713,7.9407019342313,7.9407019342363,7.9407019342363,7.9407019341863,7.9407019341863,7.9407019341463,7.9407019339463,6.9406005640663,7.9407019343463,7.5123294610663,7.9407019338963,7.9407019338963,6.8600025858663,5.3499252760463,4.9108776547463,4.7417743229283,7.9455017438483,7.9455017438483,7.9455017438083,7.9455017438083,7.9455017438083,7.9455017438283,6.9507568803283,7.9455017438983,7.1317150119583,7.9455017437983,7.9455017437483,7.9455017437483,7.9455017440983,7.9455017435983,7.9455017436093,7.9455017436213,7.9455017436213,7.9455017435793,7.9455017435693,7.9455017435693,7.8621067472793,7.9455017435983,7.9455017435983,7.9455017435983,7.9455017435983,7.9455017435883,7.9455017435883,6.9913162915883,7.9455017434983,6.6390730543583,7.9455017438683,7.9455017438683,7.9455017438683,7.9455017437683,7.9455017437683,7.9455017438683,7.9455017439683,7.9455017434683,7.9455017436283,7.9455017436283,7.9455017434283,7.9455017436983,7.9455017436983,7.9455017435283,7.7731997216283,7.7757519836283,6.6310365964883,5.0172074814883
"t130",8.0606376012573,8.0606376012873,8.0606376012873,5.9407435400673,1.89755039439,0,0.09132502198,3.72668099419,5.29299973029,5.29299973026,5.29299973026,5.11711657749,4.26471973407,3.90113021743,4.22063691479,6.60613337556,6.60613337572,6.60613337572,6.60613337596,6.60613337596,6.60613337589,6.60613337589,6.60613337589,8.03127593876,8.04365236776,7.52431316016,8.04365236746,8.04365236746,8.01793690335,7.92654056785,8.04365236745,8.04365236716,6.33402579852,5.82884884091,6.04225000691,8.04365236786,8.04365236786,8.04365236746,8.04365236746,8.04365236756,8.04365236756,6.35480844516,8.04365236746,8.04365236787,8.04365236787,8.04365236776,5.57837679706,5.89496211729,8.0436523678,8.0436523678,7.34388845644,8.04365236797,8.04365236797,8.04365236787,8.04365236787,8.04365236789,8.04365236789,8.04365236739,7.85115009029,7.6628173038,6.96591629528,7.14649291359,8.04365236745,8.04365236745,8.04365236739,8.04365236739,7.96377185229,8.04365236768,7.34838516671,8.04365236771,5.1129092770363,5.5436384506363,7.1421499615363,7.1217119343363,8.0452485810363,8.0452485814363,8.0452485814113,8.0452485814113,8.0452485813613,8.0452485814213,8.0452485814263,8.0452485814263,8.0452485813763,8.0452485813763,8.0452485813363,8.0452485811363,7.0451472112563,8.0452485815363,7.6168761082563,8.0452485810863,8.0452485810863,6.9645492330563,5.4544719232363,5.0154243019363,4.8463209701183,8.0500483910383,8.0500483910383,8.0500483909983,8.0500483909983,8.0500483909983,8.0500483910183,7.0553035275183,8.0500483910883,7.2362616591483,8.0500483909883,8.0500483909383,8.0500483909383,8.0500483912883,8.0500483907883,8.0500483907993,8.0500483908113,8.0500483908113,8.0500483907693,8.0500483907593,8.0500483907593,7.9666533944693,8.0500483907883,8.0500483907883,8.0500483907883,8.0500483907883,8.0500483907783,8.0500483907783,7.0958629387783,8.0500483906883,6.7436197015483,8.0500483910583,8.0500483910583,8.0500483910583,8.0500483909583,8.0500483909583,8.0500483910583,8.0500483911583,8.0500483906583,8.0500483908183,8.0500483908183,8.0500483906183,8.0500483908883,8.0500483908883,8.0500483907183,7.8777463688183,7.8802986308183,6.7355832436783,5.1217541286783
"t131",8.0606376012573,8.0606376012873,8.0606376012873,5.9407435400673,1.89755039439,0.09132502198,0,3.72668099419,5.29299973029,5.29299973026,5.29299973026,5.11711657749,4.26471973407,3.90113021743,4.22063691479,6.60613337556,6.60613337572,6.60613337572,6.60613337596,6.60613337596,6.60613337589,6.60613337589,6.60613337589,8.03127593876,8.04365236776,7.52431316016,8.04365236746,8.04365236746,8.01793690335,7.92654056785,8.04365236745,8.04365236716,6.33402579852,5.82884884091,6.04225000691,8.04365236786,8.04365236786,8.04365236746,8.04365236746,8.04365236756,8.04365236756,6.35480844516,8.04365236746,8.04365236787,8.04365236787,8.04365236776,5.57837679706,5.89496211729,8.0436523678,8.0436523678,7.34388845644,8.04365236797,8.04365236797,8.04365236787,8.04365236787,8.04365236789,8.04365236789,8.04365236739,7.85115009029,7.6628173038,6.96591629528,7.14649291359,8.04365236745,8.04365236745,8.04365236739,8.04365236739,7.96377185229,8.04365236768,7.34838516671,8.04365236771,5.1129092770363,5.5436384506363,7.1421499615363,7.1217119343363,8.0452485810363,8.0452485814363,8.0452485814113,8.0452485814113,8.0452485813613,8.0452485814213,8.0452485814263,8.0452485814263,8.0452485813763,8.0452485813763,8.0452485813363,8.0452485811363,7.0451472112563,8.0452485815363,7.6168761082563,8.0452485810863,8.0452485810863,6.9645492330563,5.4544719232363,5.0154243019363,4.8463209701183,8.0500483910383,8.0500483910383,8.0500483909983,8.0500483909983,8.0500483909983,8.0500483910183,7.0553035275183,8.0500483910883,7.2362616591483,8.0500483909883,8.0500483909383,8.0500483909383,8.0500483912883,8.0500483907883,8.0500483907993,8.0500483908113,8.0500483908113,8.0500483907693,8.0500483907593,8.0500483907593,7.9666533944693,8.0500483907883,8.0500483907883,8.0500483907883,8.0500483907883,8.0500483907783,8.0500483907783,7.0958629387783,8.0500483906883,6.7436197015483,8.0500483910583,8.0500483910583,8.0500483910583,8.0500483909583,8.0500483909583,8.0500483910583,8.0500483911583,8.0500483906583,8.0500483908183,8.0500483908183,8.0500483906183,8.0500483908883,8.0500483908883,8.0500483907183,7.8777463688183,7.8802986308183,6.7355832436783,5.1217541286783
"t20",6.4943188658673,6.4943188658973,6.4943188658973,4.3744248046773,3.622134347,3.72668099419,3.72668099419,0,2.4372201015,2.43722010147,2.43722010147,2.2613369487,1.69839994908,1.33481043244,1.6543171298,5.03981464017,5.03981464033,5.03981464033,5.03981464057,5.03981464057,5.0398146405,5.0398146405,5.0398146405,6.46495720337,6.47733363237,5.95799442477,6.47733363207,6.47733363207,6.45161816796,6.36022183246,6.47733363206,6.47733363177,4.76770706313,4.26253010552,4.47593127152,6.47733363247,6.47733363247,6.47733363207,6.47733363207,6.47733363217,6.47733363217,4.78848970977,6.47733363207,6.47733363248,6.47733363248,6.47733363237,4.01205806167,4.3286433819,6.47733363241,6.47733363241,5.77756972105,6.47733363258,6.47733363258,6.47733363248,6.47733363248,6.4773336325,6.4773336325,6.477333632,6.2848313549,6.09649856841,5.39959755989,5.5801741782,6.47733363206,6.47733363206,6.477333632,6.477333632,6.3974531169,6.47733363229,5.78206643132,6.47733363232,3.5465905416463,3.9773197152463,5.5758312261463,5.5553931989463,6.4789298456463,6.4789298460463,6.4789298460213,6.4789298460213,6.4789298459713,6.4789298460313,6.4789298460363,6.4789298460363,6.4789298459863,6.4789298459863,6.4789298459463,6.4789298457463,5.4788284758663,6.4789298461463,6.0505573728663,6.4789298456963,6.4789298456963,5.3982304976663,3.8881531878463,3.4491055665463,3.2800022347283,6.4837296556483,6.4837296556483,6.4837296556083,6.4837296556083,6.4837296556083,6.4837296556283,5.4889847921283,6.4837296556983,5.6699429237583,6.4837296555983,6.4837296555483,6.4837296555483,6.4837296558983,6.4837296553983,6.4837296554093,6.4837296554213,6.4837296554213,6.4837296553793,6.4837296553693,6.4837296553693,6.4003346590793,6.4837296553983,6.4837296553983,6.4837296553983,6.4837296553983,6.4837296553883,6.4837296553883,5.5295442033883,6.4837296552983,5.1773009661583,6.4837296556683,6.4837296556683,6.4837296556683,6.4837296555683,6.4837296555683,6.4837296556683,6.4837296557683,6.4837296552683,6.4837296554283,6.4837296554283,6.4837296552283,6.4837296554983,6.4837296554983,6.4837296553283,6.3114276334283,6.3139798954283,5.1692645082883,3.5554353932883
"t69",8.0606376019673,8.0606376019973,8.0606376019973,5.9407435407773,5.1884530831,5.29299973029,5.29299973029,2.4372201015,0,1.35624815357,1.35624815357,1.1803650008,3.26471868518,2.90112916854,3.2206358659,6.60613337627,6.60613337643,6.60613337643,6.60613337667,6.60613337667,6.6061333766,6.6061333766,6.6061333766,8.03127593947,8.04365236847,7.52431316087,8.04365236817,8.04365236817,8.01793690406,7.92654056856,8.04365236816,8.04365236787,6.33402579923,5.82884884162,6.04225000762,8.04365236857,8.04365236857,8.04365236817,8.04365236817,8.04365236827,8.04365236827,6.35480844587,8.04365236817,8.04365236858,8.04365236858,8.04365236847,5.57837679777,5.894962118,8.04365236851,8.04365236851,7.34388845715,8.04365236868,8.04365236868,8.04365236858,8.04365236858,8.0436523686,8.0436523686,8.0436523681,7.851150091,7.66281730451,6.96591629599,7.1464929143,8.04365236816,8.04365236816,8.0436523681,8.0436523681,7.963771853,8.04365236839,7.34838516742,8.04365236842,5.1129092777463,5.5436384513463,7.1421499622463,7.1217119350463,8.0452485817463,8.0452485821463,8.0452485821213,8.0452485821213,8.0452485820713,8.0452485821313,8.0452485821363,8.0452485821363,8.0452485820863,8.0452485820863,8.0452485820463,8.0452485818463,7.0451472119663,8.0452485822463,7.6168761089663,8.0452485817963,8.0452485817963,6.9645492337663,5.4544719239463,5.0154243026463,4.8463209708283,8.0500483917483,8.0500483917483,8.0500483917083,8.0500483917083,8.0500483917083,8.0500483917283,7.0553035282283,8.0500483917983,7.2362616598583,8.0500483916983,8.0500483916483,8.0500483916483,8.0500483919983,8.0500483914983,8.0500483915093,8.0500483915213,8.0500483915213,8.0500483914793,8.0500483914693,8.0500483914693,7.9666533951793,8.0500483914983,8.0500483914983,8.0500483914983,8.0500483914983,8.0500483914883,8.0500483914883,7.0958629394883,8.0500483913983,6.7436197022583,8.0500483917683,8.0500483917683,8.0500483917683,8.0500483916683,8.0500483916683,8.0500483917683,8.0500483918683,8.0500483913683,8.0500483915283,8.0500483915283,8.0500483913283,8.0500483915983,8.0500483915983,8.0500483914283,7.8777463695283,7.8802986315283,6.7355832443883,5.1217541293883
"t97",8.0606376019373,8.0606376019673,8.0606376019673,5.9407435407473,5.18845308307,5.29299973026,5.29299973026,2.43722010147,1.35624815357,0,0.5102801706,0.39758707317,3.26471868515,2.90112916851,3.22063586587,6.60613337624,6.6061333764,6.6061333764,6.60613337664,6.60613337664,6.60613337657,6.60613337657,6.60613337657,8.03127593944,8.04365236844,7.52431316084,8.04365236814,8.04365236814,8.01793690403,7.92654056853,8.04365236813,8.04365236784,6.3340257992,5.82884884159,6.04225000759,8.04365236854,8.04365236854,8.04365236814,8.04365236814,8.04365236824,8.04365236824,6.35480844584,8.04365236814,8.04365236855,8.04365236855,8.04365236844,5.57837679774,5.89496211797,8.04365236848,8.04365236848,7.34388845712,8.04365236865,8.04365236865,8.04365236855,8.04365236855,8.04365236857,8.04365236857,8.04365236807,7.85115009097,7.66281730448,6.96591629596,7.14649291427,8.04365236813,8.04365236813,8.04365236807,8.04365236807,7.96377185297,8.04365236836,7.34838516739,8.04365236839,5.1129092777163,5.5436384513163,7.1421499622163,7.1217119350163,8.0452485817163,8.0452485821163,8.0452485820913,8.0452485820913,8.0452485820413,8.0452485821013,8.0452485821063,8.0452485821063,8.0452485820563,8.0452485820563,8.0452485820163,8.0452485818163,7.0451472119363,8.0452485822163,7.6168761089363,8.0452485817663,8.0452485817663,6.9645492337363,5.4544719239163,5.0154243026163,4.8463209707983,8.0500483917183,8.0500483917183,8.0500483916783,8.0500483916783,8.0500483916783,8.0500483916983,7.0553035281983,8.0500483917683,7.2362616598283,8.0500483916683,8.0500483916183,8.0500483916183,8.0500483919683,8.0500483914683,8.0500483914793,8.0500483914913,8.0500483914913,8.0500483914493,8.0500483914393,8.0500483914393,7.9666533951493,8.0500483914683,8.0500483914683,8.0500483914683,8.0500483914683,8.0500483914583,8.0500483914583,7.0958629394583,8.0500483913683,6.7436197022283,8.0500483917383,8.0500483917383,8.0500483917383,8.0500483916383,8.0500483916383,8.0500483917383,8.0500483918383,8.0500483913383,8.0500483914983,8.0500483914983,8.0500483912983,8.0500483915683,8.0500483915683,8.0500483913983,7.8777463694983,7.8802986314983,6.7355832443583,5.1217541293583
