"accepted_species","traits"
"t13",0
"t14",1
"t16",1
"t17",1
"t18",0
"t20",1
"t24",0
"t25",0
"t32",0
"t33",0
"t35",1
"t36",0
"t38",1
"t40",1
"t41",0
"t42",1
"t44",1
"t45",1
"t49",1
"t50",0
"t51",0
"t52",1
"t53",1
"t54",0
"t55",0
"t56",0
"t57",0
"t58",0
"t59",0
"t61",1
"t62",0
"t63",1
"t64",0
"t65",0
"t66",1
"t68",0
"t69",0
"t70",0
"t71",1
"t72",0
"t73",1
"t74",1
"t75",0
"t76",0
"t77",1
"t78",1
"t79",1
"t80",0
"t81",0
"t82",0
"t83",1
"t85",0
"t87",1
"t88",1
"t89",1
"t90",1
"t91",1
"t92",0
"t93",1
"t94",1
"t95",0
"t96",0
"t97",1
"t98",0
"t99",1
"t100",0
"t101",0
"t102",1
"t103",1
"t104",0
"t105",0
"t106",0
"t107",1
"t108",0
"t109",1
"t110",0
"t111",1
"t112",1
"t113",1
"t114",1
"t115",1
"t116",1
"t117",1
"t118",1
"t119",0
"t120",0
"t121",0
"t122",0
"t123",0
"t124",1
"t125",0
"t126",0
"t127",1
"t128",1
"t129",0
"t130",0
"t131",1
"t132",1
"t133",1
"t134",1
