"","t2","t30","t65","t66","t8","t67","t68","t34","t45","t46","t15","t77","t78","t70","t128","t129","t33","t83","t84","t69","t97","t98","t7","t18","t19","t93","t94","t80","t63","t64","t52","t53","t4","t5","t38","t39","t32","t11","t25","t113","t114","t36","t40","t41","t23","t28","t57","t58","t48","t49","t109","t110","t117","t118","t24","t16","t17","t22","t55","t115","t116","t76","t13","t14","t3","t21","t111","t112","t99","t100","t56","t9","t10","t27","t35","t122","t123","t89","t90","t6","t126","t127","t85","t59","t86","t103","t104","t72","t73","t43","t81","t105","t106","t54","t37","t42","t120","t121","t82","t1","t29","t31","t60","t61","t50","t51","t44","t12","t20","t101","t102","t71","t62","t47","t87","t88","t107","t108","t79","t26","t95","t96","t74","t75","t124","t125","t119","t91","t92"
"t2",0,4.9559569608,5.5405405811,5.08327952768,3.5622517748,5.5405405814,5.5405405814,5.3043230392,6.6789951042,6.6789951042,6.6789951035,6.6789951037,6.6789951037,6.6789951038,6.67899510378,6.67899510378,6.6789951036,6.678995103764,6.678995103764,6.264781064514,6.6789951037,6.6789951037,4.4779651802,5.85465479,6.6789951027,6.6789951028,6.6789951028,6.6789951028,6.678995103,6.678995103,6.67899510296,6.67899510296,5.13518348579,7.86990291729,7.90446697673,7.21277449317,7.90446697653,6.17579805273,6.60158003018,7.90446697699,7.90446697699,7.90446697663,7.90446697663,7.90446697663,7.44180755873,7.04820391105,7.90446697665,7.90446697665,7.90446697669,7.90446697669,7.90446697668,7.90446697668,7.90446697687,7.90446697687,6.68699428935,7.90446697653,7.90446697653,7.70342624731,7.90446697671,7.90446697679,7.90446697679,7.90446697671,7.90446697719,7.90446697719,6.16863253279,7.90446697655,7.90446697655,7.90446697655,7.90446697729,7.90446697729,7.90446697719,7.90446697669,5.797760028788,7.90446697729,7.53686527729,7.90446697689,7.90446697689,7.90446697689,7.81498941669,7.90446697639,7.90446697608,7.90446697608,7.77212015654,7.90446697614,7.90446697614,7.90446697604,7.90446697604,7.90446697614,7.90446697614,7.90446697604,7.90446697604,7.90446697604,7.90446697604,7.90446697604,7.44637248894,7.90446697614,7.90446697619,7.90446697619,7.77708674344,3.459828859394,8.9399156801,7.8646957832927,8.5388523388627,8.9399156797627,8.93991567978,8.90518827298,8.93991567979,7.694081028,8.9399156801,8.9399156793,8.9399156793,8.9399156793,8.9399156793,8.9399156793,8.9399156796,8.9399156796,8.9399156796,8.9399156796,8.9399156796,8.93991567922,8.93991567962,8.93991567962,8.93991567962,8.93991567962,8.93991567963,8.93991567963,8.93991567964,8.9399156796,8.9399156796
"t30",4.9559569608,0,1.7902485181,1.33298746468,3.9284177958,5.9067066024,5.9067066024,5.6704890602,8.341173693,8.341173693,8.3411736923,8.3411736925,8.3411736925,8.3411736926,8.34117369258,8.34117369258,8.3411736924,8.341173692564,8.341173692564,7.926959653314,8.3411736925,8.3411736925,6.140143769,7.5168333788,8.3411736915,8.3411736916,8.3411736916,8.3411736916,8.3411736918,8.3411736918,8.34117369176,8.34117369176,6.79736207459,9.53208150609,9.56664556553,8.87495308197,9.56664556533,7.83797664153,8.26375861898,9.56664556579,9.56664556579,9.56664556543,9.56664556543,9.56664556543,9.10398614753,8.71038249985,9.56664556545,9.56664556545,9.56664556549,9.56664556549,9.56664556548,9.56664556548,9.56664556567,9.56664556567,8.34917287815,9.56664556533,9.56664556533,9.36560483611,9.56664556551,9.56664556559,9.56664556559,9.56664556551,9.56664556599,9.56664556599,7.83081112159,9.56664556535,9.56664556535,9.56664556535,9.56664556609,9.56664556609,9.56664556599,9.56664556549,7.459938617588,9.56664556609,9.19904386609,9.56664556569,9.56664556569,9.56664556569,9.47716800549,9.56664556519,9.56664556488,9.56664556488,9.43429874534,9.56664556494,9.56664556494,9.56664556484,9.56664556484,9.56664556494,9.56664556494,9.56664556484,9.56664556484,9.56664556484,9.56664556484,9.56664556484,9.10855107774,9.56664556494,9.56664556499,9.56664556499,9.43926533224,5.122007448194,10.6020942689,9.5268743720927,10.2010309276627,10.6020942685627,10.60209426858,10.56736686178,10.60209426859,9.3562596168,10.6020942689,10.6020942681,10.6020942681,10.6020942681,10.6020942681,10.6020942681,10.6020942684,10.6020942684,10.6020942684,10.6020942684,10.6020942684,10.60209426802,10.60209426842,10.60209426842,10.60209426842,10.60209426842,10.60209426843,10.60209426843,10.60209426844,10.6020942684,10.6020942684
"t65",5.5405405811,1.7902485181,0,0.50606039458,4.5130014161,6.4912902227,6.4912902227,6.2550726805,8.9257573133,8.9257573133,8.9257573126,8.9257573128,8.9257573128,8.9257573129,8.92575731288,8.92575731288,8.9257573127,8.925757312864,8.925757312864,8.511543273614,8.9257573128,8.9257573128,6.7247273893,8.1014169991,8.9257573118,8.9257573119,8.9257573119,8.9257573119,8.9257573121,8.9257573121,8.92575731206,8.92575731206,7.38194569489,10.11666512639,10.15122918583,9.45953670227,10.15122918563,8.42256026183,8.84834223928,10.15122918609,10.15122918609,10.15122918573,10.15122918573,10.15122918573,9.68856976783,9.29496612015,10.15122918575,10.15122918575,10.15122918579,10.15122918579,10.15122918578,10.15122918578,10.15122918597,10.15122918597,8.93375649845,10.15122918563,10.15122918563,9.95018845641,10.15122918581,10.15122918589,10.15122918589,10.15122918581,10.15122918629,10.15122918629,8.41539474189,10.15122918565,10.15122918565,10.15122918565,10.15122918639,10.15122918639,10.15122918629,10.15122918579,8.044522237888,10.15122918639,9.78362748639,10.15122918599,10.15122918599,10.15122918599,10.06175162579,10.15122918549,10.15122918518,10.15122918518,10.01888236564,10.15122918524,10.15122918524,10.15122918514,10.15122918514,10.15122918524,10.15122918524,10.15122918514,10.15122918514,10.15122918514,10.15122918514,10.15122918514,9.69313469804,10.15122918524,10.15122918529,10.15122918529,10.02384895254,5.706591068494,11.1866778892,10.1114579923927,10.7856145479627,11.1866778888627,11.18667788888,11.15195048208,11.18667788889,9.9408432371,11.1866778892,11.1866778884,11.1866778884,11.1866778884,11.1866778884,11.1866778884,11.1866778887,11.1866778887,11.1866778887,11.1866778887,11.1866778887,11.18667788832,11.18667788872,11.18667788872,11.18667788872,11.18667788872,11.18667788873,11.18667788873,11.18667788874,11.1866778887,11.1866778887
"t66",5.08327952768,1.33298746468,0.50606039458,0,4.05574036268,6.03402916928,6.03402916928,5.79781162708,8.46849625988,8.46849625988,8.46849625918,8.46849625938,8.46849625938,8.46849625948,8.46849625946,8.46849625946,8.46849625928,8.468496259444,8.468496259444,8.054282220194,8.46849625938,8.46849625938,6.26746633588,7.64415594568,8.46849625838,8.46849625848,8.46849625848,8.46849625848,8.46849625868,8.46849625868,8.46849625864,8.46849625864,6.92468464147,9.65940407297,9.69396813241,9.00227564885,9.69396813221,7.96529920841,8.39108118586,9.69396813267,9.69396813267,9.69396813231,9.69396813231,9.69396813231,9.23130871441,8.83770506673,9.69396813233,9.69396813233,9.69396813237,9.69396813237,9.69396813236,9.69396813236,9.69396813255,9.69396813255,8.47649544503,9.69396813221,9.69396813221,9.49292740299,9.69396813239,9.69396813247,9.69396813247,9.69396813239,9.69396813287,9.69396813287,7.95813368847,9.69396813223,9.69396813223,9.69396813223,9.69396813297,9.69396813297,9.69396813287,9.69396813237,7.587261184468,9.69396813297,9.32636643297,9.69396813257,9.69396813257,9.69396813257,9.60449057237,9.69396813207,9.69396813176,9.69396813176,9.56162131222,9.69396813182,9.69396813182,9.69396813172,9.69396813172,9.69396813182,9.69396813182,9.69396813172,9.69396813172,9.69396813172,9.69396813172,9.69396813172,9.23587364462,9.69396813182,9.69396813187,9.69396813187,9.56658789912,5.249330015074,10.72941683578,9.6541969389727,10.3283534945427,10.7294168354427,10.72941683546,10.69468942866,10.72941683547,9.48358218368,10.72941683578,10.72941683498,10.72941683498,10.72941683498,10.72941683498,10.72941683498,10.72941683528,10.72941683528,10.72941683528,10.72941683528,10.72941683528,10.7294168349,10.7294168353,10.7294168353,10.7294168353,10.7294168353,10.72941683531,10.72941683531,10.72941683532,10.72941683528,10.72941683528
"t8",3.5622517748,3.9284177958,4.5130014161,4.05574036268,0,2.4633462664,2.4633462664,2.2271287242,6.947468507,6.947468507,6.9474685063,6.9474685065,6.9474685065,6.9474685066,6.94746850658,6.94746850658,6.9474685064,6.947468506564,6.947468506564,6.533254467314,6.9474685065,6.9474685065,4.746438583,6.1231281928,6.9474685055,6.9474685056,6.9474685056,6.9474685056,6.9474685058,6.9474685058,6.94746850576,6.94746850576,5.40365688859,8.13837632009,8.17294037953,7.48124789597,8.17294037933,6.44427145553,6.87005343298,8.17294037979,8.17294037979,8.17294037943,8.17294037943,8.17294037943,7.71028096153,7.31667731385,8.17294037945,8.17294037945,8.17294037949,8.17294037949,8.17294037948,8.17294037948,8.17294037967,8.17294037967,6.95546769215,8.17294037933,8.17294037933,7.97189965011,8.17294037951,8.17294037959,8.17294037959,8.17294037951,8.17294037999,8.17294037999,6.43710593559,8.17294037935,8.17294037935,8.17294037935,8.17294038009,8.17294038009,8.17294037999,8.17294037949,6.066233431588,8.17294038009,7.80533868009,8.17294037969,8.17294037969,8.17294037969,8.08346281949,8.17294037919,8.17294037888,8.17294037888,8.04059355934,8.17294037894,8.17294037894,8.17294037884,8.17294037884,8.17294037894,8.17294037894,8.17294037884,8.17294037884,8.17294037884,8.17294037884,8.17294037884,7.71484589174,8.17294037894,8.17294037899,8.17294037899,8.04556014624,3.728302262194,9.2083890829,8.1331691860927,8.8073257416627,9.2083890825627,9.20838908258,9.17366167578,9.20838908259,7.9625544308,9.2083890829,9.2083890821,9.2083890821,9.2083890821,9.2083890821,9.2083890821,9.2083890824,9.2083890824,9.2083890824,9.2083890824,9.2083890824,9.20838908202,9.20838908242,9.20838908242,9.20838908242,9.20838908242,9.20838908243,9.20838908243,9.20838908244,9.2083890824,9.2083890824
"t67",5.5405405814,5.9067066024,6.4912902227,6.03402916928,2.4633462664,0,0.8839470966,1.6535414088,8.9257573136,8.9257573136,8.9257573129,8.9257573131,8.9257573131,8.9257573132,8.92575731318,8.92575731318,8.925757313,8.925757313164,8.925757313164,8.511543273914,8.9257573131,8.9257573131,6.7247273896,8.1014169994,8.9257573121,8.9257573122,8.9257573122,8.9257573122,8.9257573124,8.9257573124,8.92575731236,8.92575731236,7.38194569519,10.11666512669,10.15122918613,9.45953670257,10.15122918593,8.42256026213,8.84834223958,10.15122918639,10.15122918639,10.15122918603,10.15122918603,10.15122918603,9.68856976813,9.29496612045,10.15122918605,10.15122918605,10.15122918609,10.15122918609,10.15122918608,10.15122918608,10.15122918627,10.15122918627,8.93375649875,10.15122918593,10.15122918593,9.95018845671,10.15122918611,10.15122918619,10.15122918619,10.15122918611,10.15122918659,10.15122918659,8.41539474219,10.15122918595,10.15122918595,10.15122918595,10.15122918669,10.15122918669,10.15122918659,10.15122918609,8.044522238188,10.15122918669,9.78362748669,10.15122918629,10.15122918629,10.15122918629,10.06175162609,10.15122918579,10.15122918548,10.15122918548,10.01888236594,10.15122918554,10.15122918554,10.15122918544,10.15122918544,10.15122918554,10.15122918554,10.15122918544,10.15122918544,10.15122918544,10.15122918544,10.15122918544,9.69313469834,10.15122918554,10.15122918559,10.15122918559,10.02384895284,5.706591068794,11.1866778895,10.1114579926927,10.7856145482627,11.1866778891627,11.18667788918,11.15195048238,11.18667788919,9.9408432374,11.1866778895,11.1866778887,11.1866778887,11.1866778887,11.1866778887,11.1866778887,11.186677889,11.186677889,11.186677889,11.186677889,11.186677889,11.18667788862,11.18667788902,11.18667788902,11.18667788902,11.18667788902,11.18667788903,11.18667788903,11.18667788904,11.186677889,11.186677889
"t68",5.5405405814,5.9067066024,6.4912902227,6.03402916928,2.4633462664,0.8839470966,0,1.6535414088,8.9257573136,8.9257573136,8.9257573129,8.9257573131,8.9257573131,8.9257573132,8.92575731318,8.92575731318,8.925757313,8.925757313164,8.925757313164,8.511543273914,8.9257573131,8.9257573131,6.7247273896,8.1014169994,8.9257573121,8.9257573122,8.9257573122,8.9257573122,8.9257573124,8.9257573124,8.92575731236,8.92575731236,7.38194569519,10.11666512669,10.15122918613,9.45953670257,10.15122918593,8.42256026213,8.84834223958,10.15122918639,10.15122918639,10.15122918603,10.15122918603,10.15122918603,9.68856976813,9.29496612045,10.15122918605,10.15122918605,10.15122918609,10.15122918609,10.15122918608,10.15122918608,10.15122918627,10.15122918627,8.93375649875,10.15122918593,10.15122918593,9.95018845671,10.15122918611,10.15122918619,10.15122918619,10.15122918611,10.15122918659,10.15122918659,8.41539474219,10.15122918595,10.15122918595,10.15122918595,10.15122918669,10.15122918669,10.15122918659,10.15122918609,8.044522238188,10.15122918669,9.78362748669,10.15122918629,10.15122918629,10.15122918629,10.06175162609,10.15122918579,10.15122918548,10.15122918548,10.01888236594,10.15122918554,10.15122918554,10.15122918544,10.15122918544,10.15122918554,10.15122918554,10.15122918544,10.15122918544,10.15122918544,10.15122918544,10.15122918544,9.69313469834,10.15122918554,10.15122918559,10.15122918559,10.02384895284,5.706591068794,11.1866778895,10.1114579926927,10.7856145482627,11.1866778891627,11.18667788918,11.15195048238,11.18667788919,9.9408432374,11.1866778895,11.1866778887,11.1866778887,11.1866778887,11.1866778887,11.1866778887,11.186677889,11.186677889,11.186677889,11.186677889,11.186677889,11.18667788862,11.18667788902,11.18667788902,11.18667788902,11.18667788902,11.18667788903,11.18667788903,11.18667788904,11.186677889,11.186677889
"t34",5.3043230392,5.6704890602,6.2550726805,5.79781162708,2.2271287242,1.6535414088,1.6535414088,0,8.6895397714,8.6895397714,8.6895397707,8.6895397709,8.6895397709,8.689539771,8.68953977098,8.68953977098,8.6895397708,8.689539770964,8.689539770964,8.275325731714,8.6895397709,8.6895397709,6.4885098474,7.8651994572,8.6895397699,8.68953977,8.68953977,8.68953977,8.6895397702,8.6895397702,8.68953977016,8.68953977016,7.14572815299,9.88044758449,9.91501164393,9.22331916037,9.91501164373,8.18634271993,8.61212469738,9.91501164419,9.91501164419,9.91501164383,9.91501164383,9.91501164383,9.45235222593,9.05874857825,9.91501164385,9.91501164385,9.91501164389,9.91501164389,9.91501164388,9.91501164388,9.91501164407,9.91501164407,8.69753895655,9.91501164373,9.91501164373,9.71397091451,9.91501164391,9.91501164399,9.91501164399,9.91501164391,9.91501164439,9.91501164439,8.17917719999,9.91501164375,9.91501164375,9.91501164375,9.91501164449,9.91501164449,9.91501164439,9.91501164389,7.808304695988,9.91501164449,9.54740994449,9.91501164409,9.91501164409,9.91501164409,9.82553408389,9.91501164359,9.91501164328,9.91501164328,9.78266482374,9.91501164334,9.91501164334,9.91501164324,9.91501164324,9.91501164334,9.91501164334,9.91501164324,9.91501164324,9.91501164324,9.91501164324,9.91501164324,9.45691715614,9.91501164334,9.91501164339,9.91501164339,9.78763141064,5.470373526594,10.9504603473,9.8752404504927,10.5493970060627,10.9504603469627,10.95046034698,10.91573294018,10.95046034699,9.7046256952,10.9504603473,10.9504603465,10.9504603465,10.9504603465,10.9504603465,10.9504603465,10.9504603468,10.9504603468,10.9504603468,10.9504603468,10.9504603468,10.95046034642,10.95046034682,10.95046034682,10.95046034682,10.95046034682,10.95046034683,10.95046034683,10.95046034684,10.9504603468,10.9504603468
"t45",6.6789951042,8.341173693,8.9257573133,8.46849625988,6.947468507,8.9257573136,8.9257573136,8.6895397714,0,1.306613659,4.9956414103,4.9956414105,4.9956414105,4.9956414106,4.99564141058,4.99564141058,4.9956414104,4.995641410564,4.995641410564,4.581427371314,4.9956414105,4.9956414105,2.794611487,6.4533102868,7.2776505995,7.2776505996,7.2776505996,7.2776505996,7.2776505998,7.2776505998,7.27765059976,7.27765059976,7.38194569579,10.11666512729,10.15122918673,9.45953670317,10.15122918653,8.42256026273,8.84834224018,10.15122918699,10.15122918699,10.15122918663,10.15122918663,10.15122918663,9.68856976873,9.29496612105,10.15122918665,10.15122918665,10.15122918669,10.15122918669,10.15122918668,10.15122918668,10.15122918687,10.15122918687,8.93375649935,10.15122918653,10.15122918653,9.95018845731,10.15122918671,10.15122918679,10.15122918679,10.15122918671,10.15122918719,10.15122918719,8.41539474279,10.15122918655,10.15122918655,10.15122918655,10.15122918729,10.15122918729,10.15122918719,10.15122918669,8.044522238788,10.15122918729,9.78362748729,10.15122918689,10.15122918689,10.15122918689,10.06175162669,10.15122918639,10.15122918608,10.15122918608,10.01888236654,10.15122918614,10.15122918614,10.15122918604,10.15122918604,10.15122918614,10.15122918614,10.15122918604,10.15122918604,10.15122918604,10.15122918604,10.15122918604,9.69313469894,10.15122918614,10.15122918619,10.15122918619,10.02384895344,5.706591069394,11.1866778901,10.1114579932927,10.7856145488627,11.1866778897627,11.18667788978,11.15195048298,11.18667788979,9.940843238,11.1866778901,11.1866778893,11.1866778893,11.1866778893,11.1866778893,11.1866778893,11.1866778896,11.1866778896,11.1866778896,11.1866778896,11.1866778896,11.18667788922,11.18667788962,11.18667788962,11.18667788962,11.18667788962,11.18667788963,11.18667788963,11.18667788964,11.1866778896,11.1866778896
"t46",6.6789951042,8.341173693,8.9257573133,8.46849625988,6.947468507,8.9257573136,8.9257573136,8.6895397714,1.306613659,0,4.9956414103,4.9956414105,4.9956414105,4.9956414106,4.99564141058,4.99564141058,4.9956414104,4.995641410564,4.995641410564,4.581427371314,4.9956414105,4.9956414105,2.794611487,6.4533102868,7.2776505995,7.2776505996,7.2776505996,7.2776505996,7.2776505998,7.2776505998,7.27765059976,7.27765059976,7.38194569579,10.11666512729,10.15122918673,9.45953670317,10.15122918653,8.42256026273,8.84834224018,10.15122918699,10.15122918699,10.15122918663,10.15122918663,10.15122918663,9.68856976873,9.29496612105,10.15122918665,10.15122918665,10.15122918669,10.15122918669,10.15122918668,10.15122918668,10.15122918687,10.15122918687,8.93375649935,10.15122918653,10.15122918653,9.95018845731,10.15122918671,10.15122918679,10.15122918679,10.15122918671,10.15122918719,10.15122918719,8.41539474279,10.15122918655,10.15122918655,10.15122918655,10.15122918729,10.15122918729,10.15122918719,10.15122918669,8.044522238788,10.15122918729,9.78362748729,10.15122918689,10.15122918689,10.15122918689,10.06175162669,10.15122918639,10.15122918608,10.15122918608,10.01888236654,10.15122918614,10.15122918614,10.15122918604,10.15122918604,10.15122918614,10.15122918614,10.15122918604,10.15122918604,10.15122918604,10.15122918604,10.15122918604,9.69313469894,10.15122918614,10.15122918619,10.15122918619,10.02384895344,5.706591069394,11.1866778901,10.1114579932927,10.7856145488627,11.1866778897627,11.18667788978,11.15195048298,11.18667788979,9.940843238,11.1866778901,11.1866778893,11.1866778893,11.1866778893,11.1866778893,11.1866778893,11.1866778896,11.1866778896,11.1866778896,11.1866778896,11.1866778896,11.18667788922,11.18667788962,11.18667788962,11.18667788962,11.18667788962,11.18667788963,11.18667788963,11.18667788964,11.1866778896,11.1866778896
