accepted_species,estimate
t34,-1.0074789735638985
t60,-1.0194289114418587
t61,-1.0194289114418584
t30,-0.9920501215834308
t69,-1.1618156279764995
t70,-1.1618156279765
t52,-1.188591475476774
t82,-1.2113835262935009
t83,-1.2113835262935009
t65,-1.205914996601121
