accepted_species,estimate
Galium_murale,-0.45414376712553445
Galium_nuttallii,-0.49714108557891784
Galium_odoratum,-0.5065987696139129
Galium_spurium,-0.4935861154331263
Nertera_dichondrifolia,-0.7786216094764682
Nertera_granadensis,-0.7516832058426774
Richardia_stellaris,-0.46492479104568
Rubia_peregrina,-0.30021840031936403
Spermacoce_brachystema,-0.4128438468993703
Spermacoce_leptoloba,-0.5547506799991981
