accepted_species,estimate
t76,2.2264996
t88,0.4399968
t4,-0.003749907
t22,0.1915528
t51,0.21684588
t12,-1.2811947
t46,-0.9052511
t7,-0.8475293
t55,-1.1189532
t42,1.0685897
