,0,1,2,3,4,5,6,7,8,9,10,11
t41,9.186299,-0.5480319,9.458718,-4.0227327,38.895798,-4.7418513,-4.7349925,-2.4143016,-2.6251457,28.663828,-3.934097,-0.040811818
t71,9.20575,-0.6129203,9.446189,-4.034874,38.633266,-4.701632,-4.6759973,-2.4418745,-2.5464027,28.692572,-3.9597251,-0.09044237
t111,9.60211,-0.63981295,9.271928,-4.089346,38.84923,-4.7446976,-4.6982384,-2.4182446,-2.5553803,28.553131,-3.9216359,-0.16898622
t112,9.605397,-0.63281983,9.273242,-4.091617,38.860832,-4.7477226,-4.698016,-2.4116454,-2.551072,28.550642,-3.9268055,-0.16410416
t103,9.597512,-0.62366706,9.311879,-4.082375,38.8053,-4.7488008,-4.7058635,-2.425735,-2.5428438,28.563337,-3.934425,-0.1597907
t64,9.249554,-0.6165077,9.449595,-4.0115304,38.70674,-4.762189,-4.6770697,-2.3839855,-2.5492961,28.96638,-3.9715214,-0.061522003
t56,8.945235,-0.38246164,10.226917,-3.7441728,37.93299,-5.1518645,-5.2215686,-2.5777743,-2.4562535,28.971128,-4.318748,2.3574085
t57,9.147397,-0.39428356,10.120421,-3.721459,38.071182,-5.2407146,-5.2282825,-2.5258486,-2.4696836,29.098093,-4.3366537,2.1303644
t52,9.015103,-0.41224548,9.969974,-3.7296033,37.78891,-5.198144,-5.176877,-2.5288436,-2.3956468,29.07421,-4.282047,2.401003
t72,9.149811,-0.3037914,10.492765,-3.8016052,37.141087,-5.2873087,-4.9869094,-2.465018,-2.3977964,28.997557,-4.2883945,2.455597
t73,9.067774,-0.29194754,10.519119,-3.7995613,37.37572,-5.311821,-5.0109897,-2.4574604,-2.4409378,28.990107,-4.280122,2.376073
t68,9.126435,-0.30381668,10.55144,-3.8210275,37.327717,-5.2673116,-5.026748,-2.4848366,-2.4607046,28.936213,-4.2786274,2.3760781
t17,8.152097,-0.4886511,9.399943,-3.475443,35.88059,-4.5455966,-4.682095,-2.3714674,-2.3425016,26.944025,-3.8736477,1.5601649
t18,7.407977,-0.55764306,9.000974,-3.2957706,34.09163,-4.189168,-4.339221,-2.3186185,-2.210636,25.145449,-3.5544567,1.2021685
t25,8.879369,-0.143591,9.384237,-3.5540414,37.699394,-5.7633424,-5.224578,-2.1372228,-2.6311023,29.715803,-4.2305393,3.4767604
t60,8.71854,-0.16485946,9.518282,-3.557413,37.990307,-5.5432663,-5.0994344,-2.225999,-2.5874693,29.350819,-4.2761707,3.0803695
t61,8.640502,-0.14629467,9.783954,-3.580661,37.980003,-5.513551,-5.098202,-2.2568243,-2.562582,29.278131,-4.259134,2.985345
t39,8.576427,-0.2181816,9.683627,-3.5186498,37.770504,-5.810119,-5.178922,-2.2379804,-2.6512253,29.694199,-4.188301,2.6714454
t127,8.85386,-0.1769613,9.482052,-3.542154,37.647545,-5.800962,-5.1295323,-2.176282,-2.599251,29.576895,-4.196589,2.385406
t128,8.853559,-0.1772577,9.483141,-3.542331,37.649906,-5.80115,-5.1301374,-2.176719,-2.5992248,29.580614,-4.196802,2.385044
t13,9.531703,1.1538492,10.268547,-3.539128,37.156757,-6.027372,-5.71666,-2.3314035,-2.7160764,30.20159,-4.531053,3.612605
t43,8.986821,0.70556796,10.630312,-3.438521,36.66239,-5.870805,-5.578792,-2.400624,-2.644158,30.48321,-4.520867,3.3081079
t44,9.059648,0.4857255,10.50921,-3.460159,36.79598,-5.8165536,-5.558161,-2.448845,-2.627759,30.2732,-4.544156,3.019754
t8,6.5468884,0.17500173,9.013278,-2.8393927,31.18327,-4.7543774,-4.39419,-1.9867661,-2.338322,23.648653,-3.6961648,2.9639792
t42,8.002166,-0.09022253,10.001203,-3.250927,36.81706,-5.754645,-4.939751,-1.9824898,-2.6152947,29.567888,-4.636553,4.9951663
t116,7.9444346,-0.2181298,9.849472,-3.2684472,36.646175,-5.6381507,-4.7972226,-1.9973993,-2.5953643,29.243366,-4.531778,4.7405076
t123,7.9281116,-0.22291648,9.85706,-3.2626672,36.649742,-5.636806,-4.796161,-2.0006802,-2.6037033,29.213346,-4.5236926,4.714934
t124,7.9441648,-0.22080182,9.846868,-3.2611222,36.637524,-5.638835,-4.798791,-2.0000699,-2.602785,29.207388,-4.5266967,4.708223
t91,7.978696,-0.2238078,9.812485,-3.2622163,36.6152,-5.6439404,-4.793668,-1.9832195,-2.6030624,29.214537,-4.51921,4.6986666
t96,8.0216055,-0.1116534,9.888303,-3.2815423,37.045578,-5.6838756,-4.9023695,-1.9788421,-2.6361167,29.326014,-4.679016,4.92323
t97,8.03523,-0.10364187,9.889094,-3.2764027,36.991695,-5.665803,-4.9011555,-1.9748433,-2.629146,29.325243,-4.6827474,4.9483595
t108,8.779651,2.8853297,10.06579,-3.7091374,37.028664,-6.1339955,-5.710671,-2.4700944,-2.651654,30.253733,-4.7243514,4.025282
t109,8.812506,2.89159,10.083987,-3.7076333,37.044624,-6.1407046,-5.725968,-2.4808927,-2.65535,30.236017,-4.728065,4.027946
t110,8.844668,2.885913,10.047422,-3.7100334,37.068233,-6.140941,-5.7230473,-2.4759943,-2.6621428,30.18787,-4.727329,4.0184817
t29,8.700021,2.9991217,10.464717,-3.6232796,37.06657,-6.28118,-5.8011312,-2.4342544,-2.7090795,30.80548,-4.7434683,3.9749503
t22,8.775813,2.768692,10.4819145,-3.6854799,37.67262,-6.2146907,-5.942858,-2.4270284,-2.8145373,31.558365,-4.87556,5.356913
t16,2.0710313,20.14525,21.087343,-3.197152,22.752357,-8.113917,-5.601896,-1.9321645,-2.5372355,39.421665,-5.7844687,11.395523
t35,-0.06147575,19.441341,20.69454,-2.9936984,18.439436,-7.184298,-4.7435813,-1.7620171,-2.1764781,35.70492,-5.115852,10.55044
t88,0.1707075,20.882153,21.921068,-3.3064702,20.472227,-7.82361,-5.203115,-1.8538636,-2.3687983,38.80189,-5.658836,11.526152
t94,0.22324827,20.797216,21.89912,-3.299736,20.563314,-7.83583,-5.2149444,-1.8562046,-2.3908687,38.879898,-5.672842,11.559519
t95,0.13776806,20.881739,21.955252,-3.300457,20.498777,-7.838137,-5.2148137,-1.8733406,-2.378908,38.838238,-5.6702886,11.588852
t87,0.22338393,21.044802,21.966896,-3.2926843,20.563747,-7.852414,-5.2410583,-1.8570555,-2.395852,38.829487,-5.6701508,11.505486
t125,0.27601936,20.777334,21.784967,-3.2802734,20.7077,-7.8567996,-5.2185555,-1.8374611,-2.358487,38.988293,-5.611891,11.852573
t126,0.2760842,20.78946,21.784306,-3.2824676,20.728464,-7.854314,-5.2187314,-1.8355078,-2.3628595,38.99177,-5.6118073,11.853447
t48,0.5728662,20.978807,21.611761,-3.3120897,20.660542,-7.912983,-5.2434955,-1.8140103,-2.4248607,38.751244,-5.6547103,11.574683
t76,0.8796742,20.6469,21.567928,-3.2553627,20.926798,-7.8487253,-5.2173615,-1.8187586,-2.4100375,38.884197,-5.704803,11.281018
t77,0.974159,20.62426,21.385967,-3.2915714,20.878244,-7.8285837,-5.204527,-1.7973311,-2.3979354,38.797787,-5.7182384,11.448524
t12,1.5161245,20.59552,20.956697,-3.2593358,23.20883,-8.256469,-5.671867,-2.0464256,-2.4620883,39.313904,-5.726859,11.686542
t104,2.357639,19.833473,18.919775,-3.080454,23.63451,-7.858275,-5.553237,-1.6738636,-2.550079,38.64988,-6.1003566,12.0713415
t105,2.3363054,19.87137,18.93514,-3.0779707,23.66389,-7.853315,-5.567577,-1.686092,-2.5488355,38.680916,-6.0995855,12.087582
t49,2.120927,19.86957,19.192146,-3.0746279,23.512127,-7.88967,-5.5704856,-1.7591441,-2.5475996,38.52928,-6.0172653,11.839628
t55,1.30567,20.20516,19.871107,-2.7168262,22.67667,-8.353283,-5.7402387,-1.8121659,-2.4066422,39.005474,-6.0447674,12.892948
t119,0.8782933,20.120893,19.892717,-2.7488062,22.329481,-8.408775,-5.7052255,-1.8284632,-2.39357,39.030106,-5.920635,12.666998
t120,0.88099027,20.084976,19.861452,-2.747829,22.318247,-8.413711,-5.7039638,-1.8205864,-2.395936,39.04832,-5.909759,12.650593
t115,0.8516295,20.054771,19.901682,-2.7394347,22.354282,-8.406796,-5.7040496,-1.825446,-2.3981671,39.073242,-5.910119,12.647396
t69,0.44505432,18.812098,19.141687,-2.5202339,21.310604,-7.7249618,-5.2595935,-1.704283,-2.2952514,36.653137,-5.5625677,11.981507
t70,1.0537302,19.631195,19.734295,-2.6929965,23.136656,-8.199003,-5.6283226,-1.7378911,-2.4712684,38.924297,-5.9612155,12.592661
t27,0.99155545,19.89868,19.950212,-2.7435305,22.623522,-8.287944,-5.580141,-1.8343947,-2.4228485,38.639175,-5.946658,12.39226
t101,1.8531473,20.54666,19.676258,-2.7636626,22.778503,-8.198218,-5.5884438,-1.6846977,-2.5121722,37.91145,-6.0448976,12.135958
t102,1.7631052,20.571058,19.741138,-2.7599883,22.829935,-8.214072,-5.5931373,-1.699424,-2.5137064,37.960373,-6.0301285,12.138835
t11,-0.07303395,16.073494,16.619375,-2.1441114,16.623035,-6.1847115,-4.1538444,-1.52332,-1.8587435,29.701778,-4.3917613,9.099367
t7,-0.052559085,14.6430025,15.335893,-1.984894,15.257268,-5.5845184,-3.7863076,-1.3996761,-1.7013578,27.17505,-3.9359524,8.340694
t117,3.0670836,20.582819,19.008974,-3.0486553,25.499678,-8.081637,-6.0617237,-2.0039678,-2.5634172,38.157497,-5.712805,12.488974
t118,3.0535486,20.622587,19.04643,-3.0499055,25.51532,-8.085014,-6.0651546,-2.0078552,-2.5640466,38.180347,-5.71825,12.462639
t65,2.9283612,20.490198,19.017294,-3.0467005,25.134851,-8.003664,-5.991218,-1.9956273,-2.5481584,38.024582,-5.6922417,12.229225
t54,3.2195604,20.650614,18.907501,-3.113073,25.545567,-8.094661,-6.038351,-1.9885368,-2.5713348,38.117832,-5.7963805,12.377759
t23,2.2152145,17.619415,17.23699,-2.7197692,21.697237,-7.1609683,-5.2643876,-1.6370897,-2.2677686,34.94123,-5.0720325,11.311323
t24,1.3526232,16.805902,16.627634,-2.4816072,19.814299,-6.6510935,-4.8244414,-1.5621797,-2.0993483,32.662403,-4.679032,10.531046
t36,2.4675024,18.047108,17.751177,-2.9289565,23.448643,-7.469327,-5.531738,-1.7295929,-2.3966062,36.439865,-5.2299304,11.523685
t37,3.2011044,19.122175,18.61522,-3.1984046,25.727434,-8.037624,-6.012335,-1.8658565,-2.5845249,38.951576,-5.624942,12.198974
t4,11.930605,13.514824,9.680594,-2.8057246,26.370886,-7.2745547,-5.6424074,-0.8464681,-2.25335,29.099222,-5.513568,7.649362
t46,18.994936,20.439243,11.514778,-3.8302605,35.687687,-9.439341,-7.652795,-0.9762893,-2.592097,36.93694,-7.8182425,9.328561
t47,19.498272,20.515268,11.295819,-3.8917294,35.96282,-9.569824,-7.7417903,-0.9108143,-2.6452396,37.406826,-7.929542,9.439835
t92,23.211805,22.095934,10.220565,-3.7766206,36.522884,-9.954295,-8.059257,-0.80968827,-2.6970797,35.49868,-8.298432,7.963427
t93,23.434546,22.268732,10.29321,-3.8335702,36.93663,-10.075933,-8.147953,-0.8198029,-2.724901,35.884834,-8.401041,8.142139
t53,23.543213,22.32268,10.271888,-3.8781674,36.802395,-10.071611,-8.116341,-0.7620059,-2.7448196,36.016403,-8.403469,8.15634
t50,23.696388,22.75234,10.339589,-3.9957242,36.93299,-9.93236,-8.062874,-0.79692346,-2.59629,36.00917,-8.393572,7.2949443
t51,23.199774,23.118803,10.698289,-4.021199,36.734196,-9.95873,-8.047829,-0.8700121,-2.5678167,36.145836,-8.3418455,7.2624593
t38,23.621462,22.50369,10.13971,-3.978484,36.81688,-9.992281,-8.03227,-0.7662863,-2.6187968,35.995018,-8.38066,7.346949
t113,23.823757,22.243265,10.248144,-4.1001167,36.99071,-10.026459,-8.02142,-0.8255907,-2.576872,36.17661,-8.385138,6.830174
t114,23.770258,22.252417,10.308264,-4.095078,37.014767,-10.029055,-8.02325,-0.8340042,-2.5827453,36.20362,-8.383304,6.811336
t9,17.561472,17.913643,10.20103,-3.3314743,31.479275,-8.619091,-6.857734,-0.85839397,-2.490336,32.269657,-6.9985375,7.6878347
t66,16.288237,18.562569,10.9344015,-3.64315,35.598656,-9.882833,-8.092227,-1.4103802,-3.221738,37.587467,-7.3815837,12.375278
t67,16.308535,18.628607,10.980742,-3.663683,35.871845,-9.921379,-8.134861,-1.4311907,-3.2310388,37.967636,-7.411674,12.544202
t33,15.174775,17.626892,10.363073,-3.3763428,33.408314,-9.312988,-7.6167865,-1.3015957,-3.04829,35.316795,-6.900088,11.522985
t32,15.250873,17.560507,10.311291,-3.3928154,33.467545,-9.326712,-7.628334,-1.292641,-3.042605,35.42099,-6.8875575,11.485958
t30,15.024323,17.44301,10.256813,-3.3582864,33.235188,-9.22786,-7.55786,-1.2794548,-3.0343885,35.18867,-6.835798,11.481367
t85,14.920011,19.233974,12.626411,-3.8204763,36.639557,-8.928531,-7.442005,-1.0121849,-3.1427844,38.359955,-7.6909175,13.006683
t86,14.944348,19.204393,12.634902,-3.8185997,36.684006,-8.977753,-7.4362793,-1.0063262,-3.1461895,38.445774,-7.692698,12.811039
t83,15.523393,17.695618,11.278077,-3.663789,35.38615,-9.1739435,-7.5947304,-0.95227253,-3.1600478,37.82151,-7.917157,13.3246765
t84,15.474046,17.745213,11.228169,-3.6454613,35.478424,-9.179852,-7.5969367,-0.9255884,-3.2028637,37.898987,-7.903486,13.331331
t14,13.194229,16.038393,10.040016,-2.9998815,29.914167,-7.950165,-6.492597,-0.7694574,-2.793534,32.12305,-6.810177,11.313127
t81,16.401577,18.518705,11.297413,-3.5984719,35.19354,-9.253642,-7.606566,-0.8202737,-3.2020047,37.911522,-8.119511,13.243378
t82,16.413301,18.57807,11.509773,-3.613086,35.322113,-9.291277,-7.642367,-0.839961,-3.193829,38.09995,-8.112609,13.125623
t40,15.985063,18.466986,11.839971,-3.5573487,35.40144,-9.239893,-7.671992,-0.9860601,-3.2077656,37.926834,-8.089395,13.085782
