"","t1","t2","t3","t5","t26","t89","t90","t28","t21","t15","t74","t75","t6","t19","t20","t10","t98","t99","t106","t107","t80","t78","t79","t31","t62","t63","t100","t121","t122","t58","t59","t45","t34","t41","t71","t111","t112","t103","t64","t56","t57","t52","t72","t73","t68","t17","t18","t25","t60","t61","t39","t127","t128","t13","t43","t44","t8","t42","t116","t123","t124","t91","t96","t97","t108","t109","t110","t29","t22","t16","t35","t88","t94","t95","t87","t125","t126","t48","t76","t77","t12","t104","t105","t49","t55","t119","t120","t115","t69","t70","t27","t101","t102","t11","t7","t117","t118","t65","t54","t23","t24","t36","t37","t4","t46","t47","t92","t93","t53","t50","t51","t38","t113","t114","t9","t66","t67","t33","t32","t30","t85","t86","t83","t84","t14","t81","t82","t40"
"t1",0,3.4359809941,3.6089250638,4.4440808076,7.2573142923,7.2573142923,7.2573142923,7.2573142923,7.2573142921,6.2639971398,7.2573142932,7.2573142932,4.8012511352,5.82861738021,7.257314293,7.07601353051,7.25731429241,7.25731429241,7.25731429231,7.25731429231,7.25731429231,7.25731429231,7.25731429231,7.25731429241,7.25731429241,7.25731429241,7.25731429251,7.25731429251,7.25731429251,7.25731429192,7.25731429192,7.25731429197,7.25731429187,7.25731429187,7.2573142919,7.25731429189,7.25731429189,7.2573142919,7.25731429197,7.25731429181,7.25731429181,7.25731429177,7.25731429257,7.25731429257,7.25731429257,6.72440896277,6.36289470077,7.25731429277,7.25731429227,7.25731429227,7.25731429227,7.257314292222,7.257314292222,7.25731429197,7.25731429197,7.25731429197,6.00332655177,7.25731429257,7.25731429251,7.25731429251,7.25731429251,7.25731429254,7.25731429254,7.25731429254,7.25731429191,7.25731429194,7.25731429194,7.25731429201,7.25731429201,7.2573142928,6.6302023771,7.257314292537,7.257314292597,7.257314292597,7.25731429258,7.25731429262,7.25731429262,7.2573142926,7.2573142926,7.2573142926,7.2573142929,7.25731429236,7.25731429236,7.25731429226,7.25731429236,7.25731429236,7.25731429236,7.25731429237,6.8296015489,7.25731429236,7.25731429236,7.25731429206,7.25731429206,5.43100277706,4.85215165156,7.25731429237,7.25731429237,7.19811106475,7.2573142924,6.42119008381,5.961664265269,6.7403612704,7.2573142924,5.0938815999,7.14621018,7.2573142931,7.1622991532,7.2573142933,7.2573142933,7.2573142933,7.2573142933,7.2573142933,7.25731429325,7.25731429325,6.192653636,7.20890706841,7.25731429271,6.69767385251,6.71365304766,6.6487241282,7.2573142927,7.2573142927,7.2573142927,7.2573142927,6.02562902534,7.25731429264,7.25731429264,7.25731429274
"t2",3.4359809941,0,3.4828958137,4.3180515575,7.1312850422,7.1312850422,7.1312850422,7.1312850422,7.131285042,6.1379678897,7.1312850431,7.1312850431,4.6752218851,5.70258813011,7.1312850429,6.94998428041,7.13128504231,7.13128504231,7.13128504221,7.13128504221,7.13128504221,7.13128504221,7.13128504221,7.13128504231,7.13128504231,7.13128504231,7.13128504241,7.13128504241,7.13128504241,7.13128504182,7.13128504182,7.13128504187,7.13128504177,7.13128504177,7.1312850418,7.13128504179,7.13128504179,7.1312850418,7.13128504187,7.13128504171,7.13128504171,7.13128504167,7.13128504247,7.13128504247,7.13128504247,6.59837971267,6.23686545067,7.13128504267,7.13128504217,7.13128504217,7.13128504217,7.131285042122,7.131285042122,7.13128504187,7.13128504187,7.13128504187,5.87729730167,7.13128504247,7.13128504241,7.13128504241,7.13128504241,7.13128504244,7.13128504244,7.13128504244,7.13128504181,7.13128504184,7.13128504184,7.13128504191,7.13128504191,7.1312850427,6.504173127,7.131285042437,7.131285042497,7.131285042497,7.13128504248,7.13128504252,7.13128504252,7.1312850425,7.1312850425,7.1312850425,7.1312850428,7.13128504226,7.13128504226,7.13128504216,7.13128504226,7.13128504226,7.13128504226,7.13128504227,6.7035722988,7.13128504226,7.13128504226,7.13128504196,7.13128504196,5.30497352696,4.72612240146,7.13128504227,7.13128504227,7.07208181465,7.1312850423,6.29516083371,5.835635015169,6.6143320203,7.1312850423,4.9678523498,7.0201809299,7.131285043,7.0362699031,7.1312850432,7.1312850432,7.1312850432,7.1312850432,7.1312850432,7.13128504315,7.13128504315,6.0666243859,7.08287781831,7.13128504261,6.57164460241,6.58762379756,6.5226948781,7.1312850426,7.1312850426,7.1312850426,7.1312850426,5.89959977524,7.13128504254,7.13128504254,7.13128504264
"t3",3.6089250638,3.4828958137,0,3.0943552678,5.9075887525,5.9075887525,5.9075887525,5.9075887525,5.9075887523,4.9142716,5.9075887534,5.9075887534,3.4515255954,4.47889184041,5.9075887532,5.72628799071,5.90758875261,5.90758875261,5.90758875251,5.90758875251,5.90758875251,5.90758875251,5.90758875251,5.90758875261,5.90758875261,5.90758875261,5.90758875271,5.90758875271,5.90758875271,5.90758875212,5.90758875212,5.90758875217,5.90758875207,5.90758875207,5.9075887521,5.90758875209,5.90758875209,5.9075887521,5.90758875217,5.90758875201,5.90758875201,5.90758875197,5.90758875277,5.90758875277,5.90758875277,5.37468342297,5.01316916097,5.90758875297,5.90758875247,5.90758875247,5.90758875247,5.907588752422,5.907588752422,5.90758875217,5.90758875217,5.90758875217,4.65360101197,5.90758875277,5.90758875271,5.90758875271,5.90758875271,5.90758875274,5.90758875274,5.90758875274,5.90758875211,5.90758875214,5.90758875214,5.90758875221,5.90758875221,5.907588753,5.2804768373,5.907588752737,5.907588752797,5.907588752797,5.90758875278,5.90758875282,5.90758875282,5.9075887528,5.9075887528,5.9075887528,5.9075887531,5.90758875256,5.90758875256,5.90758875246,5.90758875256,5.90758875256,5.90758875256,5.90758875257,5.4798760091,5.90758875256,5.90758875256,5.90758875226,5.90758875226,4.08127723726,3.50242611176,5.90758875257,5.90758875257,5.84838552495,5.9075887526,5.07146454401,4.611938725469,5.3906357306,5.9075887526,3.7441560601,5.7964846402,5.9075887533,5.8125736134,5.9075887535,5.9075887535,5.9075887535,5.9075887535,5.9075887535,5.90758875345,5.90758875345,4.8429280962,5.85918152861,5.90758875291,5.34794831271,5.36392750786,5.2989985884,5.9075887529,5.9075887529,5.9075887529,5.9075887529,4.67590348554,5.90758875284,5.90758875284,5.90758875294
"t5",4.4440808076,4.3180515575,3.0943552678,0,3.9201973669,3.9201973669,3.9201973669,3.9201973669,3.9201973667,2.9268802144,3.9201973678,3.9201973678,1.4641342098,4.88323093881,6.3119278516,6.13062708911,6.31192785101,6.31192785101,6.31192785091,6.31192785091,6.31192785091,6.31192785091,6.31192785091,6.31192785101,6.31192785101,6.31192785101,6.31192785111,6.31192785111,6.31192785111,6.31192785052,6.31192785052,6.31192785057,6.31192785047,6.31192785047,6.3119278505,6.31192785049,6.31192785049,6.3119278505,6.31192785057,6.31192785041,6.31192785041,6.31192785037,6.31192785117,6.31192785117,6.31192785117,5.77902252137,5.41750825937,6.31192785137,6.31192785087,6.31192785087,6.31192785087,6.311927850822,6.311927850822,6.31192785057,6.31192785057,6.31192785057,5.05794011037,6.31192785117,6.31192785111,6.31192785111,6.31192785111,6.31192785114,6.31192785114,6.31192785114,6.31192785051,6.31192785054,6.31192785054,6.31192785061,6.31192785061,6.3119278514,5.6848159357,6.311927851137,6.311927851197,6.311927851197,6.31192785118,6.31192785122,6.31192785122,6.3119278512,6.3119278512,6.3119278512,6.3119278515,6.31192785096,6.31192785096,6.31192785086,6.31192785096,6.31192785096,6.31192785096,6.31192785097,5.8842151075,6.31192785096,6.31192785096,6.31192785066,6.31192785066,4.48561633566,3.90676521016,6.31192785097,6.31192785097,6.25272462335,6.311927851,5.47580364241,5.016277823869,5.794974829,6.311927851,4.1484951585,6.2008237386,6.3119278517,6.2169127118,6.3119278519,6.3119278519,6.3119278519,6.3119278519,6.3119278519,6.31192785185,6.31192785185,5.2472671946,6.26352062701,6.31192785131,5.75228741111,5.76826660626,5.7033376868,6.3119278513,6.3119278513,6.3119278513,6.3119278513,5.08024258394,6.31192785124,6.31192785124,6.31192785134
"t26",7.2573142923,7.1312850422,5.9075887525,3.9201973669,0,2.377450286,2.377450286,2.377450286,2.8445944902,4.1291694639,5.1224866173,5.1224866173,3.8545876549,7.69646442351,9.1251613363,8.94386057381,9.12516133571,9.12516133571,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133571,9.12516133571,9.12516133571,9.12516133581,9.12516133581,9.12516133581,9.12516133522,9.12516133522,9.12516133527,9.12516133517,9.12516133517,9.1251613352,9.12516133519,9.12516133519,9.1251613352,9.12516133527,9.12516133511,9.12516133511,9.12516133507,9.12516133587,9.12516133587,9.12516133587,8.59225600607,8.23074174407,9.12516133607,9.12516133557,9.12516133557,9.12516133557,9.125161335522,9.125161335522,9.12516133527,9.12516133527,9.12516133527,7.87117359507,9.12516133587,9.12516133581,9.12516133581,9.12516133581,9.12516133584,9.12516133584,9.12516133584,9.12516133521,9.12516133524,9.12516133524,9.12516133531,9.12516133531,9.1251613361,8.4980494204,9.125161335837,9.125161335897,9.125161335897,9.12516133588,9.12516133592,9.12516133592,9.1251613359,9.1251613359,9.1251613359,9.1251613362,9.12516133566,9.12516133566,9.12516133556,9.12516133566,9.12516133566,9.12516133566,9.12516133567,8.6974485922,9.12516133566,9.12516133566,9.12516133536,9.12516133536,7.29884982036,6.71999869486,9.12516133567,9.12516133567,9.06595810805,9.1251613357,8.28903712711,7.829511308569,8.6082083137,9.1251613357,6.9617286432,9.0140572233,9.1251613364,9.0301461965,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.12516133655,9.12516133655,8.0605006793,9.07675411171,9.12516133601,8.56552089581,8.58150009096,8.5165711715,9.125161336,9.125161336,9.125161336,9.125161336,7.89347606864,9.12516133594,9.12516133594,9.12516133604
"t89",7.2573142923,7.1312850422,5.9075887525,3.9201973669,2.377450286,0,0.4841652486,1.7932821588,2.8445944902,4.1291694639,5.1224866173,5.1224866173,3.8545876549,7.69646442351,9.1251613363,8.94386057381,9.12516133571,9.12516133571,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133571,9.12516133571,9.12516133571,9.12516133581,9.12516133581,9.12516133581,9.12516133522,9.12516133522,9.12516133527,9.12516133517,9.12516133517,9.1251613352,9.12516133519,9.12516133519,9.1251613352,9.12516133527,9.12516133511,9.12516133511,9.12516133507,9.12516133587,9.12516133587,9.12516133587,8.59225600607,8.23074174407,9.12516133607,9.12516133557,9.12516133557,9.12516133557,9.125161335522,9.125161335522,9.12516133527,9.12516133527,9.12516133527,7.87117359507,9.12516133587,9.12516133581,9.12516133581,9.12516133581,9.12516133584,9.12516133584,9.12516133584,9.12516133521,9.12516133524,9.12516133524,9.12516133531,9.12516133531,9.1251613361,8.4980494204,9.125161335837,9.125161335897,9.125161335897,9.12516133588,9.12516133592,9.12516133592,9.1251613359,9.1251613359,9.1251613359,9.1251613362,9.12516133566,9.12516133566,9.12516133556,9.12516133566,9.12516133566,9.12516133566,9.12516133567,8.6974485922,9.12516133566,9.12516133566,9.12516133536,9.12516133536,7.29884982036,6.71999869486,9.12516133567,9.12516133567,9.06595810805,9.1251613357,8.28903712711,7.829511308569,8.6082083137,9.1251613357,6.9617286432,9.0140572233,9.1251613364,9.0301461965,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.12516133655,9.12516133655,8.0605006793,9.07675411171,9.12516133601,8.56552089581,8.58150009096,8.5165711715,9.125161336,9.125161336,9.125161336,9.125161336,7.89347606864,9.12516133594,9.12516133594,9.12516133604
"t90",7.2573142923,7.1312850422,5.9075887525,3.9201973669,2.377450286,0.4841652486,0,1.7932821588,2.8445944902,4.1291694639,5.1224866173,5.1224866173,3.8545876549,7.69646442351,9.1251613363,8.94386057381,9.12516133571,9.12516133571,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133571,9.12516133571,9.12516133571,9.12516133581,9.12516133581,9.12516133581,9.12516133522,9.12516133522,9.12516133527,9.12516133517,9.12516133517,9.1251613352,9.12516133519,9.12516133519,9.1251613352,9.12516133527,9.12516133511,9.12516133511,9.12516133507,9.12516133587,9.12516133587,9.12516133587,8.59225600607,8.23074174407,9.12516133607,9.12516133557,9.12516133557,9.12516133557,9.125161335522,9.125161335522,9.12516133527,9.12516133527,9.12516133527,7.87117359507,9.12516133587,9.12516133581,9.12516133581,9.12516133581,9.12516133584,9.12516133584,9.12516133584,9.12516133521,9.12516133524,9.12516133524,9.12516133531,9.12516133531,9.1251613361,8.4980494204,9.125161335837,9.125161335897,9.125161335897,9.12516133588,9.12516133592,9.12516133592,9.1251613359,9.1251613359,9.1251613359,9.1251613362,9.12516133566,9.12516133566,9.12516133556,9.12516133566,9.12516133566,9.12516133566,9.12516133567,8.6974485922,9.12516133566,9.12516133566,9.12516133536,9.12516133536,7.29884982036,6.71999869486,9.12516133567,9.12516133567,9.06595810805,9.1251613357,8.28903712711,7.829511308569,8.6082083137,9.1251613357,6.9617286432,9.0140572233,9.1251613364,9.0301461965,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.12516133655,9.12516133655,8.0605006793,9.07675411171,9.12516133601,8.56552089581,8.58150009096,8.5165711715,9.125161336,9.125161336,9.125161336,9.125161336,7.89347606864,9.12516133594,9.12516133594,9.12516133604
"t28",7.2573142923,7.1312850422,5.9075887525,3.9201973669,2.377450286,1.7932821588,1.7932821588,0,2.8445944902,4.1291694639,5.1224866173,5.1224866173,3.8545876549,7.69646442351,9.1251613363,8.94386057381,9.12516133571,9.12516133571,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133561,9.12516133571,9.12516133571,9.12516133571,9.12516133581,9.12516133581,9.12516133581,9.12516133522,9.12516133522,9.12516133527,9.12516133517,9.12516133517,9.1251613352,9.12516133519,9.12516133519,9.1251613352,9.12516133527,9.12516133511,9.12516133511,9.12516133507,9.12516133587,9.12516133587,9.12516133587,8.59225600607,8.23074174407,9.12516133607,9.12516133557,9.12516133557,9.12516133557,9.125161335522,9.125161335522,9.12516133527,9.12516133527,9.12516133527,7.87117359507,9.12516133587,9.12516133581,9.12516133581,9.12516133581,9.12516133584,9.12516133584,9.12516133584,9.12516133521,9.12516133524,9.12516133524,9.12516133531,9.12516133531,9.1251613361,8.4980494204,9.125161335837,9.125161335897,9.125161335897,9.12516133588,9.12516133592,9.12516133592,9.1251613359,9.1251613359,9.1251613359,9.1251613362,9.12516133566,9.12516133566,9.12516133556,9.12516133566,9.12516133566,9.12516133566,9.12516133567,8.6974485922,9.12516133566,9.12516133566,9.12516133536,9.12516133536,7.29884982036,6.71999869486,9.12516133567,9.12516133567,9.06595810805,9.1251613357,8.28903712711,7.829511308569,8.6082083137,9.1251613357,6.9617286432,9.0140572233,9.1251613364,9.0301461965,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.1251613366,9.12516133655,9.12516133655,8.0605006793,9.07675411171,9.12516133601,8.56552089581,8.58150009096,8.5165711715,9.125161336,9.125161336,9.125161336,9.125161336,7.89347606864,9.12516133594,9.12516133594,9.12516133604
"t21",7.2573142921,7.131285042,5.9075887523,3.9201973667,2.8445944902,2.8445944902,2.8445944902,2.8445944902,0,4.1291694637,5.1224866171,5.1224866171,3.8545876547,7.69646442331,9.1251613361,8.94386057361,9.12516133551,9.12516133551,9.12516133541,9.12516133541,9.12516133541,9.12516133541,9.12516133541,9.12516133551,9.12516133551,9.12516133551,9.12516133561,9.12516133561,9.12516133561,9.12516133502,9.12516133502,9.12516133507,9.12516133497,9.12516133497,9.125161335,9.12516133499,9.12516133499,9.125161335,9.12516133507,9.12516133491,9.12516133491,9.12516133487,9.12516133567,9.12516133567,9.12516133567,8.59225600587,8.23074174387,9.12516133587,9.12516133537,9.12516133537,9.12516133537,9.125161335322,9.125161335322,9.12516133507,9.12516133507,9.12516133507,7.87117359487,9.12516133567,9.12516133561,9.12516133561,9.12516133561,9.12516133564,9.12516133564,9.12516133564,9.12516133501,9.12516133504,9.12516133504,9.12516133511,9.12516133511,9.1251613359,8.4980494202,9.125161335637,9.125161335697,9.125161335697,9.12516133568,9.12516133572,9.12516133572,9.1251613357,9.1251613357,9.1251613357,9.125161336,9.12516133546,9.12516133546,9.12516133536,9.12516133546,9.12516133546,9.12516133546,9.12516133547,8.697448592,9.12516133546,9.12516133546,9.12516133516,9.12516133516,7.29884982016,6.71999869466,9.12516133547,9.12516133547,9.06595810785,9.1251613355,8.28903712691,7.829511308369,8.6082083135,9.1251613355,6.961728643,9.0140572231,9.1251613362,9.0301461963,9.1251613364,9.1251613364,9.1251613364,9.1251613364,9.1251613364,9.12516133635,9.12516133635,8.0605006791,9.07675411151,9.12516133581,8.56552089561,8.58150009076,8.5165711713,9.1251613358,9.1251613358,9.1251613358,9.1251613358,7.89347606844,9.12516133574,9.12516133574,9.12516133584
"t15",6.2639971398,6.1379678897,4.9142716,2.9268802144,4.1291694639,4.1291694639,4.1291694639,4.1291694639,4.1291694637,0,2.3379191756,2.3379191756,2.8612705024,6.70314727101,8.1318441838,7.95054342131,8.13184418321,8.13184418321,8.13184418311,8.13184418311,8.13184418311,8.13184418311,8.13184418311,8.13184418321,8.13184418321,8.13184418321,8.13184418331,8.13184418331,8.13184418331,8.13184418272,8.13184418272,8.13184418277,8.13184418267,8.13184418267,8.1318441827,8.13184418269,8.13184418269,8.1318441827,8.13184418277,8.13184418261,8.13184418261,8.13184418257,8.13184418337,8.13184418337,8.13184418337,7.59893885357,7.23742459157,8.13184418357,8.13184418307,8.13184418307,8.13184418307,8.131844183022,8.131844183022,8.13184418277,8.13184418277,8.13184418277,6.87785644257,8.13184418337,8.13184418331,8.13184418331,8.13184418331,8.13184418334,8.13184418334,8.13184418334,8.13184418271,8.13184418274,8.13184418274,8.13184418281,8.13184418281,8.1318441836,7.5047322679,8.131844183337,8.131844183397,8.131844183397,8.13184418338,8.13184418342,8.13184418342,8.1318441834,8.1318441834,8.1318441834,8.1318441837,8.13184418316,8.13184418316,8.13184418306,8.13184418316,8.13184418316,8.13184418316,8.13184418317,7.7041314397,8.13184418316,8.13184418316,8.13184418286,8.13184418286,6.30553266786,5.72668154236,8.13184418317,8.13184418317,8.07264095555,8.1318441832,7.29571997461,6.836194156069,7.6148911612,8.1318441832,5.9684114907,8.0207400708,8.1318441839,8.036829044,8.1318441841,8.1318441841,8.1318441841,8.1318441841,8.1318441841,8.13184418405,8.13184418405,7.0671835268,8.08343695921,8.13184418351,7.57220374331,7.58818293846,7.523254019,8.1318441835,8.1318441835,8.1318441835,8.1318441835,6.90015891614,8.13184418344,8.13184418344,8.13184418354
