"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128"
"t112",-0.114964355618003,0.0430926560685597,0.0112511635328508,0.214963569061882,0.059739600229053,-0.00181664683597578,0.055189008032991,0.00132207569713401,0.0066138356409677,0.11160243933489,-0.0819929826061321,-0.136760633299258,0.0100798451502082,0.00105193348930406,0.000391866860973766,-0.0034557605706719,-0.00102769592161893,0.000919557120316394,0.000188100249346956,0.000951540422612766,0.00379222803100811,-0.00390228774402164,0.000853042734815101,-6.37389632457983e-06,0.000271242370430407,0.000450766368018685,-0.00440036580044051,9.63968389680005e-05,-0.0271585026887411,-0.0445356953509104,0.112964257790054,0.000413425124452312,-0.0549439055612384,-0.0257740438230386,-0.289934803068554,0.021572797777993,0.000621072772689474,3.51866327849208e-06,6.43569095886308e-07,1.53233046554313e-05,-1.99540534517872e-06,0.00106541227834967,-3.07503636903721e-05,-1.37962743614398e-06,3.28808473385691e-05,9.23496680526188e-05,-8.5835220193771e-08,-6.29911812542405e-08,0.000111167906307359,8.98300069875782e-06,1.02156086557467e-06,0.000102548166412853,-0.000163383447344448,0.000195306059454602,0.267816022121271,0.000113662879266093,0.000155189084782504,0.00643400712442264,-9.7621814404112e-05,-0.000143138655028213,4.09258302818802e-05,0.155558343750257,1.43303914695098e-05,8.10137898261732e-07,5.968464280498e-06,-1.11993063185214e-06,-4.76705054337288e-06,1.0056607924645e-05,1.33745043870236e-07,-1.52304422809053e-05,5.5872410802968e-05,-4.20363139790118e-06,-0.000284137798133924,-0.16341186960039,-3.53671893652489e-15,0.00160890839125314,-3.63501408959383e-16,7.43411986376981e-06,2.47999660865502e-15,7.7441164322932e-16,7.31100843992925e-08,-4.05754984091497e-16,-8.67722877562389e-17,-0.0399991600175746,5.33946665990591e-08,8.00811474733881e-07,-1.30065082884947e-16,-1.16986384941744e-08,-3.42791867936173e-07,4.59957234192472e-15,-2.82409127106185e-16,-1.86319001496854e-15,-7.63995843451866e-07,-6.69285886063189e-06,-9.5108777060038e-17,-3.81550766363547e-16,-1.23867677718493e-07,-1.43387883960057e-16,-5.66633482011771e-07,5.34818680501394e-09,5.68716154423719e-06,5.08229977866767e-07,3.04316176093235e-15,3.39742428769046e-08,2.07233233083716e-08,5.99290641896465e-06,-1.17406328193277e-15,-2.58738053541817e-06,2.78668017381112e-15,2.23827940448748e-14,-6.72178760424037e-15,-3.91257688293106e-07,-0.397617319709549,3.15744794426182e-15,2.94044514218148e-14,4.75881429492445e-07,6.06379766215017e-07,-7.6726633149154e-10,-5.67915548739402e-14,-0.707106781186548,2.45586294872558e-14,4.68408598315141e-15,-4.21132843901317e-15,4.01587942581758e-15,4.71831712678275e-15,-1.0353485835412e-15,-5.4000738978241e-16,0.0883883476482973
"t103",-0.114880116408751,0.0430447548844289,0.0112308974827919,0.214413292376583,0.0595833757916364,-0.00181162085288476,0.0550120850688933,0.00131719581421393,0.00658833117552624,0.111124849164415,-0.0815987440031018,-0.135852424062221,0.0100056142605197,0.001042945801734,0.000388226514535898,-0.00342258386162318,-0.00101767898850478,0.000910299179635296,0.000186074340108255,0.000939215250409665,0.00374282243366977,-0.00385111148218741,0.000839586308325812,-6.27299040907548e-06,0.000266020347508284,0.000441725142304056,-0.00430496344490486,9.421666635239e-05,-0.0264904443025294,-0.0433503390448056,0.109934484449227,0.000401805660781844,-0.053382676324933,-0.0250312649915012,-0.281327648594402,0.0209229948619591,0.000601862980670221,3.40832686673128e-06,6.22387270447111e-07,1.48150426443391e-05,-1.92742786837841e-06,0.00102570663739032,-2.95527850900641e-05,-1.32352667104284e-06,3.14919810764509e-05,8.8388590417122e-05,-8.20591505744568e-08,-6.02039195211762e-08,0.000105349341397387,8.51149683050977e-06,9.61416263065539e-07,9.64840788830771e-05,-0.000153553255073979,0.000183542444401812,0.250678745183522,0.000105545746212496,0.000144057126724213,0.00595231852196457,-9.01364019677818e-05,-0.000131112214642637,3.73987431933066e-05,0.14192542731643,1.30618314864646e-05,7.38321992457681e-07,5.43384260241098e-06,-1.01875414262932e-06,-4.33372273356704e-06,9.1400139069465e-06,1.21504459680269e-07,-1.38286188454875e-05,5.05690687185655e-05,-3.7734988042485e-06,-0.000255000610359784,-0.146100542764996,-2.6931172539996e-15,0.00143273563590446,-8.20060532954732e-16,6.52133753863234e-06,2.16837668819864e-16,1.05219575785321e-15,6.33212741890137e-08,-3.49583301067018e-16,5.99632158701536e-16,-0.0341090650194934,4.55112524486577e-08,6.76515082765011e-07,-1.39840901210145e-15,-9.71057127874754e-09,-2.83630573752171e-07,-3.39362800446113e-15,-6.21617497369657e-16,1.44629966519989e-16,-6.09961895434105e-07,-5.27021264399275e-06,-5.39218514159459e-17,6.68998166753759e-16,-8.96579836672339e-08,-1.82713891087107e-16,-3.85777301380857e-07,3.48953759822506e-09,3.63499862756538e-06,3.21927125040988e-07,-7.81543993628443e-17,1.6451498984459e-08,9.0203168300387e-09,1.15692506914489e-06,2.85790412593238e-15,4.63630214170632e-07,-1.16789343046719e-15,-4.92122709437028e-14,1.43698088522074e-14,5.57305363473844e-07,0.826758313417223,-6.96141401520753e-15,-1.10184317630946e-14,1.46324742277378e-06,1.32561273814717e-06,-1.59971620277482e-09,-6.38003043730179e-16,-7.56503355241487e-16,1.93189915286691e-15,7.73761430087499e-16,-3.21933307509728e-16,-2.04846837043819e-15,7.54118031019891e-16,-1.66282056810212e-16,-3.15080996358331e-16,0.0883883476483415
"t64",-0.113664527351248,0.0423518906547024,0.0109364883243858,0.206380967536891,0.0573021892699067,-0.00173816112971577,0.0524189713473788,0.00124545158475598,0.00621296871598804,0.104076891865599,-0.0757610976193684,-0.122244208616231,0.00888812165104983,0.000906593201160599,0.000332726494296378,-0.00291573765519546,-0.000864499925988361,0.000768424907858081,0.000154882509632033,0.000746645736221428,0.00297051151804552,-0.0030506531672406,0.000625243827951127,-4.6650694640331e-06,0.000180792531594152,0.000293318412452076,-0.00272066814892683,5.77657715528722e-05,-0.0151579809014655,-0.0229395068315884,0.0576843454619589,0.000199474537077889,-0.0261329930437017,-0.0120269867450251,-0.129636000487362,0.00943267226260158,0.000260057014711899,1.43856609388761e-06,2.39623393437968e-07,5.61203499093495e-06,-6.87813622154976e-07,0.000282795821716398,-6.83549199530144e-06,-2.44024256664324e-07,4.40989200993475e-06,1.071966691869e-05,-7.31637153164881e-09,-4.91128465049971e-09,-1.87523335274078e-05,-1.55887031446273e-06,-4.04369967046482e-07,-4.1575453520781e-05,7.25665677533343e-05,-8.72285482405871e-05,-0.15925324076701,-0.000104952763371678,-0.000145666493811668,-0.00704808243336061,0.000116306053909405,0.000232854715928471,-7.25003607550952e-05,-0.291488679987478,-2.77716447256801e-05,-1.57741353738254e-06,-1.20348501170086e-05,2.32399952350188e-06,1.01000525397518e-05,-2.14998836556422e-05,-2.89961231025802e-07,3.36578351360996e-05,-0.000137131704836683,1.34401756267749e-05,0.000915650013310291,0.59405146083096,1.1445271015153e-14,-0.00664563366572216,1.6103700176035e-15,-5.10987895480807e-05,-4.80682206551575e-16,2.89721309405763e-15,-8.59205493519795e-07,5.78078356620544e-16,-1.7640594722666e-15,-0.641749340571556,3.62090926015973e-07,-3.20641288309214e-05,-1.69221064127145e-15,-5.34602617697625e-07,-1.20965237696119e-05,1.24451050509057e-14,-2.89907343620004e-15,5.15064862434848e-15,-9.15255171844847e-06,-6.74268940204685e-05,5.10035741276463e-16,5.47113246876811e-16,-7.59407362524438e-07,2.01207032811726e-16,-2.96279549321551e-06,2.59343563790832e-08,2.67581095629616e-05,2.36229873479319e-06,-2.43037818657143e-16,1.27101099147938e-07,7.38370072067514e-08,1.77320787132069e-05,-1.61104771482567e-16,-6.06424304584202e-06,7.1869139406666e-16,8.67226673600762e-16,8.68393787503182e-16,-3.0481859520073e-07,-0.00938596168198957,-1.21718235339097e-15,-2.56870632283404e-15,2.56797761208466e-06,2.61490973002949e-06,-3.2065286304224e-09,6.62092196232192e-16,5.36334913772484e-16,-6.79421919640691e-17,-8.0952471287423e-16,2.03490164909046e-15,-1.87943346004554e-16,1.02749618642119e-15,-1.8117224010134e-15,1.23254514150383e-15,0.0883883476483225
"t56",-0.0996441255353951,0.0340594828027923,0.00714684013237532,0.0932803922877096,0.0249562156970721,-0.000675999122872303,0.0126176997220549,6.19447139044342e-05,-0.000143413773691246,-0.024122013224287,0.0415669584365227,0.32522524110173,-0.0415618959736335,-0.0167967604896111,0.0250638692292232,-0.0792913027946584,-0.0183283008530029,0.0111918239713463,0.00138622617343576,-0.00975443906629652,-0.407381491321657,-0.0814164689702336,0.00290982729686835,-2.15765953318457e-05,0.000643872923372561,0.000995958988748769,-0.00839205603496595,0.000167827553118169,-0.0375916558651917,-0.0431447279207643,0.103976475958074,0.000235334888711265,-0.0256545576550452,-0.00819136892397038,0.0271371416184213,-0.00814517631085558,-0.000752501910593787,-7.11868589439695e-06,8.34061580759197e-06,0.000110055100300491,-5.71305624263996e-06,-0.000189225144289517,6.89320068085657e-05,1.90493617572181e-05,0.000394788787877656,0.00070588435349092,-4.2982542122145e-07,-2.93842516097937e-07,0.000167876958759326,1.33471128246762e-05,6.2861417687054e-07,5.98929273809671e-05,-7.52304609457853e-05,8.84130934389896e-05,0.00250919738339438,-0.000112782417263991,-0.000163041080092808,-0.014814443604962,-0.000110069728090762,0.000253988013517789,-6.82739827023903e-05,-4.87499367568978e-05,-0.000234823591776682,-8.51231532666471e-06,-2.95748470473235e-05,4.95382605982062e-06,2.04685424170581e-05,-4.29133802138362e-05,-5.68214343626456e-07,6.47945464912882e-05,-0.000256098465680261,2.61497099573894e-05,0.00178541643190988,-9.16340476353558e-07,-3.8646667730299e-15,-0.000200696393037407,9.96468553190478e-15,-0.406800173926493,0.707106781186551,-2.42718319021329e-14,-1.25852740655447e-06,3.81620707733944e-16,-2.35586693376074e-15,-7.44811919669258e-06,-5.47286982301169e-07,-0.000241786623393424,2.93403466525767e-15,-1.07736888630736e-06,-2.43880483078985e-05,-3.19688597673546e-15,-1.90728111932073e-16,5.11310188750793e-15,-1.87121982312132e-05,-0.000138535945944346,-3.91195732973811e-16,7.15656144971918e-17,-1.5895814095513e-06,-2.52225725345459e-16,-6.24465006354382e-06,5.48406434602887e-08,5.66556505356437e-05,5.00433781796334e-06,-1.85849800570818e-15,2.7149202106623e-07,1.57952389225706e-07,3.80795398594611e-05,-5.9680379173964e-17,-1.30401826239276e-05,-4.17945001890781e-17,2.195914020514e-16,3.23456985540065e-16,-6.44309559412725e-07,-3.08467592235153e-05,-7.69424990368426e-16,-3.427597100583e-15,5.60648797719145e-06,5.71439392942292e-06,-7.00899690379507e-09,5.91039696552889e-16,-1.15911451514191e-15,-2.5027821251866e-16,-1.21067076800855e-15,1.68170016362986e-15,-1.6359488184293e-16,9.53570045078799e-16,-1.40920212474548e-15,9.57185859044544e-16,0.0883883476483272
"t57",-0.099644125535395,0.0340594828027923,0.00714684013237532,0.0932803922877096,0.0249562156970722,-0.000675999122872331,0.0126176997220549,6.19447139045299e-05,-0.000143413773691278,-0.0241220132242869,0.0415669584365226,0.32522524110173,-0.0415618959736335,-0.0167967604896112,0.0250638692292231,-0.0792913027946583,-0.0183283008530028,0.0111918239713465,0.00138622617343562,-0.00975443906629663,-0.407381491321657,-0.0814164689702334,0.00290982729686818,-2.15765953319421e-05,0.000643872923373025,0.000995958988749249,-0.00839205603496569,0.000167827553118355,-0.0375916558651914,-0.0431447279207657,0.103976475958074,0.000235334888711328,-0.0256545576550452,-0.00819136892397033,0.0271371416184213,-0.0081451763108554,-0.000752501910594454,-7.11868589473511e-06,8.34061580739471e-06,0.000110055100301417,-5.71305624318119e-06,-0.000189225144289362,6.8932006808021e-05,1.90493617543454e-05,0.000394788787877373,0.000705884353490843,-4.29825421286719e-07,-2.93842516022531e-07,0.000167876958760091,1.33471128257084e-05,6.28614176484184e-07,5.98929273811131e-05,-7.52304609453403e-05,8.8413093439234e-05,0.00250919738339535,-0.000112782417262611,-0.000163041080091502,-0.0148144436049629,-0.000110069728090335,0.000253988013516073,-6.82739826961256e-05,-4.87499367568907e-05,-0.000234823591777183,-8.51231532757604e-06,-2.95748470476627e-05,4.95382606119487e-06,2.04685424172528e-05,-4.29133802135174e-05,-5.68214344569404e-07,6.47945464921443e-05,-0.000256098465675413,2.61497099567803e-05,0.00178541643191749,-9.16340489526307e-07,5.00930361732576e-17,-0.000200696393044739,4.2237436650465e-15,-0.406800173926505,-0.707106781186544,2.10252675025548e-14,-1.25852742838879e-06,2.11634265729308e-15,1.86481649133661e-14,-7.44811920823471e-06,-5.47286980922753e-07,-0.000241786623395047,-8.87214605042969e-16,-1.07736888717363e-06,-2.43880483180052e-05,-7.85635323320915e-15,6.45880554874989e-16,-2.62376481534847e-15,-1.87121982300033e-05,-0.000138535945942598,8.98695997222484e-17,1.60446211577811e-15,-1.58958140877759e-06,-1.25496776556862e-15,-6.24465006264951e-06,5.48406439463201e-08,5.66556505363496e-05,5.00433781818266e-06,-5.78272080437293e-16,2.71492020526417e-07,1.57952389161102e-07,3.80795398598373e-05,-1.22215607269829e-16,-1.30401826239571e-05,-4.23506273388064e-16,-1.18206516653803e-15,-1.07908041781765e-16,-6.44309559516935e-07,-3.0846759226284e-05,-2.09988684733279e-16,4.02672334374504e-16,5.60648797783216e-06,5.71439392948575e-06,-7.00899619548076e-09,4.3645177102673e-16,-4.26844362613665e-16,3.3039827427469e-17,-1.29642905694845e-16,1.569606261331e-15,-8.57484272256529e-16,1.62213185684316e-15,-2.01816535252735e-15,1.11265221954831e-15,0.0883883476483278
"t52",-0.0996112764687055,0.0340423973444185,0.0071409982280205,0.0931713596716724,0.024926402328456,-0.000675143701487882,0.0125991320479692,6.18393392651632e-05,-0.000143158548341532,-0.0240742070251588,0.041473992199233,0.324205069844805,-0.0414164333793122,-0.016727865888274,0.0249513722416139,-0.0789225199510971,-0.0182416446805266,0.0111370147387811,0.00137891910390495,-0.00969139853780791,-0.404731610020921,-0.0808829625673056,0.00288633374103491,-2.14016744320183e-05,0.000637319805356101,0.000985317523964803,-0.00829361227498551,0.000165755069566109,-0.0370768024458306,-0.0424922565831515,0.102388655278481,0.000231519054258632,-0.0252326526761254,-0.00805416859098721,0.0266646675562105,-0.00800062732797441,-0.000738671285060579,-6.98543453772931e-06,8.17398051099453e-06,0.00010783304434001,-5.59341641102884e-06,-0.000184732123783891,6.71882854976331e-05,1.85359759974444e-05,0.000383526590366909,0.00068527383035721,-4.1677884882249e-07,-2.84843021474557e-07,0.000161118431090221,1.28071532928805e-05,5.97336654282612e-07,5.68880236078324e-05,-7.13290721068877e-05,8.38184642271986e-05,0.00236214341176452,-0.000104384788633975,-0.000150774705021422,-0.0135785413603947,-0.00010031277956022,0.000224905064864372,-5.98089272231085e-05,-4.2364319440116e-05,-0.000203003143818347,-7.35327318116522e-06,-2.53993787217017e-05,4.23284976002886e-06,1.74221039020942e-05,-3.64634493331054e-05,-4.81489325359264e-07,5.46926980830227e-05,-0.000210991826656708,1.95677673289901e-05,0.00133060976945127,-6.32450350954876e-07,3.93175168293976e-15,-0.000121723732109726,-1.44436191548047e-14,0.817938982795969,-6.87254410074822e-15,3.60166731981446e-15,-2.32632981322107e-06,-2.37910798616705e-15,-1.63377054658857e-14,-1.02127364749733e-05,-7.474601439646e-07,-0.000311415488902011,-1.20747785322189e-15,-1.30558542842517e-06,-2.93423858534511e-05,1.19492504597911e-14,-9.70442939628837e-16,-2.34821162878782e-15,-2.14689270565048e-05,-0.000157361683059657,6.71502559066948e-17,-1.19441089559572e-15,-1.75208638424491e-06,1.33638765966482e-15,-6.819013198483e-06,5.96328204505265e-08,6.15058389204192e-05,5.42922688730784e-06,-1.60101128099747e-17,2.91539758797936e-07,1.6930108589826e-07,4.06002764945154e-05,1.90795856892708e-16,-1.38561559757437e-05,8.90433981309005e-16,1.0370759788993e-15,-7.22180736097096e-17,-6.82310770843769e-07,-3.26452882008573e-05,3.23547210306747e-16,1.67446241808041e-15,5.90227043511045e-06,6.00355227202863e-06,-7.36053946687189e-09,8.66847028720418e-16,-5.90396781803726e-16,-7.4115019564023e-17,-2.06543926138044e-16,1.42527658732487e-15,7.05031512108863e-16,1.28713617732922e-15,-1.81462367732882e-15,6.24722029428106e-16,0.0883883476483052
"t72",-0.0998939091830261,0.0341932544020729,0.00719521278814955,0.094244956339645,0.0252212893859837,-0.000683711457386377,0.0127922294179531,6.29844576346789e-05,-0.000145975681340559,-0.0246242459864492,0.0426044815548687,0.339819176422424,-0.0439090368492921,-0.018206996533278,0.0278461127558139,-0.0892859561618875,-0.0207884642258756,0.0129292906260796,0.00169813874276124,0.0167986962584604,0.400570797066208,0.0420894826166959,0.00227633136881165,-1.69486581272483e-05,0.000564052240952915,0.000881399706216583,-0.00753667051245783,0.000151656963228141,-0.0343026340861517,-0.0396446055340751,0.0955976670291049,0.000217089921829486,-0.0236825130827849,-0.00756841534027845,0.0251173527780002,-0.00754503386435882,-0.000698027902276766,-6.60787113214008e-06,7.75931460827183e-06,0.000102418537302545,-5.3224099650917e-06,-0.000176840885240269,6.45036292241446e-05,1.78455877849568e-05,0.000370166742678545,0.00066207701390089,-4.03355276424385e-07,-2.75777256084361e-07,0.000157922000905577,1.25559477591723e-05,5.91679142494086e-07,5.63739956685626e-05,-7.08101236422207e-05,8.32180948325238e-05,0.00236124694165852,-0.000105983830192612,-0.000153198826871534,-0.0139053071203614,-0.000103236224459611,0.00023715267225077,-6.36289496268442e-05,-4.53673820736067e-05,-0.000218319803528551,-7.91294239017691e-06,-2.74622961734902e-05,4.59551567417859e-06,1.89739288361176e-05,-3.97665635124123e-05,-5.26266668350828e-07,5.99656292495359e-05,-0.000235862961676426,2.35988736516308e-05,0.00160984579328437,-8.12693391728809e-07,-1.2559025900785e-15,-0.000173236786136174,1.14937804352364e-15,-0.000376954068813837,2.41607719218877e-15,3.5034530438036e-15,-1.70754570893003e-06,4.43238325770518e-15,-8.51371899925276e-16,-1.0565246596155e-05,-7.85344605983213e-07,-0.407219330450162,-0.707106781186551,-8.79285139248151e-07,-2.05490760979792e-05,5.0378086694519e-14,-8.85199896337337e-16,-4.33887083204679e-15,-1.733260196933e-05,-0.000129421757094632,2.52979612664547e-15,-4.87112082244994e-16,-1.50919978589738e-06,-4.56747758372438e-16,-5.94728886407553e-06,5.22915773898905e-08,5.40455897165141e-05,4.77459239900256e-06,-2.02968365908658e-15,2.59636573127327e-07,1.51111346844903e-07,3.64663814940594e-05,6.75238642414391e-16,-1.24951301558718e-05,4.0431645030654e-16,-7.70092615043664e-16,5.60243867002448e-16,-6.17723037653438e-07,-2.95769306169507e-05,4.73730583494153e-17,-9.68892397421697e-16,5.38009335374475e-06,5.4853510354077e-06,-6.72849621790998e-09,5.36204234464434e-16,-2.10861901089812e-16,1.38391006985209e-17,-5.14962300516386e-16,1.60193086537992e-15,-5.31897571750434e-16,1.73202637672176e-15,-1.32864207573979e-15,1.05309929605619e-15,0.0883883476483226
"t73",-0.0998939091830261,0.0341932544020729,0.00719521278814949,0.094244956339645,0.0252212893859837,-0.00068371145738634,0.0127922294179531,6.29844576346034e-05,-0.000145975681340488,-0.0246242459864492,0.0426044815548687,0.339819176422423,-0.0439090368492921,-0.0182069965332779,0.0278461127558139,-0.0892859561618876,-0.0207884642258755,0.0129292906260796,0.0016981387427617,0.0167986962584606,0.400570797066208,0.0420894826166958,0.00227633136881142,-1.69486581272265e-05,0.000564052240952683,0.00088139970621628,-0.00753667051245853,0.000151656963228218,-0.0343026340861516,-0.0396446055340749,0.0955976670291048,0.000217089921829539,-0.0236825130827847,-0.00756841534027837,0.0251173527780004,-0.00754503386435849,-0.000698027902276949,-6.60787113218525e-06,7.75931460822827e-06,0.000102418537303736,-5.32240996541783e-06,-0.000176840885240092,6.45036292245462e-05,1.78455877860879e-05,0.000370166742678116,0.000662077013900707,-4.03355277570224e-07,-2.75777256123472e-07,0.000157922000905658,1.25559477592945e-05,5.91679142660134e-07,5.63739956683356e-05,-7.08101236419304e-05,8.32180948322988e-05,0.00236124694165854,-0.000105983830191881,-0.000153198826872783,-0.0139053071203606,-0.000103236224459051,0.000237152672253573,-6.36289496265935e-05,-4.53673820725704e-05,-0.000218319803529007,-7.91294239024676e-06,-2.74622961736489e-05,4.59551567445707e-06,1.89739288365057e-05,-3.9766563512153e-05,-5.26266667694326e-07,5.99656292523938e-05,-0.000235862961677428,2.35988736516574e-05,0.00160984579328777,-8.12693392503377e-07,-8.92914437263143e-16,-0.000173236786136514,-1.13947664220817e-15,-0.00037695406881115,-1.67093131699347e-15,-4.50343421006364e-15,-1.70754570992343e-06,-1.9332908410944e-15,1.40889928334541e-16,-1.05652466012558e-05,-7.85344610288528e-07,-0.407219330450175,0.707106781186543,-8.79285099266913e-07,-2.05490759933472e-05,-3.57301172060178e-14,1.17429303952362e-15,1.78349099396296e-16,-1.73326019652261e-05,-0.000129421757086868,-1.59848279521928e-15,1.34667958843567e-15,-1.50919978697514e-06,-3.41990630511191e-16,-5.94728886409767e-06,5.22915775957645e-08,5.40455897149883e-05,4.7745924012081e-06,-9.33338422269235e-16,2.59636573441324e-07,1.51111346966894e-07,3.64663814951027e-05,-6.05063550754863e-16,-1.2495130156117e-05,3.2500118807425e-17,-1.32520412735571e-15,-8.21117728680024e-16,-6.17723037593612e-07,-2.95769306147037e-05,-4.9507047743775e-16,-2.41218232943642e-15,5.38009335240504e-06,5.48535103475068e-06,-6.72849631695921e-09,8.1623164694685e-16,-1.23781821314376e-15,1.30952505821573e-16,-6.96220612341946e-16,1.79358959006584e-15,-1.08625043565495e-16,8.72865345226885e-16,-2.42281106213163e-15,1.0038899430915e-15,0.0883883476483208
"t68",-0.09986900442036,0.0341802908694581,0.00719077293233699,0.0941619057594716,0.0251985762756341,-0.000683059423964157,0.0127780533802475,6.29038404834389e-05,-0.000145780270140781,-0.0245875646776915,0.0425329274139094,0.339021370051386,-0.0437941710955268,-0.0181513011836545,0.0277530314169128,-0.0889768732299784,-0.0207153294395271,0.012882205591033,0.00169149146104089,0.0167184233790899,0.398644541379811,0.0418856214669443,0.00226282136245077,-1.68476675969398e-05,0.000559864162725192,0.00087454180632871,-0.00747252981658501,0.000150301251451317,-0.0339641651631121,-0.0392148449157624,0.0945517535940543,0.000214576395782012,-0.0234046274943347,-0.00747806515606789,0.0248063905672701,-0.00744993275007212,-0.000688935939653152,-6.52031811371205e-06,7.65006279720303e-06,0.000100962269219903,-5.24412016799508e-06,-0.000173919783929238,6.33744975877008e-05,1.75146392746763e-05,0.000362938874002822,0.000648875050589501,-3.95026429357901e-07,-2.70036657874145e-07,0.000153735651665846,1.22216918279772e-05,5.72872598309133e-07,5.45695553107144e-05,-6.84796973708174e-05,8.04745062745041e-05,0.00227523737334791,-0.000101305772539059,-0.000146381665978638,-0.0132351426328944,-9.8026813520941e-05,0.00022273808318484,-5.95423837787931e-05,-4.23430893603811e-05,-0.000203432292397334,-7.37162392146246e-06,-2.55382039918354e-05,4.2670973181034e-06,1.75982014956793e-05,-3.68650331689648e-05,-4.87489210994105e-07,5.54870717556845e-05,-0.000216867512534082,2.12774058230941e-05,0.00145050318029718,-7.2417820838553e-07,2.22665964934668e-15,-0.000152301354289272,-2.17451414545035e-16,-0.000306590063722246,-8.39276968265865e-16,1.22154421498093e-15,-1.19964570982108e-06,-2.45438471808494e-15,6.8360907375034e-16,-2.799708309972e-06,-1.84803565748947e-07,0.817522839865496,7.9745672508128e-15,-1.5473747713558e-06,-3.35337877992315e-05,-1.37835425842682e-14,-7.95416243502187e-16,3.79813138223547e-15,-2.16165311180334e-05,-0.000156384031633964,-1.21642334929442e-15,-3.95196291751095e-16,-1.69785124615382e-06,5.30883807235106e-16,-6.57728404474486e-06,5.74207385297031e-08,5.9188674099337e-05,5.22348734783158e-06,5.20519382045113e-16,2.79660411079236e-07,1.62335775633523e-07,3.88922633668613e-05,-2.64265105154704e-16,-1.32670391601261e-05,8.76198427773926e-17,2.12928600955249e-15,2.61688677815314e-16,-6.53075174321684e-07,-3.12448854612518e-05,-3.74071747886149e-16,1.27165213161655e-15,5.6475667216238e-06,5.74432851676124e-06,-7.04272485698881e-09,4.94208566579043e-16,-5.00529597947199e-16,-3.07690326944758e-16,-4.00227902724048e-16,1.29569244236521e-15,4.27595534126056e-16,1.29909531042611e-15,-1.59011018077725e-15,6.6600279392952e-16,0.0883883476483172
"t17",-0.094899535374692,0.0315699681345786,0.0062816260527942,0.0768315372368213,0.0204523763856288,-0.000546285783800829,0.00977094099083266,4.55869505069208e-05,-0.000103623866385094,-0.016585614533894,0.0267017378826415,0.153369552328917,-0.0165104018348656,-0.00446617737342802,0.00438802026707996,-0.0107096302851179,-0.00212017199790635,0.000805139094731563,-4.40505024777715e-05,-0.00170695003879808,-0.0125015437710723,0.00543538206108018,-0.00230610337805286,1.73694829276275e-05,-0.00109046404397719,-0.00194686647464208,0.0215463022801959,-0.000501127291150413,0.153673960995011,0.244013940392849,-0.608306318658966,-0.00171343832318217,0.197301322917692,0.0677644336066332,-0.264394406844628,0.0865076686259677,0.0094736693675984,9.86597696085229e-05,-0.000172812283522595,-0.00246308986889787,0.000174058437362831,-0.0926102758468679,0.0041546642880027,0.000648239350378249,0.0099933690075753,0.0163047648171903,-8.73905666137841e-06,-5.82175080744974e-06,0.00216630043342543,0.000171616007188073,7.55596516351253e-06,0.000720365755644887,-0.000909498795283563,0.00106937242348359,0.0322056651184942,-0.0022521664017608,-0.00338586476212551,-0.604612222237224,-0.0183572771876559,-0.00179323694944626,0.00029249515196421,0.000150266909457939,0.000589512888148797,2.07492222511673e-05,5.74298017722264e-05,-7.86744339996573e-06,-2.77816878854723e-05,5.42078512195692e-05,6.38386190382681e-07,-6.11925879993205e-05,4.07692092123342e-05,2.45965243205479e-05,0.00171659866474924,-1.12092728979892e-06,-5.34462409372895e-16,-0.000281218731430201,-1.09823107800733e-16,-0.000385715396472981,4.35143074289077e-16,-8.37457902493302e-18,-3.82014869810421e-06,-1.47589132918757e-16,-7.14695772118658e-17,-2.10800263009817e-05,-1.54847549807941e-06,-0.000342524004281183,4.93674322652954e-16,-3.05708108063298e-06,-6.9268197021967e-05,6.09617866643919e-16,-8.68978102094587e-17,-4.46144602446126e-16,-5.35749113654622e-05,-0.000397348152269439,-4.65218857799665e-16,-1.79024397963101e-16,-4.57474536791469e-06,-3.18024271135761e-17,-1.7964100559348e-05,1.57661052972212e-07,0.000162823815413736,1.43799034702342e-05,-6.23422383460069e-16,7.77129950202268e-07,4.51649042428231e-07,0.000108468256779693,-1.52191340665264e-16,-3.7025092002502e-05,5.61955364716435e-17,-2.70929461343974e-16,1.62430127931615e-16,-1.82222873346941e-06,-8.71681669243015e-05,-3.29851273821784e-16,-1.0198083259084e-16,1.57146963042654e-05,1.59548361243604e-05,-1.95524889701305e-08,7.05549764297307e-16,-6.18634689465342e-16,-2.04330459842829e-16,-5.9791414099075e-16,1.32691153240725e-15,-3.0402372818568e-16,1.28784883148383e-15,-1.79781242490146e-15,1.03976515153742e-15,0.0883883476483125
