"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128"
"t1",0.025779503589426,-0.0598691116440363,-0.0587136832683379,-0.00542235419340109,0.0119304129685959,-0.000805647442345535,-0.00199342727634618,-0.004953364717567,-0.0102145470419547,-0.0118133473096146,-0.00358345536468689,0.00965847404735271,0.00920144981605979,0.221017771949643,-0.137951181951564,0.0650022806456191,-0.0411060301874439,0.232540776417809,0.51625072289454,0.0638453508110707,0.0122871846331539,-0.0884955595831931,0.00142731239075556,-0.00962467118516888,0.0227632936812618,0.0294177952380729,-0.00622025503630624,0.00533979944879812,-0.0289586195622091,-0.235059498652399,-0.0967732490648964,0.00250517974762303,-0.00234790750637619,-0.00020815636804531,0.000577908690805607,0.00684427594439444,0.0622752685968981,0.0012305601053265,-0.00123454158666647,-0.159512827078589,0.67986423421892,-0.00768112424899896,-0.039427647605974,-0.130798128933429,-0.00203591873228154,-0.000139941356747301,-0.00219455194937095,0.000238463362577237,-5.68272239762752e-05,-0.00109740995999205,3.30526248777243e-05,0.000423541843951505,-0.000584775145482841,0.000690612109624133,2.67495189992771e-05,-0.00164389336966113,-2.49677027964177e-05,-0.000161917563253724,4.64187316319105e-05,0.00457598313672769,-1.49085836135593e-05,-1.04934240647499e-06,-0.000114162702634904,-0.000404051724626065,-0.000986479472525535,8.19426418649689e-05,0.000360968464900294,-0.000795691136771208,-2.23542947978543e-05,0.00600672168633421,-0.00249372201729733,5.6432244133396e-05,0.00143396299534007,1.09893128105761e-08,-9.49516176626567e-17,-6.7037602717365e-07,-9.60461805718939e-17,-1.61070581807021e-06,1.25323231573347e-16,6.7650589912059e-16,-6.94918718274559e-05,5.92692159706146e-17,7.81076664806525e-17,-1.88882193092082e-07,-1.2801019197207e-05,-1.74598930263186e-06,3.13250381701053e-16,-4.23404901743203e-05,-1.1910921899933e-05,1.0246547019342e-15,-2.88164239427609e-16,1.50465781662709e-17,-0.000373301112269037,-0.00272986843262096,2.78488641769821e-16,1.02325661060907e-16,-3.00288623228106e-05,-5.40451957379205e-17,-0.000218339556848367,1.01069784841651e-06,2.54136460046556e-05,9.23541549586026e-05,-2.17519924864022e-15,9.06395591448778e-06,2.83395029585014e-06,1.8729440183656e-05,-1.88867369325527e-17,-0.000229215310252819,8.76600258962036e-17,2.79198455260026e-16,2.26773777792651e-16,-2.05597033564841e-05,-1.03246948724024e-06,-3.07083030121418e-16,-8.24315183310874e-16,4.84955477277218e-06,2.71073410026341e-06,-1.18963069562454e-07,8.05890815809727e-16,-1.33550862649062e-15,-4.13198523068204e-16,-1.36917349236945e-16,1.94532915803455e-15,-2.53504559641429e-16,1.38335091890247e-15,-1.83446185508213e-15,1.04662396952391e-15,0.0883883476483228
"t2",0.0257343307465158,-0.0597082088621932,-0.0584527428390859,-0.00538731617763823,0.0118515255906509,-0.000799985437609213,-0.00197697285941645,-0.00490556874189456,-0.0101110364987255,-0.0116786947876188,-0.0035367704390376,0.00947362608573139,0.00900113396174033,0.215190641857381,-0.133883867070887,0.0629978746655946,-0.0398117949400778,0.224882538729839,0.497544839667884,0.0607932219533459,0.0116943992221042,-0.0841812679575437,0.00133229448952203,-0.00897979817196531,0.0205166287328568,0.0262346222392054,-0.00540692789057898,0.00455829976491071,-0.023506727788317,-0.176235261249913,-0.0717897220433074,0.00170880950375217,-0.00156007542384151,-0.000132998955095646,0.000330576220178009,0.00362934439517783,0.0268574003252818,0.000446819243952528,9.78923684456706e-05,0.0335225250634515,-0.715911481482234,-0.0207126619099629,-0.0758375893639584,-0.215389397881436,-0.00308647551694358,-0.000206841475563911,-0.00313211645033918,0.000337950332540589,-7.14402098794823e-05,-0.00137794547195558,3.99467504029803e-05,0.000511303209387562,-0.000702912539128498,0.000829914346501961,3.17271799383958e-05,-0.00191481804509118,-2.90646802914141e-05,-0.000187442927122883,5.35841608397746e-05,0.00523300296257668,-1.70106637663435e-05,-1.19559989226242e-06,-0.00012996756542038,-0.000459937003471611,-0.00112198643138909,9.31363709101748e-05,0.00041008339915847,-0.000903772265035044,-2.53827797500421e-05,0.00681760155833369,-0.00282408995931248,6.35992656776431e-05,0.00161587087372244,1.23602024025641e-08,3.89268362179106e-16,-7.52658159405341e-07,-4.18058339129193e-16,-1.79867043369339e-06,9.57374626873199e-16,-1.91764301040058e-16,-7.73372136667567e-05,-6.46331707511571e-16,-9.79221452843471e-17,-2.09531491474928e-07,-1.41993064665347e-05,-1.93381466972534e-06,-2.51605300414507e-17,-4.67813894592614e-05,-1.31551754491458e-05,-4.45576997502948e-17,6.55447017917705e-16,4.41750669624427e-16,-0.000410898263322735,-0.00300182105877607,-8.57408266579544e-16,4.59925296106338e-16,-3.28885491606853e-05,3.24203425222837e-16,-0.000238727920169425,1.10412379960803e-06,2.77530074394304e-05,0.000100841031373725,2.87931054226743e-15,9.87187138097853e-06,3.08494855686217e-06,2.03555872583502e-05,1.44152392226369e-17,-0.000248831989247237,-7.26756650547933e-17,-5.95451475436614e-16,-3.95055205740265e-16,-2.22916740951417e-05,-1.11917220434277e-06,-4.97240277640743e-16,-1.10441157974764e-15,5.2453521300184e-06,2.92922157931028e-06,-1.28525741363021e-07,2.18797628265668e-16,-1.94173259116889e-16,2.35066508375543e-16,-8.85610436442844e-16,1.06062042762985e-15,-1.4556732782747e-16,1.15581464129797e-15,-2.22284311751154e-15,9.4767219832692e-16,0.0883883476483174
"t3",0.0250511784415473,-0.0572856914138385,-0.0545566970709846,-0.00486912378838912,0.0106856506284532,-0.000716469829756758,-0.00173565620953083,-0.00420914468460889,-0.00860619799671552,-0.00973254448471889,-0.00286707532682868,0.00689469360439576,0.00623919989022512,0.136467599098705,-0.0796813571398928,0.0364431742107716,-0.0227137957047044,0.124341880619836,0.255422924331071,0.0231624645903223,0.00439898643689544,-0.0311962436386622,0.00024607706366296,-0.00162025413995553,-0.00223318001939706,-0.00491524841382554,0.00195265863616097,-0.00215417015842369,0.01749380372285,0.192871631508733,0.0815601954206594,-0.00245732934496643,0.00237862305746444,0.000219357483855317,-0.000655077771143053,-0.00798832280944024,-0.0753595899521286,-0.00149730009347406,0.00125388277396827,0.145305685666301,-0.0319980627965216,0.0473664541694766,0.233586094741123,0.858452524105126,0.0154048688954187,0.00113350903418629,0.0201566048341859,-0.00225986066629652,0.00353217408478124,0.0743878608737956,0.000952638475077844,0.0116333241347572,-0.0135859922169577,0.0158936191008514,0.000410307615169718,-0.0165016710028494,-0.000247477145547213,-0.00143688252790769,0.000390235520804329,0.0324732514301039,-0.000101760030314522,-6.99184478172815e-06,-0.000750185054192457,-0.00265003886290011,-0.00638037808974797,0.000524125488073856,0.00229070925835669,-0.00503247178568789,-0.00014065196678911,0.0375307721709464,-0.0150261244035989,0.000314655652076126,0.00797924463341695,5.93787647060113e-08,2.74283100861174e-16,-3.52311328035469e-06,5.05206796610308e-16,-7.79552310389258e-06,-1.92314477619499e-15,-1.36653504547186e-15,-0.000319596860732227,-3.63624146243203e-17,5.8772788959356e-16,-8.28408101439552e-07,-5.60756211990072e-05,-7.48293001550895e-06,-1.0158041891695e-15,-0.000175163002471262,-4.90040385492616e-05,1.26060189967061e-15,-1.72852017654598e-15,-4.74752713153407e-16,-0.00146259968393184,-0.0105448386827348,-9.61491684977206e-18,-6.59193408349373e-16,-0.00010959704244606,-2.72858827231192e-16,-0.000778112910095484,3.55857460748521e-06,8.90372593006322e-05,0.000322915739564035,-1.79666395559113e-15,3.05909663716024e-05,9.49553718782e-06,6.13712215429879e-05,6.95491157159336e-16,-0.000739267945107656,9.36437632704356e-16,-1.28218403417542e-16,-7.12915942162257e-17,-6.51848310167529e-05,-3.26241745964277e-06,4.42564872602573e-16,1.39724535029704e-15,1.4869557147241e-05,8.20488795507719e-06,-3.59084033361344e-07,3.95522710380625e-16,1.10833440153466e-15,1.17318959710624e-15,-1.64030776541833e-15,9.77689103165308e-16,1.05203751544731e-15,1.48308059814423e-15,-6.66661580497453e-16,6.88833734370545e-16,0.0883883476483146
"t5",0.030517225401399,-0.0827505663514664,-0.159671586206906,0.0108019955411001,-0.0196318420369219,0.000845969649148902,0.00070819987824742,0.000365140571842771,0.000175681801324978,-0.000990485963196419,-0.000572570143709033,0.0025807196645573,0.0026822816779149,0.109047225176125,-0.00654097633881483,0.00747800078498885,-0.00531299351925633,0.0338773075258848,0.0789125909019522,0.00684177888031743,0.00128708842972624,-0.00902076771704084,-1.332813613828e-05,0.000117574333610273,-0.00539133418988537,-0.00908153902964014,0.00303993816707039,-0.00332673726931108,0.0301924257518702,0.463095448750607,0.206890305463922,-0.0110083673762553,0.0138300119142359,0.00225511425042753,0.0061871639946445,0.0329211101319737,0.117845539531226,0.00142733071132935,0.00108350680774323,0.217666106639137,0.0594957900315904,-0.0253443193033366,-0.071519335435629,-0.151145276629818,-0.00153847902284166,-8.58809766561808e-05,-0.01738130650052,8.70989831205959e-05,-0.00266164414421639,-0.193908827817402,-0.00377978681803909,0.0016769631404425,-0.00187518955334164,0.0021878728904426,4.67342446199468e-05,-0.00046319234162729,-5.58350205655002e-06,6.40204851984241e-05,-3.79464447499447e-05,-0.0182360059781469,9.27670305906927e-05,9.26790502174589e-06,0.00129504720027175,0.00476342316583735,0.0160978958346401,-0.00188741654917232,-0.0115658354037683,0.0304853605660328,0.00121740564267097,-0.736385481342623,-0.0606068397621255,0.000431140894152614,0.0107796962985357,6.74926218532513e-08,-3.2004035529223e-15,-3.53877852804461e-06,7.26945174358803e-16,-6.15332041250441e-06,-7.64523778204115e-16,2.43665359375442e-15,-0.000229456785261116,4.38743065195942e-15,7.89688898676259e-16,-5.56713490808685e-07,-3.7629283561678e-05,-4.89763232743839e-06,1.5070365580355e-15,-0.000110739718938546,-3.08304399441141e-05,-2.25872819722397e-14,-2.88518816343387e-15,2.68539932237436e-15,-0.000886325811944303,-0.00633131216022649,1.1608822754215e-15,1.33748679987973e-15,-6.38056225967446e-05,-2.52528229817637e-15,-0.000448294314324582,2.04035307273051e-06,5.09547415402536e-05,0.00018466184970908,-1.46356562311824e-15,1.72871168290537e-05,5.35445389215012e-06,3.43976985392817e-05,-2.85100140492823e-15,-0.000412768957599941,-1.22620307798191e-16,-2.79819895630062e-16,9.41260247780734e-16,-3.62612370684887e-05,-1.81359016996536e-06,-1.66577899258099e-15,-4.67354355026447e-15,8.22149763418858e-06,4.52763093348124e-06,-1.98071848362149e-07,1.56539521997396e-15,-7.36273236504901e-16,-8.1039058259763e-16,9.33251979803553e-16,1.73767874295373e-15,-2.55520495459071e-15,1.57447096567494e-15,-3.62660656930056e-16,1.00765233877427e-15,0.0883883476483142
"t26",0.0376620960889007,-0.116194059885194,-0.299063614922891,0.0318509640911335,-0.0603958594295396,0.0029529916417059,0.00403499011748388,0.00666844884191773,0.0123338007844852,0.0112775497131578,0.00271563628261314,-0.00462238827525302,-0.00431003230406165,-0.234601228509514,-0.053711386894176,0.0107563456329097,-0.00477590973158984,0.0124687429174077,9.70557243300529e-05,-0.00112738183213124,-0.000212778033877974,0.00149561743719797,1.95125088085682e-06,-1.71280618106503e-05,0.000528999243141839,0.000784812836181594,-0.000187961811083223,0.000154863463043586,-0.000265998642575863,0.0212075801423451,0.0109742849212742,-0.0012336736966629,0.00181799534221591,0.000364261264664393,0.00158219954184353,0.0108717247150689,0.0699577775426405,0.00131104850545749,-0.00165541077627493,-0.242807261673582,-0.0354446780003251,0.00614878418195754,0.0124314560603749,0.0147600686124223,-8.65313667336075e-05,-2.08401549427586e-05,0.827868631936776,-0.000200419518481931,-0.000546945858775416,-0.0346839833892903,-0.267882875809233,0.000307612822860316,1.6265030984855e-05,-2.47441265733263e-05,-3.0208278269168e-06,0.000137728303687799,2.06356015059951e-06,1.17666171430836e-05,-3.14971486127722e-06,-0.00025379193901969,8.20322334444837e-07,5.95289367177245e-08,6.77479933956788e-06,2.4188329617516e-05,6.48474718260558e-05,-6.18170119505707e-06,-3.21956423909246e-05,7.8765611386608e-05,2.78487930723661e-06,-0.00140627335201383,-1.85113525079171e-05,-6.43912012294766e-07,-1.63399683781364e-05,-1.15778816225857e-10,6.43209561178124e-16,6.04412595722007e-09,1.11151618626506e-15,4.35122481012993e-09,-3.01572027049378e-16,3.29589762237736e-16,-1.28731578014703e-07,1.05491993788073e-15,-7.22745748490719e-16,-1.19286343731416e-09,-8.23225452214663e-08,-1.49154852433341e-08,9.83347498292592e-16,-5.08583387787e-07,-1.49604577873216e-07,-1.60165149074322e-15,7.12816511438334e-17,1.76822307304839e-16,-6.52297817800307e-06,-5.16555285027223e-05,-1.34842448440924e-16,-4.45002418032156e-19,-7.44632735967691e-07,-1.37577950383888e-16,-5.96233012889471e-06,2.88981171446407e-08,7.40038543023027e-07,2.70911808827758e-06,1.90747024357694e-15,3.00376274228556e-07,9.61487033213593e-08,6.811697792436e-07,4.63812269004465e-16,-8.73763334470889e-06,5.63514882123882e-16,1.19708038998695e-16,2.45604495660306e-16,-8.22919013108118e-07,-4.17162910163701e-08,-1.90520167777131e-17,-3.05595859839359e-15,2.12441798495271e-07,1.22756546963084e-07,-5.42514665475086e-09,1.05143999250293e-15,-6.85702537586065e-16,-4.45074933329452e-16,-8.84206010230531e-16,2.09170682816731e-15,6.32068308872411e-16,7.36167341954106e-16,-1.94287956117229e-15,6.94884723625052e-16,0.0883883476483196
"t89",0.0383163734252689,-0.119304456667409,-0.312418883271176,0.03394020999618,-0.0644528776194501,0.00316426968589183,0.00437619608574403,0.00733239078400625,0.0136267063140494,0.0126160568922825,0.00308719407892563,-0.005582453086832,-0.00534317991471875,-0.304490683783028,-0.0719296055460181,0.0146023450519837,-0.00652619438806023,0.0172895156088865,0.000139168429519165,-0.00182160665415299,-0.000345388832505509,0.00244069143716278,3.85971047752476e-06,-3.40436648630529e-05,0.00154103016437133,0.00260343076108983,-0.000888916141504734,0.000994462694948473,-0.00979039639781954,-0.175249420584925,-0.0800000300897692,0.00505699799426399,-0.00670444738619996,-0.00118424501955256,-0.00406074143255881,-0.025117038851566,-0.135254110596701,-0.00232402223894629,0.00220737572303586,0.310068258585256,0.0391372396666184,-0.00424862292398719,-0.00681552700661071,-0.00637789108804928,2.97926911946666e-05,6.50006133286699e-06,-0.216503884220314,5.01925456548415e-05,-2.37295932695205e-05,-0.0017029834752617,-0.271524979442889,0.000407936007083151,-0.000101744504748779,0.000113568366630051,7.01502576322505e-07,1.30376025669488e-06,2.9333290218747e-08,6.30180339545181e-07,-2.26046868342225e-07,-3.21242143971847e-05,1.13984327548557e-07,8.72746706619271e-09,1.02315076538018e-06,3.6676757471847e-06,1.01205483677864e-05,-9.86664023523617e-07,-5.21966242204078e-06,1.28543861943309e-05,4.59092735482842e-07,-0.000234963439015667,-3.30779689492216e-06,-1.31206825406574e-07,-3.34036313089243e-06,-2.47826372802412e-11,-6.47647553277834e-16,1.34903443604939e-09,5.69629087243835e-16,1.09136914796037e-09,-2.24168475309879e-16,-3.06607568739309e-15,-3.45403062335233e-08,-1.1016276631316e-16,-4.01301137629021e-16,-3.39827890380515e-10,-2.34874557083137e-08,-4.37103411502292e-09,1.25191013243977e-16,-1.55476469656426e-07,-4.60333969937484e-08,7.46555176705011e-15,-3.49899993859567e-16,-8.23082037694513e-15,-2.12352742381943e-06,-1.70877687216508e-05,2.24961699061561e-15,-5.41905237521864e-15,-2.62204255851645e-07,-8.5990685676241e-16,-2.15384630362092e-06,1.05740528594564e-08,2.72204682494208e-07,9.98590298208128e-07,-0.707106781186548,1.14872214496421e-07,3.70449304073135e-08,2.68484579396128e-07,-3.14004011400912e-15,-3.49944719284158e-06,3.83653277401918e-15,5.97942289079058e-15,-2.82290430024141e-15,-3.35265040441675e-07,-1.70527923530861e-08,2.68712362967981e-15,-4.58720412614235e-15,8.94545326871328e-08,5.23446329845016e-08,-2.31955389610552e-09,-9.80488756844046e-16,-5.34014570919328e-15,-7.5460108820584e-16,-4.38816340374928e-16,3.41914929594397e-15,-6.26375422516081e-15,2.30799289034993e-15,8.8940746248452e-17,1.35935207113079e-16,0.0883883476483136
"t90",0.0383163734252688,-0.119304456667409,-0.312418883271176,0.0339402099961797,-0.0644528776194511,0.00316426968589184,0.00437619608574364,0.007332390784006,0.0136267063140492,0.0126160568922824,0.00308719407892596,-0.00558245308683166,-0.00534317991471828,-0.304490683783027,-0.0719296055460172,0.0146023450519833,-0.00652619438806011,0.0172895156088866,0.00013916842951818,-0.00182160665415273,-0.000345388832505618,0.00244069143716361,3.85971047785287e-06,-3.4043664862179e-05,0.0015410301643712,0.00260343076108958,-0.000888916141505392,0.0009944626949485,-0.009790396397818,-0.175249420584922,-0.0800000300897682,0.00505699799426525,-0.00670444738619979,-0.00118424501955269,-0.00406074143255985,-0.0251170388515662,-0.1352541105967,-0.00232402223894738,0.00220737572303469,0.310068258585257,0.0391372396666237,-0.00424862292398703,-0.00681552700660941,-0.00637789108804852,2.97926911939085e-05,6.50006133378766e-06,-0.216503884220319,5.01925456545239e-05,-2.37295932695058e-05,-0.00170298347526541,-0.271524979442888,0.000407936007082732,-0.000101744504750113,0.000113568366627869,7.01502576598136e-07,1.30376025714784e-06,2.93332917844771e-08,6.30180341619446e-07,-2.26046867136903e-07,-3.21242143961954e-05,1.1398432322937e-07,8.72746882671351e-09,1.02315076430654e-06,3.667675748001e-06,1.0120548370485e-05,-9.86664021423916e-07,-5.21966242391303e-06,1.28543861937143e-05,4.59092736972026e-07,-0.000234963439012108,-3.30779689427752e-06,-1.31206826686535e-07,-3.34036314852317e-06,-2.47830551725656e-11,1.14459942562743e-16,1.34903708133434e-09,-8.03949402084536e-17,1.09136789393082e-09,1.33981490609075e-15,2.42975062571127e-15,-3.45403072417877e-08,5.40464830097312e-16,-1.84559450232143e-15,-3.39827950233042e-10,-2.34874572807561e-08,-4.3710363698906e-09,-4.93959389870202e-16,-1.55476472350418e-07,-4.60333949736655e-08,-6.23877261465609e-15,3.6374090104771e-16,9.22201645434758e-15,-2.12352741543302e-06,-1.70877687411409e-05,-2.45704163100429e-15,5.84797580475445e-15,-2.62204233441802e-07,1.11432140344479e-15,-2.1538463042283e-06,1.05740922321059e-08,2.72204676098073e-07,9.98590237705273e-07,0.707106781186547,1.14872362976e-07,3.70451594465757e-08,2.68484528506591e-07,2.60989860387553e-15,-3.49944719140487e-06,-3.28059263316199e-15,-6.6139364307743e-15,2.85467238408282e-15,-3.35265032528051e-07,-1.70527941472907e-08,-3.31930645054263e-15,4.63852367487082e-15,8.94545379460077e-08,5.23446208053823e-08,-2.31955787661688e-09,2.13098208159666e-15,4.25741125848153e-15,1.30715569152476e-15,-2.88047509393523e-16,-1.23956557558089e-16,5.96008633445859e-15,1.75632639972837e-16,-4.08781098991967e-15,1.95262169343162e-15,0.088388347648327
"t28",0.0379713017900427,-0.1176656509156,-0.305395358195485,0.0328437891495641,-0.062324115960259,0.00305345734542273,0.00419746329538224,0.00698509203583823,0.0129507352341762,0.0119171279236751,0.00289348963986405,-0.00508486297718908,-0.0048090142635666,-0.268505022696095,-0.0625746800728388,0.0126297445481793,-0.00562897602173086,0.0148213501975565,0.0001176664225883,-0.00147036363322184,-0.000278316630413535,0.00196287198214961,2.90688343151075e-06,-2.56007121832785e-05,0.00104542252059427,0.00171728942896453,-0.000551063919470299,0.000592518208861697,-0.00530197586779502,-0.0843491307609644,-0.0379908780903504,0.00219059117227075,-0.00283431668831499,-0.000484256450343434,-0.00153607750398925,-0.00910306157594785,-0.0449093625027109,-0.000733157331731834,0.000556309006325719,0.0747488098158948,0.00788565560178785,-0.000183170911042137,0.000358371230018211,0.00103110843287804,-8.13992649959563e-06,-2.1003156802923e-06,0.0893510039345775,-2.18158980005691e-05,3.41774193010554e-05,0.00249823108443089,0.881731104940704,-0.00137088234240163,0.000393423218658595,-0.000443157588034777,-4.96280639179709e-06,0.000135176475793797,2.00678106229723e-06,1.06617915709255e-05,-2.77263108477338e-06,-0.000208189556257968,6.64597109285095e-07,4.78879457145088e-08,5.42892450350959e-06,1.93730217456945e-05,5.17453329547506e-05,-4.91864174467802e-06,-2.55669862055814e-05,6.24971026692746e-05,2.20690771628225e-06,-0.00111256684996293,-1.45276857917457e-05,-4.98219967082529e-07,-1.2638836553198e-05,-8.91693735824428e-11,3.60752575226531e-16,4.63823640719536e-09,-1.54489651984823e-15,3.31240556625632e-09,1.14917703004063e-16,6.95428088630376e-16,-9.76933993077807e-08,-1.24734175245562e-15,2.63663781312668e-15,-9.03714539484309e-10,-6.23658537390065e-08,-1.12951216173038e-08,4.95091621264984e-17,-3.85069789425555e-07,-1.13274644511291e-07,-9.34838642957417e-17,-1.08985245659605e-17,-1.99672158622682e-15,-4.94290901733725e-06,-3.91596624770723e-05,1.55114695552239e-16,1.51257408643274e-16,-5.65934546304281e-07,1.48183244566002e-16,-4.53805089340868e-06,2.20129784728429e-08,5.63918269575461e-07,2.06468016103209e-06,-5.85192717949504e-16,2.29565594149591e-07,7.35289550334259e-08,5.21991930379022e-07,1.357865677713e-16,-6.70629765744293e-06,-4.2932567049522e-16,9.16554309286924e-16,1.26086491597014e-16,-6.32736180763673e-07,-3.20870461197891e-08,1.98319465199483e-16,-1.52222172645754e-17,1.63963593800121e-07,9.4891715339918e-08,-4.19510552735485e-09,6.00192040971594e-16,-9.41535932348137e-16,-3.16963124559232e-16,-8.17557454619577e-17,1.45830206697123e-15,-1.15821336716176e-15,2.1991558349798e-15,-1.05740783671752e-15,5.78119708848386e-16,0.0883883476483184
"t21",0.0372911167426816,-0.114428243318095,-0.291463948190218,0.0306589409772553,-0.0580806636752146,0.00283235719836649,0.0038398582569658,0.00628806038476308,0.0115926001025747,0.0105089562852129,0.0025018362653406,-0.00406568658850479,-0.00370900104715088,-0.193715070883445,-0.0430136053192488,0.00849433659732775,-0.00374569610675239,0.00962640646445264,7.21302344531688e-05,-0.000711072875376428,-0.00013321614605224,0.000928288703729701,7.83702101418287e-07,-6.77494084090602e-06,-0.000109618508784701,-0.000372544414083179,0.000266653567135669,-0.000396379720843742,0.00617663152958607,0.15915429026029,0.0751278746956844,-0.00580186503135459,0.00805526581464277,0.00150967598354503,0.0058612818182739,0.0385363579095276,0.232133973106891,0.00423027672891356,-0.00497807641754715,-0.724681970148251,-0.103880385839073,0.0189491840911902,0.0446560167752938,0.0871941548547177,0.000953040079268102,6.14212967201703e-05,-0.460194155064131,6.39942933975671e-05,-0.000558996895029331,-0.0354984255820158,-0.0549709975189058,-3.75773339894566e-05,0.000129679575026091,-0.000153416671086313,-4.89101646439661e-06,0.000198218220326265,2.96468405783651e-06,1.66798213734211e-05,-4.43998569481515e-06,-0.000352436257696032,1.13564522475419e-06,8.22564205345662e-08,9.351303837042e-06,3.33824176223101e-05,8.94005176294396e-05,-8.51501955692653e-06,-4.43214313790548e-05,0.000108403162187415,3.83125021099031e-06,-0.00193363068298219,-2.53834276740762e-05,-8.77783426356945e-07,-2.22712525011583e-05,-1.57454966367644e-10,-3.09096487839825e-16,8.20193718680305e-09,-3.95717412897702e-16,5.86606422077161e-09,-7.70334376100579e-16,1.41665568809724e-16,-1.72814182199554e-07,-1.21702493581154e-16,8.42396159715314e-16,-1.59479718476333e-09,-1.10049365708498e-07,-1.99003619113706e-08,8.58276828063385e-17,-6.76371169433349e-07,-1.98858681459893e-07,2.16347947887227e-16,-5.10769469394641e-16,6.60807435031135e-16,-8.63017197269849e-06,-6.82469136293665e-05,-4.7807229966404e-16,-2.57303122107964e-17,-9.78123408810831e-07,-4.0912761440017e-16,-7.81207981777063e-06,3.78138269284555e-08,9.67832769635715e-07,3.54224187303287e-06,-2.01053753753862e-15,3.91198120735375e-07,1.25116370625889e-07,8.84095885561243e-07,-5.31858305251614e-18,-1.13193369110579e-05,2.07458393286566e-16,-7.01972659818765e-16,3.75663416954889e-17,-1.06386586849171e-06,-5.39083755740104e-08,-9.02482309960321e-16,-3.66092366622945e-16,2.73505378407484e-07,1.57781743797789e-07,-6.97058758848653e-09,2.58818466738895e-16,-8.75983424802075e-16,-2.76217718725595e-16,-1.15948782952464e-15,9.58500175072323e-16,5.09523199840772e-16,1.26162732497208e-15,-1.79046003565654e-15,1.45184768560092e-15,0.0883883476483171
"t15",0.0352733498768875,-0.10474228108728,-0.249027653944481,0.023841406292837,-0.0448135404244158,0.00213725087742707,0.00269580516975536,0.00400843124442861,0.00711408962479128,0.00575709077289925,0.00113536610035325,0.00016520406326334,0.00138401145016423,0.263902379925181,0.119786816579238,-0.0331873214668733,0.0174969781255728,-0.0716936556341645,-0.0936554539001947,-0.00309235555479566,-0.000566737984170424,0.00385573123426938,2.32046996808606e-06,-2.00493250118012e-05,5.69250674595698e-05,-0.000157313539991509,0.000206778503113161,-0.000316336737585632,0.00453448481935267,0.096144438097596,0.0442292916867474,-0.00281255776066373,0.00368828215625121,0.00063667964891595,0.0019931889890766,0.0114459445385203,0.0494699728597427,0.000704944488398167,7.82516373873872e-05,0.0346961317637839,0.0172169138693683,-0.0124970297231877,-0.043178627209656,-0.113101239048121,-0.00143286057445193,-8.86056990601042e-05,0.00221471815354142,0.000106249248555327,0.013066689192853,0.886146533718212,-0.0161488657660719,-0.00215484343215013,0.00226966881657702,-0.00263813183008626,-5.01220630822579e-05,0.00133719714147047,1.97677574986784e-05,0.000100593883097901,-2.5520555422866e-05,-0.00175007760420997,5.45774564096288e-06,3.87447682636319e-07,4.35422852945414e-05,0.000155192375492519,0.000410853137287736,-3.8774879001289e-05,-0.000200522902094856,0.000489092215639589,1.72124669272538e-05,-0.0086375782751542,-0.000110089668231084,-3.57726388127471e-06,-9.06161851234602e-05,-6.25915549654502e-10,4.47697071793741e-16,3.19016533426795e-08,-3.98703650076731e-16,2.14055469267423e-08,5.66864120575582e-16,7.10013333299076e-16,-6.06561883793025e-07,-7.02518757238674e-16,1.21992061187124e-15,-5.40112166808735e-09,-3.72369531173104e-07,-6.62459567466495e-08,2.51852472457711e-16,-2.19337409942516e-06,-6.42247189708387e-07,5.91793945233014e-15,5.91602390495607e-16,1.8134483239115e-15,-2.68922146744687e-05,-0.00021047617741425,-1.18457283567421e-16,5.74089713929152e-16,-2.89555113304477e-06,-5.10410163465964e-16,-2.27352614854766e-05,1.09103434234438e-07,2.7826501452474e-06,1.01698972390938e-05,8.18959478990397e-16,1.0953652884313e-06,3.48542982739113e-07,2.42454175587233e-06,7.00928671270493e-16,-3.0699384293733e-05,-7.19019562490756e-16,-3.99699616082011e-16,-9.71900897893032e-16,-2.85106085147017e-06,-1.44129442117048e-07,-8.71548097215135e-16,-1.63471614603978e-16,7.16107631724633e-07,4.09432765425115e-07,-1.80535983379752e-08,-7.92888337018375e-17,-7.43579184035887e-16,-6.85075303721614e-16,-1.02245355046857e-16,9.0208237558992e-16,2.01262861303e-16,8.83146965675765e-16,-1.71984462508836e-15,9.83818830676972e-16,0.0883883476483182
