"accepted_species","trait_BM_trend_scaled"
"t1",0.691556490942042
"t2",1.74529696898726
"t3",0.936054148711512
"t5",0.287715145317166
"t26",-0.0823332598940327
"t89",0.515775265006132
"t90",0.744951601420626
"t28",0.793671802078418
"t21",NA
"t15",0.499198954760949
"t74",-0.247456024098584
"t75",0.486416123157469
"t6",1.24065078133271
"t19",1.21939540285302
"t20",-0.25472712970122
"t10",0.30968983926108
"t98",0.0382024391057085
"t99",-0.0989251195082587
"t106",NA
"t107",-0.298230479391387
"t80",0.0187797365933487
"t78",-0.294278470437279
"t79",-0.049018582436322
"t31",-0.21087201926208
"t62",0.302246792890045
"t63",-0.596473997487398
"t100",-0.222067976686921
"t121",NA
"t122",0.081443976760882
"t58",0.524063220799744
"t59",0.757139662362063
"t45",0.255517279380447
"t34",0.728279050308319
"t41",0.3390981377343
"t71",0.207465861763422
"t111",0.20329428199036
"t112",0.381804286629719
"t103",0.0802723430882608
"t64",0.819543697867801
"t56",-0.211715561132821
"t57",0.420635279353216
"t52",0.0669014460307355
"t72",0.509467681136929
"t73",1.02938029716094
"t68",1.02110572832675
"t17",0.656895249119907
"t18",-0.114648969769084
"t25",-1.8567243279815
"t60",NA
"t61",-0.599289412676729
"t39",-1.2515298114682
"t127",-1.13778750713709
"t128",NA
"t13",-1.01731782322763
"t43",-2.0105461702564
"t44",-1.53917931687585
"t8",-0.677590808103994
"t42",NA
"t116",-1.61080574412339
"t123",-1.49149270210086
"t124",-1.32074844652503
"t91",NA
"t96",-1.716651818662
"t97",-2.11666747656318
"t108",0.0879521556313652
"t109",0.0572033957772032
"t110",0.208953633838492
"t29",-0.668192271470891
"t22",NA
"t16",1.10333935766651
"t35",0.993628562964295
"t88",0.800520496907541
"t94",0.766263615174511
"t95",1.26364855681344
"t87",1.15348313943443
"t125",1.39379847024793
"t126",1.42197315226733
"t48",1.05347223284487
"t76",0.468675871812039
"t77",NA
"t12",1.0441180377744
"t104",0.864856609542828
"t105",0.532161916161424
"t49",0.466540718326495
"t55",-0.161621472390495
"t119",-0.00452439494823045
"t120",0.0489047427330995
"t115",-0.0568975359867727
"t69",0.639494444875823
"t70",0.346347699489179
"t27",0.813425080028243
"t101",0.00156333411513937
"t102",-0.436165714288796
"t11",1.66422177001414
"t7",1.7270658564442
"t117",1.42661018638168
"t118",1.5168356276229
"t65",1.29141515312904
"t54",1.88060572088894
"t23",1.37782873108453
"t24",1.38223790236625
"t36",0.758097830196176
"t37",0.151916286008459
"t4",0.212138731748546
"t46",-1.21606004884166
"t47",-0.947384969025062
"t92",-1.64603399682381
"t93",-1.77988903940345
"t53",-1.5305758674458
"t50",-1.55987046870054
"t51",NA
"t38",-1.17979349569357
"t113",-1.40020122956561
"t114",-1.47553183527809
"t9",-1.49308941985168
"t66",NA
"t67",-1.38428430165711
"t33",-1.15934121387866
"t32",-1.4187969809581
"t30",-0.822393573189146
"t85",-0.879454309341951
"t86",-0.78859594269271
"t83",0.90904572976886
"t84",0.813507493008556
"t14",NA
"t81",0.783579362143718
"t82",0.547017168068385
"t40",0.320302615286232
