"","t3","t18","t101","t102","t52","t120","t121","t57","t58","t45","t35","t14","t15","t69","t70","t89","t90","t38","t105","t106","t43","t41","t67","t68","t47","t55","t56","t36","t37","t71","t72","t122","t123","t33","t19","t20","t78","t79","t61","t62","t13","t100","t103","t104","t96","t97","t93","t94","t32","t44","t82","t83","t28","t87","t88","t48","t42","t26","t27","t22","t23","t118","t119","t12","t50","t51","t31","t16","t17","t25","t110","t111","t77","t5","t8","t9","t124","t125","t80","t66","t59","t60","t24","t91","t92","t112","t113","t11","t84","t116","t117","t53","t54","t75","t76","t108","t109","t63","t10","t64","t65","t39","t40","t29","t34","t98","t99","t95","t73","t74","t49","t2","t114","t115","t107","t46","t7","t21","t81","t85","t86","t30","t6","t4","t1"
"t3",0,5.27930743385,5.27930743371,5.27930743371,5.21788113172,5.27930743375,5.27930743375,5.27930743378,5.27930743378,5.27930743378,5.27930743368,5.27930743364,4.48470343894,5.27930743394,5.27930743394,5.27930743404,5.27930743404,5.27930743404,5.27930743405,5.27930743405,5.27930743398,5.09267790464,5.27930743414,5.27930743414,5.27930743414,5.27930743415,5.27930743415,5.27930743414,5.27930743414,5.27930743404,5.2793074341,5.279307434104,5.279307434104,4.59048952614,5.27930743449,4.62274580819,5.27930743404,5.22530407714,5.27930743404,5.27930743404,5.27930743402,5.27930743405,5.27930743405,5.27930743405,5.27930743354,5.27930743354,5.27930743355,5.27930743355,5.279307433561,5.279307433561,5.279307433561,5.279307433561,4.428382228181,5.27930743385,5.27930743385,5.27930743385,5.27930743375,5.2758417772,5.279307434,4.31246746428,5.14699881679,5.27930743382,5.27930743382,4.3119008234,4.83755181248,5.2793074341,5.2793074341,5.2793074342,5.2793074342,4.7998494684,5.27930743393,5.27930743393,5.2793074339,4.787518317,5.0521476845,5.2793074337,5.279307433868,5.279307433868,5.27930743388,5.27930743388,5.27930743388,5.27930743388,5.1073714581,5.4911762043,5.4911762043,5.49117620431,5.49117620431,4.5371542112,5.4911762047,5.49117620475,5.49117620475,5.4911762047,5.3780870958,5.4911762047,5.4911762047,5.87847123633,5.87847123633,5.8784712364,5.878471236,6.1625627323,6.1625627323,6.16256273225,6.16256273225,6.16256273225,6.1625627323,6.16256273232,6.16256273232,6.1625627323,6.1625627323,6.1625627323,5.9377298622,4.8596958796,8.52450525293,8.52450525293,8.51352599867,8.524505253,7.7078278205,8.5245052529,8.5245052529,8.524505252859,8.524505252859,8.5245052529,8.5245052534,7.5886438443,3.644902761444
"t18",5.27930743385,0,2.06659347186,2.06659347186,2.00516716987,2.0665934719,2.0665934719,2.06659347193,2.06659347193,2.06659347193,2.06659347183,5.45526211379,4.66065811909,5.45526211409,5.45526211409,5.45526211419,5.45526211419,5.45526211419,5.4552621142,5.4552621142,5.45526211413,5.26863258479,5.45526211429,5.45526211429,5.45526211429,5.4552621143,5.4552621143,5.45526211429,5.45526211429,5.45526211419,5.45526211425,5.455262114254,5.455262114254,4.76644420629,5.45526211464,4.79870048834,5.45526211419,5.40125875729,5.45526211419,5.45526211419,5.45526211417,5.4552621142,5.4552621142,5.4552621142,5.45526211369,5.45526211369,5.4552621137,5.4552621137,5.455262113711,5.455262113711,5.455262113711,5.455262113711,4.604336908331,5.455262114,5.455262114,5.455262114,5.4552621139,5.54318715665,5.54665281345,4.57981284373,5.41434419624,5.54665281327,5.54665281327,4.57924620285,5.10489719193,5.54665281355,5.54665281355,5.54665281365,5.54665281365,5.56530507165,6.04476303718,6.04476303718,6.04476303715,5.55297392025,5.81760328775,6.04476303695,6.044763037118,6.044763037118,6.04476303713,6.04476303713,6.04476303713,6.04476303713,5.87282706135,7.32040650615,7.32040650615,7.32040650616,7.32040650616,6.36638451305,7.32040650655,7.3204065066,7.3204065066,7.32040650655,7.20731739765,7.32040650655,7.32040650655,7.70770153818,7.70770153818,7.70770153825,7.70770153785,7.99179303415,7.99179303415,7.9917930341,7.9917930341,7.9917930341,7.99179303415,7.99179303417,7.99179303417,7.99179303415,7.99179303415,7.99179303415,7.76696016405,6.68892618145,10.35373555478,10.35373555478,10.34275630052,10.35373555485,9.53705812235,10.35373555475,10.35373555475,10.353735554709,10.353735554709,10.35373555475,10.35373555525,9.41787414615,5.474133063294
"t101",5.27930743371,2.06659347186,0,0.14891178118,1.83917144659,1.90059774862,1.90059774862,1.90059774865,1.90059774865,1.90059774865,1.90059774855,5.45526211365,4.66065811895,5.45526211395,5.45526211395,5.45526211405,5.45526211405,5.45526211405,5.45526211406,5.45526211406,5.45526211399,5.26863258465,5.45526211415,5.45526211415,5.45526211415,5.45526211416,5.45526211416,5.45526211415,5.45526211415,5.45526211405,5.45526211411,5.455262114114,5.455262114114,4.76644420615,5.4552621145,4.7987004882,5.45526211405,5.40125875715,5.45526211405,5.45526211405,5.45526211403,5.45526211406,5.45526211406,5.45526211406,5.45526211355,5.45526211355,5.45526211356,5.45526211356,5.455262113571,5.455262113571,5.455262113571,5.455262113571,4.604336908191,5.45526211386,5.45526211386,5.45526211386,5.45526211376,5.54318715651,5.54665281331,4.57981284359,5.4143441961,5.54665281313,5.54665281313,4.57924620271,5.10489719179,5.54665281341,5.54665281341,5.54665281351,5.54665281351,5.56530507151,6.04476303704,6.04476303704,6.04476303701,5.55297392011,5.81760328761,6.04476303681,6.044763036978,6.044763036978,6.04476303699,6.04476303699,6.04476303699,6.04476303699,5.87282706121,7.32040650601,7.32040650601,7.32040650602,7.32040650602,6.36638451291,7.32040650641,7.32040650646,7.32040650646,7.32040650641,7.20731739751,7.32040650641,7.32040650641,7.70770153804,7.70770153804,7.70770153811,7.70770153771,7.99179303401,7.99179303401,7.99179303396,7.99179303396,7.99179303396,7.99179303401,7.99179303403,7.99179303403,7.99179303401,7.99179303401,7.99179303401,7.76696016391,6.68892618131,10.35373555464,10.35373555464,10.34275630038,10.35373555471,9.53705812221,10.35373555461,10.35373555461,10.353735554569,10.353735554569,10.35373555461,10.35373555511,9.41787414601,5.474133063154
"t102",5.27930743371,2.06659347186,0.14891178118,0,1.83917144659,1.90059774862,1.90059774862,1.90059774865,1.90059774865,1.90059774865,1.90059774855,5.45526211365,4.66065811895,5.45526211395,5.45526211395,5.45526211405,5.45526211405,5.45526211405,5.45526211406,5.45526211406,5.45526211399,5.26863258465,5.45526211415,5.45526211415,5.45526211415,5.45526211416,5.45526211416,5.45526211415,5.45526211415,5.45526211405,5.45526211411,5.455262114114,5.455262114114,4.76644420615,5.4552621145,4.7987004882,5.45526211405,5.40125875715,5.45526211405,5.45526211405,5.45526211403,5.45526211406,5.45526211406,5.45526211406,5.45526211355,5.45526211355,5.45526211356,5.45526211356,5.455262113571,5.455262113571,5.455262113571,5.455262113571,4.604336908191,5.45526211386,5.45526211386,5.45526211386,5.45526211376,5.54318715651,5.54665281331,4.57981284359,5.4143441961,5.54665281313,5.54665281313,4.57924620271,5.10489719179,5.54665281341,5.54665281341,5.54665281351,5.54665281351,5.56530507151,6.04476303704,6.04476303704,6.04476303701,5.55297392011,5.81760328761,6.04476303681,6.044763036978,6.044763036978,6.04476303699,6.04476303699,6.04476303699,6.04476303699,5.87282706121,7.32040650601,7.32040650601,7.32040650602,7.32040650602,6.36638451291,7.32040650641,7.32040650646,7.32040650646,7.32040650641,7.20731739751,7.32040650641,7.32040650641,7.70770153804,7.70770153804,7.70770153811,7.70770153771,7.99179303401,7.99179303401,7.99179303396,7.99179303396,7.99179303396,7.99179303401,7.99179303403,7.99179303403,7.99179303401,7.99179303401,7.99179303401,7.76696016391,6.68892618131,10.35373555464,10.35373555464,10.34275630038,10.35373555471,9.53705812221,10.35373555461,10.35373555461,10.353735554569,10.353735554569,10.35373555461,10.35373555511,9.41787414601,5.474133063154
"t52",5.21788113172,2.00516716987,1.83917144659,1.83917144659,0,0.94391048843,0.94391048843,1.54042833906,1.54042833906,1.54042833906,1.54042833896,5.39383581166,4.59923181696,5.39383581196,5.39383581196,5.39383581206,5.39383581206,5.39383581206,5.39383581207,5.39383581207,5.393835812,5.20720628266,5.39383581216,5.39383581216,5.39383581216,5.39383581217,5.39383581217,5.39383581216,5.39383581216,5.39383581206,5.39383581212,5.393835812124,5.393835812124,4.70501790416,5.39383581251,4.73727418621,5.39383581206,5.33983245516,5.39383581206,5.39383581206,5.39383581204,5.39383581207,5.39383581207,5.39383581207,5.39383581156,5.39383581156,5.39383581157,5.39383581157,5.393835811581,5.393835811581,5.393835811581,5.393835811581,4.542910606201,5.39383581187,5.39383581187,5.39383581187,5.39383581177,5.48176085452,5.48522651132,4.5183865416,5.35291789411,5.48522651114,5.48522651114,4.51781990072,5.0434708898,5.48522651142,5.48522651142,5.48522651152,5.48522651152,5.50387876952,5.98333673505,5.98333673505,5.98333673502,5.49154761812,5.75617698562,5.98333673482,5.983336734988,5.983336734988,5.983336735,5.983336735,5.983336735,5.983336735,5.81140075922,7.25898020402,7.25898020402,7.25898020403,7.25898020403,6.30495821092,7.25898020442,7.25898020447,7.25898020447,7.25898020442,7.14589109552,7.25898020442,7.25898020442,7.64627523605,7.64627523605,7.64627523612,7.64627523572,7.93036673202,7.93036673202,7.93036673197,7.93036673197,7.93036673197,7.93036673202,7.93036673204,7.93036673204,7.93036673202,7.93036673202,7.93036673202,7.70553386192,6.62749987932,10.29230925265,10.29230925265,10.28132999839,10.29230925272,9.47563182022,10.29230925262,10.29230925262,10.292309252579,10.292309252579,10.29230925262,10.29230925312,9.35644784402,5.412706761164
"t120",5.27930743375,2.0665934719,1.90059774862,1.90059774862,0.94391048843,0,0.02096219366,1.60185464109,1.60185464109,1.60185464109,1.60185464099,5.45526211369,4.66065811899,5.45526211399,5.45526211399,5.45526211409,5.45526211409,5.45526211409,5.4552621141,5.4552621141,5.45526211403,5.26863258469,5.45526211419,5.45526211419,5.45526211419,5.4552621142,5.4552621142,5.45526211419,5.45526211419,5.45526211409,5.45526211415,5.455262114154,5.455262114154,4.76644420619,5.45526211454,4.79870048824,5.45526211409,5.40125875719,5.45526211409,5.45526211409,5.45526211407,5.4552621141,5.4552621141,5.4552621141,5.45526211359,5.45526211359,5.4552621136,5.4552621136,5.455262113611,5.455262113611,5.455262113611,5.455262113611,4.604336908231,5.4552621139,5.4552621139,5.4552621139,5.4552621138,5.54318715655,5.54665281335,4.57981284363,5.41434419614,5.54665281317,5.54665281317,4.57924620275,5.10489719183,5.54665281345,5.54665281345,5.54665281355,5.54665281355,5.56530507155,6.04476303708,6.04476303708,6.04476303705,5.55297392015,5.81760328765,6.04476303685,6.044763037018,6.044763037018,6.04476303703,6.04476303703,6.04476303703,6.04476303703,5.87282706125,7.32040650605,7.32040650605,7.32040650606,7.32040650606,6.36638451295,7.32040650645,7.3204065065,7.3204065065,7.32040650645,7.20731739755,7.32040650645,7.32040650645,7.70770153808,7.70770153808,7.70770153815,7.70770153775,7.99179303405,7.99179303405,7.991793034,7.991793034,7.991793034,7.99179303405,7.99179303407,7.99179303407,7.99179303405,7.99179303405,7.99179303405,7.76696016395,6.68892618135,10.35373555468,10.35373555468,10.34275630042,10.35373555475,9.53705812225,10.35373555465,10.35373555465,10.353735554609,10.353735554609,10.35373555465,10.35373555515,9.41787414605,5.474133063194
"t121",5.27930743375,2.0665934719,1.90059774862,1.90059774862,0.94391048843,0.02096219366,0,1.60185464109,1.60185464109,1.60185464109,1.60185464099,5.45526211369,4.66065811899,5.45526211399,5.45526211399,5.45526211409,5.45526211409,5.45526211409,5.4552621141,5.4552621141,5.45526211403,5.26863258469,5.45526211419,5.45526211419,5.45526211419,5.4552621142,5.4552621142,5.45526211419,5.45526211419,5.45526211409,5.45526211415,5.455262114154,5.455262114154,4.76644420619,5.45526211454,4.79870048824,5.45526211409,5.40125875719,5.45526211409,5.45526211409,5.45526211407,5.4552621141,5.4552621141,5.4552621141,5.45526211359,5.45526211359,5.4552621136,5.4552621136,5.455262113611,5.455262113611,5.455262113611,5.455262113611,4.604336908231,5.4552621139,5.4552621139,5.4552621139,5.4552621138,5.54318715655,5.54665281335,4.57981284363,5.41434419614,5.54665281317,5.54665281317,4.57924620275,5.10489719183,5.54665281345,5.54665281345,5.54665281355,5.54665281355,5.56530507155,6.04476303708,6.04476303708,6.04476303705,5.55297392015,5.81760328765,6.04476303685,6.044763037018,6.044763037018,6.04476303703,6.04476303703,6.04476303703,6.04476303703,5.87282706125,7.32040650605,7.32040650605,7.32040650606,7.32040650606,6.36638451295,7.32040650645,7.3204065065,7.3204065065,7.32040650645,7.20731739755,7.32040650645,7.32040650645,7.70770153808,7.70770153808,7.70770153815,7.70770153775,7.99179303405,7.99179303405,7.991793034,7.991793034,7.991793034,7.99179303405,7.99179303407,7.99179303407,7.99179303405,7.99179303405,7.99179303405,7.76696016395,6.68892618135,10.35373555468,10.35373555468,10.34275630042,10.35373555475,9.53705812225,10.35373555465,10.35373555465,10.353735554609,10.353735554609,10.35373555465,10.35373555515,9.41787414605,5.474133063194
"t57",5.27930743378,2.06659347193,1.90059774865,1.90059774865,1.54042833906,1.60185464109,1.60185464109,0,0.9414930058,1.178197101,1.5013091965,5.45526211372,4.66065811902,5.45526211402,5.45526211402,5.45526211412,5.45526211412,5.45526211412,5.45526211413,5.45526211413,5.45526211406,5.26863258472,5.45526211422,5.45526211422,5.45526211422,5.45526211423,5.45526211423,5.45526211422,5.45526211422,5.45526211412,5.45526211418,5.455262114184,5.455262114184,4.76644420622,5.45526211457,4.79870048827,5.45526211412,5.40125875722,5.45526211412,5.45526211412,5.4552621141,5.45526211413,5.45526211413,5.45526211413,5.45526211362,5.45526211362,5.45526211363,5.45526211363,5.455262113641,5.455262113641,5.455262113641,5.455262113641,4.604336908261,5.45526211393,5.45526211393,5.45526211393,5.45526211383,5.54318715658,5.54665281338,4.57981284366,5.41434419617,5.5466528132,5.5466528132,4.57924620278,5.10489719186,5.54665281348,5.54665281348,5.54665281358,5.54665281358,5.56530507158,6.04476303711,6.04476303711,6.04476303708,5.55297392018,5.81760328768,6.04476303688,6.044763037048,6.044763037048,6.04476303706,6.04476303706,6.04476303706,6.04476303706,5.87282706128,7.32040650608,7.32040650608,7.32040650609,7.32040650609,6.36638451298,7.32040650648,7.32040650653,7.32040650653,7.32040650648,7.20731739758,7.32040650648,7.32040650648,7.70770153811,7.70770153811,7.70770153818,7.70770153778,7.99179303408,7.99179303408,7.99179303403,7.99179303403,7.99179303403,7.99179303408,7.9917930341,7.9917930341,7.99179303408,7.99179303408,7.99179303408,7.76696016398,6.68892618138,10.35373555471,10.35373555471,10.34275630045,10.35373555478,9.53705812228,10.35373555468,10.35373555468,10.353735554639,10.353735554639,10.35373555468,10.35373555518,9.41787414608,5.474133063224
"t58",5.27930743378,2.06659347193,1.90059774865,1.90059774865,1.54042833906,1.60185464109,1.60185464109,0.9414930058,0,1.178197101,1.5013091965,5.45526211372,4.66065811902,5.45526211402,5.45526211402,5.45526211412,5.45526211412,5.45526211412,5.45526211413,5.45526211413,5.45526211406,5.26863258472,5.45526211422,5.45526211422,5.45526211422,5.45526211423,5.45526211423,5.45526211422,5.45526211422,5.45526211412,5.45526211418,5.455262114184,5.455262114184,4.76644420622,5.45526211457,4.79870048827,5.45526211412,5.40125875722,5.45526211412,5.45526211412,5.4552621141,5.45526211413,5.45526211413,5.45526211413,5.45526211362,5.45526211362,5.45526211363,5.45526211363,5.455262113641,5.455262113641,5.455262113641,5.455262113641,4.604336908261,5.45526211393,5.45526211393,5.45526211393,5.45526211383,5.54318715658,5.54665281338,4.57981284366,5.41434419617,5.5466528132,5.5466528132,4.57924620278,5.10489719186,5.54665281348,5.54665281348,5.54665281358,5.54665281358,5.56530507158,6.04476303711,6.04476303711,6.04476303708,5.55297392018,5.81760328768,6.04476303688,6.044763037048,6.044763037048,6.04476303706,6.04476303706,6.04476303706,6.04476303706,5.87282706128,7.32040650608,7.32040650608,7.32040650609,7.32040650609,6.36638451298,7.32040650648,7.32040650653,7.32040650653,7.32040650648,7.20731739758,7.32040650648,7.32040650648,7.70770153811,7.70770153811,7.70770153818,7.70770153778,7.99179303408,7.99179303408,7.99179303403,7.99179303403,7.99179303403,7.99179303408,7.9917930341,7.9917930341,7.99179303408,7.99179303408,7.99179303408,7.76696016398,6.68892618138,10.35373555471,10.35373555471,10.34275630045,10.35373555478,9.53705812228,10.35373555468,10.35373555468,10.353735554639,10.353735554639,10.35373555468,10.35373555518,9.41787414608,5.474133063224
"t45",5.27930743378,2.06659347193,1.90059774865,1.90059774865,1.54042833906,1.60185464109,1.60185464109,1.178197101,1.178197101,0,1.5013091965,5.45526211372,4.66065811902,5.45526211402,5.45526211402,5.45526211412,5.45526211412,5.45526211412,5.45526211413,5.45526211413,5.45526211406,5.26863258472,5.45526211422,5.45526211422,5.45526211422,5.45526211423,5.45526211423,5.45526211422,5.45526211422,5.45526211412,5.45526211418,5.455262114184,5.455262114184,4.76644420622,5.45526211457,4.79870048827,5.45526211412,5.40125875722,5.45526211412,5.45526211412,5.4552621141,5.45526211413,5.45526211413,5.45526211413,5.45526211362,5.45526211362,5.45526211363,5.45526211363,5.455262113641,5.455262113641,5.455262113641,5.455262113641,4.604336908261,5.45526211393,5.45526211393,5.45526211393,5.45526211383,5.54318715658,5.54665281338,4.57981284366,5.41434419617,5.5466528132,5.5466528132,4.57924620278,5.10489719186,5.54665281348,5.54665281348,5.54665281358,5.54665281358,5.56530507158,6.04476303711,6.04476303711,6.04476303708,5.55297392018,5.81760328768,6.04476303688,6.044763037048,6.044763037048,6.04476303706,6.04476303706,6.04476303706,6.04476303706,5.87282706128,7.32040650608,7.32040650608,7.32040650609,7.32040650609,6.36638451298,7.32040650648,7.32040650653,7.32040650653,7.32040650648,7.20731739758,7.32040650648,7.32040650648,7.70770153811,7.70770153811,7.70770153818,7.70770153778,7.99179303408,7.99179303408,7.99179303403,7.99179303403,7.99179303403,7.99179303408,7.9917930341,7.9917930341,7.99179303408,7.99179303408,7.99179303408,7.76696016398,6.68892618138,10.35373555471,10.35373555471,10.34275630045,10.35373555478,9.53705812228,10.35373555468,10.35373555468,10.353735554639,10.353735554639,10.35373555468,10.35373555518,9.41787414608,5.474133063224
