"accepted_species","trait_EB_scaled"
"t1",-1.4595049712997
"t2",-1.1135296140098
"t3",-1.11033558445574
"t12",-2.28844048740947
"t13",-2.66187798580629
"t46",-2.70568958817625
"t58",-2.38030480284952
"t77",-2.15158814522395
"t78",-2.39191959048204
"t9",0.173444593304634
"t10",-0.171742262839975
"t89",NA
"t90",-0.283170096128782
"t84",-0.355653585525462
"t29",0.585347846069194
"t30",0.870338947620348
"t75",0.745878810079057
"t76",0.840047886457688
"t95",0.870462821636135
"t96",0.885735394991545
"t44",0.656501251916489
"t28",0.697288752347336
"t18",1.02843184950793
"t20",0.380611154476092
"t21",1.03984285024679
"t14",0.180059332075782
"t59",0.591496404768529
"t60",0.644509949047963
"t97",NA
"t98",0.574642666254891
"t73",0.813871398645324
"t74",0.681142593182427
"t93",0.368980803668107
"t94",0.362271180228947
"t51",0.238730092339677
"t52",0.297928509979497
"t81",0.492617485589195
"t87",0.329888298032066
"t88",0.262917569988806
"t22",0.0101132847631538
"t38",0.543120338738713
"t39",0.714981895581236
"t25",0.225138963053406
"t26",0.709850767715759
"t45",-0.533887784567764
"t55",NA
"t56",-0.00698056032135388
"t64",1.09583903144412
"t67",1.25682941523194
"t68",1.05159803190223
"t35",0.800449196969529
"t36",0.0683287158397147
"t37",-0.198588985129497
"t99",0.208582931870512
"t100",0.20946569842393
"t42",NA
"t43",NA
"t32",-0.872144454866557
"t5",0.363834231935883
"t6",0.181983739291733
"t8",-0.432212195541958
"t23",-0.908477872850178
"t24",-0.722453610767732
"t17",NA
"t53",-1.05204929509096
"t54",-0.91737627723783
"t27",-1.06693958496209
"t16",-1.60409566802377
"t79",-0.522231546129241
"t80",-0.787127955031389
"t33",-1.06312681379137
"t34",0.0755233262956092
"t15",-0.305766769000956
"t31",NA
"t69",-0.00639128537655365
"t70",0.208465386764623
"t7",-0.153248865741442
"t47",NA
"t48",-0.336319767577766
"t49",NA
"t11",-0.399549445824883
"t85",-0.611147607271427
"t86",-0.791869966132814
"t61",-0.672123988846534
"t57",-0.698053680712112
"t65",-0.608200138105411
"t66",NA
"t62",-0.335285281235962
"t82",-0.23973242953493
"t83",0.042120904915128
"t4",0.902284074977094
"t19",1.55365523061481
"t91",1.790120671927
"t92",1.70198284750814
"t63",1.33233859321613
"t71",1.65093404171227
"t72",1.57455152422365
"t50",1.75266687357423
"t40",1.95295380853036
"t41",1.76631301962261
