,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,4.6429296,2.8388126,4.139362,8.505313,7.758722,3.4133139,6.9528656,2.8359196,2.150329,6.125579,6.813996,5.2753615,0.8892773,6.5004787,3.7088158,4.4345884
t2,4.693603,2.9174585,4.0688496,8.524365,7.8458624,3.4570303,6.8884044,2.9515336,2.194274,6.1091475,6.8101206,5.3521605,0.9060781,6.553801,3.7185621,4.4728875
t69,-2.991654,8.562421,6.8420563,5.0265045,-0.18447158,5.0554714,5.54562,2.8982553,3.6107547,3.4554932,4.518219,5.097057,5.0282507,3.6828225,7.8390274,5.0796423
t122,-2.981422,8.550884,6.8574076,5.024468,-0.20958558,5.0478077,5.575632,2.8734977,3.5756907,3.5172007,4.486418,5.0636644,5.0222487,3.6381762,7.8633084,5.1172247
t123,-2.9487424,8.527262,6.8276725,5.018182,-0.21895054,5.067671,5.5760465,2.8784614,3.5753515,3.4971273,4.510666,5.088277,5.005422,3.6521385,7.8348227,5.1280203
t27,0.020938795,6.870884,0.83125675,4.2154274,3.3225565,3.3070173,7.3973756,6.7880816,5.559518,4.956432,4.783867,4.911553,5.0478168,4.2586393,5.4448385,6.691807
t20,0.13055553,6.8666015,0.85733247,4.139504,3.413821,3.315058,7.4751954,6.841264,5.5078635,4.9526215,4.7139316,4.8715816,5.060499,4.3018785,5.466943,6.7515254
t31,-3.224102,8.57728,6.942175,5.024184,-0.39768612,4.914834,5.464839,2.7514148,3.43377,3.4008672,4.524451,5.0865073,4.9917088,3.4756148,7.8534274,4.9601607
t89,-3.3130813,8.586706,7.006572,5.0218515,-0.4390385,4.7918406,5.4921417,2.660334,3.3937335,3.3818457,4.5230455,5.069307,5.0290055,3.4232113,7.8589454,4.917027
t90,-3.2898276,8.533264,6.9776163,5.0088177,-0.45712537,4.747421,5.5116367,2.643321,3.3216176,3.4229047,4.486617,5.0462465,5.0482063,3.368222,7.8752165,4.9518566
t165,-3.358178,8.522726,6.958286,4.9658813,-0.46544403,4.7174377,5.4017754,2.7065737,3.1862705,3.4394584,4.4289107,5.06672,5.008574,3.2491372,7.9519095,4.9091845
t166,-3.2435944,8.520723,7.0602455,5.020653,-0.5242538,4.7765255,5.658236,2.707017,3.2571955,3.4203043,4.5028663,4.9827433,4.95468,3.237195,8.064805,4.88769
t83,-3.2772086,8.520455,7.0442815,5.0200105,-0.50700396,4.7226896,5.614351,2.663846,3.264814,3.422347,4.4881024,4.9953256,4.998021,3.2784095,7.991147,4.9060187
t71,-3.0970948,8.3670225,6.881686,4.954792,-0.43348843,4.910275,5.636505,2.8006918,3.131515,3.5591078,4.3912115,5.0573363,4.870774,3.2730918,8.072111,5.029871
t72,-3.2626214,8.51579,6.945397,4.9930005,-0.42554206,4.7510214,5.5353165,2.6458557,3.326246,3.4486907,4.4552364,5.0540266,5.047358,3.4043288,7.8394384,4.982848
t70,-3.1183586,8.382525,6.9242883,4.977778,-0.46955392,4.855499,5.6935606,2.766336,3.1372273,3.5388315,4.41013,5.0170727,4.9006734,3.246342,8.06984,4.996662
t75,-3.2365499,8.52671,6.936506,5.018397,-0.4319876,4.8697577,5.482491,2.718451,3.3403904,3.4301987,4.494156,5.0698204,4.9811044,3.4091933,7.879409,4.9725113
t76,-3.0505743,8.326917,6.8571525,4.908535,-0.38713428,4.9220924,5.6563034,2.8405735,3.0960867,3.602058,4.3482428,5.0912046,4.845634,3.2702224,8.119113,5.063839
t145,-3.1499214,8.508619,6.9375587,5.135627,-0.5080463,4.993743,5.5332556,2.7634282,3.3098173,3.4112785,4.5527086,4.971439,4.9667673,3.357635,7.9486785,5.007422
t146,-3.198989,8.496628,6.832452,5.0256643,-0.4944655,5.0167527,5.402288,2.7808926,3.3085737,3.3996441,4.534013,5.098915,4.874851,3.402632,7.854719,4.9760447
t161,-3.135848,8.411864,6.8276496,4.980278,-0.3743666,4.995009,5.45588,2.8034418,3.2303834,3.555513,4.4022374,5.109186,4.8537617,3.361889,7.9569645,5.070152
t162,-3.0844483,8.414048,6.7825303,4.934636,-0.32842135,5.0167184,5.4868665,2.8269236,3.2683723,3.5558295,4.4227324,5.1566725,4.86352,3.408913,7.9257455,5.0806756
t137,-3.1867058,8.479838,6.8569584,4.967031,-0.4080711,5.048119,5.4060507,2.8601604,3.256472,3.495451,4.4569273,5.10922,4.8541737,3.3112671,7.98661,5.0010114
t18,0.1437199,6.8205624,0.8606139,4.1253443,3.4353168,3.3499815,7.434945,6.793681,5.510117,4.915461,4.7043853,4.879863,5.101327,4.357071,5.4311748,6.752761
t21,0.08310832,6.8537426,0.8564294,4.1781287,3.4200478,3.287336,7.3582587,6.6986914,5.566034,4.9754586,4.7706637,4.851191,5.0219946,4.277525,5.4215264,6.7548833
t22,0.09187334,6.8022375,0.7802888,4.150646,3.3821154,3.3713443,7.417734,6.777966,5.497266,4.8927536,4.6993666,4.895227,5.1348467,4.367409,5.3905745,6.7294073
t34,-3.063098,9.261036,-1.3395493,5.442148,0.8358472,5.4665384,6.9579377,7.74779,7.5697794,7.5483,5.9358892,4.6690993,5.1925893,2.8520296,5.5158844,6.955552
t117,-3.6758602,9.211215,-1.4996704,5.8762326,0.6337998,5.0494504,6.999393,7.9409456,7.6464415,7.725997,5.702396,4.3028135,5.697951,2.3743584,5.034109,7.361755
t126,-3.6596847,9.227585,-1.4721915,5.860298,0.62205297,5.063816,6.975337,7.9221416,7.6200824,7.735098,5.715652,4.3018384,5.693283,2.374479,5.0064554,7.345033
t127,-3.7215016,9.299159,-1.5332631,5.928838,0.5811461,5.1288166,7.031259,7.9842844,7.6738825,7.701873,5.7677875,4.367197,5.6669173,2.4371476,5.085883,7.2911253
t65,-3.739052,9.190547,-1.5816417,5.965002,0.6924735,5.0428357,7.0806637,8.025108,7.7275386,7.654626,5.716912,4.300422,5.7398005,2.362235,5.054195,7.357013
t115,-3.7300649,9.226808,-1.6008046,5.9650683,0.66355115,5.0829062,7.087091,8.032065,7.7384996,7.671207,5.738916,4.339652,5.7005596,2.4075062,5.1325846,7.331261
t116,-3.6916523,9.283197,-1.5111729,5.9081316,0.5952346,5.12469,6.996259,7.95707,7.643259,7.7399907,5.7834563,4.3387566,5.67971,2.4103858,5.0894976,7.278051
t54,-3.2323537,9.185123,-1.3547864,5.577946,0.82385767,5.3462486,6.9359097,7.8023067,7.5792394,7.546314,5.8482404,4.558125,5.376576,2.6806257,5.305465,7.0916023
t46,-3.1442604,9.255027,-1.3921305,5.538442,0.7947717,5.3640924,6.9946523,7.7819724,7.585493,7.576574,5.8891716,4.6090336,5.269737,2.7802508,5.438363,7.0353484
t153,-3.5615036,9.368956,-1.5755622,5.860428,0.574393,5.227464,7.023745,7.9591823,7.685496,7.765565,5.8473654,4.4072948,5.564047,2.5290377,5.204583,7.221693
t154,-3.5375698,9.387415,-1.5759009,5.841814,0.56231034,5.2459683,7.0243406,7.943468,7.6809635,7.775008,5.8660235,4.4256096,5.5415244,2.550829,5.223772,7.202664
t133,-2.8216627,9.741517,-1.2850776,5.1053534,0.44706404,6.0597754,6.775008,7.723381,7.6316285,7.8473287,6.3814983,4.7929235,4.5311666,3.464494,6.3614526,6.3719854
t134,-2.7170243,9.764103,-1.2185732,4.9794126,0.5170338,6.0598893,6.8402824,7.7142215,7.6749096,7.830304,6.3088574,4.7590537,4.4838057,3.476419,6.401524,6.4223638
t132,-2.7943969,9.790223,-1.2513735,5.075164,0.48394674,6.0982375,6.8035836,7.7495623,7.683993,7.902404,6.348117,4.750089,4.569909,3.4142237,6.30691,6.4142804
t87,-2.834749,9.766504,-1.2292565,5.1290884,0.46043363,6.1245832,6.7771907,7.7337995,7.6457734,7.911624,6.3705316,4.782481,4.6221247,3.3874166,6.2473445,6.393641
t143,-2.820091,9.835217,-1.3310357,5.171264,0.46572757,6.035865,6.844082,7.8043957,7.71761,7.930303,6.322913,4.701928,4.650547,3.3466442,6.2161803,6.4770904
