"accepted_species","trait_BM_trend_scaled"
"t1",1
"t2",1
"t69",1
"t122",1
"t123",1
"t27",1
"t20",1
"t31",1
"t89",1
"t90",1
"t165",1
"t166",1
"t83",1
"t71",1
"t72",1
"t70",1
"t75",1
"t76",1
"t145",1
"t146",1
"t161",1
"t162",1
"t137",1
"t18",1
"t21",1
"t22",1
"t34",1
"t117",1
"t126",1
"t127",1
"t65",1
"t115",1
"t116",1
"t54",1
"t46",1
"t153",1
"t154",1
"t133",1
"t134",1
"t132",1
"t87",1
"t143",1
"t144",1
"t63",1
"t91",1
"t130",1
"t131",1
"t108",1
"t56",1
"t103",1
"t104",1
"t149",1
"t150",1
"t73",1
"t74",1
"t67",1
"t68",1
"t66",1
"t50",1
"t49",0
"t33",1
"t44",1
"t45",1
"t16",1
"t17",1
"t35",1
"t37",1
"t38",1
"t118",0
"t119",0
"t40",1
"t57",0
"t60",1
"t61",0
"t39",1
"t62",1
"t111",1
"t112",1
"t51",1
"t52",1
"t5",1
"t13",1
"t26",1
"t29",1
"t30",1
"t55",1
"t80",0
"t139",0
"t140",0
"t94",0
"t157",1
"t158",0
"t102",1
"t48",0
"t138",1
"t151",1
"t152",1
"t95",1
"t106",1
"t107",1
"t78",1
"t79",1
"t58",1
"t59",1
"t36",1
"t124",0
"t125",0
"t135",0
"t136",0
"t86",0
"t32",1
"t7",1
"t8",1
"t10",1
"t19",1
"t23",1
"t24",0
"t96",1
"t97",1
"t163",1
"t164",1
"t120",1
"t121",1
"t53",1
"t113",1
"t114",1
"t88",1
"t77",1
"t41",1
"t98",1
"t99",1
"t155",1
"t156",1
"t105",1
"t85",1
"t147",1
"t148",1
"t159",1
"t160",1
"t42",1
"t43",1
"t25",0
"t15",0
"t9",1
"t6",1
"t64",0
"t84",0
"t128",0
"t129",0
"t81",0
"t82",0
"t141",0
"t142",0
"t14",0
"t100",0
"t101",0
"t47",0
"t28",1
"t109",1
"t110",1
"t92",1
"t93",1
"t11",0
"t12",1
"t4",1
"t3",1
