"","t1","t11","t12","t6","t46","t47","t33","t23","t144","t145","t78","t79","t134","t135","t116","t101","t108","t109","t106","t160","t161","t117","t156","t157","t18","t9","t48","t82","t83","t124","t125","t107","t122","t123","t57","t44","t45","t58","t154","t155","t13","t42","t43","t19","t74","t110","t111","t52","t24","t84","t85","t80","t72","t73","t140","t141","t67","t89","t90","t68","t51","t55","t56","t66","t104","t105","t62","t63","t102","t103","t21","t7","t8","t10","t14","t148","t149","t81","t37","t132","t133","t22","t20","t28","t76","t77","t49","t50","t40","t120","t121","t146","t147","t128","t88","t150","t151","t114","t152","t153","t98","t129","t130","t96","t112","t113","t25","t26","t158","t159","t70","t71","t69","t64","t65","t54","t131","t142","t143","t97","t136","t137","t115","t36","t2","t16","t17","t29","t93","t94","t75","t34","t38","t39","t138","t139","t59","t95","t126","t127","t87","t60","t35","t15","t27","t30","t41","t53","t118","t119","t86","t162","t163","t91","t61","t92","t99","t100","t31","t32","t5","t3","t4"
"t1",0,4.1377114895,4.9517322609,3.556417940699,7.533925166,7.239546315,6.3600570366,5.3753715772,7.5339251665,7.5339251665,7.5339251664,6.830751751,7.53392516646,7.39231683185,7.5339251664,7.13834740497,7.53392516634,7.53392516634,7.5339251664,7.53392516641,7.53392516641,7.53392516638,7.53392516684,7.53392516684,4.49091775208,4.4339876381,7.5339251667,7.533925167,7.533925167,7.49033172537,7.53392516717,7.5339251671,7.5339251671,7.5339251671,7.5339251671,7.5339251668,6.2863063086,7.533925167,7.53392516663,7.53392516663,4.73295618664,7.5339251664,7.5339251664,5.0766863701,7.0395330097,7.5339251665,7.5339251665,7.5339251668,7.0585013297,7.10775149604,7.53392516674,7.53392516674,7.53392516674,7.27853487764,7.53392516691,7.53392516691,6.94553035291,7.53392516688,7.53392516688,7.08132628678,6.39851268061,7.35392025921,7.53392516721,7.53392516701,7.53392516691,7.53392516691,7.40773686811,7.53392516671,7.53392516704,7.53392516704,5.40738733384,5.7605879846,5.0269846433,4.4089367035,4.32106817786,7.53392516625,7.53392516625,7.5339251662,6.2274695002,7.5339251668,7.5339251668,5.4588505213,5.3035895026,5.47097997769,6.67737003333,7.5339251666,7.5339251662,6.6324885968,7.53392516626,7.53392516662,7.53392516662,7.53392516665,7.53392516665,7.53392516663,7.53392516653,7.53392516659,7.53392516659,7.53392516653,7.53392516655,7.53392516655,7.53392516663,7.53392516656,7.37185091558,7.5339251664,7.5339251664,7.5339251664,5.5751816113,5.9671142797,7.53392516647,7.53392516647,7.53392516608,6.74099098588,7.4419112646,7.5339251663,7.5339251663,6.29827876723,7.53392516665,7.53392516671,7.53392516671,7.53392516675,7.5339251663,7.5339251663,7.26077775295,6.044917928,2.1074447492,4.52179748257,5.23706366154,6.08049367094,7.53392516674,7.53392516674,7.53392516674,6.42012532904,7.53392516704,7.38442651204,7.53392516624,7.53392516624,6.49579392764,7.53392516642,7.53392516642,7.53392516642,7.53392516632,7.01463990302,7.53392516614,5.61428145684,7.53392516644,6.96578988174,6.92436189194,6.59099802984,7.53392516664,7.53392516664,7.53392516674,7.5339251667689,7.5339251667689,6.98888505299,6.79377830794,7.53392516674,7.53392516672,7.53392516672,5.8978517787,6.5208256908,2.6693823736,2.6661173032,3.3770751359
"t11",4.1377114895,0,1.1092376988,0.589099119399,7.5046695327,7.2102906817,6.3308014033,5.3461159439,7.5046695332,7.5046695332,7.5046695331,6.8014961177,7.50466953316,7.36306119855,7.5046695331,7.10909177167,7.50466953304,7.50466953304,7.5046695331,7.50466953311,7.50466953311,7.50466953308,7.50466953354,7.50466953354,4.46166211878,4.4047320048,7.5046695334,7.5046695337,7.5046695337,7.46107609207,7.50466953387,7.5046695338,7.5046695338,7.5046695338,7.5046695338,7.5046695335,6.2570506753,7.5046695337,7.50466953333,7.50466953333,4.70370055334,7.5046695331,7.5046695331,5.0474307368,7.0102773764,7.5046695332,7.5046695332,7.5046695335,7.0292456964,7.07849586274,7.50466953344,7.50466953344,7.50466953344,7.24927924434,7.50466953361,7.50466953361,6.91627471961,7.50466953358,7.50466953358,7.05207065348,6.36925704731,7.32466462591,7.50466953391,7.50466953371,7.50466953361,7.50466953361,7.37848123481,7.50466953341,7.50466953374,7.50466953374,5.37813170054,5.7313323513,4.99772901,4.3796810702,4.29181254456,7.50466953295,7.50466953295,7.5046695329,6.1982138669,7.5046695335,7.5046695335,5.429594888,5.2743338693,5.44172434439,6.64811440003,7.5046695333,7.5046695329,6.6032329635,7.50466953296,7.50466953332,7.50466953332,7.50466953335,7.50466953335,7.50466953333,7.50466953323,7.50466953329,7.50466953329,7.50466953323,7.50466953325,7.50466953325,7.50466953333,7.50466953326,7.34259528228,7.5046695331,7.5046695331,7.5046695331,5.545925978,5.9378586464,7.50466953317,7.50466953317,7.50466953278,6.71173535258,7.4126556313,7.504669533,7.504669533,6.26902313393,7.50466953335,7.50466953341,7.50466953341,7.50466953345,7.504669533,7.504669533,7.23152211965,6.0156622947,2.4144513787,5.50763457667,6.22290075564,7.06633076504,8.51976226084,8.51976226084,8.51976226084,7.40596242314,8.51976226114,8.37026360614,8.51976226034,8.51976226034,7.48163102174,8.51976226052,8.51976226052,8.51976226052,8.51976226042,8.00047699712,8.51976226024,6.60011855094,8.51976226054,7.95162697584,7.91019898604,7.57683512394,8.51976226074,8.51976226074,8.51976226084,8.5197622608689,8.5197622608689,7.97472214709,7.77961540204,8.51976226084,8.51976226082,8.51976226082,6.8836888728,7.5066627849,3.6552194677,3.6519543973,4.36291223
"t12",4.9517322609,1.1092376988,0,1.403119890799,8.3186903041,8.0243114531,7.1448221747,6.1601367153,8.3186903046,8.3186903046,8.3186903045,7.6155168891,8.31869030456,8.17708196995,8.3186903045,7.92311254307,8.31869030444,8.31869030444,8.3186903045,8.31869030451,8.31869030451,8.31869030448,8.31869030494,8.31869030494,5.27568289018,5.2187527762,8.3186903048,8.3186903051,8.3186903051,8.27509686347,8.31869030527,8.3186903052,8.3186903052,8.3186903052,8.3186903052,8.3186903049,7.0710714467,8.3186903051,8.31869030473,8.31869030473,5.51772132474,8.3186903045,8.3186903045,5.8614515082,7.8242981478,8.3186903046,8.3186903046,8.3186903049,7.8432664678,7.89251663414,8.31869030484,8.31869030484,8.31869030484,8.06330001574,8.31869030501,8.31869030501,7.73029549101,8.31869030498,8.31869030498,7.86609142488,7.18327781871,8.13868539731,8.31869030531,8.31869030511,8.31869030501,8.31869030501,8.19250200621,8.31869030481,8.31869030514,8.31869030514,6.19215247194,6.5453531227,5.8117497814,5.1937018416,5.10583331596,8.31869030435,8.31869030435,8.3186903043,7.0122346383,8.3186903049,8.3186903049,6.2436156594,6.0883546407,6.25574511579,7.46213517143,8.3186903047,8.3186903043,7.4172537349,8.31869030436,8.31869030472,8.31869030472,8.31869030475,8.31869030475,8.31869030473,8.31869030463,8.31869030469,8.31869030469,8.31869030463,8.31869030465,8.31869030465,8.31869030473,8.31869030466,8.15661605368,8.3186903045,8.3186903045,8.3186903045,6.3599467494,6.7518794178,8.31869030457,8.31869030457,8.31869030418,7.52575612398,8.2266764027,8.3186903044,8.3186903044,7.08304390533,8.31869030475,8.31869030481,8.31869030481,8.31869030485,8.3186903044,8.3186903044,8.04554289105,6.8296830661,3.2284721501,6.32165534807,7.03692152704,7.88035153644,9.33378303224,9.33378303224,9.33378303224,8.21998319454,9.33378303254,9.18428437754,9.33378303174,9.33378303174,8.29565179314,9.33378303192,9.33378303192,9.33378303192,9.33378303182,8.81449776852,9.33378303164,7.41413932234,9.33378303194,8.76564774724,8.72421975744,8.39085589534,9.33378303214,9.33378303214,9.33378303224,9.3337830322689,9.3337830322689,8.78874291849,8.59363617344,9.33378303224,9.33378303222,9.33378303222,7.6977096442,8.3206835563,4.4692402391,4.4659751687,5.1769330014
"t6",3.556417940699,0.589099119399,1.403119890799,0,6.923375983899,6.628997132899,5.749507854499,4.764822395099,6.923375984399,6.923375984399,6.923375984299,6.220202568899,6.923375984359,6.781767649749,6.923375984299,6.527798222869,6.923375984239,6.923375984239,6.923375984299,6.923375984309,6.923375984309,6.923375984279,6.923375984739,6.923375984739,3.880368569979,3.823438455999,6.923375984599,6.923375984899,6.923375984899,6.879782543269,6.923375985069,6.923375984999,6.923375984999,6.923375984999,6.923375984999,6.923375984699,5.675757126499,6.923375984899,6.923375984529,6.923375984529,4.122407004539,6.923375984299,6.923375984299,4.466137187999,6.428983827599,6.923375984399,6.923375984399,6.923375984699,6.447952147599,6.497202313939,6.923375984639,6.923375984639,6.923375984639,6.667985695539,6.923375984809,6.923375984809,6.334981170809,6.923375984779,6.923375984779,6.470777104679,5.787963498509,6.743371077109,6.923375985109,6.923375984909,6.923375984809,6.923375984809,6.797187686009,6.923375984609,6.923375984939,6.923375984939,4.796838151739,5.150038802499,4.416435461199,3.798387521399,3.710518995759,6.923375984149,6.923375984149,6.923375984099,5.616920318099,6.923375984699,6.923375984699,4.848301339199,4.693040320499,4.860430795589,6.066820851229,6.923375984499,6.923375984099,6.021939414699,6.923375984159,6.923375984519,6.923375984519,6.923375984549,6.923375984549,6.923375984529,6.923375984429,6.923375984489,6.923375984489,6.923375984429,6.923375984449,6.923375984449,6.923375984529,6.923375984459,6.761301733479,6.923375984299,6.923375984299,6.923375984299,4.964632429199,5.356565097599,6.923375984369,6.923375984369,6.923375983979,6.130441803779,6.831362082499,6.923375984199,6.923375984199,5.687729585129,6.923375984549,6.923375984609,6.923375984609,6.923375984649,6.923375984199,6.923375984199,6.650228570849,5.434368745899,1.833157829899,4.926341027869,5.641607206839,6.485037216239,7.938468712039,7.938468712039,7.938468712039,6.824668874339,7.938468712339,7.788970057339,7.938468711539,7.938468711539,6.900337472939,7.938468711719,7.938468711719,7.938468711719,7.938468711619,7.419183448319,7.938468711439,6.018825002139,7.938468711739,7.370333427039,7.328905437239,6.995541575139,7.938468711939,7.938468711939,7.938468712039,7.9384687120679,7.9384687120679,7.393428598289,7.198321853239,7.938468712039,7.938468712019,7.938468712019,6.302395323999,6.925369236099,3.073925918899,3.070660848499,3.781618681199
"t46",7.533925166,7.5046695327,8.3186903041,6.923375983899,0,2.580888215,2.7016028508,2.8198031024,4.9783566917,4.9783566917,4.9783566916,4.2751832762,4.97835669166,4.83674835705,4.9783566916,4.58277893017,4.97835669154,4.97835669154,4.9783566916,4.97835669161,4.97835669161,4.97835669158,4.97835669204,4.97835669204,3.07868076108,5.2475005291,8.3474380577,8.347438058,8.347438058,8.30384461637,8.34743805817,8.3474380581,8.3474380581,8.3474380581,8.3474380581,8.3474380578,7.0998191996,8.347438058,8.34743805763,8.34743805763,6.92870243844,9.7296714182,9.7296714182,7.2724326219,9.2352792615,9.7296714183,9.7296714183,9.7296714186,9.2542475815,9.30349774784,9.72967141854,9.72967141854,9.72967141854,9.47428112944,9.72967141871,9.72967141871,9.14127660471,9.72967141868,9.72967141868,9.27707253858,8.59425893241,9.54966651101,9.72967141901,9.72967141881,9.72967141871,9.72967141871,9.60348311991,9.72967141851,9.72967141884,9.72967141884,7.60313358564,7.9563342364,7.9138133913,7.2957654515,7.20789692586,10.42075391425,10.42075391425,10.4207539142,9.1142982482,10.4207539148,10.4207539148,8.3456792693,8.1904182506,8.35780872569,9.56419878133,10.4207539146,10.4207539142,9.5193173448,10.42075391426,10.42075391462,10.42075391462,10.42075391465,10.42075391465,10.42075391463,10.42075391453,10.42075391459,10.42075391459,10.42075391453,10.42075391455,10.42075391455,10.42075391463,10.42075391456,10.25867966358,10.4207539144,10.4207539144,10.4207539144,8.4620103593,8.8539430277,10.42075391447,10.42075391447,10.42075391408,9.62781973388,10.3287400126,10.4207539143,10.4207539143,9.18510751523,10.42075391465,10.42075391471,10.42075391471,10.42075391475,10.4207539143,10.4207539143,10.14760650095,8.931746676,5.8106650552,8.90384825317,9.61911443214,10.46254444154,11.91597593734,11.91597593734,11.91597593734,10.80217609964,11.91597593764,11.76647728264,11.91597593684,11.91597593684,10.87784469824,11.91597593702,11.91597593702,11.91597593702,11.91597593692,11.39669067362,11.91597593674,9.99633222744,11.91597593704,11.34784065234,11.30641266254,10.97304880044,11.91597593724,11.91597593724,11.91597593734,11.9159759373689,11.9159759373689,11.37093582359,11.17582907854,11.91597593734,11.91597593732,11.91597593732,10.2799025493,10.9028764614,7.0514331442,7.0481680738,7.7591259065
"t47",7.239546315,7.2102906817,8.0243114531,6.628997132899,2.580888215,0,2.4072239998,2.5254242514,4.6839778407,4.6839778407,4.6839778406,3.9808044252,4.68397784066,4.54236950605,4.6839778406,4.28840007917,4.68397784054,4.68397784054,4.6839778406,4.68397784061,4.68397784061,4.68397784058,4.68397784104,4.68397784104,2.78430191008,4.9531216781,8.0530592067,8.053059207,8.053059207,8.00946576537,8.05305920717,8.0530592071,8.0530592071,8.0530592071,8.0530592071,8.0530592068,6.8054403486,8.053059207,8.05305920663,8.05305920663,6.63432358744,9.4352925672,9.4352925672,6.9780537709,8.9409004105,9.4352925673,9.4352925673,9.4352925676,8.9598687305,9.00911889684,9.43529256754,9.43529256754,9.43529256754,9.17990227844,9.43529256771,9.43529256771,8.84689775371,9.43529256768,9.43529256768,8.98269368758,8.29988008141,9.25528766001,9.43529256801,9.43529256781,9.43529256771,9.43529256771,9.30910426891,9.43529256751,9.43529256784,9.43529256784,7.30875473464,7.6619553854,7.6194345403,7.0013866005,6.91351807486,10.12637506325,10.12637506325,10.1263750632,8.8199193972,10.1263750638,10.1263750638,8.0513004183,7.8960393996,8.06342987469,9.26981993033,10.1263750636,10.1263750632,9.2249384938,10.12637506326,10.12637506362,10.12637506362,10.12637506365,10.12637506365,10.12637506363,10.12637506353,10.12637506359,10.12637506359,10.12637506353,10.12637506355,10.12637506355,10.12637506363,10.12637506356,9.96430081258,10.1263750634,10.1263750634,10.1263750634,8.1676315083,8.5595641767,10.12637506347,10.12637506347,10.12637506308,9.33344088288,10.0343611616,10.1263750633,10.1263750633,8.89072866423,10.12637506365,10.12637506371,10.12637506371,10.12637506375,10.1263750633,10.1263750633,9.85322764995,8.637367825,5.5162862042,8.60946940217,9.32473558114,10.16816559054,11.62159708634,11.62159708634,11.62159708634,10.50779724864,11.62159708664,11.47209843164,11.62159708584,11.62159708584,10.58346584724,11.62159708602,11.62159708602,11.62159708602,11.62159708592,11.10231182262,11.62159708574,9.70195337644,11.62159708604,11.05346180134,11.01203381154,10.67866994944,11.62159708624,11.62159708624,11.62159708634,11.6215970863689,11.6215970863689,11.07655697259,10.88145022754,11.62159708634,11.62159708632,11.62159708632,9.9855236983,10.6084976104,6.7570542932,6.7537892228,7.4647470555
"t33",6.3600570366,6.3308014033,7.1448221747,5.749507854499,2.7016028508,2.4072239998,0,1.645934973,3.8044885623,3.8044885623,3.8044885622,3.1013151468,3.80448856226,3.66288022765,3.8044885622,3.40891080077,3.80448856214,3.80448856214,3.8044885622,3.80448856221,3.80448856221,3.80448856218,3.80448856264,3.80448856264,1.90481263168,4.0736323997,7.1735699283,7.1735699286,7.1735699286,7.12997648697,7.17356992877,7.1735699287,7.1735699287,7.1735699287,7.1735699287,7.1735699284,5.9259510702,7.1735699286,7.17356992823,7.17356992823,5.75483430904,8.5558032888,8.5558032888,6.0985644925,8.0614111321,8.5558032889,8.5558032889,8.5558032892,8.0803794521,8.12962961844,8.55580328914,8.55580328914,8.55580328914,8.30041300004,8.55580328931,8.55580328931,7.96740847531,8.55580328928,8.55580328928,8.10320440918,7.42039080301,8.37579838161,8.55580328961,8.55580328941,8.55580328931,8.55580328931,8.42961499051,8.55580328911,8.55580328944,8.55580328944,6.42926545624,6.782466107,6.7399452619,6.1218973221,6.03402879646,9.24688578485,9.24688578485,9.2468857848,7.9404301188,9.2468857854,9.2468857854,7.1718111399,7.0165501212,7.18394059629,8.39033065193,9.2468857852,9.2468857848,8.3454492154,9.24688578486,9.24688578522,9.24688578522,9.24688578525,9.24688578525,9.24688578523,9.24688578513,9.24688578519,9.24688578519,9.24688578513,9.24688578515,9.24688578515,9.24688578523,9.24688578516,9.08481153418,9.246885785,9.246885785,9.246885785,7.2881422299,7.6800748983,9.24688578507,9.24688578507,9.24688578468,8.45395160448,9.1548718832,9.2468857849,9.2468857849,8.01123938583,9.24688578525,9.24688578531,9.24688578531,9.24688578535,9.2468857849,9.2468857849,8.97373837155,7.7578785466,4.6367969258,7.72998012377,8.44524630274,9.28867631214,10.74210780794,10.74210780794,10.74210780794,9.62830797024,10.74210780824,10.59260915324,10.74210780744,10.74210780744,9.70397656884,10.74210780762,10.74210780762,10.74210780762,10.74210780752,10.22282254422,10.74210780734,8.82246409804,10.74210780764,10.17397252294,10.13254453314,9.79918067104,10.74210780784,10.74210780784,10.74210780794,10.7421078079689,10.7421078079689,10.19706769419,10.00196094914,10.74210780794,10.74210780792,10.74210780792,9.1060344199,9.729008332,5.8775650148,5.8742999444,6.5852577771
"t23",5.3753715772,5.3461159439,6.1601367153,4.764822395099,2.8198031024,2.5254242514,1.645934973,0,2.5781120305,2.5781120305,2.5781120304,1.874938615,2.57811203046,2.43650369585,2.5781120304,2.18253426897,2.57811203034,2.57811203034,2.5781120304,2.57811203041,2.57811203041,2.57811203038,2.57811203084,2.57811203084,0.92012717228,3.0889469403,6.1888844689,6.1888844692,6.1888844692,6.14529102757,6.18888446937,6.1888844693,6.1888844693,6.1888844693,6.1888844693,6.188884469,4.9412656108,6.1888844692,6.18888446883,6.18888446883,4.77014884964,7.5711178294,7.5711178294,5.1138790331,7.0767256727,7.5711178295,7.5711178295,7.5711178298,7.0956939927,7.14494415904,7.57111782974,7.57111782974,7.57111782974,7.31572754064,7.57111782991,7.57111782991,6.98272301591,7.57111782988,7.57111782988,7.11851894978,6.43570534361,7.39111292221,7.57111783021,7.57111783001,7.57111782991,7.57111782991,7.44492953111,7.57111782971,7.57111783004,7.57111783004,5.44457999684,5.7977806476,5.7552598025,5.1372118627,5.04934333706,8.26220032545,8.26220032545,8.2622003254,6.9557446594,8.262200326,8.262200326,6.1871256805,6.0318646618,6.19925513689,7.40564519253,8.2622003258,8.2622003254,7.360763756,8.26220032546,8.26220032582,8.26220032582,8.26220032585,8.26220032585,8.26220032583,8.26220032573,8.26220032579,8.26220032579,8.26220032573,8.26220032575,8.26220032575,8.26220032583,8.26220032576,8.10012607478,8.2622003256,8.2622003256,8.2622003256,6.3034567705,6.6953894389,8.26220032567,8.26220032567,8.26220032528,7.46926614508,8.1701864238,8.2622003255,8.2622003255,7.02655392643,8.26220032585,8.26220032591,8.26220032591,8.26220032595,8.2622003255,8.2622003255,7.98905291215,6.7731930872,3.6521114664,6.74529466437,7.46056084334,8.30399085274,9.75742234854,9.75742234854,9.75742234854,8.64362251084,9.75742234884,9.60792369384,9.75742234804,9.75742234804,8.71929110944,9.75742234822,9.75742234822,9.75742234822,9.75742234812,9.23813708482,9.75742234794,7.83777863864,9.75742234824,9.18928706354,9.14785907374,8.81449521164,9.75742234844,9.75742234844,9.75742234854,9.7574223485689,9.7574223485689,9.21238223479,9.01727548974,9.75742234854,9.75742234852,9.75742234852,8.1213489605,8.7443228726,4.8928795554,4.889614485,5.6005723177
"t144",7.5339251665,7.5046695332,8.3186903046,6.923375984399,4.9783566917,4.6839778407,3.8044885623,2.5781120305,0,0.229682604,3.9036939419,3.2005205265,3.90369394196,3.76208560735,3.9036939419,3.50811618047,3.90369394184,3.90369394184,3.9036939419,3.90369394191,3.90369394191,3.90369394188,3.90369394234,3.90369394234,3.07868076158,5.2475005296,8.3474380582,8.3474380585,8.3474380585,8.30384461687,8.34743805867,8.3474380586,8.3474380586,8.3474380586,8.3474380586,8.3474380583,7.0998192001,8.3474380585,8.34743805813,8.34743805813,6.92870243894,9.7296714187,9.7296714187,7.2724326224,9.235279262,9.7296714188,9.7296714188,9.7296714191,9.254247582,9.30349774834,9.72967141904,9.72967141904,9.72967141904,9.47428112994,9.72967141921,9.72967141921,9.14127660521,9.72967141918,9.72967141918,9.27707253908,8.59425893291,9.54966651151,9.72967141951,9.72967141931,9.72967141921,9.72967141921,9.60348312041,9.72967141901,9.72967141934,9.72967141934,7.60313358614,7.9563342369,7.9138133918,7.295765452,7.20789692636,10.42075391475,10.42075391475,10.4207539147,9.1142982487,10.4207539153,10.4207539153,8.3456792698,8.1904182511,8.35780872619,9.56419878183,10.4207539151,10.4207539147,9.5193173453,10.42075391476,10.42075391512,10.42075391512,10.42075391515,10.42075391515,10.42075391513,10.42075391503,10.42075391509,10.42075391509,10.42075391503,10.42075391505,10.42075391505,10.42075391513,10.42075391506,10.25867966408,10.4207539149,10.4207539149,10.4207539149,8.4620103598,8.8539430282,10.42075391497,10.42075391497,10.42075391458,9.62781973438,10.3287400131,10.4207539148,10.4207539148,9.18510751573,10.42075391515,10.42075391521,10.42075391521,10.42075391525,10.4207539148,10.4207539148,10.14760650145,8.9317466765,5.8106650557,8.90384825367,9.61911443264,10.46254444204,11.91597593784,11.91597593784,11.91597593784,10.80217610014,11.91597593814,11.76647728314,11.91597593734,11.91597593734,10.87784469874,11.91597593752,11.91597593752,11.91597593752,11.91597593742,11.39669067412,11.91597593724,9.99633222794,11.91597593754,11.34784065284,11.30641266304,10.97304880094,11.91597593774,11.91597593774,11.91597593784,11.9159759378689,11.9159759378689,11.37093582409,11.17582907904,11.91597593784,11.91597593782,11.91597593782,10.2799025498,10.9028764619,7.0514331447,7.0481680743,7.759125907
"t145",7.5339251665,7.5046695332,8.3186903046,6.923375984399,4.9783566917,4.6839778407,3.8044885623,2.5781120305,0.229682604,0,3.9036939419,3.2005205265,3.90369394196,3.76208560735,3.9036939419,3.50811618047,3.90369394184,3.90369394184,3.9036939419,3.90369394191,3.90369394191,3.90369394188,3.90369394234,3.90369394234,3.07868076158,5.2475005296,8.3474380582,8.3474380585,8.3474380585,8.30384461687,8.34743805867,8.3474380586,8.3474380586,8.3474380586,8.3474380586,8.3474380583,7.0998192001,8.3474380585,8.34743805813,8.34743805813,6.92870243894,9.7296714187,9.7296714187,7.2724326224,9.235279262,9.7296714188,9.7296714188,9.7296714191,9.254247582,9.30349774834,9.72967141904,9.72967141904,9.72967141904,9.47428112994,9.72967141921,9.72967141921,9.14127660521,9.72967141918,9.72967141918,9.27707253908,8.59425893291,9.54966651151,9.72967141951,9.72967141931,9.72967141921,9.72967141921,9.60348312041,9.72967141901,9.72967141934,9.72967141934,7.60313358614,7.9563342369,7.9138133918,7.295765452,7.20789692636,10.42075391475,10.42075391475,10.4207539147,9.1142982487,10.4207539153,10.4207539153,8.3456792698,8.1904182511,8.35780872619,9.56419878183,10.4207539151,10.4207539147,9.5193173453,10.42075391476,10.42075391512,10.42075391512,10.42075391515,10.42075391515,10.42075391513,10.42075391503,10.42075391509,10.42075391509,10.42075391503,10.42075391505,10.42075391505,10.42075391513,10.42075391506,10.25867966408,10.4207539149,10.4207539149,10.4207539149,8.4620103598,8.8539430282,10.42075391497,10.42075391497,10.42075391458,9.62781973438,10.3287400131,10.4207539148,10.4207539148,9.18510751573,10.42075391515,10.42075391521,10.42075391521,10.42075391525,10.4207539148,10.4207539148,10.14760650145,8.9317466765,5.8106650557,8.90384825367,9.61911443264,10.46254444204,11.91597593784,11.91597593784,11.91597593784,10.80217610014,11.91597593814,11.76647728314,11.91597593734,11.91597593734,10.87784469874,11.91597593752,11.91597593752,11.91597593752,11.91597593742,11.39669067412,11.91597593724,9.99633222794,11.91597593754,11.34784065284,11.30641266304,10.97304880094,11.91597593774,11.91597593774,11.91597593784,11.9159759378689,11.9159759378689,11.37093582409,11.17582907904,11.91597593784,11.91597593782,11.91597593782,10.2799025498,10.9028764619,7.0514331447,7.0481680743,7.759125907
