,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,0.6197095,3.0229514,4.9550643,3.5214498,1.8602382,6.087148,2.758053,4.1447897,1.816562,6.9023104,3.647315,7.199669,8.395512,6.149594,2.2615569,4.6557527
t11,0.4915607,3.111397,4.876293,3.565018,1.8855339,6.0474057,2.7859907,4.0642743,1.8224796,6.887418,3.594763,7.2938633,8.268386,6.1293683,2.2176695,4.581474
t12,0.5114057,2.9724343,4.8130503,3.4895093,1.8328054,5.995148,2.8428,4.0924115,1.7886627,6.9023747,3.577835,7.3378496,8.290171,6.0231223,2.0847254,4.524393
t6,0.5652834,3.054068,4.989593,3.5933914,1.9214141,6.022282,2.8183382,4.1112127,1.8871883,6.9376326,3.684271,7.1390023,8.269427,6.2194977,2.221881,4.6772723
t46,-0.2135993,7.8468637,6.94615,6.841888,3.5473,5.88971,2.1285834,2.9999168,2.9584093,6.336174,2.9505553,7.988569,6.3939333,7.6366315,4.9653306,4.337144
t47,-0.19054472,7.8396087,6.9096384,6.827928,3.521174,5.943891,2.1233351,3.032555,2.9117618,6.305443,2.8822148,8.024561,6.393473,7.6590443,4.9156933,4.3087277
t33,-0.25417006,7.662162,6.7279925,6.6734347,3.4734719,6.047815,2.1572044,3.1928878,2.8232076,6.362862,2.8233073,8.086971,6.4115915,7.6987233,4.7813544,4.3488865
t23,0.58543843,3.5157232,5.1883593,3.8512077,2.0905979,5.963379,2.790589,4.0914345,1.9429727,6.8744206,3.6184144,7.090529,8.18276,6.388602,2.4634688,4.665206
t144,-0.06374791,8.008091,7.063914,6.8105674,3.445626,6.031826,2.0919755,3.019129,2.7700891,6.1110983,2.8640008,7.9917593,6.4439373,7.7129116,5.0481577,4.2197986
t145,-0.13516048,7.9541435,7.0014486,6.8325195,3.508848,5.962481,2.0798738,3.0394626,2.8877792,6.2195363,2.934982,8.059375,6.416948,7.7215776,5.0710735,4.2813044
t78,-0.17447434,7.9139695,6.9920692,6.8447766,3.5621452,5.9330707,2.06751,3.088575,2.9406154,6.287217,2.9710615,8.123696,6.4018803,7.784338,5.141168,4.3010907
t79,-0.24745701,7.719643,6.7695594,6.704789,3.496424,6.0405874,2.141594,3.173321,2.8411694,6.3382516,2.8411517,8.089794,6.4006405,7.717162,4.828929,4.3287334
t134,-0.1283978,7.7293,7.0368395,6.621459,3.4660845,6.0561237,1.9430658,3.209222,2.8194177,6.2619286,2.9851387,8.105783,6.4603233,7.8547125,5.2133403,4.2971697
t135,-0.25323522,7.7616873,6.861939,6.6720915,3.5312333,6.1129785,2.076599,3.2433898,2.7847617,6.282391,2.8606234,8.101516,6.354911,7.830547,5.0066147,4.275443
t116,-0.18518682,7.747552,6.9633617,6.584529,3.5076685,6.1337924,1.9702665,3.2895186,2.7462463,6.23387,2.9417377,8.11371,6.407486,7.9075074,5.1809325,4.252038
t101,-0.23599036,7.734221,6.831791,6.6285696,3.5314503,6.1085944,2.0611286,3.2728286,2.797774,6.2766743,2.8782578,8.122634,6.390417,7.851265,4.972805,4.2855206
t108,-0.19962887,7.8845377,7.0110793,6.6155667,3.6480122,6.2488685,1.9915174,3.387224,2.6815782,6.0706563,2.893739,8.06266,6.2578773,8.103841,5.2164164,4.1517344
t109,-0.1565378,7.93359,7.016344,6.5944433,3.65277,6.269577,1.9613804,3.3976965,2.695989,6.0467095,2.8909068,8.092361,6.2478147,8.105505,5.2488923,4.1390867
t106,-0.20878649,7.777794,7.024241,6.6082497,3.5538697,6.1697493,1.9547331,3.2990105,2.6970193,6.150151,3.0186014,8.14718,6.360899,8.03895,5.264485,4.186655
t160,-0.18752329,7.8391943,6.976882,6.610847,3.5945983,6.2004924,1.9739327,3.3477106,2.728939,6.1221704,2.978854,8.125466,6.3164463,8.048976,5.2404695,4.1612153
t161,-0.16609688,7.761562,7.014787,6.6404395,3.6312902,6.1649384,1.8474789,3.3640006,2.8294032,6.106596,2.9235997,8.195394,6.2564406,8.124577,5.343413,4.2509165
t117,-0.20312591,7.86287,7.075699,6.6016216,3.6575978,6.2704396,1.9428798,3.4043136,2.641799,6.0366883,2.9331577,8.082511,6.253904,8.156318,5.3086233,4.127766
t156,-0.15561092,7.882527,7.0234346,6.744762,3.5524588,6.059339,2.0327747,3.1625552,2.8076985,6.175023,2.9191947,8.056623,6.365027,7.863123,5.137546,4.229333
t157,-0.10468312,7.9688945,7.1088443,6.826339,3.5760071,6.076776,2.0318387,3.1336284,2.7883365,6.1214576,2.9260592,8.093534,6.3490443,7.9208965,5.2448025,4.1790543
t18,0.5976204,3.3373866,5.1499147,3.7409844,1.9946324,5.995698,2.784167,4.120636,1.8926961,6.904966,3.6291823,7.0920296,8.225263,6.3375645,2.4210021,4.663641
t9,0.6263453,3.185668,5.046082,3.6224318,1.9149,6.0486984,2.7725568,4.129362,1.8519522,6.8824987,3.6266017,7.1284533,8.341745,6.221352,2.3265862,4.6529975
t48,0.84152937,10.251276,7.5745015,7.582462,-0.6794575,3.5899148,7.758767,1.8432082,1.7983541,0.5998421,4.0994644,2.482289,3.0467596,6.169406,7.3288364,6.661519
t82,0.83309066,10.28219,7.6260705,7.532346,-0.6579955,3.598495,7.8278227,1.7833252,1.7968498,0.56424814,4.162554,2.461638,3.1182353,6.233368,7.3539653,6.7403464
t83,0.77398616,10.185116,7.6043987,7.5436883,-0.7572012,3.5293982,7.7943826,1.8011302,1.7726437,0.6220435,4.178654,2.4124022,3.077184,6.186045,7.3401585,6.680252
t124,0.9136319,10.218745,7.5417166,7.443664,-0.74988955,3.6096928,7.8568997,1.7599487,1.840212,0.6872934,4.2969055,2.4343283,3.1049008,6.2520113,7.3798833,6.7112675
t125,0.8903802,10.1829195,7.6138687,7.4827023,-0.7828575,3.6002204,7.8519697,1.761124,1.8518232,0.612318,4.287303,2.455843,3.0463142,6.2586784,7.437755,6.7050924
t107,0.84641355,10.307465,7.629697,7.47291,-0.6360908,3.6153903,7.798017,1.7881453,1.8427767,0.56931317,4.1590123,2.5170522,3.0409033,6.239061,7.422741,6.808881
t122,0.89218926,10.279942,7.6769485,7.418395,-0.69284225,3.6593976,7.976931,1.7192781,1.9245844,0.56328046,4.345649,2.5008454,3.1484547,6.3899603,7.489262,6.832725
t123,0.84100443,10.297935,7.6262965,7.428543,-0.66392416,3.7192593,7.930035,1.8526516,1.9823904,0.58233523,4.2149067,2.5697727,3.1117027,6.3384557,7.313399,6.6909313
t57,0.86636907,10.236668,7.6059933,7.4523034,-0.7323597,3.5976496,7.9173656,1.731151,1.8294775,0.6251327,4.319891,2.4173837,3.1587613,6.3108444,7.4045043,6.7935696
t44,0.9407475,10.266257,7.448607,7.481898,-0.665568,3.5551553,7.631444,1.8874558,1.7878997,0.79035264,4.0610223,2.5025086,3.0154836,6.060932,7.236088,6.5563912
t45,0.8703234,10.353507,7.3531194,7.391005,-0.4792392,3.657526,7.5906816,1.9637439,1.8708752,0.88291436,3.863894,2.6583622,2.9918764,6.054847,7.195512,6.5767465
t58,0.9349008,10.336491,7.374069,7.3999233,-0.60786587,3.5962074,7.674627,1.8944209,1.8324748,0.8777252,4.0048575,2.5320868,3.0004482,6.0975647,7.27916,6.6367154
t154,0.9174168,10.341411,7.3774095,7.429689,-0.5924167,3.6061132,7.6516175,1.9147373,1.840633,0.859873,3.983425,2.547392,2.9914126,6.0810156,7.2577133,6.612021
t155,0.9147846,10.348045,7.3736,7.420915,-0.580019,3.6157668,7.6536922,1.9186118,1.8497874,0.8641768,3.9773054,2.5582762,2.992236,6.0851326,7.2556453,6.6158223
t13,0.6196102,3.3388126,4.9456887,3.7905407,2.1554358,5.942653,2.86302,4.1152315,1.997351,6.8837605,3.6730244,7.1364894,8.262633,6.2828255,2.2449834,4.6859007
t42,4.0896316,3.6956046,1.4315954,6.3549666,4.481767,5.2736683,4.003596,4.818314,3.1392097,4.6713157,1.60008,7.0382166,7.154098,4.878097,3.7618978,4.2386475
t43,4.1424565,3.6525812,1.504005,6.2849526,4.4124703,5.3023014,3.964578,4.756017,3.164157,4.674124,1.639914,7.0243587,7.1431303,4.9489517,3.8078473,4.2210526
t19,0.62037665,3.2899096,4.8752494,3.762153,2.1396298,5.9393,2.8754578,4.148441,1.9731175,6.87172,3.610989,7.2306166,8.269605,6.216722,2.258766,4.61576
