,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,10.078198,3.0572824,4.3009143,4.8944373,4.37749,6.1838264,5.2611475,5.3207164,2.3350947,5.547463,3.2655315,5.6118913,5.167075,4.2651367,4.9073496
t5,10.173574,3.6386054,4.5591288,5.1514745,4.4575458,6.2779617,5.089987,5.6147847,2.3529396,5.490968,3.291107,5.5091505,5.1589317,4.4074383,5.0653358
t11,10.251912,4.1938214,4.7984877,5.373011,4.432991,6.3825097,4.9752383,5.931425,2.3053443,5.430027,3.3223174,5.4070616,5.2174597,4.5024514,5.2068224
t14,10.273369,4.1223593,4.830497,5.3733926,4.4020405,6.356053,4.9945674,5.8808346,2.302031,5.475241,3.407679,5.483923,5.278955,4.511619,5.1204324
t28,9.915587,11.309951,12.036865,7.864753,4.6003118,6.6738605,5.880152,7.8413725,1.7927742,6.2517114,3.631657,6.7075114,4.8366184,6.1021233,5.555098
t38,9.793926,11.175945,11.903598,7.875714,4.580055,6.639592,5.816372,7.740937,1.7874014,6.2685165,3.6376145,6.714003,4.871235,6.0738254,5.620279
t51,9.738878,11.126105,11.851769,7.905494,4.543522,6.6327143,5.7848597,7.722172,1.7792822,6.2837257,3.674701,6.7647285,4.870136,6.086541,5.646664
t53,9.8397255,11.205759,11.939324,7.944653,4.547089,6.5446725,5.7448554,7.789304,1.9028132,6.337449,3.6552153,6.7296796,4.764131,6.0375185,5.6970773
t147,9.824838,11.221649,11.94607,7.922867,4.5151205,6.625325,5.7986984,7.774262,1.8054966,6.312829,3.7022188,6.777703,4.8491764,6.1257854,5.6240025
t148,9.828907,11.2146635,11.946507,7.9644504,4.449958,6.611234,5.7983346,7.842197,1.8271197,6.4011583,3.7511842,6.821487,4.8243475,6.17108,5.6086664
t47,9.846662,11.190472,11.931808,8.023305,4.483515,6.4884715,5.7337527,7.850384,1.9717085,6.438476,3.700632,6.756337,4.695547,6.0540304,5.7074127
t48,9.907657,11.257759,11.996124,7.941901,4.5655427,6.474819,5.692523,7.799447,1.9876857,6.3536305,3.6219242,6.684101,4.7185936,5.985226,5.7565174
t67,10.263415,11.808532,12.525932,8.04594,4.0950923,6.5217915,5.8639193,8.317272,2.2357442,6.7326975,3.7263103,7.250966,4.352218,6.5922127,5.492267
t88,10.207253,11.74947,12.46356,8.047587,4.2218747,6.4879446,5.8322306,8.221942,2.2625601,6.6533127,3.661782,7.1379743,4.337454,6.472558,5.573109
t89,10.216273,11.884467,12.603419,8.016823,4.11853,6.4037337,5.7390265,8.324651,2.1808047,6.7483897,3.7150862,7.2289877,4.4385815,6.5449605,5.5522795
t134,10.294316,11.708088,12.440858,8.080876,4.0824437,6.4503393,5.840524,8.325855,2.2463481,6.83743,3.7451987,7.14185,4.435749,6.4108043,5.6274376
t135,10.346954,11.809155,12.532297,8.134903,4.082694,6.498863,5.9038486,8.372444,2.3028045,6.82949,3.775016,7.1746573,4.3204756,6.5024114,5.533118
t56,10.167791,11.604252,12.338585,8.089503,4.371087,6.3326435,5.69769,8.116266,2.2721813,6.6372,3.6337698,6.7967486,4.409878,6.1067486,5.7561
t78,10.404949,11.985273,12.72547,8.170119,4.0158286,6.2841444,5.6984825,8.5068245,2.2148085,6.942005,3.92879,7.119956,4.4585786,6.4913974,5.5301805
t108,10.339376,12.040562,12.793769,8.104698,3.97542,6.272393,5.6274676,8.57016,2.1432188,6.992022,3.9148169,7.233667,4.484643,6.5713587,5.527504
t109,10.37729,12.043706,12.771136,8.168707,4.0181003,6.361732,5.7193627,8.513693,2.2102566,6.9124107,3.9163754,7.22883,4.394641,6.599865,5.450902
t72,10.350275,12.042973,12.794365,8.121854,3.9970832,6.3009996,5.6490993,8.576037,2.1339064,6.9719944,3.9267852,7.1972613,4.4896884,6.5555964,5.5135007
t54,10.258327,11.974346,12.713446,8.089867,4.1394677,6.396049,5.686492,8.475863,2.0869234,6.8238773,3.880604,7.163885,4.4960136,6.518456,5.497206
t55,10.146391,11.692587,12.427364,8.100562,4.4565544,6.2690377,5.631465,8.118166,2.1906478,6.6005206,3.664683,6.7620344,4.490667,6.0615463,5.756376
t120,10.410891,11.770611,12.50499,8.187065,4.103804,6.4606853,5.927467,8.395857,2.2889745,6.8239293,3.8117406,6.9226975,4.3571706,6.2929225,5.545724
t121,10.416715,11.693955,12.431914,8.128698,4.0692124,6.5546336,6.0113573,8.368473,2.2704759,6.77688,3.8248305,6.9376965,4.3424873,6.3189883,5.451518
t41,10.257862,11.639356,12.380257,8.136748,4.284521,6.346022,5.7615256,8.202929,2.273559,6.707879,3.7161653,6.743673,4.408257,6.0905194,5.689172
t33,10.334905,11.810195,12.551918,8.129633,4.134155,6.3937244,5.80849,8.370868,2.1428368,6.7832713,3.889922,6.8650036,4.5288253,6.285548,5.514723
t35,10.343496,11.787329,12.520311,8.175925,4.2499657,6.4606175,5.881998,8.366174,2.1540263,6.6957073,3.903165,6.874229,4.481717,6.2796955,5.5035157
t84,10.318918,11.83013,12.54275,8.173909,4.331593,6.4839525,5.903013,8.318584,2.2429185,6.614621,3.808224,6.9513383,4.3441954,6.3602734,5.520843
t85,10.276382,11.731275,12.454375,8.178018,4.3879485,6.4018598,5.8262005,8.236329,2.2682326,6.60674,3.7645848,6.789779,4.3609166,6.18556,5.6210065
