,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t21,4.0822854,12.652724,9.339035,4.974947,8.965841,3.1215787,1.5684464,7.324006,5.4806623,4.8443255,5.382065,1.9129163,3.0473144,4.34103,8.92102
t51,4.0896516,12.688829,9.19114,4.904857,9.042353,2.9124143,1.5142914,7.243526,5.433473,4.787077,5.2966843,1.9948564,2.8244412,4.376335,8.941526
t110,4.0133247,12.673276,9.154838,4.805798,8.977046,2.8441818,1.439089,7.216355,5.3759894,4.733579,5.266964,2.12117,2.8816018,4.3917522,8.981888
t145,4.0969157,12.688872,9.192214,4.8682017,8.931044,2.9678333,1.5907657,7.2507834,5.433307,4.71871,5.2454057,2.0621958,2.872053,4.331899,8.885671
t146,4.0596805,12.764945,9.06702,4.96334,8.974223,3.0543334,1.4967182,7.250896,5.5120254,4.7315054,5.180419,2.0443134,2.790146,4.380721,8.917347
t74,4.1458426,12.766853,9.1731825,4.902869,9.020156,2.9754305,1.5652696,7.179751,5.4490395,4.713793,5.255733,2.062117,2.82629,4.375323,8.95416
t123,4.1096044,12.722649,9.202721,4.9984956,9.144254,2.9876947,1.4240767,7.2293983,5.5313263,4.8752637,5.3753724,1.8256358,2.8232572,4.383353,9.040452
t124,4.113769,12.835556,9.181831,5.1240344,9.171026,3.153619,1.4404496,7.268453,5.5503225,4.841336,5.2997613,1.7936065,2.823995,4.3578215,9.027532
t100,4.203259,12.83239,9.165112,5.009629,9.176238,3.0278976,1.519084,7.138061,5.5017467,4.779756,5.242151,1.8890535,2.744712,4.370034,9.024334
t90,4.2034593,12.764713,9.079835,5.106257,9.163772,3.0517087,1.5134627,7.148308,5.6580234,4.859637,5.2645288,1.917772,2.7345786,4.478658,8.868813
t106,4.1636047,12.761061,9.253831,5.052945,9.112013,3.070685,1.5245447,7.217235,5.556087,4.8487067,5.350606,1.8598965,2.894512,4.3728323,8.9332695
t107,4.127907,12.760005,9.087991,5.0648375,9.080543,3.088707,1.5139128,7.2443304,5.5664735,4.8266497,5.266523,1.871986,2.771253,4.400704,8.9054785
t68,4.1702156,12.791984,9.53053,4.885823,9.124208,2.910475,1.4410574,7.1591296,5.405414,4.7700815,5.4324346,1.898117,3.0581813,4.2374024,9.152678
t135,4.15906,12.750269,9.364017,4.790488,9.057913,2.8752034,1.5009061,7.1423907,5.3323383,4.712549,5.355338,1.9716451,2.9536054,4.268889,9.094375
t136,4.1678233,12.768905,9.446976,4.8532844,9.095193,2.917069,1.4800582,7.1643734,5.3799906,4.755187,5.4042916,1.9182876,3.028339,4.2469273,9.1206455
t18,4.1132307,12.662728,9.421872,4.902167,8.99783,3.0334456,1.5647287,7.273897,5.4055676,4.812708,5.411322,1.9267731,3.0808718,4.293975,8.988126
t2,8.770724,3.412266,3.0045168,3.0693305,4.423788,6.3898864,7.0397577,5.7329865,4.8256106,6.536876,7.166106,4.376348,4.4253783,5.343634,5.4529734
