"","t1","t6","t30","t31","t21","t32","t171","t172","t39","t40","t25","t150","t151","t139","t14","t5","t2","t169","t170","t106","t107","t53","t44","t61","t62","t48","t92","t93","t131","t132","t49","t111","t157","t158","t148","t149","t129","t94","t109","t110","t36","t37","t50","t51","t45","t41","t153","t154","t152","t167","t168","t112","t113","t70","t71","t144","t145","t33","t20","t137","t138","t161","t162","t66","t101","t102","t69","t15","t79","t142","t143","t130","t73","t63","t135","t136","t114","t59","t7","t120","t121","t108","t86","t103","t104","t85","t97","t98","t118","t119","t95","t38","t89","t116","t117","t82","t133","t134","t52","t56","t57","t23","t24","t17","t10","t12","t83","t84","t27","t55","t163","t164","t3","t78","t122","t123","t105","t127","t128","t72","t60","t29","t8","t4","t9","t34","t35","t46","t47","t81","t125","t126","t100","t165","t166","t115","t80","t67","t159","t160","t18","t19","t28","t87","t88","t76","t77","t68","t42","t124","t155","t156","t96","t99","t140","t141","t58","t146","t147","t43","t74","t75","t54","t13","t11","t16","t90","t91","t64","t65","t26","t22"
"t134",8.13889176115,8.78413418465,12.03956881785,10.06483536555,10.46153395265,10.23324404875,12.03956881801,12.03956881801,11.21083898855,10.58568644795,9.10807242765,10.41596783102,10.50592262497,10.50592262495,10.45750017035,6.87287964105,6.49780101855,8.22325022633,8.22325022633,8.22325022595,8.22325022595,6.87179478496,7.56449048995,7.50628873289,7.67894329679,6.93872799339,8.22325022595,8.22325022595,8.12569516655,8.22325022595,7.03756112795,8.22325022565,8.22325022565,8.22325022565,8.22325022555,8.22325022555,8.22325022565,8.22325022564,7.78219525837,8.22325022554,7.69911317695,8.22325022595,8.22325022591,7.52304379871,7.59782825125,6.76875446315,8.223250225747,8.223250225747,8.22325022575,8.22325022571,8.22325022571,8.00756146905,8.22325022575,7.37620404625,8.22325022605,8.22325022525,8.22325022525,7.71647213145,5.98224005945,8.22325022603,8.22325022603,8.2232502258,8.2232502258,7.19254383149,7.640339468711,8.22325022585,8.22325022625,5.42503139303,8.22325022571,8.22325022575,8.22325022575,8.22325022571,7.44418451303,8.22325022595,8.22325022555,8.22325022555,8.22325022565,8.22325022533,3.64973222305,5.08622328895,5.08622328895,4.60719497238,4.61624870593,4.61624870593,4.61624870593,4.61624870603,4.61624870593,4.10276748923,4.61624870593,4.61624870593,4.61624870593,3.39710939805,2.05738542676,2.05738542666,2.05738542666,1.47626347076,0.28267445396,0,2.79257250916,3.26493362346,2.12494981701,3.38510425525,3.98084957935,3.013265484563,3.95103559765,4.36329925406,7.29849192886,7.29849192886,6.24532273215,7.29849192935,7.29849192877,7.29849192877,4.11108967035,8.18637706205,8.18637706195,8.18637706195,7.79316776365,8.0361868289,8.05717201205,8.18637706215,7.52496401285,6.38427418485,4.86559870006,4.91927197095,5.66407107395,8.63754715405,6.88414376102,8.63754715322,7.44082059602,7.89571283334,8.63754715365,8.63754715365,8.63754715365,8.63754715366,8.63754715366,8.63754715365,8.63754715375,8.63754715375,8.63754715358,8.63754715358,7.0203465567,7.1808157127,8.63754715341,8.63754715391,8.63754715391,8.63754715351,8.63754715351,8.63754715401,7.03255123561,8.60087363151,8.63754715351,8.63754715351,8.63754715351,8.63754715357,8.63754715347,8.63754715347,8.63754715361,8.63754715381,8.63754715381,7.64316879101,8.33424117381,8.05967289711,7.54357249731,8.52862103061,5.74995108166,7.16584786015,8.02873833192,8.53435964915,8.63754715385,7.96365162435,7.76267737885,6.20383678596
"t52",7.75153190419,8.39677432769,11.65220896089,9.67747550859,10.07417409569,9.84588419179,11.65220896105,11.65220896105,10.82347913159,10.19832659099,8.72071257069,10.02860797406,10.11856276801,10.11856276799,10.07014031339,6.48551978409,6.11044116159,7.83589036937,7.83589036937,7.83589036899,7.83589036899,6.484434928,7.17713063299,7.11892887593,7.29158343983,6.55136813643,7.83589036899,7.83589036899,7.73833530959,7.83589036899,6.65020127099,7.83589036869,7.83589036869,7.83589036869,7.83589036859,7.83589036859,7.83589036869,7.83589036868,7.39483540141,7.83589036858,7.31175331999,7.83589036899,7.83589036895,7.13568394175,7.21046839429,6.38139460619,7.835890368787,7.835890368787,7.83589036879,7.83589036875,7.83589036875,7.62020161209,7.83589036879,6.98884418929,7.83589036909,7.83589036829,7.83589036829,7.32911227449,5.59488020249,7.83589036907,7.83589036907,7.83589036884,7.83589036884,6.80518397453,7.252979611751,7.83589036889,7.83589036929,5.03767153607,7.83589036875,7.83589036879,7.83589036879,7.83589036875,7.05682465607,7.83589036899,7.83589036859,7.83589036859,7.83589036869,7.83589036837,3.26237236609,4.69886343199,4.69886343199,4.21983511542,4.22888884897,4.22888884897,4.22888884897,4.22888884907,4.22888884897,3.71540763227,4.22888884897,4.22888884897,4.22888884897,3.00974954109,2.8775737666,2.8775737665,2.8775737665,2.8775737666,2.8775737666,2.79257250916,0,2.3133209013,1.17333709485,2.99774439829,3.59348972239,2.625905627603,3.56367574069,3.9759393971,6.9111320719,6.9111320719,5.85796287519,6.91113207239,6.91113207181,6.91113207181,3.72372981339,7.79901720509,7.79901720499,7.79901720499,7.40580790669,7.64882697194,7.66981215509,7.79901720519,7.13760415589,5.99691432789,4.4782388431,4.53191211399,5.27671121699,8.25018729709,6.49678390406,8.25018729626,7.05346073906,7.50835297638,8.25018729669,8.25018729669,8.25018729669,8.2501872967,8.2501872967,8.25018729669,8.25018729679,8.25018729679,8.25018729662,8.25018729662,6.63298669974,6.79345585574,8.25018729645,8.25018729695,8.25018729695,8.25018729655,8.25018729655,8.25018729705,6.64519137865,8.21351377455,8.25018729655,8.25018729655,8.25018729655,8.25018729661,8.25018729651,8.25018729651,8.25018729665,8.25018729685,8.25018729685,7.25580893405,7.94688131685,7.67231304015,7.15621264035,8.14126117365,5.3625912247,6.77848800319,7.64137847496,8.14699979219,8.25018729689,7.57629176739,7.37531752189,5.816476929
"t56",8.22389301849,8.86913544199,12.12457007519,10.14983662289,10.54653520999,10.31824530609,12.12457007535,12.12457007535,11.29584024589,10.67068770529,9.19307368499,10.50096908836,10.59092388231,10.59092388229,10.54250142769,6.95788089839,6.58280227589,8.30825148367,8.30825148367,8.30825148329,8.30825148329,6.9567960423,7.64949174729,7.59128999023,7.76394455413,7.02372925073,8.30825148329,8.30825148329,8.21069642389,8.30825148329,7.12256238529,8.30825148299,8.30825148299,8.30825148299,8.30825148289,8.30825148289,8.30825148299,8.30825148298,7.86719651571,8.30825148288,7.78411443429,8.30825148329,8.30825148325,7.60804505605,7.68282950859,6.85375572049,8.308251483087,8.308251483087,8.30825148309,8.30825148305,8.30825148305,8.09256272639,8.30825148309,7.46120530359,8.30825148339,8.30825148259,8.30825148259,7.80147338879,6.06724131679,8.30825148337,8.30825148337,8.30825148314,8.30825148314,7.27754508883,7.725340726051,8.30825148319,8.30825148359,5.51003265037,8.30825148305,8.30825148309,8.30825148309,8.30825148305,7.52918577037,8.30825148329,8.30825148289,8.30825148289,8.30825148299,8.30825148267,3.73473348039,5.17122454629,5.17122454629,4.69219622972,4.70124996327,4.70124996327,4.70124996327,4.70124996337,4.70124996327,4.18776874657,4.70124996327,4.70124996327,4.70124996327,3.48211065539,3.3499348809,3.3499348808,3.3499348808,3.3499348809,3.3499348809,3.26493362346,2.3133209013,0,1.32635548755,3.47010551259,4.06585083669,3.098266741903,4.03603685499,4.4483005114,7.3834931862,7.3834931862,6.33032398949,7.38349318669,7.38349318611,7.38349318611,4.19609092769,8.27137831939,8.27137831929,8.27137831929,7.87816902099,8.12118808624,8.14217326939,8.27137831949,7.60996527019,6.46927544219,4.9505999574,5.00427322829,5.74907233129,8.72254841139,6.96914501836,8.72254841056,7.52582185336,7.98071409068,8.72254841099,8.72254841099,8.72254841099,8.722548411,8.722548411,8.72254841099,8.72254841109,8.72254841109,8.72254841092,8.72254841092,7.10534781404,7.26581697004,8.72254841075,8.72254841125,8.72254841125,8.72254841085,8.72254841085,8.72254841135,7.11755249295,8.68587488885,8.72254841085,8.72254841085,8.72254841085,8.72254841091,8.72254841081,8.72254841081,8.72254841095,8.72254841115,8.72254841115,7.72817004835,8.41924243115,8.14467415445,7.62857375465,8.61362228795,5.834952339,7.25084911749,8.11373958926,8.61936090649,8.72254841119,8.04865288169,7.84767863619,6.2888380433
"t57",7.08390921204,7.72915163554,10.98458626874,9.00985281644,9.40655140354,9.17826149964,10.9845862689,10.9845862689,10.15585643944,9.53070389884,8.05308987854,9.36098528191,9.45094007586,9.45094007583999,9.40251762124,5.81789709194,5.44281846944,7.16826767722,7.16826767722,7.16826767684,7.16826767684,5.81681223585,6.50950794084,6.45130618378,6.62396074768,5.88374544428,7.16826767684,7.16826767684,7.07071261744,7.16826767684,5.98257857884,7.16826767654,7.16826767654,7.16826767654,7.16826767644,7.16826767644,7.16826767654,7.16826767653,6.72721270926,7.16826767643,6.64413062784,7.16826767684,7.1682676768,6.4680612496,6.54284570214,5.71377191404,7.168267676637,7.168267676637,7.16826767664,7.1682676766,7.1682676766,6.95257891994,7.16826767664,6.32122149714,7.16826767694,7.16826767614,7.16826767614,6.66148958234,4.92725751034,7.16826767692,7.16826767692,7.16826767669,7.16826767669,6.13756128238,6.585356919601,7.16826767674,7.16826767714,4.37004884392,7.1682676766,7.16826767664,7.16826767664,7.1682676766,6.38920196392,7.16826767684,7.16826767644,7.16826767644,7.16826767654,7.16826767622,2.59474967394,4.03124073984,4.03124073984,3.55221242327,3.56126615682,3.56126615682,3.56126615682,3.56126615692,3.56126615682,3.04778494012,3.56126615682,3.56126615682,3.56126615682,2.34212684894,2.20995107445,2.20995107435,2.20995107435,2.20995107445,2.20995107445,2.12494981701,1.17333709485,1.32635548755,0,2.33012170614,2.92586703024,1.958282935453,2.89605304854,3.30831670495,6.24350937975,6.24350937975,5.19034018304,6.24350938024,6.24350937966,6.24350937966,3.05610712124,7.13139451294,7.13139451284,7.13139451284,6.73818521454,6.98120427979,7.00218946294,7.13139451304,6.46998146374,5.32929163574,3.81061615095,3.86428942184,4.60908852484,7.58256460494,5.82916121191,7.58256460411,6.38583804691,6.84073028423,7.58256460454,7.58256460454,7.58256460454,7.58256460455,7.58256460455,7.58256460454,7.58256460464,7.58256460464,7.58256460447,7.58256460447,5.96536400759,6.12583316359,7.5825646043,7.5825646048,7.5825646048,7.5825646044,7.5825646044,7.5825646049,5.9775686865,7.5458910824,7.5825646044,7.5825646044,7.5825646044,7.58256460446,7.58256460436,7.58256460436,7.5825646045,7.5825646047,7.5825646047,6.5881862419,7.2792586247,7.004690348,6.4885899482,7.4736384815,4.69496853255,6.11086531104,6.97375578281,7.47937710004,7.58256460474,6.90866907524,6.70769482974,5.14885423685
"t23",5.9587336149,6.6039760384,9.8594106716,7.8846772193,8.2813758064,8.0530859025,9.85941067176,9.85941067176,9.0306808423,8.4055283017,6.9279142814,8.23580968477,8.32576447872,8.3257644787,8.2773420241,4.6927214948,4.3176428723,6.04309208008,6.04309208008,6.0430920797,6.0430920797,4.69163663871,5.3843323437,5.32613058664,5.49878515054,4.75856984714,6.0430920797,6.0430920797,5.9455370203,6.0430920797,4.8574029817,6.0430920794,6.0430920794,6.0430920794,6.0430920793,6.0430920793,6.0430920794,6.04309207939,5.60203711212,6.04309207929,5.5189550307,6.0430920797,6.04309207966,5.34288565246,5.417670105,4.5885963169,6.043092079497,6.043092079497,6.0430920795,6.04309207946,6.04309207946,5.8274033228,6.0430920795,5.1960459,6.0430920798,6.043092079,6.043092079,5.5363139852,3.8020819132,6.04309207978,6.04309207978,6.04309207955,6.04309207955,5.01238568524,5.460181322461,6.0430920796,6.04309208,3.24487324678,6.04309207946,6.0430920795,6.0430920795,6.04309207946,5.26402636678,6.0430920797,6.0430920793,6.0430920793,6.0430920794,6.04309207908,1.4695740768,3.4701055129,3.4701055129,2.99107719633,3.47010551268,3.47010551268,3.47010551268,3.47010551278,3.47010551268,2.95662429598,3.47010551268,3.47010551268,3.47010551268,3.4701055132,3.47010551269,3.47010551259,3.47010551259,3.47010551269,3.47010551269,3.38510425525,2.99774439829,3.47010551259,2.33012170614,0,0.8693997229,0.385438415313,1.7708774514,2.18314110781,5.11833378261,5.11833378261,4.0651645859,5.1183337831,5.11833378252,5.11833378252,1.9309315241,6.0062189158,6.0062189157,6.0062189157,5.6130096174,5.85602868265,5.8770138658,6.0062189159,5.3448058666,4.2041160386,2.68544055381,2.7391138247,3.4839129277,6.4573890078,4.70398561477,6.45738900697,5.26066244977,5.71555468709,6.4573890074,6.4573890074,6.4573890074,6.45738900741,6.45738900741,6.4573890074,6.4573890075,6.4573890075,6.45738900733,6.45738900733,4.84018841045,5.00065756645,6.45738900716,6.45738900766,6.45738900766,6.45738900726,6.45738900726,6.45738900776,4.85239308936,6.42071548526,6.45738900726,6.45738900726,6.45738900726,6.45738900732,6.45738900722,6.45738900722,6.45738900736,6.45738900756,6.45738900756,5.46301064476,6.15408302756,5.87951475086,5.36341435106,6.34846288436,3.56979293541,4.9856897139,5.84858018567,6.3542015029,6.4573890076,5.7834934781,5.5825192326,4.02367863971
"t24",6.554478939,7.1997213625,10.4551559957,8.4804225434,8.8771211305,8.6488312266,10.45515599586,10.45515599586,9.6264261664,9.0012736258,7.5236596055,8.83155500887,8.92150980282,8.9215098028,8.8730873482,5.2884668189,4.9133881964,6.63883740418,6.63883740418,6.6388374038,6.6388374038,5.28738196281,5.9800776678,5.92187591074,6.09453047464,5.35431517124,6.6388374038,6.6388374038,6.5412823444,6.6388374038,5.4531483058,6.6388374035,6.6388374035,6.6388374035,6.6388374034,6.6388374034,6.6388374035,6.63883740349,6.19778243622,6.63883740339,6.1147003548,6.6388374038,6.63883740376,5.93863097656,6.0134154291,5.184341641,6.638837403597,6.638837403597,6.6388374036,6.63883740356,6.63883740356,6.4231486469,6.6388374036,5.7917912241,6.6388374039,6.6388374031,6.6388374031,6.1320593093,4.3978272373,6.63883740388,6.63883740388,6.63883740365,6.63883740365,5.60813100934,6.055926646561,6.6388374037,6.6388374041,3.84061857088,6.63883740356,6.6388374036,6.6388374036,6.63883740356,5.85977169088,6.6388374038,6.6388374034,6.6388374034,6.6388374035,6.63883740318,2.0653194009,4.065850837,4.065850837,3.58682252043,4.06585083678,4.06585083678,4.06585083678,4.06585083688,4.06585083678,3.55236962008,4.06585083678,4.06585083678,4.06585083678,4.0658508373,4.06585083679,4.06585083669,4.06585083669,4.06585083679,4.06585083679,3.98084957935,3.59348972239,4.06585083669,2.92586703024,0.8693997229,0,0.981183739413,2.3666227755,2.77888643191,5.71407910671,5.71407910671,4.66090991,5.7140791072,5.71407910662,5.71407910662,2.5266768482,6.6019642399,6.6019642398,6.6019642398,6.2087549415,6.45177400675,6.4727591899,6.60196424,5.9405511907,4.7998613627,3.28118587791,3.3348591488,4.0796582518,7.0531343319,5.29973093887,7.05313433107,5.85640777387,6.31130001119,7.0531343315,7.0531343315,7.0531343315,7.05313433151,7.05313433151,7.0531343315,7.0531343316,7.0531343316,7.05313433143,7.05313433143,5.43593373455,5.59640289055,7.05313433126,7.05313433176,7.05313433176,7.05313433136,7.05313433136,7.05313433186,5.44813841346,7.01646080936,7.05313433136,7.05313433136,7.05313433136,7.05313433142,7.05313433132,7.05313433132,7.05313433146,7.05313433166,7.05313433166,6.05875596886,6.74982835166,6.47526007496,5.95915967516,6.94420820846,4.16553825951,5.581435038,6.44432550977,6.949946827,7.0531343317,6.3792388022,6.1782645567,4.61942396381
"t17",5.586894844213,6.232137267713,9.487571900913,7.512838448613,7.909537035713,7.681247131813,9.487571901073,9.487571901073,8.658842071613,8.033689531013,6.556075510713,7.863970914083,7.953925708033,7.953925708013,7.905503253413,4.320882724113,3.945804101613,5.671253309393,5.671253309393,5.671253309013,5.671253309013,4.319797868023,5.012493573013,4.954291815953,5.126946379853,4.386731076453,5.671253309013,5.671253309013,5.573698249613,5.671253309013,4.485564211013,5.671253308713,5.671253308713,5.671253308713,5.671253308613,5.671253308613,5.671253308713,5.671253308703,5.230198341433,5.671253308603,5.147116260013,5.671253309013,5.671253308973,4.971046881773,5.045831334313,4.216757546213,5.67125330881,5.67125330881,5.671253308813,5.671253308773,5.671253308773,5.455564552113,5.671253308813,4.824207129313,5.671253309113,5.671253308313,5.671253308313,5.164475214513,3.430243142513,5.671253309093,5.671253309093,5.671253308863,5.671253308863,4.640546914553,5.088342551774,5.671253308913,5.671253309313,2.873034476093,5.671253308773,5.671253308813,5.671253308813,5.671253308773,4.892187596093,5.671253309013,5.671253308613,5.671253308613,5.671253308713,5.671253308393,1.097735306113,3.098266742213,3.098266742213,2.619238425643,3.098266741993,3.098266741993,3.098266741993,3.098266742093,3.098266741993,2.584785525293,3.098266741993,3.098266741993,3.098266741993,3.098266742513,3.098266742003,3.098266741903,3.098266741903,3.098266742003,3.098266742003,3.013265484563,2.625905627603,3.098266741903,1.958282935453,0.385438415313,0.981183739413,0,1.399038680713,1.811302337123,4.746495011923,4.746495011923,3.693325815213,4.746495012413,4.746495011833,4.746495011833,1.559092753413,5.634380145113,5.634380145013,5.634380145013,5.241170846713,5.484189911963,5.505175095113,5.634380145213,4.972967095913,3.832277267913,2.313601783123,2.367275054013,3.112074157013,6.085550237113,4.332146844083,6.085550236283,4.888823679083,5.343715916403,6.085550236713,6.085550236713,6.085550236713,6.085550236723,6.085550236723,6.085550236713,6.085550236813,6.085550236813,6.085550236643,6.085550236643,4.468349639763,4.628818795763,6.085550236473,6.085550236973,6.085550236973,6.085550236573,6.085550236573,6.085550237073,4.480554318673,6.048876714573,6.085550236573,6.085550236573,6.085550236573,6.085550236633,6.085550236533,6.085550236533,6.085550236673,6.085550236873,6.085550236873,5.091171874073,5.782244256873,5.507675980173,4.991575580373,5.976624113673,3.197954164723,4.613850943213,5.476741414983,5.982362732213,6.085550236913,5.411654707413,5.210680461913,3.651839869023
"t10",5.7987327037,6.4439751272,9.6994097604,7.7246763081,8.1213748952,7.8930849913,9.69940976056,9.69940976056,8.8706799311,8.2455273905,6.7679133702,8.07580877357,8.16576356752,8.1657635675,8.1173411129,4.5327205836,4.1576419611,5.88309116888,5.88309116888,5.8830911685,5.8830911685,4.53163572751,5.2243314325,5.16612967544,5.33878423934,4.59856893594,5.8830911685,5.8830911685,5.7855361091,5.8830911685,4.6974020705,5.8830911682,5.8830911682,5.8830911682,5.8830911681,5.8830911681,5.8830911682,5.88309116819,5.44203620092,5.88309116809,5.3589541195,5.8830911685,5.88309116846,5.18288474126,5.2576691938,4.4285954057,5.883091168297,5.883091168297,5.8830911683,5.88309116826,5.88309116826,5.6674024116,5.8830911683,5.0360449888,5.8830911686,5.8830911678,5.8830911678,5.376313074,3.642081002,5.88309116858,5.88309116858,5.88309116835,5.88309116835,4.85238477404,5.300180411261,5.8830911684,5.8830911688,3.08487233558,5.88309116826,5.8830911683,5.8830911683,5.88309116826,5.10402545558,5.8830911685,5.8830911681,5.8830911681,5.8830911682,5.88309116788,1.3095731656,4.0360368553,4.0360368553,3.55700853873,4.03603685508,4.03603685508,4.03603685508,4.03603685518,4.03603685508,3.52255563838,4.03603685508,4.03603685508,4.03603685508,4.0360368556,4.03603685509,4.03603685499,4.03603685499,4.03603685509,4.03603685509,3.95103559765,3.56367574069,4.03603685499,2.89605304854,1.7708774514,2.3666227755,1.399038680713,0,2.02314019661,4.95833287141,4.95833287141,3.9051636747,4.9583328719,4.95833287132,4.95833287132,1.7709306129,5.8462180046,5.8462180045,5.8462180045,5.4530087062,5.69602777145,5.7170129546,5.8462180047,5.1848049554,4.0441151274,2.52543964261,2.5791129135,3.3239120165,6.2973880966,4.54398470357,6.29738809577,5.10066153857,5.55555377589,6.2973880962,6.2973880962,6.2973880962,6.29738809621,6.29738809621,6.2973880962,6.2973880963,6.2973880963,6.29738809613,6.29738809613,4.68018749925,4.84065665525,6.29738809596,6.29738809646,6.29738809646,6.29738809606,6.29738809606,6.29738809656,4.69239217816,6.26071457406,6.29738809606,6.29738809606,6.29738809606,6.29738809612,6.29738809602,6.29738809602,6.29738809616,6.29738809636,6.29738809636,5.30300973356,5.99408211636,5.71951383966,5.20341343986,6.18846197316,3.40979202421,4.8256888027,5.68857927447,6.1942005917,6.2973880964,5.6234925669,5.4225183214,3.86367772851
"t12",5.28870034371,5.93394276721,9.18937740041,7.21464394811,7.61134253521,7.38305263131,9.18937740057,9.18937740057,8.36064757111,7.73549503051,6.25788101021,7.56577641358,7.65573120753,7.65573120751,7.60730875291,4.02268822361,3.64760960111,5.37305880889,5.37305880889,5.37305880851,5.37305880851,4.02160336752,4.71429907251,4.65609731545,4.82875187935,4.08853657595,5.37305880851,5.37305880851,5.27550374911,5.37305880851,4.18736971051,5.37305880821,5.37305880821,5.37305880821,5.37305880811,5.37305880811,5.37305880821,5.3730588082,4.93200384093,5.3730588081,4.84892175951,5.37305880851,5.37305880847,4.67285238127,4.74763683381,3.91856304571,5.373058808307,5.373058808307,5.37305880831,5.37305880827,5.37305880827,5.15737005161,5.37305880831,4.52601262881,5.37305880861,5.37305880781,5.37305880781,4.86628071401,3.13204864201,5.37305880859,5.37305880859,5.37305880836,5.37305880836,4.34235241405,4.790148051271,5.37305880841,5.37305880881,2.57483997559,5.37305880827,5.37305880831,5.37305880831,5.37305880827,4.59399309559,5.37305880851,5.37305880811,5.37305880811,5.37305880821,5.37305880789,1.25914131321,4.44830051171,4.44830051171,3.96927219514,4.44830051149,4.44830051149,4.44830051149,4.44830051159,4.44830051149,3.93481929479,4.44830051149,4.44830051149,4.44830051149,4.44830051201,4.4483005115,4.4483005114,4.4483005114,4.4483005115,4.4483005115,4.36329925406,3.9759393971,4.4483005114,3.30831670495,2.18314110781,2.77888643191,1.811302337123,2.02314019661,0,3.3458387482,3.3458387482,2.45975957591,3.51292877311,3.51292877253,3.51292877253,1.26089825291,5.33618564461,5.33618564451,5.33618564451,4.94297634621,5.18599541146,5.20698059461,5.33618564471,4.67477259541,3.53408276741,2.01540728262,2.06908055351,2.81387965651,5.78735573661,4.03395234358,5.78735573578,4.59062917858,5.0455214159,5.78735573621,5.78735573621,5.78735573621,5.78735573622,5.78735573622,5.78735573621,5.78735573631,5.78735573631,5.78735573614,5.78735573614,4.17015513926,4.33062429526,5.78735573597,5.78735573647,5.78735573647,5.78735573607,5.78735573607,5.78735573657,4.18235981817,5.75068221407,5.78735573607,5.78735573607,5.78735573607,5.78735573613,5.78735573603,5.78735573603,5.78735573617,5.78735573637,5.78735573637,4.79297737357,5.48404975637,5.20948147967,4.69338107987,5.67842961317,2.89975966422,4.31565644271,5.17854691448,5.68416823171,5.78735573641,5.11346020691,4.91248596141,3.35364536852
"t83",8.22389301851,8.86913544201,12.12457007521,10.14983662291,10.54653521001,10.31824530611,12.12457007537,12.12457007537,11.29584024591,10.67068770531,9.19307368501,10.50096908838,10.59092388233,10.59092388231,10.54250142771,6.95788089841,6.58280227591,8.30825148369,8.30825148369,8.30825148331,8.30825148331,6.95679604232,7.64949174731,7.59128999025,7.76394455415,7.02372925075,8.30825148331,8.30825148331,8.21069642391,8.30825148331,7.12256238531,8.30825148301,8.30825148301,8.30825148301,8.30825148291,8.30825148291,8.30825148301,8.308251483,7.86719651573,8.3082514829,7.78411443431,8.30825148331,8.30825148327,7.60804505607,7.68282950861,6.85375572051,8.308251483107,8.308251483107,8.30825148311,8.30825148307,8.30825148307,8.09256272641,8.30825148311,7.46120530361,8.30825148341,8.30825148261,8.30825148261,7.80147338881,6.06724131681,8.30825148339,8.30825148339,8.30825148316,8.30825148316,7.27754508885,7.725340726071,8.30825148321,8.30825148361,5.51003265039,8.30825148307,8.30825148311,8.30825148311,8.30825148307,7.52918577039,8.30825148331,8.30825148291,8.30825148291,8.30825148301,8.30825148269,4.19433398801,7.38349318651,7.38349318651,6.90446486994,7.38349318629,7.38349318629,7.38349318629,7.38349318639,7.38349318629,6.87001196959,7.38349318629,7.38349318629,7.38349318629,7.38349318681,7.3834931863,7.3834931862,7.3834931862,7.3834931863,7.3834931863,7.29849192886,6.9111320719,7.3834931862,6.24350937975,5.11833378261,5.71407910671,4.746495011923,4.95833287141,3.3458387482,0,1.556417105,5.39495225071,6.44812144791,6.44812144733,6.44812144733,4.19609092771,8.27137831941,8.27137831931,8.27137831931,7.87816902101,8.12118808626,8.14217326941,8.27137831951,7.60996527021,6.46927544221,4.95059995742,5.00427322831,5.74907233131,8.72254841141,6.96914501838,8.72254841058,7.52582185338,7.9807140907,8.72254841101,8.72254841101,8.72254841101,8.72254841102,8.72254841102,8.72254841101,8.72254841111,8.72254841111,8.72254841094,8.72254841094,7.10534781406,7.26581697006,8.72254841077,8.72254841127,8.72254841127,8.72254841087,8.72254841087,8.72254841137,7.11755249297,8.68587488887,8.72254841087,8.72254841087,8.72254841087,8.72254841093,8.72254841083,8.72254841083,8.72254841097,8.72254841117,8.72254841117,7.72817004837,8.41924243117,8.14467415447,7.62857375467,8.61362228797,5.83495233902,7.25084911751,8.11373958928,8.61936090651,8.72254841121,8.04865288171,7.84767863621,6.28883804332
"t84",8.22389301851,8.86913544201,12.12457007521,10.14983662291,10.54653521001,10.31824530611,12.12457007537,12.12457007537,11.29584024591,10.67068770531,9.19307368501,10.50096908838,10.59092388233,10.59092388231,10.54250142771,6.95788089841,6.58280227591,8.30825148369,8.30825148369,8.30825148331,8.30825148331,6.95679604232,7.64949174731,7.59128999025,7.76394455415,7.02372925075,8.30825148331,8.30825148331,8.21069642391,8.30825148331,7.12256238531,8.30825148301,8.30825148301,8.30825148301,8.30825148291,8.30825148291,8.30825148301,8.308251483,7.86719651573,8.3082514829,7.78411443431,8.30825148331,8.30825148327,7.60804505607,7.68282950861,6.85375572051,8.308251483107,8.308251483107,8.30825148311,8.30825148307,8.30825148307,8.09256272641,8.30825148311,7.46120530361,8.30825148341,8.30825148261,8.30825148261,7.80147338881,6.06724131681,8.30825148339,8.30825148339,8.30825148316,8.30825148316,7.27754508885,7.725340726071,8.30825148321,8.30825148361,5.51003265039,8.30825148307,8.30825148311,8.30825148311,8.30825148307,7.52918577039,8.30825148331,8.30825148291,8.30825148291,8.30825148301,8.30825148269,4.19433398801,7.38349318651,7.38349318651,6.90446486994,7.38349318629,7.38349318629,7.38349318629,7.38349318639,7.38349318629,6.87001196959,7.38349318629,7.38349318629,7.38349318629,7.38349318681,7.3834931863,7.3834931862,7.3834931862,7.3834931863,7.3834931863,7.29849192886,6.9111320719,7.3834931862,6.24350937975,5.11833378261,5.71407910671,4.746495011923,4.95833287141,3.3458387482,1.556417105,0,5.39495225071,6.44812144791,6.44812144733,6.44812144733,4.19609092771,8.27137831941,8.27137831931,8.27137831931,7.87816902101,8.12118808626,8.14217326941,8.27137831951,7.60996527021,6.46927544221,4.95059995742,5.00427322831,5.74907233131,8.72254841141,6.96914501838,8.72254841058,7.52582185338,7.9807140907,8.72254841101,8.72254841101,8.72254841101,8.72254841102,8.72254841102,8.72254841101,8.72254841111,8.72254841111,8.72254841094,8.72254841094,7.10534781406,7.26581697006,8.72254841077,8.72254841127,8.72254841127,8.72254841087,8.72254841087,8.72254841137,7.11755249297,8.68587488887,8.72254841087,8.72254841087,8.72254841087,8.72254841093,8.72254841083,8.72254841083,8.72254841097,8.72254841117,8.72254841117,7.72817004837,8.41924243117,8.14467415447,7.62857375467,8.61362228797,5.83495233902,7.25084911751,8.11373958928,8.61936090651,8.72254841121,8.04865288171,7.84767863621,6.28883804332
