,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,-1.0082397,-0.45034242,-3.0747406,29.020555,-4.79325,-2.7105157,13.313353,13.416114,-4.3885775,14.725071,-0.40908858,23.208477,27.093464,27.207079,56.349346,10.569686,27.712069
t6,-0.87499136,-0.26195866,-3.252692,29.389204,-5.1399345,-2.937324,13.118998,13.497173,-5.1819863,17.355185,-0.33658,23.509163,31.287462,28.569366,61.141327,13.221135,31.96594
t30,-1.2481753,-0.4832809,-4.452951,42.097065,-7.150766,-4.0707784,18.885662,18.65888,-6.954419,22.392647,-0.42673182,33.5193,42.107708,39.949036,84.20115,16.700108,42.601444
t31,-1.0146592,-0.29707238,-3.6914403,34.3004,-5.9488735,-3.3423421,15.148712,15.596037,-5.9698615,19.580349,-0.34933236,27.224915,35.8183,32.96817,70.30607,15.127745,36.739193
t21,-0.90802795,-0.23089938,-3.8706536,34.542927,-6.187965,-3.5660405,15.257732,15.660574,-6.3862534,20.973417,-0.32287762,27.402822,38.242958,34.34753,73.65942,16.780245,39.289284
t32,-0.82293904,-0.12353549,-3.640023,32.663956,-6.041093,-3.5330036,14.046472,14.675859,-6.44657,20.986128,-0.16058668,26.436213,38.535664,33.86745,72.30546,17.605797,39.043133
t171,-1.130967,-0.24305187,-4.2732687,39.394596,-7.132994,-4.254533,16.732996,17.44668,-7.438054,24.539835,-0.1318869,31.781809,45.028786,40.622707,85.42199,19.808695,45.436413
t172,-1.1310107,-0.24307017,-4.273341,39.394737,-7.133105,-4.2545886,16.733423,17.446484,-7.4379916,24.54005,-0.13194145,31.781567,45.029083,40.622692,85.421814,19.808327,45.436028
t39,-0.98905224,-0.28056332,-4.0542216,36.82731,-6.651564,-3.9014127,15.574979,16.410067,-6.9633837,22.460941,-0.18083872,29.469656,41.477585,37.454727,79.29637,18.685875,42.152283
t40,-0.8740868,-0.18350844,-3.8155816,34.078987,-6.2800155,-3.6762753,14.620952,15.250244,-6.64599,21.475182,-0.17407231,27.347794,39.652763,35.026085,74.72641,17.991508,40.06432
t25,-2.3160365,-2.0062363,-3.8744314,37.613667,-5.6240563,-2.7513285,18.292198,15.597387,-4.424665,7.530393,-0.44524407,31.574612,28.148426,27.033342,61.810154,3.2478669,19.290836
t150,-2.6569345,-2.2863274,-4.620305,42.020245,-6.3517027,-3.1972346,21.762274,17.251152,-5.291736,7.402702,-0.5877006,35.723927,33.964508,30.549326,71.382965,3.4922106,21.646605
t151,-2.682033,-2.3034573,-4.659075,42.398937,-6.406916,-3.2334466,21.944084,17.397436,-5.3322864,7.4968123,-0.58686036,36.036007,34.251335,30.893599,72.023796,3.52971,21.87259
t139,-2.6684372,-2.300739,-4.6551256,42.38132,-6.396379,-3.2263322,21.943773,17.432438,-5.3350635,7.4779277,-0.59372544,36.065113,34.20433,30.832335,71.998695,3.5001366,21.879198
t14,-2.5875518,-2.2601361,-4.2589564,43.557804,-6.357097,-3.2037492,20.56554,17.626217,-4.717274,10.602239,-0.5733359,36.7705,31.221148,31.577501,70.482506,3.341048,22.381712
t5,-1.7478746,-1.5597693,-2.8648314,28.855259,-4.172039,-1.9469036,13.30732,12.844116,-3.0038445,6.5339074,-0.49880958,23.993023,19.267727,20.72597,45.719593,2.6652215,14.679456
t2,-1.6335716,-1.4623823,-2.720948,27.594992,-3.909889,-1.8471457,12.64642,12.427036,-2.6813018,6.6364503,-0.5311076,22.639277,17.37202,19.993242,43.042973,2.3852775,14.070767
t169,-2.958852,-2.6026287,-4.0133767,41.301548,-5.326138,-3.445874,15.453436,8.063114,-1.6797491,18.74898,-0.23739035,22.006302,20.439367,23.346544,43.20774,-0.05511892,2.42434
t170,-2.960079,-2.603885,-4.012801,41.308495,-5.328242,-3.4446228,15.447018,8.068616,-1.6817179,18.747078,-0.23642123,22.009537,20.43805,23.346561,43.21464,-0.053759646,2.4319093
t106,-2.9626665,-2.7116482,-4.1372523,41.672558,-5.340496,-3.4701893,15.512221,8.0891075,-1.7099742,18.78661,-0.20866072,21.552198,21.321053,23.255455,43.731483,-0.09807594,2.3418453
t107,-2.9114678,-2.71158,-4.1208215,41.821156,-5.3589664,-3.4654229,15.527357,8.056838,-1.7188009,18.674208,-0.20204842,21.702335,21.186222,23.251326,43.72941,-0.08251073,2.3063066
t53,-2.6091895,-2.4745715,-3.594897,35.371304,-4.5199685,-2.9118454,12.808635,6.07762,-1.1380926,16.899466,-0.2523211,17.19815,16.779736,18.043924,34.15093,-0.17685317,-0.14123254
