"","turnover.rates","eps.values","transition.rates"
"1",0.340990387136117,0.833384695928544,NA
"2",0.775930238422006,0.125355037627742,0.233405742794275
"3",0.999423051020131,0.375851227203384,0.352486449759454
"4",0.0243662891443819,0.666189990704879,0.469800715101883
"5",0.340990387136117,0.833384695928544,0.492284287931398
"6",0.775930238422006,0.125355037627742,NA
"7",0.999423051020131,0.375851227203384,0.232261454919353
"8",0.0243662891443819,0.666189990704879,0.700848968001083
"9",0.340990387136117,0.833384695928544,0.192813630448654
"10",0.775930238422006,0.125355037627742,0.255441122688353
"11",0.999423051020131,0.375851227203384,NA
"12",0.0243662891443819,0.666189990704879,0.184008654672652
"13",0.340990387136117,0.833384695928544,0.400549382669851
"14",0.775930238422006,0.125355037627742,0.295961775118485
"15",0.999423051020131,0.375851227203384,0.522228856105357
"16",0.0243662891443819,0.666189990704879,NA
