"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128"
"t2",-0.0384309168994922,0.00614074092890731,-0.0293450612379627,-0.00281067133898889,-0.0117904017600904,0.0351045306902443,0.0204127969041631,-0.0181713284555897,0.000116247076575622,-7.5999770148457e-05,0.0101415600024341,-0.0304959455523342,0.0318719000763828,0.00744705060359232,0.00230344793163441,0.0284830618278336,-0.0307807657506589,-0.00431117465880765,-0.00569027322667746,0.00481971882099863,-0.0050394540532158,-0.000316165978414156,-0.0162619660918273,0.0609192053069855,0.00916265216004194,0.00398879713130412,0.00042909358918777,0.0126836778733117,0.000151931437716014,0.0181779318244107,0.00831332382584932,-0.115993680424694,0.00258092857701976,-0.00546172045716802,-0.00129159043379167,-0.0145960873428226,-0.0231436920506754,-0.0012472352059913,0.000342817291575623,-0.00543411497520386,-4.02508826279617e-16,0.021559776004691,0.00412896387191315,-0.14970735207691,-0.0409747027514015,0.0208191886866102,0.0364502303579843,0.00467733407810597,-0.0201000534438426,-0.00419158873346865,-0.000563327954453777,-0.0637226061824866,0.00826338052482884,-0.00389809562446815,0.00312997098579552,-0.0188676810173594,0.0167639966179943,-0.0292412873225326,0.0478283611660643,-0.000256488011670778,-0.0527736417631038,0.00413560325284202,0.00794042478301833,7.59898188539024e-05,0.000252657667890068,9.04775903559509e-06,0.00547445110240104,-0.0890084686252369,0.000211006686325104,4.01427662682486e-05,-0.00451547522607845,-0.0446639815114337,-0.00622707482599831,-0.000815834484549426,-0.221530570301164,-6.45670794356468e-14,-0.00979321911143241,0.297964169398356,-7.91499182246034e-15,2.45873930732244e-15,5.09134793571234e-15,-0.00130734635078897,-0.188635118438849,1.22036272721494e-13,-0.00027564523543189,6.99124309259184e-14,0.861235793485882,0.000584109380885842,-4.99160267217255e-15,0.0081786895407039,0.0093592996330265,-7.4057538763131e-15,-0.0254567516995953,-0.000295248683947277,0.00374503304697706,2.11306094022845e-15,1.56109828259836e-15,-2.08249567645616e-15,3.87839916638681e-15,-6.70169669138704e-16,0.0341631740904531,0.00275820397062065,-0.005113310951302,0.00040397887642108,-0.000356410366919777,-1.40452044514688e-05,-7.92472943005324e-17,-8.22944029637695e-17,-9.872846401293e-18,-0.000180383298744472,0.000106565899618361,-7.8815309363093e-16,9.6096954902092e-05,-2.11069069018407e-15,-9.26461519956041e-16,-7.49203894606047e-16,3.71618639860127e-16,-9.36540738832276e-17,2.2257784058684e-06,8.89633155474091e-16,1.68129845809567e-16,8.89413665206187e-16,1.10210307759665e-16,3.31617949140614e-16,2.53560471670107e-14,-6.70724932744371e-15,4.18751597859979e-15,-3.54919688195433e-15
"t5",-0.0667538431594236,0.0116496138830426,-0.0959020447748669,0.00221530422374486,0.00144153311944277,0.0213394217801608,-0.0170027420305016,0.0103095962437168,0.000513003412191914,-5.09214061118209e-06,0.0320006959842906,-0.0113399724343074,0.0261359512914665,0.0108032821932359,0.0105747995735521,0.112557747992811,-0.157201793134376,0.00152534772416813,-0.00153071627939272,0.00366000733368621,-0.0085477388091906,-0.00162585942258764,-0.109927418467072,0.881314439604121,0.181815239234162,-0.0138342125140465,-0.00147858177664117,-0.0343418730239063,-0.000332758826331842,-0.0331174945631066,-0.0165088883399858,0.294164306131905,-0.00331890627036749,0.0950734726311392,-0.00329119909825761,0.0455689623287572,-0.0138107188115328,-1.83561596032437e-05,-1.13087324431754e-05,0.000367677913001465,-1.1093459315389e-16,-0.00504906181454981,-0.0115784888833743,0.0267655134872066,0.00738188662833033,-0.00383189817245044,-0.00671093911852312,-0.000879675824233048,0.00391025524650002,0.0105497921645824,0.00120820906763299,0.0121638133340989,-0.0187340999327945,0.00479727294182013,-0.000414671363579727,0.00285628145649656,-0.00254568498960002,0.00445458618752796,-0.00727789213816247,0.000364014409832524,0.00803147202063952,-0.00389506226647864,-0.00117491615116898,-1.15629075084704e-05,-3.85491170965478e-05,-1.38393373315398e-06,-0.000854905805169336,0.0142832936950649,-3.55720443545475e-05,-6.81765605349697e-06,0.000778026894012092,0.00779709147070886,0.0026000517453557,0.00020923828346089,0.073283286401546,1.94159833091565e-14,0.0028682739359102,-0.0887207191193917,2.95103969954669e-15,4.57211939072198e-16,-1.01122603963243e-15,-4.04003764723977e-05,0.0121356723546414,-7.68081854750024e-15,-7.80328904263574e-06,5.5763545483129e-16,0.0110251747877585,5.50886974396569e-06,-7.91839790150553e-16,5.73265993251051e-05,1.91837299539094e-05,-6.82855164381817e-16,8.74320561507517e-06,2.61589708021072e-07,-6.04436222631142e-06,-3.43481453538463e-16,2.13890229461201e-16,-7.33170701111703e-16,2.24973927463427e-16,2.74770920881012e-16,-0.00018747233282347,-1.67675386387533e-05,-0.000789558755062199,-2.69677311175864e-06,2.40805591553959e-06,9.9791157747005e-08,8.39710916141236e-16,-3.37571030654091e-16,-1.59955095819913e-16,-5.35561382940611e-05,-5.30414396219935e-07,-2.96395225598573e-17,-4.07044758707548e-07,-6.9103293267269e-16,-2.02637045021738e-16,2.52504926637673e-16,-1.38673094644719e-16,-9.84823177166271e-17,-5.66699927901714e-09,6.99907816930098e-16,-3.23140876280149e-16,1.21969892356449e-15,-4.19416842254784e-16,-4.0453933201946e-16,2.53730313844289e-14,-6.26786901961709e-15,5.13468455393359e-15,-3.81820690767398e-15
"t56",-0.0849091182472392,0.0152400817474297,-0.142651442007759,0.00787078036220732,0.031454272822348,-0.218734721744548,0.0748768701567714,-0.0310832988146954,-0.00135207763948105,7.0768480890795e-06,-0.0200680777189643,0.00430789464443425,-0.00478954503259873,-0.00145886333518263,-0.00132089377687737,-0.0125869088382016,0.0172444177482402,-0.00012176382685487,9.47950693394593e-05,-0.000143099900103539,6.24583169457006e-05,-5.24643331713851e-05,-0.00458794737600305,0.0603683606410528,-0.424241240175506,6.22736029878227e-05,6.05705563213045e-06,-0.00034783852594431,-7.54099016683773e-06,-0.00128728500479551,-0.00082449403330769,0.0161760105185257,-0.000194885011780204,0.005811273509743,-0.000204268857160781,0.00284164576375272,-0.000991564087973124,-1.55108098040514e-06,-1.00097511213031e-06,3.42640233143373e-05,-4.04351976635235e-15,-0.000650960589332521,-0.052017827052057,0.00116641469547769,0.000350453626942849,-0.000247603853359917,-0.000437080934521695,-5.76861804063746e-05,0.000256544199346828,0.000692623743750229,0.00263799341919101,0.000720590569186113,-0.00107213000494267,0.000240282287435821,-2.06530702108685e-05,0.000131062186912075,-0.000113535842480184,0.000119702189519236,-0.000118578159733378,5.09363451194768e-06,3.9489548412462e-05,0.000919429275886183,1.11988726049778e-05,4.39953793436282e-07,1.75258552937138e-06,7.26424982051477e-08,9.05871848279426e-05,-0.00242928797721955,1.02635229671752e-05,2.0951105772551e-06,-0.000268355800231462,-0.00296568597780239,-0.00214097700318512,-0.000624612507897967,-0.649965775187912,1.50690327064531e-14,0.0186319662145775,-0.545515024971448,1.99708263238756e-14,-1.32766712657491e-15,-6.84393025661085e-16,-4.36109544142835e-05,0.0140665312247047,-7.81883177184686e-15,-1.01455613573642e-05,2.65277316898271e-15,0.0183427992475595,1.06146932230837e-05,-9.68862828810543e-15,0.00013059501343339,0.000107855586520008,-5.15136992568365e-15,-0.000172476709433671,-2.61433445695648e-06,3.0769600519706e-05,3.47163096394501e-15,-1.17072335156855e-15,9.44936425152129e-16,1.76936335746165e-15,8.59510303122172e-16,0.000160529190451018,1.26438453429507e-05,0.0186295081519665,7.14339793825451e-07,-6.53209404480693e-07,-1.16232811816137e-08,1.15862751856085e-15,-6.94711486970694e-16,5.06787666280931e-16,-0.0109719806173778,2.63334096420985e-07,-2.76474650946468e-15,-1.40436449224811e-08,1.13607172628704e-14,4.19411429726565e-16,-5.91676580520571e-16,8.96663509023207e-16,-3.42797395862357e-16,-3.48890033106392e-10,-1.52166037818446e-15,1.79933270278026e-15,6.09834748494959e-16,2.61255954663328e-15,-2.56849929214929e-15,2.22294571487021e-14,-6.56845583062844e-15,4.73877042381549e-15,-3.65782052321539e-15
"t100",-0.0853443489220895,0.015325883775532,-0.14375392062188,0.00799708843584151,0.0321037854001488,-0.223833883281524,0.0767962136443253,-0.0319366165782227,-0.00139029694581344,7.31603325847736e-06,-0.0209939201022274,0.00455773997775324,-0.00517523852162679,-0.0015915555429343,-0.00144455259301161,-0.0138123658103837,0.0189344442562946,-0.000134945948945315,0.000105761541541398,-0.000161249121795814,7.1527288608487e-05,-6.11358913345997e-05,-0.00536000295041807,0.0708529824581351,-0.502456012698016,7.51636290220795e-05,7.31215779518055e-06,-0.000423487654510116,-9.2891355964683e-06,-0.00162334209013037,-0.00106389153417096,0.0211387793008009,-0.000257302737500557,0.00772642966098328,-0.00027235373280409,0.00379216306248728,-0.00136339996679108,-2.21435263749088e-06,-1.44257833363944e-06,4.9841882952843e-05,3.12974531934263e-16,-0.000979812992511502,-0.0806555255589978,0.00192994510860454,0.000585376533197658,-0.00048014617223655,-0.000869223142414736,-0.000121234608207801,0.000546969134060538,0.0015034265605179,0.00607440267944206,0.00198048102681529,-0.00314585543626084,0.000871506379329113,-7.5525241645285e-05,0.000537738956368794,-0.000484082463502277,0.000949244879512104,-0.00164415191881284,8.32875254076947e-05,0.00193967480947346,-0.0149100627588159,-0.000153886056591767,-2.86427095280035e-06,-9.8516558390463e-06,-3.62591203265541e-07,-0.00025696976447401,0.00484638452725872,-1.43642301919371e-05,-2.81955062440233e-06,0.000336769741199251,0.00351454145359007,0.00172313797169411,0.00034160975004279,0.309740706872092,1.44180613872634e-16,-0.00721657628231787,0.209641121187291,-8.23234413612945e-15,1.6461726506978e-16,2.29346708451089e-16,-4.16607446016795e-06,0.00190952460811036,-1.52410878621279e-15,-1.72077400770657e-06,5.9004196826564e-16,0.00381701150456448,2.35664253099802e-06,-9.78435516161242e-16,3.05252828219664e-05,2.84457618902471e-05,4.53992328365938e-16,-4.88942371514019e-05,-7.50853331591706e-07,9.04729093244895e-06,2.20886012618812e-16,-6.62096000123435e-16,-3.97258094030524e-16,-1.76487270127196e-15,4.78016421359002e-16,5.52717099894535e-05,4.50283763418587e-06,0.00680495299335522,2.68295118328883e-07,-2.47171566353511e-07,-4.92113272418651e-09,1.78196900957147e-15,7.76195773527831e-16,-5.80234843383137e-15,-0.00533532507158126,1.28061497821711e-07,-1.97837108360442e-16,-6.99973051381926e-09,0.707106781186542,1.44309354938613e-13,-3.27281898400757e-14,2.81322192409651e-14,1.76589638004613e-14,-1.81637268713203e-10,-5.38899764692421e-15,4.83033743916559e-16,-2.98459426922666e-16,-1.47046877581791e-14,-1.33646732067038e-15,2.03926742685649e-14,-8.24458870796434e-15,4.3450575813989e-15,-5.21191564747166e-15
"t101",-0.0853443489220894,0.015325883775532,-0.14375392062188,0.00799708843584137,0.0321037854001483,-0.223833883281524,0.0767962136443253,-0.0319366165782229,-0.00139029694581332,7.3160332580433e-06,-0.0209939201022277,0.00455773997775362,-0.00517523852162676,-0.00159155554293438,-0.00144455259301177,-0.0138123658103843,0.018934444256295,-0.000134945948945422,0.000105761541542356,-0.000161249121797643,7.15272886080477e-05,-6.11358913343859e-05,-0.00536000295041878,0.0708529824581356,-0.502456012698015,7.51636290231025e-05,7.31215779535235e-06,-0.000423487654509842,-9.28913559684565e-06,-0.00162334209012961,-0.00106389153417058,0.0211387793008013,-0.000257302737500259,0.00772642966098314,-0.000272353732803462,0.00379216306249039,-0.00136339996679151,-2.21435263742664e-06,-1.44257833370854e-06,4.98418829520768e-05,-1.40694873641441e-15,-0.000979812992510937,-0.0806555255589971,0.00192994510860535,0.000585376533198899,-0.000480146172236866,-0.000869223142414577,-0.000121234608206926,0.000546969134056566,0.00150342656051537,0.0060744026794371,0.00198048102681559,-0.00314585543626317,0.000871506379330955,-7.55252416449457e-05,0.000537738956369368,-0.000484082463499911,0.000949244879511178,-0.00164415191881188,8.32875254035605e-05,0.00193967480947291,-0.0149100627588115,-0.000153886056591964,-2.86427095133889e-06,-9.8516558369867e-06,-3.62591201707389e-07,-0.000256969764473459,0.00484638452725709,-1.43642301893417e-05,-2.81955062471233e-06,0.00033676974119654,0.00351454145358785,0.0017231379716905,0.000341609750036081,0.309740706872075,3.87580318868738e-16,-0.00721657628231402,0.209641121187283,-9.77094287718655e-15,2.23538530680273e-16,4.82998891843116e-16,-4.16607445968431e-06,0.0019095246081132,-2.09698796258308e-15,-1.72077400586163e-06,-9.22231805588715e-16,0.00381701150456034,2.35664253094865e-06,8.57827807275615e-15,3.05252828175535e-05,2.84457618896839e-05,2.49534478513841e-15,-4.88942371589345e-05,-7.50853335309089e-07,9.0472909393802e-06,-3.90775249215308e-15,1.18955988584255e-15,-5.98003971620225e-17,1.3549992730402e-15,-1.22060497966204e-15,5.52717099917193e-05,4.5028376357981e-06,0.00680495299336092,2.68295116369113e-07,-2.47171565578695e-07,-4.92113050416366e-09,-2.10538977432254e-15,-1.07806960104676e-15,4.86223243306162e-15,-0.00533532507169965,1.2806146070308e-07,1.95127158820261e-15,-6.99873749112502e-09,-0.707106781186553,-1.46429941734107e-13,3.2427107427379e-14,-3.04581582092518e-14,-1.75091453817417e-14,-1.8160597219997e-10,7.20371975154057e-15,-2.13758861554555e-15,2.92359156118366e-15,1.20448689156182e-14,2.53010262353533e-15,3.2242101670356e-14,-3.96489284779205e-15,4.56677216739756e-15,-2.50430348214638e-15
"t73",-0.0861546497813481,0.0154862363038748,-0.145847479902178,0.00825324111377741,0.0334722048033025,-0.23482352208913,0.0810170171566179,-0.033843527108475,-0.0014763287364436,7.88241679904269e-06,-0.02347078329752,0.0053199391318647,-0.0067664347668101,-0.00224254726609485,-0.00208166674152042,-0.0206026096661634,0.0284217317118058,-0.000228236171577639,0.000201080206902128,-0.000398982451397711,0.000702971041033832,0.000109876175702563,0.0074726551536413,-0.0652227048111882,0.209477757209125,2.18343194590635e-06,2.31719707108734e-07,-5.68519609842819e-05,-2.17254651001744e-06,-0.000577380026981091,-0.00045177683041616,0.00953582774673412,-0.000120542970945495,0.0036984425875704,-0.000131394319792819,0.0018338547138554,-0.00070061329308547,-1.18639989541211e-06,-7.78169465047233e-07,2.70394958303219e-05,2.27798274269092e-15,-0.0005402457068286,-0.0456531977703931,0.000937073913199096,0.000283683962666219,-0.00013929713180833,-0.000180741784694145,1.64355384736172e-05,-0.000167618023891042,-0.00095508348526972,-0.68967028821617,0.00255758520542694,-0.00365459537588135,0.000872777699008986,-7.53980593119276e-05,0.000518571379703941,-0.000462863092732006,0.000864462232004143,-0.0015147468407121,7.72750017042853e-05,0.00189748122274589,-0.0623103467381275,0.000383044907832129,-1.4107786970698e-06,-5.23785125648413e-06,-2.00421915493421e-07,-0.000149212483389821,0.00270877814487273,-7.3262288969482e-06,-1.41758477727096e-06,0.000164608346425103,0.0016739601165011,0.000626209029992384,6.31667976438427e-05,0.030883602769689,7.9189266878095e-15,0.000403730758733357,-0.0131141418533974,2.95851359532602e-16,-1.16442319658767e-16,-1.21609885171598e-15,-1.98574753407734e-05,0.00709413451945979,-5.43480397576927e-15,-5.58179232270208e-06,-2.86616500665082e-15,0.0111876700077923,6.73381806218304e-06,-1.90452524314231e-16,8.57435693447716e-05,7.79079388624386e-05,-1.97561122300678e-15,-0.00013390227345473,-2.05998716093665e-06,2.49476728954489e-05,-1.29027361303578e-15,-1.19967220926459e-15,-2.41115883757931e-16,3.32734252656325e-15,1.90302375955638e-15,0.000185436243270032,1.89597400441715e-05,0.0631509634639006,-3.89741143220138e-08,-1.60497089284981e-07,-1.42892302888714e-08,1.24209578046449e-14,-1.42255340577189e-14,-7.40395272192607e-15,-0.601799671234133,1.50466767462901e-05,-3.84822412359486e-14,6.00666750303532e-08,5.21377012927103e-14,-4.21795191011996e-14,-9.89017196985729e-15,-1.28531966469011e-14,-4.16581400350662e-15,3.68207793697516e-10,-6.43527337721916e-15,-3.25661246114988e-15,4.78940156937332e-15,2.2910647550772e-15,-2.51923265578272e-15,2.38780005214715e-14,-1.12774533774757e-14,3.13236089759528e-15,-8.26101909952946e-15
"t74",-0.0857397432423852,0.0154044175251669,-0.144794850626651,0.00813189162070466,0.0328454784116361,-0.229889313149181,0.0791548011320493,-0.0330137608247136,-0.00143912568909468,7.64778170414521e-06,-0.0225421199598674,0.00506183289246439,-0.00633095626502621,-0.00208282967719795,-0.00192985292556395,-0.0190512310502011,0.0262700609209297,-0.000209516945902507,0.000183699268356788,-0.000361937816957414,0.000630657666380292,9.74482394743942e-05,0.00661646989520137,-0.0575796543120467,0.183877386222752,1.89458237835377e-06,2.01042957073994e-07,-4.90788464179489e-05,-1.86284147914026e-06,-0.000488644766068692,-0.000377718494189419,0.00792127752021557,-9.96222379173795e-05,0.00304609528648059,-0.000108070666756186,0.00150768198141555,-0.000567990483199065,-9.46123937683901e-07,-6.18121353236994e-07,2.13962467679535e-05,1.90061931204321e-15,-0.00042177247183431,-0.0352504201095302,0.000707673755974162,0.000213589312438878,-0.000100582835876689,-0.000129713373145853,1.16479531856626e-05,-0.000118423902734802,-0.000672236388563521,-0.479764576220484,0.00172714493515097,-0.00244527146435597,0.000569585085726643,-4.91646901364582e-05,0.00033449956030806,-0.000297585996750089,0.000535775633608443,-0.000923057715810813,4.6933029295101e-05,0.00113853459187846,-0.0365325602471047,0.000223903921844742,-8.07434925690627e-07,-2.97963310102927e-06,-1.13386656844799e-07,-8.15175087501113e-05,0.00143534836909934,-3.73496878419275e-06,-7.19257123645594e-07,8.27914054442399e-05,0.000835721601592673,0.000295860423527846,2.80438075197847e-05,0.0133961889553312,4.10805024685778e-15,0.000169036126195242,-0.00548335519724832,1.89235214363106e-15,-2.01762325740676e-15,-2.70354627422243e-15,-4.76306391031735e-06,0.00147028989920059,9.11725917293922e-16,-9.75674612664045e-07,5.32356260957562e-15,0.00146157953233206,7.56204267202551e-07,1.41304783165607e-15,8.20547023172902e-06,3.7030477309553e-06,1.38993796250276e-15,-1.39704840661301e-06,-5.90908023722526e-09,-2.87464147661256e-07,-1.89350255886234e-15,1.3137446408425e-15,2.58031053662942e-15,-3.98981315543906e-15,-2.84251214169089e-15,-2.66400032629533e-05,-3.47935872351373e-06,-0.0137313590293482,1.01086332209583e-08,4.35852585384338e-08,7.54554169434524e-09,-1.90569715872541e-14,1.83837174623914e-14,1.00794532716885e-14,0.79390929367071,-1.98628020928804e-05,5.04956192822848e-14,-9.72993844466062e-08,-6.58169815351399e-14,5.16124821730365e-14,1.25999646380749e-14,1.59033964064578e-14,4.27132767168549e-15,-9.25020260002993e-10,9.92760235010593e-15,3.63264178614934e-15,-4.22946039399785e-15,-3.07767094627119e-15,2.76748525510109e-15,1.92615473093611e-14,-2.13447632410624e-15,5.34727572637104e-15,6.40892491783599e-16
"t122",-0.0866036473855165,0.015575000444544,-0.147001439938879,0.00839184421291982,0.034204315857885,-0.240662510950841,0.0832456269825134,-0.0348453178593244,-0.00152142138807248,8.17446819888573e-06,-0.0246964951708544,0.00568009893662524,-0.00744074945836122,-0.00250191470425931,-0.00233119988749262,-0.0231962451120929,0.0320294763179882,-0.00026111240962235,0.000232644394235463,-0.000469708771718751,0.000852873529765742,0.000138062581212861,0.00944071393277017,-0.0832220491084521,0.272734539330799,2.97415423926219e-06,3.15782307939348e-07,-7.91760101556114e-05,-3.12279238505452e-06,-0.000889800732430523,-0.000752564310074019,0.0166609737397224,-0.000219556743491536,0.00694174376374905,-0.000249718700061153,0.00349922664564978,-0.00155378479913399,-3.37713001834944e-06,-2.39574514529404e-06,9.06914483865948e-05,-7.59792128618032e-15,-0.00276983838729034,-0.464169551717608,-0.00674524505532639,-0.00160484699322994,0.000152820280897766,0.000169336175894748,-1.13292549600019e-05,0.000107357678082005,0.000559788165947826,0.306993416146248,-0.000535156752288446,0.000576434461619492,-4.32482993573304e-05,3.50955569067178e-06,-5.3215851587418e-06,9.22738811631898e-08,7.74638097480965e-05,-0.000182756374419844,9.75142756768162e-06,0.000275019363968156,-0.0109348946076541,6.85798721031577e-05,-2.84390241999855e-07,-1.08635272605173e-06,-4.25797481698674e-08,-3.58180191216291e-05,0.000702055698644197,-2.04008903229541e-06,-3.9768186479703e-07,4.67786719077968e-05,0.000480626439671455,0.000191234098941003,2.02257695664425e-05,0.0100238827418501,1.87195867403721e-15,0.000133343250819341,-0.00433387671069717,3.65288637075615e-16,2.57643133415904e-16,1.69168172985633e-15,-7.06721203887406e-06,0.00252269720983076,-1.2386254249036e-15,-1.97829371596597e-06,-3.24346658388316e-17,0.00393387329158182,2.35766473244416e-06,-3.54799264579511e-15,2.98910747512453e-05,2.67609367801222e-05,-4.30929869398938e-16,-4.53817951377007e-05,-6.96119525468026e-07,8.38200324713889e-06,5.82347252722976e-16,-1.43419439501886e-15,-1.16086386778588e-15,-4.30885728525495e-16,9.06454189411574e-16,5.85118843570403e-05,5.8514088053638e-06,0.0191045606500379,-1.14871701182116e-08,-4.69338874659691e-08,-3.43205896007995e-09,7.90309102312037e-16,2.26461878906035e-15,-3.40790145639414e-15,-0.0345501681692334,8.60751130103363e-07,-1.91350362148148e-15,-9.46716218141812e-10,7.00238609111298e-15,-7.32839714138071e-15,-4.16518202527248e-15,-3.10068925702792e-16,2.17240935815662e-15,-8.75298010159229e-11,1.20132696486588e-15,7.11902432055225e-17,-2.03163606931006e-15,1.91588013093126e-15,-7.5632179950099e-15,0.707106781186577,-3.09172617168861e-14,-1.62184872354486e-14,5.20428736218018e-14
"t123",-0.0866036473855165,0.0155750004445439,-0.147001439938879,0.00839184421292085,0.0342043158578849,-0.240662510950841,0.0832456269825135,-0.0348453178593251,-0.00152142138807255,8.17446819856662e-06,-0.0246964951708541,0.00568009893662511,-0.00744074945836163,-0.00250191470425904,-0.00233119988749309,-0.0231962451120938,0.0320294763179889,-0.000261112409622595,0.000232644394235811,-0.000469708771718494,0.000852873529765636,0.000138062581212908,0.00944071393276995,-0.0832220491084522,0.272734539330801,2.9741542385052e-06,3.15782307475676e-07,-7.91760101553044e-05,-3.12279238601056e-06,-0.00088980073243051,-0.000752564310074048,0.0166609737397236,-0.000219556743492456,0.00694174376374882,-0.000249718700060443,0.00349922664565022,-0.00155378479913373,-3.37713001868636e-06,-2.39574514489571e-06,9.06914483865419e-05,-8.30163165591367e-15,-0.00276983838729006,-0.464169551717613,-0.0067452450553278,-0.00160484699323062,0.000152820280897749,0.000169336175895485,-1.13292549586437e-05,0.000107357678081986,0.000559788165948453,0.306993416146257,-0.000535156752288994,0.000576434461620094,-4.32482993569138e-05,3.50955569128853e-06,-5.32158515807935e-06,9.22738815635856e-08,7.74638097463388e-05,-0.000182756374419006,9.75142756895815e-06,0.000275019363966382,-0.0109348946076562,6.85798721026395e-05,-2.84390241551049e-07,-1.0863527258786e-06,-4.25797457424235e-08,-3.58180191221411e-05,0.000702055698641842,-2.04008903292406e-06,-3.97681865318501e-07,4.67786719061752e-05,0.000480626439668952,0.000191234098938488,2.0225769566464e-05,0.0100238827418512,-1.1518410151227e-15,0.000133343250821445,-0.00433387671069112,1.105160908287e-15,1.51950855397471e-15,8.11764630434169e-16,-7.06721203902694e-06,0.00252269720983581,-1.90038211983857e-15,-1.97829371583225e-06,2.80635321899476e-16,0.00393387329158021,2.35766473491287e-06,1.77813069693492e-15,2.98910747471514e-05,2.67609367794668e-05,-8.13640687338584e-16,-4.53817951443903e-05,-6.96119525238231e-07,8.38200324633808e-06,9.71131331816484e-17,8.3131422653737e-16,1.87442639940597e-15,1.30270529586745e-15,-7.5768068145109e-16,5.85118843543361e-05,5.85140880623845e-06,0.0191045606500336,-1.14871683993344e-08,-4.69338892746758e-08,-3.43205949058484e-09,9.5869607519726e-16,-3.79019217871284e-15,1.23215985008335e-15,-0.0345501681692395,8.60751122017738e-07,-1.38268884544047e-15,-9.46718531821625e-10,-4.82148912114494e-15,2.36954163412523e-15,3.66464741980274e-15,-2.06832772926789e-15,-2.47871239004116e-15,-8.75364516803703e-11,-1.19650938246068e-15,-5.85160821340584e-16,5.72937536753987e-15,-1.23139322616587e-15,6.24361383482598e-15,-0.707106781186518,1.88782324981315e-14,2.50203932055138e-14,-5.9628293110783e-14
"t40",-0.0853466643268722,0.0153266921468275,-0.14378354234687,0.00801003689006122,0.0322007809647232,-0.224742821404032,0.0771889865499118,-0.0321295777974933,-0.00139931642002157,7.38950741157234e-06,-0.0214543989575784,0.0047412815512791,-0.00572800306485636,-0.00185049143683614,-0.00170622789993461,-0.0167255222462941,0.0230346830992577,-0.000179990187024792,0.000155323031154712,-0.000298269271391431,0.000495454008631899,7.19806030229371e-05,0.00483781685798635,-0.0413057439574235,0.126639581248738,1.17801874384297e-06,1.24863177912706e-07,-2.88352882393508e-05,-1.00040752478682e-06,-0.000204593298478722,-0.000103716635626493,0.00142274228696208,-9.21700487379343e-06,8.23571546842636e-05,9.19007512597365e-08,-1.48355687081044e-05,0.000215486164398497,1.08237931294867e-06,8.83738211105358e-07,-3.78780956497639e-05,6.50022796925144e-15,0.00168375594433654,0.366863748561628,0.00857692566868149,0.00217472395369013,-0.000691505178882705,-0.00118030436980205,-0.000152161023601857,0.00068338954134126,0.00190127625616806,0.120521003668256,0.00116647639132314,-0.00168273623476023,0.00029321661750476,-2.48143834243319e-05,0.000116453377744263,-8.64770855681743e-05,-0.000456896012217336,0.00187916263551423,-0.000111727390480072,-0.00485248782035155,0.850011381503765,-0.00851194624692816,-1.30707224710331e-05,-3.70534856054649e-05,-1.18774893842953e-06,-0.000500996247271177,0.00727073591210954,-1.66386379198375e-05,-3.16932681227945e-06,0.000358273330038347,0.00356793904489211,0.00118421145794575,0.00010924691050981,0.0520364929219824,1.02772677763381e-14,0.000657146816956363,-0.0213200345656146,-4.24498147664497e-15,7.7324063162461e-16,-1.96846868204486e-16,-2.53446238086062e-05,0.00879634928019754,-5.35334949544018e-15,-6.74189699018962e-06,-7.18751138195955e-16,0.0130875214446956,7.78295046123973e-06,-8.05077277951437e-16,9.80905471518947e-05,8.68445699118808e-05,-1.16771679378896e-15,-0.000147001053625122,-2.25589091069045e-06,2.7210347128311e-05,-4.4620255732093e-16,-1.89141334171534e-16,9.36003455445035e-16,1.96445797288744e-15,2.97162671054943e-16,0.00021277254764747,2.41745739590094e-05,0.101745275557388,-8.61974350534171e-07,4.29804153523872e-07,-6.24588201110406e-09,1.44242799921579e-16,-4.85528940132654e-16,-2.11605101305722e-16,-0.0263595723849865,6.51710646016143e-07,-2.49483247871574e-15,-7.76076064573378e-09,3.98564988002872e-15,-1.16460188596229e-15,-4.39150473115391e-17,-4.23410886153852e-16,-2.18615786757137e-16,-2.3781832768717e-10,1.74229708625014e-16,-1.01414116881449e-15,8.28821077350577e-16,5.20010125760363e-16,-8.44825775310722e-16,2.39136881970918e-14,-6.73404581985732e-15,3.60939618120296e-15,-2.97061413533777e-15
