"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128"
"t52",-0.0587781214959094,0.0100205265647506,-0.0716798316399467,-0.00256589306243056,-0.0276370263560955,0.184313258194291,0.07836326779903,-0.349757044795953,-0.0417618524047788,0.000247968724305042,-0.0241798945515324,0.0211037924513754,-0.0137553097338313,-0.00299210516380044,-0.00142987549367739,-0.0150476814751949,0.0184578535682894,0.000861578011463588,0.00119206310164271,-0.000950156046265468,0.000873613660740161,5.23375850885735e-05,0.00278273186215049,-0.0127378150815363,-0.00167294572356146,-0.000282832086067998,-3.03863384236187e-05,-0.000825988797143843,-8.30431794082256e-06,-0.00053196274245231,2.80413434147787e-05,-0.00359852152506285,0.00012298345767663,-0.00175390826517428,-5.8080333589978e-06,-0.00167578577313042,-0.00143497353630788,-0.000288025245971068,0.000106516403912291,-0.00233433295616891,-2.02040488763587e-14,0.559252786847723,-0.00507324871776774,0.0463264079252849,0.0118725091359195,-0.00353256851879325,-0.0058915524840408,-0.000693825748624342,0.0029343174260421,0.00139403568270119,0.0001499022442509,0.00741595942088755,-0.00226971335492303,0.00071527866430547,-0.000307417796679175,0.00181783188928975,-0.00159985524680859,0.00252810802639366,-0.00397214272348911,4.59048568238245e-05,0.00423609884033554,-0.000535253295723736,-0.000602375669129498,-5.56603717012832e-06,-1.83181086948987e-05,-6.5006383404662e-07,-0.000373228288512554,0.00583610793706171,-1.32878187878407e-05,-2.51714729419299e-06,0.000281048793348886,0.00276374986692077,0.000475204383254145,4.97696990554325e-05,0.0144407020849871,2.8291225619192e-15,0.000599024119695977,-0.0183126744814595,-3.28470506839897e-15,-0.707106781186548,-4.26492625486826e-15,3.4281435611068e-05,0.00569125655210264,-3.77952269296754e-15,6.63131461748326e-06,-2.84891856522713e-15,-0.0202719483656447,-1.35709807162413e-05,-6.50611692428901e-16,-0.000187952299931443,-0.000214233466839064,8.31709889744261e-16,-0.0180091944098144,3.31733623789273e-06,-6.24524239041911e-05,1.08146646075886e-15,6.0886319295812e-16,3.09704752391392e-16,-1.15361268398698e-15,-1.03389255104079e-15,-0.000570019966388915,-4.43643200600464e-05,2.16371416428749e-05,-6.04728579733141e-06,5.27457852009271e-06,1.64998285436488e-07,-6.93221366814856e-17,-7.28199778308647e-17,-6.57955455377844e-16,-2.85810463476216e-06,-6.87439408910091e-07,1.42150456750294e-15,-5.0763157530579e-07,-2.2814944081812e-16,-5.86270027203329e-16,2.41911092411683e-16,-7.95279025782985e-16,-3.20275351891431e-16,-6.65790861737994e-09,3.05053711688839e-16,-2.12724180803479e-16,1.9543432514198e-15,-6.0069908591165e-16,-3.43292275116106e-16,2.49828517618902e-14,-6.26486625051425e-15,4.17526986245998e-15,-4.30351058571758e-15
"t53",-0.0587781214959094,0.0100205265647505,-0.0716798316399467,-0.00256589306243061,-0.0276370263560955,0.184313258194291,0.0783632677990299,-0.349757044795953,-0.0417618524047788,0.000247968724305028,-0.0241798945515325,0.0211037924513755,-0.0137553097338313,-0.00299210516380056,-0.0014298754936778,-0.0150476814751943,0.0184578535682895,0.000861578011463648,0.00119206310164262,-0.000950156046265384,0.000873613660740302,5.23375850886905e-05,0.0027827318621506,-0.0127378150815366,-0.00167294572356195,-0.000282832086068149,-3.03863384236032e-05,-0.000825988797143721,-8.30431794107257e-06,-0.000531962742451921,2.80413434145463e-05,-0.00359852152506309,0.000122983457677052,-0.00175390826517394,-5.80803335922472e-06,-0.00167578577313041,-0.00143497353630793,-0.000288025245971036,0.00010651640391255,-0.00233433295616889,-1.97322040908931e-14,0.559252786847723,-0.00507324871776746,0.0463264079252853,0.0118725091359192,-0.0035325685187932,-0.00589155248403986,-0.000693825748624413,0.002934317426042,0.00139403568270258,0.000149902244248438,0.00741595942088711,-0.00226971335492207,0.0007152786643057,-0.000307417796679457,0.00181783188929088,-0.00159985524680863,0.0025281080263943,-0.00397214272348865,4.59048568255231e-05,0.00423609884033441,-0.000535253295724439,-0.000602375669130285,-5.56603717016785e-06,-1.83181086943592e-05,-6.50063835513803e-07,-0.000373228288511968,0.00583610793705916,-1.32878187874367e-05,-2.51714729411921e-06,0.000281048793348427,0.00276374986692002,0.00047520438325801,4.97696990505873e-05,0.0144407020849854,5.29329725954314e-15,0.00059902411969842,-0.0183126744814599,3.94562237947214e-15,0.707106781186547,3.75923095776221e-15,3.42814356007532e-05,0.00569125655210787,-3.39487249866084e-15,6.63131461991087e-06,-4.58879686165983e-16,-0.0202719483656478,-1.35709807169781e-05,-1.99583588674772e-16,-0.000187952299932661,-0.000214233466836322,-1.42442479195916e-15,-0.0180091944098049,3.31733623641266e-06,-6.24524239048879e-05,-7.98973787200305e-16,-8.70138691756345e-16,-1.49866129425462e-16,1.40913701945286e-16,1.09018397901363e-15,-0.000570019966391368,-4.43643200598098e-05,2.16371416444401e-05,-6.04728579779396e-06,5.27457852031481e-06,1.64998286254693e-07,-5.40214492339697e-17,1.11591537849333e-16,4.79076102586743e-16,-2.85810463226806e-06,-6.87439407828536e-07,1.4474808917991e-16,-5.076315747014e-07,-1.18861861831586e-16,-9.64597084706952e-17,-1.00556797129963e-16,-2.14921375278475e-16,-2.66615852752809e-17,-6.65790825252039e-09,2.22621779945475e-16,-1.73792516766586e-16,7.16308791462116e-16,6.14500895460294e-16,-5.69584222861485e-16,2.62318526645933e-14,-6.3858517223433e-15,4.6902346803632e-15,-3.57767509214766e-15
"t36",-0.105912498830506,0.0209380214517088,0.144078725960545,0.00485970053288396,0.130657213041476,0.00226951377236555,-0.00358006104882305,0.0012557142126759,-0.000420852150061044,2.04525574326368e-05,-0.00106247635429485,0.00411785013009019,-0.00487935448456889,-0.000122187966743844,-1.85356189686182e-05,-9.33213080025063e-05,4.98096311315308e-05,-0.000227343571931063,-0.000824015890171029,0.247671510329184,0.000987864069639589,3.58761308874664e-05,0.00169869447643571,-0.00465170169259458,-0.000699154378332015,-0.0864629526840938,0.00189734263152236,0.000221156250317576,-2.92598401603928e-06,-0.0018007863306621,-0.00359079482366613,0.000335228830679905,1.45521971562117e-05,0.00106434425180811,0.000123362504591965,0.000307607211110519,-0.000124270496041371,-3.36875697054638e-05,1.1185461580331e-05,-0.000208601064166932,3.92187387569264e-16,0.000975215497863873,0.00028598755040683,-0.0265298346360096,-0.00799053355559752,0.0231334702514313,0.0619188028550528,0.0399422198906995,-0.625218059747999,0.0251404173249282,0.00121514504960563,0.544079852486003,0.0481992166219099,-0.00378772422424759,0.00531949386874683,-0.0236151797508171,0.0197965423681863,-0.379816896418072,-0.0227964519773004,3.03571213144411e-05,0.0082983034097128,-0.000116425124129517,-0.000330253777435781,-1.23632082342389e-06,-3.14364639916632e-06,-8.79545945566541e-08,-7.9585588033768e-06,-3.76794230163924e-05,3.8540076443907e-07,0.176517616878655,1.1928628029022e-06,8.03031140323703e-07,2.00910640643593e-06,0.0123063955747003,0.000202266645132238,-1.00557344703585e-15,1.93838271783046e-05,-0.000363671593039865,-3.32462810635814e-16,3.52144769393565e-16,4.57405031729734e-16,3.84642050460197e-06,0.000474915246663263,-9.41182123461461e-16,0.000419226527441874,1.08954224103248e-16,-0.00221980107960626,-1.49556330801321e-06,-3.03433631150632e-15,0.00664101526658775,-1.92726266123221e-05,-9.1029645082944e-17,6.04824103505065e-05,5.54376377931946e-07,8.04260468395155e-05,-2.26915796509321e-16,2.09210673366205e-16,2.40721620421514e-16,-1.36565507080346e-16,6.13584266455236e-16,-4.19295990335308e-05,0.000114424578801261,1.05735047666306e-05,-3.10486185870502e-07,2.57845324377303e-07,-1.44142321346014e-09,4.93329644180959e-16,1.03142462022949e-16,-1.92859084735744e-17,1.79114822122203e-07,1.76143445236544e-07,2.20110062114356e-16,0.000571889448827122,1.16705523698018e-15,-6.54044536197777e-16,-8.19889201818972e-17,-6.2808920545138e-16,1.91674688295463e-16,6.10688860300638e-09,-5.22721300176315e-17,3.14251638892057e-16,1.24696231268489e-15,-4.86455023412196e-17,6.66831409787703e-16,2.59295885431544e-14,-6.44239507606732e-15,4.48725158720934e-15,-3.77512271672793e-15
"t120",-0.107806492912407,0.0213499371415868,0.147995842844128,0.005141563085108,0.14055859290068,0.00246542489181119,-0.00392256251583063,0.00138517642434858,-0.000465653840342546,2.31063842959031e-05,-0.00125918377205962,0.00511996562619312,-0.00668486771261786,-0.000175612058495212,-2.69765615085619e-05,-0.000138271656863872,7.40316369747633e-05,-0.000355482049039381,-0.0013386927681213,0.427253322636571,0.00189624672576767,7.84552219378397e-05,0.00379313720587578,-0.0107971057467279,-0.00175988688832958,-0.26467672237113,0.00582041191111227,0.000751897667743971,-1.17102933339279e-05,-0.0112388883966222,-0.0504145749791912,0.0155144014915783,-0.000769388548847301,-0.0227807818701571,-0.00212897381353591,-0.00500268203233108,0.000682810719452582,9.99613738704072e-05,-2.9694427490693e-05,0.000501414458761137,3.69517495429594e-16,-0.00173244074649166,-0.000412136921616971,0.0267339997935895,0.00770291817213462,-0.0128215790975965,-0.031814255743767,-0.0175801527818672,0.264876668062629,-0.010166757346764,-0.000424619294436009,-0.128387137588864,-0.00994049792743161,0.00051204048606949,-0.000707505254244704,0.0024922115975007,-0.0019303671552919,0.0056574382056423,-0.000470713705879635,8.37515309051144e-07,0.000438461143497075,-1.18968042194257e-05,-3.59488855100522e-05,-1.95918923503834e-07,-5.47180619934888e-07,-1.66132652439946e-08,-2.45076890993977e-06,-1.86178012196966e-05,5.264263047984e-07,0.304955559553246,4.01466930299054e-06,1.40947947500957e-05,-1.04721158470555e-06,-0.0023559459065091,-2.8356582793695e-05,-1.05646377100898e-15,-1.66345038724563e-06,3.05971073769973e-05,-1.07774700689798e-15,-9.94661063359142e-17,-1.58089224267123e-16,4.76895767319393e-07,6.64455981737972e-05,5.43526902349511e-16,6.43587414078232e-05,-2.41111512269996e-16,-0.00037579446391468,-2.61869716651453e-07,-5.60891198274828e-16,0.00119559657367253,-3.71719864507048e-06,3.31264359883682e-16,1.21881124738904e-05,1.12628612504409e-07,1.6583853293771e-05,-7.46686902104738e-17,-2.62301849293026e-16,-7.5687651458861e-18,7.60671302732017e-16,-1.63588982858008e-16,-9.6130655969528e-06,2.68770200664264e-05,2.53021901576656e-06,-7.58606179648641e-08,6.33557995445443e-08,-3.87202312270204e-10,-6.23865866643439e-16,-6.51161990276883e-16,-9.47432654560894e-16,5.43566167920804e-08,5.34589800244742e-08,4.21813278454573e-16,0.000177651432618105,-4.16856979379191e-15,-8.78231915485279e-16,1.45167959886142e-16,7.0528153432055e-16,1.17799735414643e-16,1.9797114063719e-09,-2.48403637920117e-16,-3.62175919883333e-15,-3.44728861344583e-15,5.8416183562885e-15,-0.707106781186548,1.85742099245894e-14,-7.03945962293915e-16,1.390442195591e-15,1.41500238579866e-15
"t121",-0.107806492912407,0.0213499371415868,0.147995842844128,0.00514156308510797,0.14055859290068,0.00246542489181118,-0.00392256251583066,0.00138517642434857,-0.000465653840342572,2.310638429591e-05,-0.00125918377205972,0.00511996562619328,-0.0066848677126179,-0.000175612058495261,-2.69765615088476e-05,-0.000138271656863933,7.40316369749823e-05,-0.00035548204903932,-0.00133869276812151,0.427253322636571,0.00189624672576766,7.84552219378031e-05,0.00379313720587579,-0.0107971057467277,-0.00175988688832971,-0.26467672237113,0.00582041191111234,0.000751897667743905,-1.17102933340414e-05,-0.0112388883966224,-0.0504145749791916,0.0155144014915784,-0.000769388548847084,-0.0227807818701572,-0.00212897381353605,-0.00500268203233099,0.000682810719452712,9.99613738704887e-05,-2.969442749051e-05,0.000501414458761117,3.14006344198438e-16,-0.00173244074649139,-0.000412136921617169,0.0267339997935895,0.00770291817213476,-0.0128215790975967,-0.0318142557437668,-0.0175801527818673,0.264876668062631,-0.0101667573467633,-0.000424619294435759,-0.128387137588866,-0.00994049792743151,0.000512040486069129,-0.000707505254244508,0.00249221159750132,-0.00193036715529233,0.00565743820564288,-0.000470713705880394,8.37515309468842e-07,0.000438461143497853,-1.18968042187421e-05,-3.59488855098211e-05,-1.95918923451669e-07,-5.47180619660285e-07,-1.66132653676207e-08,-2.45076890998175e-06,-1.86178012196788e-05,5.26426304599583e-07,0.304955559553246,4.01466930295469e-06,1.40947947501187e-05,-1.04721158314724e-06,-0.00235594590650873,-2.83565827968275e-05,-1.64280030588902e-15,-1.66345038737483e-06,3.05971073751364e-05,-1.35530276305414e-15,8.39809012225714e-17,-4.85596198679848e-16,4.76895768241286e-07,6.64455981767926e-05,2.25164709737363e-16,6.4358741407394e-05,5.8002900248602e-16,-0.000375794463915175,-2.61869717210108e-07,-1.56009192043726e-15,0.00119559657367075,-3.71719864657111e-06,-3.42321676375807e-16,1.21881124745479e-05,1.12628612571661e-07,1.6583853294096e-05,6.88609639220152e-16,7.07599851821939e-17,1.91030764054195e-16,1.104102455549e-16,-1.24683116075544e-16,-9.61306559703269e-06,2.68770200673031e-05,2.53021901814011e-06,-7.58606177039641e-08,6.3355799990162e-08,-3.87204309198824e-10,9.04571571401482e-17,5.50300080039161e-16,3.91814833556656e-16,5.43566113656514e-08,5.34589782131475e-08,3.38546551252118e-16,0.000177651432617325,-3.66055934450743e-16,-9.58647239599295e-16,1.80638463069438e-16,-1.59406320127888e-15,-2.82545085110045e-16,1.97970867364752e-09,6.45491566007421e-16,2.71162411695168e-15,5.47858311186619e-15,-6.00095223190262e-15,0.707106781186547,3.23270976421337e-14,-1.13429030385736e-14,7.1995846406923e-15,-9.08477895570103e-15
"t51",-0.106953012901293,0.0211643660582672,0.14623305794708,0.00501526031904328,0.136132243246313,0.00237796351415783,-0.00376983993249114,0.00132750252029685,-0.000445703527803311,2.1927965568766e-05,-0.00117238470643532,0.00468043080415941,-0.00590193353024013,-0.000152566852995551,-2.33403164174248e-05,-0.000118944018422409,6.36200899366019e-05,-0.000300685693701191,-0.00111941553384124,0.351167001186724,0.00151487594325363,6.07557166478598e-05,0.00292379249078573,-0.00825309366274842,-0.00132307618854245,-0.192096428091472,0.00422285562699942,0.000536847871869925,-8.17571030025566e-06,-0.007494531360087,-0.0320976612926126,0.00962290447962,-0.000467062277133789,-0.013625312520967,-0.00126571196273566,-0.00296852810658562,0.000379494604573729,5.09507720624673e-05,-1.4797044659845e-05,0.000244274866056142,-3.32302582152343e-17,-0.000774285491683148,-0.000170124201364898,0.00910857788739131,0.00254582207480522,-0.00229778960596828,-0.00494301041297119,-0.00184293835888605,0.0243788973865659,-0.00077577816884939,-1.10764987622982e-05,0.0141701038017803,0.00154903701944353,-0.000146726639408935,0.000205977416286733,-0.000877336314093822,0.000716173533608333,-0.00339621495371723,0.000338131934256763,-6.21970282976331e-07,-0.000365696574977948,1.21665458564365e-05,3.77007808999918e-05,2.43363692852415e-07,7.1224339390443e-07,2.25473732275192e-08,4.28583290454432e-06,4.01931158335745e-05,-1.47404581975497e-06,-0.88167621938933,-1.23104118279046e-05,-4.54327321514827e-05,4.9500428898966e-06,0.018121070962628,0.000269535183424955,3.33757443829826e-15,2.31245252356806e-05,-0.000432347919571887,3.13405737779434e-15,3.16165823229859e-16,7.8283014531831e-16,3.11180172224272e-06,0.000376698092203709,-1.15173428226658e-15,0.000327493610851943,-3.33451656419413e-16,-0.00170690246612838,-1.14391750240282e-06,-2.7101139344688e-15,0.00505775261398164,-1.45276959357195e-05,-2.84607449369044e-16,4.53097107778599e-05,4.1484053002078e-07,6.00621620936928e-05,-6.3861165079426e-16,-7.68977574930314e-17,-1.79742624277491e-16,-9.53578798428831e-16,7.09329634964913e-17,-3.09066035542626e-05,8.41224840830711e-05,7.75860299319012e-06,-2.27368097402384e-07,1.88719839681209e-07,-1.04761776668964e-09,2.0983170331458e-17,6.62610379289053e-17,2.08774009220264e-16,1.29521180772983e-07,1.27372352731988e-07,5.13356482680075e-16,0.000413419368706505,-8.49883677103486e-16,1.7256399555432e-16,-3.61193170977577e-16,-1.20234412162448e-16,-2.1452958703233e-16,4.41489741037158e-09,3.0086588175291e-16,1.24398929809987e-16,1.51450187531662e-15,-7.3102367102398e-17,-3.46464932391169e-16,2.59536844316643e-14,-6.4387826427613e-15,4.61776103830596e-15,-4.06844497886454e-15
"t114",-0.108065936380725,0.0214078663130291,0.148608435893715,0.0052061491753399,0.143312435946362,0.00252616694750464,-0.00403913895761066,0.00143255251329294,-0.00048258703450046,2.43542924211824e-05,-0.00141175095211319,0.00646411583197342,-0.0251384827495365,0.000373892213109633,3.35401293181911e-05,9.29874748366883e-05,-4.50998723995921e-05,3.56442522625523e-05,-4.78056653950978e-05,0.0531165103530957,0.000265569691694764,3.62701554996475e-06,8.21955895241337e-05,0.000344156798995658,0.000329258590422119,0.32906710029493,-0.00739233222188758,-0.00456204317661754,-2.64557821728777e-05,-0.00273142384123928,0.554132540763845,0.0543725315969489,-0.00170414216593559,-0.0426044306541598,-0.00377662269712859,-0.00873920679254797,0.000865318221194753,0.000104040173639933,-2.98104791674897e-05,0.000487281118258023,2.28522911116931e-16,-0.00152059641556359,-0.000335579663284961,0.0188139397139347,0.0053113485838619,-0.00628280396025626,-0.0145762095708751,-0.00682728026509324,0.0980155662500181,-0.00352882163170886,-0.000114683465400584,-0.00219302859588591,0.000886810882563627,-0.000262400325130471,0.000376453273384916,-0.00210501351385058,0.00186780961555704,-0.0543664452518704,-0.0036667674238048,4.97972992821427e-06,0.00145103800939046,-2.23889338711599e-05,-6.41612433754158e-05,-2.54949381891508e-07,-6.57073998852851e-07,-1.85841693433676e-08,-1.74005258336795e-06,-7.82800035967868e-06,3.10555094669798e-08,0.00361339731701653,-3.09877213094634e-07,-2.19213079591304e-06,9.31188372414999e-07,0.0167508204678682,5.31198063458188e-05,-2.14400974540176e-16,6.5841660917983e-06,-0.000123924839303315,3.51164268987635e-16,-2.21758626537585e-17,3.28309869625723e-16,1.60823090104588e-06,0.000202332132903174,-1.35387606186212e-16,0.00048453786519446,-5.49210752737305e-17,-0.0010035844411134,-7.10761699401327e-07,-4.9669797985823e-15,0.0076757237195981,-8.26143593744265e-06,-9.22233399094146e-16,2.65793362658353e-05,2.44456856046461e-07,3.56694047970059e-05,-5.14125754129074e-16,3.04471946061658e-16,-5.18309902664498e-16,-2.8882176744282e-16,-7.20003182157217e-16,-1.9243231973635e-05,5.28994454130522e-05,4.91575489944555e-06,-1.45263316022805e-07,1.20842913549063e-07,-6.94684660319197e-10,-1.44292419693646e-15,-2.2154724595915e-17,-2.94804393501315e-16,8.99862259009809e-08,8.849592501409e-08,7.03164768067154e-16,0.000663272630861741,1.22421757022491e-15,-1.19443986098204e-15,1.91078505280999e-15,-1.0499597834344e-14,4.78309003314547e-15,3.1414885399711e-09,2.01621020949054e-15,-0.707106781186547,-1.10892631770918e-14,-8.1297064912036e-15,3.07910969341742e-15,2.56448201145583e-14,-6.94678069337482e-15,2.4257112169076e-15,-4.38429672808014e-15
"t115",-0.108065936380725,0.0214078663130291,0.148608435893715,0.00520614917533987,0.143312435946362,0.00252616694750473,-0.00403913895761062,0.00143255251329293,-0.000482587034500457,2.43542924212031e-05,-0.00141175095211318,0.0064641158319735,-0.0251384827495365,0.000373892213109667,3.35401293182645e-05,9.2987474836795e-05,-4.50998723996745e-05,3.56442522625462e-05,-4.78056653951957e-05,0.0531165103530957,0.000265569691694791,3.62701554995206e-06,8.21955895242627e-05,0.000344156798995654,0.000329258590422645,0.32906710029493,-0.00739233222188761,-0.0045620431766178,-2.64557821728263e-05,-0.00273142384123903,0.554132540763844,0.0543725315969489,-0.00170414216593575,-0.0426044306541598,-0.00377662269712863,-0.00873920679254764,0.000865318221194536,0.000104040173639799,-2.98104791674333e-05,0.000487281118258193,-5.2502291991261e-17,-0.0015205964155636,-0.000335579663284208,0.0188139397139341,0.00531134858386182,-0.00628280396025588,-0.0145762095708752,-0.0068272802650932,0.0980155662500188,-0.00352882163170893,-0.00011468346540055,-0.00219302859588656,0.000886810882563617,-0.000262400325129595,0.000376453273384829,-0.00210501351385066,0.00186780961555669,-0.0543664452518706,-0.00366676742380455,4.97972992844912e-06,0.00145103800939085,-2.23889338704183e-05,-6.41612433758724e-05,-2.54949382140771e-07,-6.57073999133216e-07,-1.85841699095125e-08,-1.74005258333472e-06,-7.82800036051881e-06,3.10555090283169e-08,0.0036133973170171,-3.09877212917993e-07,-2.19213079631542e-06,9.31188372923612e-07,0.0167508204678676,5.31198063483996e-05,2.60045896139619e-16,6.58416609208235e-06,-0.000123924839301455,2.06314858743686e-16,3.97627218522021e-16,-1.03015656311988e-16,1.60823090153649e-06,0.000202332132904068,-3.38557823592272e-16,0.000484537865194227,-9.01775453774333e-17,-0.00100358444111398,-7.10761699296633e-07,-3.59307880560856e-15,0.00767572371959672,-8.26143593686612e-06,1.6612455271161e-15,2.657933626579e-05,2.44456855508512e-07,3.56694047949574e-05,3.52368622122135e-16,4.65025314697273e-17,6.57077283019042e-16,1.83973460896893e-16,4.67546453858155e-16,-1.924323197519e-05,5.28994454167465e-05,4.91575489994862e-06,-1.45263317562646e-07,1.20842914212866e-07,-6.9468623794878e-10,1.12328834373017e-15,-2.70880043554798e-16,3.15742334298171e-16,8.9986218765196e-08,8.84959217855867e-08,-1.6940114056381e-16,0.000663272630870689,-1.59297335476143e-15,3.48091465417474e-16,-1.81672639929192e-15,9.64993924639737e-15,-5.1274744245011e-15,3.14149151563827e-09,-1.62481321825163e-15,0.707106781186547,1.33997048530046e-14,8.09855981103224e-15,-3.59437149966753e-15,2.4926644595504e-14,-5.63643357480977e-15,6.45622653804759e-15,-3.49801702790824e-15
"t118",-0.112022357482167,0.0222726235120181,0.157007263022159,0.00586772332646779,0.167876993457292,0.00302907847818117,-0.00494613438302985,0.00178418589123113,-0.000605697099362106,3.22875856732243e-05,-0.00215237401816401,0.0116267886273025,-0.0719817762209671,0.00152719283431025,0.000154437722979266,0.000523637877414464,-0.000264250021838686,0.000624006162194641,0.00161244087603939,-0.316722865895655,-0.000634685972247498,-4.96850449136482e-06,-0.000105370323782728,-0.000394348819985587,-0.000309181109944171,-0.219569876086126,0.00491841665150755,0.00269262961674511,1.39481590761585e-05,0.00321479500792546,0.0148599506241779,-4.64605295299471e-05,-6.29349389973786e-06,-0.0004776017360509,-5.56441204940382e-05,-0.000138829759077382,5.05473619089423e-05,1.1238181556223e-05,-3.5522914246205e-06,6.31647326914381e-05,-2.70807313895878e-16,-0.000249632066552929,-6.37654350390527e-05,0.00445207968438937,0.00128825030461628,-0.00198961104451148,-0.0047616608114226,-0.00236784835011358,0.0344743662069727,-0.0012620997080404,-4.31143953941388e-05,-0.000925108308020549,0.000386853597576494,-0.000124890077157406,0.000179684600516617,-0.00104236902312223,0.000935205298903735,-0.0307728458999025,-0.00219733406684071,3.01821413507634e-06,0.000916918344400089,-1.53531744664815e-05,-4.44814940970122e-05,-1.9123011872114e-07,-5.04575781486219e-07,-1.45838691495685e-08,-1.58223559958294e-06,-8.2467165291998e-06,4.09095359903041e-08,0.00491238174336374,-4.47641856040651e-07,-3.34432701630158e-06,2.46761232783712e-06,0.336526419873387,-0.000684070251038279,-4.20618570828494e-15,-2.36863697472602e-05,0.00043373844814359,3.77628875782966e-16,1.58755358853592e-15,3.35158042526111e-16,-2.69876523678653e-07,-1.83021002604828e-05,8.71344684292892e-16,0.0640736812907517,5.32266631644488e-16,5.35519384573097e-05,2.12294771954805e-08,-5.50606286963966e-16,-0.000129223268632545,-2.26262124412126e-07,-4.97495466982868e-16,1.34720126748549e-06,1.34365346482748e-08,2.23766344413236e-06,-4.1928612638942e-16,-1.04497016580003e-15,-2.71219409545022e-16,2.55866439560101e-16,-6.7006744996453e-16,-2.27271423119517e-06,6.93116819080631e-06,6.93732694673853e-07,-2.21790494532685e-08,1.88369704410748e-08,-1.48124422209732e-10,2.82081999707736e-15,3.94916527537563e-15,6.50655263809476e-15,4.76308710014338e-08,4.69372546363161e-08,-4.3727330947586e-16,0.39064421325332,2.5870081007317e-13,-6.22641198962964e-14,2.70078415934368e-15,2.5362825372287e-15,1.43247525046312e-15,2.03712459737527e-10,5.92769032540016e-15,5.60251682769894e-15,-8.17454019886039e-15,-0.707106781186549,-5.75854877751343e-15,2.63559493834052e-14,-6.19590865668621e-15,3.58067784216303e-15,-6.33538460971214e-15
"t119",-0.112022357482167,0.0222726235120181,0.157007263022159,0.0058677233264678,0.167876993457292,0.00302907847818114,-0.00494613438302984,0.00178418589123108,-0.000605697099362107,3.22875856732413e-05,-0.00215237401816402,0.0116267886273025,-0.071981776220967,0.00152719283431029,0.000154437722979169,0.000523637877414424,-0.00026425002183878,0.000624006162194553,0.00161244087603938,-0.316722865895655,-0.000634685972247521,-4.96850449135653e-06,-0.00010537032378283,-0.000394348819985206,-0.000309181109944465,-0.219569876086127,0.00491841665150744,0.00269262961674523,1.39481590762461e-05,0.00321479500792557,0.0148599506241777,-4.6460529529111e-05,-6.29349389980386e-06,-0.000477601736050617,-5.56441204939607e-05,-0.000138829759076844,5.05473619091525e-05,1.12381815565282e-05,-3.5522914245895e-06,6.31647326915957e-05,-2.23969780044485e-16,-0.000249632066553075,-6.37654350387438e-05,0.00445207968438981,0.00128825030461558,-0.00198961104451147,-0.00476166081142258,-0.00236784835011373,0.0344743662069725,-0.00126209970804031,-4.31143953943051e-05,-0.000925108308020584,0.00038685359757622,-0.000124890077158069,0.000179684600516277,-0.00104236902312223,0.000935205298903499,-0.0307728458999026,-0.00219733406684073,3.01821413584916e-06,0.000916918344400349,-1.53531744671806e-05,-4.4481494097231e-05,-1.91230118516301e-07,-5.04575781465668e-07,-1.45838690839482e-08,-1.58223559962109e-06,-8.24671652905297e-06,4.09095359186965e-08,0.00491238174336419,-4.47641855925004e-07,-3.34432701572598e-06,2.46761232806568e-06,0.336526419873387,-0.000684070251035324,-4.62859087468535e-15,-2.36863697477456e-05,0.000433738448147561,2.24973209897048e-16,4.77330563900488e-16,-2.08264591636269e-17,-2.69876523261717e-07,-1.83021002591449e-05,1.06371465612642e-15,0.0640736812907492,6.13401749485823e-16,5.35519384568458e-05,2.12294767046765e-08,1.08588633907333e-16,-0.000129223268628577,-2.26262124007325e-07,7.47621325640589e-16,1.34720126775813e-06,1.34365347464844e-08,2.23766344292061e-06,2.46772741850549e-15,-1.3650642362761e-16,-1.87337974517227e-16,3.58632845066416e-16,-5.73797938786004e-16,-2.27271423059555e-06,6.93116818969882e-06,6.93732690907337e-07,-2.21790488493908e-08,1.88369702193581e-08,-1.4812374172615e-10,1.92906649321514e-15,2.81802824632254e-15,8.1878816136779e-15,4.76308762667535e-08,4.69372565480562e-08,6.24377457654949e-16,0.390644213253326,2.85915151964294e-13,-6.0025482283324e-14,-8.59403902973082e-16,4.96404765795065e-15,1.58600469718778e-15,2.03707906058683e-10,-5.61933119529772e-15,-1.06067392820721e-14,8.58553645350448e-15,0.707106781186546,5.38531485139106e-15,2.34346750498603e-14,-4.39493894320548e-15,3.08768236591695e-15,-1.40417818460029e-15
