"accepted_species","estimate"
"t95",-0.505194542455329
"t96",-0.505194542455329
"t83",-0.384425533357961
"t136",-0.384425533357961
"t137",-0.384425533357961
"t14",-0.497559339146837
"t22",-0.861000084296732
"t41",-0.866975511616606
"t49",-0.866975511616606
"t50",-0.866975511616606
"t44",-0.868297704276648
"t51",-0.860355802822589
"t52",-0.860355802822589
"t8",-0.708365400038793
