"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121"
"t59",0.10988045862015,-0.0124666751718099,-0.0574116773722038,-0.00527340818614949,0.128804677035108,-0.00214113386227956,-0.000504588437044877,0.128323910974143,-0.000540429516626452,0.00337621438427336,-0.00202670471412226,-0.297265995144023,-0.000235814167061422,-6.45161323451242e-05,-0.0387458475802596,0.000372543686648805,-0.00083699285614919,1.05356904221759e-05,0.000913910510204552,-4.15877977185841e-05,0.015158530135577,-0.00029717730011884,-0.00493424792468106,0.00174115568531798,3.94350409998139e-05,-0.00390031299907965,-0.0310872479196675,-0.00882963199366144,0.000147587961861815,-8.50933510246554e-05,-4.57285685555735e-06,6.12024360220385e-05,-0.000613179621831362,-0.00351772206737052,4.75163457789168e-05,-0.0217431232326837,0.000397930960642434,-3.80838722636934e-05,1.98910763985552e-05,-0.00150963316441837,-1.80635051042619e-05,-0.0137040252890199,9.32042055922626e-06,0.000829804062171138,-0.00754207207554328,0.0769059475907224,6.66597848073849e-16,2.37903173202835e-06,1.09749773715652e-08,0.000160877369543045,-1.62379916539172e-15,8.10369571071592e-15,-2.52405133690107e-07,8.4402198489918e-16,-2.01178816416889e-06,-1.40724894008142e-14,-0.00412730323942964,0.0981811195135617,9.10764753707036e-06,-7.08769214021418e-05,0.000888879198317668,0.0166275777541494,-0.000112976487983021,-0.073024665608254,2.29344973951987e-16,0.00191674186811216,1.90110879912857e-15,-3.74569831083333e-05,-0.910950282815984,3.99756170655298e-07,-0.00150175813834043,-1.24168169267549e-06,-1.72901539113778e-15,-6.63786477852463e-06,3.22027544661499e-07,-2.81536078240942e-07,5.89271193576226e-08,3.81768908989086e-15,3.23181288920253e-06,-1.74700367617426e-07,0.000118211344546765,2.02441846911859e-08,-2.7336996269545e-06,2.72970645625687e-06,5.42417923631704e-07,-2.54815216259717e-15,9.20018272069515e-06,2.5184934521992e-05,3.87407567700577e-17,-3.76251183613931e-05,3.25813504063863e-05,5.57331958984202e-16,-1.61897082833078e-08,-6.83172072109987e-09,-1.5751441616788e-15,8.08298073216389e-15,-1.19192187017066e-05,-9.62308607298233e-07,-8.6138693842707e-16,-1.02352984870561e-08,-8.49150005044003e-06,4.74929770379723e-17,1.22967722541322e-16,9.62286864983874e-16,-0.0137653208981729,-2.28743458456358e-15,1.21310578024878e-16,-1.56233372031293e-16,-9.22682831606328e-16,-2.50131692938115e-16,3.87102341960402e-16,-1.61482772840226e-15,-2.28207035793191e-06,0.00669506165658279,1.12404498147737e-05,1.83585343755189e-17,1.3907212588065e-16,-2.54058488052251e-15,1.03900518847192e-15,-7.81028926647303e-16,1.55810565562907e-13
"t39",0.10923379891511,-0.0123720046258258,-0.0566351950941794,-0.00518608885111994,0.124643124430745,-0.0020673167338172,-0.000480393840968658,0.121543969767984,-0.000503094371947476,0.00313745931730852,-0.00187846145458741,-0.270293293232841,-0.000211432889783155,-5.72736796533321e-05,-0.0342542519926068,0.000321877482690018,-0.000704002749738384,8.75700764305104e-06,0.000725159947087244,-3.2659824006897e-05,0.0110482473268842,-0.000204517239518991,-0.00327906140150385,0.00115120166080647,2.55138386926248e-05,-0.00250318183942465,-0.0177038476079808,-0.00486679259838603,7.3798707321068e-05,-3.24439155883185e-05,-1.67462275721421e-06,1.31415573700087e-05,-0.00013092207501627,-0.000150097199689933,-1.55415223530853e-07,0.00179007468865844,-0.000129546715354735,1.41302578814873e-05,-2.13392767046752e-05,0.0017646725555992,2.57076395230777e-05,0.0196293247526671,-1.82247309649233e-05,-0.00215823766828477,0.0209379556097183,-0.233795604063867,-1.51299701041119e-15,-1.55841509723585e-05,-4.21089310963414e-07,-0.00758315065470751,-5.99348940978157e-15,-3.7492031406237e-15,-2.45620615246996e-06,8.09136433314734e-16,-1.24870996352853e-05,-8.84427584793257e-14,-0.0253311462572149,0.59931078238784,5.55178408737159e-05,-0.000433580447711917,0.00560783003838803,0.123730626238756,-0.000943693213160112,-0.615681311471217,5.83234006709998e-14,0.0206604355495355,-1.86864712899682e-15,2.49516797569041e-05,0.247433423614927,-5.90992564023691e-08,3.52992130315211e-05,-1.16822718194485e-07,1.66531524135154e-15,-2.9967246611297e-06,1.89726947763105e-07,-1.69585346725367e-07,3.88311984260079e-08,5.80605551298158e-16,2.33287212771762e-06,-1.37756699838908e-07,0.000106362622156985,2.01918096296834e-08,-2.82871775644045e-06,2.87619769410937e-06,5.73561134223713e-07,-7.12072320658327e-16,1.0751871881175e-05,2.95440093722636e-05,-4.53103229175432e-16,-4.57976148709798e-05,3.97824772211115e-05,-8.17872338325752e-17,-2.03162896369463e-08,-8.97367271764821e-09,6.19057821750142e-16,-3.84446632546144e-15,-1.61094642810226e-05,-1.31157068551804e-06,8.91077226659286e-17,-1.39870624619015e-08,-1.16929436307178e-05,3.40619600010918e-15,2.84370072152571e-17,4.33627032197996e-16,-0.0041791844864454,-3.20437318898573e-16,4.33045145128739e-16,6.85552137325179e-16,-1.14867916875271e-16,-1.30873088314297e-16,1.067002774145e-16,2.6648710267382e-15,-3.17371489552368e-06,0.00236404568029603,1.58154474279424e-05,4.89623567460326e-16,9.30473539832615e-16,-2.10960120793558e-15,1.57239529218974e-15,-9.93964082995436e-16,1.55289141208023e-13
"t36",0.108522365152245,-0.0122679555019944,-0.0557847315967421,-0.00509061728758842,0.120133524470966,-0.00198742266662962,-0.000454400949477528,0.114279350732227,-0.000463434566502683,0.00288405510534168,-0.00172132190390705,-0.241959108782763,-0.000185982903364897,-4.9746726832017e-05,-0.0295945616293538,0.000269818452244433,-0.000568800835191859,6.95686632663898e-06,0.000537264212762825,-2.38029966231467e-05,0.00706349075406092,-0.000116076889961173,-0.00171298871756034,0.000593695926831551,1.24253418827276e-05,-0.00119204830362941,-0.00545055632445031,-0.00126013160190702,7.7132182768197e-06,1.31113147137719e-05,8.2279315969901e-07,-2.67035534765239e-05,0.000268780073564399,0.00253581902631121,-3.78152936499898e-05,0.0200899965575296,-0.000522125042605894,5.26998842585323e-05,-4.9008672710675e-05,0.00393835203080796,5.4002018541467e-05,0.041156896561548,-3.51982799380483e-05,-0.00391448659806825,0.0374902121637019,-0.411530305214625,-2.07104970302106e-15,-2.45517461539825e-05,-5.94949064348792e-07,-0.0106591843410948,-8.1619633377708e-15,-7.76838648901301e-15,-2.8222323923666e-06,7.17279199256966e-16,-9.35248029608625e-06,-5.84920033312613e-14,-0.0174898820350187,0.384115860491611,2.82312172422139e-05,-0.000196450600601565,0.00122011125576107,-0.0730316054174287,0.0010945507485764,0.743909787057364,-1.74461419542668e-13,-0.055699231065082,7.54578937291213e-16,4.34406921705772e-05,0.0837288196481147,8.56746527599869e-08,-0.000762054886960267,-9.5723465122846e-07,2.54658120732356e-16,-9.85233993063922e-06,5.54176881066091e-07,-4.90534098550803e-07,1.07945108907372e-07,1.36549062859387e-15,6.22515595360883e-06,-3.52926562127104e-07,0.00025552386452089,4.59064152348681e-08,-6.295696561679e-06,6.33199892173771e-06,1.25996341598927e-06,6.59551382164319e-17,2.20767354500738e-05,6.0489063939608e-05,-2.025467979908e-15,-9.1019144967035e-05,7.88521736614454e-05,2.4097650587775e-16,-3.92735239065372e-08,-1.64893393478028e-08,-4.04541138176271e-16,9.29871893115503e-16,-2.8331282098238e-05,-2.26658865936487e-06,1.16986528499678e-16,-2.40149146234491e-08,-1.94624198079277e-05,1.64843286357154e-16,2.52823450008654e-16,-5.97636373091422e-16,-0.00267267318751261,4.10692357077785e-17,-1.35910620938275e-16,1.00961409219333e-16,-9.27848860399133e-16,-2.66907744867086e-16,3.9964698501742e-16,-4.77661807165554e-16,-5.02953257239552e-06,0.00157285036298359,2.49071445291304e-05,1.16630861506026e-15,2.61318357398706e-16,-1.20988782712662e-15,1.16729741173271e-15,-6.92468903820412e-16,1.55097208866679e-13
"t17",0.106233958371121,-0.011929960252653,-0.0529214599350735,-0.00476290582188591,0.102759442655678,-0.00167392522401433,-0.000337912564460689,0.0797531216163725,-0.000218009806010347,0.00125978997697275,-0.000655445763241339,0.145599443090542,0.0057642327362671,-0.000237012469251411,-0.143123784073803,0.000309262583240339,-0.000537778352384377,5.95419740650476e-06,0.00028005588807352,-1.05724328311008e-05,-0.00155047186862826,0.000109463853507027,0.00262399537557314,-0.000967834328572288,-2.59940203340343e-05,0.00272250197466887,0.0421271079756615,0.0143309831469108,-9.95891105083375e-05,0.00023350900596452,1.34202358935758e-05,-0.000329603918263861,0.00331782976607458,0.0390553105821261,-0.000667501208111737,0.508973806176298,0.0160254056558927,-0.00107667623728213,0.000113159566131907,0.000556838559927912,-7.83501237072563e-05,-0.0595774659294353,1.60968505083453e-05,-0.00121002418286286,0.797250883774123,0.120681145861036,-3.56400013966157e-15,-1.29798532504852e-05,-5.51282733141435e-07,-0.0100469786252037,-7.13274063719021e-16,7.19852810501039e-15,-4.28254753478327e-06,-3.07765739437271e-16,3.30804730577588e-05,3.37461884507903e-14,0.0145297870308341,-0.00216469318551347,2.46479951614004e-05,-0.000222514967301153,0.00332608989068241,0.0385806778305692,-2.07794886207294e-05,0.00221351772810361,-4.39938789060126e-14,-0.0169289565905693,-1.91574879704727e-16,3.53837202234464e-05,0.000464694108022733,1.19236493380138e-07,-0.0151736192582747,-8.99166607796974e-07,3.27041695632023e-16,-9.75082675297361e-06,5.55519274110038e-07,-4.92383859721214e-07,1.0900823737165e-07,3.76622674080612e-16,6.33219153505725e-06,-3.62011965943046e-07,0.000266265422358749,4.8612956290355e-08,-6.71278108393394e-06,6.77616966917852e-06,1.34934256364546e-06,-3.77326022456646e-16,2.42339629422775e-05,6.64740375337588e-05,-1.00726236362772e-16,-0.000101225369650323,8.77911171984594e-05,-5.0105697025373e-16,-4.4186667802257e-08,-1.89686225518062e-08,8.18920730824219e-16,1.68960444571835e-16,-3.32456974343314e-05,-2.68111838853229e-06,-5.31638073380162e-17,-2.84912985089933e-08,-2.34098785824902e-05,2.63564989793606e-15,8.99207864650057e-17,-4.93423514603222e-17,-8.06731683088159e-05,1.15598661604144e-16,-5.15409605524089e-17,3.0255910003354e-16,-6.54408302754058e-16,-3.3897836188211e-16,-1.45338117404176e-16,1.07004414346663e-15,-6.18709780421731e-06,5.51082185310047e-05,3.533980604034e-05,6.27538443228541e-16,5.72559418850878e-16,-1.84675135309312e-15,1.5277469001934e-15,-7.7411062104931e-16,1.55420323148656e-13
"t55",0.108618094987238,-0.0122778118702171,-0.0557369512468949,-0.00507706767533059,0.116917010533158,-0.00192242459303638,-0.000412207212729261,0.0995400445494991,-0.000294897761028499,0.00171861259833938,-0.00090564788556079,0.221909972699463,0.00949344307557772,-0.000413817199069781,-0.256278200267797,0.000644409048023604,-0.00138052742181479,1.70095603146159e-05,0.00141029118175664,-6.38740225152935e-05,0.0231224851960105,-0.000459337765111622,-0.00772872475487407,0.00273340561805062,6.25650403646335e-05,-0.00621490586775326,-0.0555073755146401,-0.0170166727217978,9.22587572556362e-05,-0.00014070299224709,-7.72855074012573e-06,0.000128811778584702,-0.00129310939410197,-0.0107420257189141,0.00016861817856223,-0.111583045330108,-0.00227771232168458,0.000140176654654958,3.68475009370137e-05,-0.326064928321295,1.85085963285931e-05,0.0137135223734591,-1.70867015063741e-06,7.94669221201895e-05,-0.0470436754145332,-0.00611738173862785,-1.21598207760028e-15,7.93884710246273e-08,-1.47448170173269e-08,-0.000281854064819123,3.37371071273965e-15,1.32059246464281e-15,-2.6905650024244e-07,-1.83498514994268e-16,2.54848584535949e-06,3.02900418307899e-15,0.00111636585001359,-0.000165447693069982,1.83910404946003e-06,-1.63840545301514e-05,0.000228540408720984,0.00198692718699726,-8.71816994974222e-07,9.12953735016048e-05,-1.86480382182656e-14,-0.000422163950838506,5.59368215666142e-15,-3.36943385888506e-05,-0.00109316144934311,-5.33786434697832e-07,0.844257901758906,-5.0253729050552e-06,-1.30234872646328e-14,-1.22879693253516e-05,5.357015772187e-07,-4.64286987297424e-07,9.38244848560396e-08,6.31481124009291e-15,4.96610976637906e-06,-2.59320180602955e-07,0.000166470630793435,2.73157378149964e-08,-3.63072056531497e-06,3.59675132657573e-06,7.13586514196975e-07,-1.22358217897898e-15,1.15544622874978e-05,3.1570826698665e-05,-1.05102024388813e-16,-4.62878569495574e-05,4.00168524024545e-05,2.38835766216773e-16,-1.95902574069447e-08,-8.0401749088661e-09,5.81480957191929e-17,1.09296559100666e-15,-1.37312630617722e-05,-1.099868469949e-06,1.00432537069563e-16,-1.16646599721957e-08,-9.53238450657797e-06,1.67134809142325e-15,-7.6963161800719e-16,-1.79845437086415e-17,-3.28436350727081e-05,8.7099767358074e-16,-5.04654373691759e-16,-4.81827646217501e-17,-8.29868539949451e-16,-4.2581778102844e-17,5.89047095225811e-16,2.79080197069987e-15,-2.53368394302789e-06,2.26189924499263e-05,1.45134485920607e-05,6.30957440398441e-16,9.10816508419784e-16,-1.79683853261232e-15,1.18957450510558e-15,-7.45360893361376e-16,1.54209578271592e-13
"t76",0.108806228247902,-0.0123052056168903,-0.055957133421694,-0.00510154931737994,0.118000354866601,-0.00194139282010279,-0.00041779224589833,0.10101937878506,-0.000300543502902499,0.00175224275367471,-0.000923938126130613,0.227382996244001,0.00975731227032928,-0.000426210744441166,-0.264179526468644,0.000667328343700162,-0.00143682993765303,1.77408066155528e-05,0.00148231883894912,-6.72440937393348e-05,0.0246011076862297,-0.000492174403948696,-0.00831375024201545,0.0029419270909412,6.74914980147354e-05,-0.00670979592649578,-0.0605828563264529,-0.0186208932322228,0.000101660064793514,-0.00015732079314253,-8.65618488367324e-06,0.000146577206656377,-0.00147162442593024,-0.0124132750338987,0.00019557979140724,-0.130215410682502,-0.0027023303716971,0.000166770475186664,4.53485343439239e-05,-0.402759466483075,2.30648263688547e-05,0.0170944659080811,-2.16225208570966e-06,0.000102035401889085,-0.0606078820684049,-0.00791831551701287,-7.01491544425713e-16,1.06701736651623e-07,-2.08473996320216e-08,-0.000399595849697224,-2.03117158700228e-15,-2.37031454551502e-15,-4.31354837770763e-07,-1.87800461067038e-16,5.24199243258123e-06,4.5977360591091e-15,0.00238356503927938,-0.000364496853925595,4.3997354810775e-06,-4.05424006294677e-05,0.000649432306618978,0.00855237729036663,-4.82437440560554e-06,0.000515510023444444,-1.65979246976822e-15,-0.00419661365169143,-2.70039257692853e-15,2.57661145558701e-05,0.000628008902060091,2.73256086970523e-07,-0.377781250226116,1.93421912791728e-06,6.84774851517321e-15,2.24768121025156e-06,-5.30820591837443e-08,4.21744233899827e-08,-5.15466675552888e-09,-3.84967713859341e-15,-6.98200905631198e-08,-7.93864116080354e-09,1.81050520591553e-05,4.9757995836865e-09,-7.68872667544655e-07,8.17006623209343e-07,1.64293383884189e-07,1.85026456385797e-15,3.79156708736932e-06,1.04928709800348e-05,4.21822040778157e-17,-1.7415169750233e-05,1.52147324099663e-05,6.00523051562164e-16,-8.17147160686909e-09,-3.94887120109118e-09,-0.707106781186548,1.22008107405189e-14,-7.59908959974846e-06,-6.35267536551726e-07,-1.18006799620779e-15,-6.84066293760109e-09,-5.98016291041627e-06,5.32369170251092e-15,-1.72535013968441e-15,-1.82637043301231e-15,-2.12691665691762e-05,4.12064684148733e-16,2.212097081606e-15,3.22899041938141e-16,-1.05334896527514e-15,-3.02102574189832e-16,-1.13286141439244e-15,2.52919105856811e-15,-1.74838781740733e-06,1.57984856362535e-05,1.01647572935876e-05,3.51269061075496e-16,6.63004583104819e-16,-1.78714642154806e-15,1.9663540904268e-15,-8.05095639900408e-16,1.55452988667927e-13
"t77",0.108806228247902,-0.0123052056168903,-0.0559571334216941,-0.00510154931737994,0.118000354866601,-0.00194139282010276,-0.000417792245898433,0.10101937878506,-0.000300543502902493,0.00175224275367469,-0.000923938126130531,0.227382996244001,0.00975731227032952,-0.00042621074444116,-0.264179526468644,0.000667328343700438,-0.00143682993765289,1.77408066156302e-05,0.00148231883894898,-6.72440937388169e-05,0.0246011076862296,-0.000492174403948437,-0.00831375024201542,0.00294192709094125,6.74914980148112e-05,-0.00670979592649593,-0.0605828563264529,-0.0186208932322228,0.000101660064793936,-0.000157320793142334,-8.65618488354547e-06,0.000146577206656675,-0.00147162442593015,-0.0124132750338993,0.000195579791407614,-0.130215410682503,-0.00270233037169697,0.000166770475186831,4.53485343439447e-05,-0.402759466483077,2.30648263687439e-05,0.0170944659080825,-2.16225208581697e-06,0.00010203540188914,-0.0606078820684058,-0.00791831551701257,-7.92786958753972e-16,1.06701736506704e-07,-2.08473993185119e-08,-0.000399595849699875,-1.3338127496596e-15,-3.75115443239255e-15,-4.31354837550608e-07,-2.32311731279708e-16,5.24199243292555e-06,5.55550619235125e-15,0.0023835650392801,-0.000364496853924816,4.39973547936706e-06,-4.05424006297016e-05,0.00064943230661876,0.00855237729036438,-4.82437441280399e-06,0.000515510023444774,-5.87863996334449e-15,-0.00419661365169095,-2.11635074413368e-15,2.57661145574142e-05,0.000628008902057846,2.73256086522823e-07,-0.377781250226117,1.93421912624258e-06,5.44550369634261e-15,2.24768121087467e-06,-5.30820588071821e-08,4.21744229194602e-08,-5.15467185320355e-09,-2.14576030262805e-15,-6.98200907540241e-08,-7.93863999043482e-09,1.81050520559259e-05,4.97579827757099e-09,-7.68872665766218e-07,8.1700662420904e-07,1.64293380544505e-07,-1.12368544690674e-15,3.79156709441719e-06,1.04928709785865e-05,1.55385416398798e-17,-1.74151697552085e-05,1.5214732412496e-05,-1.42330894872904e-15,-8.17147328287934e-09,-3.94893474340496e-09,0.707106781186547,-1.42623958855074e-14,-7.59908959859073e-06,-6.35267531030024e-07,1.55351132339002e-15,-6.84067263165939e-09,-5.98016290772076e-06,-2.48240102326588e-16,2.4930470638467e-15,1.86569556102655e-15,-2.12691665614924e-05,-5.66319356302188e-16,-1.79725582279639e-15,3.63032188196652e-16,-1.02208397321214e-17,-5.68335739320493e-17,1.02177899904041e-15,-3.07049632188571e-15,-1.74838781801709e-06,1.57984856361759e-05,1.01647572935627e-05,1.19833569168882e-15,3.10128866963436e-16,-1.48926878748778e-15,9.31840375781628e-16,-8.89360549223261e-16,1.55687957988856e-13
"t121",0.108904538483921,-0.012319579352346,-0.0560743142077235,-0.00511467253067371,0.118602845086418,-0.00195199458669661,-0.000421011095079119,0.101881378523937,-0.000303953696227689,0.00177262897118991,-0.000935084303473458,0.230846935361658,0.00992883950251044,-0.000434417327431006,-0.269451341354137,0.000683259757886977,-0.00147779428580635,1.82833129640484e-05,0.00153976494957116,-6.99734157044806e-05,0.0259293198764396,-0.000523877341312695,-0.00890232925027731,0.00315294516019746,7.26002180622145e-05,-0.00722758355442694,-0.0665815342735028,-0.020575335699792,0.000114117855511306,-0.000184010096890341,-1.0182643877874e-05,0.000183954414703803,-0.00184795425451338,-0.0171160511555285,0.000277894137230922,-0.196042715698904,-0.00523034373609123,0.000344747887267577,-9.36302837759515e-05,0.529769506462972,-1.14545732152745e-05,-0.00820342838248738,-4.94518545446042e-08,2.38837938856754e-05,-0.0161927115112119,-0.00243139759834973,1.92285680249596e-15,5.18899423931466e-08,-1.20800969036284e-08,-0.000232782792482744,4.59196868502535e-16,1.20342421781822e-15,-2.80241803683946e-07,1.92931291853877e-16,3.49581816619725e-06,3.16906416686342e-15,0.00158799515127503,-0.000242546952104304,2.91529191601136e-06,-2.68083466309435e-05,0.000425409104559992,0.00544378621562091,-3.02639394376514e-06,0.000323043545784289,-5.66744647375875e-15,-0.00256863441212337,-8.57299334427543e-16,7.53135488860001e-06,0.000118725458091836,3.77361826881299e-08,-0.0266567060132839,-3.26077373855041e-08,5.40264838411947e-16,-1.5969435824464e-06,9.7263013076836e-08,-8.66616447776869e-08,1.95947255779492e-08,3.71817806241674e-16,1.16296682668982e-06,-6.79308302525815e-08,5.17401264041653e-05,9.75301399780769e-09,-1.36448671428397e-06,1.3868982361631e-06,2.76558577722835e-07,7.37573341320927e-17,5.20405278451965e-06,1.43053955897651e-05,-1.31090091252711e-16,-2.22954556811147e-05,1.93788556622325e-05,-2.74472984379087e-16,-9.96214643951213e-09,-4.48574167736205e-09,3.79298696738643e-16,-6.04567331083254e-16,-8.24458394385664e-06,-6.78861362886286e-07,-3.26499123536673e-16,-7.27203352001682e-09,-6.21938092252569e-06,2.68097852229271e-15,9.64645512685312e-16,6.96372188007122e-16,-2.19086699942822e-05,-1.17582281826316e-15,-7.08060876714178e-17,5.77135927616603e-16,-1.04420009013969e-15,-1.18067581393686e-15,2.57858357646842e-16,-1.01493245818819e-15,-1.769481565672e-06,1.59396236231369e-05,1.02485374574512e-05,2.22451898990957e-15,-2.27957135872764e-15,-5.4785729985863e-16,-1.54261544487731e-15,-3.18468290352404e-16,-0.707106781186392
"t122",0.108904538483921,-0.012319579352346,-0.0560743142077234,-0.00511467253067371,0.118602845086418,-0.00195199458669663,-0.000421011095079084,0.101881378523937,-0.000303953696227639,0.00177262897118994,-0.000935084303473555,0.230846935361658,0.00992883950251025,-0.000434417327430967,-0.269451341354137,0.000683259757887151,-0.00147779428580657,1.82833129640525e-05,0.00153976494957136,-6.99734157045481e-05,0.0259293198764396,-0.000523877341313125,-0.00890232925027745,0.00315294516019745,7.26002180622287e-05,-0.00722758355442752,-0.066581534273503,-0.0205753356997918,0.000114117855511223,-0.000184010096890117,-1.01826438776822e-05,0.000183954414703919,-0.0018479542545132,-0.0171160511555284,0.000277894137231324,-0.196042715698904,-0.0052303437360911,0.000344747887267672,-9.36302837739877e-05,0.529769506462971,-1.14545732156049e-05,-0.00820342838248709,-4.94518545668439e-08,2.38837938865484e-05,-0.0161927115112112,-0.00243139759834892,2.0476810922308e-15,5.18899425223868e-08,-1.20800964611938e-08,-0.00023278279248066,-2.10406393224516e-16,3.16019229872006e-15,-2.80241803715612e-07,3.60764112697428e-16,3.49581816638086e-06,3.46488959529234e-15,0.00158799515127462,-0.000242546952103795,2.91529191823875e-06,-2.68083466315282e-05,0.000425409104559946,0.00544378621562284,-3.02639394214751e-06,0.000323043545785328,-3.50251157535121e-15,-0.00256863441212264,4.01732154373706e-16,7.53135488884016e-06,0.000118725458092459,3.77361829895784e-08,-0.0266567060132824,-3.26077373940371e-08,3.85425215931415e-16,-1.59694358295235e-06,9.72630124779636e-08,-8.66616447063092e-08,1.95947230964815e-08,-2.57032973541397e-16,1.16296682645176e-06,-6.79308301203046e-08,5.17401264035128e-05,9.75301435433635e-09,-1.36448671378605e-06,1.38689823558757e-06,2.7655857732485e-07,-2.20549430553096e-16,5.20405278406409e-06,1.43053955900319e-05,-1.46416794943019e-16,-2.22954556808802e-05,1.93788556624205e-05,-2.27801987877379e-16,-9.96214690241945e-09,-4.48574242249942e-09,3.58482018010715e-16,1.19260619003034e-15,-8.24458394525285e-06,-6.78861363768065e-07,3.22375572916331e-16,-7.27203487643505e-09,-6.21938092555044e-06,9.2771096135319e-17,-1.38633402969354e-15,-5.85561224621892e-16,-2.19086700025751e-05,2.1617851495162e-15,1.45156291585877e-16,-1.31241504952988e-16,-2.72660429636549e-16,9.64156417820487e-16,-3.92909468562537e-16,1.05285792519026e-15,-1.76948156609663e-06,1.5939623627135e-05,1.02485374593402e-05,-4.83457205635978e-16,3.47977690022754e-15,-2.85317332354665e-15,4.38184100675599e-15,-1.04614814350469e-15,0.707106781186703
"t13",0.105520166716587,-0.0118257867288934,-0.0520774535712974,-0.00466868112065602,0.0985019945183676,-0.0015991693731124,-0.000315511274005516,0.0737819825163563,-0.000194742015263675,0.00112090195481901,-0.000579676274781975,0.122418794388611,0.00462888132144343,-0.000183099492988977,-0.108597026583814,0.000206628730860648,-0.000278616712142924,2.54821944585075e-06,-7.06188457916434e-05,5.99089150018584e-06,-0.00930175453401736,0.000289609681402617,0.0059185566679871,-0.0021464979740542,-5.42778923462387e-05,0.00557997664740332,0.0738217482155983,0.0245475042844393,-0.000162821806756235,0.000360270176323222,2.06100483465043e-05,-0.000491473867954112,0.00494650099905601,0.0574907380294204,-0.000981240735660881,0.747513789883781,0.0236689990560081,-0.00159367588482001,0.00017252899655975,0.0810013091817157,-0.000143123029823027,-0.109092382229132,4.04210757182213e-05,0.00323296931472947,-0.587727933009646,0.00883696329988181,2.97630949941003e-15,-1.25347325256637e-05,-6.03538581534503e-07,-0.0110307855866035,9.44460811104817e-16,-2.69544136050727e-16,-4.94622416591831e-06,3.72753561810841e-16,3.88096260283539e-05,4.03125788581776e-14,0.0170591548360208,-0.00254287107756236,2.89843684323186e-05,-0.000261746923313355,0.00391611938636643,0.0454725075141067,-2.44963359409033e-05,0.00260947881945829,-5.16089464687221e-14,-0.0199598991928097,-3.42051690989302e-16,4.13605053918993e-05,0.000536232849918227,1.34900601482023e-07,-0.00893308567460972,-1.11315933252014e-06,6.18063162215197e-16,-1.16208840494817e-05,6.60217368536806e-07,-5.85061456830648e-07,1.29420966110276e-07,-8.66616285595545e-17,7.51207768370351e-06,-4.29153139654594e-07,0.000315310326876193,5.75168605219826e-08,-7.93961602618959e-06,8.01319961526462e-06,1.59561760267151e-06,-1.90416242338369e-16,2.86246536009374e-05,7.85137356823503e-05,-1.05856476001228e-16,-0.000119492793911013,0.00010362869643191,-1.00169668048049e-16,-5.21311603601816e-08,-2.23519051926384e-08,1.09365762634837e-16,-1.45867189051533e-16,-3.91239810814454e-05,-3.15322997576539e-06,1.16250078068853e-16,-3.350005353488e-08,-2.74898062608669e-05,1.60740209452479e-15,-7.13951525323022e-18,1.10868260010738e-16,-9.46614320638906e-05,7.01474487233626e-16,-8.97950996660544e-17,3.97043254493545e-17,-5.62906774625479e-16,1.48540031877509e-17,-6.23905578670988e-18,6.7634761281664e-16,-7.24591177004265e-06,6.45100183310442e-05,4.13646210201748e-05,1.02735615810033e-15,6.76880928039122e-16,-1.54381163888014e-15,1.3304826450423e-15,-1.03587973514143e-15,1.55400240643105e-13
