"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121"
"t118",0.109442834481762,-0.0123903547446307,-0.0563433239122503,-0.00511820306061712,-0.255215265626857,-0.00286207042359738,-0.000370216276464511,0.0324270929196653,-0.000679353777426155,0.00402187430744337,-0.00223176642322601,-0.00769444822407934,0.00651769129785634,-0.000192844866777679,-0.0041619982233859,0.00150982264208373,-0.00307515549309197,3.95275952923391e-05,0.0043083899990697,-0.000211685318154419,0.224981395432583,0.00661633592555937,0.0407524460509358,-0.013093874575263,-0.000211001228804908,0.0186892012422197,0.015625298600579,-0.00808540539614182,-0.00157219825002211,0.000223914442605389,1.17528163165283e-05,-0.00540590969907726,0.225481974177025,-0.000453688413277005,5.12998410078652e-06,-0.000217428400371112,-0.00141715443038642,-5.68243747386925e-06,1.11425214083249e-07,-1.8326778149808e-06,-5.70920398375363e-08,-2.85483093219476e-05,2.14799558910476e-07,0.000579519831423892,-1.25332348567786e-05,9.0555693297175e-05,7.98333806117301e-17,-3.37964019774749e-07,-1.84023797038782e-08,-0.000256319340831395,-6.51789407236441e-16,1.40695225949507e-15,-3.27624537256911e-07,-9.92300106730322e-16,4.99036991842614e-06,2.3041216515717e-15,0.000842617883701251,-0.00017459343603346,8.96824149585612e-06,-9.95394068184924e-05,0.115908252559819,-0.00563052036335772,1.50267977336153e-06,-0.000398917242697905,3.27398120003317e-15,0.00106263688374439,-2.76472268360433e-19,-1.56903087720896e-06,-6.74040392461731e-07,-1.80242593810975e-08,9.44393876572831e-07,4.90524320744669e-07,7.74486583531207e-15,-0.0148617807258046,0.529188583468219,1.38556383213797e-06,-4.27866628420828e-08,3.21289319483936e-14,-6.96353683938809e-07,2.74476427628029e-09,3.45320432479988e-06,4.18402248036822e-09,-6.25145273589136e-07,6.5310575454596e-07,1.30899123706319e-07,-5.84612607463158e-16,2.78298267752269e-06,7.68419866055187e-06,1.8555053502284e-15,-1.25555354107032e-05,1.09626259204657e-05,-1.70084967636957e-16,-5.90650102451923e-09,-3.17431258595541e-09,4.81670982603586e-16,-2.11985467162024e-15,-0.111120074098461,-6.36681392207733e-08,6.44463453981998e-16,-1.59223493035273e-09,-2.58630640418139e-06,-9.24558737951632e-16,1.20886262645956e-15,-3.23904521247159e-16,-8.07734162438151e-07,-4.5448929630476e-15,-5.2417701790437e-16,6.52743063536955e-16,7.47375348360189e-17,7.80043135501259e-16,-7.18455405142658e-16,-2.7866911003562e-15,-8.9344166723746e-07,7.41894575492927e-07,4.18907328812618e-07,1.52567528105144e-15,2.56550355236473e-15,-3.31766798199072e-15,0.707106781186549,2.99584360492065e-15,1.5234580739849e-13
"t60",0.107603984194304,-0.0121218734500964,-0.0541729287708883,-0.00487704266047682,-0.231854028570817,-0.00258267686218212,-0.000320114690104379,0.0275968051588456,-0.000547461105361042,0.00322283289633323,-0.00177334399525669,-0.00573922269567787,0.00463350692622298,-0.000132372369215002,-0.00281471640943932,0.00093728296378307,-0.00171388771386763,2.09376361589772e-05,0.00182675228751596,-8.48757561855044e-05,0.0536378759644631,0.000777964884028462,0.00185165197801787,-0.000458279620350636,1.93352089060148e-06,-0.000476246069493952,-0.00409676092707897,0.00263024460047543,0.000801740496658267,-0.000223300760102179,-1.25326467246744e-05,0.0102182457936283,-0.427951786148407,0.00148937188210951,-1.94617322513135e-05,0.0010649167997324,0.0183718097729165,9.56022844326738e-05,1.03873243365721e-06,-1.50901784310012e-05,-3.71468646649012e-07,-0.000184493637893658,1.05177367803169e-06,0.00234480240592804,-4.88514784977899e-05,0.000336163868078732,-2.46560161802049e-16,-9.30747215115809e-07,-3.87047526441117e-08,-0.00053255280158403,1.89685131017873e-15,-4.91454395793344e-16,-4.36300663554917e-07,3.64691106061223e-16,3.24167368084272e-06,6.01099791610699e-16,0.000492123338854953,-9.31598304625489e-05,3.75024561597229e-06,-3.75446381467116e-05,0.0278860468591115,-0.000205601854521581,3.8528225434261e-09,-6.50246169396281e-07,-5.86398272042552e-15,3.63537178089604e-05,4.05045040601891e-16,2.14390367670724e-05,1.00812893302726e-05,2.85879168666595e-07,-1.62655445332664e-05,-9.42785345381344e-06,3.06491465773942e-14,0.857217133780856,0.0181953289381095,-8.17339011334237e-06,1.107547351722e-06,-5.36894994939431e-15,4.18252862368322e-05,-1.64723529966355e-06,0.000160372046540141,9.40736196172483e-08,-1.14745453408658e-05,1.0904176741395e-05,2.14588357186532e-06,-1.45790469736031e-16,2.7747785694646e-05,7.5176672480416e-05,2.33396865558517e-16,-0.000101386588267744,8.70253299253361e-05,-1.56479575875983e-15,-3.99748288145519e-08,-1.46541609317356e-08,-4.00786121770703e-16,-2.76551017508059e-15,-0.00900724534264324,-1.74841086673752e-06,7.60895971316255e-16,-1.84014327125536e-08,-1.43761287123723e-05,-1.53271156839705e-15,-1.46239551434799e-17,2.02427081109874e-16,-3.92913948698591e-06,4.4553468986218e-15,-3.80223730617367e-16,2.28954444096949e-16,-9.19141670551579e-16,-5.35375056152017e-16,9.32503326292208e-17,-1.55274085579342e-15,-3.55982065079433e-06,2.85847214721333e-06,1.60203951383675e-06,7.73735943859995e-16,2.38861382468802e-16,-2.09285062025368e-15,1.75146809606466e-15,-4.91541506708969e-16,1.55704088719365e-13
"t87",0.10787786050372,-0.0121616204380203,-0.0544875351922786,-0.00491162088015686,-0.235015505758806,-0.00262018140617708,-0.000326502580491051,0.0282010011551582,-0.000562913963915596,0.00331582152563379,-0.00182615766133923,-0.00594813692036398,0.00482370212730148,-0.000138229546513738,-0.00294294956794245,0.000986586939773713,-0.00181737129179003,2.22708155327745e-05,0.00196515199176122,-9.15209022373431e-05,0.0587386512050288,0.000860789646438519,0.00206055899234255,-0.000510393522966674,2.16057762009727e-06,-0.000532813006047281,-0.00465679855320455,0.00300115962854939,0.000924130623654313,-0.000262934171870328,-1.47940870555028e-05,0.0123443148962508,-0.517082343172695,0.00184015789666168,-2.41766618057776e-05,0.00133471720236429,0.023588233842218,0.00012324477994615,1.40694937042496e-06,-2.05487749162115e-05,-5.12407405188247e-07,-0.000254603440533945,1.48376344870329e-06,0.00337897764583551,-7.07453220009672e-05,0.000490179727682114,-1.87673840711949e-16,-1.43413569377115e-06,-6.42506005843463e-08,-0.000887609408171966,-2.02571993128796e-16,1.23039089857384e-15,-8.73100677203006e-07,9.86426754652466e-17,9.54325562537393e-06,3.49647279531976e-15,0.00153909142365473,-0.000306751608667582,1.41891357604042e-05,-0.000150628115292167,0.144092533187816,-0.00289850675107944,1.91926668130114e-07,-3.9270553919964e-05,-1.20061045388822e-15,-0.000642825100010426,2.3082701264109e-16,-2.01563876654443e-05,-7.85628704460318e-06,-2.07089846838963e-07,1.08454850016875e-05,5.74868893087104e-06,-1.2426397541456e-14,-0.358452537927796,-0.00609647025786312,2.67071854110054e-06,-3.21633840279212e-07,2.81144196239285e-15,-1.03932639165178e-05,3.32848387900384e-07,-1.91205048390251e-05,-3.71336790589621e-09,7.7474104314753e-08,1.13122314494143e-07,2.96544286799804e-08,-3.92954319700467e-16,3.46920966953403e-06,9.76495407810116e-06,-2.89974494875603e-16,-1.83513057730748e-05,1.61577899789963e-05,2.72561911570783e-16,-9.16695083302769e-09,-4.66805308920259e-09,2.11612503426326e-15,-9.95331338479828e-16,-0.00356146743555108,-7.44272887817389e-07,-9.08763945685454e-16,-8.0386646132089e-09,-7.02797630728495e-06,3.31451852004715e-15,-0.707106781186547,3.00718787269108e-14,-2.02301665247594e-06,-1.89312474560713e-14,1.91563727298074e-16,-7.46549696178437e-16,3.87009788841197e-16,4.93680946139001e-16,3.8075023398799e-16,-1.35352224692636e-15,-2.02937665897703e-06,1.66106300297874e-06,9.34963052407936e-07,-3.5156351489976e-16,1.1241643572422e-15,-8.90315929345397e-16,1.49969615348985e-15,-1.32818194307485e-15,1.54009096353802e-13
"t88",0.10787786050372,-0.0121616204380203,-0.0544875351922786,-0.00491162088015689,-0.235015505758806,-0.00262018140617706,-0.000326502580491069,0.0282010011551582,-0.000562913963915559,0.00331582152563389,-0.00182615766133922,-0.00594813692036383,0.00482370212730142,-0.00013822954651378,-0.00294294956794255,0.000986586939773814,-0.00181737129179024,2.22708155327871e-05,0.00196515199176139,-9.15209022372998e-05,0.0587386512050286,0.000860789646438558,0.00206055899234244,-0.000510393522966625,2.16057762002715e-06,-0.000532813006047165,-0.00465679855320479,0.00300115962854946,0.000924130623654389,-0.000262934171871157,-1.47940870554952e-05,0.0123443148962509,-0.517082343172695,0.00184015789666183,-2.41766618069086e-05,0.00133471720236413,0.0235882338422174,0.000123244779946041,1.40694936978658e-06,-2.05487749158612e-05,-5.12407405252532e-07,-0.000254603440533755,1.48376344868821e-06,0.00337897764583597,-7.07453220011836e-05,0.000490179727682413,2.14782005714609e-16,-1.43413569348559e-06,-6.42506004773882e-08,-0.000887609408170262,-9.05135000899402e-16,1.32059651932464e-15,-8.73100677522411e-07,-6.29941184408796e-16,9.54325562526195e-06,3.49647279552788e-15,0.00153909142365441,-0.000306751608668004,1.41891357595195e-05,-0.000150628115292563,0.144092533187814,-0.00289850675107873,1.91926667810274e-07,-3.92705539198631e-05,1.10840493954544e-16,-0.000642825100012299,-8.12229563733801e-16,-2.01563876658739e-05,-7.85628704449377e-06,-2.07089846892393e-07,1.08454850028243e-05,5.74868893164614e-06,-1.25547044164554e-14,-0.358452537927796,-0.00609647025786423,2.67071854121904e-06,-3.21633838928377e-07,2.16245077617765e-15,-1.03932639156441e-05,3.32848388561318e-07,-1.91205048400651e-05,-3.71336769628171e-09,7.74741039123649e-08,1.13122313317868e-07,2.96544291144296e-08,2.21668486518283e-17,3.46920967026604e-06,9.7649540792335e-06,-2.27545097402772e-16,-1.83513057734804e-05,1.61577899801569e-05,3.14225048565138e-16,-9.16695046950213e-09,-4.66805363675941e-09,-1.70373605983947e-15,2.50881008299339e-15,-0.00356146743554531,-7.44272889171201e-07,5.57167995443071e-16,-8.03867347043931e-09,-7.02797630489524e-06,4.10555242509258e-15,0.707106781186548,-3.00942613278305e-14,-2.02301665531134e-06,1.68179339368588e-14,6.30125392592268e-17,1.17670897453198e-15,-1.47051169156878e-15,-5.40593348698322e-16,-4.08668696138105e-16,4.50984310187567e-15,-2.02937665753543e-06,1.6610629963626e-06,9.34963052966956e-07,2.18980637704616e-15,-1.6993861557101e-16,-2.10198869937343e-15,1.0004979736074e-15,-4.82247726696386e-16,1.56385667515734e-13
"t68",0.0101510440724146,0.00390809382175419,0.179470500875101,0.0397932912177447,6.05242840978432e-05,0.261321394449717,-0.0101275557410699,0.00570731911052699,-0.0182578941840292,0.289956193611411,0.0707114925436065,-0.000140542868883403,0.0200242565239844,0.00011195280285037,-2.30795377654161e-05,0.0016506229271163,-0.049886264029923,-1.6753828818408e-05,0.00123889012156185,-5.7744648192709e-05,0.00483097442616728,-0.00156045810753955,-0.0231789643026935,0.00801363944996765,-0.00138922893574037,0.0164501848613838,-0.00046124648648585,0.0022601744826806,-0.000324473815791046,0.00494955759889414,0.335635843644325,2.17402969807445e-05,2.29949059127068e-07,-1.62164411059448e-05,6.23128593505765e-05,-5.49020796718215e-05,4.26097025100063e-05,-0.00421342082464355,3.10450485236967e-05,-5.23120720883703e-06,-2.39340923873116e-06,-4.53615251270497e-05,1.15048609769189e-05,6.7827827874456e-06,-9.73930950965931e-06,5.90594077526174e-05,4.31365636427529e-17,-6.54077262512951e-06,-1.48537585979453e-07,-7.4979546412783e-05,-5.23658359439412e-16,-4.397870432222e-15,-2.02544412004482e-06,-2.32117427041994e-16,9.04348570224747e-06,-1.0946727047266e-16,5.88073705174703e-05,-1.06848651597599e-05,7.17827800447159e-06,-0.000782967444761765,4.15411428308473e-05,0.000400589643573789,2.10952047350191e-06,4.27326442410405e-05,-3.36619938919544e-15,-0.000172505092236341,1.59213039821394e-16,-0.000126168940721581,-7.82546601659529e-08,-1.37556383655928e-07,4.75684146073055e-08,2.49947726738302e-06,-1.87346277939394e-15,8.04697754341133e-07,-4.68477006287531e-08,2.8290973271447e-06,-6.70954886501789e-07,-3.54691953253355e-16,-0.000130907369697347,2.93449017626992e-06,-1.30267962306838e-05,-1.65595208391544e-06,0.00067104418436672,-0.826652635816686,0.000680170934619105,1.01871206973633e-14,0.000442042831602524,0.00119166294296573,5.73629800978458e-15,-0.00835008384677954,0.0117974093328519,1.32524919090352e-15,-1.32475510234542e-07,-7.49003002691212e-08,4.16293294657899e-16,4.82862406804763e-15,-2.70572692635768e-06,-2.62647186051124e-05,-4.89504237321037e-16,-9.08037793818847e-08,-0.000203601462718982,3.77270856800367e-15,-8.00244164979342e-16,-6.4529116554535e-17,-4.76188175023932e-07,-4.57075370099172e-16,-7.98338591038114e-16,2.92700444612013e-16,-1.04653973653662e-15,-1.97385680169396e-16,7.15505927624175e-16,1.21305952276846e-15,-4.71030384751043e-05,3.51193135348027e-07,1.96949273616471e-07,7.25342586338672e-16,8.80226871060394e-16,-1.2909337943485e-15,1.1942067530763e-15,-4.71158710094214e-16,1.55011207619173e-13
"t80",0.0101652785776999,0.00391515052938357,0.180043537750898,0.0399482821599584,6.09757802366505e-05,0.263396281752121,-0.0102376775629055,0.00577532367945988,-0.0185372555959067,0.294489490061463,0.0718519534409301,-0.000143301953597278,0.0204662656219265,0.000114611372705725,-2.36433856775645e-05,0.00169698212005335,-0.0514868075697477,-1.73195397282521e-05,0.00128829859902844,-6.01208195767094e-05,0.00506999389764023,-0.00164630558092185,-0.0245251858169994,0.0084825074680282,-0.00147298157558305,0.0174524779307294,-0.000493250947578861,0.00242154440563294,-0.000349382285489994,0.0053850376135312,0.365607208029015,2.39440037938626e-05,2.5327827981155e-07,-1.8048829412272e-05,6.95284826056838e-05,-6.15100189478035e-05,4.82622835888103e-05,-0.0047810206416408,3.59980660571153e-05,-6.07966875003709e-06,-2.79687611977984e-06,-5.30180781037306e-05,1.35711258157964e-05,8.07115970217464e-06,-1.16125030403645e-05,7.06143488735703e-05,3.30015041560984e-16,-7.99218586291583e-06,-1.86609537253851e-07,-9.43343391096553e-05,3.21172958476155e-16,2.91593086898356e-15,-2.70833650568244e-06,1.1538061411776e-17,1.33744104915761e-05,3.31952071623866e-16,8.80982332076634e-05,-1.61747158086533e-05,1.11508954023167e-05,-0.00122845279814377,6.76549234830943e-05,0.000710099019933095,3.87770900735931e-06,7.87505316890055e-05,-7.91546100862059e-17,-0.000335411491233906,-4.63933308647669e-16,-0.000694723472609401,-6.47537760168503e-07,-1.44713755255695e-06,7.3987551933985e-07,8.52665789291633e-05,1.14239275732924e-15,-5.79718791642447e-06,1.85731359037706e-07,-1.06480906686494e-05,2.03016680180037e-06,3.58930293340705e-16,0.000312037341923867,-5.41164666266819e-06,1.50980999163485e-05,1.16316638181093e-06,-0.000370850290621953,0.397634801739173,-0.000317720908025029,-5.48083309109334e-15,-4.09830110629628e-05,-9.42053583811708e-05,-3.0182822254083e-15,-0.00044809837736046,0.000765407576924388,1.33371007188727e-15,-2.16561627732605e-08,-2.50765268914581e-08,-1.58240267452833e-15,-6.57272361003532e-15,-1.23628177306619e-06,-1.31282732546994e-05,0.707106781186548,-4.67656293010096e-08,-0.000118390756805409,-3.76285358812997e-15,-7.03749158171061e-16,1.91733437391844e-15,-2.91581687846997e-07,1.7660566301669e-15,5.38586877179792e-16,-3.24858369843999e-16,-4.12531311996794e-16,1.04467593746127e-15,-1.91233064064675e-15,-1.39431188173211e-15,-3.1705418605087e-05,2.40407720318019e-07,1.3532692149515e-07,1.36174827776632e-15,2.66554204268887e-16,-1.66805942502904e-15,9.82579905632241e-16,-1.08695707994886e-15,1.5508182110763e-13
"t81",0.0101652785776999,0.00391515052938358,0.180043537750898,0.0399482821599584,6.09757802366359e-05,0.263396281752121,-0.0102376775629055,0.00577532367945998,-0.0185372555959068,0.294489490061463,0.0718519534409302,-0.000143301953597271,0.0204662656219266,0.000114611372705585,-2.36433856775547e-05,0.00169698212005312,-0.0514868075697476,-1.73195397282478e-05,0.00128829859902816,-6.01208195766745e-05,0.00506999389764046,-0.00164630558092178,-0.0245251858169993,0.00848250746802814,-0.00147298157558304,0.017452477930729,-0.000493250947578683,0.00242154440563306,-0.000349382285489977,0.0053850376135312,0.365607208029015,2.39440037937792e-05,2.53278279826679e-07,-1.8048829412167e-05,6.95284826047542e-05,-6.15100189478688e-05,4.8262283589087e-05,-0.00478102064164115,3.59980660558541e-05,-6.07966875023281e-06,-2.796876119741e-06,-5.3018078103322e-05,1.35711258158854e-05,8.07115970210388e-06,-1.16125030405007e-05,7.06143488736349e-05,-5.85630170638352e-17,-7.99218586303406e-06,-1.8660953747572e-07,-9.43343391099124e-05,9.91283535511218e-17,2.05550802489907e-15,-2.70833650622223e-06,6.22160725374849e-16,1.3374410492169e-05,5.67874467429785e-16,8.8098233207235e-05,-1.61747158088742e-05,1.11508954017442e-05,-0.00122845279814301,6.76549234825306e-05,0.000710099019933666,3.87770900303807e-06,7.8750531689378e-05,1.24964357247855e-15,-0.000335411491232543,1.9420348756814e-16,-0.000694723472609589,-6.47537758516865e-07,-1.44713755261343e-06,7.39875519135619e-07,8.52665789306329e-05,1.06779051661213e-15,-5.79718791541663e-06,1.85731357887135e-07,-1.06480906692214e-05,2.03016680509477e-06,1.00709473010721e-16,0.000312037341923312,-5.41164666337575e-06,1.50980999159666e-05,1.16316638143977e-06,-0.000370850290622957,0.397634801739173,-0.000317720908024121,-4.81487824420752e-15,-4.09830110614562e-05,-9.42053583779756e-05,-3.18063196786423e-15,-0.000448098377360205,0.000765407576928218,-3.11245455126841e-15,-2.16561629230078e-08,-2.5076528942465e-08,9.84988069943428e-16,2.27783556439795e-15,-1.23628178196291e-06,-1.31282711601142e-05,-0.707106781186547,-4.6765681592749e-08,-0.000118390756784523,6.1493563536015e-15,1.36404122424471e-15,-1.89436847178864e-15,-2.91581690284008e-07,1.97866607883864e-16,1.64331022906954e-16,7.57127542218677e-16,-3.31855142573931e-16,-1.18045399565842e-15,9.22471431220521e-16,1.9918683433722e-15,-3.17054186031159e-05,2.40407729508533e-07,1.35326921809382e-07,3.76425341039605e-16,6.06562144358611e-16,-2.04881190119523e-15,1.95392672819252e-15,-6.51587899265164e-16,1.55741016049237e-13
"t104",0.0101135801409297,0.0038894193926371,0.177925097964562,0.0393712534471285,5.92322423559432e-05,0.255343251522709,-0.00979665863867938,0.00549985736706616,-0.0173618422747558,0.275342549468443,0.0670075790614566,-0.000131087063784157,0.0184499648782339,0.000102225665120788,-2.09934882387656e-05,0.00146836747756868,-0.0431430859837302,-1.42977243763315e-05,0.000998327148046946,-4.58833627587886e-05,0.00340891403062765,-0.000978446370968521,-0.0133089636877905,0.00453682292035062,-0.000737547255568712,0.00851099245629182,-0.000131569919085131,0.000474092337496555,1.79568616015221e-05,-0.00663997911728059,-0.556513164298283,0.00130780857554114,1.21012784341265e-05,-7.05488845369426e-05,0.0002376258212851,-0.00017947270566839,0.000110054925700767,-0.0106075203428954,6.51702288470002e-05,-1.08580044053787e-05,-4.8517486981623e-06,-9.18874511800403e-05,2.25962341005879e-05,1.3031743353361e-05,-1.86324019522517e-05,0.000112366369124444,-1.5028451313313e-16,-1.20709480323582e-05,-2.69151529735232e-07,-0.000135789850339906,-2.60503136974917e-16,1.24630976915774e-15,-3.66090760026594e-06,3.62134126819911e-16,1.70006785219066e-05,2.61374194256015e-16,0.000111308316705793,-2.03399996041537e-05,1.38689391651363e-05,-0.00152175872499151,8.26316439633926e-05,0.000843412847249448,4.55703767615469e-06,9.2480297236327e-05,-1.52475107567748e-15,-0.000388223048483509,1.57528341732713e-16,-0.000687417987631305,-6.22687142414697e-07,-1.3746677403013e-06,6.92563275386086e-07,7.84781321120989e-05,6.1290046703053e-17,-4.90584271648767e-06,1.48031514640653e-07,-8.42488740901756e-06,1.54966771364171e-06,-2.31462464656184e-17,0.000226286154340236,-3.64158031473458e-06,8.11505299924348e-06,3.52131090020832e-07,-5.27011244480431e-05,0.0119994597928155,-1.43074919776084e-06,-7.63188141511755e-16,0.000146102527949065,0.000408223476704115,-3.26076366935912e-16,-0.00383417638313389,0.00553284143331104,-3.19995747082973e-16,-7.35035865102314e-08,-5.25680059446321e-08,-1.01808170056583e-15,-1.20430415989703e-15,-2.17503573351489e-06,-2.20330746862264e-05,1.64019870544216e-15,-7.72854112715049e-08,-0.000183992103612856,2.78722581845671e-15,4.41235290203024e-16,-1.0079408088933e-15,-4.415990116685e-07,8.3297993638418e-15,1.89388998737841e-15,-9.0070374904864e-15,6.21920743053382e-16,-6.13296058841874e-15,0.707106781186548,1.22565258613649e-14,-4.57936646119588e-05,3.44275663806739e-07,1.93425033734898e-07,4.22678481600432e-16,4.09028423257609e-16,-1.32469630662833e-15,1.92263229513443e-15,-7.34853896079902e-16,1.55713579844551e-13
"t105",0.0101135801409297,0.00388941939263711,0.177925097964562,0.0393712534471285,5.92322423559369e-05,0.255343251522709,-0.00979665863867927,0.00549985736706622,-0.0173618422747557,0.275342549468443,0.0670075790614565,-0.000131087063784085,0.0184499648782339,0.000102225665120795,-2.09934882386457e-05,0.00146836747756874,-0.0431430859837301,-1.42977243763538e-05,0.000998327148046826,-4.5883362758837e-05,0.00340891403062764,-0.000978446370968512,-0.0133089636877905,0.00453682292035062,-0.000737547255568671,0.00851099245629172,-0.000131569919085167,0.000474092337496731,1.79568616016434e-05,-0.00663997911728075,-0.556513164298283,0.0013078085755413,1.21012784341843e-05,-7.05488845370069e-05,0.00023762582128482,-0.000179472705668502,0.000110054925700633,-0.0106075203428954,6.51702288471806e-05,-1.08580044060817e-05,-4.85174869806209e-06,-9.18874511799662e-05,2.25962341004065e-05,1.30317433541286e-05,-1.86324019528007e-05,0.000112366369124247,-2.49163751268469e-16,-1.20709480325497e-05,-2.6915152977192e-07,-0.000135789850339973,-3.29892076013989e-16,5.73237060478738e-16,-3.66090760032511e-06,-6.92577745783892e-16,1.70006785219316e-05,6.18809920853358e-17,0.000111308316705565,-2.03399996037582e-05,1.38689391654633e-05,-0.00152175872499202,8.26316439634478e-05,0.00084341284725045,4.55703767681857e-06,9.24802972369158e-05,-6.45246273374969e-16,-0.000388223048481838,-9.79824332768919e-18,-0.000687417987631434,-6.22687142463656e-07,-1.37466774062908e-06,6.92563276308056e-07,7.84781321131469e-05,3.80616034933376e-16,-4.90584271595232e-06,1.48031514071453e-07,-8.42488740878486e-06,1.54966771562937e-06,1.3588840409571e-18,0.000226286154339081,-3.64158031425124e-06,8.11505299921336e-06,3.52131090725653e-07,-5.27011244494654e-05,0.0119994597928142,-1.43074919747572e-06,1.53653441948281e-16,0.000146102527950153,0.000408223476705843,-4.08838125874619e-17,-0.00383417638313618,0.00553284143331111,2.74285025611318e-17,-7.35035865896407e-08,-5.25680061466789e-08,1.07052536449602e-15,9.76243249405741e-16,-2.17503573145634e-06,-2.20330746886315e-05,-1.24638114713379e-15,-7.72854089538737e-08,-0.000183992103608614,1.26066915959712e-15,-4.88576539085696e-16,1.3200407514607e-15,-4.41599029100275e-07,-7.58802325172138e-15,-1.86368743171362e-15,9.23392700097345e-15,-1.94615793730383e-15,5.50904161430354e-15,-0.707106781186547,-1.1058157655764e-14,-4.57936646292592e-05,3.44275674745613e-07,1.93425033470392e-07,1.31085689563826e-15,7.61172703480333e-16,-2.12863853954345e-15,8.85379889002173e-16,-8.95476105257387e-16,1.55082140456466e-13
"t29",0.00954676316754493,0.00360427858698384,0.153525821177772,0.0325859159935798,3.60776411636012e-05,0.146345666459524,-0.00295499961961793,0.000961033678536675,0.00850687498302237,-0.164827263559494,-0.0529827541749454,-0.000961579708357967,0.00413528094879955,-7.06800283011329e-05,2.18671555464984e-05,-0.00532453970772142,0.593754230778723,0.000591756201621262,0.0126859532274683,-0.000502511453481141,0.0259440428143655,-0.00792670650762322,-0.128346208116677,0.0455396431622607,-0.00949471641240423,0.12685198469706,-0.000329193423039085,0.00238554384362707,-0.000403241471572133,0.00141446492494452,0.00393110818442386,0.00118487544291168,1.10065858602497e-05,-8.67496493397134e-05,0.000305070900853597,-0.000245550807702738,0.000211965368604642,-0.0282627090762414,8.14473085682444e-05,-1.36768951675736e-05,-6.18012229148722e-06,-0.000117073008220195,2.88977068041424e-05,1.65552369200019e-05,-2.36097536792276e-05,0.000141801372510588,7.88419427295733e-17,-1.44758253354577e-05,-2.8848840563106e-07,-0.000144452697540541,-2.35078824773779e-15,-3.47299036967802e-15,-2.05734481902158e-06,-1.16946537701006e-16,-4.5404932947619e-05,-6.01485064845967e-16,-0.000455745584585934,0.000121759700302461,-0.000370350821956192,0.725090857496621,0.000907487734525172,0.00429344221513104,2.05330876967821e-05,0.000413838788296733,-8.15569503194267e-15,-0.00155071332427393,6.28555065788617e-16,-0.0019557742638736,-1.74229229104841e-06,-3.82353396047023e-06,1.91405081917892e-06,0.000215494858961136,1.45282540796231e-16,-1.31684285454543e-05,3.93251808138393e-07,-2.23573988642224e-05,4.09312811766472e-06,-1.13318848822024e-16,0.000594352035794177,-9.50176203411579e-06,2.08567337592673e-05,8.66794596085316e-07,-0.000114658767608025,0.00130197106079719,2.13440468281074e-05,-3.27567435891437e-16,0.000438851434259105,0.00123619558632992,-1.00396707367501e-15,-0.0150354704945905,0.023238854202072,2.57322857062734e-16,-8.83951439677752e-09,-1.01416928833052e-07,1.925446469752e-17,2.1751213192254e-16,-4.44542597901556e-06,-4.53081779007549e-05,4.19765157854677e-16,-1.59109548965725e-07,-0.000378792530796065,2.22238778142071e-15,3.18142567274909e-16,-2.50708159401491e-16,-9.06947867358997e-07,-3.80014785386939e-17,6.16579249486227e-17,5.69910717099718e-17,-3.99062936884427e-16,-2.16095311093616e-16,-8.18655940880831e-17,1.12317166814897e-16,-9.32207583788764e-05,6.99234592825288e-07,3.9264004366566e-07,7.35006099919246e-16,4.45826067001428e-16,-1.73990841679607e-15,8.87414223405953e-16,-4.14281440160144e-16,1.55579008730372e-13
