,0,1,2,3,4,5,6,7,8,9,10,11
t1,6.8720183,8.259385,0.29918844,2.7217588,8.549832,0.27209768,2.5977108,4.4918704,5.9166746,7.549435,2.6090004,2.1988225
t6,14.830571,4.859402,8.290581,6.1078296,9.293873,13.966913,4.340007,3.7052894,2.8145142,0.9367376,2.6474736,8.419274
t10,14.720671,4.949336,8.342237,6.052652,9.268343,13.919829,4.2432017,3.6624973,2.8788443,0.97390157,2.5887628,8.301108
t24,14.897701,4.855347,8.368313,6.017113,9.40331,13.797853,4.3197203,3.6315396,2.9028368,0.946112,2.7001626,8.553174
t25,14.870406,4.8392816,8.2454815,6.1402817,9.357304,13.870229,4.348821,3.7231777,2.80737,0.92632216,2.814264,8.526453
t85,14.834331,4.907109,8.281022,6.1072736,9.421306,13.903948,4.227994,3.752151,2.7489011,0.9049551,2.8772988,8.514812
t86,14.947222,4.794566,8.313072,6.0654693,9.41191,13.748857,4.3389893,3.644692,2.9021637,0.90273786,2.7718248,8.630031
t84,14.928944,4.840506,8.339567,6.044526,9.479673,13.841705,4.2421417,3.6775386,2.7855964,0.8601972,2.861773,8.623317
t7,14.900946,5.100594,8.390719,6.0008745,9.530718,13.777908,4.0726304,3.5833082,2.891952,1.0248272,2.654794,8.5362625
t21,14.784495,4.990764,8.3852625,5.988155,9.40982,13.6977,4.1129746,3.594175,2.932687,0.94920194,2.7714942,8.458106
t22,14.847897,5.038339,8.293588,6.092375,9.354373,13.579437,4.1315126,3.5961833,3.0352867,0.9462062,2.6477952,8.530413
t46,14.743147,4.9960513,8.368265,6.009459,9.338297,13.800813,4.169613,3.48897,2.8696706,0.98147625,2.7591777,8.32581
t91,14.674723,5.0568724,8.500374,5.8842907,9.410039,13.742839,4.1004596,3.5557232,2.9297473,1.015888,2.7310288,8.314944
t92,14.702706,5.0933723,8.450069,5.9425063,9.4212475,13.785319,4.0953608,3.5772517,2.9635077,1.0642012,2.6500585,8.307153
t62,14.681898,5.094582,8.458472,5.9258647,9.3839855,13.839189,4.082209,3.5301359,2.9003756,1.0299882,2.681726,8.275085
t2,4.798503,4.083752,2.2620294,2.2720745,6.944791,1.6667618,5.7285047,3.6091237,5.1284366,4.795877,3.542921,3.577879
t8,4.740715,4.010205,2.26782,2.2412386,6.9002333,1.6956877,5.7737455,3.6377542,5.1119623,4.731068,3.5536113,3.5843375
t40,4.332445,3.9324071,2.3031993,1.3083261,7.5477605,1.3471456,5.4356894,3.0099702,5.1398616,5.7374372,3.7909107,3.6788425
t78,4.2680445,3.933412,2.2754788,1.2834448,7.605915,1.3027043,5.3702126,2.9318967,5.169645,5.815273,3.7815607,3.6762552
t79,4.2126303,3.970873,2.229904,1.1797807,7.6723027,1.2138594,5.400092,2.913633,5.126076,5.836291,3.748422,3.6273935
t106,4.2052693,3.9054346,2.2165403,1.2548804,7.682167,1.1780727,5.3512306,2.9875607,5.043827,5.737835,3.7099788,3.613015
t107,4.1908374,4.0322466,2.2165937,1.1057955,7.6803074,1.2335216,5.3908753,2.8479998,5.196305,5.915444,3.8000479,3.6284301
t71,4.1768436,4.0037622,2.201209,1.1268892,7.70411,1.1897091,5.390147,2.8634255,5.150112,5.885346,3.7321715,3.6121297
t37,4.331557,3.968129,2.3199918,1.1292807,7.597093,1.2723283,5.454452,3.0329964,5.1660404,5.7727942,3.9320784,3.6988082
t38,4.2853007,4.02707,2.1952364,1.1454729,7.6350384,1.2070551,5.4991813,3.0201957,5.13531,5.7605886,3.7780504,3.5927186
t31,4.343193,4.238779,2.1171634,2.266586,6.9671965,1.526616,6.2797804,4.326695,5.466766,4.0047507,3.7459545,3.971635
t108,4.3156614,4.209248,2.135442,2.2817078,6.9925284,1.5177269,6.323237,4.323086,5.5273256,4.0200977,3.760508,4.061315
t109,4.3623333,4.11931,2.1266298,2.3782477,6.9357276,1.5415621,6.3924823,4.43704,5.594086,3.913059,3.6813493,4.1078258
t93,4.269073,4.266159,2.0499892,2.224756,7.0159545,1.4658624,6.370991,4.416262,5.5485454,3.9218032,3.7765832,4.033058
t59,4.378209,4.0927463,2.1597683,2.4006932,6.9801846,1.5596586,6.428349,4.3878503,5.6306353,3.9635441,3.6506038,4.143202
t39,4.3034444,4.2398787,2.0727916,2.2673204,7.0475903,1.4913048,6.41027,4.418733,5.580015,3.921044,3.6945539,4.0456085
t36,4.3320913,4.1702795,2.1807883,2.2821422,7.0285635,1.519322,6.3337383,4.2456884,5.537831,4.099032,3.7151723,4.056373
t17,4.7591867,4.15818,2.601119,2.271722,6.2890916,2.0939457,5.3580894,3.6524837,4.722369,4.747525,3.735131,3.4055119
t55,4.881301,4.280188,2.4961388,2.30822,6.2417884,2.0999637,5.4086976,3.8205016,4.756541,4.6057415,3.7202392,3.4173594
t76,4.667992,4.180466,2.666248,2.3160934,6.2585826,2.069546,5.4324527,3.7386856,4.7304387,4.580663,3.8400688,3.5256255
t77,4.7742143,4.139046,2.5460913,2.316006,6.216627,2.0472076,5.4220123,3.856593,4.8338327,4.4802837,3.7979686,3.4444284
t121,4.7194734,4.146091,2.616635,2.3471973,6.29204,2.061556,5.4512806,3.6974695,4.7419243,4.6338577,3.7868016,3.4878945
t122,4.767697,4.224573,2.64359,2.4112349,6.305837,1.9995207,5.5063524,3.8258922,4.7658424,4.4933143,3.7979527,3.574922
t13,4.7328534,4.181768,2.5621629,2.3527696,6.464552,1.9466023,5.514372,3.6235442,4.827661,4.7396317,3.7870061,3.5554686
t111,5.0506124,3.7327669,2.2443244,2.5024214,6.624897,1.9529483,5.909736,3.7145858,4.883019,4.4731736,3.3624396,3.3871574
t112,4.9774184,3.8281868,2.3696027,2.4857836,6.5492735,1.9847542,5.7543454,3.6883361,4.8836455,4.494942,3.4415855,3.4149547
t110,5.0493417,3.7760665,2.3287961,2.5585206,6.5354705,2.031605,5.8322616,3.7564714,4.8075895,4.4640427,3.3806093,3.356199
t32,4.9636517,3.8277853,2.2741382,2.4009106,6.728396,1.8716979,5.8131623,3.6405547,4.9686894,4.602383,3.3986938,3.4174395
t20,5.0716114,3.8230104,2.3697226,2.4895394,6.5586815,1.9863399,5.7942433,3.7085032,4.8160453,4.582827,3.3516376,3.2645984
t33,4.822054,4.0040927,2.4193296,2.4730465,6.5057197,1.9071772,5.689843,3.7623465,4.911944,4.5024576,3.6279697,3.5381064
t34,4.8574305,3.9286058,2.3732276,2.508845,6.5500507,1.8977419,5.752886,3.7624233,4.9360127,4.452184,3.5716677,3.537968
t14,13.564713,2.068087,15.838235,-1.4136142,9.770154,2.46071,8.11011,1.3684947,-2.0785592,1.7216746,8.106538,7.2512307
t15,13.581629,1.995405,15.9113245,-1.5153098,9.80084,2.4877596,8.076623,1.2619529,-2.027785,1.6184759,8.181103,7.128979
t16,13.516895,1.9821982,15.859665,-1.4095318,9.850287,2.448447,8.0525,1.2949312,-2.1489568,1.6667681,8.046084,7.182708
t26,13.606206,2.019842,15.867644,-1.5046023,9.760977,2.4831336,8.13674,1.3221353,-2.0221698,1.6706887,8.197492,7.206271
t27,13.65396,2.0631196,15.878839,-1.5342512,9.67759,2.476559,8.087704,1.3561212,-1.9509522,1.6612262,8.299542,7.22422
t41,13.735021,1.9181433,15.874944,-1.8220407,9.628642,2.7026165,8.516062,1.3280231,-1.9227607,1.618426,8.400429,7.2651443
t113,13.742612,1.8725002,15.953583,-1.8680638,9.689177,2.6550994,8.409416,1.202533,-1.9018095,1.6600436,8.456172,7.1541395
t114,13.602347,1.765008,15.931517,-1.7337611,9.798173,2.658206,8.543776,1.1934863,-1.7941915,1.7485834,8.297016,7.2215276
t83,13.63421,1.8788415,15.898493,-1.7800878,9.692447,2.6187346,8.506885,1.2533885,-1.9093394,1.7090725,8.364323,7.275047
t117,13.824173,1.9330529,15.871029,-1.8483806,9.564316,2.7562616,8.498361,1.2829384,-1.9424958,1.6423788,8.476433,7.19572
t118,13.712003,1.830333,15.951639,-1.8474395,9.698897,2.692949,8.502702,1.2167002,-1.8599783,1.685882,8.434134,7.1919527
t60,13.749603,1.8413658,15.796295,-1.6142441,9.72406,2.5356078,8.400961,1.262773,-1.9892937,1.7057778,8.171542,7.2340107
t87,13.813153,1.8015236,15.74977,-1.6452731,9.641992,2.556284,8.381017,1.2313924,-2.050843,1.727638,8.304683,7.1553454
t88,13.711582,1.7496728,15.758565,-1.5899606,9.623505,2.6169384,8.482456,1.2683743,-1.9984548,1.7474781,8.242595,7.252653
t68,6.996537,8.379524,0.7082707,6.5987225,5.8605947,2.5517914,4.3994117,4.193744,9.592828,7.0028195,1.9955704,5.7524858
t80,7.014389,8.423493,0.7682825,6.686143,5.9000134,2.5367558,4.384492,4.1212144,9.668274,7.1037025,1.9065186,5.852659
t81,7.0156355,8.342189,0.8006291,6.5282183,5.809059,2.624246,4.3359623,4.27725,9.566124,7.014662,1.8986748,5.8155003
t104,7.049691,8.46866,0.72686404,6.654389,5.9418993,2.48996,4.4660425,4.173965,9.647769,7.0179067,1.9181923,5.799559
t105,7.057255,8.484075,0.6964215,6.582631,5.9510694,2.4619443,4.496255,4.24589,9.584294,6.934663,1.9608107,5.7391367
t29,7.0375915,8.297895,0.54182094,6.612124,5.7074475,2.5757256,4.2149644,4.1407943,9.781233,6.7132354,1.9084821,5.8220744
t30,7.086687,8.385068,0.5436838,6.695899,5.7691875,2.5229278,4.300981,4.0688,9.819653,6.7701635,1.8539902,5.833557
t11,6.8775187,8.192398,0.54628843,6.5411296,5.6638627,2.6171396,4.147283,4.146684,9.6923065,6.736642,2.051101,5.6891823
t12,6.8735914,8.265697,0.5568143,6.5895605,5.778477,2.542332,4.237078,4.090477,9.653372,6.8218026,2.0665848,5.655991
