,0,1,2,3,4,5,6,7,8,9,10,11
t33,12.845269,-9.485078,-0.17685144,-4.773008,-3.7563684,4.9444213,32.64469,-6.159176,-3.9360924,12.802519,-8.760038,-0.7346004
t34,13.087663,-9.475452,-0.18402962,-4.8492446,-3.7497032,4.752891,32.699226,-6.159641,-3.9232748,13.003211,-8.826373,-0.76334137
t14,13.137983,-9.520754,-0.22448389,-5.0085897,-3.7462356,4.8495717,32.866867,-6.2953377,-3.9897594,12.945344,-8.905059,-0.57691354
t15,13.141985,-9.443238,-0.23673117,-4.949832,-3.7102897,4.7661242,32.86078,-6.249463,-3.9591644,12.779679,-8.871009,-0.51982397
t16,13.008636,-9.445392,-0.2525559,-4.977275,-3.7413507,4.416805,32.88118,-6.2885175,-3.9617555,12.901205,-8.877461,-0.5861016
t26,13.23976,-9.409006,-0.21853495,-4.941497,-3.7440941,4.6313987,32.593082,-6.2696605,-4.0205956,12.933896,-8.80099,-0.6034521
t27,13.650655,-9.438887,-0.18273345,-4.959777,-3.8037019,4.345927,32.691658,-6.3134127,-4.0498424,13.25625,-8.853427,-0.5662884
t41,13.083129,-9.607388,-0.22698413,-5.0983176,-3.9193242,5.3865027,32.435837,-6.335572,-3.947598,12.728037,-9.011434,-0.6629178
t113,12.801571,-9.640098,-0.2192735,-5.1305637,-3.8714416,5.5386195,32.54322,-6.374162,-3.9665964,12.799137,-8.959285,-0.63439554
t114,12.810357,-9.642042,-0.2164417,-5.1287436,-3.8778977,5.538482,32.531876,-6.377535,-3.9699795,12.7998495,-8.956389,-0.6314938
t83,12.952528,-9.625103,-0.21745007,-5.129797,-3.8798006,5.503268,32.54135,-6.359942,-3.9675984,12.779108,-8.974406,-0.63411164
t117,12.870029,-9.658027,-0.20855296,-5.160012,-3.9235027,5.6189966,32.5235,-6.378547,-3.9993513,12.777916,-8.965195,-0.6641398
t118,12.8641615,-9.659266,-0.20948708,-5.1603017,-3.9254525,5.6231,32.52659,-6.3783937,-3.9993298,12.775529,-8.966482,-0.6661765
t60,12.902198,-9.560174,-0.25304288,-5.052238,-3.8693986,5.2122855,32.439743,-6.3532753,-3.9496,12.896646,-8.950778,-0.67411083
t87,12.912765,-9.561793,-0.236261,-5.0437756,-3.860524,5.2011113,32.39256,-6.3534136,-3.9557118,12.891543,-8.9204855,-0.6414643
t88,12.876729,-9.587504,-0.22942369,-5.0607443,-3.8764877,5.1941,32.44594,-6.375367,-3.9730363,12.963658,-8.925949,-0.65289855
t68,23.663101,-6.05315,-1.4460089,-2.3655708,0.08512759,-2.048083,33.84247,-4.846208,-3.2623296,18.06294,-7.7337112,-0.06522792
t80,23.488369,-6.0631433,-1.4520006,-2.3597448,0.08559799,-2.022758,33.865395,-4.8322854,-3.2534566,17.984863,-7.745609,-0.10650694
t81,23.627289,-6.0704465,-1.4499749,-2.355621,-0.007703448,-2.0133667,33.73652,-4.8398356,-3.2524173,17.989054,-7.7507615,-0.10314429
t104,23.65849,-5.9552264,-1.4355592,-2.2738206,0.23266912,-2.0913827,33.570953,-4.7772784,-3.2136502,17.449282,-7.639957,-0.016584234
t105,23.643177,-5.959287,-1.4334233,-2.2814646,0.26629424,-2.0862148,33.585846,-4.7787642,-3.218652,17.466812,-7.6457477,-0.025117522
t29,22.792242,-6.266155,-1.2916292,-2.46727,-0.42627868,-1.4361058,32.691505,-4.6604943,-3.4214332,15.319918,-7.7044816,-0.22903064
t30,23.800991,-6.39558,-1.3152266,-2.565358,-0.45503065,-1.5656842,33.55167,-4.8048244,-3.510786,15.79712,-7.927685,-0.1388119
t11,22.648485,-6.001985,-1.2221615,-2.4855683,-0.2970326,-1.8507792,32.385384,-4.821443,-3.4462132,17.004353,-7.630573,-0.26290706
t12,19.779507,-5.4126663,-1.1405958,-2.1789048,-0.12803407,-1.525888,28.594152,-4.251824,-3.0645187,15.197471,-6.7498565,-0.4341128
t102,23.732037,-6.0650406,-1.3488594,-2.461726,-0.24713783,-1.9495757,33.28605,-4.8445926,-3.5249689,17.06145,-7.8329825,-0.33987573
t103,23.726734,-6.0652976,-1.3440043,-2.4643095,-0.2577227,-1.9521914,33.25898,-4.85194,-3.524973,17.1084,-7.829026,-0.34208855
t5,24.409176,-6.4630446,-1.3203751,-2.5831664,-0.45454678,-1.7239786,33.836834,-4.95569,-3.5088575,16.552925,-7.9941783,0.51014316
t51,22.956333,-6.2295713,-1.248504,-2.6257641,-0.7743311,-1.6731532,32.449074,-5.034058,-3.4240959,15.156611,-7.724195,1.3916672
t52,22.275646,-6.132619,-1.2169297,-2.5790024,-0.7539508,-1.5997313,31.695807,-4.9228525,-3.3565617,14.864266,-7.5484567,1.1092051
t94,23.608791,-6.170646,-1.2769026,-2.13555,-0.121425726,-1.9185946,32.936523,-4.7012906,-3.6830983,16.766317,-7.14758,-0.07881988
t95,23.876362,-6.2327037,-1.2851442,-2.1696749,-0.1436019,-1.9396248,33.251667,-4.760099,-3.7207897,16.928843,-7.226764,-0.06579307
t100,23.8158,-6.2286487,-1.2867035,-2.159808,-0.13660002,-1.9295053,33.262833,-4.734124,-3.714543,16.82654,-7.225934,-0.07327045
t101,23.841024,-6.2282414,-1.2880703,-2.1554394,-0.12889652,-1.9355055,33.2288,-4.748712,-3.7136533,16.854927,-7.2166266,-0.061448317
t63,23.86554,-6.2634125,-1.2990426,-2.177883,-0.19543944,-1.9016297,33.301178,-4.7547035,-3.7188778,16.75462,-7.2850413,-0.06405719
t49,23.02821,-6.4423575,-1.5518366,-2.3523145,-0.14403887,-1.850568,35.001877,-4.8511915,-3.419398,15.725999,-7.949573,-0.065859444
t74,22.218033,-6.239103,-1.498548,-2.2517095,-0.08391791,-1.8166853,34.014137,-4.7078805,-3.3329961,15.42679,-7.6748185,-0.10031445
t75,22.936195,-6.4355865,-1.5372909,-2.3406742,-0.12441502,-1.8610662,35.12269,-4.838631,-3.4310727,15.81409,-7.9270015,-0.07649091
t96,23.153137,-6.2408137,-1.5389792,-2.3643653,-0.22699527,-1.9898232,34.526894,-4.8238196,-3.5207908,15.92287,-7.780725,-0.049993545
t97,23.132488,-6.2413044,-1.54296,-2.3596013,-0.22033496,-2.0000093,34.52318,-4.833801,-3.527062,15.960998,-7.7659836,-0.043671448
t67,23.00893,-6.235849,-1.5312364,-2.326831,-0.20480013,-1.9985487,34.520966,-4.8241725,-3.518767,15.966356,-7.7471023,-0.060252603
t47,31.779709,-4.1108127,-1.8287401,-2.124844,-1.0006284,-2.319775,27.906368,-3.6987665,-2.281011,13.362067,-8.433209,2.8325083
t48,31.885004,-4.137806,-1.8175553,-2.130243,-0.9719961,-2.3184545,28.00313,-3.7036405,-2.2855048,13.428589,-8.458664,2.7790868
t58,31.493464,-4.0522532,-1.840509,-2.0803392,-0.965975,-2.3122628,27.903015,-3.643517,-2.2397952,13.155007,-8.407969,2.3686793
t72,31.34141,-4.091266,-1.8631144,-2.1338558,-0.956566,-2.2790623,28.100883,-3.6276574,-2.2681234,13.1084585,-8.430858,2.2922695
t73,31.472971,-4.107084,-1.8585643,-2.135141,-0.9584838,-2.2833056,28.130861,-3.6288965,-2.267902,13.212768,-8.450725,2.3176377
t61,31.519753,-4.0365005,-1.854752,-2.1004245,-0.9573523,-2.322107,27.960222,-3.625325,-2.2548797,13.258837,-8.404759,2.3684509
t64,32.238716,-4.1519585,-1.8099377,-2.2599874,-1.0604044,-2.2981257,28.062418,-3.7274232,-2.30096,13.278211,-8.570918,2.8686101
t115,32.331894,-4.1205792,-1.8127216,-2.2329159,-1.0259699,-2.3079646,27.917925,-3.715025,-2.2815492,13.379437,-8.558354,2.7793524
t116,32.302444,-4.117748,-1.8101313,-2.228906,-1.0241226,-2.3068492,27.939299,-3.7109754,-2.281283,13.367869,-8.558398,2.780699
t65,32.190212,-4.1212196,-1.8021559,-2.1934972,-1.0481434,-2.3123176,27.957724,-3.733062,-2.2944255,13.325139,-8.506912,3.0039918
t66,32.124947,-4.1428704,-1.8206027,-2.2143314,-1.0463018,-2.3144958,28.008955,-3.7464504,-2.2953682,13.261281,-8.520186,2.881942
t9,32.00742,-4.2586493,-1.7972063,-2.1657429,-1.03014,-2.2827764,28.184776,-3.890553,-2.3646917,13.308303,-8.470353,3.0902402
t42,34.743412,-4.473539,-1.124657,-2.4388897,-2.8219998,-1.9281397,24.252968,-4.505354,-2.495795,11.298677,-8.830983,4.511347
t43,33.713184,-4.3647013,-1.0979155,-2.3544598,-2.7781904,-1.8494564,23.49315,-4.397398,-2.3962934,10.789622,-8.610211,4.4355984
t53,35.199196,-4.031888,-1.1330699,-2.1876757,-2.6437414,-2.0552595,22.963743,-4.3839808,-2.4127486,10.718491,-8.5789175,4.9620333
t54,35.07787,-4.0576043,-1.1010481,-2.169677,-2.6682682,-2.0953395,23.069994,-4.4345922,-2.4425883,10.856107,-8.55725,4.9636745
t35,33.37108,-3.7076836,-1.0431274,-1.9879678,-2.5522373,-1.8978504,21.061007,-4.081966,-2.2257936,9.979296,-8.073807,4.2989264
t56,34.67858,-3.9368684,-1.0902052,-2.0942144,-2.669059,-1.9882681,22.30253,-4.2984476,-2.3617692,10.423556,-8.453517,4.507348
t57,35.090935,-4.018641,-1.123527,-2.1375601,-2.6915073,-2.0286672,22.828556,-4.3814673,-2.4208457,10.539274,-8.573577,4.7579575
t119,34.628624,-3.9825628,-1.1023015,-2.1285572,-2.7395256,-2.0684505,23.230957,-4.3415,-2.4439213,10.418487,-8.474602,4.749325
t120,34.629684,-3.9824924,-1.1022885,-2.1290002,-2.7396595,-2.068629,23.230556,-4.341388,-2.444054,10.419882,-8.474675,4.7486696
t82,34.624454,-4.0006113,-1.1008049,-2.1557343,-2.7497253,-2.0734377,23.255613,-4.3598785,-2.4652913,10.568816,-8.477063,4.73532
t19,35.035145,-4.2060323,-1.0509137,-2.2383697,-2.7711544,-2.043556,23.444452,-4.47195,-2.5322106,10.915353,-8.568044,5.3623924
t89,35.265884,-4.0624375,-0.9919793,-2.2194653,-2.838928,-2.1150486,23.190119,-4.40805,-2.482882,11.015474,-8.599324,4.9125795
t90,35.287075,-4.0521464,-1.0009949,-2.2145207,-2.825765,-2.1156998,23.116457,-4.402302,-2.4770784,11.015314,-8.582786,4.961622
t18,32.164158,-3.603518,-0.9443046,-1.9471134,-2.5530663,-1.8168474,20.209677,-3.9476495,-2.1730936,9.736104,-7.7741838,4.146817
t23,34.453735,-4.448898,-1.0933056,-2.3186612,-2.8286502,-1.8681577,23.868332,-4.4299603,-2.4878328,10.832812,-8.675021,5.218791
t69,34.74395,-4.4596887,-1.0662745,-2.3341491,-2.905193,-1.836862,23.49026,-4.4479957,-2.4982946,10.879012,-8.7016325,5.3129206
t70,34.801388,-4.4586654,-1.0633401,-2.3250217,-2.876651,-1.8273782,23.42927,-4.4437823,-2.4964404,10.9178,-8.703475,5.153756
t50,34.68835,-4.463089,-1.0673965,-2.347772,-2.8862164,-1.8171343,23.451769,-4.436805,-2.4860647,10.922656,-8.709823,5.1329
t44,34.663902,-4.279323,-1.1522869,-2.2064102,-2.780056,-1.9489607,23.815966,-4.353984,-2.4929037,10.674808,-8.663201,4.2152023
t45,34.391777,-4.358675,-1.146129,-2.2025554,-2.770396,-1.9343523,24.136393,-4.3983946,-2.4922245,10.606367,-8.677276,4.292548
t98,32.363968,-4.856341,-1.0862032,-2.435189,-2.6367092,-1.8085955,27.118124,-4.329203,-2.5896728,11.443295,-8.90113,3.701411
t99,32.362263,-4.8535056,-1.087169,-2.433467,-2.6334882,-1.8094546,27.13413,-4.325723,-2.5900342,11.463292,-8.897879,3.6803901
t28,31.714733,-4.5947795,-1.085158,-2.3101418,-2.3899484,-1.7973452,26.097273,-4.214532,-2.4728558,11.280508,-8.609177,3.812154
t3,23.911552,-3.5840077,-0.9652559,-1.8774636,-1.6495012,-1.3272269,19.599613,-3.3565335,-1.9143562,8.94357,-6.570831,2.4572027
t4,23.31454,-3.4644895,-0.92934084,-1.8118843,-1.6107172,-1.2542815,18.680393,-3.224365,-1.8280219,8.74567,-6.3867064,2.1704476
