"accepted_species","I1.1/1"
"t33","1"
"t34","0"
"t15","1"
"t51","0"
"t66","0"
"t67","0"
"t99","0"
"t100","0"
"t35","0"
"t12","0"
"t13","0"
"t14","1"
"t89","1"
"t90","1"
"t31","0"
"t79","0"
"t80","0"
"t25","0"
"t32","0"
"t70","0"
"t71","0"
"t93","1"
"t94","1"
"t74","1"
"t4","0"
"t5","0"
"t59","1"
"t81","0"
"t82","1"
"t64","0"
"t65","1"
"t48","0"
"t46","0"
"t47","0"
"t91","0"
"t92","0"
"t75","0"
"t76","0"
"t54","0"
"t16","1"
"t17","1"
"t21","1"
"t22","1"
"t40","0"
"t41","0"
"t29","1"
"t62","1"
"t63","1"
"t55","1"
"t56","1"
"t18","1"
"t77","1"
"t78","1"
"t1","1"
"t95","1"
"t96","0"
"t26","0"
"t60","0"
"t61","0"
"t83","0"
"t84","0"
"t72","1"
"t73","0"
"t42","0"
"t8","1"
"t68","0"
"t69","0"
"t30","1"
"t19",NA
"t20",NA
"t39","0"
"t49",NA
"t97","1"
"t98","1"
"t27","0"
"t52",NA
"t53","0"
"t23","1"
"t24",NA
"t44",NA
"t45",NA
"t6","0"
"t3",NA
"t57","1"
"t58",NA
"t36",NA
"t37","0"
"t28","0"
"t85","1"
"t86","1"
"t2","1"
"t7","1"
"t10","1"
"t11","1"
"t43","1"
"t87","1"
"t88","1"
"t50","0"
"t38","0"
"t9","1"
