"","t1","t9","t18","t19","t28","t29","t10","t107","t108","t98","t100","t101","t109","t110","t173","t174","t64","t63","t68","t158","t159","t47","t48","t43","t20","t12","t36","t37","t78","t79","t53","t111","t132","t133","t38","t44","t56","t57","t147","t148","t105","t106","t54","t169","t170","t77","t113","t167","t168","t155","t171","t172","t52","t85","t126","t127","t86","t112","t156","t157","t62","t42","t27","t50","t51","t58","t114","t115","t61","t15","t8","t23","t34","t35","t162","t163","t151","t152","t97","t67","t149","t150","t73","t30","t90","t91","t87","t74","t72","t81","t95","t96","t65","t66","t17","t24","t25","t16","t22","t45","t143","t144","t118","t119","t13","t75","t76","t82","t83","t49","t103","t104","t99","t116","t117","t92","t32","t120","t121","t39","t40","t124","t125","t14","t3","t134","t135","t123","t141","t142","t55","t21","t80","t165","t166","t164","t128","t69","t93","t94","t84","t102","t145","t146","t160","t161","t139","t140","t136","t153","t154","t122","t46","t70","t71","t130","t131","t129","t137","t138","t33","t7","t88","t89","t41","t5","t6","t11","t26","t59","t60","t31","t4","t2"
"t1",0,6.6265674917,7.8085086324,7.61907747156,8.4085877557,8.397486696,7.376886943,11.0100935485,11.0100935485,11.0100935485,11.0100935485,11.0100935485,10.6723314044,11.0100935484,11.010093548476,11.010093548476,11.01009354848,11.0100935486,10.3944820742,11.01009354769,11.01009354769,9.975319383,10.1758156998,11.0100935482,8.3459437055,6.69777060668,11.0100935475,11.0100935475,11.0100935481,11.0100935481,9.57908260016,11.0100935474,11.0100935474,11.0100935474,9.2253218568,10.7148430286,10.23518390425,10.23910016715,11.01009354774,11.01009354774,10.85074446635,10.67955479685,9.77681105571,11.01009354802,11.01009354802,10.30835546331,11.01009354781,11.01009354773,11.01009354773,11.01009354773,11.010093547744,11.010093547744,11.0100935478,11.01009354791,11.010093547871,11.010093547871,10.737820785371,11.0100935478,11.01009354782,11.01009354782,10.1178802128,9.7964395049,8.24974750646,11.01009354736,10.90855519936,9.749704579,11.01009354796,11.01009354796,10.30630116946,9.0116733874,6.7065394024,8.67048742952,9.53604744944,8.78568977594,11.01009354746,11.01009354746,11.01009354751,11.01009354751,11.01009354754,11.01009354714,11.01009354751,11.01009354751,11.01009354754,8.43151391074,10.34225794405,11.01009354733,10.86097415573,10.57426828463,11.01009354773,10.15284629424,11.01009354773,11.01009354773,10.68854821413,10.12226820803,8.19185969682,8.27245974762,8.45272131792,11.01009354772,7.84906534215,9.52269264892,11.01009354782,11.01009354782,11.01009354782,10.98644672032,7.51084908286,10.53868749346,10.1455888058,11.01009354776,10.27036371605,9.76533036676,11.01009354786,10.84197067076,11.01009354786,11.01009354786,11.01009354786,11.01009354776,9.84217998696,11.01009354756,11.01009354756,11.01009354771,9.85563361071,11.01009354766,11.01009354766,7.79298647266,6.0384394836,11.01009354721,11.01009354721,11.01009354719,11.01009354709,11.01009354709,10.8621001148,7.9705413788,10.3087999897,11.010093547659,11.010093547659,11.01009354766,11.0100935476,11.0100935476,11.01009354765,11.01009354765,10.67569278578,11.01009354758,11.01009354768,11.01009354768,11.01009354771,11.01009354771,11.01009354775,11.01009354775,11.01009354775,11.01009354735,11.01009354735,11.01009354739,10.14457125689,10.6111487605,10.10650923803,11.0100935475,11.0100935475,11.0100935476,11.01009354757,11.01009354757,9.4554139242,8.14568117904,11.01009354754,10.54383921384,11.01009354804,7.41285020121,8.06563185021,6.8213167175,11.0100935475,10.436293407,10.4470842845,11.0100935473,7.479036083,6.652528406
"t9",6.6265674917,0,1.5837107897,1.39427962886,2.183789913,2.1726888533,2.7396269255,6.372833531,6.372833531,6.372833531,6.372833531,6.372833531,6.0350713869,6.3728335309,6.372833530976,6.372833530976,6.37283353098,6.3728335311,5.7572220567,6.37283353019,6.37283353019,5.3380593655,5.5385556823,6.3728335307,3.708683688,2.06051058918,6.37283353,6.37283353,6.3728335306,6.3728335306,4.94182258266,6.3728335299,6.3728335299,6.3728335299,4.5880618393,6.0775830111,5.59792388675,5.60184014965,6.37283353024,6.37283353024,6.21348444885,6.04229477935,5.13955103821,6.37283353052,6.37283353052,5.67109544581,6.37283353031,6.37283353023,6.37283353023,6.37283353023,6.372833530244,6.372833530244,6.3728335303,6.37283353041,6.372833530371,6.372833530371,6.100560767871,6.3728335303,6.37283353032,6.37283353032,5.4806201953,5.1591794874,3.61248748896,6.37283352986,6.27129518186,5.1124445615,6.37283353046,6.37283353046,5.66904115196,4.3744133699,2.0692793849,4.03322741202,4.89878743194,4.14842975844,6.37283352996,6.37283352996,6.37283353001,6.37283353001,6.37283353004,6.37283352964,6.37283353001,6.37283353001,6.37283353004,3.79425389324,5.70499792655,6.37283352983,6.22371413823,5.93700826713,6.37283353023,5.51558627674,6.37283353023,6.37283353023,6.05128819663,5.48500819053,3.55459967932,3.63519973012,3.81546130042,6.37283353022,3.21180532465,4.88543263142,6.37283353032,6.37283353032,6.37283353032,6.34918670282,2.87358906536,5.90142747596,5.5083287883,6.37283353026,5.63310369855,5.12807034926,6.37283353036,6.20471065326,6.37283353036,6.37283353036,6.37283353036,6.37283353026,5.20491996946,6.37283353006,6.37283353006,6.37283353021,5.21837359321,6.37283353016,6.37283353016,3.15572645516,3.9579562861,8.92961034971,8.92961034971,8.92961034969,8.92961034959,8.92961034959,8.7816169173,5.8900581813,8.2283167922,8.929610350159,8.929610350159,8.92961035016,8.9296103501,8.9296103501,8.92961035015,8.92961035015,8.59520958828,8.92961035008,8.92961035018,8.92961035018,8.92961035021,8.92961035021,8.92961035025,8.92961035025,8.92961035025,8.92961034985,8.92961034985,8.92961034989,8.06408805939,8.530665563,8.02602604053,8.92961035,8.92961035,8.9296103501,8.92961035007,8.92961035007,7.3749307267,6.06519798154,8.92961035004,8.46335601634,8.92961035054,5.33236700371,5.98514865271,4.74083352,8.92961035,8.3558102095,8.366601087,8.9296103498,5.3985528855,4.5720452085
"t18",7.8085086324,1.5837107897,0,0.21068867356,1.2459858557,1.234884796,3.9215680662,7.5547746717,7.5547746717,7.5547746717,7.5547746717,7.5547746717,7.2170125276,7.5547746716,7.554774671676,7.554774671676,7.55477467168,7.5547746718,6.9391631974,7.55477467089,7.55477467089,6.5200005062,6.720496823,7.5547746714,4.8906248287,3.24245172988,7.5547746707,7.5547746707,7.5547746713,7.5547746713,6.12376372336,7.5547746706,7.5547746706,7.5547746706,5.77000298,7.2595241518,6.77986502745,6.78378129035,7.55477467094,7.55477467094,7.39542558955,7.22423592005,6.32149217891,7.55477467122,7.55477467122,6.85303658651,7.55477467101,7.55477467093,7.55477467093,7.55477467093,7.554774670944,7.554774670944,7.554774671,7.55477467111,7.554774671071,7.554774671071,7.282501908571,7.554774671,7.55477467102,7.55477467102,6.662561336,6.3411206281,4.79442862966,7.55477467056,7.45323632256,6.2943857022,7.55477467116,7.55477467116,6.85098229266,5.5563545106,3.2512205256,5.21516855272,6.08072857264,5.33037089914,7.55477467066,7.55477467066,7.55477467071,7.55477467071,7.55477467074,7.55477467034,7.55477467071,7.55477467071,7.55477467074,4.97619503394,6.88693906725,7.55477467053,7.40565527893,7.11894940783,7.55477467093,6.69752741744,7.55477467093,7.55477467093,7.23322933733,6.66694933123,4.73654082002,4.81714087082,4.99740244112,7.55477467092,4.39374646535,6.06737377212,7.55477467102,7.55477467102,7.55477467102,7.53112784352,4.05553020606,7.08336861666,6.690269929,7.55477467096,6.81504483925,6.31001148996,7.55477467106,7.38665179396,7.55477467106,7.55477467106,7.55477467106,7.55477467096,6.38686111016,7.55477467076,7.55477467076,7.55477467091,6.40031473391,7.55477467086,7.55477467086,4.33766759586,5.1398974268,10.11155149041,10.11155149041,10.11155149039,10.11155149029,10.11155149029,9.963558058,7.071999322,9.4102579329,10.111551490859,10.111551490859,10.11155149086,10.1115514908,10.1115514908,10.11155149085,10.11155149085,9.77715072898,10.11155149078,10.11155149088,10.11155149088,10.11155149091,10.11155149091,10.11155149095,10.11155149095,10.11155149095,10.11155149055,10.11155149055,10.11155149059,9.24602920009,9.7126067037,9.20796718123,10.1115514907,10.1115514907,10.1115514908,10.11155149077,10.11155149077,8.5568718674,7.24713912224,10.11155149074,9.64529715704,10.11155149124,6.51430814441,7.16708979341,5.9227746607,10.1115514907,9.5377513502,9.5485422277,10.1115514905,6.5804940262,5.7539863492
"t19",7.61907747156,1.39427962886,0.21068867356,0,1.05655469486,1.04545363516,3.73213690536,7.36534351086,7.36534351086,7.36534351086,7.36534351086,7.36534351086,7.02758136676,7.36534351076,7.365343510836,7.365343510836,7.36534351084,7.36534351096,6.74973203656,7.36534351005,7.36534351005,6.33056934536,6.53106566216,7.36534351056,4.70119366786,3.05302056904,7.36534350986,7.36534350986,7.36534351046,7.36534351046,5.93433256252,7.36534350976,7.36534350976,7.36534350976,5.58057181916,7.07009299096,6.59043386661,6.59435012951,7.3653435101,7.3653435101,7.20599442871,7.03480475921,6.13206101807,7.36534351038,7.36534351038,6.66360542567,7.36534351017,7.36534351009,7.36534351009,7.36534351009,7.365343510104,7.365343510104,7.36534351016,7.36534351027,7.365343510231,7.365343510231,7.093070747731,7.36534351016,7.36534351018,7.36534351018,6.47313017516,6.15168946726,4.60499746882,7.36534350972,7.26380516172,6.10495454136,7.36534351032,7.36534351032,6.66155113182,5.36692334976,3.06178936476,5.02573739188,5.8912974118,5.1409397383,7.36534350982,7.36534350982,7.36534350987,7.36534350987,7.3653435099,7.3653435095,7.36534350987,7.36534350987,7.3653435099,4.7867638731,6.69750790641,7.36534350969,7.21622411809,6.92951824699,7.36534351009,6.5080962566,7.36534351009,7.36534351009,7.04379817649,6.47751817039,4.54710965918,4.62770970998,4.80797128028,7.36534351008,4.20431530451,5.87794261128,7.36534351018,7.36534351018,7.36534351018,7.34169668268,3.86609904522,6.89393745582,6.50083876816,7.36534351012,6.62561367841,6.12058032912,7.36534351022,7.19722063312,7.36534351022,7.36534351022,7.36534351022,7.36534351012,6.19742994932,7.36534350992,7.36534350992,7.36534351007,6.21088357307,7.36534351002,7.36534351002,4.14823643502,4.95046626596,9.92212032957,9.92212032957,9.92212032955,9.92212032945,9.92212032945,9.77412689716,6.88256816116,9.22082677206,9.922120330019,9.922120330019,9.92212033002,9.92212032996,9.92212032996,9.92212033001,9.92212033001,9.58771956814,9.92212032994,9.92212033004,9.92212033004,9.92212033007,9.92212033007,9.92212033011,9.92212033011,9.92212033011,9.92212032971,9.92212032971,9.92212032975,9.05659803925,9.52317554286,9.01853602039,9.92212032986,9.92212032986,9.92212032996,9.92212032993,9.92212032993,8.36744070656,7.0577079614,9.9221203299,9.4558659962,9.9221203304,6.32487698357,6.97765863257,5.73334349986,9.92212032986,9.34832018936,9.35911106686,9.92212032966,6.39106286536,5.56455518836
"t28",8.4085877557,2.183789913,1.2459858557,1.05655469486,0,0.6426547427,4.5216471895,8.154853795,8.154853795,8.154853795,8.154853795,8.154853795,7.8170916509,8.1548537949,8.154853794976,8.154853794976,8.15485379498,8.1548537951,7.5392423207,8.15485379419,8.15485379419,7.1200796295,7.3205759463,8.1548537947,5.490703952,3.84253085318,8.154853794,8.154853794,8.1548537946,8.1548537946,6.72384284666,8.1548537939,8.1548537939,8.1548537939,6.3700821033,7.8596032751,7.37994415075,7.38386041365,8.15485379424,8.15485379424,7.99550471285,7.82431504335,6.92157130221,8.15485379452,8.15485379452,7.45311570981,8.15485379431,8.15485379423,8.15485379423,8.15485379423,8.154853794244,8.154853794244,8.1548537943,8.15485379441,8.154853794371,8.154853794371,7.882581031871,8.1548537943,8.15485379432,8.15485379432,7.2626404593,6.9411997514,5.39450775296,8.15485379386,8.05331544586,6.8944648255,8.15485379446,8.15485379446,7.45106141596,6.1564336339,3.8512996489,5.81524767602,6.68080769594,5.93045002244,8.15485379396,8.15485379396,8.15485379401,8.15485379401,8.15485379404,8.15485379364,8.15485379401,8.15485379401,8.15485379404,5.57627415724,7.48701819055,8.15485379383,8.00573440223,7.71902853113,8.15485379423,7.29760654074,8.15485379423,8.15485379423,7.83330846063,7.26702845453,5.33661994332,5.41721999412,5.59748156442,8.15485379422,4.99382558865,6.66745289542,8.15485379432,8.15485379432,8.15485379432,8.13120696682,4.65560932936,7.68344773996,7.2903490523,8.15485379426,7.41512396255,6.91009061326,8.15485379436,7.98673091726,8.15485379436,8.15485379436,8.15485379436,8.15485379426,6.98694023346,8.15485379406,8.15485379406,8.15485379421,7.00039385721,8.15485379416,8.15485379416,4.93774671916,5.7399765501,10.71163061371,10.71163061371,10.71163061369,10.71163061359,10.71163061359,10.5636371813,7.6720784453,10.0103370562,10.711630614159,10.711630614159,10.71163061416,10.7116306141,10.7116306141,10.71163061415,10.71163061415,10.37722985228,10.71163061408,10.71163061418,10.71163061418,10.71163061421,10.71163061421,10.71163061425,10.71163061425,10.71163061425,10.71163061385,10.71163061385,10.71163061389,9.84610832339,10.312685827,9.80804630453,10.711630614,10.711630614,10.7116306141,10.71163061407,10.71163061407,9.1569509907,7.84721824554,10.71163061404,10.24537628034,10.71163061454,7.11438726771,7.76716891671,6.522853784,10.711630614,10.1378304735,10.148621351,10.7116306138,7.1805731495,6.3540654725
"t29",8.397486696,2.1726888533,1.234884796,1.04545363516,0.6426547427,0,4.5105461298,8.1437527353,8.1437527353,8.1437527353,8.1437527353,8.1437527353,7.8059905912,8.1437527352,8.143752735276,8.143752735276,8.14375273528,8.1437527354,7.528141261,8.14375273449,8.14375273449,7.1089785698,7.3094748866,8.143752735,5.4796028923,3.83142979348,8.1437527343,8.1437527343,8.1437527349,8.1437527349,6.71274178696,8.1437527342,8.1437527342,8.1437527342,6.3589810436,7.8485022154,7.36884309105,7.37275935395,8.14375273454,8.14375273454,7.98440365315,7.81321398365,6.91047024251,8.14375273482,8.14375273482,7.44201465011,8.14375273461,8.14375273453,8.14375273453,8.14375273453,8.143752734544,8.143752734544,8.1437527346,8.14375273471,8.143752734671,8.143752734671,7.871479972171,8.1437527346,8.14375273462,8.14375273462,7.2515393996,6.9300986917,5.38340669326,8.14375273416,8.04221438616,6.8833637658,8.14375273476,8.14375273476,7.43996035626,6.1453325742,3.8401985892,5.80414661632,6.66970663624,5.91934896274,8.14375273426,8.14375273426,8.14375273431,8.14375273431,8.14375273434,8.14375273394,8.14375273431,8.14375273431,8.14375273434,5.56517309754,7.47591713085,8.14375273413,7.99463334253,7.70792747143,8.14375273453,7.28650548104,8.14375273453,8.14375273453,7.82220740093,7.25592739483,5.32551888362,5.40611893442,5.58638050472,8.14375273452,4.98272452895,6.65635183572,8.14375273462,8.14375273462,8.14375273462,8.12010590712,4.64450826966,7.67234668026,7.2792479926,8.14375273456,7.40402290285,6.89898955356,8.14375273466,7.97562985756,8.14375273466,8.14375273466,8.14375273466,8.14375273456,6.97583917376,8.14375273436,8.14375273436,8.14375273451,6.98929279751,8.14375273446,8.14375273446,4.92664565946,5.7288754904,10.70052955401,10.70052955401,10.70052955399,10.70052955389,10.70052955389,10.5525361216,7.6609773856,9.9992359965,10.700529554459,10.700529554459,10.70052955446,10.7005295544,10.7005295544,10.70052955445,10.70052955445,10.36612879258,10.70052955438,10.70052955448,10.70052955448,10.70052955451,10.70052955451,10.70052955455,10.70052955455,10.70052955455,10.70052955415,10.70052955415,10.70052955419,9.83500726369,10.3015847673,9.79694524483,10.7005295543,10.7005295543,10.7005295544,10.70052955437,10.70052955437,9.145849931,7.83611718584,10.70052955434,10.23427522064,10.70052955484,7.10328620801,7.75606785701,6.5117527243,10.7005295543,10.1267294138,10.1375202913,10.7005295541,7.1694720898,6.3429644128
"t10",7.376886943,2.7396269255,3.9215680662,3.73213690536,4.5216471895,4.5105461298,0,5.4540987691,5.4540987691,5.4540987691,5.4540987691,5.4540987691,5.116336625,5.454098769,5.454098769076,5.454098769076,5.45409876908,5.4540987692,4.8384872948,5.45409876829,5.45409876829,4.4193246036,4.6198209204,5.4540987688,2.7899489261,1.53289857448,5.8452215153,5.8452215153,5.8452215159,5.8452215159,4.41421056796,5.8452215152,5.8452215152,5.8452215152,4.0604498246,5.5499709964,5.07031187205,5.07422813495,5.84522151554,5.84522151554,5.68587243415,5.51468276465,4.61193902351,5.84522151582,5.84522151582,5.14348343111,5.84522151561,5.84522151553,5.84522151553,5.84522151553,5.845221515544,5.845221515544,5.8452215156,5.84522151571,5.845221515671,5.845221515671,5.572948753171,5.8452215156,5.84522151562,5.84522151562,4.9530081806,4.6315674727,3.08487547426,5.84522151516,5.74368316716,4.5848325468,5.84522151576,5.84522151576,5.14142913726,3.8468013552,2.084404088,4.04835211512,4.91391213504,4.16355446154,6.38795823306,6.38795823306,6.38795823311,6.38795823311,6.38795823314,6.38795823274,6.38795823311,6.38795823311,6.38795823314,3.80937859634,5.72012262965,6.38795823293,6.23883884133,5.95213297023,6.38795823333,5.53071097984,6.38795823333,6.38795823333,6.06641289973,5.50013289363,3.56972438242,3.65032443322,3.83058600352,6.38795823332,3.22693002775,4.90055733452,6.38795823342,6.38795823342,6.38795823342,6.36431140592,2.88871376846,5.91655217906,5.5234534914,6.38795823336,5.64822840165,5.14319505236,6.38795823346,6.21983535636,6.38795823346,6.38795823346,6.38795823346,6.38795823336,5.22004467256,6.38795823316,6.38795823316,6.38795823331,5.23349829631,6.38795823326,6.38795823326,3.17085115826,4.7082757374,9.67992980101,9.67992980101,9.67992980099,9.67992980089,9.67992980089,9.5319363686,6.6403776326,8.9786362435,9.679929801459,9.679929801459,9.67992980146,9.6799298014,9.6799298014,9.67992980145,9.67992980145,9.34552903958,9.67992980138,9.67992980148,9.67992980148,9.67992980151,9.67992980151,9.67992980155,9.67992980155,9.67992980155,9.67992980115,9.67992980115,9.67992980119,8.81440751069,9.2809850143,8.77634549183,9.6799298013,9.6799298013,9.6799298014,9.67992980137,9.67992980137,8.125250178,6.81551743284,9.67992980134,9.21367546764,9.67992980184,6.08268645501,6.73546810401,5.4911529713,9.6799298013,9.1061296608,9.1169205383,9.6799298011,6.1488723368,5.3223646598
"t107",11.0100935485,6.372833531,7.5547746717,7.36534351086,8.154853795,8.1437527353,5.4540987691,0,0.9880904798,1.3128949628,2.120191373,2.120191373,1.7824292289,2.1201913729,2.120191372976,2.120191372976,2.17804913402,2.2183402599,5.6196099635,6.23522143699,6.23522143699,5.2004472723,5.4009435891,6.2352214375,4.1228808636,5.16610517998,9.4784281208,9.4784281208,9.4784281214,9.4784281214,8.04741717346,9.4784281207,9.4784281207,9.4784281207,7.6936564301,9.1831776019,8.70351847755,8.70743474045,9.47842812104,9.47842812104,9.31907903965,9.14788937015,8.24514562901,9.47842812132,9.47842812132,8.77669003661,9.47842812111,9.47842812103,9.47842812103,9.47842812103,9.478428121044,9.478428121044,9.4784281211,9.47842812121,9.478428121171,9.478428121171,9.206155358671,9.4784281211,9.47842812112,9.47842812112,8.5862147861,8.2647740782,6.71808207976,9.47842812066,9.37688977266,8.2180391523,9.47842812126,9.47842812126,8.77463574276,7.4800079607,5.7176106935,7.68155872062,8.54711874054,7.79676106704,10.02116483856,10.02116483856,10.02116483861,10.02116483861,10.02116483864,10.02116483824,10.02116483861,10.02116483861,10.02116483864,7.44258520184,9.35332923515,10.02116483843,9.87204544683,9.58533957573,10.02116483883,9.16391758534,10.02116483883,10.02116483883,9.69961950523,9.13333949913,7.20293098792,7.28353103872,7.46379260902,10.02116483882,6.86013663325,8.53376394002,10.02116483892,10.02116483892,10.02116483892,9.99751801142,6.52192037396,9.54975878456,9.1566600969,10.02116483886,9.28143500715,8.77640165786,10.02116483896,9.85304196186,10.02116483896,10.02116483896,10.02116483896,10.02116483886,8.85325127806,10.02116483866,10.02116483866,10.02116483881,8.86670490181,10.02116483876,10.02116483876,6.80405776376,8.3414823429,13.31313640651,13.31313640651,13.31313640649,13.31313640639,13.31313640639,13.1651429741,10.2735842381,12.611842849,13.313136406959,13.313136406959,13.31313640696,13.3131364069,13.3131364069,13.31313640695,13.31313640695,12.97873564508,13.31313640688,13.31313640698,13.31313640698,13.31313640701,13.31313640701,13.31313640705,13.31313640705,13.31313640705,13.31313640665,13.31313640665,13.31313640669,12.44761411619,12.9141916198,12.40955209733,13.3131364068,13.3131364068,13.3131364069,13.31313640687,13.31313640687,11.7584567835,10.44872403834,13.31313640684,12.84688207314,13.31313640734,9.71589306051,10.36867470951,9.1243595768,13.3131364068,12.7393362663,12.7501271438,13.3131364066,9.7820789423,8.9555712653
"t108",11.0100935485,6.372833531,7.5547746717,7.36534351086,8.154853795,8.1437527353,5.4540987691,0.9880904798,0,1.3128949628,2.120191373,2.120191373,1.7824292289,2.1201913729,2.120191372976,2.120191372976,2.17804913402,2.2183402599,5.6196099635,6.23522143699,6.23522143699,5.2004472723,5.4009435891,6.2352214375,4.1228808636,5.16610517998,9.4784281208,9.4784281208,9.4784281214,9.4784281214,8.04741717346,9.4784281207,9.4784281207,9.4784281207,7.6936564301,9.1831776019,8.70351847755,8.70743474045,9.47842812104,9.47842812104,9.31907903965,9.14788937015,8.24514562901,9.47842812132,9.47842812132,8.77669003661,9.47842812111,9.47842812103,9.47842812103,9.47842812103,9.478428121044,9.478428121044,9.4784281211,9.47842812121,9.478428121171,9.478428121171,9.206155358671,9.4784281211,9.47842812112,9.47842812112,8.5862147861,8.2647740782,6.71808207976,9.47842812066,9.37688977266,8.2180391523,9.47842812126,9.47842812126,8.77463574276,7.4800079607,5.7176106935,7.68155872062,8.54711874054,7.79676106704,10.02116483856,10.02116483856,10.02116483861,10.02116483861,10.02116483864,10.02116483824,10.02116483861,10.02116483861,10.02116483864,7.44258520184,9.35332923515,10.02116483843,9.87204544683,9.58533957573,10.02116483883,9.16391758534,10.02116483883,10.02116483883,9.69961950523,9.13333949913,7.20293098792,7.28353103872,7.46379260902,10.02116483882,6.86013663325,8.53376394002,10.02116483892,10.02116483892,10.02116483892,9.99751801142,6.52192037396,9.54975878456,9.1566600969,10.02116483886,9.28143500715,8.77640165786,10.02116483896,9.85304196186,10.02116483896,10.02116483896,10.02116483896,10.02116483886,8.85325127806,10.02116483866,10.02116483866,10.02116483881,8.86670490181,10.02116483876,10.02116483876,6.80405776376,8.3414823429,13.31313640651,13.31313640651,13.31313640649,13.31313640639,13.31313640639,13.1651429741,10.2735842381,12.611842849,13.313136406959,13.313136406959,13.31313640696,13.3131364069,13.3131364069,13.31313640695,13.31313640695,12.97873564508,13.31313640688,13.31313640698,13.31313640698,13.31313640701,13.31313640701,13.31313640705,13.31313640705,13.31313640705,13.31313640665,13.31313640665,13.31313640669,12.44761411619,12.9141916198,12.40955209733,13.3131364068,13.3131364068,13.3131364069,13.31313640687,13.31313640687,11.7584567835,10.44872403834,13.31313640684,12.84688207314,13.31313640734,9.71589306051,10.36867470951,9.1243595768,13.3131364068,12.7393362663,12.7501271438,13.3131364066,9.7820789423,8.9555712653
"t98",11.0100935485,6.372833531,7.5547746717,7.36534351086,8.154853795,8.1437527353,5.4540987691,1.3128949628,1.3128949628,0,2.120191373,2.120191373,1.7824292289,2.1201913729,2.120191372976,2.120191372976,2.17804913402,2.2183402599,5.6196099635,6.23522143699,6.23522143699,5.2004472723,5.4009435891,6.2352214375,4.1228808636,5.16610517998,9.4784281208,9.4784281208,9.4784281214,9.4784281214,8.04741717346,9.4784281207,9.4784281207,9.4784281207,7.6936564301,9.1831776019,8.70351847755,8.70743474045,9.47842812104,9.47842812104,9.31907903965,9.14788937015,8.24514562901,9.47842812132,9.47842812132,8.77669003661,9.47842812111,9.47842812103,9.47842812103,9.47842812103,9.478428121044,9.478428121044,9.4784281211,9.47842812121,9.478428121171,9.478428121171,9.206155358671,9.4784281211,9.47842812112,9.47842812112,8.5862147861,8.2647740782,6.71808207976,9.47842812066,9.37688977266,8.2180391523,9.47842812126,9.47842812126,8.77463574276,7.4800079607,5.7176106935,7.68155872062,8.54711874054,7.79676106704,10.02116483856,10.02116483856,10.02116483861,10.02116483861,10.02116483864,10.02116483824,10.02116483861,10.02116483861,10.02116483864,7.44258520184,9.35332923515,10.02116483843,9.87204544683,9.58533957573,10.02116483883,9.16391758534,10.02116483883,10.02116483883,9.69961950523,9.13333949913,7.20293098792,7.28353103872,7.46379260902,10.02116483882,6.86013663325,8.53376394002,10.02116483892,10.02116483892,10.02116483892,9.99751801142,6.52192037396,9.54975878456,9.1566600969,10.02116483886,9.28143500715,8.77640165786,10.02116483896,9.85304196186,10.02116483896,10.02116483896,10.02116483896,10.02116483886,8.85325127806,10.02116483866,10.02116483866,10.02116483881,8.86670490181,10.02116483876,10.02116483876,6.80405776376,8.3414823429,13.31313640651,13.31313640651,13.31313640649,13.31313640639,13.31313640639,13.1651429741,10.2735842381,12.611842849,13.313136406959,13.313136406959,13.31313640696,13.3131364069,13.3131364069,13.31313640695,13.31313640695,12.97873564508,13.31313640688,13.31313640698,13.31313640698,13.31313640701,13.31313640701,13.31313640705,13.31313640705,13.31313640705,13.31313640665,13.31313640665,13.31313640669,12.44761411619,12.9141916198,12.40955209733,13.3131364068,13.3131364068,13.3131364069,13.31313640687,13.31313640687,11.7584567835,10.44872403834,13.31313640684,12.84688207314,13.31313640734,9.71589306051,10.36867470951,9.1243595768,13.3131364068,12.7393362663,12.7501271438,13.3131364066,9.7820789423,8.9555712653
