,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,-1.8935059,8.411657,6.867943,6.032933,4.959076,4.042743,6.964554,4.945509,4.120711,3.5104222,6.670692,7.5218315,5.7398953,2.9736178,1.9899276,4.3445406,5.049813
t9,-1.1824961,6.0179653,3.5683873,4.755479,5.370297,3.6359475,6.3759956,4.8165464,4.658726,3.7591228,4.02329,7.674031,6.979541,4.644914,2.9964316,5.4894023,3.6942635
t18,-1.1971735,6.127854,3.7452214,4.677008,5.4494934,3.6276593,6.4518423,4.8241925,4.704171,3.7542264,4.133959,7.8155165,7.016077,4.596799,3.0840397,5.5669827,3.5909348
t19,-1.1491138,6.0268826,3.7412791,4.836338,5.3809834,3.5614188,6.353682,4.8345394,4.717437,3.7961853,4.1399536,7.7579775,6.964939,4.5676227,2.9360826,5.5551395,3.6730218
t28,-1.0988396,6.2128577,3.7675586,4.7335486,5.513019,3.5755942,6.4119635,4.773376,4.778943,3.8046935,4.15176,7.8710604,7.044499,4.556272,3.0911124,5.6546397,3.5415423
t29,-1.1080049,6.2013774,3.7275944,4.716808,5.4811068,3.5425334,6.4329543,4.8045917,4.791767,3.7981079,4.126694,7.846802,7.002064,4.543315,3.133665,5.638851,3.5668812
t10,-1.1320882,5.970677,3.5744743,4.841339,5.3961554,3.5866418,6.296102,4.771761,4.6248226,3.802176,3.9382648,7.6725864,6.9653025,4.7356105,2.90406,5.541941,3.7097619
t107,12.240652,8.118502,7.495585,4.521311,9.872747,-1.2832587,4.581657,9.95309,0.28891206,0.24661428,8.645854,5.960107,8.90288,1.3900954,-0.04665921,4.9100623,5.32821
t108,12.257993,8.193503,7.4537506,4.478691,9.911303,-1.2083781,4.6378894,10.04933,0.23604816,0.3421853,8.775695,5.9610844,9.008481,1.3983147,0.04314168,4.959493,5.331972
t98,12.27354,8.06782,7.4380713,4.5789957,9.873379,-1.202579,4.5541244,9.933487,0.26429522,0.16821657,8.63618,5.8493147,8.787073,1.4773322,-0.13027178,4.935628,5.371575
t100,12.225822,8.150878,7.5160847,4.5142117,9.914904,-1.3515971,4.585672,9.976565,0.24725565,0.26687175,8.5709,5.997742,8.921735,1.4361064,-0.030965911,4.932684,5.3756046
t101,12.268206,8.124868,7.4907694,4.4635167,9.828616,-1.3270425,4.5205917,9.970943,0.31646708,0.279022,8.595963,6.0365424,8.969863,1.3744783,-0.011777087,4.8754826,5.3482327
t109,11.984469,8.203967,7.5960503,4.689437,9.848279,-1.4892764,4.6368513,10.091697,0.17604372,0.36561427,8.60214,6.0407124,8.869691,1.2951185,0.09323504,4.924605,5.2605495
t110,12.031894,8.124761,7.5675597,4.7011228,9.871218,-1.4460523,4.57989,10.126305,0.14618282,0.35509023,8.515647,5.9231873,8.778127,1.4221267,0.07051158,4.9216275,5.3624296
t173,12.157404,8.210864,7.52838,4.5708694,9.937265,-1.3998384,4.616568,10.05933,0.19452743,0.3698138,8.591137,6.0236645,8.926051,1.4145248,0.065589234,4.9731693,5.3554893
t174,12.081747,8.176286,7.5451555,4.6128635,9.861613,-1.4071783,4.5661745,10.052576,0.18324772,0.3419769,8.617145,6.017608,8.876981,1.3434466,0.052726366,4.9371214,5.28056
t64,12.289347,8.0944605,7.476701,4.4544,9.800256,-1.2448447,4.526442,9.915867,0.37111345,0.23230974,8.683585,6.017639,8.9698515,1.3276471,-0.051392063,4.8528757,5.294585
t63,12.293482,8.092184,7.510041,4.479429,9.858136,-1.2769318,4.594459,9.920287,0.35716608,0.2216869,8.638803,5.9660196,8.950386,1.3763746,-0.06232962,4.8675942,5.353332
