"","t1","t5","t6","t39","t73","t74","t48","t52","t53","t49","t111","t112","t25","t28","t29","t67","t68","t19","t91","t92","t43","t44","t13","t100","t101","t127","t128","t54","t77","t83","t84","t65","t9","t12","t31","t34","t115","t116","t60","t121","t122","t108","t109","t110","t129","t130","t97","t14","t15","t85","t86","t90","t106","t107","t82","t87","t88","t7","t3","t46","t47","t22","t113","t114","t56","t50","t51","t24","t11","t23","t30","t81","t104","t105","t4","t16","t17","t18","t98","t99","t89","t93","t94","t76","t72","t125","t126","t75","t66","t21","t58","t59","t79","t80","t33","t69","t78","t123","t124","t102","t103","t26","t27","t55","t95","t96","t42","t32","t63","t117","t118","t45","t61","t62","t70","t71","t8","t35","t36","t57","t119","t120","t64","t2","t37","t38","t40","t41","t20","t10"
"t1",0,2.7037427291,2.7086422871,4.8518154287,5.34019675722,5.34019675722,4.55548375955,4.749650888653,5.340196757153,5.34019675715,5.34019675719,5.34019675719,4.5538893877,5.3401967567,4.7487720649,5.34019675678,5.34019675678,5.34019675683,5.34019675693,5.34019675693,5.34019675703,5.04989325193,4.24350806583,5.34019675698,5.34019675698,5.340196757006,5.340196757006,5.34019675679,5.34019675682,5.34019675676,5.34019675676,5.34019675679,3.97749523829,4.06889318539,5.34019675659,4.51185126255,5.34019675705,5.34019675705,5.34019675699,5.34019675698,5.34019675698,5.34019675699,5.34019675699,5.34019675699,5.340196756961,5.340196756961,5.34019675699,3.80928054069,3.52864813864,5.3401967566,5.3401967566,5.3401967566,5.3401967566,5.3401967566,5.3401967566,5.34019675659,5.34019675659,3.0799916767,1.91839176179,5.34019675679,5.34019675679,5.34019675689,5.34019675676,5.34019675676,5.34019675676,5.11141707756,5.34019675676,5.34019675676,3.5926224343,5.3056959498,5.3401967564,5.3401967568,5.3401967568,5.3401967568,2.8894222552,5.87943805769,4.82256917255,5.87943805775,5.87943805756,5.87943805756,5.87943805729,5.87943805723,5.87943805723,5.79810814691,5.87943805726,5.87943805722,5.87943805722,5.87943805723,5.87943805726,4.67505611552,5.87943805728,5.87943805728,5.87943805727,5.87943805727,5.87943805757,5.87943805726,5.87943805729,5.87943805726,5.87943805726,5.87943805749,5.87943805749,4.91669930419,5.87943805789,5.87943805763,5.87943805763,5.87943805763,5.87943805753,5.87943805716,5.87943805759,5.87943805749,5.87943805749,5.0147125184,5.87943805779,5.87943805779,5.8794380575,5.8794380575,4.6842918328,5.41649863359,5.87943805709,5.8794380573,5.87943805733,5.87943805733,5.87943805733,3.1038529068,6.7063400013,7.5827210358,7.58272103609,7.58272103609,7.58272103609,7.58272103639
"t5",2.7037427291,0,0.4619146164,4.464303399,4.95268472752,4.95268472752,4.16797172985,4.362138858953,4.952684727453,4.95268472745,4.95268472749,4.95268472749,4.370816449,5.157123818,4.5656991262,5.15712381808,5.15712381808,5.15712381813,5.15712381823,5.15712381823,5.15712381833,4.86682031323,4.06043512713,5.15712381828,5.15712381828,5.157123818306,5.157123818306,5.15712381809,5.15712381812,5.15712381806,5.15712381806,5.15712381809,3.79442229959,3.88582024669,5.15712381789,4.32877832385,5.15712381835,5.15712381835,5.15712381829,5.15712381828,5.15712381828,5.15712381829,5.15712381829,5.15712381829,5.157123818261,5.157123818261,5.15712381829,3.62620760199,3.34557519994,5.1571238179,5.1571238179,5.1571238179,5.1571238179,5.1571238179,5.1571238179,5.15712381789,5.15712381789,2.896918738,1.93906852049,5.36087351549,5.36087351549,5.36087351559,5.36087351546,5.36087351546,5.36087351546,5.13209383626,5.36087351546,5.36087351546,3.613299193,5.3263727085,5.3608735151,5.3608735155,5.3608735155,5.3608735155,4.4891256831,7.47914148559,6.42227260045,7.47914148565,7.47914148546,7.47914148546,7.47914148519,7.47914148513,7.47914148513,7.39781157481,7.47914148516,7.47914148512,7.47914148512,7.47914148513,7.47914148516,6.27475954342,7.47914148518,7.47914148518,7.47914148517,7.47914148517,7.47914148547,7.47914148516,7.47914148519,7.47914148516,7.47914148516,7.47914148539,7.47914148539,6.51640273209,7.47914148579,7.47914148553,7.47914148553,7.47914148553,7.47914148543,7.47914148506,7.47914148549,7.47914148539,7.47914148539,6.6144159463,7.47914148569,7.47914148569,7.4791414854,7.4791414854,6.2839952607,7.01620206149,7.47914148499,7.4791414852,7.47914148523,7.47914148523,7.47914148523,4.7035563347,8.3060434292,9.1824244637,9.18242446399,9.18242446399,9.18242446399,9.18242446429
"t6",2.7086422871,0.4619146164,0,4.469202957,4.95758428552,4.95758428552,4.17287128785,4.367038416953,4.957584285453,4.95758428545,4.95758428549,4.95758428549,4.375716007,5.162023376,4.5705986842,5.16202337608,5.16202337608,5.16202337613,5.16202337623,5.16202337623,5.16202337633,4.87171987123,4.06533468513,5.16202337628,5.16202337628,5.162023376306,5.162023376306,5.16202337609,5.16202337612,5.16202337606,5.16202337606,5.16202337609,3.79932185759,3.89071980469,5.16202337589,4.33367788185,5.16202337635,5.16202337635,5.16202337629,5.16202337628,5.16202337628,5.16202337629,5.16202337629,5.16202337629,5.162023376261,5.162023376261,5.16202337629,3.63110715999,3.35047475794,5.1620233759,5.1620233759,5.1620233759,5.1620233759,5.1620233759,5.1620233759,5.16202337589,5.16202337589,2.901818296,1.94396807849,5.36577307349,5.36577307349,5.36577307359,5.36577307346,5.36577307346,5.36577307346,5.13699339426,5.36577307346,5.36577307346,3.618198751,5.3312722665,5.3657730731,5.3657730735,5.3657730735,5.3657730735,4.4940252411,7.48404104359,6.42717215845,7.48404104365,7.48404104346,7.48404104346,7.48404104319,7.48404104313,7.48404104313,7.40271113281,7.48404104316,7.48404104312,7.48404104312,7.48404104313,7.48404104316,6.27965910142,7.48404104318,7.48404104318,7.48404104317,7.48404104317,7.48404104347,7.48404104316,7.48404104319,7.48404104316,7.48404104316,7.48404104339,7.48404104339,6.52130229009,7.48404104379,7.48404104353,7.48404104353,7.48404104353,7.48404104343,7.48404104306,7.48404104349,7.48404104339,7.48404104339,6.6193155043,7.48404104369,7.48404104369,7.4840410434,7.4840410434,6.2888948187,7.02110161949,7.48404104299,7.4840410432,7.48404104323,7.48404104323,7.48404104323,4.7084558927,8.3109429872,9.1873240217,9.18732402199,9.18732402199,9.18732402199,9.18732402229
"t39",4.8518154287,4.464303399,4.469202957,0,1.49344959312,1.49344959312,0.70873659545,0.902903724553,1.493449593053,1.49344959305,1.49344959309,1.49344959309,6.5188891486,7.3051965176,6.7137718258,7.30519651768,7.30519651768,7.30519651773,7.30519651783,7.30519651783,7.30519651793,7.01489301283,6.20850782673,7.30519651788,7.30519651788,7.305196517906,7.305196517906,7.30519651769,7.30519651772,7.30519651766,7.30519651766,7.30519651769,5.94249499919,6.03389294629,7.30519651749,6.47685102345,7.30519651795,7.30519651795,7.30519651789,7.30519651788,7.30519651788,7.30519651789,7.30519651789,7.30519651789,7.305196517861,7.305196517861,7.30519651789,5.77428030159,5.49364789954,7.3051965175,7.3051965175,7.3051965175,7.3051965175,7.3051965175,7.3051965175,7.30519651749,7.30519651749,5.0449914376,4.08714122009,7.50894621509,7.50894621509,7.50894621519,7.50894621506,7.50894621506,7.50894621506,7.28016653586,7.50894621506,7.50894621506,5.7613718926,7.4744454081,7.5089462147,7.5089462151,7.5089462151,7.5089462151,6.6371983827,9.62721418519,8.57034530005,9.62721418525,9.62721418506,9.62721418506,9.62721418479,9.62721418473,9.62721418473,9.54588427441,9.62721418476,9.62721418472,9.62721418472,9.62721418473,9.62721418476,8.42283224302,9.62721418478,9.62721418478,9.62721418477,9.62721418477,9.62721418507,9.62721418476,9.62721418479,9.62721418476,9.62721418476,9.62721418499,9.62721418499,8.66447543169,9.62721418539,9.62721418513,9.62721418513,9.62721418513,9.62721418503,9.62721418466,9.62721418509,9.62721418499,9.62721418499,8.7624886459,9.62721418529,9.62721418529,9.627214185,9.627214185,8.4320679603,9.16427476109,9.62721418459,9.6272141848,9.62721418483,9.62721418483,9.62721418483,6.8516290343,10.4541161288,11.3304971633,11.33049716359,11.33049716359,11.33049716359,11.33049716389
"t73",5.34019675722,4.95268472752,4.95758428552,1.49344959312,0,1.0063647156,0.88873750753,1.212859427973,1.803405296473,1.80340529647,1.82940834883,1.82940834883,7.00727047712,7.79357784612,7.20215315432,7.7935778462,7.7935778462,7.79357784625,7.79357784635,7.79357784635,7.79357784645,7.50327434135,6.69688915525,7.7935778464,7.7935778464,7.793577846426,7.793577846426,7.79357784621,7.79357784624,7.79357784618,7.79357784618,7.79357784621,6.43087632771,6.52227427481,7.79357784601,6.96523235197,7.79357784647,7.79357784647,7.79357784641,7.7935778464,7.7935778464,7.79357784641,7.79357784641,7.79357784641,7.793577846381,7.793577846381,7.79357784641,6.26266163011,5.98202922806,7.79357784602,7.79357784602,7.79357784602,7.79357784602,7.79357784602,7.79357784602,7.79357784601,7.79357784601,5.53337276612,4.57552254861,7.99732754361,7.99732754361,7.99732754371,7.99732754358,7.99732754358,7.99732754358,7.76854786438,7.99732754358,7.99732754358,6.24975322112,7.96282673662,7.99732754322,7.99732754362,7.99732754362,7.99732754362,7.12557971122,10.11559551371,9.05872662857,10.11559551377,10.11559551358,10.11559551358,10.11559551331,10.11559551325,10.11559551325,10.03426560293,10.11559551328,10.11559551324,10.11559551324,10.11559551325,10.11559551328,8.91121357154,10.1155955133,10.1155955133,10.11559551329,10.11559551329,10.11559551359,10.11559551328,10.11559551331,10.11559551328,10.11559551328,10.11559551351,10.11559551351,9.15285676021,10.11559551391,10.11559551365,10.11559551365,10.11559551365,10.11559551355,10.11559551318,10.11559551361,10.11559551351,10.11559551351,9.25086997442,10.11559551381,10.11559551381,10.11559551352,10.11559551352,8.92044928882,9.65265608961,10.11559551311,10.11559551332,10.11559551335,10.11559551335,10.11559551335,7.34001036282,10.94249745732,11.81887849182,11.81887849211,11.81887849211,11.81887849211,11.81887849241
"t74",5.34019675722,4.95268472752,4.95758428552,1.49344959312,1.0063647156,0,0.88873750753,1.212859427973,1.803405296473,1.80340529647,1.82940834883,1.82940834883,7.00727047712,7.79357784612,7.20215315432,7.7935778462,7.7935778462,7.79357784625,7.79357784635,7.79357784635,7.79357784645,7.50327434135,6.69688915525,7.7935778464,7.7935778464,7.793577846426,7.793577846426,7.79357784621,7.79357784624,7.79357784618,7.79357784618,7.79357784621,6.43087632771,6.52227427481,7.79357784601,6.96523235197,7.79357784647,7.79357784647,7.79357784641,7.7935778464,7.7935778464,7.79357784641,7.79357784641,7.79357784641,7.793577846381,7.793577846381,7.79357784641,6.26266163011,5.98202922806,7.79357784602,7.79357784602,7.79357784602,7.79357784602,7.79357784602,7.79357784602,7.79357784601,7.79357784601,5.53337276612,4.57552254861,7.99732754361,7.99732754361,7.99732754371,7.99732754358,7.99732754358,7.99732754358,7.76854786438,7.99732754358,7.99732754358,6.24975322112,7.96282673662,7.99732754322,7.99732754362,7.99732754362,7.99732754362,7.12557971122,10.11559551371,9.05872662857,10.11559551377,10.11559551358,10.11559551358,10.11559551331,10.11559551325,10.11559551325,10.03426560293,10.11559551328,10.11559551324,10.11559551324,10.11559551325,10.11559551328,8.91121357154,10.1155955133,10.1155955133,10.11559551329,10.11559551329,10.11559551359,10.11559551328,10.11559551331,10.11559551328,10.11559551328,10.11559551351,10.11559551351,9.15285676021,10.11559551391,10.11559551365,10.11559551365,10.11559551365,10.11559551355,10.11559551318,10.11559551361,10.11559551351,10.11559551351,9.25086997442,10.11559551381,10.11559551381,10.11559551352,10.11559551352,8.92044928882,9.65265608961,10.11559551311,10.11559551332,10.11559551335,10.11559551335,10.11559551335,7.34001036282,10.94249745732,11.81887849182,11.81887849211,11.81887849211,11.81887849211,11.81887849241
"t48",4.55548375955,4.16797172985,4.17287128785,0.70873659545,0.88873750753,0.88873750753,0,0.428146430303,1.018692298803,1.0186922988,1.04469535116,1.04469535116,6.22255747945,7.00886484845,6.41744015665,7.00886484853,7.00886484853,7.00886484858,7.00886484868,7.00886484868,7.00886484878,6.71856134368,5.91217615758,7.00886484873,7.00886484873,7.008864848756,7.008864848756,7.00886484854,7.00886484857,7.00886484851,7.00886484851,7.00886484854,5.64616333004,5.73756127714,7.00886484834,6.1805193543,7.0088648488,7.0088648488,7.00886484874,7.00886484873,7.00886484873,7.00886484874,7.00886484874,7.00886484874,7.008864848711,7.008864848711,7.00886484874,5.47794863244,5.19731623039,7.00886484835,7.00886484835,7.00886484835,7.00886484835,7.00886484835,7.00886484835,7.00886484834,7.00886484834,4.74865976845,3.79080955094,7.21261454594,7.21261454594,7.21261454604,7.21261454591,7.21261454591,7.21261454591,6.98383486671,7.21261454591,7.21261454591,5.46504022345,7.17811373895,7.21261454555,7.21261454595,7.21261454595,7.21261454595,6.34086671355,9.33088251604,8.2740136309,9.3308825161,9.33088251591,9.33088251591,9.33088251564,9.33088251558,9.33088251558,9.24955260526,9.33088251561,9.33088251557,9.33088251557,9.33088251558,9.33088251561,8.12650057387,9.33088251563,9.33088251563,9.33088251562,9.33088251562,9.33088251592,9.33088251561,9.33088251564,9.33088251561,9.33088251561,9.33088251584,9.33088251584,8.36814376254,9.33088251624,9.33088251598,9.33088251598,9.33088251598,9.33088251588,9.33088251551,9.33088251594,9.33088251584,9.33088251584,8.46615697675,9.33088251614,9.33088251614,9.33088251585,9.33088251585,8.13573629115,8.86794309194,9.33088251544,9.33088251565,9.33088251568,9.33088251568,9.33088251568,6.55529736515,10.15778445965,11.03416549415,11.03416549444,11.03416549444,11.03416549444,11.03416549474
"t52",4.749650888653,4.362138858953,4.367038416953,0.902903724553,1.212859427973,1.212859427973,0.428146430303,0,0.9860444623,0.999969754903,1.238862480263,1.238862480263,6.416724608553,7.203031977553,6.611607285753,7.203031977633,7.203031977633,7.203031977683,7.203031977783,7.203031977783,7.203031977883,6.912728472783,6.106343286683,7.203031977833,7.203031977833,7.203031977859,7.203031977859,7.203031977643,7.203031977673,7.203031977613,7.203031977613,7.203031977643,5.840330459143,5.931728406243,7.203031977443,6.374686483403,7.203031977903,7.203031977903,7.203031977843,7.203031977833,7.203031977833,7.203031977843,7.203031977843,7.203031977843,7.203031977814,7.203031977814,7.203031977843,5.672115761543,5.391483359493,7.203031977453,7.203031977453,7.203031977453,7.203031977453,7.203031977453,7.203031977453,7.203031977443,7.203031977443,4.942826897553,3.984976680043,7.406781675043,7.406781675043,7.406781675143,7.406781675013,7.406781675013,7.406781675013,7.178001995813,7.406781675013,7.406781675013,5.659207352553,7.372280868053,7.406781674653,7.406781675053,7.406781675053,7.406781675053,6.535033842653,9.525049645143,8.468180760003,9.525049645203,9.525049645013,9.525049645013,9.525049644743,9.525049644683,9.525049644683,9.443719734363,9.525049644713,9.525049644673,9.525049644673,9.525049644683,9.525049644713,8.320667702973,9.525049644733,9.525049644733,9.525049644723,9.525049644723,9.525049645023,9.525049644713,9.525049644743,9.525049644713,9.525049644713,9.525049644943,9.525049644943,8.562310891643,9.525049645343,9.525049645083,9.525049645083,9.525049645083,9.525049644983,9.525049644613,9.525049645043,9.525049644943,9.525049644943,8.660324105853,9.525049645243,9.525049645243,9.525049644953,9.525049644953,8.329903420253,9.062110221043,9.525049644543,9.525049644753,9.525049644783,9.525049644783,9.525049644783,6.749464494253,10.351951588753,11.228332623253,11.228332623543,11.228332623543,11.228332623543,11.228332623843
"t53",5.340196757153,4.952684727453,4.957584285453,1.493449593053,1.803405296473,1.803405296473,1.018692298803,0.9860444623,0,1.590515623403,1.829408348763,1.829408348763,7.007270477053,7.793577846053,7.202153154253,7.793577846133,7.793577846133,7.793577846183,7.793577846283,7.793577846283,7.793577846383,7.503274341283,6.696889155183,7.793577846333,7.793577846333,7.793577846359,7.793577846359,7.793577846143,7.793577846173,7.793577846113,7.793577846113,7.793577846143,6.430876327643,6.522274274743,7.793577845943,6.965232351903,7.793577846403,7.793577846403,7.793577846343,7.793577846333,7.793577846333,7.793577846343,7.793577846343,7.793577846343,7.793577846314,7.793577846314,7.793577846343,6.262661630043,5.982029227993,7.793577845953,7.793577845953,7.793577845953,7.793577845953,7.793577845953,7.793577845953,7.793577845943,7.793577845943,5.533372766053,4.575522548543,7.997327543543,7.997327543543,7.997327543643,7.997327543513,7.997327543513,7.997327543513,7.768547864313,7.997327543513,7.997327543513,6.249753221053,7.962826736553,7.997327543153,7.997327543553,7.997327543553,7.997327543553,7.125579711153,10.115595513643,9.058726628503,10.115595513703,10.115595513513,10.115595513513,10.115595513243,10.115595513183,10.115595513183,10.034265602863,10.115595513213,10.115595513173,10.115595513173,10.115595513183,10.115595513213,8.911213571473,10.115595513233,10.115595513233,10.115595513223,10.115595513223,10.115595513523,10.115595513213,10.115595513243,10.115595513213,10.115595513213,10.115595513443,10.115595513443,9.152856760143,10.115595513843,10.115595513583,10.115595513583,10.115595513583,10.115595513483,10.115595513113,10.115595513543,10.115595513443,10.115595513443,9.250869974353,10.115595513743,10.115595513743,10.115595513453,10.115595513453,8.920449288753,9.652656089543,10.115595513043,10.115595513253,10.115595513283,10.115595513283,10.115595513283,7.340010362753,10.942497457253,11.818878491753,11.818878492043,11.818878492043,11.818878492043,11.818878492343
"t49",5.34019675715,4.95268472745,4.95758428545,1.49344959305,1.80340529647,1.80340529647,1.0186922988,0.999969754903,1.590515623403,0,1.82940834876,1.82940834876,7.00727047705,7.79357784605,7.20215315425,7.79357784613,7.79357784613,7.79357784618,7.79357784628,7.79357784628,7.79357784638,7.50327434128,6.69688915518,7.79357784633,7.79357784633,7.793577846356,7.793577846356,7.79357784614,7.79357784617,7.79357784611,7.79357784611,7.79357784614,6.43087632764,6.52227427474,7.79357784594,6.9652323519,7.7935778464,7.7935778464,7.79357784634,7.79357784633,7.79357784633,7.79357784634,7.79357784634,7.79357784634,7.793577846311,7.793577846311,7.79357784634,6.26266163004,5.98202922799,7.79357784595,7.79357784595,7.79357784595,7.79357784595,7.79357784595,7.79357784595,7.79357784594,7.79357784594,5.53337276605,4.57552254854,7.99732754354,7.99732754354,7.99732754364,7.99732754351,7.99732754351,7.99732754351,7.76854786431,7.99732754351,7.99732754351,6.24975322105,7.96282673655,7.99732754315,7.99732754355,7.99732754355,7.99732754355,7.12557971115,10.11559551364,9.0587266285,10.1155955137,10.11559551351,10.11559551351,10.11559551324,10.11559551318,10.11559551318,10.03426560286,10.11559551321,10.11559551317,10.11559551317,10.11559551318,10.11559551321,8.91121357147,10.11559551323,10.11559551323,10.11559551322,10.11559551322,10.11559551352,10.11559551321,10.11559551324,10.11559551321,10.11559551321,10.11559551344,10.11559551344,9.15285676014,10.11559551384,10.11559551358,10.11559551358,10.11559551358,10.11559551348,10.11559551311,10.11559551354,10.11559551344,10.11559551344,9.25086997435,10.11559551374,10.11559551374,10.11559551345,10.11559551345,8.92044928875,9.65265608954,10.11559551304,10.11559551325,10.11559551328,10.11559551328,10.11559551328,7.34001036275,10.94249745725,11.81887849175,11.81887849204,11.81887849204,11.81887849204,11.81887849234
