"","turnover.rates","eps.values","transition.rates"
"1",0.0634913570247591,0.144961207173765,NA
"2",0.640316376229748,0.256218208465725,0.862246045144275
"3",0.575742318062112,0.969729217234999,0.26306094462052
"4",0.402784008765593,0.573505428619683,0.450325025711209
"5",0.0634913570247591,0.144961207173765,0.298572278115898
"6",0.640316376229748,0.256218208465725,NA
"7",0.575742318062112,0.969729217234999,0.330343813402578
"8",0.402784008765593,0.573505428619683,0.476561321876943
"9",0.0634913570247591,0.144961207173765,0.690205687424168
"10",0.640316376229748,0.256218208465725,0.923511261353269
"11",0.575742318062112,0.969729217234999,NA
"12",0.402784008765593,0.573505428619683,0.386932474328205
"13",0.0634913570247591,0.144961207173765,0.690549667458981
"14",0.640316376229748,0.256218208465725,0.695092438952997
"15",0.575742318062112,0.969729217234999,0.302899621194229
"16",0.402784008765593,0.573505428619683,NA
