"","t1","t3","t11","t12","t119","t120","t52","t79","t80","t51","t10","t81","t100","t101","t55","t56","t72","t73","t93","t94","t6","t5","t8","t24","t25","t28","t29","t57","t115","t116","t69","t27","t59","t85","t86","t117","t118","t70","t71","t46","t30","t26","t13","t87","t123","t124","t111","t112","t7","t95","t102","t103","t31","t67","t68","t18","t19","t17","t14","t32","t35","t76","t77","t89","t90","t84","t113","t114","t16","t20","t96","t97","t38","t22","t23","t36","t37","t107","t108","t78","t58","t104","t105","t91","t92","t88","t66","t39","t50","t53","t54","t47","t9","t62","t63","t15","t74","t75","t4","t21","t44","t45","t42","t43","t48","t49","t33","t34","t109","t110","t106","t121","t122","t64","t65","t98","t99","t82","t83","t60","t61","t40","t41","t2"
"t1",0,1.20789540039,7.4203927266,6.233462406,7.42039272657,7.42039272657,7.276683742103,7.420392726603,7.420392726603,7.420392726603,7.420392727003,7.4203927272,7.4109578948,7.4203927272,7.4203927273,7.4203927273,7.4203927272,7.4203927272,7.4203927272,7.4203927272,7.4203927275,6.6416036998,6.86337968164,6.55823167634,7.42039272684,7.42039272754,6.74188933004,7.42039272714,7.42039272713,7.42039272713,7.42039272714,6.44951499404,7.42039272714,7.26898940526,7.42039272714,7.42039272732,7.42039272732,7.42039272754,7.42039272754,7.42039272764,7.42039272764,7.35087232724,6.07711887744,7.42039272724,7.420392727213,7.420392727213,7.42039272719,7.42039272719,7.42039272688,7.42039272731,7.42039272727,7.42039272727,7.42039272731,7.42039272731,7.42039272731,7.42039272741,7.42039272741,6.81815881621,7.42039272768,6.89966291888,7.05847772641,7.42039272731,7.42039272731,7.42039272731,7.42039272731,7.42039272778,7.42039272776,7.42039272776,6.0121178902,6.26030200258,7.42039272728,7.42039272728,6.91185962798,7.42039272708,7.40675882208,7.42039272718,7.42039272718,7.42039272726,7.42039272726,7.42039272717,7.42039272724,7.42039272728,7.42039272728,7.420392727206,7.420392727206,7.26969374901,7.42039272722,7.42039272727,7.42039272717,7.42039272716,7.42039272716,7.42039272717,7.42039272684,7.42039272704,7.42039272704,7.42039272724,7.4203927269,7.4203927269,4.6517620534,7.4203927275,7.4203927272,7.4203927272,7.1224635104,7.4203927272,7.4203927271,7.4203927271,7.4203927272,7.4203927272,7.42039272672,7.42039272672,7.42039272672,7.420392726769,7.420392726769,7.4203927268,7.4203927268,7.4203927273,7.4203927273,7.4203927273,7.4203927273,7.4203927273,7.4203927273,7.4203927272,7.4203927272,0.89369653389
"t3",1.20789540039,0,6.33861896979,5.15168864919,6.33861896976,6.33861896976,6.194909985293,6.338618969793,6.338618969793,6.338618969793,6.338618970193,6.33861897039,6.32918413799,6.33861897039,6.33861897049,6.33861897049,6.33861897039,6.33861897039,6.33861897039,6.33861897039,6.33861897069,5.55982994299,5.78160592483,5.47645791953,6.33861897003,6.33861897073,5.66011557323,6.33861897033,6.33861897032,6.33861897032,6.33861897033,5.36774123723,6.33861897033,6.18721564845,6.33861897033,6.33861897051,6.33861897051,6.33861897073,6.33861897073,6.33861897083,6.33861897083,6.26909857043,4.99534512063,6.33861897043,6.338618970403,6.338618970403,6.33861897038,6.33861897038,6.33861897007,6.3386189705,6.33861897046,6.33861897046,6.3386189705,6.3386189705,6.3386189705,6.3386189706,6.3386189706,5.7363850594,6.33861897087,5.81788916207,5.9767039696,6.3386189705,6.3386189705,6.3386189705,6.3386189705,6.33861897097,6.33861897095,6.33861897095,4.93034413339,5.17852824577,6.33861897047,6.33861897047,5.83008587117,6.33861897027,6.32498506527,6.33861897037,6.33861897037,6.33861897045,6.33861897045,6.33861897036,6.33861897043,6.33861897047,6.33861897047,6.338618970396,6.338618970396,6.1879199922,6.33861897041,6.33861897046,6.33861897036,6.33861897035,6.33861897035,6.33861897036,6.33861897003,6.33861897023,6.33861897023,6.33861897043,6.33861897009,6.33861897009,3.56998829659,6.33861897069,6.33861897039,6.33861897039,6.04068975359,6.33861897039,6.33861897029,6.33861897029,6.33861897039,6.33861897039,6.33861896991,6.33861896991,6.33861896991,6.338618969959,6.338618969959,6.33861896999,6.33861896999,6.33861897049,6.33861897049,6.33861897049,6.33861897049,6.33861897049,6.33861897049,6.33861897039,6.33861897039,0.36822574828
"t11",7.4203927266,6.33861896979,0,2.0566705074,3.46290361757,3.46290361757,3.319194633103,3.462903617603,3.462903617603,3.462903617603,3.462903618003,5.6721127042,5.6626778718,5.6721127042,5.6721127043,5.6721127043,5.6721127042,5.6721127042,5.6721127042,5.6721127042,5.6721127045,4.8933236768,6.79342995824,6.48828195294,7.35044300344,7.35044300414,6.67193960664,7.35044300374,7.35044300373,7.35044300373,7.35044300374,6.37956527064,7.35044300374,7.19903968186,7.35044300374,7.35044300392,7.35044300392,7.35044300414,7.35044300414,7.35044300424,7.35044300424,7.28092260384,6.00716915404,7.35044300384,7.350443003813,7.350443003813,7.35044300379,7.35044300379,7.35044300348,7.35044300391,7.35044300387,7.35044300387,7.35044300391,7.35044300391,7.35044300391,7.35044300401,7.35044300401,6.74820909281,7.35044300428,6.82971319548,6.98852800301,7.35044300391,7.35044300391,7.35044300391,7.35044300391,7.35044300438,7.35044300436,7.35044300436,5.9421681668,6.19035227918,7.35044300388,7.35044300388,6.84190990458,7.35044300368,7.33680909868,7.35044300378,7.35044300378,7.35044300386,7.35044300386,7.35044300377,7.35044300384,7.35044300388,7.35044300388,7.350443003806,7.350443003806,7.19974402561,7.35044300382,7.35044300387,7.35044300377,7.35044300376,7.35044300376,7.35044300377,7.35044300344,7.35044300364,7.35044300364,7.35044300384,7.3504430035,7.3504430035,4.8828714328,7.6515021069,7.6515021066,7.6515021066,7.3535728898,7.6515021066,7.6515021065,7.6515021065,7.6515021066,7.6515021066,7.65150210612,7.65150210612,7.65150210612,7.651502106169,7.651502106169,7.6515021062,7.6515021062,7.6515021067,7.6515021067,7.6515021067,7.6515021067,7.6515021067,7.6515021067,7.6515021066,7.6515021066,6.58072307449
"t12",6.233462406,5.15168864919,2.0566705074,0,2.27597329697,2.27597329697,2.132264312503,2.275973297003,2.275973297003,2.275973297003,2.275973297403,4.4851823836,4.4757475512,4.4851823836,4.4851823837,4.4851823837,4.4851823836,4.4851823836,4.4851823836,4.4851823836,4.4851823839,3.7063933562,5.60649963764,5.30135163234,6.16351268284,6.16351268354,5.48500928604,6.16351268314,6.16351268313,6.16351268313,6.16351268314,5.19263495004,6.16351268314,6.01210936126,6.16351268314,6.16351268332,6.16351268332,6.16351268354,6.16351268354,6.16351268364,6.16351268364,6.09399228324,4.82023883344,6.16351268324,6.163512683213,6.163512683213,6.16351268319,6.16351268319,6.16351268288,6.16351268331,6.16351268327,6.16351268327,6.16351268331,6.16351268331,6.16351268331,6.16351268341,6.16351268341,5.56127877221,6.16351268368,5.64278287488,5.80159768241,6.16351268331,6.16351268331,6.16351268331,6.16351268331,6.16351268378,6.16351268376,6.16351268376,4.7552378462,5.00342195858,6.16351268328,6.16351268328,5.65497958398,6.16351268308,6.14987877808,6.16351268318,6.16351268318,6.16351268326,6.16351268326,6.16351268317,6.16351268324,6.16351268328,6.16351268328,6.163512683206,6.163512683206,6.01281370501,6.16351268322,6.16351268327,6.16351268317,6.16351268316,6.16351268316,6.16351268317,6.16351268284,6.16351268304,6.16351268304,6.16351268324,6.1635126829,6.1635126829,3.6959411122,6.4645717863,6.464571786,6.464571786,6.1666425692,6.464571786,6.4645717859,6.4645717859,6.464571786,6.464571786,6.46457178552,6.46457178552,6.46457178552,6.464571785569,6.464571785569,6.4645717856,6.4645717856,6.4645717861,6.4645717861,6.4645717861,6.4645717861,6.4645717861,6.4645717861,6.464571786,6.464571786,5.39379275389
"t119",7.42039272657,6.33861896976,3.46290361757,2.27597329697,0,0.014189277134,0.814801693667,1.288699455167,1.288699455167,1.288699455167,3.453850891567,5.67211270417,5.66267787177,5.67211270417,5.67211270427,5.67211270427,5.67211270417,5.67211270417,5.67211270417,5.67211270417,5.67211270447,4.89332367677,6.79342995821,6.48828195291,7.35044300341,7.35044300411,6.67193960661,7.35044300371,7.3504430037,7.3504430037,7.35044300371,6.37956527061,7.35044300371,7.19903968183,7.35044300371,7.35044300389,7.35044300389,7.35044300411,7.35044300411,7.35044300421,7.35044300421,7.28092260381,6.00716915401,7.35044300381,7.350443003783,7.350443003783,7.35044300376,7.35044300376,7.35044300345,7.35044300388,7.35044300384,7.35044300384,7.35044300388,7.35044300388,7.35044300388,7.35044300398,7.35044300398,6.74820909278,7.35044300425,6.82971319545,6.98852800298,7.35044300388,7.35044300388,7.35044300388,7.35044300388,7.35044300435,7.35044300433,7.35044300433,5.94216816677,6.19035227915,7.35044300385,7.35044300385,6.84190990455,7.35044300365,7.33680909865,7.35044300375,7.35044300375,7.35044300383,7.35044300383,7.35044300374,7.35044300381,7.35044300385,7.35044300385,7.350443003776,7.350443003776,7.19974402558,7.35044300379,7.35044300384,7.35044300374,7.35044300373,7.35044300373,7.35044300374,7.35044300341,7.35044300361,7.35044300361,7.35044300381,7.35044300347,7.35044300347,4.88287143277,7.65150210687,7.65150210657,7.65150210657,7.35357288977,7.65150210657,7.65150210647,7.65150210647,7.65150210657,7.65150210657,7.65150210609,7.65150210609,7.65150210609,7.651502106139,7.651502106139,7.65150210617,7.65150210617,7.65150210667,7.65150210667,7.65150210667,7.65150210667,7.65150210667,7.65150210667,7.65150210657,7.65150210657,6.58072307446
"t120",7.42039272657,6.33861896976,3.46290361757,2.27597329697,0.014189277134,0,0.814801693667,1.288699455167,1.288699455167,1.288699455167,3.453850891567,5.67211270417,5.66267787177,5.67211270417,5.67211270427,5.67211270427,5.67211270417,5.67211270417,5.67211270417,5.67211270417,5.67211270447,4.89332367677,6.79342995821,6.48828195291,7.35044300341,7.35044300411,6.67193960661,7.35044300371,7.3504430037,7.3504430037,7.35044300371,6.37956527061,7.35044300371,7.19903968183,7.35044300371,7.35044300389,7.35044300389,7.35044300411,7.35044300411,7.35044300421,7.35044300421,7.28092260381,6.00716915401,7.35044300381,7.350443003783,7.350443003783,7.35044300376,7.35044300376,7.35044300345,7.35044300388,7.35044300384,7.35044300384,7.35044300388,7.35044300388,7.35044300388,7.35044300398,7.35044300398,6.74820909278,7.35044300425,6.82971319545,6.98852800298,7.35044300388,7.35044300388,7.35044300388,7.35044300388,7.35044300435,7.35044300433,7.35044300433,5.94216816677,6.19035227915,7.35044300385,7.35044300385,6.84190990455,7.35044300365,7.33680909865,7.35044300375,7.35044300375,7.35044300383,7.35044300383,7.35044300374,7.35044300381,7.35044300385,7.35044300385,7.350443003776,7.350443003776,7.19974402558,7.35044300379,7.35044300384,7.35044300374,7.35044300373,7.35044300373,7.35044300374,7.35044300341,7.35044300361,7.35044300361,7.35044300381,7.35044300347,7.35044300347,4.88287143277,7.65150210687,7.65150210657,7.65150210657,7.35357288977,7.65150210657,7.65150210647,7.65150210647,7.65150210657,7.65150210657,7.65150210609,7.65150210609,7.65150210609,7.651502106139,7.651502106139,7.65150210617,7.65150210617,7.65150210667,7.65150210667,7.65150210667,7.65150210667,7.65150210667,7.65150210667,7.65150210657,7.65150210657,6.58072307446
"t52",7.276683742103,6.194909985293,3.319194633103,2.132264312503,0.814801693667,0.814801693667,0,1.1449904707,1.1449904707,1.1449904707,3.3101419071,5.528403719703,5.518968887303,5.528403719703,5.528403719803,5.528403719803,5.528403719703,5.528403719703,5.528403719703,5.528403719703,5.528403720003,4.749614692303,6.649720973743,6.344572968443,7.206734018943,7.206734019643,6.528230622143,7.206734019243,7.206734019233,7.206734019233,7.206734019243,6.235856286143,7.206734019243,7.055330697363,7.206734019243,7.206734019423,7.206734019423,7.206734019643,7.206734019643,7.206734019743,7.206734019743,7.137213619343,5.863460169543,7.206734019343,7.206734019316,7.206734019316,7.206734019293,7.206734019293,7.206734018983,7.206734019413,7.206734019373,7.206734019373,7.206734019413,7.206734019413,7.206734019413,7.206734019513,7.206734019513,6.604500108313,7.206734019783,6.686004210983,6.844819018513,7.206734019413,7.206734019413,7.206734019413,7.206734019413,7.206734019883,7.206734019863,7.206734019863,5.798459182303,6.046643294683,7.206734019383,7.206734019383,6.698200920083,7.206734019183,7.193100114183,7.206734019283,7.206734019283,7.206734019363,7.206734019363,7.206734019273,7.206734019343,7.206734019383,7.206734019383,7.206734019309,7.206734019309,7.056035041113,7.206734019323,7.206734019373,7.206734019273,7.206734019263,7.206734019263,7.206734019273,7.206734018943,7.206734019143,7.206734019143,7.206734019343,7.206734019003,7.206734019003,4.739162448303,7.507793122403,7.507793122103,7.507793122103,7.209863905303,7.507793122103,7.507793122003,7.507793122003,7.507793122103,7.507793122103,7.507793121623,7.507793121623,7.507793121623,7.507793121672,7.507793121672,7.507793121703,7.507793121703,7.507793122203,7.507793122203,7.507793122203,7.507793122203,7.507793122203,7.507793122203,7.507793122103,7.507793122103,6.437014089993
"t79",7.420392726603,6.338618969793,3.462903617603,2.275973297003,1.288699455167,1.288699455167,1.1449904707,0,0.5151964222,1.0073772588,3.4538508916,5.672112704203,5.662677871803,5.672112704203,5.672112704303,5.672112704303,5.672112704203,5.672112704203,5.672112704203,5.672112704203,5.672112704503,4.893323676803,6.793429958243,6.488281952943,7.350443003443,7.350443004143,6.671939606643,7.350443003743,7.350443003733,7.350443003733,7.350443003743,6.379565270643,7.350443003743,7.199039681863,7.350443003743,7.350443003923,7.350443003923,7.350443004143,7.350443004143,7.350443004243,7.350443004243,7.280922603843,6.007169154043,7.350443003843,7.350443003816,7.350443003816,7.350443003793,7.350443003793,7.350443003483,7.350443003913,7.350443003873,7.350443003873,7.350443003913,7.350443003913,7.350443003913,7.350443004013,7.350443004013,6.748209092813,7.350443004283,6.829713195483,6.988528003013,7.350443003913,7.350443003913,7.350443003913,7.350443003913,7.350443004383,7.350443004363,7.350443004363,5.942168166803,6.190352279183,7.350443003883,7.350443003883,6.841909904583,7.350443003683,7.336809098683,7.350443003783,7.350443003783,7.350443003863,7.350443003863,7.350443003773,7.350443003843,7.350443003883,7.350443003883,7.350443003809,7.350443003809,7.199744025613,7.350443003823,7.350443003873,7.350443003773,7.350443003763,7.350443003763,7.350443003773,7.350443003443,7.350443003643,7.350443003643,7.350443003843,7.350443003503,7.350443003503,4.882871432803,7.651502106903,7.651502106603,7.651502106603,7.353572889803,7.651502106603,7.651502106503,7.651502106503,7.651502106603,7.651502106603,7.651502106123,7.651502106123,7.651502106123,7.651502106172,7.651502106172,7.651502106203,7.651502106203,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106603,7.651502106603,6.580723074493
"t80",7.420392726603,6.338618969793,3.462903617603,2.275973297003,1.288699455167,1.288699455167,1.1449904707,0.5151964222,0,1.0073772588,3.4538508916,5.672112704203,5.662677871803,5.672112704203,5.672112704303,5.672112704303,5.672112704203,5.672112704203,5.672112704203,5.672112704203,5.672112704503,4.893323676803,6.793429958243,6.488281952943,7.350443003443,7.350443004143,6.671939606643,7.350443003743,7.350443003733,7.350443003733,7.350443003743,6.379565270643,7.350443003743,7.199039681863,7.350443003743,7.350443003923,7.350443003923,7.350443004143,7.350443004143,7.350443004243,7.350443004243,7.280922603843,6.007169154043,7.350443003843,7.350443003816,7.350443003816,7.350443003793,7.350443003793,7.350443003483,7.350443003913,7.350443003873,7.350443003873,7.350443003913,7.350443003913,7.350443003913,7.350443004013,7.350443004013,6.748209092813,7.350443004283,6.829713195483,6.988528003013,7.350443003913,7.350443003913,7.350443003913,7.350443003913,7.350443004383,7.350443004363,7.350443004363,5.942168166803,6.190352279183,7.350443003883,7.350443003883,6.841909904583,7.350443003683,7.336809098683,7.350443003783,7.350443003783,7.350443003863,7.350443003863,7.350443003773,7.350443003843,7.350443003883,7.350443003883,7.350443003809,7.350443003809,7.199744025613,7.350443003823,7.350443003873,7.350443003773,7.350443003763,7.350443003763,7.350443003773,7.350443003443,7.350443003643,7.350443003643,7.350443003843,7.350443003503,7.350443003503,4.882871432803,7.651502106903,7.651502106603,7.651502106603,7.353572889803,7.651502106603,7.651502106503,7.651502106503,7.651502106603,7.651502106603,7.651502106123,7.651502106123,7.651502106123,7.651502106172,7.651502106172,7.651502106203,7.651502106203,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106603,7.651502106603,6.580723074493
"t51",7.420392726603,6.338618969793,3.462903617603,2.275973297003,1.288699455167,1.288699455167,1.1449904707,1.0073772588,1.0073772588,0,3.4538508916,5.672112704203,5.662677871803,5.672112704203,5.672112704303,5.672112704303,5.672112704203,5.672112704203,5.672112704203,5.672112704203,5.672112704503,4.893323676803,6.793429958243,6.488281952943,7.350443003443,7.350443004143,6.671939606643,7.350443003743,7.350443003733,7.350443003733,7.350443003743,6.379565270643,7.350443003743,7.199039681863,7.350443003743,7.350443003923,7.350443003923,7.350443004143,7.350443004143,7.350443004243,7.350443004243,7.280922603843,6.007169154043,7.350443003843,7.350443003816,7.350443003816,7.350443003793,7.350443003793,7.350443003483,7.350443003913,7.350443003873,7.350443003873,7.350443003913,7.350443003913,7.350443003913,7.350443004013,7.350443004013,6.748209092813,7.350443004283,6.829713195483,6.988528003013,7.350443003913,7.350443003913,7.350443003913,7.350443003913,7.350443004383,7.350443004363,7.350443004363,5.942168166803,6.190352279183,7.350443003883,7.350443003883,6.841909904583,7.350443003683,7.336809098683,7.350443003783,7.350443003783,7.350443003863,7.350443003863,7.350443003773,7.350443003843,7.350443003883,7.350443003883,7.350443003809,7.350443003809,7.199744025613,7.350443003823,7.350443003873,7.350443003773,7.350443003763,7.350443003763,7.350443003773,7.350443003443,7.350443003643,7.350443003643,7.350443003843,7.350443003503,7.350443003503,4.882871432803,7.651502106903,7.651502106603,7.651502106603,7.353572889803,7.651502106603,7.651502106503,7.651502106503,7.651502106603,7.651502106603,7.651502106123,7.651502106123,7.651502106123,7.651502106172,7.651502106172,7.651502106203,7.651502106203,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106703,7.651502106603,7.651502106603,6.580723074493
