"","t1","t68","t69","t48","t97","t98","t23","t71","t90","t91","t32","t36","t51","t52","t16","t38","t39","t101","t102","t29","t20","t34","t86","t87","t31","t18","t6","t49","t50","t37","t40","t41","t7","t3","t63","t64","t55","t83","t84","t79","t75","t76","t47","t28","t15","t99","t100","t114","t115","t88","t89","t103","t104","t62","t46","t77","t78","t10","t11","t9","t5","t4","t44","t118","t119","t58","t95","t96","t92","t74","t93","t94","t66","t67","t30","t59","t60","t2","t14","t21","t110","t111","t42","t43","t33","t61","t80","t109","t116","t117","t24","t25","t22","t17","t8","t70","t81","t82","t12","t13","t53","t54","t19","t45","t56","t57","t85","t105","t106","t26","t27","t112","t113","t65","t72","t73","t107","t108","t35"
"t1",0,2.9599079859,2.9599079859,2.9599079859,2.95990798594,2.95990798594,2.9599079859,2.9599079859,2.9599079859,2.9599079859,2.9599079859,2.9599079858,2.9599079858,2.9599079858,2.0698298534,2.9599079858,2.95990798584,2.95990798588,2.95990798588,2.4333192246,2.95990798584,2.95990798581,2.95990798581,2.95990798581,2.31810398472,2.95990798534,2.95990798564,3.19283929441,3.19283929441,3.19283929441,3.19283929451,3.19283929451,2.11475613571,1.90718395281,3.1928392943,3.1928392943,3.19283929431,3.19283929458,3.19283929458,3.1928392946,3.19283929469,3.19283929469,3.19283929459,2.69522302129,2.6765433414,3.19283929448,3.19283929448,3.19283929448,3.19283929448,3.19283929446,3.19283929446,3.19283929452,3.19283929452,3.19283929457,3.19283929457,3.1928392944,3.1928392944,2.415387113394,2.064129759794,2.5720008026,1.85734364404,3.19283929455,3.1928392945,3.192839294498,3.192839294498,3.1928392945,3.1928392947,3.1928392947,3.1928392947,3.6509319164,3.6509319164,3.6509319164,3.65093191635,3.65093191635,3.6509319164,3.390172587,3.6509319164,1.53425018521,3.30808462796,3.65093191616,3.65093191617,3.65093191617,3.65093191624,3.65093191624,3.65093191615,3.65093191615,3.65093191615,3.65093191615,3.65093191615,3.65093191615,3.23086173566,3.65093191616,3.6509319162,3.6509319163,3.65093191657,3.65093191567,3.65093191567,3.65093191567,3.6509319162,3.6509319162,3.650931916,3.650931916,3.650931916,3.3823836508,3.65093191612,3.65093191612,3.650931916,3.64763031775,3.65093191604,3.65093191599,3.65093191599,3.65093191599,3.65093191599,3.65093191596,3.65093191596,3.650931915957,3.650931915967,3.650931915967,3.2601164606
"t68",2.9599079859,0,0.6607611432,2.0879127964,2.08791279644,2.08791279644,2.0879127964,2.0879127964,2.0879127964,2.0879127964,2.0879127964,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
"t69",2.9599079859,0.6607611432,0,2.0879127964,2.08791279644,2.08791279644,2.0879127964,2.0879127964,2.0879127964,2.0879127964,2.0879127964,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
"t48",2.9599079859,2.0879127964,2.0879127964,0,0.92967737484,0.92967737484,1.5951211112,1.5951211112,1.5951211112,1.5951211112,1.5951211112,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
"t97",2.95990798594,2.08791279644,2.08791279644,0.92967737484,0,0.16679571628,1.59512111124,1.59512111124,1.59512111124,1.59512111124,1.59512111124,4.38611475834,4.38611475834,4.38611475834,3.49603662594,4.38611475834,4.38611475838,4.38611475842,4.38611475842,3.85952599714,4.38611475838,4.38611475835,4.38611475835,4.38611475835,3.74431075726,4.38611475788,4.38611475818,5.53516809135,5.53516809135,5.53516809135,5.53516809145,5.53516809145,4.45708493265,4.24951274975,5.53516809124,5.53516809124,5.53516809125,5.53516809152,5.53516809152,5.53516809154,5.53516809163,5.53516809163,5.53516809153,5.03755181823,5.01887213834,5.53516809142,5.53516809142,5.53516809142,5.53516809142,5.5351680914,5.5351680914,5.53516809146,5.53516809146,5.53516809151,5.53516809151,5.53516809134,5.53516809134,4.757715910334,4.406458556734,4.91432959954,4.19967244098,5.53516809149,5.53516809144,5.535168091438,5.535168091438,5.53516809144,5.53516809164,5.53516809164,5.53516809164,5.99326071334,5.99326071334,5.99326071334,5.99326071329,5.99326071329,5.99326071334,5.73250138394,5.99326071334,3.87657898215,5.6504134249,5.9932607131,5.99326071311,5.99326071311,5.99326071318,5.99326071318,5.99326071309,5.99326071309,5.99326071309,5.99326071309,5.99326071309,5.99326071309,5.5731905326,5.9932607131,5.99326071314,5.99326071324,5.99326071351,5.99326071261,5.99326071261,5.99326071261,5.99326071314,5.99326071314,5.99326071294,5.99326071294,5.99326071294,5.72471244774,5.99326071306,5.99326071306,5.99326071294,5.98995911469,5.99326071298,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.9932607129,5.9932607129,5.993260712897,5.993260712907,5.993260712907,5.60244525754
"t98",2.95990798594,2.08791279644,2.08791279644,0.92967737484,0.16679571628,0,1.59512111124,1.59512111124,1.59512111124,1.59512111124,1.59512111124,4.38611475834,4.38611475834,4.38611475834,3.49603662594,4.38611475834,4.38611475838,4.38611475842,4.38611475842,3.85952599714,4.38611475838,4.38611475835,4.38611475835,4.38611475835,3.74431075726,4.38611475788,4.38611475818,5.53516809135,5.53516809135,5.53516809135,5.53516809145,5.53516809145,4.45708493265,4.24951274975,5.53516809124,5.53516809124,5.53516809125,5.53516809152,5.53516809152,5.53516809154,5.53516809163,5.53516809163,5.53516809153,5.03755181823,5.01887213834,5.53516809142,5.53516809142,5.53516809142,5.53516809142,5.5351680914,5.5351680914,5.53516809146,5.53516809146,5.53516809151,5.53516809151,5.53516809134,5.53516809134,4.757715910334,4.406458556734,4.91432959954,4.19967244098,5.53516809149,5.53516809144,5.535168091438,5.535168091438,5.53516809144,5.53516809164,5.53516809164,5.53516809164,5.99326071334,5.99326071334,5.99326071334,5.99326071329,5.99326071329,5.99326071334,5.73250138394,5.99326071334,3.87657898215,5.6504134249,5.9932607131,5.99326071311,5.99326071311,5.99326071318,5.99326071318,5.99326071309,5.99326071309,5.99326071309,5.99326071309,5.99326071309,5.99326071309,5.5731905326,5.9932607131,5.99326071314,5.99326071324,5.99326071351,5.99326071261,5.99326071261,5.99326071261,5.99326071314,5.99326071314,5.99326071294,5.99326071294,5.99326071294,5.72471244774,5.99326071306,5.99326071306,5.99326071294,5.98995911469,5.99326071298,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.9932607129,5.9932607129,5.993260712897,5.993260712907,5.993260712907,5.60244525754
"t23",2.9599079859,2.0879127964,2.0879127964,1.5951211112,1.59512111124,1.59512111124,0,1.5181928952,1.5181928952,1.5181928952,1.5181928952,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
"t71",2.9599079859,2.0879127964,2.0879127964,1.5951211112,1.59512111124,1.59512111124,1.5181928952,0,0.5791399178,0.5791399178,1.299055572,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
"t90",2.9599079859,2.0879127964,2.0879127964,1.5951211112,1.59512111124,1.59512111124,1.5181928952,0.5791399178,0,0.2474374598,1.299055572,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
"t91",2.9599079859,2.0879127964,2.0879127964,1.5951211112,1.59512111124,1.59512111124,1.5181928952,0.5791399178,0.2474374598,0,1.299055572,4.3861147583,4.3861147583,4.3861147583,3.4960366259,4.3861147583,4.38611475834,4.38611475838,4.38611475838,3.8595259971,4.38611475834,4.38611475831,4.38611475831,4.38611475831,3.74431075722,4.38611475784,4.38611475814,5.53516809131,5.53516809131,5.53516809131,5.53516809141,5.53516809141,4.45708493261,4.24951274971,5.5351680912,5.5351680912,5.53516809121,5.53516809148,5.53516809148,5.5351680915,5.53516809159,5.53516809159,5.53516809149,5.03755181819,5.0188721383,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809136,5.53516809136,5.53516809142,5.53516809142,5.53516809147,5.53516809147,5.5351680913,5.5351680913,4.757715910294,4.406458556694,4.9143295995,4.19967244094,5.53516809145,5.5351680914,5.535168091398,5.535168091398,5.5351680914,5.5351680916,5.5351680916,5.5351680916,5.9932607133,5.9932607133,5.9932607133,5.99326071325,5.99326071325,5.9932607133,5.7325013839,5.9932607133,3.87657898211,5.65041342486,5.99326071306,5.99326071307,5.99326071307,5.99326071314,5.99326071314,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.99326071305,5.57319053256,5.99326071306,5.9932607131,5.9932607132,5.99326071347,5.99326071257,5.99326071257,5.99326071257,5.9932607131,5.9932607131,5.9932607129,5.9932607129,5.9932607129,5.7247124477,5.99326071302,5.99326071302,5.9932607129,5.98995911465,5.99326071294,5.99326071289,5.99326071289,5.99326071289,5.99326071289,5.99326071286,5.99326071286,5.993260712857,5.993260712867,5.993260712867,5.6024452575
