"","t1","t68","t69","t48","t97","t98","t23","t71","t90","t91","t32","t36","t51","t52","t16","t38","t39","t101","t102","t29","t20","t34","t86","t87","t31","t18","t6","t49","t50","t37","t40","t41","t7","t3","t63","t64","t55","t83","t84","t79","t75","t76","t47","t28","t15","t99","t100","t114","t115","t88","t89","t103","t104","t62","t46","t77","t78","t10","t11","t9","t5","t4","t44","t118","t119","t58","t95","t96","t92","t74","t93","t94","t66","t67","t30","t59","t60","t2","t14","t21","t110","t111","t42","t43","t33","t61","t80","t109","t116","t117","t24","t25","t22","t17","t8","t70","t81","t82","t12","t13","t53","t54","t19","t45","t56","t57","t85","t105","t106","t26","t27","t112","t113","t65","t72","t73","t107","t108","t35"
"t41",3.19283929451,5.53516809141,5.53516809141,5.53516809141,5.53516809145,5.53516809145,5.53516809141,5.53516809141,5.53516809141,5.53516809141,5.53516809141,5.53516809131,5.53516809131,5.53516809131,4.64508995891,5.53516809131,5.53516809135,5.53516809139,5.53516809139,5.00857933011,5.53516809135,5.53516809132,5.53516809132,5.53516809132,4.89336409023,5.53516809085,5.53516809115,1.7576217419,1.7576217419,1.7576217419,1.0349037502,0,1.7860202184,2.6296191659,4.34341255159,4.34341255159,4.3434125516,4.42394398819,4.42394398819,4.42394398821,4.4239439883,4.4239439883,4.4239439882,3.9263277149,3.90764803501,4.42394398809,4.42394398809,4.42394398809,4.42394398809,4.42394398807,4.42394398807,4.42394398813,4.42394398813,4.42394398818,4.42394398818,4.42394398801,4.42394398801,3.646491807004,3.295234453404,3.80310549621,3.08844833765,4.42394398816,4.43370516881,4.433705168808,4.433705168808,4.43370516881,4.43370516901,4.43370516901,4.43370516901,5.99326071311,5.99326071311,5.99326071311,5.99326071306,5.99326071306,5.99326071311,5.73250138371,5.99326071311,3.87657898192,5.65041342467,5.99326071287,5.99326071288,5.99326071288,5.99326071295,5.99326071295,5.99326071286,5.99326071286,5.99326071286,5.99326071286,5.99326071286,5.99326071286,5.57319053237,5.99326071287,5.99326071291,5.99326071301,5.99326071328,5.99326071238,5.99326071238,5.99326071238,5.99326071291,5.99326071291,5.99326071271,5.99326071271,5.99326071271,5.72471244751,5.99326071283,5.99326071283,5.99326071271,5.98995911446,5.99326071275,5.9932607127,5.9932607127,5.9932607127,5.9932607127,5.99326071267,5.99326071267,5.993260712667,5.993260712677,5.993260712677,5.60244525731
"t7",2.11475613571,4.45708493261,4.45708493261,4.45708493261,4.45708493265,4.45708493265,4.45708493261,4.45708493261,4.45708493261,4.45708493261,4.45708493261,4.45708493251,4.45708493251,4.45708493251,3.56700680011,4.45708493251,4.45708493255,4.45708493259,4.45708493259,3.93049617131,4.45708493255,4.45708493252,4.45708493252,4.45708493252,3.81528093143,4.45708493205,4.45708493235,1.7860202183,1.7860202183,1.7860202183,1.7860202184,1.7860202184,0,1.5515360071,3.26532939279,3.26532939279,3.2653293928,3.34586082939,3.34586082939,3.34586082941,3.3458608295,3.3458608295,3.3458608294,2.8482445561,2.82956487621,3.34586082929,3.34586082929,3.34586082929,3.34586082929,3.34586082927,3.34586082927,3.34586082933,3.34586082933,3.34586082938,3.34586082938,3.34586082921,3.34586082921,2.568408648204,2.217151294604,2.72502233741,2.01036517885,3.34586082936,3.35562201001,3.355622010008,3.355622010008,3.35562201001,3.35562201021,3.35562201021,3.35562201021,4.91517755431,4.91517755431,4.91517755431,4.91517755426,4.91517755426,4.91517755431,4.65441822491,4.91517755431,2.79849582312,4.57233026587,4.91517755407,4.91517755408,4.91517755408,4.91517755415,4.91517755415,4.91517755406,4.91517755406,4.91517755406,4.91517755406,4.91517755406,4.91517755406,4.49510737357,4.91517755407,4.91517755411,4.91517755421,4.91517755448,4.91517755358,4.91517755358,4.91517755358,4.91517755411,4.91517755411,4.91517755391,4.91517755391,4.91517755391,4.64662928871,4.91517755403,4.91517755403,4.91517755391,4.91187595566,4.91517755395,4.9151775539,4.9151775539,4.9151775539,4.9151775539,4.91517755387,4.91517755387,4.915177553867,4.915177553877,4.915177553877,4.52436209851
"t3",1.90718395281,4.24951274971,4.24951274971,4.24951274971,4.24951274975,4.24951274975,4.24951274971,4.24951274971,4.24951274971,4.24951274971,4.24951274971,4.24951274961,4.24951274961,4.24951274961,3.35943461721,4.24951274961,4.24951274965,4.24951274969,4.24951274969,3.72292398841,4.24951274965,4.24951274962,4.24951274962,4.24951274962,3.60770874853,4.24951274915,4.24951274945,2.6296191658,2.6296191658,2.6296191658,2.6296191659,2.6296191659,1.5515360071,0,3.05775720989,3.05775720989,3.0577572099,3.13828864649,3.13828864649,3.13828864651,3.1382886466,3.1382886466,3.1382886465,2.6406723732,2.62199269331,3.13828864639,3.13828864639,3.13828864639,3.13828864639,3.13828864637,3.13828864637,3.13828864643,3.13828864643,3.13828864648,3.13828864648,3.13828864631,3.13828864631,2.360836465304,2.009579111704,2.51745015451,1.80279299595,3.13828864646,3.14804982711,3.148049827108,3.148049827108,3.14804982711,3.14804982731,3.14804982731,3.14804982731,4.70760537141,4.70760537141,4.70760537141,4.70760537136,4.70760537136,4.70760537141,4.44684604201,4.70760537141,2.59092364022,4.36475808297,4.70760537117,4.70760537118,4.70760537118,4.70760537125,4.70760537125,4.70760537116,4.70760537116,4.70760537116,4.70760537116,4.70760537116,4.70760537116,4.28753519067,4.70760537117,4.70760537121,4.70760537131,4.70760537158,4.70760537068,4.70760537068,4.70760537068,4.70760537121,4.70760537121,4.70760537101,4.70760537101,4.70760537101,4.43905710581,4.70760537113,4.70760537113,4.70760537101,4.70430377276,4.70760537105,4.707605371,4.707605371,4.707605371,4.707605371,4.70760537097,4.70760537097,4.707605370967,4.707605370977,4.707605370977,4.31678991561
"t63",3.1928392943,5.5351680912,5.5351680912,5.5351680912,5.53516809124,5.53516809124,5.5351680912,5.5351680912,5.5351680912,5.5351680912,5.5351680912,5.5351680911,5.5351680911,5.5351680911,4.6450899587,5.5351680911,5.53516809114,5.53516809118,5.53516809118,5.0085793299,5.53516809114,5.53516809111,5.53516809111,5.53516809111,4.89336409002,5.53516809064,5.53516809094,4.34341255149,4.34341255149,4.34341255149,4.34341255159,4.34341255159,3.26532939279,3.05775720989,0,0.6867532476,0.83054500339,4.42394398798,4.42394398798,4.423943988,4.42394398809,4.42394398809,4.42394398799,3.92632771469,3.9076480348,4.42394398788,4.42394398788,4.42394398788,4.42394398788,4.42394398786,4.42394398786,4.42394398792,4.42394398792,4.42394398797,4.42394398797,4.4239439878,4.4239439878,3.646491806794,3.295234453194,3.803105496,3.08844833744,4.42394398795,4.4337051686,4.433705168598,4.433705168598,4.4337051686,4.4337051688,4.4337051688,4.4337051688,5.9932607129,5.9932607129,5.9932607129,5.99326071285,5.99326071285,5.9932607129,5.7325013835,5.9932607129,3.87657898171,5.65041342446,5.99326071266,5.99326071267,5.99326071267,5.99326071274,5.99326071274,5.99326071265,5.99326071265,5.99326071265,5.99326071265,5.99326071265,5.99326071265,5.57319053216,5.99326071266,5.9932607127,5.9932607128,5.99326071307,5.99326071217,5.99326071217,5.99326071217,5.9932607127,5.9932607127,5.9932607125,5.9932607125,5.9932607125,5.7247124473,5.99326071262,5.99326071262,5.9932607125,5.98995911425,5.99326071254,5.99326071249,5.99326071249,5.99326071249,5.99326071249,5.99326071246,5.99326071246,5.993260712457,5.993260712467,5.993260712467,5.6024452571
"t64",3.1928392943,5.5351680912,5.5351680912,5.5351680912,5.53516809124,5.53516809124,5.5351680912,5.5351680912,5.5351680912,5.5351680912,5.5351680912,5.5351680911,5.5351680911,5.5351680911,4.6450899587,5.5351680911,5.53516809114,5.53516809118,5.53516809118,5.0085793299,5.53516809114,5.53516809111,5.53516809111,5.53516809111,4.89336409002,5.53516809064,5.53516809094,4.34341255149,4.34341255149,4.34341255149,4.34341255159,4.34341255159,3.26532939279,3.05775720989,0.6867532476,0,0.83054500339,4.42394398798,4.42394398798,4.423943988,4.42394398809,4.42394398809,4.42394398799,3.92632771469,3.9076480348,4.42394398788,4.42394398788,4.42394398788,4.42394398788,4.42394398786,4.42394398786,4.42394398792,4.42394398792,4.42394398797,4.42394398797,4.4239439878,4.4239439878,3.646491806794,3.295234453194,3.803105496,3.08844833744,4.42394398795,4.4337051686,4.433705168598,4.433705168598,4.4337051686,4.4337051688,4.4337051688,4.4337051688,5.9932607129,5.9932607129,5.9932607129,5.99326071285,5.99326071285,5.9932607129,5.7325013835,5.9932607129,3.87657898171,5.65041342446,5.99326071266,5.99326071267,5.99326071267,5.99326071274,5.99326071274,5.99326071265,5.99326071265,5.99326071265,5.99326071265,5.99326071265,5.99326071265,5.57319053216,5.99326071266,5.9932607127,5.9932607128,5.99326071307,5.99326071217,5.99326071217,5.99326071217,5.9932607127,5.9932607127,5.9932607125,5.9932607125,5.9932607125,5.7247124473,5.99326071262,5.99326071262,5.9932607125,5.98995911425,5.99326071254,5.99326071249,5.99326071249,5.99326071249,5.99326071249,5.99326071246,5.99326071246,5.993260712457,5.993260712467,5.993260712467,5.6024452571
"t55",3.19283929431,5.53516809121,5.53516809121,5.53516809121,5.53516809125,5.53516809125,5.53516809121,5.53516809121,5.53516809121,5.53516809121,5.53516809121,5.53516809111,5.53516809111,5.53516809111,4.64508995871,5.53516809111,5.53516809115,5.53516809119,5.53516809119,5.00857932991,5.53516809115,5.53516809112,5.53516809112,5.53516809112,4.89336409003,5.53516809065,5.53516809095,4.3434125515,4.3434125515,4.3434125515,4.3434125516,4.3434125516,3.2653293928,3.0577572099,0.83054500339,0.83054500339,0,4.42394398799,4.42394398799,4.42394398801,4.4239439881,4.4239439881,4.423943988,3.9263277147,3.90764803481,4.42394398789,4.42394398789,4.42394398789,4.42394398789,4.42394398787,4.42394398787,4.42394398793,4.42394398793,4.42394398798,4.42394398798,4.42394398781,4.42394398781,3.646491806804,3.295234453204,3.80310549601,3.08844833745,4.42394398796,4.43370516861,4.433705168608,4.433705168608,4.43370516861,4.43370516881,4.43370516881,4.43370516881,5.99326071291,5.99326071291,5.99326071291,5.99326071286,5.99326071286,5.99326071291,5.73250138351,5.99326071291,3.87657898172,5.65041342447,5.99326071267,5.99326071268,5.99326071268,5.99326071275,5.99326071275,5.99326071266,5.99326071266,5.99326071266,5.99326071266,5.99326071266,5.99326071266,5.57319053217,5.99326071267,5.99326071271,5.99326071281,5.99326071308,5.99326071218,5.99326071218,5.99326071218,5.99326071271,5.99326071271,5.99326071251,5.99326071251,5.99326071251,5.72471244731,5.99326071263,5.99326071263,5.99326071251,5.98995911426,5.99326071255,5.9932607125,5.9932607125,5.9932607125,5.9932607125,5.99326071247,5.99326071247,5.993260712467,5.993260712477,5.993260712477,5.60244525711
"t83",3.19283929458,5.53516809148,5.53516809148,5.53516809148,5.53516809152,5.53516809152,5.53516809148,5.53516809148,5.53516809148,5.53516809148,5.53516809148,5.53516809138,5.53516809138,5.53516809138,4.64508995898,5.53516809138,5.53516809142,5.53516809146,5.53516809146,5.00857933018,5.53516809142,5.53516809139,5.53516809139,5.53516809139,4.8933640903,5.53516809092,5.53516809122,4.42394398809,4.42394398809,4.42394398809,4.42394398819,4.42394398819,3.34586082939,3.13828864649,4.42394398798,4.42394398798,4.42394398799,0,0.3598340968,0.42929162118,1.56907819267,1.56907819267,1.56907819257,1.07146191927,1.84165418478,2.89011959986,2.89011959986,2.89011959986,2.89011959986,2.89011959984,2.89011959984,2.8901195999,2.8901195999,2.89011959995,2.89011959995,2.89011959978,2.89011959978,2.340300567374,1.989043213774,2.49691425658,1.93853647734,3.40267889403,4.43370516888,4.433705168878,4.433705168878,4.43370516888,4.43370516908,4.43370516908,4.43370516908,5.99326071318,5.99326071318,5.99326071318,5.99326071313,5.99326071313,5.99326071318,5.73250138378,5.99326071318,3.87657898199,5.65041342474,5.99326071294,5.99326071295,5.99326071295,5.99326071302,5.99326071302,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.57319053244,5.99326071294,5.99326071298,5.99326071308,5.99326071335,5.99326071245,5.99326071245,5.99326071245,5.99326071298,5.99326071298,5.99326071278,5.99326071278,5.99326071278,5.72471244758,5.9932607129,5.9932607129,5.99326071278,5.98995911453,5.99326071282,5.99326071277,5.99326071277,5.99326071277,5.99326071277,5.99326071274,5.99326071274,5.993260712737,5.993260712747,5.993260712747,5.60244525738
"t84",3.19283929458,5.53516809148,5.53516809148,5.53516809148,5.53516809152,5.53516809152,5.53516809148,5.53516809148,5.53516809148,5.53516809148,5.53516809148,5.53516809138,5.53516809138,5.53516809138,4.64508995898,5.53516809138,5.53516809142,5.53516809146,5.53516809146,5.00857933018,5.53516809142,5.53516809139,5.53516809139,5.53516809139,4.8933640903,5.53516809092,5.53516809122,4.42394398809,4.42394398809,4.42394398809,4.42394398819,4.42394398819,3.34586082939,3.13828864649,4.42394398798,4.42394398798,4.42394398799,0.3598340968,0,0.42929162118,1.56907819267,1.56907819267,1.56907819257,1.07146191927,1.84165418478,2.89011959986,2.89011959986,2.89011959986,2.89011959986,2.89011959984,2.89011959984,2.8901195999,2.8901195999,2.89011959995,2.89011959995,2.89011959978,2.89011959978,2.340300567374,1.989043213774,2.49691425658,1.93853647734,3.40267889403,4.43370516888,4.433705168878,4.433705168878,4.43370516888,4.43370516908,4.43370516908,4.43370516908,5.99326071318,5.99326071318,5.99326071318,5.99326071313,5.99326071313,5.99326071318,5.73250138378,5.99326071318,3.87657898199,5.65041342474,5.99326071294,5.99326071295,5.99326071295,5.99326071302,5.99326071302,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.99326071293,5.57319053244,5.99326071294,5.99326071298,5.99326071308,5.99326071335,5.99326071245,5.99326071245,5.99326071245,5.99326071298,5.99326071298,5.99326071278,5.99326071278,5.99326071278,5.72471244758,5.9932607129,5.9932607129,5.99326071278,5.98995911453,5.99326071282,5.99326071277,5.99326071277,5.99326071277,5.99326071277,5.99326071274,5.99326071274,5.993260712737,5.993260712747,5.993260712747,5.60244525738
"t79",3.1928392946,5.5351680915,5.5351680915,5.5351680915,5.53516809154,5.53516809154,5.5351680915,5.5351680915,5.5351680915,5.5351680915,5.5351680915,5.5351680914,5.5351680914,5.5351680914,4.645089959,5.5351680914,5.53516809144,5.53516809148,5.53516809148,5.0085793302,5.53516809144,5.53516809141,5.53516809141,5.53516809141,4.89336409032,5.53516809094,5.53516809124,4.42394398811,4.42394398811,4.42394398811,4.42394398821,4.42394398821,3.34586082941,3.13828864651,4.423943988,4.423943988,4.42394398801,0.42929162118,0.42929162118,0,1.56907819269,1.56907819269,1.56907819259,1.07146191929,1.8416541848,2.89011959988,2.89011959988,2.89011959988,2.89011959988,2.89011959986,2.89011959986,2.89011959992,2.89011959992,2.89011959997,2.89011959997,2.8901195998,2.8901195998,2.340300567394,1.989043213794,2.4969142566,1.93853647736,3.40267889405,4.4337051689,4.433705168898,4.433705168898,4.4337051689,4.4337051691,4.4337051691,4.4337051691,5.9932607132,5.9932607132,5.9932607132,5.99326071315,5.99326071315,5.9932607132,5.7325013838,5.9932607132,3.87657898201,5.65041342476,5.99326071296,5.99326071297,5.99326071297,5.99326071304,5.99326071304,5.99326071295,5.99326071295,5.99326071295,5.99326071295,5.99326071295,5.99326071295,5.57319053246,5.99326071296,5.993260713,5.9932607131,5.99326071337,5.99326071247,5.99326071247,5.99326071247,5.993260713,5.993260713,5.9932607128,5.9932607128,5.9932607128,5.7247124476,5.99326071292,5.99326071292,5.9932607128,5.98995911455,5.99326071284,5.99326071279,5.99326071279,5.99326071279,5.99326071279,5.99326071276,5.99326071276,5.993260712757,5.993260712767,5.993260712767,5.6024452574
"t75",3.19283929469,5.53516809159,5.53516809159,5.53516809159,5.53516809163,5.53516809163,5.53516809159,5.53516809159,5.53516809159,5.53516809159,5.53516809159,5.53516809149,5.53516809149,5.53516809149,4.64508995909,5.53516809149,5.53516809153,5.53516809157,5.53516809157,5.00857933029,5.53516809153,5.5351680915,5.5351680915,5.5351680915,4.89336409041,5.53516809103,5.53516809133,4.4239439882,4.4239439882,4.4239439882,4.4239439883,4.4239439883,3.3458608295,3.1382886466,4.42394398809,4.42394398809,4.4239439881,1.56907819267,1.56907819267,1.56907819269,0,0.5116240846,0.9415266815,0.8964973506,1.84165418489,2.89011959997,2.89011959997,2.89011959997,2.89011959997,2.89011959995,2.89011959995,2.89011960001,2.89011960001,2.89011960006,2.89011960006,2.89011959989,2.89011959989,2.340300567484,1.989043213884,2.49691425669,1.93853647745,3.40267889414,4.43370516899,4.433705168988,4.433705168988,4.43370516899,4.43370516919,4.43370516919,4.43370516919,5.99326071329,5.99326071329,5.99326071329,5.99326071324,5.99326071324,5.99326071329,5.73250138389,5.99326071329,3.8765789821,5.65041342485,5.99326071305,5.99326071306,5.99326071306,5.99326071313,5.99326071313,5.99326071304,5.99326071304,5.99326071304,5.99326071304,5.99326071304,5.99326071304,5.57319053255,5.99326071305,5.99326071309,5.99326071319,5.99326071346,5.99326071256,5.99326071256,5.99326071256,5.99326071309,5.99326071309,5.99326071289,5.99326071289,5.99326071289,5.72471244769,5.99326071301,5.99326071301,5.99326071289,5.98995911464,5.99326071293,5.99326071288,5.99326071288,5.99326071288,5.99326071288,5.99326071285,5.99326071285,5.993260712847,5.993260712857,5.993260712857,5.60244525749
"t76",3.19283929469,5.53516809159,5.53516809159,5.53516809159,5.53516809163,5.53516809163,5.53516809159,5.53516809159,5.53516809159,5.53516809159,5.53516809159,5.53516809149,5.53516809149,5.53516809149,4.64508995909,5.53516809149,5.53516809153,5.53516809157,5.53516809157,5.00857933029,5.53516809153,5.5351680915,5.5351680915,5.5351680915,4.89336409041,5.53516809103,5.53516809133,4.4239439882,4.4239439882,4.4239439882,4.4239439883,4.4239439883,3.3458608295,3.1382886466,4.42394398809,4.42394398809,4.4239439881,1.56907819267,1.56907819267,1.56907819269,0.5116240846,0,0.9415266815,0.8964973506,1.84165418489,2.89011959997,2.89011959997,2.89011959997,2.89011959997,2.89011959995,2.89011959995,2.89011960001,2.89011960001,2.89011960006,2.89011960006,2.89011959989,2.89011959989,2.340300567484,1.989043213884,2.49691425669,1.93853647745,3.40267889414,4.43370516899,4.433705168988,4.433705168988,4.43370516899,4.43370516919,4.43370516919,4.43370516919,5.99326071329,5.99326071329,5.99326071329,5.99326071324,5.99326071324,5.99326071329,5.73250138389,5.99326071329,3.8765789821,5.65041342485,5.99326071305,5.99326071306,5.99326071306,5.99326071313,5.99326071313,5.99326071304,5.99326071304,5.99326071304,5.99326071304,5.99326071304,5.99326071304,5.57319053255,5.99326071305,5.99326071309,5.99326071319,5.99326071346,5.99326071256,5.99326071256,5.99326071256,5.99326071309,5.99326071309,5.99326071289,5.99326071289,5.99326071289,5.72471244769,5.99326071301,5.99326071301,5.99326071289,5.98995911464,5.99326071293,5.99326071288,5.99326071288,5.99326071288,5.99326071288,5.99326071285,5.99326071285,5.993260712847,5.993260712857,5.993260712857,5.60244525749
"t47",3.19283929459,5.53516809149,5.53516809149,5.53516809149,5.53516809153,5.53516809153,5.53516809149,5.53516809149,5.53516809149,5.53516809149,5.53516809149,5.53516809139,5.53516809139,5.53516809139,4.64508995899,5.53516809139,5.53516809143,5.53516809147,5.53516809147,5.00857933019,5.53516809143,5.5351680914,5.5351680914,5.5351680914,4.89336409031,5.53516809093,5.53516809123,4.4239439881,4.4239439881,4.4239439881,4.4239439882,4.4239439882,3.3458608294,3.1382886465,4.42394398799,4.42394398799,4.423943988,1.56907819257,1.56907819257,1.56907819259,0.9415266815,0.9415266815,0,0.8964973505,1.84165418479,2.89011959987,2.89011959987,2.89011959987,2.89011959987,2.89011959985,2.89011959985,2.89011959991,2.89011959991,2.89011959996,2.89011959996,2.89011959979,2.89011959979,2.340300567384,1.989043213784,2.49691425659,1.93853647735,3.40267889404,4.43370516889,4.433705168888,4.433705168888,4.43370516889,4.43370516909,4.43370516909,4.43370516909,5.99326071319,5.99326071319,5.99326071319,5.99326071314,5.99326071314,5.99326071319,5.73250138379,5.99326071319,3.876578982,5.65041342475,5.99326071295,5.99326071296,5.99326071296,5.99326071303,5.99326071303,5.99326071294,5.99326071294,5.99326071294,5.99326071294,5.99326071294,5.99326071294,5.57319053245,5.99326071295,5.99326071299,5.99326071309,5.99326071336,5.99326071246,5.99326071246,5.99326071246,5.99326071299,5.99326071299,5.99326071279,5.99326071279,5.99326071279,5.72471244759,5.99326071291,5.99326071291,5.99326071279,5.98995911454,5.99326071283,5.99326071278,5.99326071278,5.99326071278,5.99326071278,5.99326071275,5.99326071275,5.993260712747,5.993260712757,5.993260712757,5.60244525739
"t28",2.69522302129,5.03755181819,5.03755181819,5.03755181819,5.03755181823,5.03755181823,5.03755181819,5.03755181819,5.03755181819,5.03755181819,5.03755181819,5.03755181809,5.03755181809,5.03755181809,4.14747368569,5.03755181809,5.03755181813,5.03755181817,5.03755181817,4.51096305689,5.03755181813,5.0375518181,5.0375518181,5.0375518181,4.39574781701,5.03755181763,5.03755181793,3.9263277148,3.9263277148,3.9263277148,3.9263277149,3.9263277149,2.8482445561,2.6406723732,3.92632771469,3.92632771469,3.9263277147,1.07146191927,1.07146191927,1.07146191929,0.8964973506,0.8964973506,0.8964973505,0,1.34403791149,2.39250332657,2.39250332657,2.39250332657,2.39250332657,2.39250332655,2.39250332655,2.39250332661,2.39250332661,2.39250332666,2.39250332666,2.39250332649,2.39250332649,1.842684294084,1.491426940484,1.99929798329,1.44092020405,2.90506262074,3.93608889559,3.936088895588,3.936088895588,3.93608889559,3.93608889579,3.93608889579,3.93608889579,5.49564443989,5.49564443989,5.49564443989,5.49564443984,5.49564443984,5.49564443989,5.23488511049,5.49564443989,3.3789627087,5.15279715145,5.49564443965,5.49564443966,5.49564443966,5.49564443973,5.49564443973,5.49564443964,5.49564443964,5.49564443964,5.49564443964,5.49564443964,5.49564443964,5.07557425915,5.49564443965,5.49564443969,5.49564443979,5.49564444006,5.49564443916,5.49564443916,5.49564443916,5.49564443969,5.49564443969,5.49564443949,5.49564443949,5.49564443949,5.22709617429,5.49564443961,5.49564443961,5.49564443949,5.49234284124,5.49564443953,5.49564443948,5.49564443948,5.49564443948,5.49564443948,5.49564443945,5.49564443945,5.495644439447,5.495644439457,5.495644439457,5.10482898409
"t15",2.6765433414,5.0188721383,5.0188721383,5.0188721383,5.01887213834,5.01887213834,5.0188721383,5.0188721383,5.0188721383,5.0188721383,5.0188721383,5.0188721382,5.0188721382,5.0188721382,4.1287940058,5.0188721382,5.01887213824,5.01887213828,5.01887213828,4.492283377,5.01887213824,5.01887213821,5.01887213821,5.01887213821,4.37706813712,5.01887213774,5.01887213804,3.90764803491,3.90764803491,3.90764803491,3.90764803501,3.90764803501,2.82956487621,2.62199269331,3.9076480348,3.9076480348,3.90764803481,1.84165418478,1.84165418478,1.8416541848,1.84165418489,1.84165418489,1.84165418479,1.34403791149,0,2.37382364668,2.37382364668,2.37382364668,2.37382364668,2.37382364666,2.37382364666,2.37382364672,2.37382364672,2.37382364677,2.37382364677,2.3738236466,2.3738236466,1.824004614194,1.472747260594,1.9806183034,1.42224052416,2.88638294085,3.9174092157,3.917409215698,3.917409215698,3.9174092157,3.9174092159,3.9174092159,3.9174092159,5.47696476,5.47696476,5.47696476,5.47696475995,5.47696475995,5.47696476,5.2162054306,5.47696476,3.36028302881,5.13411747156,5.47696475976,5.47696475977,5.47696475977,5.47696475984,5.47696475984,5.47696475975,5.47696475975,5.47696475975,5.47696475975,5.47696475975,5.47696475975,5.05689457926,5.47696475976,5.4769647598,5.4769647599,5.47696476017,5.47696475927,5.47696475927,5.47696475927,5.4769647598,5.4769647598,5.4769647596,5.4769647596,5.4769647596,5.2084164944,5.47696475972,5.47696475972,5.4769647596,5.47366316135,5.47696475964,5.47696475959,5.47696475959,5.47696475959,5.47696475959,5.47696475956,5.47696475956,5.476964759557,5.476964759567,5.476964759567,5.0861493042
"t99",3.19283929448,5.53516809138,5.53516809138,5.53516809138,5.53516809142,5.53516809142,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809128,5.53516809128,5.53516809128,4.64508995888,5.53516809128,5.53516809132,5.53516809136,5.53516809136,5.00857933008,5.53516809132,5.53516809129,5.53516809129,5.53516809129,4.8933640902,5.53516809082,5.53516809112,4.42394398799,4.42394398799,4.42394398799,4.42394398809,4.42394398809,3.34586082929,3.13828864639,4.42394398788,4.42394398788,4.42394398789,2.89011959986,2.89011959986,2.89011959988,2.89011959997,2.89011959997,2.89011959987,2.39250332657,2.37382364668,0,0.15436310404,0.59658341264,0.59658341264,1.19660451402,1.19660451402,1.21719142886,1.21719142886,1.21719142891,1.21719142891,1.31386232568,1.31386232568,2.340300567274,1.989043213674,2.49691425648,1.93853647724,3.40267889393,4.43370516878,4.433705168778,4.433705168778,4.43370516878,4.43370516898,4.43370516898,4.43370516898,5.99326071308,5.99326071308,5.99326071308,5.99326071303,5.99326071303,5.99326071308,5.73250138368,5.99326071308,3.87657898189,5.65041342464,5.99326071284,5.99326071285,5.99326071285,5.99326071292,5.99326071292,5.99326071283,5.99326071283,5.99326071283,5.99326071283,5.99326071283,5.99326071283,5.57319053234,5.99326071284,5.99326071288,5.99326071298,5.99326071325,5.99326071235,5.99326071235,5.99326071235,5.99326071288,5.99326071288,5.99326071268,5.99326071268,5.99326071268,5.72471244748,5.9932607128,5.9932607128,5.99326071268,5.98995911443,5.99326071272,5.99326071267,5.99326071267,5.99326071267,5.99326071267,5.99326071264,5.99326071264,5.993260712637,5.993260712647,5.993260712647,5.60244525728
"t100",3.19283929448,5.53516809138,5.53516809138,5.53516809138,5.53516809142,5.53516809142,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809138,5.53516809128,5.53516809128,5.53516809128,4.64508995888,5.53516809128,5.53516809132,5.53516809136,5.53516809136,5.00857933008,5.53516809132,5.53516809129,5.53516809129,5.53516809129,4.8933640902,5.53516809082,5.53516809112,4.42394398799,4.42394398799,4.42394398799,4.42394398809,4.42394398809,3.34586082929,3.13828864639,4.42394398788,4.42394398788,4.42394398789,2.89011959986,2.89011959986,2.89011959988,2.89011959997,2.89011959997,2.89011959987,2.39250332657,2.37382364668,0.15436310404,0,0.59658341264,0.59658341264,1.19660451402,1.19660451402,1.21719142886,1.21719142886,1.21719142891,1.21719142891,1.31386232568,1.31386232568,2.340300567274,1.989043213674,2.49691425648,1.93853647724,3.40267889393,4.43370516878,4.433705168778,4.433705168778,4.43370516878,4.43370516898,4.43370516898,4.43370516898,5.99326071308,5.99326071308,5.99326071308,5.99326071303,5.99326071303,5.99326071308,5.73250138368,5.99326071308,3.87657898189,5.65041342464,5.99326071284,5.99326071285,5.99326071285,5.99326071292,5.99326071292,5.99326071283,5.99326071283,5.99326071283,5.99326071283,5.99326071283,5.99326071283,5.57319053234,5.99326071284,5.99326071288,5.99326071298,5.99326071325,5.99326071235,5.99326071235,5.99326071235,5.99326071288,5.99326071288,5.99326071268,5.99326071268,5.99326071268,5.72471244748,5.9932607128,5.9932607128,5.99326071268,5.98995911443,5.99326071272,5.99326071267,5.99326071267,5.99326071267,5.99326071267,5.99326071264,5.99326071264,5.993260712637,5.993260712647,5.993260712647,5.60244525728
