"","t1","t19","t20","t17","t18","t11","t25","t26","t2","t3","t45","t56","t57","t50","t36","t64","t140","t141","t52","t53","t21","t58","t89","t93","t94","t51","t62","t63","t41","t46","t54","t55","t10","t27","t28","t99","t100","t125","t136","t137","t116","t101","t102","t103","t39","t9","t131","t132","t69","t119","t123","t124","t121","t122","t22","t114","t115","t15","t6","t7","t48","t49","t44","t87","t88","t35","t74","t85","t135","t144","t145","t133","t134","t65","t147","t148","t129","t130","t113","t86","t146","t149","t150","t34","t95","t96","t60","t61","t67","t68","t73","t92","t128","t153","t154","t91","t75","t5","t8","t38","t151","t152","t111","t112","t16","t33","t71","t72","t83","t84","t30","t31","t12","t47","t76","t81","t82","t142","t143","t66","t90","t120","t126","t127","t4","t14","t59","t109","t110","t32","t42","t43","t79","t80","t97","t98","t104","t105","t106","t138","t139","t40","t37","t29","t107","t108","t117","t118","t77","t78","t70","t23","t24","t13"
"t1",0,4.83787948625,5.27092261425,4.76937155485,3.92589198545,3.40211313595,4.02675425175,5.88738874005,1.83505965585,1.60878403715,4.8828801918,5.88738874035,5.76802407545,5.88738874035,5.88738874005,5.86312062935,5.88738874035,5.88738874035,5.76512919335,5.88738874025,5.88738874045,5.45202443455,5.88738874005,5.83711347868,5.88738873998,4.96080805176,5.16175708108,5.30794062185,5.20193937855,5.78311452295,5.88738873955,5.88738873955,3.28332635955,5.88738874033,4.82016403973,5.88738874055,5.88738874055,5.88738874056,5.88738874054,5.88738874054,5.88738874056,5.88738874046,5.88738874046,5.88738874046,5.19731826576,5.66453340293,5.88738874025,5.88738874025,5.88738874023,5.88738873983,5.88738873982,5.88738873982,5.88738873983,5.88738873983,5.88738874013,5.88738874003,5.88738874003,3.55820082213,3.06728375518,2.1316907541,5.88738873994,5.12425994094,5.88738873944,5.75461131954,5.88738874024,4.73756744724,5.88738873997,5.88738873997,5.88738873997,5.88738873997,5.88738873997,5.88738873993,5.88738873993,5.88738873994,5.887388739877,5.887388739877,5.8873887399,5.8873887399,5.88738873984,5.88738873994,5.88738873986,5.88738873986,5.88738873986,4.84647603124,5.88738874014,5.88738874014,5.88738874044,5.20696781169,5.88738874047,5.83625337647,5.88738874047,5.8112581425217,5.8873887404717,5.8873887404698,5.8873887404698,5.88738874045,5.42406462915,1.93662108206,3.28561007428,5.44039582039,5.887388740838,5.887388740838,5.88738874079,5.88738874079,3.67031318619,4.60537312401,5.88738874061,5.88738874061,5.88738874101,5.88738874101,4.55186771559,4.38390971156,3.59031100984,5.07711492544,5.88738874024,5.88738874025,5.88738874025,5.88738873989,5.88738873989,5.88738873994,5.88738874004,5.88738873994,5.88738874,5.88738874,2.24940188365,5.30754472539,5.49227728785,5.68073509911,5.88738874015,5.88738873995,5.88738874029,5.88738874029,5.88738874003,5.88738874003,5.88738873995,5.88738873995,5.88738873983,5.88738873983,5.56917397183,5.88738874002,5.88738874002,5.88738874003,5.46314435973,5.88738873989,5.88738874009,5.88738874009,5.88738874009,5.88738874009,5.887388740031,5.441583433621,5.37233585469,3.85538576084,5.88738873979,3.50826163425
"t19",4.83787948625,0,2.828573358,3.3212964436,2.4778168742,2.9945806041,6.1189102179,7.9795447062,5.8353480812,5.6090724625,8.88316861715,9.8876771657,9.7683125008,9.8876771657,9.8876771654,9.8634090547,9.8876771657,9.8876771657,9.7654176187,9.8876771656,9.8876771658,9.4523128599,9.8876771654,9.83740190403,9.88767716533,8.96109647711,9.16204550643,9.3082290472,9.2022278039,9.7834029483,9.8876771649,9.8876771649,7.2836147849,9.88767716568,8.82045246508,9.8876771659,9.8876771659,9.88767716591,9.88767716589,9.88767716589,9.88767716591,9.88767716581,9.88767716581,9.88767716581,9.19760669111,9.66482182828,9.8876771656,9.8876771656,9.88767716558,9.88767716518,9.88767716517,9.88767716517,9.88767716518,9.88767716518,9.88767716548,9.88767716538,9.88767716538,7.55848924748,7.06757218053,6.13197917945,9.88767716529,9.12454836629,9.88767716479,9.75489974489,9.88767716559,8.73785587259,9.88767716532,9.88767716532,9.88767716532,9.88767716532,9.88767716532,9.88767716528,9.88767716528,9.88767716529,9.887677165227,9.887677165227,9.88767716525,9.88767716525,9.88767716519,9.88767716529,9.88767716521,9.88767716521,9.88767716521,8.84676445659,9.88767716549,9.88767716549,9.88767716579,9.20725623704,9.88767716582,9.83654180182,9.88767716582,9.8115465678717,9.8876771658217,9.8876771658198,9.8876771658198,9.8876771658,9.4243530545,5.93690950741,7.28589849963,9.44068424574,9.887677166188,9.887677166188,9.88767716614,9.88767716614,7.67060161154,8.60566154936,9.88767716596,9.88767716596,9.88767716636,9.88767716636,8.55215614094,8.38419813691,7.59059943519,9.07740335079,9.88767716559,9.8876771656,9.8876771656,9.88767716524,9.88767716524,9.88767716529,9.88767716539,9.88767716529,9.88767716535,9.88767716535,6.5017347,9.55987754174,9.7446101042,9.93306791546,10.1397215565,10.1397215563,10.13972155664,10.13972155664,10.13972155638,10.13972155638,10.1397215563,10.1397215563,10.13972155618,10.13972155618,9.82150678818,10.13972155637,10.13972155637,10.13972155638,9.71547717608,10.13972155624,10.13972155644,10.13972155644,10.13972155644,10.13972155644,10.139721556381,9.693916249971,9.62466867104,8.10771857719,10.13972155614,7.7605944506
"t20",5.27092261425,2.828573358,0,3.7543395716,2.9108600022,3.4276237321,6.5519533459,8.4125878342,6.2683912092,6.0421155905,9.31621174515,10.3207202937,10.2013556288,10.3207202937,10.3207202934,10.2964521827,10.3207202937,10.3207202937,10.1984607467,10.3207202936,10.3207202938,9.8853559879,10.3207202934,10.27044503203,10.32072029333,9.39413960511,9.59508863443,9.7412721752,9.6352709319,10.2164460763,10.3207202929,10.3207202929,7.7166579129,10.32072029368,9.25349559308,10.3207202939,10.3207202939,10.32072029391,10.32072029389,10.32072029389,10.32072029391,10.32072029381,10.32072029381,10.32072029381,9.63064981911,10.09786495628,10.3207202936,10.3207202936,10.32072029358,10.32072029318,10.32072029317,10.32072029317,10.32072029318,10.32072029318,10.32072029348,10.32072029338,10.32072029338,7.99153237548,7.50061530853,6.56502230745,10.32072029329,9.55759149429,10.32072029279,10.18794287289,10.32072029359,9.17089900059,10.32072029332,10.32072029332,10.32072029332,10.32072029332,10.32072029332,10.32072029328,10.32072029328,10.32072029329,10.320720293227,10.320720293227,10.32072029325,10.32072029325,10.32072029319,10.32072029329,10.32072029321,10.32072029321,10.32072029321,9.27980758459,10.32072029349,10.32072029349,10.32072029379,9.64029936504,10.32072029382,10.26958492982,10.32072029382,10.2445896958717,10.3207202938217,10.3207202938198,10.3207202938198,10.3207202938,9.8573961825,6.36995263541,7.71894162763,9.87372737374,10.320720294188,10.320720294188,10.32072029414,10.32072029414,8.10364473954,9.03870467736,10.32072029396,10.32072029396,10.32072029436,10.32072029436,8.98519926894,8.81724126491,8.02364256319,9.51044647879,10.32072029359,10.3207202936,10.3207202936,10.32072029324,10.32072029324,10.32072029329,10.32072029339,10.32072029329,10.32072029335,10.32072029335,6.934777828,9.99292066974,10.1776532322,10.36611104346,10.5727646845,10.5727646843,10.57276468464,10.57276468464,10.57276468438,10.57276468438,10.5727646843,10.5727646843,10.57276468418,10.57276468418,10.25454991618,10.57276468437,10.57276468437,10.57276468438,10.14852030408,10.57276468424,10.57276468444,10.57276468444,10.57276468444,10.57276468444,10.572764684381,10.126959377971,10.05771179904,8.54076170519,10.57276468414,8.1936375786
"t17",4.76937155485,3.3212964436,3.7543395716,0,1.5234115066,2.9260726727,6.0504022865,7.9110367748,5.7668401498,5.5405645311,8.81466068575,9.8191692343,9.6998045694,9.8191692343,9.819169234,9.7949011233,9.8191692343,9.8191692343,9.6969096873,9.8191692342,9.8191692344,9.3838049285,9.819169234,9.76889397263,9.81916923393,8.89258854571,9.09353757503,9.2397211158,9.1337198725,9.7148950169,9.8191692335,9.8191692335,7.2151068535,9.81916923428,8.75194453368,9.8191692345,9.8191692345,9.81916923451,9.81916923449,9.81916923449,9.81916923451,9.81916923441,9.81916923441,9.81916923441,9.12909875971,9.59631389688,9.8191692342,9.8191692342,9.81916923418,9.81916923378,9.81916923377,9.81916923377,9.81916923378,9.81916923378,9.81916923408,9.81916923398,9.81916923398,7.48998131608,6.99906424913,6.06347124805,9.81916923389,9.05604043489,9.81916923339,9.68639181349,9.81916923419,8.66934794119,9.81916923392,9.81916923392,9.81916923392,9.81916923392,9.81916923392,9.81916923388,9.81916923388,9.81916923389,9.819169233827,9.819169233827,9.81916923385,9.81916923385,9.81916923379,9.81916923389,9.81916923381,9.81916923381,9.81916923381,8.77825652519,9.81916923409,9.81916923409,9.81916923439,9.13874830564,9.81916923442,9.76803387042,9.81916923442,9.7430386364717,9.8191692344217,9.8191692344198,9.8191692344198,9.8191692344,9.3558451231,5.86840157601,7.21739056823,9.37217631434,9.819169234788,9.819169234788,9.81916923474,9.81916923474,7.60209368014,8.53715361796,9.81916923456,9.81916923456,9.81916923496,9.81916923496,8.48364820954,8.31569020551,7.52209150379,9.00889541939,9.81916923419,9.8191692342,9.8191692342,9.81916923384,9.81916923384,9.81916923389,9.81916923399,9.81916923389,9.81916923395,9.81916923395,6.4332267686,9.49136961034,9.6761021728,9.86455998406,10.0712136251,10.0712136249,10.07121362524,10.07121362524,10.07121362498,10.07121362498,10.0712136249,10.0712136249,10.07121362478,10.07121362478,9.75299885678,10.07121362497,10.07121362497,10.07121362498,9.64696924468,10.07121362484,10.07121362504,10.07121362504,10.07121362504,10.07121362504,10.071213624981,9.625408318571,9.55616073964,8.03921064579,10.07121362474,7.6920865192
"t18",3.92589198545,2.4778168742,2.9108600022,1.5234115066,0,2.0825931033,5.2069227171,7.0675572054,4.9233605804,4.6970849617,7.97118111635,8.9756896649,8.856325,8.9756896649,8.9756896646,8.9514215539,8.9756896649,8.9756896649,8.8534301179,8.9756896648,8.975689665,8.5403253591,8.9756896646,8.92541440323,8.97568966453,8.04910897631,8.25005800563,8.3962415464,8.2902403031,8.8714154475,8.9756896641,8.9756896641,6.3716272841,8.97568966488,7.90846496428,8.9756896651,8.9756896651,8.97568966511,8.97568966509,8.97568966509,8.97568966511,8.97568966501,8.97568966501,8.97568966501,8.28561919031,8.75283432748,8.9756896648,8.9756896648,8.97568966478,8.97568966438,8.97568966437,8.97568966437,8.97568966438,8.97568966438,8.97568966468,8.97568966458,8.97568966458,6.64650174668,6.15558467973,5.21999167865,8.97568966449,8.21256086549,8.97568966399,8.84291224409,8.97568966479,7.82586837179,8.97568966452,8.97568966452,8.97568966452,8.97568966452,8.97568966452,8.97568966448,8.97568966448,8.97568966449,8.975689664427,8.975689664427,8.97568966445,8.97568966445,8.97568966439,8.97568966449,8.97568966441,8.97568966441,8.97568966441,7.93477695579,8.97568966469,8.97568966469,8.97568966499,8.29526873624,8.97568966502,8.92455430102,8.97568966502,8.8995590670717,8.9756896650217,8.9756896650198,8.9756896650198,8.975689665,8.5123655537,5.02492200661,6.37391099883,8.52869674494,8.975689665388,8.975689665388,8.97568966534,8.97568966534,6.75861411074,7.69367404856,8.97568966516,8.97568966516,8.97568966556,8.97568966556,7.64016864014,7.47221063611,6.67861193439,8.16541584999,8.97568966479,8.9756896648,8.9756896648,8.97568966444,8.97568966444,8.97568966449,8.97568966459,8.97568966449,8.97568966455,8.97568966455,5.5897471992,8.64789004094,8.8326226034,9.02108041466,9.2277340557,9.2277340555,9.22773405584,9.22773405584,9.22773405558,9.22773405558,9.2277340555,9.2277340555,9.22773405538,9.22773405538,8.90951928738,9.22773405557,9.22773405557,9.22773405558,8.80348967528,9.22773405544,9.22773405564,9.22773405564,9.22773405564,9.22773405564,9.227734055581,8.781928749171,8.71268117024,7.19573107639,9.22773405534,6.8486069498
"t11",3.40211313595,2.9945806041,3.4276237321,2.9260726727,2.0825931033,0,4.6831438676,6.5437783559,4.3995817309,4.1733061122,7.44740226685,8.4519108154,8.3325461505,8.4519108154,8.4519108151,8.4276427044,8.4519108154,8.4519108154,8.3296512684,8.4519108153,8.4519108155,8.0165465096,8.4519108151,8.40163555373,8.45191081503,7.52533012681,7.72627915613,7.8724626969,7.7664614536,8.347636598,8.4519108146,8.4519108146,5.8478484346,8.45191081538,7.38468611478,8.4519108156,8.4519108156,8.45191081561,8.45191081559,8.45191081559,8.45191081561,8.45191081551,8.45191081551,8.45191081551,7.76184034081,8.22905547798,8.4519108153,8.4519108153,8.45191081528,8.45191081488,8.45191081487,8.45191081487,8.45191081488,8.45191081488,8.45191081518,8.45191081508,8.45191081508,6.12272289718,5.63180583023,4.69621282915,8.45191081499,7.68878201599,8.45191081449,8.31913339459,8.45191081529,7.30208952229,8.45191081502,8.45191081502,8.45191081502,8.45191081502,8.45191081502,8.45191081498,8.45191081498,8.45191081499,8.451910814927,8.451910814927,8.45191081495,8.45191081495,8.45191081489,8.45191081499,8.45191081491,8.45191081491,8.45191081491,7.41099810629,8.45191081519,8.45191081519,8.45191081549,7.77148988674,8.45191081552,8.40077545152,8.45191081552,8.3757802175717,8.4519108155217,8.4519108155198,8.4519108155198,8.4519108155,7.9885867042,4.50114315711,5.85013214933,8.00491789544,8.451910815888,8.451910815888,8.45191081584,8.45191081584,6.23483526124,7.16989519906,8.45191081566,8.45191081566,8.45191081606,8.45191081606,7.11638979064,6.94843178661,6.15483308489,7.64163700049,8.45191081529,8.4519108153,8.4519108153,8.45191081494,8.45191081494,8.45191081499,8.45191081509,8.45191081499,8.45191081505,8.45191081505,5.0659683497,8.12411119144,8.3088437539,8.49730156516,8.7039552062,8.703955206,8.70395520634,8.70395520634,8.70395520608,8.70395520608,8.703955206,8.703955206,8.70395520588,8.70395520588,8.38574043788,8.70395520607,8.70395520607,8.70395520608,8.27971082578,8.70395520594,8.70395520614,8.70395520614,8.70395520614,8.70395520614,8.703955206081,8.258149899671,8.18890232074,6.67195222689,8.70395520584,6.3248281003
"t25",4.02675425175,6.1189102179,6.5519533459,6.0504022865,5.2069227171,4.6831438676,0,2.1571009637,5.0242228467,4.797947228,8.07204338265,9.0765519312,8.9571872663,9.0765519312,9.0765519309,9.0522838202,9.0765519312,9.0765519312,8.9542923842,9.0765519311,9.0765519313,8.6411876254,9.0765519309,9.02627666953,9.07655193083,8.14997124261,8.35092027193,8.4971038127,8.3911025694,8.9722777138,9.0765519304,9.0765519304,6.4724895504,9.07655193118,8.00932723058,9.0765519314,9.0765519314,9.07655193141,9.07655193139,9.07655193139,9.07655193141,9.07655193131,9.07655193131,9.07655193131,8.38648145661,8.85369659378,9.0765519311,9.0765519311,9.07655193108,9.07655193068,9.07655193067,9.07655193067,9.07655193068,9.07655193068,9.07655193098,9.07655193088,9.07655193088,6.74736401298,6.25644694603,5.32085394495,9.07655193079,8.31342313179,9.07655193029,8.94377451039,9.07655193109,7.92673063809,9.07655193082,9.07655193082,9.07655193082,9.07655193082,9.07655193082,9.07655193078,9.07655193078,9.07655193079,9.076551930727,9.076551930727,9.07655193075,9.07655193075,9.07655193069,9.07655193079,9.07655193071,9.07655193071,9.07655193071,8.03563922209,9.07655193099,9.07655193099,9.07655193129,8.39613100254,9.07655193132,9.02541656732,9.07655193132,9.0004213333717,9.0765519313217,9.0765519313198,9.0765519313198,9.0765519313,8.61322782,5.12578427291,6.47477326513,8.62955901124,9.076551931688,9.076551931688,9.07655193164,9.07655193164,6.85947637704,7.79453631486,9.07655193146,9.07655193146,9.07655193186,9.07655193186,7.74103090644,7.57307290241,6.77947420069,8.26627811629,9.07655193109,9.0765519311,9.0765519311,9.07655193074,9.07655193074,9.07655193079,9.07655193089,9.07655193079,9.07655193085,9.07655193085,5.6906094655,8.74875230724,8.9334848697,9.12194268096,9.328596322,9.3285963218,9.32859632214,9.32859632214,9.32859632188,9.32859632188,9.3285963218,9.3285963218,9.32859632168,9.32859632168,9.01038155368,9.32859632187,9.32859632187,9.32859632188,8.90435194158,9.32859632174,9.32859632194,9.32859632194,9.32859632194,9.32859632194,9.328596321881,8.882791015471,8.81354343654,7.29659334269,9.32859632164,6.9494692161
"t26",5.88738874005,7.9795447062,8.4125878342,7.9110367748,7.0675572054,6.5437783559,2.1571009637,0,6.884857335,6.6585817163,9.93267787095,10.9371864195,10.8178217546,10.9371864195,10.9371864192,10.9129183085,10.9371864195,10.9371864195,10.8149268725,10.9371864194,10.9371864196,10.5018221137,10.9371864192,10.88691115783,10.93718641913,10.01060573091,10.21155476023,10.357738301,10.2517370577,10.8329122021,10.9371864187,10.9371864187,8.3331240387,10.93718641948,9.86996171888,10.9371864197,10.9371864197,10.93718641971,10.93718641969,10.93718641969,10.93718641971,10.93718641961,10.93718641961,10.93718641961,10.24711594491,10.71433108208,10.9371864194,10.9371864194,10.93718641938,10.93718641898,10.93718641897,10.93718641897,10.93718641898,10.93718641898,10.93718641928,10.93718641918,10.93718641918,8.60799850128,8.11708143433,7.18148843325,10.93718641909,10.17405762009,10.93718641859,10.80440899869,10.93718641939,9.78736512639,10.93718641912,10.93718641912,10.93718641912,10.93718641912,10.93718641912,10.93718641908,10.93718641908,10.93718641909,10.937186419027,10.937186419027,10.93718641905,10.93718641905,10.93718641899,10.93718641909,10.93718641901,10.93718641901,10.93718641901,9.89627371039,10.93718641929,10.93718641929,10.93718641959,10.25676549084,10.93718641962,10.88605105562,10.93718641962,10.8610558216717,10.9371864196217,10.9371864196198,10.9371864196198,10.9371864196,10.4738623083,6.98641876121,8.33540775343,10.49019349954,10.937186419988,10.937186419988,10.93718641994,10.93718641994,8.72011086534,9.65517080316,10.93718641976,10.93718641976,10.93718642016,10.93718642016,9.60166539474,9.43370739071,8.64010868899,10.12691260459,10.93718641939,10.9371864194,10.9371864194,10.93718641904,10.93718641904,10.93718641909,10.93718641919,10.93718641909,10.93718641915,10.93718641915,7.5512439538,10.60938679554,10.794119358,10.98257716926,11.1892308103,11.1892308101,11.18923081044,11.18923081044,11.18923081018,11.18923081018,11.1892308101,11.1892308101,11.18923080998,11.18923080998,10.87101604198,11.18923081017,11.18923081017,11.18923081018,10.76498642988,11.18923081004,11.18923081024,11.18923081024,11.18923081024,11.18923081024,11.189230810181,10.743425503771,10.67417792484,9.15722783099,11.18923080994,8.8101037044
"t2",1.83505965585,5.8353480812,6.2683912092,5.7668401498,4.9233605804,4.3995817309,5.0242228467,6.884857335,0,1.7869327073,5.06102886195,6.0655374105,5.9461727456,6.0655374105,6.0655374102,6.0412692995,6.0655374105,6.0655374105,5.9432778635,6.0655374104,6.0655374106,5.6301731047,6.0655374102,6.01526214883,6.06553741013,5.13895672191,5.33990575123,5.486089292,5.3800880487,5.9612631931,6.0655374097,6.0655374097,3.4614750297,6.10714961588,5.03992491528,6.1071496161,6.1071496161,6.10714961611,6.10714961609,6.10714961609,6.10714961611,6.10714961601,6.10714961601,6.10714961601,5.41707914131,5.88429427848,6.1071496158,6.1071496158,6.10714961578,6.10714961538,6.10714961537,6.10714961537,6.10714961538,6.10714961538,6.10714961568,6.10714961558,6.10714961558,3.77796169768,3.28704463073,2.35145162965,6.10714961549,5.34402081649,6.10714961499,5.97437219509,6.10714961579,4.95732832279,6.10714961552,6.10714961552,6.10714961552,6.10714961552,6.10714961552,6.10714961548,6.10714961548,6.10714961549,6.107149615427,6.107149615427,6.10714961545,6.10714961545,6.10714961539,6.10714961549,6.10714961541,6.10714961541,6.10714961541,5.06623690679,6.10714961569,6.10714961569,6.10714961599,5.42672868724,6.10714961602,6.05601425202,6.10714961602,6.0310190180717,6.1071496160217,6.1071496160198,6.1071496160198,6.107149616,5.6438255047,2.15638195761,3.50537094983,5.66015669594,6.107149616388,6.107149616388,6.10714961634,6.10714961634,3.89007406174,4.82513399956,6.10714961616,6.10714961616,6.10714961656,6.10714961656,4.77162859114,4.60367058711,3.81007188539,5.29687580099,6.10714961579,6.1071496158,6.1071496158,6.10714961544,6.10714961544,6.10714961549,6.10714961559,6.10714961549,6.10714961555,6.10714961555,3.4989148696,6.55705771134,6.7417902738,6.93024808506,7.1369017261,7.1369017259,7.13690172624,7.13690172624,7.13690172598,7.13690172598,7.1369017259,7.1369017259,7.13690172578,7.13690172578,6.81868695778,7.13690172597,7.13690172597,7.13690172598,6.71265734568,7.13690172584,7.13690172604,7.13690172604,7.13690172604,7.13690172604,7.136901725981,6.691096419571,6.62184884064,5.10489874679,7.13690172574,4.7577746202
"t3",1.60878403715,5.6090724625,6.0421155905,5.5405645311,4.6970849617,4.1733061122,4.797947228,6.6585817163,1.7869327073,0,4.26981647225,5.2743250208,5.1549603559,5.2743250208,5.2743250205,5.2500569098,5.2743250208,5.2743250208,5.1520654738,5.2743250207,5.2743250209,4.838960715,5.2743250205,5.22404975913,5.27432502043,4.34774433221,4.54869336153,4.6948769023,4.588875659,5.1700508034,5.27432502,5.27432502,2.67026264,5.88087399718,4.81364929658,5.8808739974,5.8808739974,5.88087399741,5.88087399739,5.88087399739,5.88087399741,5.88087399731,5.88087399731,5.88087399731,5.19080352261,5.65801865978,5.8808739971,5.8808739971,5.88087399708,5.88087399668,5.88087399667,5.88087399667,5.88087399668,5.88087399668,5.88087399698,5.88087399688,5.88087399688,3.55168607898,3.06076901203,2.12517601095,5.88087399679,5.11774519779,5.88087399629,5.74809657639,5.88087399709,4.73105270409,5.88087399682,5.88087399682,5.88087399682,5.88087399682,5.88087399682,5.88087399678,5.88087399678,5.88087399679,5.880873996727,5.880873996727,5.88087399675,5.88087399675,5.88087399669,5.88087399679,5.88087399671,5.88087399671,5.88087399671,4.83996128809,5.88087399699,5.88087399699,5.88087399729,5.20045306854,5.88087399732,5.82973863332,5.88087399732,5.8047433993717,5.8808739973217,5.8808739973198,5.8808739973198,5.8808739973,5.417549886,1.93010633891,3.27909533113,5.43388107724,5.880873997688,5.880873997688,5.88087399764,5.88087399764,3.66379844304,4.59885838086,5.88087399746,5.88087399746,5.88087399786,5.88087399786,4.54535297244,4.37739496841,3.58379626669,5.07060018229,5.88087399709,5.8808739971,5.8808739971,5.88087399674,5.88087399674,5.88087399679,5.88087399689,5.88087399679,5.88087399685,5.88087399685,3.2726392509,6.33078209264,6.5155146551,6.70397246636,6.9106261074,6.9106261072,6.91062610754,6.91062610754,6.91062610728,6.91062610728,6.9106261072,6.9106261072,6.91062610708,6.91062610708,6.59241133908,6.91062610727,6.91062610727,6.91062610728,6.48638172698,6.91062610714,6.91062610734,6.91062610734,6.91062610734,6.91062610734,6.910626107281,6.464820800871,6.39557322194,4.87862312809,6.91062610704,4.5314990015
