"","t1","t5","t6","t7","t4","t84","t85","t78","t54","t62","t71","t81","t163","t164","t102","t103","t107","t108","t33","t50","t96","t119","t120","t83","t27","t131","t132","t94","t21","t55","t56","t35","t72","t73","t74","t75","t43","t24","t98","t99","t125","t126","t77","t88","t89","t14","t2","t8","t9","t10","t53","t64","t157","t158","t40","t52","t82","t161","t162","t118","t114","t115","t111","t110","t116","t117","t42","t113","t136","t137","t124","t51","t127","t151","t152","t44","t23","t67","t153","t154","t104","t95","t68","t112","t135","t140","t141","t58","t59","t159","t160","t144","t109","t93","t79","t165","t166","t63","t15","t155","t156","t30","t69","t70","t22","t34","t57","t138","t139","t142","t143","t106","t16","t17","t18","t60","t66","t100","t101","t39","t29","t26","t147","t148","t105","t65","t129","t130","t128","t25","t31","t36","t37","t32","t28","t86","t87","t80","t20","t19","t41","t45","t46","t61","t145","t146","t47","t48","t49","t149","t150","t76","t38","t90","t91","t121","t122","t92","t97","t133","t134","t123","t13","t11","t12","t3"
"t1",0,3.2185178814,3.8619196702,2.9188788714,3.7461256296,7.8407259639,7.574227448,7.8407259639,7.8407259635,7.0647279371,7.84072596385,7.84072596385,7.840725963781,7.840725963781,7.84072596385,7.84072596385,7.6638401126,7.40303416654,7.8407259637,7.8407259642,7.8407259639,7.5625186799,7.8407259639,7.8407259639,6.3163288311,7.8407259641,7.8407259641,7.25066615392,5.9732347632,7.840725964,7.840725964,7.8407259637,7.84072596365,7.84072596365,7.0004759848,7.84072596365,6.6276813544,5.56438892132,7.8407259636,7.4297543679,7.8407259635,7.8407259635,7.8407259635,7.6437485775,7.8407259635,5.2374211983,3.65884056011,3.65495135664,3.59957393538,3.99791270971,6.82060726576,7.37049407186,7.84072596326,7.84072596326,6.58010460676,7.84072596306,7.69812774876,7.84072596333,7.84072596333,7.84072596336,7.84072596331,7.84072596331,7.84072596326,7.84072596326,7.84072596324,7.84072596324,7.84072596326,7.840725963313,7.840725963313,7.840725963313,7.840725963313,7.840725963213,7.840725963813,7.840725963813,7.840725963813,7.75658195728,5.73656833416,7.06042699176,7.84072596337,7.84072596337,7.84072596337,7.84072596336,7.84072596336,7.84072596336,7.84072596336,7.8407259633,7.8407259633,6.86700800831,7.84072596301,7.84072596339,7.84072596339,7.84072596336,7.84072596336,7.58265045396,7.50162060016,7.840725963368,7.840725963368,6.87612410362,4.18842681566,7.84072596339,7.84072596339,6.03747977789,7.84072596409,7.84072596409,6.74782298729,7.16140319469,6.65883838527,7.84072596376,7.84072596376,7.84072596379,7.84072596379,7.79057727729,4.67294610317,4.60374647097,4.38078969274,7.84072596342,7.84072596362,7.84072596362,7.84072596362,6.51374290052,6.19394288732,7.84072596417,7.84072596367,7.84072596367,7.84072596357,6.94653814187,7.840725963884,7.840725963884,7.84072596387,7.15814590867,7.84072596337,7.84072596362,6.38467053972,7.39207438722,6.97040421787,7.18671610693,7.84072596367,7.84072596367,5.09346666547,4.97407933431,6.3861086036,7.80796852309,7.84072596309,7.15597095831,7.84072596351,7.84072596351,6.48447148701,6.511746012,6.48443845466,7.84072596351,7.84072596351,7.84072596351,7.47910801021,7.33626304371,7.32377667211,7.84072596361,7.84072596361,7.84072596361,7.84072596361,7.84072596357,7.84072596357,7.84072596361,3.75507950601,4.56335432734,4.60657702422,4.9612735632
"t5",3.2185178814,0,1.9693548808,1.026314082,2.1535183338,7.6536760593,7.3871775434,7.6536760593,7.6536760589,6.8776780325,7.65367605925,7.65367605925,7.653676059181,7.653676059181,7.65367605925,7.65367605925,7.476790208,7.21598426194,7.6536760591,7.6536760596,7.6536760593,7.3754687753,7.6536760593,7.6536760593,6.1292789265,7.6536760595,7.6536760595,7.06361624932,5.7861848586,7.6536760594,7.6536760594,7.6536760591,7.65367605905,7.65367605905,6.8134260802,7.65367605905,6.4406314498,5.37733901672,7.653676059,7.2427044633,7.6536760589,7.6536760589,7.6536760589,7.4566986729,7.6536760589,5.0503712937,3.47179065551,3.46790145204,3.41252403078,3.81086280511,6.63355736116,7.18344416726,7.65367605866,7.65367605866,6.39305470216,7.65367605846,7.51107784416,7.65367605873,7.65367605873,7.65367605876,7.65367605871,7.65367605871,7.65367605866,7.65367605866,7.65367605864,7.65367605864,7.65367605866,7.653676058713,7.653676058713,7.653676058713,7.653676058713,7.653676058613,7.653676059213,7.653676059213,7.653676059213,7.56953205268,5.54951842956,6.87337708716,7.65367605877,7.65367605877,7.65367605877,7.65367605876,7.65367605876,7.65367605876,7.65367605876,7.6536760587,7.6536760587,6.67995810371,7.65367605841,7.65367605879,7.65367605879,7.65367605876,7.65367605876,7.39560054936,7.31457069556,7.653676058768,7.653676058768,6.68907419902,4.00137691106,7.65367605879,7.65367605879,5.85042987329,7.65367605949,7.65367605949,6.56077308269,6.97435329009,6.47178848067,7.65367605916,7.65367605916,7.65367605919,7.65367605919,7.60352737269,4.48589619857,4.41669656637,4.19373978814,7.65367605882,7.65367605902,7.65367605902,7.65367605902,6.32669299592,6.00689298272,7.65367605957,7.65367605907,7.65367605907,7.65367605897,6.75948823727,7.653676059284,7.653676059284,7.65367605927,6.97109600407,7.65367605877,7.65367605902,6.19762063512,7.20502448262,6.78335431327,6.99966620233,7.65367605907,7.65367605907,4.90641676087,4.78702942971,6.199058699,7.62091861849,7.65367605849,6.96892105371,7.65367605891,7.65367605891,6.29742158241,6.3246961074,6.29738855006,7.65367605891,7.65367605891,7.65367605891,7.29205810561,7.14921313911,7.13672676751,7.65367605901,7.65367605901,7.65367605901,7.65367605901,7.65367605897,7.65367605897,7.65367605901,3.56802960141,4.37630442274,4.41952711962,4.7742236586
"t6",3.8619196702,1.9693548808,0,1.1813228892,2.7969201226,8.2970778481,8.0305793322,8.2970778481,8.2970778477,7.5210798213,8.29707784805,8.29707784805,8.297077847981,8.297077847981,8.29707784805,8.29707784805,8.1201919968,7.85938605074,8.2970778479,8.2970778484,8.2970778481,8.0188705641,8.2970778481,8.2970778481,6.7726807153,8.2970778483,8.2970778483,7.70701803812,6.4295866474,8.2970778482,8.2970778482,8.2970778479,8.29707784785,8.29707784785,7.456827869,8.29707784785,7.0840332386,6.02074080552,8.2970778478,7.8861062521,8.2970778477,8.2970778477,8.2970778477,8.1001004617,8.2970778477,5.6937730825,4.11519244431,4.11130324084,4.05592581958,4.45426459391,7.27695914996,7.82684595606,8.29707784746,8.29707784746,7.03645649096,8.29707784726,8.15447963296,8.29707784753,8.29707784753,8.29707784756,8.29707784751,8.29707784751,8.29707784746,8.29707784746,8.29707784744,8.29707784744,8.29707784746,8.297077847513,8.297077847513,8.297077847513,8.297077847513,8.297077847413,8.297077848013,8.297077848013,8.297077848013,8.21293384148,6.19292021836,7.51677887596,8.29707784757,8.29707784757,8.29707784757,8.29707784756,8.29707784756,8.29707784756,8.29707784756,8.2970778475,8.2970778475,7.32335989251,8.29707784721,8.29707784759,8.29707784759,8.29707784756,8.29707784756,8.03900233816,7.95797248436,8.297077847568,8.297077847568,7.33247598782,4.64477869986,8.29707784759,8.29707784759,6.49383166209,8.29707784829,8.29707784829,7.20417487149,7.61775507889,7.11519026947,8.29707784796,8.29707784796,8.29707784799,8.29707784799,8.24692916149,5.12929798737,5.06009835517,4.83714157694,8.29707784762,8.29707784782,8.29707784782,8.29707784782,6.97009478472,6.65029477152,8.29707784837,8.29707784787,8.29707784787,8.29707784777,7.40289002607,8.297077848084,8.297077848084,8.29707784807,7.61449779287,8.29707784757,8.29707784782,6.84102242392,7.84842627142,7.42675610207,7.64306799113,8.29707784787,8.29707784787,5.54981854967,5.43043121851,6.8424604878,8.26432040729,8.29707784729,7.61232284251,8.29707784771,8.29707784771,6.94082337121,6.9680978962,6.94079033886,8.29707784771,8.29707784771,8.29707784771,7.93545989441,7.79261492791,7.78012855631,8.29707784781,8.29707784781,8.29707784781,8.29707784781,8.29707784777,8.29707784777,8.29707784781,4.21143139021,5.01970621154,5.06292890842,5.4176254474
"t7",2.9188788714,1.026314082,1.1813228892,0,1.8538793238,7.3540370493,7.0875385334,7.3540370493,7.3540370489,6.5780390225,7.35403704925,7.35403704925,7.354037049181,7.354037049181,7.35403704925,7.35403704925,7.177151198,6.91634525194,7.3540370491,7.3540370496,7.3540370493,7.0758297653,7.3540370493,7.3540370493,5.8296399165,7.3540370495,7.3540370495,6.76397723932,5.4865458486,7.3540370494,7.3540370494,7.3540370491,7.35403704905,7.35403704905,6.5137870702,7.35403704905,6.1409924398,5.07770000672,7.354037049,6.9430654533,7.3540370489,7.3540370489,7.3540370489,7.1570596629,7.3540370489,4.7507322837,3.17215164551,3.16826244204,3.11288502078,3.51122379511,6.33391835116,6.88380515726,7.35403704866,7.35403704866,6.09341569216,7.35403704846,7.21143883416,7.35403704873,7.35403704873,7.35403704876,7.35403704871,7.35403704871,7.35403704866,7.35403704866,7.35403704864,7.35403704864,7.35403704866,7.354037048713,7.354037048713,7.354037048713,7.354037048713,7.354037048613,7.354037049213,7.354037049213,7.354037049213,7.26989304268,5.24987941956,6.57373807716,7.35403704877,7.35403704877,7.35403704877,7.35403704876,7.35403704876,7.35403704876,7.35403704876,7.3540370487,7.3540370487,6.38031909371,7.35403704841,7.35403704879,7.35403704879,7.35403704876,7.35403704876,7.09596153936,7.01493168556,7.354037048768,7.354037048768,6.38943518902,3.70173790106,7.35403704879,7.35403704879,5.55079086329,7.35403704949,7.35403704949,6.26113407269,6.67471428009,6.17214947067,7.35403704916,7.35403704916,7.35403704919,7.35403704919,7.30388836269,4.18625718857,4.11705755637,3.89410077814,7.35403704882,7.35403704902,7.35403704902,7.35403704902,6.02705398592,5.70725397272,7.35403704957,7.35403704907,7.35403704907,7.35403704897,6.45984922727,7.354037049284,7.354037049284,7.35403704927,6.67145699407,7.35403704877,7.35403704902,5.89798162512,6.90538547262,6.48371530327,6.70002719233,7.35403704907,7.35403704907,4.60677775087,4.48739041971,5.899419689,7.32127960849,7.35403704849,6.66928204371,7.35403704891,7.35403704891,5.99778257241,6.0250570974,5.99774954006,7.35403704891,7.35403704891,7.35403704891,6.99241909561,6.84957412911,6.83708775751,7.35403704901,7.35403704901,7.35403704901,7.35403704901,7.35403704897,7.35403704897,7.35403704901,3.26839059141,4.07666541274,4.11988810962,4.4745846486
"t4",3.7461256296,2.1535183338,2.7969201226,1.8538793238,0,8.1812838075,7.9147852916,8.1812838075,8.1812838071,7.4052857807,8.18128380745,8.18128380745,8.181283807381,8.181283807381,8.18128380745,8.18128380745,8.0043979562,7.74359201014,8.1812838073,8.1812838078,8.1812838075,7.9030765235,8.1812838075,8.1812838075,6.6568866747,8.1812838077,8.1812838077,7.59122399752,6.3137926068,8.1812838076,8.1812838076,8.1812838073,8.18128380725,8.18128380725,7.3410338284,8.18128380725,6.968239198,5.90494676492,8.1812838072,7.7703122115,8.1812838071,8.1812838071,8.1812838071,7.9843064211,8.1812838071,5.5779790419,3.99939840371,3.99550920024,3.94013177898,4.33847055331,7.16116510936,7.71105191546,8.18128380686,8.18128380686,6.92066245036,8.18128380666,8.03868559236,8.18128380693,8.18128380693,8.18128380696,8.18128380691,8.18128380691,8.18128380686,8.18128380686,8.18128380684,8.18128380684,8.18128380686,8.181283806913,8.181283806913,8.181283806913,8.181283806913,8.181283806813,8.181283807413,8.181283807413,8.181283807413,8.09713980088,6.07712617776,7.40098483536,8.18128380697,8.18128380697,8.18128380697,8.18128380696,8.18128380696,8.18128380696,8.18128380696,8.1812838069,8.1812838069,7.20756585191,8.18128380661,8.18128380699,8.18128380699,8.18128380696,8.18128380696,7.92320829756,7.84217844376,8.181283806968,8.181283806968,7.21668194722,4.52898465926,8.18128380699,8.18128380699,6.37803762149,8.18128380769,8.18128380769,7.08838083089,7.50196103829,6.99939622887,8.18128380736,8.18128380736,8.18128380739,8.18128380739,8.13113512089,5.01350394677,4.94430431457,4.72134753634,8.18128380702,8.18128380722,8.18128380722,8.18128380722,6.85430074412,6.53450073092,8.18128380777,8.18128380727,8.18128380727,8.18128380717,7.28709598547,8.181283807484,8.181283807484,8.18128380747,7.49870375227,8.18128380697,8.18128380722,6.72522838332,7.73263223082,7.31096206147,7.52727395053,8.18128380727,8.18128380727,5.43402450907,5.31463717791,6.7266664472,8.14852636669,8.18128380669,7.49652880191,8.18128380711,8.18128380711,6.82502933061,6.8523038556,6.82499629826,8.18128380711,8.18128380711,8.18128380711,7.81966585381,7.67682088731,7.66433451571,8.18128380721,8.18128380721,8.18128380721,8.18128380721,8.18128380717,8.18128380717,8.18128380721,4.09563734961,4.90391217094,4.94713486782,5.3018314068
"t84",7.8407259639,7.6536760593,8.2970778481,7.3540370493,8.1812838075,0,1.1796803625,1.6489194332,2.817268193,2.0412701666,2.81726819335,2.81726819335,2.817268193281,2.817268193281,2.81726819335,2.81726819335,3.3143317147,3.05352576864,3.7727477962,4.1496845965,4.1496845962,3.8714773122,4.1496845962,4.1496845962,5.5666342294,7.0910313624,7.0910313624,6.50097155222,5.2235401615,7.0910313623,7.0910313623,7.091031362,7.09103136195,7.09103136195,6.2507813831,7.09103136195,5.8779867527,4.81469431962,7.0910313619,6.6800597662,7.0910313618,7.0910313618,7.0910313618,6.8940539758,7.0910313618,5.4184968796,6.20800726941,6.20411806594,6.14874064468,6.54707941901,9.36977397506,9.91966078116,10.38989267256,10.38989267256,9.12927131606,10.38989267236,10.24729445806,10.38989267263,10.38989267263,10.38989267266,10.38989267261,10.38989267261,10.38989267256,10.38989267256,10.38989267254,10.38989267254,10.38989267256,10.389892672613,10.389892672613,10.389892672613,10.389892672613,10.389892672513,10.389892673113,10.389892673113,10.389892673113,10.30574866658,8.28573504346,9.60959370106,10.38989267267,10.38989267267,10.38989267267,10.38989267266,10.38989267266,10.38989267266,10.38989267266,10.3898926726,10.3898926726,9.41617471761,10.38989267231,10.38989267269,10.38989267269,10.38989267266,10.38989267266,10.13181716326,10.05078730946,10.389892672668,10.389892672668,9.42529081292,6.73759352496,10.38989267269,10.38989267269,8.58664648719,10.38989267339,10.38989267339,9.29698969659,9.71056990399,9.20800509457,10.38989267306,10.38989267306,10.38989267309,10.38989267309,10.33974398659,7.22211281247,7.15291318027,6.92995640204,10.38989267272,10.38989267292,10.38989267292,10.38989267292,9.06290960982,8.74310959662,10.38989267347,10.38989267297,10.38989267297,10.38989267287,9.49570485117,10.389892673184,10.389892673184,10.38989267317,9.70731261797,10.38989267267,10.38989267292,8.93383724902,9.94124109652,9.51957092717,9.73588281623,10.38989267297,10.38989267297,7.64263337477,7.52324604361,8.9352753129,10.35713523239,10.38989267239,9.70513766761,10.38989267281,10.38989267281,9.03363819631,9.0609127213,9.03360516396,10.38989267281,10.38989267281,10.38989267281,10.02827471951,9.88542975301,9.87294338141,10.38989267291,10.38989267291,10.38989267291,10.38989267291,10.38989267287,10.38989267287,10.38989267291,6.30424621531,8.35482090964,8.39804360652,8.7527401455
"t85",7.574227448,7.3871775434,8.0305793322,7.0875385334,7.9147852916,1.1796803625,0,1.3824209173,2.5507696771,1.7747716507,2.55076967745,2.55076967745,2.550769677381,2.550769677381,2.55076967745,2.55076967745,3.0478331988,2.78702725274,3.5062492803,3.8831860806,3.8831860803,3.6049787963,3.8831860803,3.8831860803,5.3001357135,6.8245328465,6.8245328465,6.23447303632,4.9570416456,6.8245328464,6.8245328464,6.8245328461,6.82453284605,6.82453284605,5.9842828672,6.82453284605,5.6114882368,4.54819580372,6.824532846,6.4135612503,6.8245328459,6.8245328459,6.8245328459,6.6275554599,6.8245328459,5.1519983637,5.94150875351,5.93761955004,5.88224212878,6.28058090311,9.10327545916,9.65316226526,10.12339415666,10.12339415666,8.86277280016,10.12339415646,9.98079594216,10.12339415673,10.12339415673,10.12339415676,10.12339415671,10.12339415671,10.12339415666,10.12339415666,10.12339415664,10.12339415664,10.12339415666,10.123394156713,10.123394156713,10.123394156713,10.123394156713,10.123394156613,10.123394157213,10.123394157213,10.123394157213,10.03925015068,8.01923652756,9.34309518516,10.12339415677,10.12339415677,10.12339415677,10.12339415676,10.12339415676,10.12339415676,10.12339415676,10.1233941567,10.1233941567,9.14967620171,10.12339415641,10.12339415679,10.12339415679,10.12339415676,10.12339415676,9.86531864736,9.78428879356,10.123394156768,10.123394156768,9.15879229702,6.47109500906,10.12339415679,10.12339415679,8.32014797129,10.12339415749,10.12339415749,9.03049118069,9.44407138809,8.94150657867,10.12339415716,10.12339415716,10.12339415719,10.12339415719,10.07324547069,6.95561429657,6.88641466437,6.66345788614,10.12339415682,10.12339415702,10.12339415702,10.12339415702,8.79641109392,8.47661108072,10.12339415757,10.12339415707,10.12339415707,10.12339415697,9.22920633527,10.123394157284,10.123394157284,10.12339415727,9.44081410207,10.12339415677,10.12339415702,8.66733873312,9.67474258062,9.25307241127,9.46938430033,10.12339415707,10.12339415707,7.37613485887,7.25674752771,8.668776797,10.09063671649,10.12339415649,9.43863915171,10.12339415691,10.12339415691,8.76713968041,8.7944142054,8.76710664806,10.12339415691,10.12339415691,10.12339415691,9.76177620361,9.61893123711,9.60644486551,10.12339415701,10.12339415701,10.12339415701,10.12339415701,10.12339415697,10.12339415697,10.12339415701,6.03774769941,8.08832239374,8.13154509062,8.4862416296
"t78",7.8407259639,7.6536760593,8.2970778481,7.3540370493,8.1812838075,1.6489194332,1.3824209173,0,2.817268193,2.0412701666,2.81726819335,2.81726819335,2.817268193281,2.817268193281,2.81726819335,2.81726819335,3.3143317147,3.05352576864,3.7727477962,4.1496845965,4.1496845962,3.8714773122,4.1496845962,4.1496845962,5.5666342294,7.0910313624,7.0910313624,6.50097155222,5.2235401615,7.0910313623,7.0910313623,7.091031362,7.09103136195,7.09103136195,6.2507813831,7.09103136195,5.8779867527,4.81469431962,7.0910313619,6.6800597662,7.0910313618,7.0910313618,7.0910313618,6.8940539758,7.0910313618,5.4184968796,6.20800726941,6.20411806594,6.14874064468,6.54707941901,9.36977397506,9.91966078116,10.38989267256,10.38989267256,9.12927131606,10.38989267236,10.24729445806,10.38989267263,10.38989267263,10.38989267266,10.38989267261,10.38989267261,10.38989267256,10.38989267256,10.38989267254,10.38989267254,10.38989267256,10.389892672613,10.389892672613,10.389892672613,10.389892672613,10.389892672513,10.389892673113,10.389892673113,10.389892673113,10.30574866658,8.28573504346,9.60959370106,10.38989267267,10.38989267267,10.38989267267,10.38989267266,10.38989267266,10.38989267266,10.38989267266,10.3898926726,10.3898926726,9.41617471761,10.38989267231,10.38989267269,10.38989267269,10.38989267266,10.38989267266,10.13181716326,10.05078730946,10.389892672668,10.389892672668,9.42529081292,6.73759352496,10.38989267269,10.38989267269,8.58664648719,10.38989267339,10.38989267339,9.29698969659,9.71056990399,9.20800509457,10.38989267306,10.38989267306,10.38989267309,10.38989267309,10.33974398659,7.22211281247,7.15291318027,6.92995640204,10.38989267272,10.38989267292,10.38989267292,10.38989267292,9.06290960982,8.74310959662,10.38989267347,10.38989267297,10.38989267297,10.38989267287,9.49570485117,10.389892673184,10.389892673184,10.38989267317,9.70731261797,10.38989267267,10.38989267292,8.93383724902,9.94124109652,9.51957092717,9.73588281623,10.38989267297,10.38989267297,7.64263337477,7.52324604361,8.9352753129,10.35713523239,10.38989267239,9.70513766761,10.38989267281,10.38989267281,9.03363819631,9.0609127213,9.03360516396,10.38989267281,10.38989267281,10.38989267281,10.02827471951,9.88542975301,9.87294338141,10.38989267291,10.38989267291,10.38989267291,10.38989267291,10.38989267287,10.38989267287,10.38989267291,6.30424621531,8.35482090964,8.39804360652,8.7527401455
"t54",7.8407259635,7.6536760589,8.2970778477,7.3540370489,8.1812838071,2.817268193,2.5507696771,2.817268193,0,1.7040407676,2.48003879435,2.48003879435,2.480038794281,2.480038794281,2.48003879435,2.48003879435,3.3143317143,3.05352576824,3.7727477958,4.1496845961,4.1496845958,3.8714773118,4.1496845958,4.1496845958,5.566634229,7.091031362,7.091031362,6.50097155182,5.2235401611,7.0910313619,7.0910313619,7.0910313616,7.09103136155,7.09103136155,6.2507813827,7.09103136155,5.8779867523,4.81469431922,7.0910313615,6.6800597658,7.0910313614,7.0910313614,7.0910313614,6.8940539754,7.0910313614,5.4184968792,6.20800726901,6.20411806554,6.14874064428,6.54707941861,9.36977397466,9.91966078076,10.38989267216,10.38989267216,9.12927131566,10.38989267196,10.24729445766,10.38989267223,10.38989267223,10.38989267226,10.38989267221,10.38989267221,10.38989267216,10.38989267216,10.38989267214,10.38989267214,10.38989267216,10.389892672213,10.389892672213,10.389892672213,10.389892672213,10.389892672113,10.389892672713,10.389892672713,10.389892672713,10.30574866618,8.28573504306,9.60959370066,10.38989267227,10.38989267227,10.38989267227,10.38989267226,10.38989267226,10.38989267226,10.38989267226,10.3898926722,10.3898926722,9.41617471721,10.38989267191,10.38989267229,10.38989267229,10.38989267226,10.38989267226,10.13181716286,10.05078730906,10.389892672268,10.389892672268,9.42529081252,6.73759352456,10.38989267229,10.38989267229,8.58664648679,10.38989267299,10.38989267299,9.29698969619,9.71056990359,9.20800509417,10.38989267266,10.38989267266,10.38989267269,10.38989267269,10.33974398619,7.22211281207,7.15291317987,6.92995640164,10.38989267232,10.38989267252,10.38989267252,10.38989267252,9.06290960942,8.74310959622,10.38989267307,10.38989267257,10.38989267257,10.38989267247,9.49570485077,10.389892672784,10.389892672784,10.38989267277,9.70731261757,10.38989267227,10.38989267252,8.93383724862,9.94124109612,9.51957092677,9.73588281583,10.38989267257,10.38989267257,7.64263337437,7.52324604321,8.9352753125,10.35713523199,10.38989267199,9.70513766721,10.38989267241,10.38989267241,9.03363819591,9.0609127209,9.03360516356,10.38989267241,10.38989267241,10.38989267241,10.02827471911,9.88542975261,9.87294338101,10.38989267251,10.38989267251,10.38989267251,10.38989267251,10.38989267247,10.38989267247,10.38989267251,6.30424621491,8.35482090924,8.39804360612,8.7527401451
"t62",7.0647279371,6.8776780325,7.5210798213,6.5780390225,7.4052857807,2.0412701666,1.7747716507,2.0412701666,1.7040407676,0,1.42780587875,1.42780587875,1.427805878681,1.427805878681,1.42780587875,1.42780587875,2.5383336879,2.27752774184,2.9967497694,3.3736865697,3.3736865694,3.0954792854,3.3736865694,3.3736865694,4.7906362026,6.3150333356,6.3150333356,5.72497352542,4.4475421347,6.3150333355,6.3150333355,6.3150333352,6.31503333515,6.31503333515,5.4747833563,6.31503333515,5.1019887259,4.03869629282,6.3150333351,5.9040617394,6.315033335,6.315033335,6.315033335,6.118055949,6.315033335,4.6424988528,5.43200924261,5.42812003914,5.37274261788,5.77108139221,8.59377594826,9.14366275436,9.61389464576,9.61389464576,8.35327328926,9.61389464556,9.47129643126,9.61389464583,9.61389464583,9.61389464586,9.61389464581,9.61389464581,9.61389464576,9.61389464576,9.61389464574,9.61389464574,9.61389464576,9.613894645813,9.613894645813,9.613894645813,9.613894645813,9.613894645713,9.613894646313,9.613894646313,9.613894646313,9.52975063978,7.50973701666,8.83359567426,9.61389464587,9.61389464587,9.61389464587,9.61389464586,9.61389464586,9.61389464586,9.61389464586,9.6138946458,9.6138946458,8.64017669081,9.61389464551,9.61389464589,9.61389464589,9.61389464586,9.61389464586,9.35581913646,9.27478928266,9.613894645868,9.613894645868,8.64929278612,5.96159549816,9.61389464589,9.61389464589,7.81064846039,9.61389464659,9.61389464659,8.52099166979,8.93457187719,8.43200706777,9.61389464626,9.61389464626,9.61389464629,9.61389464629,9.56374595979,6.44611478567,6.37691515347,6.15395837524,9.61389464592,9.61389464612,9.61389464612,9.61389464612,8.28691158302,7.96711156982,9.61389464667,9.61389464617,9.61389464617,9.61389464607,8.71970682437,9.613894646384,9.613894646384,9.61389464637,8.93131459117,9.61389464587,9.61389464612,8.15783922222,9.16524306972,8.74357290037,8.95988478943,9.61389464617,9.61389464617,6.86663534797,6.74724801681,8.1592772861,9.58113720559,9.61389464559,8.92913964081,9.61389464601,9.61389464601,8.25764016951,8.2849146945,8.25760713716,9.61389464601,9.61389464601,9.61389464601,9.25227669271,9.10943172621,9.09694535461,9.61389464611,9.61389464611,9.61389464611,9.61389464611,9.61389464607,9.61389464607,9.61389464611,5.52824818851,7.57882288284,7.62204557972,7.9767421187
