"accepted_species","estimate"
"t89",0.0674905952910238
"t31",0.014423692221629
"t80",-0.298112129664822
"t25",-0.348240448480198
"t50",-0.43735452915937
"t6",-0.394963501905809
"t76",-0.330333744434367
"t85",-0.312451818772929
"t86",-0.312451818772929
"t54",-0.312451818772929
