accepted_species,estimate
Asclepias_speciosa,-0.20305759
Blepharidium_guatemalense,-0.09695087
Calycophyllum_candidissimum,-0.20305759
Centaurium_littorale,-0.20305759
Galium_mollugo,-0.20305759
Kelloggia_galioides,-0.20305759
Nertera_dichondrifolia,-0.20305759
Oldenlandia_corymbosa,1.0878307
Psychotria_loniceroides,-0.20305759
Psychotria_papantlensis,-0.20305759
