"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128","c129","c130","c131","c132","c133","c134","c135","c136","c137","c138","c139"
"t126",-0.103859406782501,0.000584834221991565,-0.253674857661834,0.00443072593189438,-0.105707138881529,-0.0268003761800483,-0.00391845207914022,-0.0257842108878396,-0.000121032565366512,-0.000438591132590929,0.00709712483906583,-0.0638645452551687,0.000322961437961351,-4.52924854397018e-05,0.000376055316349421,0.0170220796164409,0.0260687582033951,6.99017401606924e-05,0.000197936540880168,-0.00755336954709434,-0.00912493575025314,-0.376632876651225,0.0410876126822631,0.0001993641546652,-0.00294833164078162,-0.00737308790394849,-0.148473638373433,0.00205448102248876,-5.88609066598352e-06,0.000178669424657319,-0.000361125811673404,-0.000214027155655924,0.000882863439098062,-0.000171777770605324,0.000737619617836825,1.37864219410106e-05,3.57306860917499e-06,9.99745957756167e-08,-2.27265945631699e-06,-0.000899476776031707,-1.78947822689301e-05,-1.48499696654212e-06,0.000166542596933769,-0.0491405504239221,0.00553636611654612,0.00194877387472918,1.05311337573187e-08,-1.57846933799151e-06,-7.10373490348537e-06,0.466597125751409,3.90809165510825e-05,-6.71241996977992e-06,0.118393734890581,6.39518703556315e-07,-4.39893807267721e-15,9.19274705629002e-08,4.9926618064659e-09,3.70636068516916e-09,3.98840445707648e-08,-0.00117747551396756,-5.74711513308263e-05,1.56156945644163e-08,0.000779250249752227,-1.90026895328939e-07,-3.74509698227519e-05,3.39581959317653e-07,-1.03479347027854e-07,0.000130264235511807,0.000229222360590973,-7.16184287246277e-05,2.73118345041164e-08,2.32319816458162e-06,2.88414259629693e-08,-6.96333659361311e-07,-3.25701789795253e-15,-1.11913387316658e-05,5.61253417636092e-09,1.59649617698794e-05,0.000339642587242181,-6.98119898349681e-07,4.3952971517238e-15,0.000343586981511316,-2.02572044250144e-15,3.83938063633272e-06,-2.82655701223275e-08,-2.74596546669322e-07,-0.000282708001003598,2.47379879824293e-06,-5.90747710967268e-16,-0.000340687315586759,-3.40052129103718e-06,3.32325367387207e-08,-9.81828196091832e-09,-0.000286684850060575,1.92824439700776e-05,6.60653892350094e-16,-3.00448283162777e-07,-3.33461440746953e-06,6.87025078303312e-06,-1.78121627703803e-15,-7.44952633911431e-06,-2.08271761460531e-08,-4.9968871028129e-06,2.22575255187829e-15,-2.41776950586294e-07,2.65454460634489e-14,-3.85985919106338e-07,-2.44828413758245e-15,-1.56400684418341e-06,-1.21350812554378e-15,-3.18518899360332e-11,-7.58811623986598e-08,9.49776718006434e-09,-4.7619963628901e-08,-4.31342847305515e-08,3.02397842772256e-15,-8.43182844600252e-15,-6.77779849254528e-15,1.14602975124113e-15,-8.86026861034108e-06,1.50482161483747e-05,6.90923690525188e-15,-4.64473273331136e-14,5.3358082849709e-15,-1.47747519966878e-15,-1.45451511143002e-08,-1.48397034202092e-15,1.51708673060286e-14,-4.19617375912423e-15,8.11139293920988e-15,-2.07255030926222e-14,0.707106781186546,1.91312042803746e-15,-6.69817861407474e-15,-9.5935727061029e-16,-1.32022907773429e-14,2.58666448611307e-14,2.35636060030209e-14,-0.0848188929679936
"t127",-0.103859406782501,0.000584834221991609,-0.253674857661835,0.00443072593189489,-0.10570713888153,-0.0268003761800482,-0.00391845207914037,-0.0257842108878396,-0.000121032565367214,-0.000438591132591132,0.00709712483906575,-0.0638645452551686,0.000322961437962373,-4.52924854395413e-05,0.000376055316350702,0.0170220796164412,0.0260687582033959,6.99017401613436e-05,0.000197936540878143,-0.00755336954709543,-0.00912493575025304,-0.376632876651225,0.0410876126822618,0.000199364154664969,-0.00294833164078376,-0.00737308790394616,-0.148473638373429,0.00205448102248838,-5.88609066565401e-06,0.000178669424656943,-0.000361125811673155,-0.000214027155662207,0.000882863439098817,-0.000171777770604267,0.000737619617836368,1.37864219425288e-05,3.57306860379727e-06,9.99745899851869e-08,-2.27265945372085e-06,-0.000899476776034794,-1.78947822722971e-05,-1.4849969732635e-06,0.000166542596933482,-0.049140550423926,0.00553636611653909,0.00194877387473296,1.053113442445e-08,-1.57846933635322e-06,-7.10373489322905e-06,0.466597125751404,3.90809165455829e-05,-6.71241997647336e-06,0.118393734890581,6.3951870365492e-07,-4.18163208204849e-15,9.19274730274411e-08,4.99264975012307e-09,3.70635921614614e-09,3.98840407746995e-08,-0.00117747551396316,-5.74711513246635e-05,1.56156954698425e-08,0.000779250249746268,-1.90026895606064e-07,-3.7450969827959e-05,3.39581968846913e-07,-1.03479354405448e-07,0.000130264235515535,0.000229222360593186,-7.16184287339889e-05,2.73118265146046e-08,2.32319816474095e-06,2.8841423034946e-08,-6.96333661952493e-07,2.1994561751958e-16,-1.1191338734331e-05,5.61254077860456e-09,1.59649617665478e-05,0.000339642587242304,-6.98119885787657e-07,7.4886734709349e-16,0.000343586981513602,1.14505766482021e-15,3.83938062931439e-06,-2.82655900544091e-08,-2.74596546252894e-07,-0.000282708001000136,2.47379879764105e-06,9.81341135749768e-16,-0.000340687315584551,-3.40052130165399e-06,3.32325400568198e-08,-9.81827890780492e-09,-0.000286684850064909,1.92824439437373e-05,6.06857339983055e-16,-3.00448279571623e-07,-3.33461440390147e-06,6.87025079005275e-06,8.41903875853131e-16,-7.44952632126774e-06,-2.08271700771374e-08,-4.99688710749429e-06,-5.11445563889548e-16,-2.41776957971948e-07,-1.07746941608993e-14,-3.8598593014479e-07,1.62420534499807e-15,-1.56400683892961e-06,1.3639885101537e-15,-3.18940929196015e-11,-7.58811918256583e-08,9.49779389224531e-09,-4.76199770874986e-08,-4.31343110566319e-08,-3.74067980120046e-15,1.03588224123485e-14,6.77512608241539e-15,-5.78332276672243e-16,-8.8602686371449e-06,1.50482161711646e-05,-6.32578494346746e-15,4.36129285582399e-14,-3.84304809530271e-15,1.12631973890562e-15,-1.45451802770928e-08,1.06574759908586e-15,-1.40362323386746e-14,5.44070868298659e-15,-1.08025595411582e-14,1.96621297209981e-14,-0.707106781186549,-7.63795384312118e-15,2.93459755067825e-15,-6.26412573093699e-15,1.73057245523141e-14,-4.08577835049781e-14,-6.51382144670405e-14,-0.0848188929679964
"t86",-0.103674905881197,0.000580401482777281,-0.250826755259679,0.00437626670494414,-0.104148254649501,-0.026395553531771,-0.00385844041645953,-0.0253200565119213,-0.00011844304269244,-0.000428929990582224,0.00689816416583549,-0.0620492785835374,0.000309290824198606,-4.32101569086339e-05,0.000358278439272372,0.0161670214625702,0.024599388072196,6.53014797823473e-05,0.000182693906849248,-0.00689165883506853,-0.00831398085791561,-0.340885141691465,0.0371794825314757,0.000179410641161761,-0.00256507298886851,-0.00637186639808522,-0.12449039656854,0.00172158898278305,-4.66083798064897e-06,0.00013945491134166,-0.000271248949362854,-0.000159589466322188,0.000637959169192021,-0.000119084758354389,0.000499945908106123,8.89486972458996e-06,2.0873270841089e-06,5.68778804502122e-08,-1.20129393874619e-06,-0.000468166241155721,-8.73729599763625e-06,-5.83904589514207e-07,3.90761119593747e-05,-0.00988787481620581,0.00103686418665458,0.000230174583295913,-1.84177431197542e-09,3.41986429176721e-07,4.63884314523072e-06,-0.485192409822106,-4.4735902960522e-05,8.05722125729396e-06,-0.18263638847794,-1.16280200347458e-06,7.47892285239266e-15,-2.9159036771076e-07,-2.40321184603316e-08,-3.84070132489888e-08,2.62334654663712e-07,-0.00598547570657276,-0.000237235548293428,5.85163101650275e-08,0.00213824185659607,-4.98887890718657e-07,-9.3704287747933e-05,8.3085676698987e-07,-2.50199931479257e-07,0.000300097867594042,0.000507113171543934,-0.000152254135161214,5.80043468548894e-08,4.83138044963928e-06,5.79728849391029e-08,-1.31539637189271e-06,1.27826016031759e-15,-2.0597497197203e-05,1.01402860968249e-08,2.7893296897022e-05,0.000592474958142206,-1.17958153578837e-06,-7.05472423528551e-15,0.000565316874865533,3.1466334383965e-15,6.28306786123754e-06,-4.62347140832182e-08,-4.45170837747243e-07,-0.000453356102759629,3.92602041995453e-06,-1.98762380445446e-15,-0.000536483425444611,-5.34897113133154e-06,5.20190915122986e-08,-1.52764775710815e-08,-0.000445661197826886,2.95605087353973e-05,7.98762210780915e-15,-4.5574045879208e-07,-5.00413888361052e-06,1.01921288089308e-05,1.206218660537e-14,-1.07604242493601e-05,-2.9998538851393e-08,-7.08297385349978e-06,-1.49086637525591e-12,-3.36383206021507e-07,-0.707106781186555,-5.29051670594721e-07,8.75332901938335e-15,-2.13175710588535e-06,-1.41011598391924e-15,-4.27063689134388e-11,-1.01564150482189e-07,1.26995969091924e-08,-6.35791348127937e-08,-5.75456982371177e-08,-6.01804848808421e-15,1.32518328843961e-15,5.2765696907368e-15,-1.16321751028254e-14,-1.16827183803452e-05,1.96996429246145e-05,3.65008536143272e-15,-1.7968416789883e-14,1.70728385617414e-15,1.36180830371537e-15,-1.89194422439007e-08,6.19375067983187e-16,-1.6906500898405e-15,1.94082867101722e-15,-4.78090148597375e-15,-2.84149757458272e-15,2.04558592287185e-14,-5.07450034109034e-15,-2.08508381625349e-15,-2.9849678703108e-15,1.44750432779338e-15,-9.82087558761433e-15,-1.77267411074016e-14,-0.0848188929679947
"t87",-0.103674905881197,0.000580401482776984,-0.250826755259679,0.00437626670494433,-0.104148254649502,-0.0263955535317711,-0.00385844041645918,-0.0253200565119214,-0.000118443042692264,-0.000428929990582354,0.00689816416583485,-0.062049278583538,0.000309290824198622,-4.3210156909489e-05,0.00035827843927332,0.0161670214625688,0.0245993880721956,6.53014797816101e-05,0.000182693906850455,-0.00689165883506632,-0.00831398085791278,-0.340885141691464,0.0371794825314749,0.000179410641162048,-0.00256507298886688,-0.00637186639808809,-0.124490396568541,0.00172158898278384,-4.6608379826353e-06,0.000139454911340403,-0.00027124894936077,-0.000159589466321613,0.000637959169187817,-0.000119084758352912,0.000499945908106525,8.89486972353365e-06,2.08732708093987e-06,5.68778798539339e-08,-1.20129393723264e-06,-0.00046816624114988,-8.73729599790958e-06,-5.83904591563357e-07,3.90761119621353e-05,-0.00988787481622207,0.00103686418666193,0.000230174583298737,-1.84177257088051e-09,3.41986434255584e-07,4.63884314138566e-06,-0.485192409822127,-4.47359029593276e-05,8.05722125878134e-06,-0.182636388477951,-1.16280200300838e-06,1.21028191895046e-14,-2.91590366972203e-07,-2.40321176029204e-08,-3.84070068576522e-08,2.6233465126472e-07,-0.00598547570655393,-0.000237235548308219,5.85163151328382e-08,0.0021382418565969,-4.98887889867102e-07,-9.37042877384087e-05,8.30856764583181e-07,-2.50199926480028e-07,0.000300097867609865,0.000507113171536279,-0.000152254135173761,5.80043484547586e-08,4.83138044532775e-06,5.79728851385239e-08,-1.31539637372116e-06,1.69744987677759e-15,-2.05974971959551e-05,1.01403145852689e-08,2.78932968890811e-05,0.00059247495813632,-1.17958154622291e-06,1.06316993614319e-14,0.000565316874864634,-2.08744185289664e-15,6.28306787350029e-06,-4.62347142929891e-08,-4.45170835171486e-07,-0.000453356102763543,3.92602042954174e-06,1.42684900606643e-15,-0.000536483425443383,-5.34897112053459e-06,5.20190890808718e-08,-1.52765099330305e-08,-0.000445661197812886,2.9560508757268e-05,-1.00884432060428e-14,-4.55740426212281e-07,-5.0041388908682e-06,1.01921287740267e-05,-1.10133457672245e-14,-1.07604242961549e-05,-2.99985515723826e-08,-7.08297388595673e-06,1.48797814781554e-12,-3.36380597146784e-07,0.707106781186539,-5.29051526675523e-07,-8.25560544010402e-15,-2.13175713609137e-06,1.11682633205709e-15,-4.26997291443956e-11,-1.0156418719388e-07,1.26996080735695e-08,-6.35791381709618e-08,-5.75457071723923e-08,5.34789415269419e-15,1.76198678474654e-15,-5.40758864345808e-15,1.17641619565354e-14,-1.16827183815628e-05,1.96996429186413e-05,-4.4313790254803e-15,1.40824764220413e-14,-1.06079439353831e-15,-1.84306490532087e-15,-1.89194345709204e-08,-8.13924403472498e-16,4.06662869929047e-16,-8.73288073067474e-17,1.41516251025234e-15,2.90069603811786e-15,-1.64590563400679e-14,-1.4494998968069e-16,1.56088388365877e-15,-3.69207953728948e-15,2.79934426220054e-15,-3.94829811209021e-15,-2.20074737883632e-14,-0.0848188929679885
"t66",-0.102583277654236,0.000553300703706978,-0.233044412103419,0.00403413575803303,-0.0942128468892404,-0.0238100022598091,-0.0034746779274744,-0.022304130275262,-0.000101269750402006,-0.000364612176382479,0.00552359995214058,-0.0494774570307747,0.000205677259702649,-2.7032493661088e-05,0.000218933399321727,0.00932527239788657,0.0123168582062843,2.40409932382752e-05,3.32441492321861e-05,0.000212692368486459,0.000491943416483857,0.0694624409329093,-0.00776774729923434,-6.13120626533345e-05,0.00392542424876348,0.0119867374404525,0.561882506754296,-0.00790853048110267,0.00113586789735982,0.00586115207871895,-0.0036065619371885,-0.0019380267461689,0.00598561406290394,-0.000934897229177404,0.00370051231532876,6.08484281083416e-05,1.35341457777324e-05,3.68225114956159e-07,-7.86713163325473e-06,-0.00308024059574267,-5.89488873539307e-05,-4.47876406141077e-06,0.000451760340228077,-0.130715090587843,0.0146090481991257,0.00494404928594458,2.23212104285801e-08,-3.24601276484191e-06,-8.89666866741348e-06,0.0877090776003151,-7.19463176402642e-06,2.6824693774347e-06,-0.245194222640069,-2.56881300247419e-06,2.47705711165414e-14,-5.31737665417289e-06,2.15904600375984e-07,1.13540333135006e-07,-9.25769811258794e-08,0.000754906563646787,-1.81580549099468e-05,1.03126458287824e-08,0.00110384543578136,-2.82261359590722e-07,-5.80566875889453e-05,5.3543788264636e-07,-1.64520696553793e-07,0.000213184910105723,0.000382036018403714,-0.000120842950379678,4.60943918108603e-08,3.93628507289744e-06,4.89646680737053e-08,-1.16234209347943e-06,-3.16757594513806e-15,-1.82827483037943e-05,8.9336374962343e-09,2.29703496129211e-05,0.000484675729289039,-6.15024169891014e-07,-3.01587579766957e-12,-0.71359159114692,2.49738923438244e-13,2.63090793721134e-05,-1.82607416714992e-07,-1.01460504784658e-06,-0.000826990799883088,6.48874971214574e-06,1.57139486362308e-14,-0.000848079794818218,-8.41357208812484e-06,8.02415350247673e-08,-2.31234437232497e-08,-0.000672948895271048,4.33858731053372e-05,-4.10410349014496e-15,-6.60015581365636e-07,-7.18244430344051e-06,1.45395355321464e-05,-1.72221395591058e-15,-1.52613967840951e-05,-4.25396217717032e-08,-1.00448855429052e-05,1.1962462743282e-14,-4.77793129485781e-07,-1.9917956306761e-15,-7.52846043781968e-07,-4.17165004952017e-16,-3.03579034467455e-06,-1.96606650238361e-15,-6.09574578838458e-11,-1.44989947288986e-07,1.81319496549315e-08,-9.07927870300863e-08,-8.21849482333542e-08,-1.84528680324395e-15,-5.16358433809924e-15,8.35164434843473e-16,2.61695696949125e-15,-1.67081799105886e-05,2.81945397264324e-05,-1.54109432188231e-15,-5.80019032179691e-15,-1.61643810291724e-16,-2.16948151555351e-16,-2.70932042243569e-08,1.5706499480062e-15,-4.80750810373369e-16,8.37513027673169e-16,-1.24168502939755e-15,-1.29174925192167e-15,9.99200722162641e-16,-3.90436945883633e-15,-4.46882159820751e-15,-3.23362549106035e-15,1.61375202060036e-15,-8.07024830951948e-15,-2.0602441987737e-14,-0.0848188929680222
"t67",-0.102602862420502,0.000553747539247744,-0.233321698143945,0.00403938237457402,-0.0943593303942564,-0.0238479010249463,-0.0034802838105053,-0.0223462611276595,-0.000101495986995534,-0.000365450029075638,0.00553961452439411,-0.0496228199018793,0.000206559553075129,-2.71578012958428e-05,0.000219974989459995,0.00937222222116235,0.0123858522663406,2.41962060854832e-05,3.34915268381514e-05,0.000214467633295668,0.000496101934669106,0.0700845802607769,-0.00783744927644335,-6.18872303805118e-05,0.00397146124179733,0.0121325326385558,0.569760048171202,-0.00801968373462655,0.00115529844520552,0.00596552022512685,-0.00367705241720893,-0.00197650872300592,0.00611207854352176,-0.000956082740362107,0.00378722216340045,6.23684484333134e-05,1.3908080534348e-05,3.78625833447527e-07,-8.10153967644026e-06,-0.00317293726100443,-6.07904400640109e-05,-4.6323063850382e-06,0.000469135093775444,-0.135842431842475,0.0151866053131153,0.00514668312203986,2.33463125254305e-08,-3.39696599759587e-06,-9.35314427043888e-06,0.0924693437539593,-7.58987951593307e-06,2.83072608384956e-06,-0.259184809207766,-2.7184349104933e-06,2.71355816037941e-14,-5.64764409238322e-06,2.29859045677322e-07,1.21268105618265e-07,-1.00157859641172e-07,0.000819967530341311,-1.98225767890758e-05,1.1295003462201e-08,0.00123288269908156,-3.1682629028362e-07,-6.55990462523584e-05,6.07202322738285e-07,-1.86963681156654e-07,0.00024473165153041,0.000443448219889633,-0.00014229434503516,5.42995437844939e-08,4.68179471590401e-06,5.94094399149974e-08,-1.50050722270381e-06,1.33967238816537e-15,-2.47333433149862e-05,1.26997729511571e-08,3.87568490782266e-05,0.000828617813967062,-2.08132158015182e-06,2.96228267794045e-12,0.700512941477062,-2.43874641827626e-13,-1.10204270936261e-05,7.0277553879181e-08,-6.09046334417846e-08,-0.000275118352798464,3.13140135607322e-06,-1.28580446518119e-14,-0.000474791467414115,-4.78779405764867e-06,4.86567287730311e-08,-1.49166426057916e-08,-0.000437604320982011,3.11114129955464e-05,6.70750129523478e-15,-4.98205447158889e-07,-5.64115648252498e-06,1.1805218862605e-05,3.80521769017897e-15,-1.30826763479784e-05,-3.66301742844364e-08,-8.84241280566899e-06,-1.24359563294135e-14,-4.29242931451921e-07,-1.36712376745319e-15,-6.85398419236181e-07,-6.73958596820549e-16,-2.77607423399103e-06,2.73484424755821e-15,-5.64271074966415e-11,-1.34284019227577e-07,1.68038615848972e-08,-8.4220811220274e-08,-7.62726018688507e-08,-1.55752066554244e-16,2.69835620876934e-15,5.34047612799579e-16,-2.19558846392908e-15,-1.56130520509902e-05,2.64484732414705e-05,1.65607265590999e-15,4.93085362695105e-16,4.25794299345669e-16,-1.81012665903826e-16,-2.54978482826718e-08,-1.69292771383389e-15,2.93678001490967e-16,1.68688096729479e-15,-2.59053188877763e-15,7.15777340321361e-16,2.38697950294409e-15,-2.8031611426474e-15,7.14905480264943e-16,-4.16434069907072e-15,1.84214215311386e-15,-5.96149705389454e-15,-1.85202824136174e-14,-0.0848188929679623
"t22",-0.102044915558074,0.000540926674735752,-0.225330226040835,0.00388797801860388,-0.0901196116330091,-0.022750511512865,-0.00331791982389473,-0.0211220726232396,-9.48955445812789e-05,-0.000340987291057621,0.00506869987811234,-0.0453464064990326,0.000180180224391065,-2.33955963346501e-05,0.000188656248629414,0.00795576726858356,0.0102898840393147,1.94311617982482e-05,2.58034017095587e-05,0.00015866316349025,0.000365204729011334,0.0503759994360151,-0.00562890764587594,-4.35675867494572e-05,0.00245973674856607,0.00731741136215316,0.303029568137428,-0.0042542915542257,0.000468643637263878,0.0022403697086115,-0.0010970788247356,-0.000561617031646526,0.00137378883605693,-0.000143701582407071,0.000422570285037982,1.93925119010399e-06,-1.60809421097729e-06,-5.7379995213173e-08,1.98549462649682e-06,0.000836404172954705,2.04592795418802e-05,2.52277776367137e-06,-0.00040808823879013,0.127040423195616,-0.0146115467738662,-0.00562621876506931,-3.74407190756105e-08,5.67687800750444e-06,2.15948372164985e-05,-0.257848115057948,2.20634235368947e-05,-8.40169957170598e-06,0.860146732414788,9.71307662776994e-06,-8.56591414805754e-14,2.5722116729334e-05,-1.23184066229931e-06,-8.19511704889018e-07,2.54170461249433e-06,-0.0526237910786302,-0.00189991019789669,4.46381219169892e-07,0.0135557843043278,-3.06780760572222e-06,-0.000556588703273437,4.85357535405785e-06,-1.44851006156991e-06,0.00167299545546927,0.00273492752101273,-0.000793638340096354,3.02088520596899e-07,2.4698293372266e-05,2.87284608385406e-07,-6.1375986065656e-06,1.31843121726828e-15,-9.35757021175963e-05,4.51760308353955e-08,0.000119796897258056,0.00254010173320744,-4.87745806415276e-06,3.05125014845489e-14,0.00807351595177008,-5.16451195254177e-15,2.48054250267727e-05,-1.82517662765283e-07,-1.74372749306907e-06,-0.00175290457996481,1.4981585426064e-05,-2.82767871976995e-15,-0.00202652406391412,-2.01762164944523e-05,1.94946369978955e-07,-5.67902035161637e-08,-0.0016547412463455,0.000107679865666696,-1.10208313513915e-15,-1.63555916941714e-06,-1.76837557855486e-05,3.54138190467917e-05,-2.88161218114789e-15,-3.58928745965146e-05,-9.96177548057114e-08,-2.29218497047624e-05,-2.37434138434209e-16,-1.05511496620487e-06,5.77506434724712e-15,-1.61679062311247e-06,9.29348230380362e-16,-6.44995746059655e-06,-1.29756706066149e-15,-1.25159356570313e-10,-2.97188150552426e-07,3.70897609835924e-08,-1.85166553161814e-07,-1.67349408359487e-07,-6.17272548712887e-16,3.59502623026763e-15,5.05139765674417e-16,7.82748400731823e-16,-3.32142556195759e-05,5.52144814121776e-05,4.83151414643833e-16,1.5817208562165e-15,1.16213802810952e-16,-1.11765621366155e-16,-5.23461376736468e-08,-4.66864826660082e-16,-2.13467040804025e-16,5.96588004003669e-17,1.14150335920643e-16,-7.92212139146985e-16,1.74860126378462e-15,-6.45243261651982e-16,1.24262893848729e-15,-2.37651907651692e-15,2.6988562263374e-15,-7.14915797855036e-15,-1.97458432084289e-14,-0.0848188929680252
"t98",-0.103264863275845,0.000569616168821376,-0.243486458369377,0.00423351930100997,-0.0998986788312786,-0.0252856359817635,-0.00369334816131714,-0.0239865616947606,-0.000110579209964474,-0.00039928371270083,0.006223013596669,-0.0558483560509036,0.000249443222199376,-3.34373281819728e-05,0.000272709416218423,0.0118011161107904,0.0160691071223862,3.20666266135385e-05,3.2739262629036e-05,0.00261904298373853,0.00399412933584813,0.393336477754356,-0.0440368407858318,-0.000400709302078042,-0.011093629449661,-0.0227813951038588,-0.27440150688096,0.00376270454052424,0.000134073435981473,0.00109722966623018,-0.00114635193032531,-0.000653128060360273,0.00243347361637074,-0.000446359539892213,0.00188628153708662,3.47336373039151e-05,9.10808149596426e-06,2.5696712912644e-07,-6.01908154823342e-06,-0.00239975129563629,-4.93607859087975e-05,-4.71263749707286e-06,0.000838884636181142,-0.294339496657157,0.0362013725757437,0.0259818036925658,-2.11763836237621e-08,2.50153440120282e-06,1.470448921385e-06,-0.00370683959692772,2.51554023205905e-07,-6.82852790281854e-08,-0.000724058871450165,-2.90509660635178e-08,-2.79636284902145e-16,6.48051907372412e-08,-1.62942253284943e-08,-2.87397162059078e-08,1.00805993284655e-06,-0.294600914138764,0.000845258939264411,-1.20541980758235e-07,-0.000952822502865902,1.65493089562062e-07,2.06461679691755e-05,-1.43054704815171e-07,3.68968322986867e-08,-1.55306814472684e-05,1.17545439537566e-05,-1.41841809514517e-05,5.50331028906111e-09,6.30518403757053e-07,1.08228460894717e-08,-3.7539863291658e-07,1.10211293458875e-15,-6.70716193680606e-06,3.58896521244535e-09,1.12860381187027e-05,0.000241125988333276,-5.36271165663363e-07,4.84332836694634e-15,0.000221150489099065,3.03108926782525e-15,3.15627867515619e-06,-2.32565006646074e-08,-2.29735667743219e-07,-0.000241222768270827,2.14896100838991e-06,5.32475741300885e-16,-0.000299799972175408,-2.99773649129763e-06,2.95268975133336e-08,-8.80592728740573e-09,-0.00025747942158078,1.76818739576044e-05,8.81608897542857e-16,-2.79670833738397e-07,-3.14938705995542e-06,6.58543522751394e-06,-1.89369964704617e-15,-7.37071553889899e-06,-2.06720116612791e-08,-5.04533654699029e-06,-2.367896360307e-14,-2.4867400097844e-07,9.74895426168915e-17,-4.02481054256486e-07,-6.45734930172779e-15,-1.63883673182134e-06,1.44705739137166e-14,-3.38971622500933e-11,-8.07136003863544e-08,1.01106352158886e-08,-5.07513839342621e-08,-4.59983853047585e-08,-4.16234931321527e-14,0.707106781186548,-7.02863577243321e-15,1.07831553147317e-14,-9.53220050720109e-06,1.62726731532035e-05,3.90305108626716e-15,7.93586616000134e-15,-4.146260250443e-15,4.37614511905847e-15,-1.57979654478014e-08,-1.62787171583481e-17,9.86007580111228e-15,-1.48245159534809e-15,-9.76843796637099e-15,-5.22908520687515e-15,8.65973959207622e-15,-9.30896181440794e-16,-1.66153479866143e-15,-3.29666078963253e-15,2.28442207224267e-15,-3.59556235611962e-15,-1.3753112138032e-14,-0.0848188929679806
"t99",-0.103264863275845,0.000569616168821647,-0.243486458369377,0.00423351930101027,-0.0998986788312786,-0.0252856359817635,-0.00369334816131698,-0.0239865616947604,-0.000110579209964349,-0.000399283712701123,0.0062230135966685,-0.0558483560509046,0.000249443222199518,-3.34373281817492e-05,0.000272709416218963,0.0118011161107904,0.0160691071223865,3.20666266128887e-05,3.27392626287293e-05,0.0026190429837401,0.00399412933584947,0.393336477754357,-0.0440368407858322,-0.000400709302077948,-0.0110936294496622,-0.0227813951038613,-0.274401506880964,0.00376270454052484,0.000134073435981317,0.0010972296662293,-0.00114635193032349,-0.000653128060360099,0.00243347361637309,-0.000446359539891031,0.00188628153708687,3.47336373032386e-05,9.10808149647817e-06,2.56967128402676e-07,-6.0190815482261e-06,-0.00239975129563861,-4.93607859084001e-05,-4.71263749650386e-06,0.00083888463617836,-0.294339496657161,0.0362013725757423,0.025981803692567,-2.11763845498226e-08,2.50153440019664e-06,1.47044892150772e-06,-0.00370683959693051,2.5155402273422e-07,-6.82852802523002e-08,-0.000724058871444642,-2.90509645628038e-08,1.79613754511993e-15,6.48051910145727e-08,-1.62942273777466e-08,-2.87397190496477e-08,1.00805993249045e-06,-0.294600914138751,0.000845258939256497,-1.2054198137943e-07,-0.000952822502860921,1.65493090304934e-07,2.06461679788354e-05,-1.43054705228994e-07,3.68968318106313e-08,-1.55306814424691e-05,1.1754543949831e-05,-1.4184180955278e-05,5.50330968837983e-09,6.30518404112554e-07,1.08228465630344e-08,-3.75398630630501e-07,-3.41281488284959e-15,-6.7071619417506e-06,3.5889768766076e-09,1.12860381153878e-05,0.000241125988332468,-5.36271166577097e-07,1.00958964709748e-14,0.000221150489107073,-4.41430182003906e-15,3.15627867531651e-06,-2.32564960454393e-08,-2.29735669183148e-07,-0.000241222768278739,2.14896102579947e-06,-4.7244162570091e-16,-0.000299799972178495,-2.99773649349926e-06,2.95268997391163e-08,-8.80592533641705e-09,-0.000257479421594331,1.76818739486499e-05,-2.81280756365917e-16,-2.79670833328419e-07,-3.14938705549032e-06,6.58543522687882e-06,-2.1440270920435e-15,-7.37071553627094e-06,-2.06720116747858e-08,-5.04533654933902e-06,2.30747135839131e-14,-2.48674020563722e-07,3.40350829253644e-16,-4.02481060850557e-07,6.00412007344186e-15,-1.63883673537779e-06,-1.30916475981219e-14,-3.38706573894098e-11,-8.07135129784394e-08,1.011067431576e-08,-5.07514510931452e-08,-4.59983199828659e-08,4.03043103891797e-14,-0.707106781186546,7.85417267262782e-15,-1.01836467234811e-14,-9.53220054737789e-06,1.62726731749661e-05,-2.59188471384929e-15,-1.37511891846866e-14,5.00308751252896e-15,-4.91779769160234e-15,-1.57979760020227e-08,-1.27999032840133e-16,-1.0419085485414e-14,3.40565159664807e-15,6.67687524002763e-15,4.68925458568037e-15,-1.00475183728577e-14,-5.10028801333196e-15,-1.68119180022372e-15,-4.04196219767434e-15,1.43717788280171e-15,-1.07205559720469e-14,-2.61508937226566e-14,-0.0848188929680016
