,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,-0.51934814,-2.7062442,6.4826565,3.0584748,4.494707,7.983633,4.3566704,5.150204,6.838116,8.1341915,5.23611,4.615436,3.6593688,3.689818,5.0225906,4.6604896,4.486138
t6,-0.57770556,-2.8066485,6.5279193,3.144967,4.43799,7.87545,4.3742795,5.157685,6.832902,8.072637,5.3129773,4.530241,3.6685793,3.6787443,5.1603484,4.659743,4.5579624
t30,-0.534638,-2.7764711,6.577205,3.3637495,4.2866974,7.814914,4.437728,4.960696,6.8736687,8.1979475,5.462575,4.381057,3.4315746,3.616331,5.30691,4.535467,4.684178
t31,-0.53027856,-2.743286,6.443742,3.2268953,4.3646207,7.8437605,4.386857,5.1485004,6.8516026,8.196095,5.4083357,4.491983,3.5538495,3.6289823,5.2057605,4.498703,4.5650096
t21,-0.5903558,-2.7641966,6.5510683,3.2687116,4.335255,7.861485,4.393749,5.0457425,6.8415613,8.1271515,5.377827,4.436659,3.4901822,3.6725774,5.242372,4.543046,4.585284
t32,-0.54781157,-2.822455,6.5238247,3.221189,4.366457,7.8436604,4.4381924,5.1083508,6.8886843,8.144123,5.405155,4.471734,3.5021837,3.6669521,5.2972403,4.438696,4.541072
t171,-0.5579186,-2.8063726,6.5698037,3.3183422,4.3364286,7.8257513,4.481664,4.9871607,6.923218,8.247045,5.4796014,4.4308543,3.494482,3.5735216,5.2883453,4.5167723,4.705694
t172,-0.61818284,-2.8122113,6.6172595,3.3547752,4.368771,7.924588,4.504589,4.9704943,6.9605002,8.3034115,5.4314337,4.4689007,3.4926584,3.5559208,5.18081,4.4703813,4.655557
t39,-0.5432859,-2.7566345,6.5491056,3.3218076,4.2872005,7.82941,4.3910384,5.0130215,6.833449,8.136925,5.406583,4.3881955,3.4200146,3.6779082,5.310005,4.522677,4.596411
t40,-0.5426064,-2.764301,6.5104938,3.2786782,4.313497,7.827939,4.389354,5.071491,6.8381186,8.141409,5.407076,4.4205995,3.4669995,3.672174,5.297076,4.5080986,4.579072
t25,-0.4679219,-2.744592,6.4338536,3.1036148,4.5246553,8.016078,4.4779143,5.1633344,6.985362,8.348561,5.3168354,4.6470838,3.68785,3.609872,5.063123,4.552473,4.5314007
t150,-0.38954628,-2.7156901,6.4382076,3.1939468,4.4856257,8.026625,4.4909887,5.1243153,7.005662,8.412873,5.347434,4.6349173,3.610267,3.600673,5.0666575,4.491823,4.5361066
t151,-0.55102015,-2.7840326,6.432117,3.1919143,4.432635,7.9161935,4.486477,5.1202073,6.9949417,8.434353,5.4022765,4.543862,3.6233273,3.5368505,5.178856,4.5506377,4.6244774
t139,-0.4903324,-2.7671742,6.4178143,3.113182,4.5013723,7.99715,4.482631,5.1669145,6.987551,8.390577,5.3599505,4.6062007,3.684219,3.5788097,5.1291327,4.551647,4.5632873
t14,-0.5229624,-2.8246465,6.3930526,3.1897335,4.4518466,7.911254,4.520927,5.1645627,7.016271,8.414807,5.4378085,4.563884,3.650229,3.5198252,5.193693,4.4841027,4.6333413
t5,0.053817686,-1.9971508,6.074782,1.9050919,4.9598603,7.960888,3.8350737,5.5471435,6.128476,7.4356084,4.6673465,5.256488,3.8838255,3.7901065,4.0646696,5.3439665,4.0780306
t2,0.14361753,-1.9308013,6.034836,1.9045092,4.9229417,7.919303,3.7644572,5.5787334,6.037586,7.3995724,4.690219,5.2736983,3.8095646,3.8577595,3.9875271,5.3522153,4.031873
t169,0.83808863,10.048123,7.853046,3.199629,3.9070306,9.75827,2.0417786,5.9952564,4.189698,4.9617357,5.832178,7.2571406,4.6882644,5.025803,6.589238,5.686965,2.8216815
t170,0.88140106,10.060221,7.9121723,3.270075,3.9027607,9.741086,1.9846779,5.983428,4.143055,4.9684696,5.7949867,7.2798777,4.6872854,4.978594,6.6012864,5.656942,2.8149488
t106,0.8845867,10.048192,7.865694,3.2039468,3.800862,9.681792,2.028114,5.9429603,4.1403337,4.9808183,5.771522,7.2262053,4.7661786,4.987245,6.5930104,5.60171,2.8654318
t107,0.90338916,10.021441,7.8095174,3.1618164,3.7543712,9.633279,2.0391493,5.989833,4.118743,5.0088487,5.7719584,7.155853,4.808781,4.972244,6.634562,5.5876303,2.9159122
t53,0.39451623,10.093105,7.913633,3.430831,3.8389027,9.626046,2.0722017,5.690933,4.5306406,5.027491,5.788334,7.0865784,4.7227683,5.2721963,6.2561235,5.8800974,2.6637666
t44,0.7111609,9.978608,7.9903536,3.337894,3.899941,9.681512,1.9190581,5.9184456,4.262429,5.06381,5.7800856,7.235769,4.7169394,5.0549135,6.5143905,5.6890087,2.7115932
t61,0.65318567,10.040932,7.9855347,3.380277,3.8614712,9.659684,1.9910185,5.8291645,4.3328066,5.0138154,5.755704,7.2187986,4.7248626,5.1118293,6.4262404,5.7294154,2.6996238
t62,0.71273977,10.088481,7.9141645,3.3198378,3.818722,9.648926,2.037092,5.8509674,4.280577,4.974535,5.7454104,7.1997485,4.7525363,5.1252813,6.447916,5.698137,2.7595344
t48,0.49870425,10.033885,7.88554,3.3865254,3.8654997,9.642067,2.0423794,5.781344,4.437604,4.953898,5.853658,7.0988255,4.6731906,5.2061534,6.305279,5.849418,2.741808
t92,0.9527955,10.117228,7.947802,3.284523,3.817247,9.677946,1.9704869,5.921561,4.0771604,4.951418,5.718319,7.2629285,4.7616863,5.0301533,6.543374,5.5790486,2.780731
t93,0.9067518,10.058946,7.8844404,3.2235155,3.7884924,9.664917,2.0114439,5.9384627,4.1212707,4.979016,5.7530317,7.2214694,4.7798944,4.9869385,6.590504,5.585848,2.8450716
t131,0.9231259,10.05784,8.016045,3.3161974,3.8472636,9.607456,1.8900928,5.975777,4.088006,5.03568,5.638339,7.2924805,4.8036838,5.0820827,6.5356383,5.5788417,2.726652
t132,0.97663474,10.10294,7.9616327,3.2298636,3.7142804,9.606626,1.9978818,5.8720984,4.042613,4.9790945,5.6166945,7.3188615,4.8653693,5.0324264,6.543498,5.476113,2.82048
t49,0.32681558,10.113931,7.8694696,3.443459,3.843384,9.620839,2.1359591,5.643849,4.589654,4.9740663,5.820644,7.0377097,4.682574,5.3337483,6.186606,5.946763,2.6791098
t111,0.24410245,10.345251,8.556462,3.9263475,4.02342,9.982059,2.5808156,5.097824,4.9858923,4.4942055,5.914493,7.7416425,4.2690697,5.1012845,6.1420403,6.149294,2.3898706
t157,0.2435928,10.294866,8.563411,3.926419,4.0021963,9.954745,2.5531535,5.0726967,4.9394827,4.5371194,5.9155,7.7652187,4.2914925,5.113365,6.229834,6.098859,2.4284115
t158,0.19887546,10.314224,8.616306,3.928934,4.0542827,10.013976,2.5578554,5.069346,4.948382,4.527305,5.881632,7.7976537,4.25697,5.1373835,6.2014832,6.0998025,2.4130473
t148,0.28698462,10.318484,8.511371,3.9275365,3.970062,9.931038,2.5037029,5.1494317,4.879596,4.526455,5.8509254,7.769997,4.286236,5.1793265,6.2469893,6.0284853,2.475236
t149,0.10878654,10.299301,8.652122,3.8885372,4.1303387,10.089268,2.558765,5.064061,4.964329,4.5567365,5.88243,7.7380867,4.288118,5.129799,6.109149,6.141233,2.388408
t129,0.18135086,10.29915,8.604786,3.8896925,4.081556,10.0573,2.4966624,5.113353,4.89295,4.566397,5.8356743,7.7822804,4.288195,5.186199,6.216004,6.045591,2.4613822
t94,0.2898928,10.423427,8.47428,3.886443,3.9355402,9.880846,2.6128669,5.1338325,4.9346123,4.4839177,5.912621,7.646393,4.2498665,5.1087074,6.1183267,6.116998,2.40333
t109,0.2139675,10.211136,8.518667,3.9144647,4.002124,9.919615,2.370549,5.262122,4.890782,4.628235,5.7252083,7.7304125,4.359312,5.3187723,6.1219106,6.1029935,2.4452581
t110,0.1979172,10.324832,8.54392,3.8644655,4.046433,10.014248,2.4881651,5.1658273,4.8730583,4.5729866,5.782077,7.7101054,4.306768,5.243476,6.1586304,6.0544515,2.4758666
t36,0.32926112,10.324747,8.092177,3.6047592,3.9013486,9.774893,2.248923,5.4705095,4.701844,4.7702675,5.8360314,7.2954245,4.537767,5.218519,6.226033,5.93419,2.6285434
t37,0.31577435,10.3719225,8.2228155,3.6928165,3.9407082,9.85327,2.3618166,5.364451,4.7450213,4.668847,5.8619123,7.4316673,4.437551,5.205401,6.2212048,5.9548306,2.5898333
t50,0.28735834,10.352372,8.188284,3.671022,3.9201286,9.824076,2.3306792,5.3775496,4.7610393,4.7030096,5.8491907,7.3927145,4.471389,5.227766,6.2008624,5.966577,2.6001878
t51,0.3207098,10.23555,7.9674315,3.5187483,3.8870387,9.706627,2.1941314,5.5491443,4.6632166,4.8384924,5.835755,7.15457,4.5869665,5.2746544,6.2069564,5.933416,2.6691115
t45,0.27786124,10.276891,8.009097,3.5613692,3.8668892,9.708796,2.2153056,5.4945364,4.715319,4.847876,5.8384433,7.194432,4.5941954,5.2835317,6.171941,5.9692907,2.6347125
t41,0.36247608,10.074199,7.808026,3.3925035,3.8422506,9.576654,2.1394536,5.70978,4.524897,5.0228076,5.792374,6.9714866,4.712402,5.3909945,6.2155895,5.959753,2.683504
t153,-0.4330363,11.5976515,6.5765347,2.9747243,4.0738153,9.404866,1.6426673,5.962703,5.381815,4.7217865,6.1639857,5.8222685,4.898051,5.655501,5.886681,6.33345,2.8816512
t154,-0.3617373,11.592771,6.5543313,2.9884884,4.0194035,9.393827,1.6496441,5.965983,5.319407,4.725359,6.170836,5.8296375,4.8172994,5.696346,5.795272,6.3537517,2.9229932
t152,-0.39847094,11.697498,6.589371,3.012914,4.1272426,9.458854,1.6770015,5.90259,5.36423,4.6589108,6.1307073,5.8531036,4.853871,5.684395,5.8535805,6.393832,2.876423
t167,-0.2976233,11.619894,6.4620724,2.8869498,4.040906,9.369401,1.5448496,5.9882402,5.2527533,4.7068467,6.194373,5.7371345,4.7523,5.791877,5.7581005,6.3874793,2.9749386
t168,-0.3353441,11.756652,6.486528,2.9273734,4.082974,9.350512,1.5888551,6.010144,5.2818522,4.712982,6.2330675,5.734959,4.76922,5.7860947,5.7706656,6.395446,3.0061421
t112,-0.23930117,11.480968,6.5810676,2.9766963,3.976913,9.340606,1.6394378,6.03941,5.188184,4.782707,6.1823835,5.803915,4.766281,5.6760387,5.833269,6.253739,2.9516969
t113,-0.36146235,11.630211,6.472945,2.9444919,4.0101604,9.335019,1.6031947,6.024221,5.314268,4.749079,6.2297206,5.7489967,4.7898426,5.750605,5.761177,6.339915,2.986676
t70,-0.22504182,11.400433,6.798866,3.0974784,4.0030904,9.461136,1.7616673,5.8838186,5.1832633,4.741468,6.0934267,6.0507193,4.7812076,5.6176686,5.854484,6.2914042,2.870131
t71,-0.4551096,11.640536,6.4273705,2.9247675,4.0553493,9.323744,1.5869918,6.0492454,5.4076624,4.738451,6.2475953,5.676207,4.8646846,5.7318,5.81306,6.3299813,2.9696407
t144,-0.2609489,11.615278,6.6678376,3.0625858,3.9998832,9.424971,1.721615,5.9158816,5.219909,4.7268143,6.15134,5.95005,4.741792,5.6930017,5.7584233,6.3649297,2.9396198
t145,-0.27317986,11.6919155,6.6446,3.0698407,4.0534024,9.470543,1.7277856,5.8710647,5.2428036,4.6619906,6.1180916,5.945727,4.736529,5.7066994,5.7401333,6.4354444,2.9133751
t33,-0.20347653,11.379464,6.8020115,3.0991063,3.9869409,9.449928,1.7629172,5.8994393,5.161674,4.7551417,6.0998216,6.050882,4.7709794,5.6110044,5.8567305,6.272078,2.8796966
t20,0.37857404,9.9581175,7.7231736,3.3354936,3.8303006,9.549299,2.1124332,5.7620316,4.4886613,5.043699,5.8175497,6.912858,4.7228165,5.3682566,6.1989036,5.917922,2.7436566
t137,14.009886,3.2709777,4.861309,4.8398476,4.996123,8.764641,3.2332904,6.705204,6.3614845,2.9359913,5.301352,7.4683194,7.7571125,6.025213,5.552514,6.1278524,0.6118194
t138,14.004182,3.3000784,4.8529034,4.867501,4.9881635,8.75241,3.2691426,6.728706,6.343827,2.9368775,5.302364,7.4556375,7.757212,6.0344763,5.555597,6.0982,0.6033039
t161,14.052827,3.2975142,4.7915015,4.9135046,4.9198318,8.748925,3.1813626,6.6400657,6.3735933,2.9988563,5.43246,7.410254,7.6909657,6.0921164,5.596345,6.087858,0.7080867
t162,14.044905,3.2904232,4.8066278,4.905977,4.9361005,8.735582,3.198904,6.627074,6.3898644,2.996886,5.3969383,7.405092,7.692536,6.080047,5.5698466,6.096433,0.7262778
t66,14.044246,3.3640082,4.7734556,4.969272,4.9081335,8.707139,3.3148532,6.700718,6.3294563,2.9629436,5.4093738,7.4021463,7.7269735,6.1197314,5.553466,6.042306,0.6514
t101,14.027516,3.3797162,4.771263,4.985641,4.8794537,8.803331,3.2847366,6.8276887,6.3967395,2.8649673,5.3997955,7.5223117,7.827853,6.150192,5.545721,6.011832,0.5464332
t102,14.020957,3.3126836,4.798896,4.9154973,4.898409,8.820923,3.2344851,6.7913976,6.432784,2.9022741,5.388834,7.4891315,7.7901525,6.118263,5.539347,6.0560236,0.6065118
t69,14.100342,3.2599561,4.847023,4.923095,4.935655,8.815089,3.192684,6.6902957,6.3511863,2.8794127,5.444502,7.5257444,7.806516,6.1008887,5.6325145,6.117788,0.6095263
t15,0.3678077,-1.7458209,5.975969,1.9960114,4.7226434,7.8060856,3.6140075,5.727398,5.8191333,7.310963,4.78277,5.378213,3.5428693,4.1161294,3.801095,5.3066106,3.8169029
t79,13.911841,3.4642372,4.649064,4.9402585,4.8265996,8.464317,3.2965262,6.408523,6.4341054,3.0807502,5.3086486,7.2552457,7.607702,6.0533347,5.5390983,5.9978347,0.67878056
t142,13.958071,3.418446,4.7233562,4.943646,4.891849,8.435036,3.2352753,6.3378797,6.3799863,3.1149518,5.3282685,7.197027,7.5771165,6.043877,5.547835,6.013268,0.7323144
t143,13.922783,3.4525526,4.6901226,4.9148583,4.8776283,8.428525,3.263975,6.3997073,6.4031763,3.1475072,5.290599,7.1886024,7.544764,6.0124435,5.541939,5.997666,0.71488273
t130,13.996683,3.3281713,4.7909994,4.8352084,4.9662642,8.490843,3.3257246,6.458863,6.3354497,3.066253,5.3176,7.150463,7.6305637,6.033879,5.4658995,6.1119485,0.6412753
t73,13.962699,3.4056036,4.727382,4.8836503,4.9165645,8.359698,3.295676,6.3018074,6.349994,3.0934596,5.2957816,7.123902,7.600191,6.031113,5.4876328,6.0647345,0.6432913
t63,14.086093,3.2770417,4.7210975,4.908286,4.866242,8.722784,3.3561742,6.6819177,6.3160563,3.2056007,5.5084686,7.1511307,7.4812813,6.1595674,5.424063,6.1003237,0.97466284
t135,14.009817,3.3283525,4.701423,4.857113,4.869636,8.667004,3.2880042,6.6197724,6.3693724,3.2146301,5.4270406,7.1833267,7.47557,6.0899806,5.4735923,6.0905204,0.89046955
t136,14.139095,3.2253366,4.7048893,4.9844556,4.809159,8.670389,3.3360548,6.6340837,6.325881,3.135701,5.5277777,7.106125,7.543884,6.2100563,5.3792005,6.053507,0.8956537
t114,14.047102,3.3169112,4.7240148,4.9266095,4.8729177,8.685476,3.3382435,6.6656184,6.344947,3.1861067,5.458997,7.1678424,7.5013127,6.1156135,5.463513,6.0576386,0.9493992
t59,14.040522,3.3188422,4.7255783,4.89975,4.8823094,8.702342,3.3403146,6.674462,6.341449,3.1980925,5.4593515,7.179964,7.4910636,6.1130223,5.462401,6.08023,0.9521504
t7,0.42442778,-1.7416378,5.916692,1.935748,4.7571244,7.7986994,3.6045527,5.678851,5.767609,7.318896,4.7594204,5.395385,3.556206,4.097194,3.8394413,5.288884,3.882938
t120,3.6104827,-2.6996439,1.170805,5.307537,3.704058,5.935574,1.955325,5.5677643,5.593362,7.974628,7.095493,4.161021,2.705864,5.275073,2.615752,3.3039548,7.0612693
t121,3.61365,-2.838025,1.0762953,5.272037,3.8450465,5.9095545,1.934611,5.682262,5.61485,7.8949184,7.0737004,4.062904,2.7435129,5.260199,2.5216599,3.3778489,6.9754224
t108,3.636531,-2.8072815,1.0836114,5.1711545,3.8088923,5.983589,2.0086777,5.600577,5.625979,7.9047914,7.1124268,4.1575775,2.7083678,5.229667,2.5535526,3.3140817,6.969165
t86,3.5663178,-2.7124617,1.1090983,5.3380213,3.7112217,5.912653,1.7734128,5.524182,5.4800506,7.911906,6.9478707,4.181023,2.8295531,5.241298,2.7401648,3.462903,6.9456935
t103,3.6404076,-2.7941632,0.99151486,5.353986,3.7746518,5.93138,1.678062,5.524033,5.4164395,7.823894,6.9652147,4.185202,2.8621786,5.2214003,2.711002,3.461153,6.845777
t104,3.648285,-2.7343295,1.0007051,5.4471693,3.711226,5.9176354,1.6532887,5.5151567,5.356448,7.8438106,6.9626007,4.1836834,2.8625457,5.249308,2.730715,3.4034266,6.8794284
t85,3.6209366,-2.8151078,0.91217035,5.4061604,3.6664193,5.8709574,1.698986,5.595052,5.349231,7.806815,7.022598,4.1729994,2.838621,5.336029,2.7210407,3.41575,6.868272
t97,3.619603,-2.739518,0.9771768,5.4562545,3.650405,5.9237776,1.6499186,5.548241,5.3756294,7.8452783,6.9662423,4.2421446,2.8286283,5.303323,2.7221065,3.395996,6.894332
t98,3.6838114,-2.8836834,0.83668214,5.289088,3.7102222,5.950801,1.6787139,5.550997,5.3384976,7.723229,7.090786,4.24122,2.8685682,5.257133,2.7022622,3.379674,6.786881
t118,3.5988126,-2.6803174,1.1880959,5.5203176,3.757848,5.874217,1.8773463,5.5709367,5.5191073,7.9926963,7.0725455,4.1080737,2.7526546,5.2503567,2.616363,3.2754028,7.097411
t119,3.6736608,-2.6146126,1.1960196,5.4163303,3.6813276,5.9693527,1.7930689,5.5294433,5.506089,7.9510407,7.0651517,4.2358212,2.7263615,5.268799,2.6557944,3.2533698,7.034093
t95,3.6826732,-2.5884192,1.2133324,5.3751235,3.7151535,5.990126,1.776802,5.5022955,5.526257,7.944153,7.035786,4.244833,2.748109,5.2369614,2.666372,3.2849839,7.0141873
t38,3.7779338,-2.8473434,0.9729778,5.5146384,3.812623,5.992736,1.7963663,5.618358,5.4787292,7.805722,7.318907,4.0610557,2.7352057,5.215971,2.457248,3.19188,7.051823
t89,3.8314435,-2.8270752,0.945771,5.635304,3.8468013,5.957476,1.5900805,5.538253,5.3610682,7.766604,7.315911,4.059477,2.8111296,5.1976085,2.4229262,3.1394138,7.0780287
t116,3.8754804,-2.8483887,0.8531951,5.6215644,3.8129318,5.94862,1.5114048,5.525761,5.2914634,7.7088127,7.3318505,4.0885477,2.8288789,5.2235723,2.4357193,3.1115627,7.039064
t117,3.8490148,-2.887935,0.8781026,5.5671325,3.8584013,5.9794683,1.5262369,5.4384484,5.267121,7.6707387,7.3141594,4.114215,2.9307518,5.1035886,2.4662025,3.1801326,7.016497
t82,3.858239,-2.8580077,0.8948719,5.628133,3.8330607,5.98092,1.5851914,5.543445,5.3414173,7.7249174,7.35094,4.0677514,2.813204,5.18904,2.416791,3.1241174,7.0600944
t133,3.9068315,-2.8768466,0.83970934,5.58402,3.8187995,5.998377,1.5538764,5.517233,5.296195,7.676017,7.3835087,4.108216,2.8334503,5.1790395,2.4257782,3.0959642,7.028749
t134,3.9916244,-2.855327,0.7855694,5.6013184,3.76911,6.013824,1.4640023,5.5020127,5.236713,7.642065,7.4208775,4.1578627,2.817577,5.2125616,2.426851,3.0157063,7.0242314
t52,3.9207802,-2.917283,0.7979817,5.500261,3.8479257,6.0425324,1.5910492,5.543678,5.3069763,7.635053,7.399449,4.1309834,2.8308766,5.1589913,2.4310248,3.1157413,6.949127
t56,3.7855825,-2.8100653,1.0126145,5.6610074,3.8512106,5.9528975,1.6532081,5.5551353,5.407802,7.810024,7.290907,4.031241,2.799192,5.1918674,2.42034,3.1750689,7.109498
t57,3.8570478,-2.940588,0.82836473,5.2179193,3.8458734,6.0709195,1.6826171,5.472905,5.3398824,7.6188426,7.32111,4.2352366,2.8881524,5.104408,2.5249496,3.1989672,6.8468685
t23,0.41735357,-1.7471998,5.8645434,1.9191214,4.8047442,7.841674,3.6993482,5.6676807,5.879441,7.3947134,4.759558,5.2891817,3.60797,4.0062757,3.9283366,5.301072,3.9995615
t24,0.42278585,-1.8123926,5.746957,1.98479,4.8478966,7.7996,3.654487,5.581186,5.8904924,7.4746284,4.8364835,5.2437105,3.655303,3.9475837,3.8882248,5.3160396,4.0975323
t17,0.4410334,-1.7872951,5.786091,1.9658258,4.7799907,7.7654405,3.6256487,5.6187606,5.8322883,7.4124436,4.829956,5.3572674,3.598445,4.0339203,3.8542545,5.281596,3.9905863
t10,0.3434346,-1.7940062,5.8423147,1.9826376,4.845121,7.8371773,3.6531994,5.6133084,5.905816,7.426495,4.803062,5.276004,3.6641614,3.9588678,3.851235,5.3471317,4.0011244
t12,0.3186914,-1.7788048,5.991582,1.957218,4.7643876,7.8461323,3.6563077,5.6986423,5.8673253,7.2985525,4.739544,5.3925314,3.6066532,4.0632005,3.849609,5.2918096,3.839884
t83,3.5591106,-2.7206144,1.2686758,5.1387916,3.629283,5.901458,2.147268,5.625777,5.681557,8.033924,7.1513977,4.1825867,2.6424232,5.345973,2.6368642,3.2719603,7.101067
t84,3.5457804,-2.7753117,1.236909,5.025484,3.6859193,5.89452,2.2657888,5.641536,5.726072,8.013869,7.184535,4.102362,2.642232,5.3101664,2.6327586,3.3124309,7.1001196
