accepted_species,estimate
t82,-0.5752414
t83,-0.5752414
t73,-0.5752414
t85,-0.23323832
t86,-0.23323832
t98,-0.23323832
t78,-0.43279862
t55,-0.442908
t56,-0.5752414
t37,-0.12376137
