,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,40.954155,-9.085761,14.6749325,31.976763,-2.918204,3.9129338,-2.819907,-3.0893457,4.2936497,-8.6491375,-1.0286961,-4.4241724,-1.2985564,-2.809489,30.084377,16.43731
t4,52.150455,-10.6011915,15.083314,37.148293,-3.360258,2.5954113,-2.8440075,-3.6037786,3.7885647,-10.455822,-0.7996039,-5.5336003,-1.3052597,-3.597311,37.22207,18.653652
t5,47.83522,-9.233541,12.608561,32.11399,-2.6821232,1.2488805,-2.264734,-3.1368346,2.1957293,-9.301484,-0.6193825,-4.9770045,-1.178462,-3.3457336,33.292843,16.152927
t8,55.566284,-9.742481,10.270425,33.91536,-2.3824735,-0.246442,-2.011069,-3.3203714,-0.018060127,-10.210358,-0.15659145,-5.6638713,-1.3378628,-3.8806221,37.34426,16.230093
t33,68.93872,-9.396297,0.833927,31.029186,-1.4501474,-1.9212046,-0.14209399,-3.5415504,-0.87939864,-11.659557,9.320419,-7.2049613,-1.871148,-5.0225687,43.54148,12.708801
t40,81.39126,-11.778743,2.9016793,40.708263,-2.369955,-1.8635895,-0.735094,-4.824096,-0.27822325,-14.443283,11.484809,-8.692687,-2.407993,-5.6767135,54.17341,16.836224
t101,80.97307,-11.678206,2.3527615,39.91633,-2.1449623,-1.9476902,-0.5695646,-4.6475015,-0.51804847,-14.305694,10.844711,-8.711462,-2.2983758,-5.774795,54.270035,15.864217
t102,80.9971,-11.689132,2.1904433,40.013573,-2.1064556,-1.9454632,-0.59650683,-4.6382036,-0.53853416,-14.290389,10.80667,-8.7219305,-2.3019102,-5.7058487,54.38792,15.862384
t140,80.48012,-11.561563,2.1041644,40.346226,-2.1332746,-1.9574463,-0.6330785,-4.6034837,-0.4680527,-14.296715,11.5347185,-8.699166,-2.2497842,-5.6928077,54.373444,15.702258
t141,80.47076,-11.568297,2.071399,40.337856,-2.1400685,-1.9618114,-0.6390806,-4.615815,-0.48036805,-14.296964,11.535241,-8.707297,-2.2628765,-5.6791296,54.411957,15.691886
t78,80.64692,-11.610266,2.2876074,40.47296,-2.126957,-1.919883,-0.6015909,-4.7102733,-0.45634824,-14.328412,11.138985,-8.727687,-2.287752,-5.6849427,54.558132,15.619496
t87,81.000824,-11.380962,1.4824526,39.770157,-2.2156894,-2.2940118,-0.48135257,-4.652463,-0.52745956,-14.014376,12.463278,-8.749866,-2.3637128,-5.5677977,54.321632,16.134722
t88,81.10926,-11.406851,1.4766228,39.69881,-2.1923873,-2.2393987,-0.5127426,-4.7154374,-0.51895756,-14.044463,12.245113,-8.773037,-2.4218338,-5.5679183,54.522305,16.114529
t83,81.10697,-11.396543,1.4769013,39.77411,-2.2257252,-2.2404697,-0.49348083,-4.6943574,-0.50064373,-14.012332,12.255419,-8.754203,-2.4037817,-5.59839,54.456284,16.461048
t84,77.63155,-10.759032,1.0029786,37.342262,-1.9974641,-2.253844,-0.47680375,-4.493955,-0.5417553,-13.523501,12.512292,-8.376048,-2.3393095,-5.520421,52.009895,15.835405
t115,80.170746,-11.238599,1.6554215,39.50305,-2.2268963,-2.2608593,-0.6791343,-4.690897,-0.43554613,-14.064353,12.914261,-8.676639,-2.4127157,-5.6673183,53.897003,16.64812
t116,79.95876,-11.262892,1.6584427,39.621708,-2.2128973,-2.2407284,-0.6769586,-4.7151675,-0.39457878,-14.084006,12.872583,-8.677198,-2.4382784,-5.669756,54.002396,16.758163
t76,80.19791,-11.301922,1.598016,38.998898,-2.2307122,-2.1872735,-0.64983743,-4.743707,-0.47818795,-14.0900545,12.409231,-8.685416,-2.400418,-5.658443,54.098766,16.637491
t77,80.02249,-11.333422,1.5253146,39.144295,-2.193103,-2.241104,-0.688853,-4.676524,-0.51014674,-14.054036,12.4795475,-8.649344,-2.4262004,-5.6677065,53.85472,16.43085
t51,76.910904,-10.681466,1.4646161,36.64928,-1.855132,-1.9249871,-0.40084282,-4.303432,-0.72382146,-13.257189,10.899672,-8.166827,-2.2763886,-5.332233,50.31495,14.954457
t52,77.06351,-10.694983,1.1885931,36.465622,-1.8066887,-1.9093682,-0.36544526,-4.3321347,-0.71173364,-13.297632,10.852438,-8.195942,-2.3265865,-5.3808837,50.30605,15.089451
t26,65.55698,-8.810871,0.2612603,28.427498,-1.2057844,-1.8641227,0.04674466,-3.1798575,-1.0048112,-10.919084,8.435522,-6.758964,-1.655369,-4.8847947,40.196022,11.706782
t58,81.53354,-12.038654,3.7263815,40.875923,-2.5616844,-1.5573981,-0.9816777,-4.326101,-0.14744589,-14.352176,9.175849,-8.652944,-2.1486776,-6.260752,50.873142,17.017958
t59,75.26468,-10.747006,2.0706847,35.744766,-1.9848694,-1.6845331,-0.53625524,-3.7747734,-0.4974866,-12.969268,8.867942,-7.9034004,-1.8857107,-5.8170433,46.256905,14.873719
t96,81.3755,-11.965976,3.9617417,40.546257,-2.4116514,-1.639191,-0.9053462,-4.470321,-0.34097388,-14.504642,9.587312,-8.429389,-1.7726659,-6.231382,50.96195,15.650497
t97,81.39877,-11.950718,3.8253758,40.440865,-2.4526274,-1.6036408,-0.89916813,-4.507061,-0.30756438,-14.478993,9.525269,-8.459788,-1.794384,-6.1967044,50.836838,15.577059
t151,81.876434,-12.140052,4.3279643,40.55267,-2.4596326,-1.5941337,-0.8938739,-4.3520846,-0.28096315,-14.527165,9.18486,-8.467701,-1.8106779,-6.2846365,50.16477,16.200424
t152,81.85158,-12.139772,4.341971,40.54808,-2.4602306,-1.5908171,-0.8896236,-4.3529205,-0.27613014,-14.530151,9.174973,-8.469417,-1.8104849,-6.284726,50.14504,16.194908
t54,77.49509,-11.193606,3.1601794,37.41683,-2.145294,-1.709876,-0.6757669,-3.9530487,-0.5168732,-13.535624,9.365353,-7.95631,-1.663261,-5.9413657,47.236633,14.657845
t38,81.936035,-12.150036,4.20841,40.81498,-2.5611732,-1.5832671,-1.0437063,-4.518346,-0.23628199,-14.514945,9.075065,-8.510999,-1.9452912,-6.275706,51.459778,16.820068
t80,82.06067,-12.248183,4.6533704,40.489624,-2.6087542,-1.6740696,-1.092661,-4.5484366,-0.40183565,-14.337563,7.8458996,-8.480498,-1.8910849,-6.612549,50.43247,16.7072
t164,81.922,-12.30825,4.727878,40.574104,-2.5693405,-1.6742169,-1.1738775,-4.522611,-0.4181946,-14.39574,7.8338413,-8.461188,-1.8911978,-6.6714325,50.174103,16.86777
t165,81.92059,-12.308589,4.724958,40.578613,-2.5697086,-1.6745564,-1.1732925,-4.5209813,-0.41900864,-14.395469,7.839512,-8.461643,-1.8916969,-6.6714067,50.17291,16.867296
t53,75.79755,-10.977373,3.3033965,35.746277,-2.0896816,-1.792045,-0.7036831,-3.9509926,-0.735717,-13.016894,7.7978354,-7.7795753,-1.7158116,-6.040539,46.020054,14.716359
t32,74.25708,-10.751662,2.7782166,35.09947,-1.88727,-1.7597803,-0.5782716,-3.8819177,-0.7026839,-12.985476,8.388497,-7.7790427,-1.8546532,-5.819922,45.72664,14.559534
t28,71.24039,-10.125615,2.1440823,32.67684,-1.6632807,-1.8629481,-0.34797567,-3.5308778,-0.8255877,-12.1966715,7.9297123,-7.3702407,-1.6872351,-5.5354514,43.90821,13.987693
t36,76.4996,-11.146239,4.1648746,36.844547,-2.108101,-1.8602537,-0.7476911,-4.090316,-0.5952282,-13.298492,7.7486095,-7.999607,-1.8656266,-5.9174423,48.34834,15.94154
t124,82.14116,-12.305105,5.04903,40.916527,-2.4328334,-1.9625355,-1.1973583,-4.2359295,-0.71395797,-14.214746,7.406992,-8.444764,-1.7985634,-6.310806,51.849674,17.183764
t125,81.38215,-12.130442,4.8440413,40.353798,-2.3821943,-1.9727453,-1.1244969,-4.1779056,-0.7182062,-14.045504,7.4956856,-8.364661,-1.7810354,-6.246062,51.278458,16.940353
t166,82.173676,-12.256376,5.0076385,40.8637,-2.436277,-1.9401153,-1.1899785,-4.2530665,-0.68219185,-14.17287,7.4662323,-8.428241,-1.8246462,-6.273987,51.536526,17.133842
t167,82.1765,-12.255436,5.006701,40.859802,-2.4359632,-1.9399532,-1.1895471,-4.25361,-0.68157923,-14.173861,7.4728775,-8.429174,-1.8258797,-6.2736692,51.53473,17.131765
t74,77.89239,-11.828688,6.3466372,39.162464,-2.3150933,-1.3596991,-1.2166257,-4.2977967,-0.45239335,-13.693992,4.8288403,-8.061842,-2.1076722,-5.5298424,49.590935,16.82863
t75,82.14708,-12.729002,7.4011464,42.524582,-2.6315002,-1.2918285,-1.5081639,-4.689993,-0.3070492,-14.587485,4.732849,-8.547526,-2.3124635,-5.7885747,52.841877,18.247038
t55,75.411156,-11.494676,5.6065297,37.148613,-2.001789,-1.5872757,-1.1441684,-3.9232407,-0.5552239,-13.4136305,5.9035378,-7.6951137,-2.1734962,-5.375193,47.076756,16.713182
t61,81.20806,-12.858263,7.260901,42.249123,-2.4654071,-1.3895206,-1.743924,-4.4841394,-0.28369603,-14.812059,5.958626,-8.287406,-2.5118759,-5.750694,51.69604,19.200405
t121,81.30385,-12.7332945,7.8081717,42.124577,-2.5048761,-1.6401047,-1.5849055,-4.3882103,-0.26220724,-14.713748,6.1629124,-8.355391,-2.354068,-5.7092953,51.393,18.82866
t136,81.31636,-12.717686,7.7974315,41.971222,-2.4759672,-1.6441888,-1.58152,-4.3579497,-0.284376,-14.690482,6.0750923,-8.316927,-2.3462622,-5.7065063,51.34169,18.82715
t137,81.30633,-12.711588,7.8314147,41.977467,-2.478077,-1.652907,-1.576136,-4.361718,-0.27752325,-14.695353,6.12722,-8.329646,-2.3590486,-5.695371,51.32567,18.781555
t91,79.53111,-12.3401165,7.1681333,40.50138,-2.3463535,-1.6325883,-1.4450742,-4.243015,-0.33518013,-14.309448,6.099661,-8.128857,-2.3232365,-5.5914955,49.97249,18.191463
t79,81.63632,-12.737082,7.7927604,41.831047,-2.5379102,-1.5737183,-1.5506333,-4.432649,-0.25430167,-14.709358,5.846573,-8.316703,-2.3571765,-5.764591,51.319954,19.148836
t12,56.556557,-8.784278,5.7149653,28.968502,-1.6126832,-0.81074506,-0.9192172,-2.8577278,-0.6569859,-9.7566805,1.6002911,-5.672834,-1.2409762,-4.126451,36.03369,13.175573
t17,62.124386,-10.203841,8.414081,34.87227,-2.048903,-0.5138413,-1.4744562,-3.3115819,-0.49925748,-10.933306,-0.056216646,-6.2361217,-1.2800986,-4.501705,40.740425,16.159304
t18,67.87057,-11.450179,10.175195,39.78344,-2.559516,-0.5001707,-1.9331366,-3.7240434,-0.27060473,-12.122134,-0.051890206,-6.885877,-1.4252547,-4.9192653,45.137756,18.096025
t19,66.22476,-11.171603,9.899396,38.645554,-2.4693265,-0.49042436,-1.843696,-3.7453332,-0.27898848,-11.927917,-0.03479998,-6.7276764,-1.4036894,-4.8168025,44.185047,18.055264
t22,64.99573,-10.711872,9.568902,36.564922,-2.181305,-0.35178563,-1.674502,-3.4778404,-0.44302234,-11.611159,-0.11674159,-6.3996205,-1.3399354,-4.844461,42.68248,17.167433
t23,72.17392,-12.13245,11.493429,41.858845,-2.768568,-0.19922255,-2.1079278,-4.0639253,-0.20267527,-13.089762,-0.11913264,-7.164182,-1.5384539,-5.254913,47.9128,18.94968
t39,74.12173,-12.343858,12.189979,44.1032,-2.6593277,-0.05492285,-2.0963275,-4.1812286,-0.085833564,-13.553673,-0.15060733,-7.2459383,-1.3596537,-5.6454444,50.137905,20.629194
t122,80.45294,-13.438407,13.491026,49.226784,-2.973066,0.9840127,-2.5232615,-4.8141313,1.0722989,-14.950708,-0.07337191,-7.8767676,-1.6298523,-6.060922,54.958847,22.874027
t123,80.52666,-13.443866,13.452293,49.28768,-2.9660037,1.031994,-2.5253427,-4.8192496,1.0964745,-14.953031,-0.06002543,-7.875175,-1.6316394,-6.0209746,54.944176,22.858988
t110,78.70463,-13.091323,12.929412,47.76625,-2.8325799,0.7508298,-2.4006827,-4.6691275,0.6508016,-14.56698,-0.06914943,-7.686982,-1.5892035,-5.917007,53.60991,22.253939
t13,56.59173,-9.0163965,6.768027,30.055906,-1.6800905,-0.58758205,-1.1125692,-2.8477242,-0.6483618,-9.833384,0.38460243,-5.63732,-1.1449908,-4.134748,36.38396,14.028294
t11,58.432808,-9.389741,7.4497538,31.73423,-1.8789364,-0.55112076,-1.3092357,-3.0145772,-0.58809894,-10.201569,0.4623164,-5.8377185,-1.2362673,-4.164808,37.694607,14.64681
t2,41.587036,-9.418253,15.515545,33.22786,-3.1039357,4.2888794,-3.0076702,-3.2282734,5.1300707,-8.984757,-1.0469131,-4.5698714,-1.3766826,-2.9032059,30.971401,16.92578
t37,55.211967,-15.359011,29.672026,64.756035,-7.5656557,1.2327319,-6.524938,-7.0977488,24.11326,-15.303794,-0.3806763,-7.962468,-1.2293236,-5.3538823,61.647865,24.207582
t41,52.036266,-14.745654,29.064981,61.83165,-7.3592677,0.8297254,-6.2500186,-6.6974826,22.487123,-14.540988,-0.52732563,-7.6445765,-0.98847145,-4.917896,59.144306,23.241285
t108,53.99768,-15.537867,30.273119,64.88372,-7.8002434,0.41292962,-6.66018,-7.0662193,24.612238,-15.356189,-0.46000862,-7.935215,-1.0546283,-5.279075,61.982704,24.155603
t109,54.280823,-15.594733,30.408915,65.04891,-7.827209,0.41043577,-6.6893463,-7.0666175,24.585999,-15.389518,-0.4676716,-7.95563,-1.0584202,-5.2552805,61.98326,24.222628
t143,53.549736,-15.232538,31.94238,63.851562,-7.8346796,-0.003593998,-6.5857005,-7.0649486,24.908016,-15.2987,-0.5718193,-7.879003,-0.9597319,-5.4386683,62.079018,23.905457
t144,53.520447,-15.223419,31.931974,63.815796,-7.8334007,0.0066042896,-6.586653,-7.067998,24.928282,-15.295787,-0.5704811,-7.880491,-0.9638073,-5.443447,62.0381,23.862886
t119,53.628304,-15.2128725,31.634367,63.97745,-7.8078423,0.0508729,-6.5311313,-7.077993,25.097513,-15.312113,-0.4881382,-7.8476562,-0.99918026,-5.4433665,61.813587,24.271837
t120,53.598473,-15.218536,31.598215,64.002556,-7.7974925,0.10497198,-6.5346217,-7.073086,25.000021,-15.305597,-0.49534208,-7.8654656,-1.0018295,-5.4409027,61.666656,24.181383
t89,54.029434,-15.206461,31.32831,64.24988,-7.7519526,-0.021732884,-6.5286202,-7.05763,24.45548,-15.319819,-0.45502263,-7.932837,-0.95089304,-5.262567,62.284492,23.704887
t90,53.713047,-15.114825,31.143099,63.807697,-7.6784706,-0.00086286553,-6.453407,-6.987146,24.474178,-15.218103,-0.47352752,-7.891951,-0.946091,-5.251635,61.58024,23.63378
t56,54.46807,-15.453029,30.254866,64.74122,-7.6776757,0.9187528,-6.6109424,-7.0025706,24.513847,-15.291718,-0.4731888,-7.926313,-1.2099968,-5.1089067,61.599903,24.246302
t57,48.108723,-14.007209,28.413824,59.148613,-7.102979,0.31894788,-6.087373,-6.37117,22.727705,-13.8423815,-0.46054325,-7.1596427,-0.925927,-4.773063,56.272766,22.040323
