"accepted_species","trait_BM_trend_scaled"
"t81",1.59162788903104
"t82",1.70905841896218
"t42",0.427410869566612
"t78",0.641035374036462
"t79",0.898088761847459
"t61",1.11594370972262
"t87",0.188298030303662
"t88",0.308422503453347
"t55",1.25028179304959
"t72",-0.00124619589917393
"t73",-0.0522135708785097
"t36",0.113300854066821
"t47",0.45633874417322
"t48",0.240794820935727
"t33",-0.264506245482174
"t24",-0.163409996777646
"t25",-0.421552881987627
"t39",-0.761180911170927
"t74",-0.838270995335663
"t75",-0.710476707163443
"t21",-0.852033855957462
"t22",-0.832124164569723
"t66",-1.60275576642199
"t67",-1.96637873844045
"t9",0.052753675365843
"t68",0.0322251798277249
"t69",0.455497257555223
"t15",0.315437508420085
"t19",-0.156931820597658
"t20",-0.925227314653919
"t10",-0.910402306980265
"t13",1.72365917206821
"t45",1.07167688552756
"t46",0.509187372716726
"t34",1.1442648174058
"t35",0.893596609263527
"t7",0.934625589187725
"t2",0.274606962600229
"t93",0.685098160671472
"t94",0.918385474791147
"t11",1.22591010024436
"t12",0.0187588084490219
"t16",0.389864210157995
"t17",-0.187891662902351
"t14",-1.41034574420518
"t99",-0.688356646636064
"t100",-0.688478112095858
"t80",-1.19887564791656
"t64",-0.680929074096783
"t65",-0.728594342691351
"t37",-0.902045185486545
"t38",-1.25130532861221
"t6",0.253378980220728
"t49",-0.0544397007044864
"t50",-0.659817529900609
"t58",-0.775942941941185
"t59",-0.544011510118476
"t26",-0.868079992753297
"t91",0.417622594314731
"t92",0.325084701188285
"t27",-0.0167237410693951
"t28",-0.837595666379777
"t18",0.966766845419561
"t5",0.532236489575768
"t29",1.30612896273
"t30",1.3239004614965
"t4",-0.159048418327028
"t40",-0.597193315355344
"t41",-0.67615645786505
"t83",-0.467253507966657
"t84",-0.371027909163278
"t31",1.27752063037082
"t32",1.91300960130427
"t70",1.27672172527719
"t71",0.670816968467936
"t95",1.19522984618834
"t96",1.21002427131454
"t1",1.56544611842606
"t8",0.0320086297943559
"t85",-0.490659840458444
"t86",-0.837189710532402
"t23",3.35308601970508
"t62",1.72627691144971
"t63",1.54961181119781
"t3",-0.536128755558801
"t53",-0.65051850084623
"t54",-2.34822774969175e-05
"t89",-2.18674435374288
"t90",-2.06998604360043
"t51",-1.70157349299293
"t52",-1.14435200635937
"t56",-1.10879177320695
"t76",-0.942673436153969
"t77",-1.01000428765295
"t43",-0.58635073824814
"t44",-0.580610548219506
"t60",-0.421026672103811
"t97",-0.857245721648389
"t98",-0.846084814922835
"t57",-0.288233034813417
