"","t4","t26","t27","t121","t122","t103","t68","t69","t46","t53","t54","t135","t136","t80","t99","t100","t38","t74","t125","t126","t49","t6","t51","t52","t66","t67","t58","t113","t114","t107","t108","t3","t16","t93","t94","t117","t118","t75","t133","t134","t25","t39","t78","t89","t90","t59","t61","t62","t91","t92","t13","t30","t76","t82","t83","t87","t88","t19","t20","t8","t7","t14","t15","t21","t22","t85","t86","t33","t34","t123","t124","t104","t60","t37","t28","t42","t43","t17","t18","t10","t11","t115","t116","t77","t101","t102","t129","t130","t44","t56","t57","t47","t23","t24","t71","t72","t70","t31","t84","t111","t112","t95","t96","t79","t131","t132","t97","t98","t55","t40","t41","t45","t105","t106","t73","t32","t35","t36","t12","t29","t119","t120","t109","t110","t81","t48","t9","t5","t50","t127","t128","t63","t64","t65","t2","t1"
"t4",0,3.1612914267,2.8514030678,3.16129142652,3.16129142652,3.16129142653,3.16129142657,3.16129142657,2.90493155423,3.16129142653,3.16129142653,3.161291426665,3.161291426665,3.16129142663,3.16129142653,3.16129142653,3.16129142658,3.16129142658,3.16129142663,3.16129142663,3.16129142658,0.57073708674,4.0677351793,3.3583515879,4.0677351793,4.0677351793,4.0677351793,4.0677351795,4.0677351795,4.0677351795,4.0677351795,1.9700323689,2.72902528335,4.11698402145,4.11698402145,4.11698402145,4.11698402145,4.11698402145,4.11698402149,4.11698402149,3.44836280225,3.98156018685,4.11698402105,4.11698402105,4.11698402105,4.11698402105,4.11698402109,4.11698402109,4.11698402115,4.11698402115,2.85733188657,3.99351944154,4.11698402104,4.116984021,4.116984021,4.11698402104,4.11698402104,2.61256699634,3.54763660954,2.18810342124,2.40124719994,2.70708290311,2.95771099351,2.65770520361,3.26666437811,4.11698402107,4.11698402107,4.11698402097,3.481081668892,4.116984021162,4.116984021162,4.116984021192,4.116984021092,4.116984021192,3.369169122092,3.71435830317,4.11698402117,4.11698402095,3.09379473615,4.11698402143,1.78478961313,4.11698402112,4.11698402112,4.11698402112,4.11698402112,4.11698402112,4.1169840211,4.1169840211,3.74005997827,4.11698402122,4.11698402122,4.11698402122,3.31115988692,4.11698402162,4.116984020907,4.116984020907,4.11698402092,4.11698402077,4.11698402096,4.11698402096,4.11698402096,4.11698402097,4.11698402097,4.11698402097,4.11698402092,4.11698402092,4.11698402085,4.11698402085,4.11698402091,4.116984020865,3.709666090965,4.11698402094,4.11698402084,4.11698402084,4.11698402084,4.11698402113,3.24323089267,4.11698402083,2.09661184413,3.13520106123,4.11698402099,4.11698402099,4.11698402123,4.11698402123,4.11698402123,4.11698402113,2.40998014843,3.33346077317,5.52683496397,5.52683496399,5.52683496399,5.39359183411,5.4208343361,5.526834964,2.59620143777,4.88458250297
"t26",3.1612914267,0,2.2084681891,3.89669485482,3.89669485482,3.89669485483,3.89669485487,3.89669485487,3.64033498253,3.89669485483,3.89669485483,3.896694854965,3.896694854965,3.89669485493,3.89669485483,3.89669485483,3.89669485488,3.89669485488,3.89669485493,3.89669485493,3.89669485488,2.72004772564,6.489896345,5.7805127536,6.489896345,6.489896345,6.489896345,6.4898963452,6.4898963452,6.4898963452,6.4898963452,4.3921935346,5.15118644905,6.53914518715,6.53914518715,6.53914518715,6.53914518715,6.53914518715,6.53914518719,6.53914518719,5.87052396795,6.40372135255,6.53914518675,6.53914518675,6.53914518675,6.53914518675,6.53914518679,6.53914518679,6.53914518685,6.53914518685,5.27949305227,6.41568060724,6.53914518674,6.5391451867,6.5391451867,6.53914518674,6.53914518674,5.03472816204,5.96979777524,4.61026458694,4.82340836564,5.12924406881,5.37987215921,5.07986636931,5.68882554381,6.53914518677,6.53914518677,6.53914518667,5.903242834592,6.539145186862,6.539145186862,6.539145186892,6.539145186792,6.539145186892,5.791330287792,6.13651946887,6.53914518687,6.53914518665,5.51595590185,6.53914518713,4.20695077883,6.53914518682,6.53914518682,6.53914518682,6.53914518682,6.53914518682,6.5391451868,6.5391451868,6.16222114397,6.53914518692,6.53914518692,6.53914518692,5.73332105262,6.53914518732,6.539145186607,6.539145186607,6.53914518662,6.53914518647,6.53914518666,6.53914518666,6.53914518666,6.53914518667,6.53914518667,6.53914518667,6.53914518662,6.53914518662,6.53914518655,6.53914518655,6.53914518661,6.539145186565,6.131827256665,6.53914518664,6.53914518654,6.53914518654,6.53914518654,6.53914518683,5.66539205837,6.53914518653,4.51877300983,5.55736222693,6.53914518669,6.53914518669,6.53914518693,6.53914518693,6.53914518693,6.53914518683,4.83214131413,5.75562193887,7.94899612967,7.94899612969,7.94899612969,7.81575299981,7.8429955018,7.9489961297,5.01836260347,7.30674366867
"t27",2.8514030678,2.2084681891,0,3.58680649592,3.58680649592,3.58680649593,3.58680649597,3.58680649597,3.33044662363,3.58680649593,3.58680649593,3.586806496065,3.586806496065,3.58680649603,3.58680649593,3.58680649593,3.58680649598,3.58680649598,3.58680649603,3.58680649603,3.58680649598,2.41015936674,6.1800079861,5.4706243947,6.1800079861,6.1800079861,6.1800079861,6.1800079863,6.1800079863,6.1800079863,6.1800079863,4.0823051757,4.84129809015,6.22925682825,6.22925682825,6.22925682825,6.22925682825,6.22925682825,6.22925682829,6.22925682829,5.56063560905,6.09383299365,6.22925682785,6.22925682785,6.22925682785,6.22925682785,6.22925682789,6.22925682789,6.22925682795,6.22925682795,4.96960469337,6.10579224834,6.22925682784,6.2292568278,6.2292568278,6.22925682784,6.22925682784,4.72483980314,5.65990941634,4.30037622804,4.51352000674,4.81935570991,5.06998380031,4.76997801041,5.37893718491,6.22925682787,6.22925682787,6.22925682777,5.593354475692,6.229256827962,6.229256827962,6.229256827992,6.229256827892,6.229256827992,5.481441928892,5.82663110997,6.22925682797,6.22925682775,5.20606754295,6.22925682823,3.89706241993,6.22925682792,6.22925682792,6.22925682792,6.22925682792,6.22925682792,6.2292568279,6.2292568279,5.85233278507,6.22925682802,6.22925682802,6.22925682802,5.42343269372,6.22925682842,6.229256827707,6.229256827707,6.22925682772,6.22925682757,6.22925682776,6.22925682776,6.22925682776,6.22925682777,6.22925682777,6.22925682777,6.22925682772,6.22925682772,6.22925682765,6.22925682765,6.22925682771,6.229256827665,5.821938897765,6.22925682774,6.22925682764,6.22925682764,6.22925682764,6.22925682793,5.35550369947,6.22925682763,4.20888465093,5.24747386803,6.22925682779,6.22925682779,6.22925682803,6.22925682803,6.22925682803,6.22925682793,4.52225295523,5.44573357997,7.63910777077,7.63910777079,7.63910777079,7.50586464091,7.5331071429,7.6391077708,4.70847424457,6.99685530977
"t121",3.16129142652,3.89669485482,3.58680649592,0,0.18302367972,0.34194945159,0.90852037683,0.90852037683,1.81200492869,2.06836480099,2.06836480099,3.731626009325,3.731626009325,3.73162600929,3.73162600919,3.73162600919,3.73162600924,3.73162600924,3.73162600929,3.73162600929,3.73162600924,2.72004772546,6.48989634482,5.78051275342,6.48989634482,6.48989634482,6.48989634482,6.48989634502,6.48989634502,6.48989634502,6.48989634502,4.39219353442,5.15118644887,6.53914518697,6.53914518697,6.53914518697,6.53914518697,6.53914518697,6.53914518701,6.53914518701,5.87052396777,6.40372135237,6.53914518657,6.53914518657,6.53914518657,6.53914518657,6.53914518661,6.53914518661,6.53914518667,6.53914518667,5.27949305209,6.41568060706,6.53914518656,6.53914518652,6.53914518652,6.53914518656,6.53914518656,5.03472816186,5.96979777506,4.61026458676,4.82340836546,5.12924406863,5.37987215903,5.07986636913,5.68882554363,6.53914518659,6.53914518659,6.53914518649,5.903242834412,6.539145186682,6.539145186682,6.539145186712,6.539145186612,6.539145186712,5.791330287612,6.13651946869,6.53914518669,6.53914518647,5.51595590167,6.53914518695,4.20695077865,6.53914518664,6.53914518664,6.53914518664,6.53914518664,6.53914518664,6.53914518662,6.53914518662,6.16222114379,6.53914518674,6.53914518674,6.53914518674,5.73332105244,6.53914518714,6.539145186427,6.539145186427,6.53914518644,6.53914518629,6.53914518648,6.53914518648,6.53914518648,6.53914518649,6.53914518649,6.53914518649,6.53914518644,6.53914518644,6.53914518637,6.53914518637,6.53914518643,6.539145186385,6.131827256485,6.53914518646,6.53914518636,6.53914518636,6.53914518636,6.53914518665,5.66539205819,6.53914518635,4.51877300965,5.55736222675,6.53914518651,6.53914518651,6.53914518675,6.53914518675,6.53914518675,6.53914518665,4.83214131395,5.75562193869,7.94899612949,7.94899612951,7.94899612951,7.81575299963,7.84299550162,7.94899612952,5.01836260329,7.30674366849
"t122",3.16129142652,3.89669485482,3.58680649592,0.18302367972,0,0.34194945159,0.90852037683,0.90852037683,1.81200492869,2.06836480099,2.06836480099,3.731626009325,3.731626009325,3.73162600929,3.73162600919,3.73162600919,3.73162600924,3.73162600924,3.73162600929,3.73162600929,3.73162600924,2.72004772546,6.48989634482,5.78051275342,6.48989634482,6.48989634482,6.48989634482,6.48989634502,6.48989634502,6.48989634502,6.48989634502,4.39219353442,5.15118644887,6.53914518697,6.53914518697,6.53914518697,6.53914518697,6.53914518697,6.53914518701,6.53914518701,5.87052396777,6.40372135237,6.53914518657,6.53914518657,6.53914518657,6.53914518657,6.53914518661,6.53914518661,6.53914518667,6.53914518667,5.27949305209,6.41568060706,6.53914518656,6.53914518652,6.53914518652,6.53914518656,6.53914518656,5.03472816186,5.96979777506,4.61026458676,4.82340836546,5.12924406863,5.37987215903,5.07986636913,5.68882554363,6.53914518659,6.53914518659,6.53914518649,5.903242834412,6.539145186682,6.539145186682,6.539145186712,6.539145186612,6.539145186712,5.791330287612,6.13651946869,6.53914518669,6.53914518647,5.51595590167,6.53914518695,4.20695077865,6.53914518664,6.53914518664,6.53914518664,6.53914518664,6.53914518664,6.53914518662,6.53914518662,6.16222114379,6.53914518674,6.53914518674,6.53914518674,5.73332105244,6.53914518714,6.539145186427,6.539145186427,6.53914518644,6.53914518629,6.53914518648,6.53914518648,6.53914518648,6.53914518649,6.53914518649,6.53914518649,6.53914518644,6.53914518644,6.53914518637,6.53914518637,6.53914518643,6.539145186385,6.131827256485,6.53914518646,6.53914518636,6.53914518636,6.53914518636,6.53914518665,5.66539205819,6.53914518635,4.51877300965,5.55736222675,6.53914518651,6.53914518651,6.53914518675,6.53914518675,6.53914518675,6.53914518665,4.83214131395,5.75562193869,7.94899612949,7.94899612951,7.94899612951,7.81575299963,7.84299550162,7.94899612952,5.01836260329,7.30674366849
"t103",3.16129142653,3.89669485483,3.58680649593,0.34194945159,0.34194945159,0,0.90852037684,0.90852037684,1.8120049287,2.068364801,2.068364801,3.731626009335,3.731626009335,3.7316260093,3.7316260092,3.7316260092,3.73162600925,3.73162600925,3.7316260093,3.7316260093,3.73162600925,2.72004772547,6.48989634483,5.78051275343,6.48989634483,6.48989634483,6.48989634483,6.48989634503,6.48989634503,6.48989634503,6.48989634503,4.39219353443,5.15118644888,6.53914518698,6.53914518698,6.53914518698,6.53914518698,6.53914518698,6.53914518702,6.53914518702,5.87052396778,6.40372135238,6.53914518658,6.53914518658,6.53914518658,6.53914518658,6.53914518662,6.53914518662,6.53914518668,6.53914518668,5.2794930521,6.41568060707,6.53914518657,6.53914518653,6.53914518653,6.53914518657,6.53914518657,5.03472816187,5.96979777507,4.61026458677,4.82340836547,5.12924406864,5.37987215904,5.07986636914,5.68882554364,6.5391451866,6.5391451866,6.5391451865,5.903242834422,6.539145186692,6.539145186692,6.539145186722,6.539145186622,6.539145186722,5.791330287622,6.1365194687,6.5391451867,6.53914518648,5.51595590168,6.53914518696,4.20695077866,6.53914518665,6.53914518665,6.53914518665,6.53914518665,6.53914518665,6.53914518663,6.53914518663,6.1622211438,6.53914518675,6.53914518675,6.53914518675,5.73332105245,6.53914518715,6.539145186437,6.539145186437,6.53914518645,6.5391451863,6.53914518649,6.53914518649,6.53914518649,6.5391451865,6.5391451865,6.5391451865,6.53914518645,6.53914518645,6.53914518638,6.53914518638,6.53914518644,6.539145186395,6.131827256495,6.53914518647,6.53914518637,6.53914518637,6.53914518637,6.53914518666,5.6653920582,6.53914518636,4.51877300966,5.55736222676,6.53914518652,6.53914518652,6.53914518676,6.53914518676,6.53914518676,6.53914518666,4.83214131396,5.7556219387,7.9489961295,7.94899612952,7.94899612952,7.81575299964,7.84299550163,7.94899612953,5.0183626033,7.3067436685
"t68",3.16129142657,3.89669485487,3.58680649597,0.90852037683,0.90852037683,0.90852037684,0,0.884081478,1.81200492874,2.06836480104,2.06836480104,3.731626009375,3.731626009375,3.73162600934,3.73162600924,3.73162600924,3.73162600929,3.73162600929,3.73162600934,3.73162600934,3.73162600929,2.72004772551,6.48989634487,5.78051275347,6.48989634487,6.48989634487,6.48989634487,6.48989634507,6.48989634507,6.48989634507,6.48989634507,4.39219353447,5.15118644892,6.53914518702,6.53914518702,6.53914518702,6.53914518702,6.53914518702,6.53914518706,6.53914518706,5.87052396782,6.40372135242,6.53914518662,6.53914518662,6.53914518662,6.53914518662,6.53914518666,6.53914518666,6.53914518672,6.53914518672,5.27949305214,6.41568060711,6.53914518661,6.53914518657,6.53914518657,6.53914518661,6.53914518661,5.03472816191,5.96979777511,4.61026458681,4.82340836551,5.12924406868,5.37987215908,5.07986636918,5.68882554368,6.53914518664,6.53914518664,6.53914518654,5.903242834462,6.539145186732,6.539145186732,6.539145186762,6.539145186662,6.539145186762,5.791330287662,6.13651946874,6.53914518674,6.53914518652,5.51595590172,6.539145187,4.2069507787,6.53914518669,6.53914518669,6.53914518669,6.53914518669,6.53914518669,6.53914518667,6.53914518667,6.16222114384,6.53914518679,6.53914518679,6.53914518679,5.73332105249,6.53914518719,6.539145186477,6.539145186477,6.53914518649,6.53914518634,6.53914518653,6.53914518653,6.53914518653,6.53914518654,6.53914518654,6.53914518654,6.53914518649,6.53914518649,6.53914518642,6.53914518642,6.53914518648,6.539145186435,6.131827256535,6.53914518651,6.53914518641,6.53914518641,6.53914518641,6.5391451867,5.66539205824,6.5391451864,4.5187730097,5.5573622268,6.53914518656,6.53914518656,6.5391451868,6.5391451868,6.5391451868,6.5391451867,4.832141314,5.75562193874,7.94899612954,7.94899612956,7.94899612956,7.81575299968,7.84299550167,7.94899612957,5.01836260334,7.30674366854
"t69",3.16129142657,3.89669485487,3.58680649597,0.90852037683,0.90852037683,0.90852037684,0.884081478,0,1.81200492874,2.06836480104,2.06836480104,3.731626009375,3.731626009375,3.73162600934,3.73162600924,3.73162600924,3.73162600929,3.73162600929,3.73162600934,3.73162600934,3.73162600929,2.72004772551,6.48989634487,5.78051275347,6.48989634487,6.48989634487,6.48989634487,6.48989634507,6.48989634507,6.48989634507,6.48989634507,4.39219353447,5.15118644892,6.53914518702,6.53914518702,6.53914518702,6.53914518702,6.53914518702,6.53914518706,6.53914518706,5.87052396782,6.40372135242,6.53914518662,6.53914518662,6.53914518662,6.53914518662,6.53914518666,6.53914518666,6.53914518672,6.53914518672,5.27949305214,6.41568060711,6.53914518661,6.53914518657,6.53914518657,6.53914518661,6.53914518661,5.03472816191,5.96979777511,4.61026458681,4.82340836551,5.12924406868,5.37987215908,5.07986636918,5.68882554368,6.53914518664,6.53914518664,6.53914518654,5.903242834462,6.539145186732,6.539145186732,6.539145186762,6.539145186662,6.539145186762,5.791330287662,6.13651946874,6.53914518674,6.53914518652,5.51595590172,6.539145187,4.2069507787,6.53914518669,6.53914518669,6.53914518669,6.53914518669,6.53914518669,6.53914518667,6.53914518667,6.16222114384,6.53914518679,6.53914518679,6.53914518679,5.73332105249,6.53914518719,6.539145186477,6.539145186477,6.53914518649,6.53914518634,6.53914518653,6.53914518653,6.53914518653,6.53914518654,6.53914518654,6.53914518654,6.53914518649,6.53914518649,6.53914518642,6.53914518642,6.53914518648,6.539145186435,6.131827256535,6.53914518651,6.53914518641,6.53914518641,6.53914518641,6.5391451867,5.66539205824,6.5391451864,4.5187730097,5.5573622268,6.53914518656,6.53914518656,6.5391451868,6.5391451868,6.5391451868,6.5391451867,4.832141314,5.75562193874,7.94899612954,7.94899612956,7.94899612956,7.81575299968,7.84299550167,7.94899612957,5.01836260334,7.30674366854
"t46",2.90493155423,3.64033498253,3.33044662363,1.81200492869,1.81200492869,1.8120049287,1.81200492874,1.81200492874,0,1.3892623235,1.3892623235,3.475266137035,3.475266137035,3.475266137,3.4752661369,3.4752661369,3.47526613695,3.47526613695,3.475266137,3.475266137,3.47526613695,2.46368785317,6.23353647253,5.52415288113,6.23353647253,6.23353647253,6.23353647253,6.23353647273,6.23353647273,6.23353647273,6.23353647273,4.13583366213,4.89482657658,6.28278531468,6.28278531468,6.28278531468,6.28278531468,6.28278531468,6.28278531472,6.28278531472,5.61416409548,6.14736148008,6.28278531428,6.28278531428,6.28278531428,6.28278531428,6.28278531432,6.28278531432,6.28278531438,6.28278531438,5.0231331798,6.15932073477,6.28278531427,6.28278531423,6.28278531423,6.28278531427,6.28278531427,4.77836828957,5.71343790277,4.35390471447,4.56704849317,4.87288419634,5.12351228674,4.82350649684,5.43246567134,6.2827853143,6.2827853143,6.2827853142,5.646882962122,6.282785314392,6.282785314392,6.282785314422,6.282785314322,6.282785314422,5.534970415322,5.8801595964,6.2827853144,6.28278531418,5.25959602938,6.28278531466,3.95059090636,6.28278531435,6.28278531435,6.28278531435,6.28278531435,6.28278531435,6.28278531433,6.28278531433,5.9058612715,6.28278531445,6.28278531445,6.28278531445,5.47696118015,6.28278531485,6.282785314137,6.282785314137,6.28278531415,6.282785314,6.28278531419,6.28278531419,6.28278531419,6.2827853142,6.2827853142,6.2827853142,6.28278531415,6.28278531415,6.28278531408,6.28278531408,6.28278531414,6.282785314095,5.875467384195,6.28278531417,6.28278531407,6.28278531407,6.28278531407,6.28278531436,5.4090321859,6.28278531406,4.26241313736,5.30100235446,6.28278531422,6.28278531422,6.28278531446,6.28278531446,6.28278531446,6.28278531436,4.57578144166,5.4992620664,7.6926362572,7.69263625722,7.69263625722,7.55939312734,7.58663562933,7.69263625723,4.762002731,7.0503837962
"t53",3.16129142653,3.89669485483,3.58680649593,2.06836480099,2.06836480099,2.068364801,2.06836480104,2.06836480104,1.3892623235,0,1.4312245102,3.731626009335,3.731626009335,3.7316260093,3.7316260092,3.7316260092,3.73162600925,3.73162600925,3.7316260093,3.7316260093,3.73162600925,2.72004772547,6.48989634483,5.78051275343,6.48989634483,6.48989634483,6.48989634483,6.48989634503,6.48989634503,6.48989634503,6.48989634503,4.39219353443,5.15118644888,6.53914518698,6.53914518698,6.53914518698,6.53914518698,6.53914518698,6.53914518702,6.53914518702,5.87052396778,6.40372135238,6.53914518658,6.53914518658,6.53914518658,6.53914518658,6.53914518662,6.53914518662,6.53914518668,6.53914518668,5.2794930521,6.41568060707,6.53914518657,6.53914518653,6.53914518653,6.53914518657,6.53914518657,5.03472816187,5.96979777507,4.61026458677,4.82340836547,5.12924406864,5.37987215904,5.07986636914,5.68882554364,6.5391451866,6.5391451866,6.5391451865,5.903242834422,6.539145186692,6.539145186692,6.539145186722,6.539145186622,6.539145186722,5.791330287622,6.1365194687,6.5391451867,6.53914518648,5.51595590168,6.53914518696,4.20695077866,6.53914518665,6.53914518665,6.53914518665,6.53914518665,6.53914518665,6.53914518663,6.53914518663,6.1622211438,6.53914518675,6.53914518675,6.53914518675,5.73332105245,6.53914518715,6.539145186437,6.539145186437,6.53914518645,6.5391451863,6.53914518649,6.53914518649,6.53914518649,6.5391451865,6.5391451865,6.5391451865,6.53914518645,6.53914518645,6.53914518638,6.53914518638,6.53914518644,6.539145186395,6.131827256495,6.53914518647,6.53914518637,6.53914518637,6.53914518637,6.53914518666,5.6653920582,6.53914518636,4.51877300966,5.55736222676,6.53914518652,6.53914518652,6.53914518676,6.53914518676,6.53914518676,6.53914518666,4.83214131396,5.7556219387,7.9489961295,7.94899612952,7.94899612952,7.81575299964,7.84299550163,7.94899612953,5.0183626033,7.3067436685
