"accepted_species","F1.1/1"
"t83",1.06935248642779
"t84",1.70703106911583
"t91",-0.852649888969675
"t92",-0.156344277842453
"t85",0.181596027104403
"t70",-0.488237045310828
"t69",-0.144198536840107
"t5",0.776925171171069
"t18",-0.298620597334827
"t78",-0.811113382158117
"t79",-1.32929728062969
"t3",0.957600172758511
"t6",-0.101769983888828
"t9",1.01935272267559
"t72",-0.62148569928693
"t73",-0.28639692172057
"t51",0.346105492878709
"t52",-0.26028556209485
"t10",-0.0322512953185796
"t45",-0.584523102720216
"t57",-1.41177451209699
"t58",-0.256431451291262
"t23",1.01793450427236
"t93",0.658515773757793
"t94",0.174723404452172
"t64",2.16560462490913
"t65",1.54099463878062
"t40",1.20633236642146
"t15",1.03900551312959
"t60",0.900531073185616
"t97",-1.35825984019395
"t98",0.12387434370525
"t82",-0.772301907109578
"t80",0.280089113730594
"t71",-1.06754974236995
"t31",-2.20305774096191
"t37",-0.686649466993978
"t46",-0.113426268209265
"t28",1.00694291927204
"t35",-0.330855911596586
"t48",0.649762969982149
"t61",-1.96286641370622
"t62",-1.53488504301067
"t47",1.46917029520092
"t86",0.490543546179612
"t87",1.00033255669789
"t63",-0.941880602577638
"t22",0.911616267065768
"t16",1.75065626528709
"t32",-0.526994893880034
"t33",-1.09448059872188
"t2",0.779710025221314
"t24",1.54618494253305
"t19",0.65575717499506
"t8",0.105630205912165
"t13",-0.377058500093678
"t14",0.229355859154944
"t88",-0.0665614705201619
"t89",-0.329472173599886
"t76",-0.46210428587588
"t44",-1.98741069598294
"t12",-1.21217041571967
"t29",-1.73946935100004
"t11",-0.950938068668789
"t49",1.61072880063609
"t50",2.46263070541976
"t95",0.7279627134952
"t96",0.339929496582681
"t38",1.54600105846927
"t39",-1.58265266990667
"t7",-0.0802864258994004
"t21",-0.610157718018972
"t25",-0.0649006380502124
"t26",0.0661389580569247
"t53",-0.331508607107418
"t54",0.802158965909183
"t27",0.796248984839678
"t81",0.699309283105838
"t4",-0.699443545538194
"t30",-0.129755794557013
"t66",-0.964990223623037
"t74",0.747771921018799
"t75",0.77585124477765
"t41",0.217810163881393
"t20",-1.008898683498
"t34",-1.86717734663515
"t36",-0.012022859330297
"t42",-1.1397165219163
"t43",-0.961013607288666
"t59",-0.874393822012437
"t77",-1.08677408293259
"t99",-0.292235989729718
"t100",-0.578082935304385
"t90",0.25460202206633
"t55",1.09140466393865
"t56",0.996541318251761
"t17",1.56337601912703
"t67",0.495545072787822
"t68",-0.431162924618648
"t1",-0.88629559407882
