"accepted_species","trait_BM_trend_scaled"
"t17",1
"t61",1
"t62",1
"t45",1
"t39",1
"t60",1
"t96",1
"t97",1
"t102",1
"t103",1
"t76",1
"t77",1
"t21",0
"t123",0
"t124",1
"t66",0
"t101",0
"t110",0
"t111",0
"t112",1
"t113",0
"t2",1
"t4",1
"t43",0
"t44",0
"t14",1
"t28",1
"t29",0
"t114",1
"t115",1
"t37",1
"t11",0
"t82",0
"t83",0
"t70",1
"t71",0
"t49",1
"t7",1
"t31",1
"t40",1
"t41",0
"t38",1
"t12",1
"t8",1
"t32",1
"t33",1
"t3",1
"t42",1
"t106",1
"t107",1
"t98",1
"t54",1
"t26",0
"t116",0
"t117",0
"t58",0
"t59",0
"t64",0
"t65",0
"t104",1
"t105",0
"t57",1
"t55",1
"t56",1
"t126",0
"t127",0
"t125",0
"t19",1
"t118",0
"t121",0
"t122",0
"t81",0
"t34",1
"t108",1
"t109",1
"t73",1
"t87",1
"t88",1
"t13",0
"t53",1
"t67",0
"t68",0
"t63",0
"t47",1
"t48",1
"t20",0
"t128",0
"t129",0
"t23",0
"t46",0
"t92",0
"t93",0
"t78",0
"t15",0
"t18",1
"t94",0
"t95",0
"t22",0
"t27",0
"t52",0
"t99",1
"t100",1
"t74",0
"t75",0
"t69",0
"t24",1
"t25",1
"t6",0
"t9",0
"t10",1
"t130",0
"t131",0
"t89",0
"t16",0
"t90",0
"t91",1
"t72",1
"t119",0
"t120",0
"t84",1
"t132",1
"t133",1
"t85",1
"t86",0
"t79",1
"t80",1
"t50",0
"t51",1
"t30",0
"t35",0
"t36",0
"t5",0
"t1",1
