"accepted_species","trait_BM_trend_scaled"
"t2",1
"t7",1
"t19",1
"t26",1
"t38",1
"t58",1
"t59",0
"t76",1
"t77",1
"t27",1
"t107",1
"t108",1
"t70",1
"t97",0
"t98",0
"t24",1
"t79",0
"t80",1
"t119",1
"t120",1
"t42",1
"t82",1
"t83",1
"t114",1
"t115",1
"t93",1
"t94",1
"t124",1
"t125",1
"t103",1
"t116",1
"t117",1
"t88",1
"t50",1
"t154",1
"t155",0
"t54",0
"t55",0
"t18",1
"t89",1
"t90",1
"t86",1
"t148",1
"t149",1
"t78",1
"t66",1
"t65",1
"t104",1
"t142",1
"t143",1
"t63",1
"t64",1
"t121",1
"t140",1
"t141",1
"t99",1
"t36",0
"t10",0
"t14",0
"t15",1
"t71",1
"t72",1
"t21",0
"t23",1
"t34",1
"t35",1
"t52",1
"t53",1
"t46",1
"t12",1
"t13",1
"t31",1
"t32",1
"t43",0
"t44",0
"t146",1
"t147",1
"t138",1
"t100",0
"t69",1
"t45",1
"t37",1
"t33",0
"t144",0
"t145",1
"t62",NA
"t158",NA
"t159",0
"t131",0
"t118",0
"t126",NA
"t134",0
"t156",0
"t157",NA
"t139",NA
"t87",NA
"t106",NA
"t109",0
"t110",0
"t95",NA
"t96",0
"t111",0
"t152",NA
"t153",NA
"t75",NA
"t127",NA
"t128",NA
"t67",1
"t68",NA
"t39",NA
"t84",1
"t85",1
"t4",0
"t8",0
"t9",0
"t5",0
"t3",0
"t16",0
"t17",0
"t25",0
"t57",0
"t150",0
"t151",0
"t101",0
"t81",0
"t129",0
"t130",0
"t49",0
"t73",0
"t74",0
"t51",0
"t102",0
"t122",0
"t123",0
"t112",0
"t113",0
"t105",0
"t132",0
"t133",0
"t11",0
"t47",0
"t48",0
"t40",0
"t41",0
"t29",0
"t30",0
"t60",0
"t61",0
"t56",0
"t91",0
"t92",0
"t20",0
"t22",0
"t136",0
"t137",0
"t135",0
"t28",0
"t6",0
"t1",1
