accepted_species,estimate
t30,-0.7420015
t89,-1.3218977
t94,0.6715865
t11,1.2264723
t16,1.2462747
t51,-0.01581791
t6,-0.8435266
t68,-0.5862722
t38,0.6146485
t92,-0.5013092
