"","t2","t46","t47","t8","t6","t14","t16","t82","t83","t67","t68","t102","t103","t89","t90","t18","t13","t4","t48","t58","t100","t101","t17","t35","t116","t117","t64","t59","t44","t45","t19","t9","t54","t73","t74","t37","t38","t23","t112","t113","t78","t95","t96","t75","t22","t33","t34","t15","t28","t29","t120","t121","t60","t20","t70","t71","t30","t56","t57","t62","t84","t85","t27","t87","t88","t53","t21","t49","t86","t104","t105","t76","t55","t91","t92","t77","t110","t111","t69","t65","t10","t41","t42","t106","t107","t24","t25","t93","t94","t11","t124","t125","t61","t43","t122","t123","t50","t51","t7","t12","t31","t36","t114","t115","t32","t63","t66","t108","t109","t97","t98","t52","t79","t80","t81","t39","t40","t26","t126","t127","t99","t72","t118","t119","t5","t3","t1"
"t2",0,3.5264497571,3.5264497571,1.070277789,0.9572619122,3.9029393352,5.0240627227,5.0240627226,5.0240627226,5.02406272263,5.02406272263,5.0240627226,5.0240627226,5.0240627231,5.0240627231,5.0240627226,3.3143207406,3.1573662272,6.1372294891,6.13722948904,6.13722948904,6.13722948904,6.1372294881,6.13722948828,6.13722948819,6.13722948819,6.1372294882,6.13722948828,6.13722948828,5.66740563692,5.24312948688,3.9771480702,6.13722948821,6.13722948821,5.89001639715,6.13722948811,5.82008575511,6.13722948821,6.13722948817,6.13722948817,6.13722948818,6.13722948808,6.13722948808,6.13722948821,4.98775338074,5.64357495702,5.62142350232,5.05972259822,6.13722948812,6.13722948807,6.13722948807,6.13722948807,6.13722948807,6.13722948792,6.13722948822,6.00754379162,6.13722948821,6.13722948821,6.13722948821,6.13722948821,6.13722948811,6.13722948811,5.54379227132,6.13722948812,6.13722948812,6.13722948812,6.13722948842,5.76813285252,6.13722948815,6.13722948815,6.13722948815,6.13722948812,7.01328727031,7.01328727031,7.01328727031,7.01328727022,7.01328727024,7.01328727024,7.01328727029,7.01328727031,7.01328727021,7.01328727001,7.01328727001,7.01328727041,7.01328727041,7.01328727041,6.35073413361,7.01328726981,7.01328726981,7.01328727001,7.01328727052,7.01328727052,6.8324820492,7.0132872705,7.0132872705,7.0132872705,7.0132872705,7.0132872705,6.1273476534,6.37487168071,7.01328727021,6.51489533041,7.0132872702,7.0132872702,7.01328727011,7.01328727021,7.013287270141,7.013287270221,7.013287270221,7.01328727011,7.01328727011,7.01328727011,7.01328727021,7.013287270137,7.013287270137,6.368384079443,7.01328727011,7.01328727021,7.013287270216,7.013287270216,7.01328727021,7.01328727031,7.01328727049,7.01328727049,4.29447250716,4.24345406311,5.10776622881
"t46",3.5264497571,0,1.0682937398,2.5445105997,2.9461134897,6.4570257601,7.5781491476,7.5781491475,7.5781491475,7.57814914753,7.57814914753,7.5781491475,7.5781491475,7.578149148,7.578149148,7.5781491475,5.8684071655,5.7114526521,8.691315914,8.69131591394,8.69131591394,8.69131591394,8.691315913,8.69131591318,8.69131591309,8.69131591309,8.6913159131,8.69131591318,8.69131591318,8.22149206182,7.79721591178,6.5312344951,8.69131591311,8.69131591311,8.44410282205,8.69131591301,8.37417218001,8.69131591311,8.69131591307,8.69131591307,8.69131591308,8.69131591298,8.69131591298,8.69131591311,7.54183980564,8.19766138192,8.17550992722,7.61380902312,8.69131591302,8.69131591297,8.69131591297,8.69131591297,8.69131591297,8.69131591282,8.69131591312,8.56163021652,8.69131591311,8.69131591311,8.69131591311,8.69131591311,8.69131591301,8.69131591301,8.09787869622,8.69131591302,8.69131591302,8.69131591302,8.69131591332,8.32221927742,8.69131591305,8.69131591305,8.69131591305,8.69131591302,9.56737369521,9.56737369521,9.56737369521,9.56737369512,9.56737369514,9.56737369514,9.56737369519,9.56737369521,9.56737369511,9.56737369491,9.56737369491,9.56737369531,9.56737369531,9.56737369531,8.90482055851,9.56737369471,9.56737369471,9.56737369491,9.56737369542,9.56737369542,9.3865684741,9.5673736954,9.5673736954,9.5673736954,9.5673736954,9.5673736954,8.6814340783,8.92895810561,9.56737369511,9.06898175531,9.5673736951,9.5673736951,9.56737369501,9.56737369511,9.567373695041,9.567373695121,9.567373695121,9.56737369501,9.56737369501,9.56737369501,9.56737369511,9.567373695037,9.567373695037,8.922470504343,9.56737369501,9.56737369511,9.567373695116,9.567373695116,9.56737369511,9.56737369521,9.56737369539,9.56737369539,6.84855893206,6.79754048801,7.66185265371
"t47",3.5264497571,1.0682937398,0,2.5445105997,2.9461134897,6.4570257601,7.5781491476,7.5781491475,7.5781491475,7.57814914753,7.57814914753,7.5781491475,7.5781491475,7.578149148,7.578149148,7.5781491475,5.8684071655,5.7114526521,8.691315914,8.69131591394,8.69131591394,8.69131591394,8.691315913,8.69131591318,8.69131591309,8.69131591309,8.6913159131,8.69131591318,8.69131591318,8.22149206182,7.79721591178,6.5312344951,8.69131591311,8.69131591311,8.44410282205,8.69131591301,8.37417218001,8.69131591311,8.69131591307,8.69131591307,8.69131591308,8.69131591298,8.69131591298,8.69131591311,7.54183980564,8.19766138192,8.17550992722,7.61380902312,8.69131591302,8.69131591297,8.69131591297,8.69131591297,8.69131591297,8.69131591282,8.69131591312,8.56163021652,8.69131591311,8.69131591311,8.69131591311,8.69131591311,8.69131591301,8.69131591301,8.09787869622,8.69131591302,8.69131591302,8.69131591302,8.69131591332,8.32221927742,8.69131591305,8.69131591305,8.69131591305,8.69131591302,9.56737369521,9.56737369521,9.56737369521,9.56737369512,9.56737369514,9.56737369514,9.56737369519,9.56737369521,9.56737369511,9.56737369491,9.56737369491,9.56737369531,9.56737369531,9.56737369531,8.90482055851,9.56737369471,9.56737369471,9.56737369491,9.56737369542,9.56737369542,9.3865684741,9.5673736954,9.5673736954,9.5673736954,9.5673736954,9.5673736954,8.6814340783,8.92895810561,9.56737369511,9.06898175531,9.5673736951,9.5673736951,9.56737369501,9.56737369511,9.567373695041,9.567373695121,9.567373695121,9.56737369501,9.56737369501,9.56737369501,9.56737369511,9.567373695037,9.567373695037,8.922470504343,9.56737369501,9.56737369511,9.567373695116,9.567373695116,9.56737369511,9.56737369521,9.56737369539,9.56737369539,6.84855893206,6.79754048801,7.66185265371
"t8",1.070277789,2.5445105997,2.5445105997,0,0.4899415216,4.000853792,5.1219771795,5.1219771794,5.1219771794,5.12197717943,5.12197717943,5.1219771794,5.1219771794,5.1219771799,5.1219771799,5.1219771794,3.4122351974,3.255280684,6.2351439459,6.23514394584,6.23514394584,6.23514394584,6.2351439449,6.23514394508,6.23514394499,6.23514394499,6.235143945,6.23514394508,6.23514394508,5.76532009372,5.34104394368,4.075062527,6.23514394501,6.23514394501,5.98793085395,6.23514394491,5.91800021191,6.23514394501,6.23514394497,6.23514394497,6.23514394498,6.23514394488,6.23514394488,6.23514394501,5.08566783754,5.74148941382,5.71933795912,5.15763705502,6.23514394492,6.23514394487,6.23514394487,6.23514394487,6.23514394487,6.23514394472,6.23514394502,6.10545824842,6.23514394501,6.23514394501,6.23514394501,6.23514394501,6.23514394491,6.23514394491,5.64170672812,6.23514394492,6.23514394492,6.23514394492,6.23514394522,5.86604730932,6.23514394495,6.23514394495,6.23514394495,6.23514394492,7.11120172711,7.11120172711,7.11120172711,7.11120172702,7.11120172704,7.11120172704,7.11120172709,7.11120172711,7.11120172701,7.11120172681,7.11120172681,7.11120172721,7.11120172721,7.11120172721,6.44864859041,7.11120172661,7.11120172661,7.11120172681,7.11120172732,7.11120172732,6.930396506,7.1112017273,7.1112017273,7.1112017273,7.1112017273,7.1112017273,6.2252621102,6.47278613751,7.11120172701,6.61280978721,7.111201727,7.111201727,7.11120172691,7.11120172701,7.111201726941,7.111201727021,7.111201727021,7.11120172691,7.11120172691,7.11120172691,7.11120172701,7.111201726937,7.111201726937,6.466298536243,7.11120172691,7.11120172701,7.111201727016,7.111201727016,7.11120172701,7.11120172711,7.11120172729,7.11120172729,4.39238696396,4.34136851991,5.20568068561
"t6",0.9572619122,2.9461134897,2.9461134897,0.4899415216,0,3.8878379152,5.0089613027,5.0089613026,5.0089613026,5.00896130263,5.00896130263,5.0089613026,5.0089613026,5.0089613031,5.0089613031,5.0089613026,3.2992193206,3.1422648072,6.1221280691,6.12212806904,6.12212806904,6.12212806904,6.1221280681,6.12212806828,6.12212806819,6.12212806819,6.1221280682,6.12212806828,6.12212806828,5.65230421692,5.22802806688,3.9620466502,6.12212806821,6.12212806821,5.87491497715,6.12212806811,5.80498433511,6.12212806821,6.12212806817,6.12212806817,6.12212806818,6.12212806808,6.12212806808,6.12212806821,4.97265196074,5.62847353702,5.60632208232,5.04462117822,6.12212806812,6.12212806807,6.12212806807,6.12212806807,6.12212806807,6.12212806792,6.12212806822,5.99244237162,6.12212806821,6.12212806821,6.12212806821,6.12212806821,6.12212806811,6.12212806811,5.52869085132,6.12212806812,6.12212806812,6.12212806812,6.12212806842,5.75303143252,6.12212806815,6.12212806815,6.12212806815,6.12212806812,6.99818585031,6.99818585031,6.99818585031,6.99818585022,6.99818585024,6.99818585024,6.99818585029,6.99818585031,6.99818585021,6.99818585001,6.99818585001,6.99818585041,6.99818585041,6.99818585041,6.33563271361,6.99818584981,6.99818584981,6.99818585001,6.99818585052,6.99818585052,6.8173806292,6.9981858505,6.9981858505,6.9981858505,6.9981858505,6.9981858505,6.1122462334,6.35977026071,6.99818585021,6.49979391041,6.9981858502,6.9981858502,6.99818585011,6.99818585021,6.998185850141,6.998185850221,6.998185850221,6.99818585011,6.99818585011,6.99818585011,6.99818585021,6.998185850137,6.998185850137,6.353282659443,6.99818585011,6.99818585021,6.998185850216,6.998185850216,6.99818585021,6.99818585031,6.99818585049,6.99818585049,4.27937108716,4.22835264311,5.09266480881
"t14",3.9029393352,6.4570257601,6.4570257601,4.000853792,3.8878379152,0,2.5560705211,2.556070521,2.556070521,2.55607052103,2.55607052103,2.556070521,2.556070521,5.9685826095,5.9685826095,5.968582609,4.258840627,4.1018861136,7.5701925261,7.57019252604,7.57019252604,7.57019252604,7.5701925251,7.57019252528,7.57019252519,7.57019252519,7.5701925252,7.57019252528,7.57019252528,7.10036867392,6.67609252388,5.4101111072,7.57019252521,7.57019252521,7.32297943415,7.57019252511,7.25304879211,7.57019252521,7.57019252517,7.57019252517,7.57019252518,7.57019252508,7.57019252508,7.57019252521,6.42071641774,7.07653799402,7.05438653932,6.49268563522,7.57019252512,7.57019252507,7.57019252507,7.57019252507,7.57019252507,7.57019252492,7.57019252522,7.44050682862,7.57019252521,7.57019252521,7.57019252521,7.57019252521,7.57019252511,7.57019252511,6.97675530832,7.57019252512,7.57019252512,7.57019252512,7.57019252542,7.20109588952,7.57019252515,7.57019252515,7.57019252515,7.57019252512,8.44625030731,8.44625030731,8.44625030731,8.44625030722,8.44625030724,8.44625030724,8.44625030729,8.44625030731,8.44625030721,8.44625030701,8.44625030701,8.44625030741,8.44625030741,8.44625030741,7.78369717061,8.44625030681,8.44625030681,8.44625030701,8.44625030752,8.44625030752,8.2654450862,8.4462503075,8.4462503075,8.4462503075,8.4462503075,8.4462503075,7.5603106904,7.80783471771,8.44625030721,7.94785836741,8.4462503072,8.4462503072,8.44625030711,8.44625030721,8.446250307141,8.446250307221,8.446250307221,8.44625030711,8.44625030711,8.44625030711,8.44625030721,8.446250307137,8.446250307137,7.801347116443,8.44625030711,8.44625030721,8.446250307216,8.446250307216,8.44625030721,8.44625030731,8.44625030749,8.44625030749,5.72743554416,5.67641710011,6.54072926581
"t16",5.0240627227,7.5781491476,7.5781491476,5.1219771795,5.0089613027,2.5560705211,0,3.0404699599,3.0404699599,3.04046995993,3.04046995993,3.0404699599,3.0404699599,7.089705997,7.089705997,7.0897059965,5.3799640145,5.2230095011,8.6913159136,8.69131591354,8.69131591354,8.69131591354,8.6913159126,8.69131591278,8.69131591269,8.69131591269,8.6913159127,8.69131591278,8.69131591278,8.22149206142,7.79721591138,6.5312344947,8.69131591271,8.69131591271,8.44410282165,8.69131591261,8.37417217961,8.69131591271,8.69131591267,8.69131591267,8.69131591268,8.69131591258,8.69131591258,8.69131591271,7.54183980524,8.19766138152,8.17550992682,7.61380902272,8.69131591262,8.69131591257,8.69131591257,8.69131591257,8.69131591257,8.69131591242,8.69131591272,8.56163021612,8.69131591271,8.69131591271,8.69131591271,8.69131591271,8.69131591261,8.69131591261,8.09787869582,8.69131591262,8.69131591262,8.69131591262,8.69131591292,8.32221927702,8.69131591265,8.69131591265,8.69131591265,8.69131591262,9.56737369481,9.56737369481,9.56737369481,9.56737369472,9.56737369474,9.56737369474,9.56737369479,9.56737369481,9.56737369471,9.56737369451,9.56737369451,9.56737369491,9.56737369491,9.56737369491,8.90482055811,9.56737369431,9.56737369431,9.56737369451,9.56737369502,9.56737369502,9.3865684737,9.567373695,9.567373695,9.567373695,9.567373695,9.567373695,8.6814340779,8.92895810521,9.56737369471,9.06898175491,9.5673736947,9.5673736947,9.56737369461,9.56737369471,9.567373694641,9.567373694721,9.567373694721,9.56737369461,9.56737369461,9.56737369461,9.56737369471,9.567373694637,9.567373694637,8.922470503943,9.56737369461,9.56737369471,9.567373694716,9.567373694716,9.56737369471,9.56737369481,9.56737369499,9.56737369499,6.84855893166,6.79754048761,7.66185265331
"t82",5.0240627226,7.5781491475,7.5781491475,5.1219771794,5.0089613026,2.556070521,3.0404699599,0,0.5485515624,0.75793504943,0.75793504943,1.9073702594,1.9073702594,7.0897059969,7.0897059969,7.0897059964,5.3799640144,5.223009501,8.6913159135,8.69131591344,8.69131591344,8.69131591344,8.6913159125,8.69131591268,8.69131591259,8.69131591259,8.6913159126,8.69131591268,8.69131591268,8.22149206132,7.79721591128,6.5312344946,8.69131591261,8.69131591261,8.44410282155,8.69131591251,8.37417217951,8.69131591261,8.69131591257,8.69131591257,8.69131591258,8.69131591248,8.69131591248,8.69131591261,7.54183980514,8.19766138142,8.17550992672,7.61380902262,8.69131591252,8.69131591247,8.69131591247,8.69131591247,8.69131591247,8.69131591232,8.69131591262,8.56163021602,8.69131591261,8.69131591261,8.69131591261,8.69131591261,8.69131591251,8.69131591251,8.09787869572,8.69131591252,8.69131591252,8.69131591252,8.69131591282,8.32221927692,8.69131591255,8.69131591255,8.69131591255,8.69131591252,9.56737369471,9.56737369471,9.56737369471,9.56737369462,9.56737369464,9.56737369464,9.56737369469,9.56737369471,9.56737369461,9.56737369441,9.56737369441,9.56737369481,9.56737369481,9.56737369481,8.90482055801,9.56737369421,9.56737369421,9.56737369441,9.56737369492,9.56737369492,9.3865684736,9.5673736949,9.5673736949,9.5673736949,9.5673736949,9.5673736949,8.6814340778,8.92895810511,9.56737369461,9.06898175481,9.5673736946,9.5673736946,9.56737369451,9.56737369461,9.567373694541,9.567373694621,9.567373694621,9.56737369451,9.56737369451,9.56737369451,9.56737369461,9.567373694537,9.567373694537,8.922470503843,9.56737369451,9.56737369461,9.567373694616,9.567373694616,9.56737369461,9.56737369471,9.56737369489,9.56737369489,6.84855893156,6.79754048751,7.66185265321
"t83",5.0240627226,7.5781491475,7.5781491475,5.1219771794,5.0089613026,2.556070521,3.0404699599,0.5485515624,0,0.75793504943,0.75793504943,1.9073702594,1.9073702594,7.0897059969,7.0897059969,7.0897059964,5.3799640144,5.223009501,8.6913159135,8.69131591344,8.69131591344,8.69131591344,8.6913159125,8.69131591268,8.69131591259,8.69131591259,8.6913159126,8.69131591268,8.69131591268,8.22149206132,7.79721591128,6.5312344946,8.69131591261,8.69131591261,8.44410282155,8.69131591251,8.37417217951,8.69131591261,8.69131591257,8.69131591257,8.69131591258,8.69131591248,8.69131591248,8.69131591261,7.54183980514,8.19766138142,8.17550992672,7.61380902262,8.69131591252,8.69131591247,8.69131591247,8.69131591247,8.69131591247,8.69131591232,8.69131591262,8.56163021602,8.69131591261,8.69131591261,8.69131591261,8.69131591261,8.69131591251,8.69131591251,8.09787869572,8.69131591252,8.69131591252,8.69131591252,8.69131591282,8.32221927692,8.69131591255,8.69131591255,8.69131591255,8.69131591252,9.56737369471,9.56737369471,9.56737369471,9.56737369462,9.56737369464,9.56737369464,9.56737369469,9.56737369471,9.56737369461,9.56737369441,9.56737369441,9.56737369481,9.56737369481,9.56737369481,8.90482055801,9.56737369421,9.56737369421,9.56737369441,9.56737369492,9.56737369492,9.3865684736,9.5673736949,9.5673736949,9.5673736949,9.5673736949,9.5673736949,8.6814340778,8.92895810511,9.56737369461,9.06898175481,9.5673736946,9.5673736946,9.56737369451,9.56737369461,9.567373694541,9.567373694621,9.567373694621,9.56737369451,9.56737369451,9.56737369451,9.56737369461,9.567373694537,9.567373694537,8.922470503843,9.56737369451,9.56737369461,9.567373694616,9.567373694616,9.56737369461,9.56737369471,9.56737369489,9.56737369489,6.84855893156,6.79754048751,7.66185265321
"t67",5.02406272263,7.57814914753,7.57814914753,5.12197717943,5.00896130263,2.55607052103,3.04046995993,0.75793504943,0.75793504943,0,0.7067225778,1.90737025943,1.90737025943,7.08970599693,7.08970599693,7.08970599643,5.37996401443,5.22300950103,8.69131591353,8.69131591347,8.69131591347,8.69131591347,8.69131591253,8.69131591271,8.69131591262,8.69131591262,8.69131591263,8.69131591271,8.69131591271,8.22149206135,7.79721591131,6.53123449463,8.69131591264,8.69131591264,8.44410282158,8.69131591254,8.37417217954,8.69131591264,8.6913159126,8.6913159126,8.69131591261,8.69131591251,8.69131591251,8.69131591264,7.54183980517,8.19766138145,8.17550992675,7.61380902265,8.69131591255,8.6913159125,8.6913159125,8.6913159125,8.6913159125,8.69131591235,8.69131591265,8.56163021605,8.69131591264,8.69131591264,8.69131591264,8.69131591264,8.69131591254,8.69131591254,8.09787869575,8.69131591255,8.69131591255,8.69131591255,8.69131591285,8.32221927695,8.69131591258,8.69131591258,8.69131591258,8.69131591255,9.56737369474,9.56737369474,9.56737369474,9.56737369465,9.56737369467,9.56737369467,9.56737369472,9.56737369474,9.56737369464,9.56737369444,9.56737369444,9.56737369484,9.56737369484,9.56737369484,8.90482055804,9.56737369424,9.56737369424,9.56737369444,9.56737369495,9.56737369495,9.38656847363,9.56737369493,9.56737369493,9.56737369493,9.56737369493,9.56737369493,8.68143407783,8.92895810514,9.56737369464,9.06898175484,9.56737369463,9.56737369463,9.56737369454,9.56737369464,9.567373694571,9.567373694651,9.567373694651,9.56737369454,9.56737369454,9.56737369454,9.56737369464,9.567373694567,9.567373694567,8.922470503873,9.56737369454,9.56737369464,9.567373694646,9.567373694646,9.56737369464,9.56737369474,9.56737369492,9.56737369492,6.84855893159,6.79754048754,7.66185265324
