accepted_species,estimate
Centaurium_tenuiflorum,-0.42670995
Fagraea_berteroana,-0.23939501
Galium_bifolium,-0.41662666
Galium_boreale,-0.41662666
Hamelia_axillaris,-0.12321313
Lacmellea_panamensis,0.14723031
Plumeria_rubra,-0.30436128
Posoqueria_latifolia,0.40237585
Rubia_tinctorum,-0.41662666
Swertia_pseudochinensis,-0.42670995
