,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,-4.519727,68.43989,2.8895967,-1.1309317,-4.7892914,-5.069225,89.915504,1.4093559,-9.800136,-6.1076255,23.631502,-2.7629585,15.601402,-1.9436244,11.6459675,-5.831011,3.5419707
t2,-4.8455076,73.846725,3.2292178,-1.2633134,-5.19481,-5.4972434,97.07897,1.6899259,-10.573063,-6.605949,25.244534,-3.0015666,17.059212,-2.096304,12.66908,-6.2692375,3.8856096
t19,-0.526153,33.92687,14.316183,0.57495534,-2.0688365,-3.5929399,51.500294,16.245285,-2.8695025,-2.6460671,18.333462,-0.5113852,9.948278,-1.6461738,16.174702,-5.09495,0.041871667
t97,-1.0726922,42.042103,16.379467,-0.07295678,-2.7371256,-4.285057,63.150932,17.571321,-4.1533127,-3.5238633,20.48602,-0.60827845,12.142954,-1.9200966,18.299923,-5.9888506,0.4001354
t163,-1.1938814,43.726437,16.513811,-0.11776173,-2.8932679,-4.4282384,65.3529,17.646967,-4.388125,-3.6895177,21.100342,-0.6806787,12.566902,-1.9753414,18.903967,-6.1561646,0.4203881
t164,-1.1917809,43.70987,16.506327,-0.11452534,-2.8910995,-4.4273524,65.33521,17.646303,-4.386831,-3.6880593,21.10289,-0.67713875,12.55624,-1.9774274,18.909174,-6.157852,0.42490613
t73,-1.2457391,43.852715,16.229176,-0.16113733,-2.8751807,-4.410438,65.35833,17.210785,-4.521854,-3.7105405,20.798883,-0.74091774,12.43911,-1.9353554,18.072647,-6.0631995,0.48507178
t70,-0.96173936,40.29736,16.117199,-0.03497536,-2.5916493,-4.140575,60.718235,17.37905,-3.9012265,-3.346092,19.948158,-0.5685624,11.664989,-1.8538601,17.73385,-5.801227,0.36742198
t40,-1.1326197,42.818798,15.99255,-0.30095246,-2.9215038,-4.3259544,65.1684,16.05944,-4.3139896,-3.6144483,21.485544,-1.0783583,11.679064,-1.937302,17.743313,-5.852525,-0.023107076
t108,-1.1232032,42.48916,16.514805,-0.3421842,-2.9252734,-4.2908225,64.84068,16.410587,-4.3513227,-3.6120327,20.977295,-0.93192977,12.100815,-1.9730816,17.450603,-5.8398585,-0.05911162
